C9,Counts
ENSDARG00000000001,7
ENSDARG00000000002,10
ENSDARG00000000018,45
ENSDARG00000000019,82
ENSDARG00000000068,10
ENSDARG00000000069,47
ENSDARG00000000086,227
ENSDARG00000000103,269
ENSDARG00000000142,12
ENSDARG00000000151,66
ENSDARG00000000161,27
ENSDARG00000000175,23
ENSDARG00000000183,167
ENSDARG00000000189,75
ENSDARG00000000212,143
ENSDARG00000000229,23
ENSDARG00000000241,31
ENSDARG00000000349,0
ENSDARG00000000369,2
ENSDARG00000000370,209
ENSDARG00000000380,18
ENSDARG00000000394,142
ENSDARG00000000423,11
ENSDARG00000000442,8
ENSDARG00000000460,0
ENSDARG00000000472,46
ENSDARG00000000474,0
ENSDARG00000000476,0
ENSDARG00000000489,16
ENSDARG00000000503,710
ENSDARG00000000516,0
ENSDARG00000000529,45
ENSDARG00000000540,21
ENSDARG00000000542,1
ENSDARG00000000551,36
ENSDARG00000000563,21928
ENSDARG00000000567,6
ENSDARG00000000568,21
ENSDARG00000000588,4
ENSDARG00000000606,24
ENSDARG00000000631,231
ENSDARG00000000638,0
ENSDARG00000000651,8
ENSDARG00000000656,0
ENSDARG00000000666,11
ENSDARG00000000690,4
ENSDARG00000000729,45
ENSDARG00000000730,0
ENSDARG00000000747,0
ENSDARG00000000760,6
ENSDARG00000000767,0
ENSDARG00000000779,37
ENSDARG00000000796,0
ENSDARG00000000804,0
ENSDARG00000000830,10
ENSDARG00000000837,64
ENSDARG00000000853,18
ENSDARG00000000857,0
ENSDARG00000000861,334
ENSDARG00000000887,0
ENSDARG00000000906,0
ENSDARG00000000935,21
ENSDARG00000000943,28
ENSDARG00000000966,393
ENSDARG00000001014,161
ENSDARG00000001015,51
ENSDARG00000001057,7
ENSDARG00000001127,71
ENSDARG00000001129,130
ENSDARG00000001154,109
ENSDARG00000001162,193
ENSDARG00000001169,0
ENSDARG00000001210,0
ENSDARG00000001220,221
ENSDARG00000001234,25
ENSDARG00000001241,44
ENSDARG00000001244,374
ENSDARG00000001249,11
ENSDARG00000001259,0
ENSDARG00000001303,0
ENSDARG00000001313,1
ENSDARG00000001354,0
ENSDARG00000001414,0
ENSDARG00000001431,460
ENSDARG00000001437,8
ENSDARG00000001442,35
ENSDARG00000001447,10
ENSDARG00000001452,0
ENSDARG00000001463,44
ENSDARG00000001470,3
ENSDARG00000001498,0
ENSDARG00000001549,24
ENSDARG00000001557,0
ENSDARG00000001558,4
ENSDARG00000001559,127
ENSDARG00000001572,0
ENSDARG00000001578,14
ENSDARG00000001621,1
ENSDARG00000001634,84
ENSDARG00000001656,0
ENSDARG00000001676,51
ENSDARG00000001686,7
ENSDARG00000001710,51
ENSDARG00000001712,0
ENSDARG00000001721,3
ENSDARG00000001729,122
ENSDARG00000001733,13
ENSDARG00000001734,0
ENSDARG00000001754,10
ENSDARG00000001760,15
ENSDARG00000001767,11
ENSDARG00000001769,23
ENSDARG00000001771,0
ENSDARG00000001776,1
ENSDARG00000001777,21
ENSDARG00000001781,0
ENSDARG00000001782,1
ENSDARG00000001785,30
ENSDARG00000001788,55
ENSDARG00000001803,6
ENSDARG00000001804,0
ENSDARG00000001807,15
ENSDARG00000001817,0
ENSDARG00000001818,45
ENSDARG00000001825,6
ENSDARG00000001829,242
ENSDARG00000001835,102
ENSDARG00000001857,281
ENSDARG00000001859,0
ENSDARG00000001870,216
ENSDARG00000001873,23
ENSDARG00000001879,13
ENSDARG00000001880,8
ENSDARG00000001881,0
ENSDARG00000001882,11
ENSDARG00000001888,35
ENSDARG00000001889,85
ENSDARG00000001890,60
ENSDARG00000001891,4
ENSDARG00000001897,19
ENSDARG00000001898,14
ENSDARG00000001906,0
ENSDARG00000001909,0
ENSDARG00000001910,76
ENSDARG00000001912,10
ENSDARG00000001913,29
ENSDARG00000001929,4
ENSDARG00000001930,44
ENSDARG00000001933,3
ENSDARG00000001937,11
ENSDARG00000001939,7
ENSDARG00000001940,6
ENSDARG00000001950,287
ENSDARG00000001953,14
ENSDARG00000001968,51
ENSDARG00000001969,2
ENSDARG00000001971,6
ENSDARG00000001975,1
ENSDARG00000001976,8
ENSDARG00000001993,51
ENSDARG00000001994,239
ENSDARG00000001999,14
ENSDARG00000002002,5
ENSDARG00000002006,28
ENSDARG00000002013,54
ENSDARG00000002016,0
ENSDARG00000002020,27
ENSDARG00000002021,0
ENSDARG00000002026,81
ENSDARG00000002031,0
ENSDARG00000002037,0
ENSDARG00000002060,2
ENSDARG00000002071,13
ENSDARG00000002077,18
ENSDARG00000002082,17
ENSDARG00000002084,29
ENSDARG00000002097,1
ENSDARG00000002127,87
ENSDARG00000002128,3
ENSDARG00000002131,121
ENSDARG00000002165,0
ENSDARG00000002167,103
ENSDARG00000002168,51
ENSDARG00000002172,0
ENSDARG00000002174,0
ENSDARG00000002184,3
ENSDARG00000002190,42
ENSDARG00000002192,12
ENSDARG00000002193,802
ENSDARG00000002194,0
ENSDARG00000002196,6
ENSDARG00000002197,44
ENSDARG00000002204,0
ENSDARG00000002210,18
ENSDARG00000002213,6
ENSDARG00000002215,8
ENSDARG00000002216,3
ENSDARG00000002217,80
ENSDARG00000002219,0
ENSDARG00000002220,0
ENSDARG00000002230,24
ENSDARG00000002231,10
ENSDARG00000002235,36
ENSDARG00000002240,11
ENSDARG00000002241,0
ENSDARG00000002249,23
ENSDARG00000002255,59
ENSDARG00000002259,0
ENSDARG00000002264,3
ENSDARG00000002267,22
ENSDARG00000002271,65
ENSDARG00000002285,20
ENSDARG00000002293,0
ENSDARG00000002295,2
ENSDARG00000002298,0
ENSDARG00000002299,0
ENSDARG00000002300,9
ENSDARG00000002304,0
ENSDARG00000002305,34
ENSDARG00000002311,0
ENSDARG00000002330,0
ENSDARG00000002332,35
ENSDARG00000002333,44
ENSDARG00000002336,17
ENSDARG00000002339,11
ENSDARG00000002344,210
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,33
ENSDARG00000002365,12
ENSDARG00000002369,15
ENSDARG00000002377,0
ENSDARG00000002385,35
ENSDARG00000002391,0
ENSDARG00000002394,1
ENSDARG00000002396,55
ENSDARG00000002401,0
ENSDARG00000002402,12
ENSDARG00000002403,11
ENSDARG00000002405,18
ENSDARG00000002406,0
ENSDARG00000002411,9
ENSDARG00000002445,10
ENSDARG00000002463,0
ENSDARG00000002467,5
ENSDARG00000002479,20
ENSDARG00000002483,0
ENSDARG00000002487,18
ENSDARG00000002494,10
ENSDARG00000002506,14
ENSDARG00000002507,1
ENSDARG00000002508,35
ENSDARG00000002509,0
ENSDARG00000002510,0
ENSDARG00000002523,8
ENSDARG00000002533,2
ENSDARG00000002536,5
ENSDARG00000002538,10
ENSDARG00000002546,11
ENSDARG00000002549,0
ENSDARG00000002552,47
ENSDARG00000002564,39
ENSDARG00000002571,65
ENSDARG00000002576,19
ENSDARG00000002582,30
ENSDARG00000002587,215
ENSDARG00000002589,127
ENSDARG00000002591,16
ENSDARG00000002593,0
ENSDARG00000002597,0
ENSDARG00000002600,75
ENSDARG00000002601,4
ENSDARG00000002607,8
ENSDARG00000002609,3
ENSDARG00000002613,0
ENSDARG00000002632,8
ENSDARG00000002634,0
ENSDARG00000002635,68
ENSDARG00000002642,0
ENSDARG00000002644,9
ENSDARG00000002656,55
ENSDARG00000002659,4
ENSDARG00000002663,7
ENSDARG00000002666,2
ENSDARG00000002670,38
ENSDARG00000002682,44
ENSDARG00000002685,0
ENSDARG00000002690,6
ENSDARG00000002696,266
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,344
ENSDARG00000002720,7
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,40
ENSDARG00000002732,4
ENSDARG00000002745,48
ENSDARG00000002748,1
ENSDARG00000002750,8
ENSDARG00000002754,9
ENSDARG00000002758,536
ENSDARG00000002760,9
ENSDARG00000002764,0
ENSDARG00000002768,738
ENSDARG00000002771,31
ENSDARG00000002779,0
ENSDARG00000002787,26
ENSDARG00000002790,89
ENSDARG00000002791,627
ENSDARG00000002792,34
ENSDARG00000002795,0
ENSDARG00000002797,0
ENSDARG00000002798,1
ENSDARG00000002816,26
ENSDARG00000002826,8
ENSDARG00000002830,5
ENSDARG00000002831,5
ENSDARG00000002840,74
ENSDARG00000002847,4
ENSDARG00000002872,0
ENSDARG00000002877,64
ENSDARG00000002880,50
ENSDARG00000002894,3
ENSDARG00000002897,15
ENSDARG00000002909,58
ENSDARG00000002912,6
ENSDARG00000002916,183
ENSDARG00000002917,14
ENSDARG00000002933,14
ENSDARG00000002937,45
ENSDARG00000002945,8
ENSDARG00000002947,6
ENSDARG00000002949,50
ENSDARG00000002952,40
ENSDARG00000002956,2
ENSDARG00000002959,0
ENSDARG00000002967,19
ENSDARG00000002968,50
ENSDARG00000002970,31
ENSDARG00000002971,20
ENSDARG00000002986,3
ENSDARG00000002988,30
ENSDARG00000002991,43
ENSDARG00000002994,45
ENSDARG00000003008,50
ENSDARG00000003017,11
ENSDARG00000003020,22
ENSDARG00000003021,6
ENSDARG00000003022,7
ENSDARG00000003027,0
ENSDARG00000003032,351
ENSDARG00000003035,154
ENSDARG00000003041,0
ENSDARG00000003046,49
ENSDARG00000003054,0
ENSDARG00000003058,18
ENSDARG00000003061,0
ENSDARG00000003068,38
ENSDARG00000003069,9
ENSDARG00000003077,4
ENSDARG00000003081,2204
ENSDARG00000003084,18
ENSDARG00000003085,18
ENSDARG00000003087,44
ENSDARG00000003090,0
ENSDARG00000003091,0
ENSDARG00000003098,157
ENSDARG00000003109,20
ENSDARG00000003113,39
ENSDARG00000003127,29
ENSDARG00000003132,6
ENSDARG00000003142,2
ENSDARG00000003144,0
ENSDARG00000003146,27
ENSDARG00000003151,71
ENSDARG00000003153,5
ENSDARG00000003157,20
ENSDARG00000003165,22
ENSDARG00000003167,14
ENSDARG00000003169,181
ENSDARG00000003175,1
ENSDARG00000003181,5
ENSDARG00000003189,122
ENSDARG00000003193,0
ENSDARG00000003197,0
ENSDARG00000003200,5
ENSDARG00000003203,1
ENSDARG00000003205,1
ENSDARG00000003206,12
ENSDARG00000003207,179
ENSDARG00000003208,3
ENSDARG00000003210,14
ENSDARG00000003213,50
ENSDARG00000003216,16
ENSDARG00000003217,33
ENSDARG00000003219,0
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,3
ENSDARG00000003250,24
ENSDARG00000003251,22
ENSDARG00000003257,0
ENSDARG00000003259,2
ENSDARG00000003269,91
ENSDARG00000003270,25
ENSDARG00000003281,51
ENSDARG00000003287,4
ENSDARG00000003290,19
ENSDARG00000003293,76
ENSDARG00000003303,0
ENSDARG00000003307,16
ENSDARG00000003308,15
ENSDARG00000003311,57
ENSDARG00000003313,0
ENSDARG00000003320,74
ENSDARG00000003326,0
ENSDARG00000003328,53
ENSDARG00000003344,7
ENSDARG00000003373,0
ENSDARG00000003375,5
ENSDARG00000003380,14
ENSDARG00000003381,14
ENSDARG00000003382,45
ENSDARG00000003383,31
ENSDARG00000003395,18
ENSDARG00000003398,25
ENSDARG00000003399,0
ENSDARG00000003403,197
ENSDARG00000003411,22
ENSDARG00000003414,0
ENSDARG00000003420,0
ENSDARG00000003421,56
ENSDARG00000003429,25
ENSDARG00000003444,0
ENSDARG00000003446,11
ENSDARG00000003449,74
ENSDARG00000003462,43
ENSDARG00000003469,23
ENSDARG00000003475,0
ENSDARG00000003486,96
ENSDARG00000003487,74
ENSDARG00000003495,134
ENSDARG00000003512,190
ENSDARG00000003517,17
ENSDARG00000003519,0
ENSDARG00000003520,13
ENSDARG00000003523,2
ENSDARG00000003526,15
ENSDARG00000003527,10
ENSDARG00000003531,26
ENSDARG00000003533,15
ENSDARG00000003544,17
ENSDARG00000003553,0
ENSDARG00000003564,1
ENSDARG00000003570,75
ENSDARG00000003573,48
ENSDARG00000003576,4
ENSDARG00000003584,71
ENSDARG00000003592,0
ENSDARG00000003599,1043
ENSDARG00000003607,39
ENSDARG00000003615,7
ENSDARG00000003616,51
ENSDARG00000003631,85
ENSDARG00000003632,0
ENSDARG00000003635,6
ENSDARG00000003641,0
ENSDARG00000003642,10
ENSDARG00000003655,223
ENSDARG00000003675,0
ENSDARG00000003680,140
ENSDARG00000003681,120
ENSDARG00000003684,12
ENSDARG00000003693,19
ENSDARG00000003695,197
ENSDARG00000003697,0
ENSDARG00000003699,22
ENSDARG00000003701,0
ENSDARG00000003705,73
ENSDARG00000003706,0
ENSDARG00000003732,7
ENSDARG00000003749,3
ENSDARG00000003750,38
ENSDARG00000003751,82
ENSDARG00000003754,29
ENSDARG00000003757,7
ENSDARG00000003769,2
ENSDARG00000003776,82
ENSDARG00000003779,80
ENSDARG00000003789,71
ENSDARG00000003795,437
ENSDARG00000003797,52
ENSDARG00000003803,0
ENSDARG00000003808,2
ENSDARG00000003811,219
ENSDARG00000003818,49
ENSDARG00000003820,65
ENSDARG00000003822,3
ENSDARG00000003827,2
ENSDARG00000003829,79
ENSDARG00000003835,119
ENSDARG00000003841,4
ENSDARG00000003845,16
ENSDARG00000003846,0
ENSDARG00000003854,51
ENSDARG00000003860,13
ENSDARG00000003865,0
ENSDARG00000003866,23
ENSDARG00000003867,3
ENSDARG00000003869,6
ENSDARG00000003872,100
ENSDARG00000003877,125
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,34
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,67
ENSDARG00000003920,75
ENSDARG00000003925,0
ENSDARG00000003927,12
ENSDARG00000003931,22
ENSDARG00000003934,0
ENSDARG00000003938,46
ENSDARG00000003940,52
ENSDARG00000003941,7
ENSDARG00000003944,0
ENSDARG00000003952,82
ENSDARG00000003961,2
ENSDARG00000003963,7
ENSDARG00000003965,5
ENSDARG00000003968,0
ENSDARG00000003970,7
ENSDARG00000003971,19
ENSDARG00000003973,6
ENSDARG00000003974,36
ENSDARG00000003977,0
