B12,Counts
ENSDARG00000002369,211
ENSDARG00000002377,12
ENSDARG00000002385,15
ENSDARG00000002391,0
ENSDARG00000002394,3
ENSDARG00000002396,109
ENSDARG00000002401,5
ENSDARG00000002402,34
ENSDARG00000002403,23
ENSDARG00000002405,16
ENSDARG00000002406,0
ENSDARG00000002411,14
ENSDARG00000002445,22
ENSDARG00000002463,22
ENSDARG00000002467,4
ENSDARG00000002479,9
ENSDARG00000002483,9
ENSDARG00000002487,53
ENSDARG00000002494,69
ENSDARG00000002506,21
ENSDARG00000002507,32
ENSDARG00000002508,29
ENSDARG00000002509,0
ENSDARG00000002510,3
ENSDARG00000002523,50
ENSDARG00000002533,14
ENSDARG00000002536,53
ENSDARG00000002538,59
ENSDARG00000002546,43
ENSDARG00000002549,6
ENSDARG00000002552,146
ENSDARG00000002564,42
ENSDARG00000002571,36
ENSDARG00000002576,24
ENSDARG00000002582,1
ENSDARG00000002587,415
ENSDARG00000002589,479
ENSDARG00000002591,47
ENSDARG00000002593,0
ENSDARG00000002597,0
ENSDARG00000002600,98
ENSDARG00000002601,0
ENSDARG00000002607,41
ENSDARG00000002609,65
ENSDARG00000002613,2
ENSDARG00000002632,43
ENSDARG00000002634,15
ENSDARG00000002635,217
ENSDARG00000002642,0
ENSDARG00000002644,35
ENSDARG00000002656,255
ENSDARG00000002659,116
ENSDARG00000002663,2
ENSDARG00000002666,28
ENSDARG00000002670,62
ENSDARG00000002682,57
ENSDARG00000002685,0
ENSDARG00000002690,23
ENSDARG00000002696,561
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,1010
ENSDARG00000002720,30
ENSDARG00000002722,0
ENSDARG00000002728,9
ENSDARG00000002731,122
ENSDARG00000002732,18
ENSDARG00000002745,236
ENSDARG00000002748,38
ENSDARG00000002750,52
ENSDARG00000002754,12
ENSDARG00000002758,851
ENSDARG00000002760,8
ENSDARG00000002764,6
ENSDARG00000002768,3213
ENSDARG00000002771,75
ENSDARG00000002779,1
ENSDARG00000002787,141
ENSDARG00000002790,190
ENSDARG00000002791,1085
ENSDARG00000002792,74
ENSDARG00000002795,20
ENSDARG00000002797,0
ENSDARG00000002798,2
ENSDARG00000002816,81
ENSDARG00000002826,5
ENSDARG00000002830,6
ENSDARG00000002831,3
ENSDARG00000002840,169
ENSDARG00000002847,27
ENSDARG00000002872,0
ENSDARG00000002877,102
ENSDARG00000002880,105
ENSDARG00000002894,3
ENSDARG00000002897,71
ENSDARG00000002909,48
ENSDARG00000002912,50
ENSDARG00000002916,68
ENSDARG00000002917,11
ENSDARG00000002933,25
ENSDARG00000002937,81
ENSDARG00000002945,18
ENSDARG00000002947,26
ENSDARG00000002949,160
ENSDARG00000002952,82
ENSDARG00000002956,8
ENSDARG00000002959,0
ENSDARG00000002967,115
ENSDARG00000002968,91
ENSDARG00000002970,58
ENSDARG00000002971,80
ENSDARG00000002986,7
ENSDARG00000002988,117
ENSDARG00000002991,53
ENSDARG00000002994,25
ENSDARG00000003008,139
ENSDARG00000003017,31
ENSDARG00000003020,31
ENSDARG00000003021,45
ENSDARG00000003022,14
ENSDARG00000003027,7
ENSDARG00000003032,912
ENSDARG00000003035,508
ENSDARG00000003041,0
ENSDARG00000003046,93
ENSDARG00000003054,23
ENSDARG00000003058,56
ENSDARG00000003061,15
ENSDARG00000003068,82
ENSDARG00000003069,46
ENSDARG00000003077,30
ENSDARG00000003081,6052
ENSDARG00000003084,9
ENSDARG00000003085,27
ENSDARG00000003087,99
ENSDARG00000003090,0
ENSDARG00000003091,41
ENSDARG00000003098,168
ENSDARG00000003109,37
ENSDARG00000003113,89
ENSDARG00000003127,50
ENSDARG00000003132,27
ENSDARG00000003142,26
ENSDARG00000003144,0
ENSDARG00000003146,20
ENSDARG00000003151,285
ENSDARG00000003153,4
ENSDARG00000003157,17
ENSDARG00000003165,46
ENSDARG00000003167,22
ENSDARG00000003169,489
ENSDARG00000003175,21
ENSDARG00000003181,0
ENSDARG00000003189,169
ENSDARG00000003193,5
ENSDARG00000003197,0
ENSDARG00000003200,46
ENSDARG00000003203,102
ENSDARG00000003205,28
ENSDARG00000003206,20
ENSDARG00000003207,39
ENSDARG00000003208,19
ENSDARG00000003210,16
ENSDARG00000003213,251
ENSDARG00000003216,83
ENSDARG00000003217,36
ENSDARG00000003219,17
ENSDARG00000003229,0
ENSDARG00000003235,42
ENSDARG00000003244,6
ENSDARG00000003250,36
ENSDARG00000003251,30
ENSDARG00000003257,13
ENSDARG00000003259,5
ENSDARG00000003269,465
ENSDARG00000003270,29
ENSDARG00000003281,83
ENSDARG00000003287,11
ENSDARG00000003290,32
ENSDARG00000003293,118
ENSDARG00000003303,0
ENSDARG00000003307,251
ENSDARG00000003308,102
ENSDARG00000003311,57
ENSDARG00000003313,15
ENSDARG00000003320,25
ENSDARG00000003326,0
ENSDARG00000003328,64
ENSDARG00000003344,8
ENSDARG00000003373,2
ENSDARG00000003375,29
ENSDARG00000003380,0
ENSDARG00000003381,11
ENSDARG00000003382,54
ENSDARG00000003383,89
ENSDARG00000003395,32
ENSDARG00000003398,18
ENSDARG00000003399,13
ENSDARG00000003403,208
ENSDARG00000003411,59
ENSDARG00000003414,0
ENSDARG00000003420,5
ENSDARG00000003421,135
ENSDARG00000003429,64
ENSDARG00000003444,6
ENSDARG00000003446,24
ENSDARG00000003449,48
ENSDARG00000003462,51
ENSDARG00000003469,36
ENSDARG00000003475,0
ENSDARG00000003486,179
ENSDARG00000003487,46
ENSDARG00000003495,271
ENSDARG00000003512,152
ENSDARG00000003517,11
ENSDARG00000003519,25
ENSDARG00000003520,56
ENSDARG00000003523,0
ENSDARG00000003526,101
ENSDARG00000003527,15
ENSDARG00000003531,49
ENSDARG00000003533,8
ENSDARG00000003544,58
ENSDARG00000003553,0
ENSDARG00000003564,9
ENSDARG00000003570,135
ENSDARG00000003573,67
ENSDARG00000003576,21
ENSDARG00000003584,25
ENSDARG00000003592,5
ENSDARG00000003599,2905
ENSDARG00000003607,33
ENSDARG00000003615,24
ENSDARG00000003616,89
ENSDARG00000003631,159
ENSDARG00000003632,0
ENSDARG00000003635,4
ENSDARG00000003641,80
ENSDARG00000003642,22
ENSDARG00000003655,331
ENSDARG00000003675,0
ENSDARG00000003680,330
ENSDARG00000003681,347
ENSDARG00000003684,42
ENSDARG00000003693,44
ENSDARG00000003695,505
ENSDARG00000003697,0
ENSDARG00000003699,68
ENSDARG00000003701,8
ENSDARG00000003705,203
ENSDARG00000003706,0
ENSDARG00000003732,23
ENSDARG00000003749,6
ENSDARG00000003750,64
ENSDARG00000003751,103
ENSDARG00000003754,87
ENSDARG00000003757,5
ENSDARG00000003769,16
ENSDARG00000003776,81
ENSDARG00000003779,111
ENSDARG00000003789,164
ENSDARG00000003795,874
ENSDARG00000003797,17
ENSDARG00000003803,17
ENSDARG00000003808,54
ENSDARG00000003811,275
ENSDARG00000003818,90
ENSDARG00000003820,220
ENSDARG00000003822,32
ENSDARG00000003827,9
ENSDARG00000003829,75
ENSDARG00000003835,184
ENSDARG00000003841,0
ENSDARG00000003845,68
ENSDARG00000003846,34
ENSDARG00000003854,165
ENSDARG00000003860,49
ENSDARG00000003865,25
ENSDARG00000003866,154
ENSDARG00000003867,8
ENSDARG00000003869,19
ENSDARG00000003872,46
ENSDARG00000003877,214
ENSDARG00000003899,0
ENSDARG00000003900,12
ENSDARG00000003902,110
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,128
ENSDARG00000003920,102
ENSDARG00000003925,1
ENSDARG00000003927,32
ENSDARG00000003931,25
ENSDARG00000003934,0
ENSDARG00000003938,100
ENSDARG00000003940,95
ENSDARG00000003941,42
ENSDARG00000003944,0
ENSDARG00000003952,300
ENSDARG00000003961,39
ENSDARG00000003963,46
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,8
ENSDARG00000003971,37
ENSDARG00000003973,25
ENSDARG00000003974,85
ENSDARG00000003977,0
ENSDARG00000003984,19
ENSDARG00000003989,139
ENSDARG00000003991,25
ENSDARG00000003994,32
ENSDARG00000003998,59
ENSDARG00000004015,0
ENSDARG00000004017,24
ENSDARG00000004018,4
ENSDARG00000004023,242
ENSDARG00000004034,90
ENSDARG00000004037,44
ENSDARG00000004046,27
ENSDARG00000004049,46
ENSDARG00000004051,1
ENSDARG00000004055,118
ENSDARG00000004059,0
ENSDARG00000004060,852
ENSDARG00000004074,223
ENSDARG00000004078,73
ENSDARG00000004082,9
ENSDARG00000004094,226
ENSDARG00000004105,60
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,17
ENSDARG00000004115,34
ENSDARG00000004130,0
ENSDARG00000004131,18
ENSDARG00000004132,104
ENSDARG00000004150,10
ENSDARG00000004151,27
ENSDARG00000004154,0
ENSDARG00000004158,27
ENSDARG00000004160,46
ENSDARG00000004161,123
ENSDARG00000004167,0
ENSDARG00000004169,57
ENSDARG00000004171,29
ENSDARG00000004173,155
ENSDARG00000004174,331
ENSDARG00000004176,0
ENSDARG00000004177,27
ENSDARG00000004184,171
ENSDARG00000004187,8
ENSDARG00000004189,27
ENSDARG00000004196,326
ENSDARG00000004199,0
ENSDARG00000004204,14
ENSDARG00000004211,48
ENSDARG00000004218,17
ENSDARG00000004219,5
ENSDARG00000004227,46
ENSDARG00000004232,70
ENSDARG00000004243,18
ENSDARG00000004246,323
ENSDARG00000004251,16
ENSDARG00000004256,0
ENSDARG00000004260,26
ENSDARG00000004261,70
ENSDARG00000004262,28
ENSDARG00000004270,11
ENSDARG00000004274,0
ENSDARG00000004280,32
ENSDARG00000004282,50
ENSDARG00000004291,43
ENSDARG00000004296,21
ENSDARG00000004297,283
ENSDARG00000004301,1
ENSDARG00000004302,16
ENSDARG00000004305,11
ENSDARG00000004306,8
ENSDARG00000004307,25
ENSDARG00000004308,15
ENSDARG00000004311,10
ENSDARG00000004318,14
ENSDARG00000004322,1
ENSDARG00000004325,16
ENSDARG00000004328,0
ENSDARG00000004336,139
ENSDARG00000004343,16
ENSDARG00000004358,53
ENSDARG00000004363,4
ENSDARG00000004372,45
ENSDARG00000004377,227
ENSDARG00000004378,37
ENSDARG00000004386,129
ENSDARG00000004392,1
ENSDARG00000004396,19
ENSDARG00000004402,40
ENSDARG00000004405,4
ENSDARG00000004406,11
ENSDARG00000004415,367
ENSDARG00000004427,2
ENSDARG00000004433,0
ENSDARG00000004436,10
ENSDARG00000004445,16
ENSDARG00000004447,25
ENSDARG00000004451,24
ENSDARG00000004452,464
ENSDARG00000004455,0
ENSDARG00000004459,13
ENSDARG00000004460,6
ENSDARG00000004470,68
ENSDARG00000004472,17
ENSDARG00000004473,23
ENSDARG00000004492,21
ENSDARG00000004497,3
ENSDARG00000004498,0
ENSDARG00000004502,43
ENSDARG00000004517,20
ENSDARG00000004525,39
ENSDARG00000004527,11
ENSDARG00000004529,5
ENSDARG00000004537,923
ENSDARG00000004539,27
ENSDARG00000004561,9
ENSDARG00000004574,1
ENSDARG00000004576,26
ENSDARG00000004580,93
ENSDARG00000004581,71
ENSDARG00000004586,0
ENSDARG00000004587,5
ENSDARG00000004588,546
ENSDARG00000004592,4
ENSDARG00000004594,45
ENSDARG00000004597,78
ENSDARG00000004598,6
ENSDARG00000004616,0
ENSDARG00000004618,19
ENSDARG00000004621,332
ENSDARG00000004627,0
ENSDARG00000004632,20
ENSDARG00000004633,12
ENSDARG00000004634,216
ENSDARG00000004635,158
ENSDARG00000004636,49
ENSDARG00000004643,101
ENSDARG00000004647,0
ENSDARG00000004648,44
ENSDARG00000004658,57
ENSDARG00000004672,111
ENSDARG00000004680,55
ENSDARG00000004687,36
ENSDARG00000004692,98
ENSDARG00000004695,15
ENSDARG00000004696,72
ENSDARG00000004697,20
ENSDARG00000004702,98
ENSDARG00000004706,57
ENSDARG00000004712,21
ENSDARG00000004713,0
ENSDARG00000004714,92
ENSDARG00000004721,3
ENSDARG00000004724,52
ENSDARG00000004726,123
ENSDARG00000004735,257
ENSDARG00000004745,35
ENSDARG00000004748,25
ENSDARG00000004753,54
ENSDARG00000004754,92
ENSDARG00000004757,1824
ENSDARG00000004763,9
ENSDARG00000004771,30
ENSDARG00000004774,96
ENSDARG00000004782,233
ENSDARG00000004785,158
ENSDARG00000004789,127
ENSDARG00000004794,0
ENSDARG00000004796,130
ENSDARG00000004806,18
ENSDARG00000004823,0
ENSDARG00000004830,128
ENSDARG00000004836,275
ENSDARG00000004840,17
ENSDARG00000004843,75
ENSDARG00000004851,47
ENSDARG00000004861,80
ENSDARG00000004864,0
ENSDARG00000004866,52
ENSDARG00000004869,31
ENSDARG00000004870,24
ENSDARG00000004871,1
ENSDARG00000004874,0
ENSDARG00000004875,55
ENSDARG00000004877,237
ENSDARG00000004880,5
ENSDARG00000004889,16
ENSDARG00000004891,30
ENSDARG00000004898,0
ENSDARG00000004904,27
ENSDARG00000004906,70
ENSDARG00000004925,21
ENSDARG00000004930,640
ENSDARG00000004931,80
ENSDARG00000004932,27
ENSDARG00000004937,1
ENSDARG00000004939,26
ENSDARG00000004948,112
ENSDARG00000004952,7
ENSDARG00000004953,0
ENSDARG00000004954,4
ENSDARG00000004956,7
ENSDARG00000004964,19
ENSDARG00000004979,12
ENSDARG00000004988,122
ENSDARG00000005002,3
ENSDARG00000005004,11
ENSDARG00000005010,4
ENSDARG00000005015,155
ENSDARG00000005023,16
ENSDARG00000005026,200
ENSDARG00000005034,6
ENSDARG00000005049,0
ENSDARG00000005050,8
ENSDARG00000005057,14
ENSDARG00000005058,60
ENSDARG00000005078,9
ENSDARG00000005085,23
ENSDARG00000005092,7
ENSDARG00000005095,4
ENSDARG00000005098,14
ENSDARG00000005104,46
ENSDARG00000005108,22
ENSDARG00000005112,252
ENSDARG00000005115,5
ENSDARG00000005122,101
ENSDARG00000005126,75
ENSDARG00000005128,14
ENSDARG00000005134,62
ENSDARG00000005139,57
ENSDARG00000005141,91
ENSDARG00000005150,30
ENSDARG00000005154,31
ENSDARG00000005159,94
ENSDARG00000005162,300
ENSDARG00000005163,55
ENSDARG00000005172,26
ENSDARG00000005176,5
ENSDARG00000005179,102
ENSDARG00000005185,163
ENSDARG00000005186,108
ENSDARG00000005191,413
ENSDARG00000005210,34
ENSDARG00000005216,8
ENSDARG00000005218,0
ENSDARG00000005220,2
ENSDARG00000005221,29
ENSDARG00000005230,36
ENSDARG00000005232,93
ENSDARG00000005236,571
ENSDARG00000005246,0
ENSDARG00000005251,9
ENSDARG00000005254,57
ENSDARG00000005271,2
ENSDARG00000005274,2
ENSDARG00000005284,7
ENSDARG00000005314,1
ENSDARG00000005315,188
ENSDARG00000005318,26
ENSDARG00000005320,7
ENSDARG00000005327,0
ENSDARG00000005332,2
ENSDARG00000005335,0
ENSDARG00000005343,4
ENSDARG00000005350,136
ENSDARG00000005355,70
ENSDARG00000005356,65
ENSDARG00000005359,170
ENSDARG00000005364,10
ENSDARG00000005368,107
ENSDARG00000005371,0
ENSDARG00000005372,26
ENSDARG00000005374,73
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,110
ENSDARG00000005397,235
ENSDARG00000005414,2
ENSDARG00000005416,83
ENSDARG00000005423,46
ENSDARG00000005425,120
ENSDARG00000005448,21
ENSDARG00000005451,244
ENSDARG00000005453,322
ENSDARG00000005454,44
ENSDARG00000005456,91
ENSDARG00000005458,39
ENSDARG00000005462,110
ENSDARG00000005463,55
ENSDARG00000005464,7
ENSDARG00000005468,163
ENSDARG00000005476,189
ENSDARG00000005479,644
ENSDARG00000005481,18
ENSDARG00000005482,742
ENSDARG00000005485,71
ENSDARG00000005500,15
ENSDARG00000005510,0
ENSDARG00000005513,1272
ENSDARG00000005518,5
ENSDARG00000005522,0
ENSDARG00000005525,10
ENSDARG00000005526,21
ENSDARG00000005536,240
ENSDARG00000005540,180
ENSDARG00000005541,0
ENSDARG00000005544,53
ENSDARG00000005547,31
ENSDARG00000005549,63
ENSDARG00000005551,54
ENSDARG00000005559,28
ENSDARG00000005560,179
ENSDARG00000005561,15
ENSDARG00000005565,30
ENSDARG00000005574,59
ENSDARG00000005576,103
ENSDARG00000005578,81
ENSDARG00000005586,55
ENSDARG00000005590,85
ENSDARG00000005595,7
ENSDARG00000005606,76
ENSDARG00000005612,4
ENSDARG00000005616,11
ENSDARG00000005619,1
ENSDARG00000005625,94
ENSDARG00000005626,4
ENSDARG00000005627,0
ENSDARG00000005629,107
ENSDARG00000005640,0
ENSDARG00000005643,11
ENSDARG00000005645,186
ENSDARG00000005648,1
ENSDARG00000005651,15
ENSDARG00000005652,263
ENSDARG00000005670,145
ENSDARG00000005673,7
ENSDARG00000005675,23
ENSDARG00000005679,28
ENSDARG00000005690,102
ENSDARG00000005699,138
ENSDARG00000005704,14
ENSDARG00000005713,20
ENSDARG00000005716,31
ENSDARG00000005738,10
ENSDARG00000005739,21
ENSDARG00000005749,25
ENSDARG00000005754,384
ENSDARG00000005762,50
ENSDARG00000005772,55
ENSDARG00000005774,293
ENSDARG00000005775,542
ENSDARG00000005776,26
ENSDARG00000005780,0
ENSDARG00000005783,250
ENSDARG00000005786,16
ENSDARG00000005789,43
ENSDARG00000005791,534
ENSDARG00000005799,7
ENSDARG00000005800,40
ENSDARG00000005814,0
ENSDARG00000005821,3
ENSDARG00000005823,66
ENSDARG00000005827,57
ENSDARG00000005828,1
ENSDARG00000005834,139
ENSDARG00000005840,96
ENSDARG00000005841,120
ENSDARG00000005842,27
ENSDARG00000005853,16
ENSDARG00000005861,472
ENSDARG00000005865,0
ENSDARG00000005867,79
ENSDARG00000005870,15
ENSDARG00000005883,41
ENSDARG00000005891,177
ENSDARG00000005894,5
ENSDARG00000005897,9
ENSDARG00000005908,52
ENSDARG00000005913,2
ENSDARG00000005915,157
ENSDARG00000005916,141
ENSDARG00000005924,229
ENSDARG00000005926,25
ENSDARG00000005927,75
ENSDARG00000005941,189
ENSDARG00000005942,0
ENSDARG00000005943,39
ENSDARG00000005945,91
ENSDARG00000005948,21
ENSDARG00000005972,0
ENSDARG00000005980,168
ENSDARG00000005989,51
ENSDARG00000005993,9
ENSDARG00000006003,91
ENSDARG00000006008,69
ENSDARG00000006010,24
ENSDARG00000006011,12
ENSDARG00000006019,140
ENSDARG00000006025,35
ENSDARG00000006029,27
ENSDARG00000006031,614
ENSDARG00000006038,30
ENSDARG00000006040,7
ENSDARG00000006044,5
ENSDARG00000006052,23
ENSDARG00000006060,189
ENSDARG00000006062,188
ENSDARG00000006065,62
ENSDARG00000006074,33
ENSDARG00000006079,8
ENSDARG00000006092,380
ENSDARG00000006093,6
ENSDARG00000006094,121
ENSDARG00000006109,0
ENSDARG00000006110,18
ENSDARG00000006112,49
ENSDARG00000006120,24
ENSDARG00000006124,530
ENSDARG00000006125,95
ENSDARG00000006128,221
ENSDARG00000006137,0
ENSDARG00000006151,2
ENSDARG00000006169,95
ENSDARG00000006174,25
ENSDARG00000006181,71
ENSDARG00000006192,46
ENSDARG00000006196,36
ENSDARG00000006200,733
ENSDARG00000006202,215
ENSDARG00000006206,7
ENSDARG00000006207,0
ENSDARG00000006215,57
ENSDARG00000006219,152
ENSDARG00000006220,40
ENSDARG00000006225,92
ENSDARG00000006235,28
ENSDARG00000006240,76
ENSDARG00000006242,402
ENSDARG00000006251,74
ENSDARG00000006253,45
ENSDARG00000006257,342
ENSDARG00000006260,339
ENSDARG00000006266,145
ENSDARG00000006272,60
ENSDARG00000006279,10
ENSDARG00000006283,119
ENSDARG00000006288,0
ENSDARG00000006290,12
ENSDARG00000006292,7
ENSDARG00000006299,63
ENSDARG00000006300,20
ENSDARG00000006301,146
ENSDARG00000006307,87
ENSDARG00000006308,1
ENSDARG00000006314,136
ENSDARG00000006316,302
ENSDARG00000006332,124
ENSDARG00000006341,0
ENSDARG00000006345,37
ENSDARG00000006350,0
ENSDARG00000006353,48
ENSDARG00000006356,75
ENSDARG00000006368,11
ENSDARG00000006370,24
ENSDARG00000006372,0
ENSDARG00000006383,135
ENSDARG00000006385,31
ENSDARG00000006389,115
ENSDARG00000006392,12
ENSDARG00000006395,186
ENSDARG00000006396,170
ENSDARG00000006397,88
ENSDARG00000006399,103
ENSDARG00000006408,52
ENSDARG00000006409,0
ENSDARG00000006413,58
ENSDARG00000006420,184
ENSDARG00000006422,19
ENSDARG00000006427,116
ENSDARG00000006434,0
ENSDARG00000006447,1
ENSDARG00000006456,0
ENSDARG00000006467,24
ENSDARG00000006468,0
ENSDARG00000006474,9
ENSDARG00000006477,113
ENSDARG00000006487,301
ENSDARG00000006491,12
ENSDARG00000006494,60
ENSDARG00000006497,489
ENSDARG00000006501,0
ENSDARG00000006508,43
ENSDARG00000006514,57
ENSDARG00000006522,0
ENSDARG00000006524,420
ENSDARG00000006526,642
ENSDARG00000006527,165
ENSDARG00000006544,0
ENSDARG00000006545,62
ENSDARG00000006546,37
ENSDARG00000006553,15
ENSDARG00000006560,15
ENSDARG00000006566,194
ENSDARG00000006567,1
ENSDARG00000006568,0
ENSDARG00000006577,16
ENSDARG00000006580,0
ENSDARG00000006584,208
ENSDARG00000006585,15
ENSDARG00000006588,20
ENSDARG00000006598,0
ENSDARG00000006600,94
ENSDARG00000006601,74
ENSDARG00000006602,7
ENSDARG00000006603,85
ENSDARG00000006604,48
ENSDARG00000006607,39
ENSDARG00000006609,45
ENSDARG00000006615,65
ENSDARG00000006617,51
ENSDARG00000006621,117
ENSDARG00000006624,50
ENSDARG00000006636,27
ENSDARG00000006639,94
ENSDARG00000006640,60
ENSDARG00000006642,3
ENSDARG00000006666,0
ENSDARG00000006672,18
ENSDARG00000006677,17
ENSDARG00000006678,19
ENSDARG00000006683,101
ENSDARG00000006691,320
ENSDARG00000006712,70
ENSDARG00000006719,73
ENSDARG00000006747,336
