"","diff","lwr.ci","upr.ci","pval"
"Dose1-Control",9.03307654365908,-29.0254668426073,47.0916199299255,0.957921596001347
"Dose2-Control",15.571763391801,-22.4867799944654,53.6303067780674,0.731141085435461
"Dose3-Control",20.8986977825217,-17.1598456037447,58.9572411687881,0.476997338732032
"Dose4-Control",32.8307355802028,-5.22780780606358,70.8892789664692,0.111711064743975
"Dose5-Control",23.1070342944827,-14.9515090917837,61.1655776807491,0.382108159413179
