.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
spearman_rcurvep,17betaestradiol,0.007111874799354211,0.09999999999999999,0.007111874799354211,0.007111874799354211,0.007111874799354211,0.1,9.999999999999999e-6,0.1000000
spearman_rcurvep,1decanol,0.4644080756633868,1,0.055231935679965975,0.5026084274144683,7.218405286132185e-4,0.3,9.999999999999999e-5,1.0000000
spearman_rcurvep,1octanol,4.499888740734318,10,4.499888740734318,4.499888740734318,4.499888740734318,0.1,0.001,10.0000000
spearman_rcurvep,24DMP,0.3671280113273154,1,0.3671280113273154,0.3671280113273154,0.3671280113273154,0.2,9.999999999999999e-5,1.0000000
spearman_rcurvep,24DNP,8.170810417657087,10,8.170810417657087,8.170810417657087,8.170810417657087,0.2,0.001,10.0000000
spearman_rcurvep,34DCA,0.0050075303301667816,1,0.0050075303301667816,0.0050075303301667816,0.0050075303301667816,0.1,9.999999999999999e-5,1.0000000
spearman_rcurvep,4C3MP,0.30134189620263363,1,0.3496839282729371,0.4708775480733128,0.30134189620263363,0.3,9.999999999999999e-5,1.0000000
spearman_rcurvep,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
spearman_rcurvep,4TPP,0.02511886431509582,0.47655974323939354,0.06377486089181765,0.5805511138324739,0.005757315895963936,0.6,9.999999999999999e-5,1.0000000
spearman_rcurvep,Aniline,10,10,10,10,10,0,0.001,10.0000000
spearman_rcurvep,BPA,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
spearman_rcurvep,BPAF,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
spearman_rcurvep,ClofibricAcid,6.663832454695363,6.663832454695363,1.3258793703708924,6.663832454695363,0.030258050497698828,0.7,0.001,10.0000000
spearman_rcurvep,DES,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
spearman_rcurvep,DMSO,10,10,10,10,10,0,0.001,10.0000000
spearman_rcurvep,Dimethylformamide,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
spearman_rcurvep,EE2,0.001,0.001,0.001,0.001,0.001,0,1e-7,0.0010000
spearman_rcurvep,Fadrozole,0.025278589583386385,1,0.08174207064381661,0.2643251155725126,0.025278589583386385,0.2,9.999999999999999e-5,1.0000000
spearman_rcurvep,Fenitrothion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
spearman_rcurvep,Fluoxetine,0.04895177226563884,0.04895177226563884,0.026660024081585142,0.09103421286970552,7.995371281926497e-4,0.8,9.999999999999999e-6,0.1000000
spearman_rcurvep,Flutamide,0.41009088765237295,1,0.2552891494485888,0.41009088765237295,0.061587002608234014,0.4,9.999999999999999e-5,1.0000000
spearman_rcurvep,Glyphosate,0.004180133549779185,1,0.008633667200903448,0.036830328956034074,0.004180133549779185,0.3,9.999999999999999e-5,1.0000000
spearman_rcurvep,Malathion,0.32295212150115504,1,0.32295212150115504,0.32295212150115504,0.32295212150115504,0.1,9.999999999999999e-5,1.0000000
spearman_rcurvep,Prochloraz,0.36504078415707225,1,0.34001328574350004,0.3812100897265969,0.25194943332801806,0.4,9.999999999999999e-5,1.0000000
spearman_rcurvep,SDS,5.708370400740462e-4,0.09999999999999999,0.001919515993860146,0.006454629591322532,5.708370400740462e-4,0.2,9.999999999999999e-6,0.1000000
spearman_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
spearman_rcurvep,TGSH,0.4870256287210455,1,0.4870256287210455,0.4870256287210455,0.4870256287210455,0.1,9.999999999999999e-5,1.0000000
spearman_rcurvep,Trenbolone,0.051239628260178166,0.07106568653696743,0.04045255704346898,0.07106568653696743,0.004953063103173375,0.6,9.999999999999999e-6,0.1000000
spearman_rcurvep,Vinclozolin,0.48522590021442535,1,0.09892706058766507,0.7360468627825079,0.0027107900003581556,0.3,9.999999999999999e-5,1.0000000
