.id,chemical,median_POD,POD_med,mean_POD,ciu_POD,cil_POD,hit_confidence,lowest_conc,highest_conc
spearman_rcurvep,17betaestradiol,0.08279573985335713,0.09999999999999999,0.035822058616362125,0.08279573985335713,3.5721900717988124e-4,0.13,9.999999999999999e-6,0.1000000
spearman_rcurvep,1decanol,0.03224046974203528,0.6404496312031686,0.03926794698742767,0.6404496312031686,8.946323371066737e-4,0.56,9.999999999999999e-5,1.0000000
spearman_rcurvep,1octanol,0.5115590004990372,10,0.6524581394869302,5.280919326002413,0.046265124791630426,0.24,0.001,10.0000000
spearman_rcurvep,24DMP,0.3671280113273154,1,0.3183946982975799,0.8289310149202457,0.05151300273236111,0.22,9.999999999999999e-5,1.0000000
spearman_rcurvep,24DNP,8.170810417657087,10,8.170810417657087,8.170810417657087,8.170810417657087,0.12,0.001,10.0000000
spearman_rcurvep,34DCA,0.0050075303301667816,1,0.0050075303301667816,0.0050075303301667816,0.0050075303301667816,0.02,9.999999999999999e-5,1.0000000
spearman_rcurvep,4C3MP,0.4708775480733128,1,0.3173695268513266,0.795534175550425,0.06449703483029146,0.29,9.999999999999999e-5,1.0000000
spearman_rcurvep,4TOP,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,0,9.999999999999999e-6,0.1000000
spearman_rcurvep,4TPP,0.3911958541895627,0.9257724127160886,0.1779942811718758,0.9257724127160886,0.005757315895963936,0.59,9.999999999999999e-5,1.0000000
spearman_rcurvep,Aniline,10,10,10,10,10,0,0.001,10.0000000
spearman_rcurvep,BPA,0.6618350820782882,1,0.6618350820782882,0.6618350820782882,0.6618350820782882,0.13,9.999999999999999e-5,1.0000000
spearman_rcurvep,BPAF,0.360399134502547,1,0.23476917198701705,0.6841961119123285,0.006148109989175764,0.19,9.999999999999999e-5,1.0000000
spearman_rcurvep,ClofibricAcid,3.2239065191225884,10,0.5716072007710754,6.663832454695363,0.03721690226493518,0.3,0.001,10.0000000
spearman_rcurvep,DES,0.06374048878009558,0.09999999999999999,0.023117214671873127,0.06374048878009558,8.38468714250171e-6,0.11,9.999999999999999e-6,0.1000000
spearman_rcurvep,DMSO,0.05251973805287289,10,0.05251973805287289,0.05251973805287289,0.05251973805287289,0.03,0.001,10.0000000
spearman_rcurvep,Dimethylformamide,326.72967670272857,1000,99.24690077496541,930.8103634026273,3.180133312701035,0.23,0.09999999999999999,1000.0000000
spearman_rcurvep,EE2,0.001,0.001,0.001,0.001,0.001,0,1e-7,0.0010000
spearman_rcurvep,Fadrozole,0.2643251155725126,1,0.12563161915880094,0.6318131519685706,0.00730721760529742,0.29,9.999999999999999e-5,1.0000000
spearman_rcurvep,Fenitrothion,1,1,1,1,1,0,9.999999999999999e-5,1.0000000
spearman_rcurvep,Fluoxetine,0.04895177226563884,0.08248005790384745,0.02549198196258625,0.09103421286970552,8.941684003545689e-4,0.6,9.999999999999999e-6,0.1000000
spearman_rcurvep,Flutamide,0.41009088765237295,1,0.2717955497335482,0.5195012634765809,0.061587002608234014,0.28,9.999999999999999e-5,1.0000000
spearman_rcurvep,Glyphosate,0.5811334959181195,1,0.21654819858807842,0.9497251583553271,0.004180133549779185,0.31,9.999999999999999e-5,1.0000000
spearman_rcurvep,Malathion,0.32295212150115504,1,0.32295212150115504,0.32295212150115504,0.32295212150115504,0.12,9.999999999999999e-5,1.0000000
spearman_rcurvep,Prochloraz,0.36504078415707225,1,0.26959186131740975,0.3812100897265969,0.02571068576908403,0.38,9.999999999999999e-5,1.0000000
spearman_rcurvep,SDS,0.006454629591322532,0.09999999999999999,0.005061540180117385,0.09999999999999999,3.449195698206161e-5,0.19,9.999999999999999e-6,0.1000000
spearman_rcurvep,TEG,1000,1000,1000,1000,1000,0,0.09999999999999999,1000.0000000
spearman_rcurvep,TGSH,0.4870256287210455,1,0.10183128207596724,0.4870256287210455,0.0027779805872889586,0.11,9.999999999999999e-5,1.0000000
spearman_rcurvep,Trenbolone,0.06672216968025377,0.09999999999999999,0.041587313982386964,0.08607978545351692,0.004953063103173375,0.39,9.999999999999999e-6,0.1000000
spearman_rcurvep,Vinclozolin,0.062360000464531766,1,0.06618684283092878,0.7360468627825079,5.408074552984555e-4,0.4,9.999999999999999e-5,1.0000000
