C4,Counts
ENSDARG00000000001,2
ENSDARG00000000002,33
ENSDARG00000000018,36
ENSDARG00000000019,109
ENSDARG00000000068,20
ENSDARG00000000069,92
ENSDARG00000000086,425
ENSDARG00000000103,367
ENSDARG00000000142,0
ENSDARG00000000151,13
ENSDARG00000000161,40
ENSDARG00000000175,35
ENSDARG00000000183,198
ENSDARG00000000189,172
ENSDARG00000000212,350
ENSDARG00000000229,41
ENSDARG00000000241,72
ENSDARG00000000349,0
ENSDARG00000000369,2
ENSDARG00000000370,245
ENSDARG00000000380,26
ENSDARG00000000394,163
ENSDARG00000000423,52
ENSDARG00000000442,2
ENSDARG00000000460,1
ENSDARG00000000472,89
ENSDARG00000000474,0
ENSDARG00000000476,6
ENSDARG00000000489,20
ENSDARG00000000503,811
ENSDARG00000000516,0
ENSDARG00000000529,39
ENSDARG00000000540,57
ENSDARG00000000542,5
ENSDARG00000000551,162
ENSDARG00000000563,41937
ENSDARG00000000567,48
ENSDARG00000000568,29
ENSDARG00000000588,0
ENSDARG00000000606,0
ENSDARG00000000631,170
ENSDARG00000000638,0
ENSDARG00000000651,11
ENSDARG00000000656,0
ENSDARG00000000666,41
ENSDARG00000000690,0
ENSDARG00000000729,106
ENSDARG00000000730,3
ENSDARG00000000747,0
ENSDARG00000000760,18
ENSDARG00000000767,0
ENSDARG00000000779,70
ENSDARG00000000796,18
ENSDARG00000000804,12
ENSDARG00000000830,18
ENSDARG00000000837,26
ENSDARG00000000853,33
ENSDARG00000000857,29
ENSDARG00000000861,94
ENSDARG00000000887,1
ENSDARG00000000906,0
ENSDARG00000000935,9
ENSDARG00000000943,40
ENSDARG00000000966,638
ENSDARG00000001014,394
ENSDARG00000001015,110
ENSDARG00000001057,49
ENSDARG00000001127,46
ENSDARG00000001129,185
ENSDARG00000001154,116
ENSDARG00000001162,107
ENSDARG00000001169,13
ENSDARG00000001210,3
ENSDARG00000001220,275
ENSDARG00000001234,15
ENSDARG00000001241,100
ENSDARG00000001244,240
ENSDARG00000001249,0
ENSDARG00000001259,10
ENSDARG00000001303,0
ENSDARG00000001313,10
ENSDARG00000001354,0
ENSDARG00000001414,15
ENSDARG00000001431,1036
ENSDARG00000001437,23
ENSDARG00000001442,10
ENSDARG00000001447,15
ENSDARG00000001452,5
ENSDARG00000001463,75
ENSDARG00000001470,18
ENSDARG00000001498,3
ENSDARG00000001549,72
ENSDARG00000001557,30
ENSDARG00000001558,24
ENSDARG00000001559,442
ENSDARG00000001572,0
ENSDARG00000001578,31
ENSDARG00000001621,0
ENSDARG00000001634,111
ENSDARG00000001656,0
ENSDARG00000001676,128
ENSDARG00000001686,0
ENSDARG00000001710,59
ENSDARG00000001712,4
ENSDARG00000001721,0
ENSDARG00000001729,151
ENSDARG00000001733,28
ENSDARG00000001734,11
ENSDARG00000001754,72
ENSDARG00000001760,59
ENSDARG00000001767,7
ENSDARG00000001769,82
ENSDARG00000001771,0
ENSDARG00000001776,7
ENSDARG00000001777,82
ENSDARG00000001781,0
ENSDARG00000001782,2
ENSDARG00000001785,29
ENSDARG00000001788,154
ENSDARG00000001803,9
ENSDARG00000001804,0
ENSDARG00000001807,17
ENSDARG00000001817,9
ENSDARG00000001818,186
ENSDARG00000001825,3
ENSDARG00000001829,130
ENSDARG00000001835,159
ENSDARG00000001857,427
ENSDARG00000001859,0
ENSDARG00000001870,863
ENSDARG00000001873,18
ENSDARG00000001879,49
ENSDARG00000001880,11
ENSDARG00000001881,20
ENSDARG00000001882,45
ENSDARG00000001888,162
ENSDARG00000001889,231
ENSDARG00000001890,128
ENSDARG00000001891,7
ENSDARG00000001897,30
ENSDARG00000001898,3
ENSDARG00000001906,0
ENSDARG00000001909,10
ENSDARG00000001910,93
ENSDARG00000001912,29
ENSDARG00000001913,46
ENSDARG00000001929,6
ENSDARG00000001930,47
ENSDARG00000001933,8
ENSDARG00000001937,0
ENSDARG00000001939,32
ENSDARG00000001940,49
ENSDARG00000001950,589
ENSDARG00000001953,28
ENSDARG00000001968,89
ENSDARG00000001969,52
ENSDARG00000001971,13
ENSDARG00000001975,20
ENSDARG00000001976,32
ENSDARG00000001993,83
ENSDARG00000001994,416
ENSDARG00000001999,73
ENSDARG00000002002,0
ENSDARG00000002006,80
ENSDARG00000002013,44
ENSDARG00000002016,3
ENSDARG00000002020,38
ENSDARG00000002021,34
ENSDARG00000002026,41
ENSDARG00000002031,0
ENSDARG00000002037,10
ENSDARG00000002060,0
ENSDARG00000002071,73
ENSDARG00000002077,2
ENSDARG00000002082,83
ENSDARG00000002084,175
ENSDARG00000002097,0
ENSDARG00000002127,113
