G8,Counts
ENSDARG00000002546,134
ENSDARG00000002549,21
ENSDARG00000002552,192
ENSDARG00000002564,157
ENSDARG00000002571,46
ENSDARG00000002576,50
ENSDARG00000002582,68
ENSDARG00000002587,745
ENSDARG00000002589,349
ENSDARG00000002591,30
ENSDARG00000002593,20
ENSDARG00000002597,0
ENSDARG00000002600,303
ENSDARG00000002601,1
ENSDARG00000002607,116
ENSDARG00000002609,110
ENSDARG00000002613,6
ENSDARG00000002632,73
ENSDARG00000002634,1
ENSDARG00000002635,325
ENSDARG00000002642,11
ENSDARG00000002644,56
ENSDARG00000002656,468
ENSDARG00000002659,82
ENSDARG00000002663,27
ENSDARG00000002666,10
ENSDARG00000002670,103
ENSDARG00000002682,238
ENSDARG00000002685,0
ENSDARG00000002690,8
ENSDARG00000002696,1372
ENSDARG00000002701,2
ENSDARG00000002707,0
ENSDARG00000002710,748
ENSDARG00000002720,26
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,244
ENSDARG00000002732,18
ENSDARG00000002745,168
ENSDARG00000002748,166
ENSDARG00000002750,85
ENSDARG00000002754,9
ENSDARG00000002758,3238
ENSDARG00000002760,2
ENSDARG00000002764,8
ENSDARG00000002768,1822
ENSDARG00000002771,103
ENSDARG00000002779,0
ENSDARG00000002787,205
ENSDARG00000002790,318
ENSDARG00000002791,1623
ENSDARG00000002792,140
ENSDARG00000002795,33
ENSDARG00000002797,0
ENSDARG00000002798,20
ENSDARG00000002816,268
ENSDARG00000002826,22
ENSDARG00000002830,13
ENSDARG00000002831,13
ENSDARG00000002840,164
ENSDARG00000002847,9
ENSDARG00000002872,35
ENSDARG00000002877,197
ENSDARG00000002880,250
ENSDARG00000002894,23
ENSDARG00000002897,62
ENSDARG00000002909,22
ENSDARG00000002912,50
ENSDARG00000002916,160
ENSDARG00000002917,12
ENSDARG00000002933,153
ENSDARG00000002937,130
ENSDARG00000002945,49
ENSDARG00000002947,24
ENSDARG00000002949,123
ENSDARG00000002952,88
ENSDARG00000002956,15
ENSDARG00000002959,0
ENSDARG00000002967,84
ENSDARG00000002968,69
ENSDARG00000002970,60
ENSDARG00000002971,64
ENSDARG00000002986,21
ENSDARG00000002988,115
ENSDARG00000002991,76
ENSDARG00000002994,84
ENSDARG00000003008,343
ENSDARG00000003017,45
ENSDARG00000003020,74
ENSDARG00000003021,38
ENSDARG00000003022,3
ENSDARG00000003027,0
ENSDARG00000003032,933
ENSDARG00000003035,230
ENSDARG00000003041,28
ENSDARG00000003046,138
ENSDARG00000003054,8
ENSDARG00000003058,102
ENSDARG00000003061,4
ENSDARG00000003068,104
ENSDARG00000003069,54
ENSDARG00000003077,47
ENSDARG00000003081,3136
ENSDARG00000003084,44
ENSDARG00000003085,46
ENSDARG00000003087,323
ENSDARG00000003090,0
ENSDARG00000003091,11
ENSDARG00000003098,633
ENSDARG00000003109,59
ENSDARG00000003113,123
ENSDARG00000003127,176
ENSDARG00000003132,23
ENSDARG00000003142,29
ENSDARG00000003144,3
ENSDARG00000003146,22
ENSDARG00000003151,243
ENSDARG00000003153,37
ENSDARG00000003157,56
ENSDARG00000003165,89
ENSDARG00000003167,61
ENSDARG00000003169,707
ENSDARG00000003175,35
ENSDARG00000003181,0
ENSDARG00000003189,211
ENSDARG00000003193,10
ENSDARG00000003197,5
ENSDARG00000003200,36
ENSDARG00000003203,20
ENSDARG00000003205,3
ENSDARG00000003206,55
ENSDARG00000003207,52
ENSDARG00000003208,9
ENSDARG00000003210,112
ENSDARG00000003213,281
ENSDARG00000003216,96
ENSDARG00000003217,47
ENSDARG00000003219,25
ENSDARG00000003229,0
ENSDARG00000003235,22
ENSDARG00000003244,25
ENSDARG00000003250,57
ENSDARG00000003251,21
ENSDARG00000003257,21
ENSDARG00000003259,5
ENSDARG00000003269,394
ENSDARG00000003270,32
ENSDARG00000003281,86
ENSDARG00000003287,21
ENSDARG00000003290,176
ENSDARG00000003293,109
ENSDARG00000003303,0
ENSDARG00000003307,177
ENSDARG00000003308,65
ENSDARG00000003311,331
ENSDARG00000003313,25
ENSDARG00000003320,195
ENSDARG00000003326,2
ENSDARG00000003328,19
ENSDARG00000003344,1
ENSDARG00000003373,12
ENSDARG00000003375,14
ENSDARG00000003380,7
ENSDARG00000003381,20
ENSDARG00000003382,47
ENSDARG00000003383,59
ENSDARG00000003395,48
ENSDARG00000003398,39
ENSDARG00000003399,11
ENSDARG00000003403,394
ENSDARG00000003411,43
ENSDARG00000003414,0
ENSDARG00000003420,5
ENSDARG00000003421,209
ENSDARG00000003429,399
ENSDARG00000003444,25
ENSDARG00000003446,40
ENSDARG00000003449,137
ENSDARG00000003462,108
ENSDARG00000003469,74
ENSDARG00000003475,4
ENSDARG00000003486,298
ENSDARG00000003487,140
ENSDARG00000003495,474
ENSDARG00000003512,615
ENSDARG00000003517,10
ENSDARG00000003519,24
ENSDARG00000003520,38
ENSDARG00000003523,0
ENSDARG00000003526,77
ENSDARG00000003527,50
ENSDARG00000003531,63
ENSDARG00000003533,0
ENSDARG00000003544,206
ENSDARG00000003553,0
ENSDARG00000003564,57
ENSDARG00000003570,269
ENSDARG00000003573,75
ENSDARG00000003576,68
ENSDARG00000003584,21
ENSDARG00000003592,6
ENSDARG00000003599,6080
ENSDARG00000003607,65
ENSDARG00000003615,1
ENSDARG00000003616,143
ENSDARG00000003631,151
ENSDARG00000003632,0
ENSDARG00000003635,17
ENSDARG00000003641,170
ENSDARG00000003642,46
ENSDARG00000003655,706
ENSDARG00000003675,11
ENSDARG00000003680,601
ENSDARG00000003681,538
ENSDARG00000003684,41
ENSDARG00000003693,43
ENSDARG00000003695,779
ENSDARG00000003697,8
ENSDARG00000003699,142
ENSDARG00000003701,0
ENSDARG00000003705,298
ENSDARG00000003706,6
ENSDARG00000003732,4
ENSDARG00000003749,67
ENSDARG00000003750,111
ENSDARG00000003751,151
ENSDARG00000003754,128
ENSDARG00000003757,0
ENSDARG00000003769,8
ENSDARG00000003776,216
ENSDARG00000003779,609
ENSDARG00000003789,246
ENSDARG00000003795,956
ENSDARG00000003797,26
ENSDARG00000003803,48
ENSDARG00000003808,37
ENSDARG00000003811,421
ENSDARG00000003818,133
ENSDARG00000003820,504
ENSDARG00000003822,33
ENSDARG00000003827,11
ENSDARG00000003829,150
ENSDARG00000003835,372
ENSDARG00000003841,5
ENSDARG00000003845,127
ENSDARG00000003846,0
ENSDARG00000003854,139
ENSDARG00000003860,70
ENSDARG00000003865,9
ENSDARG00000003866,237
ENSDARG00000003867,45
ENSDARG00000003869,9
ENSDARG00000003872,94
ENSDARG00000003877,538
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,234
ENSDARG00000003903,0
ENSDARG00000003904,14
ENSDARG00000003909,4
ENSDARG00000003910,520
ENSDARG00000003920,171
ENSDARG00000003925,0
ENSDARG00000003927,67
ENSDARG00000003931,54
ENSDARG00000003934,17
ENSDARG00000003938,118
ENSDARG00000003940,156
ENSDARG00000003941,17
ENSDARG00000003944,0
ENSDARG00000003952,309
ENSDARG00000003961,14
ENSDARG00000003963,192
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,0
ENSDARG00000003971,32
ENSDARG00000003973,29
ENSDARG00000003974,92
ENSDARG00000003977,0
ENSDARG00000003984,59
ENSDARG00000003989,327
ENSDARG00000003991,80
ENSDARG00000003994,80
ENSDARG00000003998,90
ENSDARG00000004015,2
ENSDARG00000004017,70
ENSDARG00000004018,2
ENSDARG00000004023,548
ENSDARG00000004034,109
ENSDARG00000004037,33
ENSDARG00000004046,9
ENSDARG00000004049,103
ENSDARG00000004051,11
ENSDARG00000004055,109
ENSDARG00000004059,5
ENSDARG00000004060,1663
ENSDARG00000004074,775
ENSDARG00000004078,50
ENSDARG00000004082,0
ENSDARG00000004094,289
ENSDARG00000004105,87
ENSDARG00000004109,0
ENSDARG00000004111,1
ENSDARG00000004114,4
ENSDARG00000004115,80
ENSDARG00000004130,0
ENSDARG00000004131,3
ENSDARG00000004132,472
ENSDARG00000004150,37
ENSDARG00000004151,53
ENSDARG00000004154,8
ENSDARG00000004158,27
ENSDARG00000004160,64
ENSDARG00000004161,168
ENSDARG00000004167,5
ENSDARG00000004169,53
ENSDARG00000004171,13
ENSDARG00000004173,255
ENSDARG00000004174,928
ENSDARG00000004176,23
ENSDARG00000004177,126
ENSDARG00000004184,303
ENSDARG00000004187,130
ENSDARG00000004189,73
ENSDARG00000004196,82
ENSDARG00000004199,23
ENSDARG00000004204,1
ENSDARG00000004211,83
ENSDARG00000004218,71
ENSDARG00000004219,8
ENSDARG00000004227,152
ENSDARG00000004232,11
ENSDARG00000004243,35
ENSDARG00000004246,439
ENSDARG00000004251,10
ENSDARG00000004256,0
ENSDARG00000004260,20
ENSDARG00000004261,63
ENSDARG00000004262,27
ENSDARG00000004270,95
ENSDARG00000004274,23
ENSDARG00000004280,28
ENSDARG00000004282,63
ENSDARG00000004291,226
ENSDARG00000004296,80
ENSDARG00000004297,381
ENSDARG00000004301,13
ENSDARG00000004302,133
ENSDARG00000004305,75
ENSDARG00000004306,36
ENSDARG00000004307,35
ENSDARG00000004308,32
ENSDARG00000004311,10
ENSDARG00000004318,2
ENSDARG00000004322,56
ENSDARG00000004325,53
ENSDARG00000004328,0
ENSDARG00000004336,284
ENSDARG00000004343,37
ENSDARG00000004358,140
ENSDARG00000004363,5
ENSDARG00000004372,70
ENSDARG00000004377,2070
ENSDARG00000004378,14
ENSDARG00000004386,242
ENSDARG00000004392,2
ENSDARG00000004396,4
ENSDARG00000004402,76
ENSDARG00000004405,2
ENSDARG00000004406,17
ENSDARG00000004415,556
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,0
ENSDARG00000004445,96
ENSDARG00000004447,3
ENSDARG00000004451,20
ENSDARG00000004452,953
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,13
ENSDARG00000004470,112
ENSDARG00000004472,36
ENSDARG00000004473,6
ENSDARG00000004492,39
ENSDARG00000004497,9
ENSDARG00000004498,0
ENSDARG00000004502,33
ENSDARG00000004517,15
ENSDARG00000004525,20
ENSDARG00000004527,27
ENSDARG00000004529,13
ENSDARG00000004537,1537
ENSDARG00000004539,28
ENSDARG00000004561,26
ENSDARG00000004574,127
ENSDARG00000004576,3
ENSDARG00000004580,173
ENSDARG00000004581,46
ENSDARG00000004586,8
ENSDARG00000004587,128
ENSDARG00000004588,1264
ENSDARG00000004592,36
ENSDARG00000004594,82
ENSDARG00000004597,133
ENSDARG00000004598,0
ENSDARG00000004616,46
ENSDARG00000004618,5
ENSDARG00000004621,657
ENSDARG00000004627,0
ENSDARG00000004632,3
ENSDARG00000004633,31
ENSDARG00000004634,241
ENSDARG00000004635,300
ENSDARG00000004636,67
ENSDARG00000004643,192
ENSDARG00000004647,2
ENSDARG00000004648,5
ENSDARG00000004658,42
ENSDARG00000004672,688
ENSDARG00000004680,57
ENSDARG00000004687,3
ENSDARG00000004692,170
ENSDARG00000004695,6
ENSDARG00000004696,20
ENSDARG00000004697,56
ENSDARG00000004702,271
ENSDARG00000004706,72
ENSDARG00000004712,82
ENSDARG00000004713,0
ENSDARG00000004714,469
ENSDARG00000004721,17
ENSDARG00000004724,187
ENSDARG00000004726,120
ENSDARG00000004735,540
ENSDARG00000004745,6
ENSDARG00000004748,4
ENSDARG00000004753,23
ENSDARG00000004754,80
ENSDARG00000004757,1953
ENSDARG00000004763,33
ENSDARG00000004771,144
ENSDARG00000004774,58
ENSDARG00000004782,446
ENSDARG00000004785,152
ENSDARG00000004789,388
ENSDARG00000004794,27
ENSDARG00000004796,323
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,196
ENSDARG00000004836,407
ENSDARG00000004840,133
ENSDARG00000004843,232
ENSDARG00000004851,8
ENSDARG00000004861,146
ENSDARG00000004864,0
ENSDARG00000004866,38
ENSDARG00000004869,31
ENSDARG00000004870,11
ENSDARG00000004871,9
ENSDARG00000004874,0
ENSDARG00000004875,21
ENSDARG00000004877,540
ENSDARG00000004880,6
ENSDARG00000004889,0
ENSDARG00000004891,80
ENSDARG00000004898,0
ENSDARG00000004904,15
ENSDARG00000004906,122
ENSDARG00000004925,9
ENSDARG00000004930,580
ENSDARG00000004931,82
ENSDARG00000004932,25
ENSDARG00000004937,0
ENSDARG00000004939,76
ENSDARG00000004948,145
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,1
ENSDARG00000004956,29
ENSDARG00000004964,45
ENSDARG00000004979,34
ENSDARG00000004988,153
ENSDARG00000005002,0
ENSDARG00000005004,0
ENSDARG00000005010,14
ENSDARG00000005015,261
ENSDARG00000005023,13
ENSDARG00000005026,483
ENSDARG00000005034,74
ENSDARG00000005049,17
ENSDARG00000005050,1
ENSDARG00000005057,19
ENSDARG00000005058,79
ENSDARG00000005078,43
ENSDARG00000005085,71
ENSDARG00000005092,22
ENSDARG00000005095,28
ENSDARG00000005098,11
ENSDARG00000005104,124
ENSDARG00000005108,14
ENSDARG00000005112,138
ENSDARG00000005115,42
ENSDARG00000005122,117
ENSDARG00000005126,116
ENSDARG00000005128,0
ENSDARG00000005134,96
ENSDARG00000005139,6
ENSDARG00000005141,213
ENSDARG00000005150,29
ENSDARG00000005154,58
ENSDARG00000005159,157
ENSDARG00000005162,266
ENSDARG00000005163,55
ENSDARG00000005172,15
ENSDARG00000005176,3
ENSDARG00000005179,43
ENSDARG00000005185,91
ENSDARG00000005186,378
ENSDARG00000005191,469
ENSDARG00000005210,14
ENSDARG00000005216,81
ENSDARG00000005218,2
ENSDARG00000005220,16
ENSDARG00000005221,41
ENSDARG00000005230,61
ENSDARG00000005232,248
ENSDARG00000005236,1001
ENSDARG00000005246,19
ENSDARG00000005251,51
ENSDARG00000005254,67
ENSDARG00000005271,2
ENSDARG00000005274,4
ENSDARG00000005284,22
ENSDARG00000005314,0
ENSDARG00000005315,241
ENSDARG00000005318,42
ENSDARG00000005320,25
ENSDARG00000005327,7
ENSDARG00000005332,5
ENSDARG00000005335,4
ENSDARG00000005343,118
ENSDARG00000005350,209
ENSDARG00000005355,130
ENSDARG00000005356,84
ENSDARG00000005359,192
ENSDARG00000005364,16
ENSDARG00000005368,89
ENSDARG00000005371,0
ENSDARG00000005372,57
ENSDARG00000005374,87
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,338
ENSDARG00000005397,404
ENSDARG00000005414,1
ENSDARG00000005416,125
ENSDARG00000005423,19
ENSDARG00000005425,56
ENSDARG00000005448,3
ENSDARG00000005451,221
ENSDARG00000005453,393
ENSDARG00000005454,53
ENSDARG00000005456,156
ENSDARG00000005458,141
ENSDARG00000005462,295
ENSDARG00000005463,76
ENSDARG00000005464,12
ENSDARG00000005468,173
ENSDARG00000005476,575
ENSDARG00000005479,1503
ENSDARG00000005481,58
ENSDARG00000005482,1571
ENSDARG00000005485,15
ENSDARG00000005500,26
ENSDARG00000005510,0
ENSDARG00000005513,1427
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,35
ENSDARG00000005526,21
ENSDARG00000005536,287
ENSDARG00000005540,238
ENSDARG00000005541,23
ENSDARG00000005544,14
ENSDARG00000005547,22
ENSDARG00000005549,98
ENSDARG00000005551,66
ENSDARG00000005559,21
ENSDARG00000005560,185
ENSDARG00000005561,44
ENSDARG00000005565,18
ENSDARG00000005574,62
ENSDARG00000005576,186
ENSDARG00000005578,58
ENSDARG00000005586,126
ENSDARG00000005590,67
ENSDARG00000005595,8
ENSDARG00000005606,103
ENSDARG00000005612,18
ENSDARG00000005616,3
ENSDARG00000005619,40
ENSDARG00000005625,234
ENSDARG00000005626,14
ENSDARG00000005627,0
ENSDARG00000005629,18
ENSDARG00000005640,1
ENSDARG00000005643,2
ENSDARG00000005645,480
ENSDARG00000005648,10
ENSDARG00000005651,50
ENSDARG00000005652,359
ENSDARG00000005670,222
ENSDARG00000005673,7
ENSDARG00000005675,30
ENSDARG00000005679,79
ENSDARG00000005690,78
ENSDARG00000005699,122
ENSDARG00000005704,45
ENSDARG00000005713,36
ENSDARG00000005716,1
ENSDARG00000005738,18
ENSDARG00000005739,61
ENSDARG00000005749,62
ENSDARG00000005754,1165
ENSDARG00000005762,131
ENSDARG00000005772,44
ENSDARG00000005774,584
ENSDARG00000005775,1160
ENSDARG00000005776,74
ENSDARG00000005780,0
ENSDARG00000005783,387
ENSDARG00000005786,0
ENSDARG00000005789,47
ENSDARG00000005791,967
ENSDARG00000005799,0
ENSDARG00000005800,82
ENSDARG00000005814,4
ENSDARG00000005821,2
ENSDARG00000005823,136
ENSDARG00000005827,88
ENSDARG00000005828,14
ENSDARG00000005834,300
ENSDARG00000005840,124
ENSDARG00000005841,155
ENSDARG00000005842,61
ENSDARG00000005853,1
ENSDARG00000005861,1134
ENSDARG00000005865,0
ENSDARG00000005867,159
ENSDARG00000005870,13
ENSDARG00000005883,142
ENSDARG00000005891,47
ENSDARG00000005894,1
ENSDARG00000005897,39
ENSDARG00000005908,97
ENSDARG00000005913,40
ENSDARG00000005915,529
ENSDARG00000005916,67
ENSDARG00000005924,293
ENSDARG00000005926,49
ENSDARG00000005927,71
ENSDARG00000005941,333
ENSDARG00000005942,0
ENSDARG00000005943,6
ENSDARG00000005945,154
ENSDARG00000005948,40
ENSDARG00000005972,62
ENSDARG00000005980,190
ENSDARG00000005989,174
ENSDARG00000005993,15
ENSDARG00000006003,60
ENSDARG00000006008,264
ENSDARG00000006010,66
ENSDARG00000006011,32
ENSDARG00000006019,168
ENSDARG00000006025,41
ENSDARG00000006029,1
ENSDARG00000006031,1001
ENSDARG00000006038,80
ENSDARG00000006040,14
ENSDARG00000006044,7
ENSDARG00000006052,1
ENSDARG00000006060,239
ENSDARG00000006062,313
ENSDARG00000006065,96
ENSDARG00000006074,21
ENSDARG00000006079,14
ENSDARG00000006092,680
ENSDARG00000006093,24
ENSDARG00000006094,295
ENSDARG00000006109,1
ENSDARG00000006110,21
ENSDARG00000006112,51
ENSDARG00000006120,138
ENSDARG00000006124,662
ENSDARG00000006125,236
ENSDARG00000006128,421
ENSDARG00000006137,3
ENSDARG00000006151,23
ENSDARG00000006169,161
ENSDARG00000006174,0
ENSDARG00000006181,89
ENSDARG00000006192,88
ENSDARG00000006196,36
ENSDARG00000006200,819
ENSDARG00000006202,143
ENSDARG00000006206,41
ENSDARG00000006207,2
ENSDARG00000006215,18
ENSDARG00000006219,94
ENSDARG00000006220,53
ENSDARG00000006225,224
ENSDARG00000006235,80
ENSDARG00000006240,60
ENSDARG00000006242,785
ENSDARG00000006251,37
ENSDARG00000006253,120
ENSDARG00000006257,533
ENSDARG00000006260,727
ENSDARG00000006266,205
ENSDARG00000006272,154
ENSDARG00000006279,10
ENSDARG00000006283,160
ENSDARG00000006288,37
ENSDARG00000006290,48
ENSDARG00000006292,3
ENSDARG00000006299,67
ENSDARG00000006300,31
ENSDARG00000006301,212
ENSDARG00000006307,105
ENSDARG00000006308,5
ENSDARG00000006314,241
ENSDARG00000006316,542
ENSDARG00000006332,213
ENSDARG00000006341,14
ENSDARG00000006345,63
ENSDARG00000006350,1
ENSDARG00000006353,70
ENSDARG00000006356,126
ENSDARG00000006368,9
ENSDARG00000006370,65
ENSDARG00000006372,2
ENSDARG00000006383,250
ENSDARG00000006385,26
ENSDARG00000006389,164
ENSDARG00000006392,41
ENSDARG00000006395,378
ENSDARG00000006396,691
ENSDARG00000006397,181
ENSDARG00000006399,179
ENSDARG00000006408,58
ENSDARG00000006409,0
ENSDARG00000006413,74
ENSDARG00000006420,416
ENSDARG00000006422,10
ENSDARG00000006427,180
ENSDARG00000006434,0
ENSDARG00000006447,0
ENSDARG00000006456,8
ENSDARG00000006467,173
ENSDARG00000006468,0
ENSDARG00000006474,3
ENSDARG00000006477,72
ENSDARG00000006487,250
ENSDARG00000006491,17
ENSDARG00000006494,78
ENSDARG00000006497,700
ENSDARG00000006501,0
ENSDARG00000006508,33
ENSDARG00000006514,80
ENSDARG00000006522,3
ENSDARG00000006524,660
ENSDARG00000006526,637
ENSDARG00000006527,246
ENSDARG00000006544,2
ENSDARG00000006545,79
ENSDARG00000006546,131
ENSDARG00000006553,26
ENSDARG00000006560,2
ENSDARG00000006566,289
ENSDARG00000006567,12
ENSDARG00000006568,0
ENSDARG00000006577,5
ENSDARG00000006580,0
ENSDARG00000006584,311
ENSDARG00000006585,120
ENSDARG00000006588,1
ENSDARG00000006598,0
ENSDARG00000006600,181
ENSDARG00000006601,141
ENSDARG00000006602,11
ENSDARG00000006603,45
ENSDARG00000006604,24
ENSDARG00000006607,70
ENSDARG00000006609,35
ENSDARG00000006615,21
ENSDARG00000006617,66
ENSDARG00000006621,156
ENSDARG00000006624,79
ENSDARG00000006636,82
ENSDARG00000006639,40
ENSDARG00000006640,72
ENSDARG00000006642,15
ENSDARG00000006666,0
ENSDARG00000006672,103
ENSDARG00000006677,15
ENSDARG00000006678,0
ENSDARG00000006683,136
ENSDARG00000006691,632
ENSDARG00000006712,51
