D6,Counts
ENSDARG00000001442,3
ENSDARG00000001447,18
ENSDARG00000001452,15
ENSDARG00000001463,21
ENSDARG00000001470,90
ENSDARG00000001498,0
ENSDARG00000001549,154
ENSDARG00000001557,13
ENSDARG00000001558,34
ENSDARG00000001559,73
ENSDARG00000001572,0
ENSDARG00000001578,93
ENSDARG00000001621,19
ENSDARG00000001634,140
ENSDARG00000001656,0
ENSDARG00000001676,71
ENSDARG00000001686,2
ENSDARG00000001710,96
ENSDARG00000001712,8
ENSDARG00000001721,0
ENSDARG00000001729,186
ENSDARG00000001733,48
ENSDARG00000001734,0
ENSDARG00000001754,111
ENSDARG00000001760,73
ENSDARG00000001767,3
ENSDARG00000001769,54
ENSDARG00000001771,4
ENSDARG00000001776,21
ENSDARG00000001777,91
ENSDARG00000001781,23
ENSDARG00000001782,1
ENSDARG00000001785,9
ENSDARG00000001788,330
ENSDARG00000001803,5
ENSDARG00000001804,1
ENSDARG00000001807,38
ENSDARG00000001817,12
ENSDARG00000001818,382
ENSDARG00000001825,3
ENSDARG00000001829,66
ENSDARG00000001835,26
ENSDARG00000001857,197
ENSDARG00000001859,0
ENSDARG00000001870,1684
ENSDARG00000001873,34
ENSDARG00000001879,77
ENSDARG00000001880,30
ENSDARG00000001881,9
ENSDARG00000001882,44
ENSDARG00000001888,91
ENSDARG00000001889,122
ENSDARG00000001890,153
ENSDARG00000001891,22
ENSDARG00000001897,100
ENSDARG00000001898,20
ENSDARG00000001906,0
ENSDARG00000001909,0
ENSDARG00000001910,80
ENSDARG00000001912,12
ENSDARG00000001913,26
ENSDARG00000001929,45
ENSDARG00000001930,11
ENSDARG00000001933,12
ENSDARG00000001937,0
ENSDARG00000001939,19
ENSDARG00000001940,54
ENSDARG00000001950,1203
ENSDARG00000001953,82
ENSDARG00000001968,119
ENSDARG00000001969,26
ENSDARG00000001971,20
ENSDARG00000001975,25
ENSDARG00000001976,20
ENSDARG00000001993,347
ENSDARG00000001994,159
ENSDARG00000001999,23
ENSDARG00000002002,8
ENSDARG00000002006,46
ENSDARG00000002013,56
ENSDARG00000002016,15
ENSDARG00000002020,28
ENSDARG00000002021,53
ENSDARG00000002026,35
ENSDARG00000002031,0
ENSDARG00000002037,12
ENSDARG00000002060,11
ENSDARG00000002071,122
ENSDARG00000002077,20
ENSDARG00000002082,132
ENSDARG00000002084,143
ENSDARG00000002097,0
ENSDARG00000002127,96
ENSDARG00000002128,22
ENSDARG00000002131,154
ENSDARG00000002165,2
ENSDARG00000002167,69
ENSDARG00000002168,30
ENSDARG00000002172,15
ENSDARG00000002174,6
ENSDARG00000002184,23
ENSDARG00000002190,212
ENSDARG00000002192,42
ENSDARG00000002193,812
ENSDARG00000002194,1
ENSDARG00000002196,57
ENSDARG00000002197,93
ENSDARG00000002204,38
ENSDARG00000002210,23
ENSDARG00000002213,7
ENSDARG00000002215,30
ENSDARG00000002216,30
ENSDARG00000002217,97
ENSDARG00000002219,20
ENSDARG00000002220,6
ENSDARG00000002230,83
ENSDARG00000002231,55
ENSDARG00000002235,163
ENSDARG00000002240,40
ENSDARG00000002241,1
ENSDARG00000002249,57
ENSDARG00000002255,36
ENSDARG00000002259,0
ENSDARG00000002264,22
ENSDARG00000002267,32
ENSDARG00000002271,101
ENSDARG00000002285,37
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,12
ENSDARG00000002299,1
ENSDARG00000002300,1
ENSDARG00000002304,16
ENSDARG00000002305,144
ENSDARG00000002311,14
ENSDARG00000002330,4
ENSDARG00000002332,79
ENSDARG00000002333,29
ENSDARG00000002336,56
ENSDARG00000002339,5
ENSDARG00000002344,447
ENSDARG00000002347,0
ENSDARG00000002353,3
ENSDARG00000002355,0
ENSDARG00000002362,51
ENSDARG00000002365,57
ENSDARG00000002369,187
ENSDARG00000002377,19
ENSDARG00000002385,63
ENSDARG00000002391,17
ENSDARG00000002394,17
ENSDARG00000002396,156
ENSDARG00000002401,35
ENSDARG00000002402,15
ENSDARG00000002403,32
ENSDARG00000002405,48
ENSDARG00000002406,0
ENSDARG00000002411,48
ENSDARG00000002445,16
ENSDARG00000002463,12
ENSDARG00000002467,4
ENSDARG00000002479,18
ENSDARG00000002483,2
ENSDARG00000002487,35
ENSDARG00000002494,55
ENSDARG00000002506,18
ENSDARG00000002507,39
ENSDARG00000002508,35
ENSDARG00000002509,0
ENSDARG00000002510,8
ENSDARG00000002523,55
ENSDARG00000002533,4
ENSDARG00000002536,57
ENSDARG00000002538,49
ENSDARG00000002546,2
ENSDARG00000002549,34
ENSDARG00000002552,166
ENSDARG00000002564,42
ENSDARG00000002571,46
ENSDARG00000002576,13
ENSDARG00000002582,26
ENSDARG00000002587,183
ENSDARG00000002589,632
ENSDARG00000002591,35
ENSDARG00000002593,6
ENSDARG00000002597,0
ENSDARG00000002600,74
ENSDARG00000002601,1
ENSDARG00000002607,19
ENSDARG00000002609,54
ENSDARG00000002613,7
ENSDARG00000002632,132
ENSDARG00000002634,38
ENSDARG00000002635,45
ENSDARG00000002642,51
ENSDARG00000002644,41
ENSDARG00000002656,106
ENSDARG00000002659,92
ENSDARG00000002663,25
ENSDARG00000002666,3
ENSDARG00000002670,41
ENSDARG00000002682,44
ENSDARG00000002685,0
ENSDARG00000002690,43
ENSDARG00000002696,224
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,834
ENSDARG00000002720,23
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,156
ENSDARG00000002732,19
ENSDARG00000002745,378
ENSDARG00000002748,27
ENSDARG00000002750,24
ENSDARG00000002754,4
ENSDARG00000002758,456
ENSDARG00000002760,2
ENSDARG00000002764,18
ENSDARG00000002768,4523
ENSDARG00000002771,14
ENSDARG00000002779,0
ENSDARG00000002787,58
ENSDARG00000002790,278
ENSDARG00000002791,786
ENSDARG00000002792,109
ENSDARG00000002795,23
ENSDARG00000002797,0
ENSDARG00000002798,14
ENSDARG00000002816,30
ENSDARG00000002826,63
ENSDARG00000002830,3
ENSDARG00000002831,19
ENSDARG00000002840,93
ENSDARG00000002847,38
ENSDARG00000002872,7
ENSDARG00000002877,90
ENSDARG00000002880,94
ENSDARG00000002894,4
ENSDARG00000002897,33
ENSDARG00000002909,63
ENSDARG00000002912,17
ENSDARG00000002916,74
ENSDARG00000002917,20
ENSDARG00000002933,24
ENSDARG00000002937,68
ENSDARG00000002945,4
ENSDARG00000002947,56
ENSDARG00000002949,111
ENSDARG00000002952,42
ENSDARG00000002956,13
ENSDARG00000002959,0
ENSDARG00000002967,97
ENSDARG00000002968,125
ENSDARG00000002970,44
ENSDARG00000002971,41
ENSDARG00000002986,31
ENSDARG00000002988,218
ENSDARG00000002991,67
ENSDARG00000002994,63
ENSDARG00000003008,107
ENSDARG00000003017,49
ENSDARG00000003020,21
ENSDARG00000003021,0
ENSDARG00000003022,43
ENSDARG00000003027,9
ENSDARG00000003032,944
ENSDARG00000003035,279
ENSDARG00000003041,4
ENSDARG00000003046,29
ENSDARG00000003054,0
ENSDARG00000003058,89
ENSDARG00000003061,22
ENSDARG00000003068,91
ENSDARG00000003069,18
ENSDARG00000003077,12
ENSDARG00000003081,5646
ENSDARG00000003084,16
ENSDARG00000003085,8
ENSDARG00000003087,91
ENSDARG00000003090,0
ENSDARG00000003091,51
ENSDARG00000003098,218
ENSDARG00000003109,53
ENSDARG00000003113,312
ENSDARG00000003127,47
ENSDARG00000003132,45
ENSDARG00000003142,21
ENSDARG00000003144,0
ENSDARG00000003146,9
ENSDARG00000003151,315
ENSDARG00000003153,23
ENSDARG00000003157,14
ENSDARG00000003165,62
ENSDARG00000003167,11
ENSDARG00000003169,251
ENSDARG00000003175,43
ENSDARG00000003181,1
ENSDARG00000003189,248
ENSDARG00000003193,41
ENSDARG00000003197,6
ENSDARG00000003200,3
ENSDARG00000003203,122
ENSDARG00000003205,12
ENSDARG00000003206,18
ENSDARG00000003207,136
ENSDARG00000003208,40
ENSDARG00000003210,11
ENSDARG00000003213,309
ENSDARG00000003216,181
ENSDARG00000003217,64
ENSDARG00000003219,52
ENSDARG00000003229,0
ENSDARG00000003235,19
ENSDARG00000003244,22
ENSDARG00000003250,21
ENSDARG00000003251,16
ENSDARG00000003257,4
ENSDARG00000003259,13
ENSDARG00000003269,129
ENSDARG00000003270,3
ENSDARG00000003281,39
ENSDARG00000003287,7
ENSDARG00000003290,6
ENSDARG00000003293,115
ENSDARG00000003303,0
ENSDARG00000003307,121
ENSDARG00000003308,50
ENSDARG00000003311,49
ENSDARG00000003313,30
ENSDARG00000003320,71
ENSDARG00000003326,0
ENSDARG00000003328,24
ENSDARG00000003344,10
ENSDARG00000003373,28
ENSDARG00000003375,15
ENSDARG00000003380,0
ENSDARG00000003381,39
ENSDARG00000003382,44
ENSDARG00000003383,30
ENSDARG00000003395,4
ENSDARG00000003398,22
ENSDARG00000003399,3
ENSDARG00000003403,44
ENSDARG00000003411,48
ENSDARG00000003414,1
ENSDARG00000003420,0
ENSDARG00000003421,47
ENSDARG00000003429,57
ENSDARG00000003444,14
ENSDARG00000003446,48
ENSDARG00000003449,29
ENSDARG00000003462,133
ENSDARG00000003469,18
ENSDARG00000003475,2
ENSDARG00000003486,199
ENSDARG00000003487,73
ENSDARG00000003495,35
ENSDARG00000003512,83
ENSDARG00000003517,13
ENSDARG00000003519,33
ENSDARG00000003520,35
ENSDARG00000003523,6
ENSDARG00000003526,160
ENSDARG00000003527,37
ENSDARG00000003531,45
ENSDARG00000003533,1
ENSDARG00000003544,26
ENSDARG00000003553,0
ENSDARG00000003564,30
ENSDARG00000003570,471
ENSDARG00000003573,57
ENSDARG00000003576,5
ENSDARG00000003584,31
ENSDARG00000003592,6
ENSDARG00000003599,3130
ENSDARG00000003607,36
ENSDARG00000003615,43
ENSDARG00000003616,66
ENSDARG00000003631,85
ENSDARG00000003632,1
ENSDARG00000003635,18
ENSDARG00000003641,62
ENSDARG00000003642,18
ENSDARG00000003655,168
ENSDARG00000003675,0
ENSDARG00000003680,38
ENSDARG00000003681,279
ENSDARG00000003684,107
ENSDARG00000003693,55
ENSDARG00000003695,505
ENSDARG00000003697,12
ENSDARG00000003699,58
ENSDARG00000003701,0
ENSDARG00000003705,92
ENSDARG00000003706,14
ENSDARG00000003732,23
ENSDARG00000003749,23
ENSDARG00000003750,67
ENSDARG00000003751,86
ENSDARG00000003754,64
ENSDARG00000003757,34
ENSDARG00000003769,23
ENSDARG00000003776,72
ENSDARG00000003779,69
ENSDARG00000003789,86
ENSDARG00000003795,735
ENSDARG00000003797,16
ENSDARG00000003803,9
ENSDARG00000003808,126
ENSDARG00000003811,415
ENSDARG00000003818,77
ENSDARG00000003820,75
ENSDARG00000003822,6
ENSDARG00000003827,4
ENSDARG00000003829,163
ENSDARG00000003835,354
ENSDARG00000003841,2
ENSDARG00000003845,28
ENSDARG00000003846,4
ENSDARG00000003854,226
ENSDARG00000003860,131
ENSDARG00000003865,9
ENSDARG00000003866,60
ENSDARG00000003867,4
ENSDARG00000003869,12
ENSDARG00000003872,30
ENSDARG00000003877,96
ENSDARG00000003899,0
ENSDARG00000003900,1
ENSDARG00000003902,649
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,1
ENSDARG00000003910,69
ENSDARG00000003920,171
ENSDARG00000003925,9
ENSDARG00000003927,33
ENSDARG00000003931,105
ENSDARG00000003934,2
ENSDARG00000003938,76
ENSDARG00000003940,80
ENSDARG00000003941,54
ENSDARG00000003944,0
ENSDARG00000003952,322
ENSDARG00000003961,46
ENSDARG00000003963,41
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,20
ENSDARG00000003971,10
ENSDARG00000003973,8
ENSDARG00000003974,72
ENSDARG00000003977,10
ENSDARG00000003984,15
ENSDARG00000003989,34
ENSDARG00000003991,74
ENSDARG00000003994,3
ENSDARG00000003998,31
ENSDARG00000004015,6
ENSDARG00000004017,25
ENSDARG00000004018,2
ENSDARG00000004023,138
ENSDARG00000004034,73
ENSDARG00000004037,26
ENSDARG00000004046,0
ENSDARG00000004049,38
ENSDARG00000004051,5
ENSDARG00000004055,62
ENSDARG00000004059,0
ENSDARG00000004060,479
ENSDARG00000004074,73
ENSDARG00000004078,75
ENSDARG00000004082,18
ENSDARG00000004094,183
ENSDARG00000004105,79
ENSDARG00000004109,0
ENSDARG00000004111,2
ENSDARG00000004114,17
ENSDARG00000004115,33
ENSDARG00000004130,8
ENSDARG00000004131,10
ENSDARG00000004132,223
ENSDARG00000004150,2
ENSDARG00000004151,11
ENSDARG00000004154,1
ENSDARG00000004158,8
ENSDARG00000004160,70
ENSDARG00000004161,57
ENSDARG00000004167,2
ENSDARG00000004169,68
ENSDARG00000004171,36
ENSDARG00000004173,252
ENSDARG00000004174,483
ENSDARG00000004176,49
ENSDARG00000004177,88
ENSDARG00000004184,109
ENSDARG00000004187,13
ENSDARG00000004189,54
ENSDARG00000004196,114
ENSDARG00000004199,1
ENSDARG00000004204,4
ENSDARG00000004211,7
ENSDARG00000004218,6
ENSDARG00000004219,4
ENSDARG00000004227,41
ENSDARG00000004232,15
ENSDARG00000004243,1
ENSDARG00000004246,175
ENSDARG00000004251,22
ENSDARG00000004256,0
ENSDARG00000004260,6
ENSDARG00000004261,189
ENSDARG00000004262,11
ENSDARG00000004270,95
ENSDARG00000004274,12
ENSDARG00000004280,20
ENSDARG00000004282,45
ENSDARG00000004291,39
ENSDARG00000004296,82
ENSDARG00000004297,104
ENSDARG00000004301,7
ENSDARG00000004302,7
ENSDARG00000004305,3
ENSDARG00000004306,14
ENSDARG00000004307,6
ENSDARG00000004308,9
ENSDARG00000004311,15
ENSDARG00000004318,23
ENSDARG00000004322,1
ENSDARG00000004325,22
ENSDARG00000004328,10
ENSDARG00000004336,49
ENSDARG00000004343,18
ENSDARG00000004358,19
ENSDARG00000004363,13
ENSDARG00000004372,34
ENSDARG00000004377,111
ENSDARG00000004378,13
ENSDARG00000004386,27
ENSDARG00000004392,8
ENSDARG00000004396,13
ENSDARG00000004402,27
ENSDARG00000004405,2
ENSDARG00000004406,10
ENSDARG00000004415,94
ENSDARG00000004427,4
ENSDARG00000004433,0
ENSDARG00000004436,9
ENSDARG00000004445,44
ENSDARG00000004447,0
ENSDARG00000004451,36
ENSDARG00000004452,309
ENSDARG00000004455,0
ENSDARG00000004459,1
ENSDARG00000004460,9
ENSDARG00000004470,207
ENSDARG00000004472,8
ENSDARG00000004473,0
ENSDARG00000004492,11
ENSDARG00000004497,9
ENSDARG00000004498,0
ENSDARG00000004502,17
ENSDARG00000004517,21
ENSDARG00000004525,31
ENSDARG00000004527,2
ENSDARG00000004529,1
ENSDARG00000004537,344
ENSDARG00000004539,51
ENSDARG00000004561,0
ENSDARG00000004574,34
ENSDARG00000004576,0
ENSDARG00000004580,12
ENSDARG00000004581,80
ENSDARG00000004586,8
ENSDARG00000004587,16
ENSDARG00000004588,266
ENSDARG00000004592,11
ENSDARG00000004594,17
ENSDARG00000004597,30
ENSDARG00000004598,0
ENSDARG00000004616,20
ENSDARG00000004618,3
ENSDARG00000004621,235
ENSDARG00000004627,5
ENSDARG00000004632,1
ENSDARG00000004633,1
ENSDARG00000004634,54
ENSDARG00000004635,143
ENSDARG00000004636,61
ENSDARG00000004643,14
ENSDARG00000004647,2
ENSDARG00000004648,18
ENSDARG00000004658,93
ENSDARG00000004672,114
ENSDARG00000004680,22
ENSDARG00000004687,41
ENSDARG00000004692,71
ENSDARG00000004695,18
ENSDARG00000004696,40
ENSDARG00000004697,24
ENSDARG00000004702,80
ENSDARG00000004706,66
ENSDARG00000004712,33
ENSDARG00000004713,1
ENSDARG00000004714,186
ENSDARG00000004721,17
ENSDARG00000004724,23
ENSDARG00000004726,83
ENSDARG00000004735,196
ENSDARG00000004745,37
ENSDARG00000004748,75
ENSDARG00000004753,47
ENSDARG00000004754,121
ENSDARG00000004757,2216
ENSDARG00000004763,17
ENSDARG00000004771,42
ENSDARG00000004774,95
ENSDARG00000004782,367
ENSDARG00000004785,131
ENSDARG00000004789,27
ENSDARG00000004794,0
ENSDARG00000004796,111
ENSDARG00000004806,23
ENSDARG00000004823,0
ENSDARG00000004830,221
ENSDARG00000004836,135
ENSDARG00000004840,53
ENSDARG00000004843,75
ENSDARG00000004851,14
ENSDARG00000004861,26
ENSDARG00000004864,0
ENSDARG00000004866,22
ENSDARG00000004869,11
ENSDARG00000004870,9
ENSDARG00000004871,0
ENSDARG00000004874,0
ENSDARG00000004875,24
ENSDARG00000004877,224
ENSDARG00000004880,17
ENSDARG00000004889,13
ENSDARG00000004891,50
ENSDARG00000004898,0
ENSDARG00000004904,14
ENSDARG00000004906,109
ENSDARG00000004925,25
ENSDARG00000004930,273
ENSDARG00000004931,12
ENSDARG00000004932,57
ENSDARG00000004937,3
ENSDARG00000004939,40
ENSDARG00000004948,145
ENSDARG00000004952,0
ENSDARG00000004953,2
ENSDARG00000004954,2
ENSDARG00000004956,9
ENSDARG00000004964,53
ENSDARG00000004979,17
ENSDARG00000004988,48
ENSDARG00000005002,22
ENSDARG00000005004,13
ENSDARG00000005010,5
ENSDARG00000005015,165
ENSDARG00000005023,64
ENSDARG00000005026,152
ENSDARG00000005034,7
ENSDARG00000005049,5
ENSDARG00000005050,1
ENSDARG00000005057,8
ENSDARG00000005058,67
ENSDARG00000005078,19
ENSDARG00000005085,63
ENSDARG00000005092,28
ENSDARG00000005095,3
ENSDARG00000005098,2
ENSDARG00000005104,25
ENSDARG00000005108,49
ENSDARG00000005112,423
ENSDARG00000005115,26
ENSDARG00000005122,134
ENSDARG00000005126,43
ENSDARG00000005128,21
ENSDARG00000005134,56
ENSDARG00000005139,40
ENSDARG00000005141,23
ENSDARG00000005150,1
ENSDARG00000005154,14
ENSDARG00000005159,89
ENSDARG00000005162,415
ENSDARG00000005163,31
ENSDARG00000005172,19
ENSDARG00000005176,20
ENSDARG00000005179,47
ENSDARG00000005185,446
ENSDARG00000005186,53
ENSDARG00000005191,644
ENSDARG00000005210,13
ENSDARG00000005216,16
ENSDARG00000005218,0
ENSDARG00000005220,24
ENSDARG00000005221,48
ENSDARG00000005230,110
ENSDARG00000005232,68
ENSDARG00000005236,354
ENSDARG00000005246,4
ENSDARG00000005251,30
ENSDARG00000005254,92
ENSDARG00000005271,0
ENSDARG00000005274,1
ENSDARG00000005284,4
ENSDARG00000005314,0
ENSDARG00000005315,102
ENSDARG00000005318,43
ENSDARG00000005320,26
ENSDARG00000005327,1
ENSDARG00000005332,0
ENSDARG00000005335,2
ENSDARG00000005343,5
ENSDARG00000005350,55
ENSDARG00000005355,43
ENSDARG00000005356,44
ENSDARG00000005359,174
ENSDARG00000005364,5
ENSDARG00000005368,146
ENSDARG00000005371,0
ENSDARG00000005372,24
ENSDARG00000005374,38
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,68
ENSDARG00000005397,96
ENSDARG00000005414,0
ENSDARG00000005416,45
ENSDARG00000005423,49
ENSDARG00000005425,55
ENSDARG00000005448,5
ENSDARG00000005451,217
ENSDARG00000005453,55
ENSDARG00000005454,52
ENSDARG00000005456,128
ENSDARG00000005458,67
ENSDARG00000005462,96
ENSDARG00000005463,76
ENSDARG00000005464,7
ENSDARG00000005468,137
ENSDARG00000005476,131
ENSDARG00000005479,430
ENSDARG00000005481,41
ENSDARG00000005482,323
ENSDARG00000005485,74
ENSDARG00000005500,9
ENSDARG00000005510,0
ENSDARG00000005513,1708
ENSDARG00000005518,9
ENSDARG00000005522,1
ENSDARG00000005525,38
ENSDARG00000005526,97
ENSDARG00000005536,167
ENSDARG00000005540,145
ENSDARG00000005541,21
ENSDARG00000005544,12
ENSDARG00000005547,10
ENSDARG00000005549,53
ENSDARG00000005551,80
ENSDARG00000005559,0
ENSDARG00000005560,94
ENSDARG00000005561,18
ENSDARG00000005565,36
ENSDARG00000005574,25
ENSDARG00000005576,32
ENSDARG00000005578,155
ENSDARG00000005586,41
ENSDARG00000005590,16
ENSDARG00000005595,2
ENSDARG00000005606,69
ENSDARG00000005612,8
ENSDARG00000005616,8
ENSDARG00000005619,0
ENSDARG00000005625,82
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,26
ENSDARG00000005640,12
ENSDARG00000005643,15
ENSDARG00000005645,74
ENSDARG00000005648,16
ENSDARG00000005651,70
ENSDARG00000005652,213
ENSDARG00000005670,48
ENSDARG00000005673,31
ENSDARG00000005675,97
ENSDARG00000005679,29
ENSDARG00000005690,28
ENSDARG00000005699,64
ENSDARG00000005704,68
ENSDARG00000005713,38
ENSDARG00000005716,42
ENSDARG00000005738,12
ENSDARG00000005739,24
ENSDARG00000005749,23
ENSDARG00000005754,271
ENSDARG00000005762,47
ENSDARG00000005772,19
ENSDARG00000005774,287
ENSDARG00000005775,171
ENSDARG00000005776,30
ENSDARG00000005780,7
ENSDARG00000005783,48
ENSDARG00000005786,27
ENSDARG00000005789,34
ENSDARG00000005791,1007
ENSDARG00000005799,33
ENSDARG00000005800,32
ENSDARG00000005814,0
ENSDARG00000005821,1
ENSDARG00000005823,98
ENSDARG00000005827,100
ENSDARG00000005828,5
ENSDARG00000005834,72
ENSDARG00000005840,132
ENSDARG00000005841,76
ENSDARG00000005842,16
ENSDARG00000005853,2
ENSDARG00000005861,193
ENSDARG00000005865,0
ENSDARG00000005867,54
ENSDARG00000005870,31
ENSDARG00000005883,28
ENSDARG00000005891,151
ENSDARG00000005894,34
ENSDARG00000005897,17
ENSDARG00000005908,24
ENSDARG00000005913,32
ENSDARG00000005915,75
ENSDARG00000005916,10
ENSDARG00000005924,173
ENSDARG00000005926,64
ENSDARG00000005927,81
ENSDARG00000005941,143
ENSDARG00000005942,7
ENSDARG00000005943,16
ENSDARG00000005945,109
ENSDARG00000005948,15
ENSDARG00000005972,13
ENSDARG00000005980,63
ENSDARG00000005989,17
ENSDARG00000005993,12
ENSDARG00000006003,16
ENSDARG00000006008,120
ENSDARG00000006010,23
ENSDARG00000006011,9
ENSDARG00000006019,130
ENSDARG00000006025,33
ENSDARG00000006029,5
ENSDARG00000006031,699
ENSDARG00000006038,26
ENSDARG00000006040,31
ENSDARG00000006044,8
ENSDARG00000006052,0
ENSDARG00000006060,253
ENSDARG00000006062,161
ENSDARG00000006065,7
ENSDARG00000006074,10
ENSDARG00000006079,6
ENSDARG00000006092,384
ENSDARG00000006093,2
ENSDARG00000006094,380
ENSDARG00000006109,4
ENSDARG00000006110,21
ENSDARG00000006112,61
ENSDARG00000006120,51
ENSDARG00000006124,366
ENSDARG00000006125,139
ENSDARG00000006128,113
ENSDARG00000006137,0
ENSDARG00000006151,0
ENSDARG00000006169,78
ENSDARG00000006174,0
ENSDARG00000006181,43
ENSDARG00000006192,71
ENSDARG00000006196,45
ENSDARG00000006200,729
ENSDARG00000006202,279
ENSDARG00000006206,3
ENSDARG00000006207,2
ENSDARG00000006215,122
ENSDARG00000006219,134
ENSDARG00000006220,296
ENSDARG00000006225,174
ENSDARG00000006235,71
ENSDARG00000006240,70
ENSDARG00000006242,307
ENSDARG00000006251,31
ENSDARG00000006253,48
ENSDARG00000006257,219
ENSDARG00000006260,887
ENSDARG00000006266,135
ENSDARG00000006272,60
ENSDARG00000006279,21
ENSDARG00000006283,152
ENSDARG00000006288,11
ENSDARG00000006290,36
ENSDARG00000006292,3
ENSDARG00000006299,22
ENSDARG00000006300,11
ENSDARG00000006301,184
ENSDARG00000006307,11
ENSDARG00000006308,39
ENSDARG00000006314,289
ENSDARG00000006316,663
ENSDARG00000006332,111
ENSDARG00000006341,7
ENSDARG00000006345,34
ENSDARG00000006350,0
ENSDARG00000006353,52
ENSDARG00000006356,36
ENSDARG00000006368,7
ENSDARG00000006370,32
ENSDARG00000006372,0
ENSDARG00000006383,17
ENSDARG00000006385,9
ENSDARG00000006389,44
ENSDARG00000006392,16
ENSDARG00000006395,364
ENSDARG00000006396,119
ENSDARG00000006397,105
ENSDARG00000006399,144
ENSDARG00000006408,90
ENSDARG00000006409,0
ENSDARG00000006413,66
ENSDARG00000006420,91
ENSDARG00000006422,51
ENSDARG00000006427,491
ENSDARG00000006434,14
ENSDARG00000006447,4
ENSDARG00000006456,27
ENSDARG00000006467,8
ENSDARG00000006468,7
ENSDARG00000006474,8
ENSDARG00000006477,55
ENSDARG00000006487,114
ENSDARG00000006491,34
ENSDARG00000006494,25
ENSDARG00000006497,533
ENSDARG00000006501,6
ENSDARG00000006508,50
ENSDARG00000006514,45
ENSDARG00000006522,5
ENSDARG00000006524,263
ENSDARG00000006526,1729
ENSDARG00000006527,59
ENSDARG00000006544,1
ENSDARG00000006545,47
ENSDARG00000006546,72
ENSDARG00000006553,57
ENSDARG00000006560,0
ENSDARG00000006566,67
ENSDARG00000006567,2
ENSDARG00000006568,1
ENSDARG00000006577,19
ENSDARG00000006580,0
ENSDARG00000006584,129
ENSDARG00000006585,43
ENSDARG00000006588,109
ENSDARG00000006598,8
ENSDARG00000006600,49
ENSDARG00000006601,26
ENSDARG00000006602,5
ENSDARG00000006603,109
ENSDARG00000006604,4
ENSDARG00000006607,11
ENSDARG00000006609,45
ENSDARG00000006615,68
ENSDARG00000006617,34
ENSDARG00000006621,33
ENSDARG00000006624,49
ENSDARG00000006636,35
ENSDARG00000006639,36
ENSDARG00000006640,33
ENSDARG00000006642,26
ENSDARG00000006666,13
ENSDARG00000006672,46
ENSDARG00000006677,71
ENSDARG00000006678,0
ENSDARG00000006683,70
ENSDARG00000006691,721
ENSDARG00000006712,23
ENSDARG00000006719,45
