C1,Counts
ENSDARG00000000001,0
ENSDARG00000000002,80
ENSDARG00000000018,118
ENSDARG00000000019,239
ENSDARG00000000068,26
ENSDARG00000000069,241
ENSDARG00000000086,514
ENSDARG00000000103,710
ENSDARG00000000142,7
ENSDARG00000000151,100
ENSDARG00000000161,132
ENSDARG00000000175,30
ENSDARG00000000183,315
ENSDARG00000000189,405
ENSDARG00000000212,526
ENSDARG00000000229,93
ENSDARG00000000241,131
ENSDARG00000000349,1
ENSDARG00000000369,7
ENSDARG00000000370,456
ENSDARG00000000380,106
ENSDARG00000000394,287
ENSDARG00000000423,18
ENSDARG00000000442,7
ENSDARG00000000460,0
ENSDARG00000000472,218
ENSDARG00000000474,4
ENSDARG00000000476,5
ENSDARG00000000489,154
ENSDARG00000000503,1382
ENSDARG00000000516,3
ENSDARG00000000529,19
ENSDARG00000000540,104
ENSDARG00000000542,7
ENSDARG00000000551,117
ENSDARG00000000563,85827
ENSDARG00000000567,89
ENSDARG00000000568,53
ENSDARG00000000588,10
ENSDARG00000000606,3
ENSDARG00000000631,127
ENSDARG00000000638,0
ENSDARG00000000651,10
ENSDARG00000000656,0
ENSDARG00000000666,73
ENSDARG00000000690,8
ENSDARG00000000729,99
ENSDARG00000000730,31
ENSDARG00000000747,13
ENSDARG00000000760,18
ENSDARG00000000767,3
ENSDARG00000000779,199
ENSDARG00000000796,47
ENSDARG00000000804,3
ENSDARG00000000830,14
ENSDARG00000000837,164
ENSDARG00000000853,134
ENSDARG00000000857,23
ENSDARG00000000861,476
ENSDARG00000000887,8
ENSDARG00000000906,1
ENSDARG00000000935,85
ENSDARG00000000943,121
ENSDARG00000000966,1239
ENSDARG00000001014,871
ENSDARG00000001015,230
ENSDARG00000001057,112
ENSDARG00000001127,172
ENSDARG00000001129,405
ENSDARG00000001154,180
ENSDARG00000001162,161
ENSDARG00000001169,4
ENSDARG00000001210,8
ENSDARG00000001220,612
ENSDARG00000001234,97
ENSDARG00000001241,231
ENSDARG00000001244,717
ENSDARG00000001249,6
ENSDARG00000001259,5
ENSDARG00000001303,0
ENSDARG00000001313,30
ENSDARG00000001354,11
ENSDARG00000001414,18
ENSDARG00000001431,2256
ENSDARG00000001437,59
ENSDARG00000001442,22
ENSDARG00000001447,46
ENSDARG00000001452,25
ENSDARG00000001463,95
ENSDARG00000001470,67
ENSDARG00000001498,0
ENSDARG00000001549,167
ENSDARG00000001557,4
ENSDARG00000001558,67
ENSDARG00000001559,530
ENSDARG00000001572,0
ENSDARG00000001578,71
ENSDARG00000001621,33
ENSDARG00000001634,260
ENSDARG00000001656,0
ENSDARG00000001676,263
ENSDARG00000001686,9
ENSDARG00000001710,235
ENSDARG00000001712,5
ENSDARG00000001721,0
ENSDARG00000001729,258
ENSDARG00000001733,53
ENSDARG00000001734,53
ENSDARG00000001754,108
ENSDARG00000001760,126
ENSDARG00000001767,13
ENSDARG00000001769,100
ENSDARG00000001771,0
ENSDARG00000001776,18
ENSDARG00000001777,175
ENSDARG00000001781,20
ENSDARG00000001782,8
ENSDARG00000001785,37
ENSDARG00000001788,252
ENSDARG00000001803,22
ENSDARG00000001804,0
ENSDARG00000001807,88
ENSDARG00000001817,9
ENSDARG00000001818,112
ENSDARG00000001825,5
ENSDARG00000001829,383
ENSDARG00000001835,79
ENSDARG00000001857,1071
ENSDARG00000001859,0
ENSDARG00000001870,1139
ENSDARG00000001873,44
ENSDARG00000001879,177
ENSDARG00000001880,32
ENSDARG00000001881,42
ENSDARG00000001882,47
ENSDARG00000001888,152
ENSDARG00000001889,380
ENSDARG00000001890,188
ENSDARG00000001891,14
ENSDARG00000001897,86
ENSDARG00000001898,23
ENSDARG00000001906,20
ENSDARG00000001909,7
ENSDARG00000001910,285
ENSDARG00000001912,79
ENSDARG00000001913,63
ENSDARG00000001929,63
ENSDARG00000001930,46
ENSDARG00000001933,28
ENSDARG00000001937,25
ENSDARG00000001939,22
ENSDARG00000001940,75
ENSDARG00000001950,1670
ENSDARG00000001953,47
ENSDARG00000001968,238
ENSDARG00000001969,85
ENSDARG00000001971,17
ENSDARG00000001975,10
ENSDARG00000001976,19
ENSDARG00000001993,99
ENSDARG00000001994,1085
ENSDARG00000001999,163
ENSDARG00000002002,8
ENSDARG00000002006,64
ENSDARG00000002013,152
ENSDARG00000002016,11
ENSDARG00000002020,123
ENSDARG00000002021,124
ENSDARG00000002026,100
ENSDARG00000002031,0
ENSDARG00000002037,30
ENSDARG00000002060,19
ENSDARG00000002071,177
ENSDARG00000002077,23
ENSDARG00000002082,80
ENSDARG00000002084,279
ENSDARG00000002097,20
ENSDARG00000002127,140
ENSDARG00000002128,55
ENSDARG00000002131,517
ENSDARG00000002165,15
ENSDARG00000002167,212
ENSDARG00000002168,71
ENSDARG00000002172,13
ENSDARG00000002174,17
ENSDARG00000002184,28
ENSDARG00000002190,131
ENSDARG00000002192,33
ENSDARG00000002193,3367
ENSDARG00000002194,0
ENSDARG00000002196,72
ENSDARG00000002197,64
ENSDARG00000002204,3
ENSDARG00000002210,43
ENSDARG00000002213,1
ENSDARG00000002215,74
ENSDARG00000002216,42
ENSDARG00000002217,253
ENSDARG00000002219,8
ENSDARG00000002220,0
ENSDARG00000002230,211
ENSDARG00000002231,36
ENSDARG00000002235,254
ENSDARG00000002240,54
ENSDARG00000002241,5
ENSDARG00000002249,74
ENSDARG00000002255,143
ENSDARG00000002259,1
ENSDARG00000002264,15
ENSDARG00000002267,61
ENSDARG00000002271,213
ENSDARG00000002285,65
ENSDARG00000002293,0
ENSDARG00000002295,31
ENSDARG00000002298,13
ENSDARG00000002299,14
ENSDARG00000002300,21
ENSDARG00000002304,26
ENSDARG00000002305,180
ENSDARG00000002311,1
ENSDARG00000002330,2
ENSDARG00000002332,208
ENSDARG00000002333,111
ENSDARG00000002336,166
ENSDARG00000002339,0
ENSDARG00000002344,933
ENSDARG00000002347,0
ENSDARG00000002353,5
ENSDARG00000002355,0
ENSDARG00000002362,72
ENSDARG00000002365,32
ENSDARG00000002369,209
ENSDARG00000002377,41
ENSDARG00000002385,47
ENSDARG00000002391,16
ENSDARG00000002394,1
ENSDARG00000002396,206
ENSDARG00000002401,24
ENSDARG00000002402,67
ENSDARG00000002403,149
ENSDARG00000002405,85
ENSDARG00000002406,0
ENSDARG00000002411,13
ENSDARG00000002445,24
ENSDARG00000002463,0
ENSDARG00000002467,6
ENSDARG00000002479,38
ENSDARG00000002483,6
ENSDARG00000002487,114
ENSDARG00000002494,55
ENSDARG00000002506,45
ENSDARG00000002507,44
ENSDARG00000002508,62
ENSDARG00000002509,2
ENSDARG00000002510,7
ENSDARG00000002523,212
ENSDARG00000002533,19
ENSDARG00000002536,79
ENSDARG00000002538,67
ENSDARG00000002546,50
ENSDARG00000002549,58
ENSDARG00000002552,221
ENSDARG00000002564,111
ENSDARG00000002571,87
ENSDARG00000002576,56
ENSDARG00000002582,66
ENSDARG00000002587,818
ENSDARG00000002589,527
ENSDARG00000002591,43
ENSDARG00000002593,3
ENSDARG00000002597,0
ENSDARG00000002600,233
ENSDARG00000002601,4
ENSDARG00000002607,21
ENSDARG00000002609,54
ENSDARG00000002613,2
ENSDARG00000002632,137
ENSDARG00000002634,26
ENSDARG00000002635,271
ENSDARG00000002642,4
ENSDARG00000002644,63
ENSDARG00000002656,214
ENSDARG00000002659,131
ENSDARG00000002663,56
ENSDARG00000002666,10
ENSDARG00000002670,85
ENSDARG00000002682,177
ENSDARG00000002685,0
ENSDARG00000002690,30
ENSDARG00000002696,916
ENSDARG00000002701,2
ENSDARG00000002707,0
ENSDARG00000002710,1180
ENSDARG00000002720,19
ENSDARG00000002722,0
ENSDARG00000002728,5
ENSDARG00000002731,308
ENSDARG00000002732,41
ENSDARG00000002745,276
ENSDARG00000002748,78
ENSDARG00000002750,49
ENSDARG00000002754,4
ENSDARG00000002758,1424
ENSDARG00000002760,7
ENSDARG00000002764,12
ENSDARG00000002768,3653
ENSDARG00000002771,18
ENSDARG00000002779,0
ENSDARG00000002787,194
ENSDARG00000002790,447
ENSDARG00000002791,2000
ENSDARG00000002792,151
ENSDARG00000002795,107
ENSDARG00000002797,0
ENSDARG00000002798,48
ENSDARG00000002816,90
ENSDARG00000002826,7
ENSDARG00000002830,15
ENSDARG00000002831,130
ENSDARG00000002840,208
ENSDARG00000002847,39
ENSDARG00000002872,36
ENSDARG00000002877,137
ENSDARG00000002880,179
ENSDARG00000002894,39
ENSDARG00000002897,55
ENSDARG00000002909,57
ENSDARG00000002912,44
ENSDARG00000002916,160
ENSDARG00000002917,15
ENSDARG00000002933,40
ENSDARG00000002937,124
ENSDARG00000002945,25
ENSDARG00000002947,45
ENSDARG00000002949,259
ENSDARG00000002952,90
ENSDARG00000002956,26
ENSDARG00000002959,0
ENSDARG00000002967,79
ENSDARG00000002968,112
ENSDARG00000002970,122
ENSDARG00000002971,53
