H3,Counts
ENSDARG00000001953,65
ENSDARG00000001968,96
ENSDARG00000001969,32
ENSDARG00000001971,30
ENSDARG00000001975,43
ENSDARG00000001976,14
ENSDARG00000001993,47
ENSDARG00000001994,360
ENSDARG00000001999,151
ENSDARG00000002002,0
ENSDARG00000002006,82
ENSDARG00000002013,93
ENSDARG00000002016,12
ENSDARG00000002020,122
ENSDARG00000002021,48
ENSDARG00000002026,108
ENSDARG00000002031,0
ENSDARG00000002037,44
ENSDARG00000002060,0
ENSDARG00000002071,41
ENSDARG00000002077,30
ENSDARG00000002082,95
ENSDARG00000002084,73
ENSDARG00000002097,0
ENSDARG00000002127,72
ENSDARG00000002128,29
ENSDARG00000002131,266
ENSDARG00000002165,6
ENSDARG00000002167,101
ENSDARG00000002168,70
ENSDARG00000002172,2
ENSDARG00000002174,0
ENSDARG00000002184,11
ENSDARG00000002190,31
ENSDARG00000002192,8
ENSDARG00000002193,1504
ENSDARG00000002194,12
ENSDARG00000002196,32
ENSDARG00000002197,42
ENSDARG00000002204,0
ENSDARG00000002210,11
ENSDARG00000002213,3
ENSDARG00000002215,43
ENSDARG00000002216,27
ENSDARG00000002217,122
ENSDARG00000002219,0
ENSDARG00000002220,19
ENSDARG00000002230,45
ENSDARG00000002231,22
ENSDARG00000002235,38
ENSDARG00000002240,19
ENSDARG00000002241,12
ENSDARG00000002249,32
ENSDARG00000002255,90
ENSDARG00000002259,0
ENSDARG00000002264,9
ENSDARG00000002267,10
ENSDARG00000002271,167
ENSDARG00000002285,54
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,7
ENSDARG00000002299,5
ENSDARG00000002300,16
ENSDARG00000002304,0
ENSDARG00000002305,31
ENSDARG00000002311,2
ENSDARG00000002330,5
ENSDARG00000002332,98
ENSDARG00000002333,61
ENSDARG00000002336,103
ENSDARG00000002339,9
ENSDARG00000002344,320
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,23
ENSDARG00000002365,13
ENSDARG00000002369,73
ENSDARG00000002377,47
ENSDARG00000002385,39
ENSDARG00000002391,9
ENSDARG00000002394,0
ENSDARG00000002396,44
ENSDARG00000002401,0
ENSDARG00000002402,27
ENSDARG00000002403,18
ENSDARG00000002405,24
ENSDARG00000002406,0
ENSDARG00000002411,54
ENSDARG00000002445,11
ENSDARG00000002463,8
ENSDARG00000002467,23
ENSDARG00000002479,17
ENSDARG00000002483,0
ENSDARG00000002487,25
ENSDARG00000002494,23
ENSDARG00000002506,10
ENSDARG00000002507,28
ENSDARG00000002508,14
ENSDARG00000002509,0
ENSDARG00000002510,6
ENSDARG00000002523,22
ENSDARG00000002533,14
ENSDARG00000002536,24
ENSDARG00000002538,32
ENSDARG00000002546,12
ENSDARG00000002549,18
ENSDARG00000002552,82
ENSDARG00000002564,42
ENSDARG00000002571,67
ENSDARG00000002576,5
ENSDARG00000002582,25
ENSDARG00000002587,272
ENSDARG00000002589,114
ENSDARG00000002591,50
ENSDARG00000002593,0
ENSDARG00000002597,0
ENSDARG00000002600,62
ENSDARG00000002601,26
ENSDARG00000002607,44
ENSDARG00000002609,38
ENSDARG00000002613,0
ENSDARG00000002632,9
ENSDARG00000002634,13
ENSDARG00000002635,135
ENSDARG00000002642,23
ENSDARG00000002644,27
ENSDARG00000002656,128
ENSDARG00000002659,76
ENSDARG00000002663,23
ENSDARG00000002666,4
ENSDARG00000002670,72
ENSDARG00000002682,149
ENSDARG00000002685,0
ENSDARG00000002690,1
ENSDARG00000002696,373
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,311
ENSDARG00000002720,1
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,46
ENSDARG00000002732,0
ENSDARG00000002745,141
ENSDARG00000002748,75
ENSDARG00000002750,42
ENSDARG00000002754,3
ENSDARG00000002758,1207
ENSDARG00000002760,26
ENSDARG00000002764,0
ENSDARG00000002768,670
ENSDARG00000002771,29
ENSDARG00000002779,0
ENSDARG00000002787,37
ENSDARG00000002790,206
ENSDARG00000002791,919
ENSDARG00000002792,50
ENSDARG00000002795,17
ENSDARG00000002797,0
ENSDARG00000002798,0
ENSDARG00000002816,62
ENSDARG00000002826,10
ENSDARG00000002830,0
ENSDARG00000002831,15
ENSDARG00000002840,75
ENSDARG00000002847,21
ENSDARG00000002872,14
ENSDARG00000002877,53
ENSDARG00000002880,59
ENSDARG00000002894,11
ENSDARG00000002897,20
ENSDARG00000002909,9
ENSDARG00000002912,40
ENSDARG00000002916,138
ENSDARG00000002917,9
ENSDARG00000002933,3
ENSDARG00000002937,159
ENSDARG00000002945,7
ENSDARG00000002947,36
ENSDARG00000002949,100
ENSDARG00000002952,35
ENSDARG00000002956,8
ENSDARG00000002959,0
ENSDARG00000002967,31
ENSDARG00000002968,45
ENSDARG00000002970,97
ENSDARG00000002971,24
ENSDARG00000002986,12
ENSDARG00000002988,53
ENSDARG00000002991,36
ENSDARG00000002994,35
ENSDARG00000003008,133
ENSDARG00000003017,32
ENSDARG00000003020,43
ENSDARG00000003021,1
ENSDARG00000003022,10
ENSDARG00000003027,5
ENSDARG00000003032,537
ENSDARG00000003035,181
ENSDARG00000003041,6
ENSDARG00000003046,68
ENSDARG00000003054,5
ENSDARG00000003058,99
ENSDARG00000003061,5
ENSDARG00000003068,49
ENSDARG00000003069,19
ENSDARG00000003077,4
ENSDARG00000003081,1803
ENSDARG00000003084,28
ENSDARG00000003085,16
ENSDARG00000003087,50
ENSDARG00000003090,0
ENSDARG00000003091,21
ENSDARG00000003098,249
ENSDARG00000003109,14
ENSDARG00000003113,46
ENSDARG00000003127,87
ENSDARG00000003132,0
ENSDARG00000003142,0
ENSDARG00000003144,0
ENSDARG00000003146,18
ENSDARG00000003151,137
ENSDARG00000003153,15
ENSDARG00000003157,40
ENSDARG00000003165,34
ENSDARG00000003167,24
ENSDARG00000003169,360
ENSDARG00000003175,0
ENSDARG00000003181,3
ENSDARG00000003189,93
ENSDARG00000003193,12
ENSDARG00000003197,0
ENSDARG00000003200,5
ENSDARG00000003203,16
ENSDARG00000003205,14
ENSDARG00000003206,12
ENSDARG00000003207,30
ENSDARG00000003208,21
ENSDARG00000003210,42
ENSDARG00000003213,202
ENSDARG00000003216,14
ENSDARG00000003217,53
ENSDARG00000003219,29
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,12
ENSDARG00000003250,26
ENSDARG00000003251,4
ENSDARG00000003257,3
ENSDARG00000003259,1
ENSDARG00000003269,181
ENSDARG00000003270,16
ENSDARG00000003281,90
ENSDARG00000003287,21
ENSDARG00000003290,50
ENSDARG00000003293,82
ENSDARG00000003303,0
ENSDARG00000003307,34
ENSDARG00000003308,27
ENSDARG00000003311,194
ENSDARG00000003313,20
ENSDARG00000003320,90
ENSDARG00000003326,0
ENSDARG00000003328,28
ENSDARG00000003344,4
ENSDARG00000003373,0
ENSDARG00000003375,7
ENSDARG00000003380,0
ENSDARG00000003381,17
ENSDARG00000003382,60
ENSDARG00000003383,40
ENSDARG00000003395,16
ENSDARG00000003398,3
ENSDARG00000003399,0
ENSDARG00000003403,150
ENSDARG00000003411,31
ENSDARG00000003414,0
ENSDARG00000003420,0
ENSDARG00000003421,158
ENSDARG00000003429,95
ENSDARG00000003444,22
ENSDARG00000003446,5
ENSDARG00000003449,74
ENSDARG00000003462,73
ENSDARG00000003469,27
ENSDARG00000003475,0
ENSDARG00000003486,133
ENSDARG00000003487,50
ENSDARG00000003495,1135
ENSDARG00000003512,266
ENSDARG00000003517,0
ENSDARG00000003519,12
ENSDARG00000003520,80
ENSDARG00000003523,0
ENSDARG00000003526,31
ENSDARG00000003527,44
ENSDARG00000003531,66
ENSDARG00000003533,0
ENSDARG00000003544,100
ENSDARG00000003553,0
ENSDARG00000003564,19
ENSDARG00000003570,47
ENSDARG00000003573,43
ENSDARG00000003576,7
ENSDARG00000003584,11
ENSDARG00000003592,3
ENSDARG00000003599,2189
ENSDARG00000003607,31
ENSDARG00000003615,26
ENSDARG00000003616,96
ENSDARG00000003631,217
ENSDARG00000003632,0
ENSDARG00000003635,10
ENSDARG00000003641,6
ENSDARG00000003642,15
ENSDARG00000003655,311
ENSDARG00000003675,0
ENSDARG00000003680,465
ENSDARG00000003681,227
ENSDARG00000003684,20
ENSDARG00000003693,45
ENSDARG00000003695,324
ENSDARG00000003697,10
ENSDARG00000003699,92
ENSDARG00000003701,0
ENSDARG00000003705,206
ENSDARG00000003706,14
ENSDARG00000003732,8
ENSDARG00000003749,9
ENSDARG00000003750,28
ENSDARG00000003751,65
ENSDARG00000003754,58
ENSDARG00000003757,0
ENSDARG00000003769,21
ENSDARG00000003776,46
ENSDARG00000003779,57
ENSDARG00000003789,67
ENSDARG00000003795,379
ENSDARG00000003797,9
ENSDARG00000003803,3
ENSDARG00000003808,29
ENSDARG00000003811,218
ENSDARG00000003818,51
ENSDARG00000003820,140
ENSDARG00000003822,43
ENSDARG00000003827,14
ENSDARG00000003829,76
ENSDARG00000003835,138
ENSDARG00000003841,2
ENSDARG00000003845,29
ENSDARG00000003846,2
ENSDARG00000003854,108
ENSDARG00000003860,47
ENSDARG00000003865,14
ENSDARG00000003866,118
ENSDARG00000003867,24
ENSDARG00000003869,2
ENSDARG00000003872,101
ENSDARG00000003877,167
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,80
ENSDARG00000003903,0
ENSDARG00000003904,4
ENSDARG00000003909,0
ENSDARG00000003910,126
ENSDARG00000003920,59
ENSDARG00000003925,0
ENSDARG00000003927,79
ENSDARG00000003931,18
ENSDARG00000003934,4
ENSDARG00000003938,20
ENSDARG00000003940,41
ENSDARG00000003941,40
ENSDARG00000003944,0
ENSDARG00000003952,130
ENSDARG00000003961,11
ENSDARG00000003963,23
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,1
ENSDARG00000003971,27
ENSDARG00000003973,25
ENSDARG00000003974,109
ENSDARG00000003977,0
ENSDARG00000003984,26
ENSDARG00000003989,96
ENSDARG00000003991,36
ENSDARG00000003994,17
ENSDARG00000003998,36
ENSDARG00000004015,0
ENSDARG00000004017,28
ENSDARG00000004018,2
ENSDARG00000004023,231
ENSDARG00000004034,63
ENSDARG00000004037,10
ENSDARG00000004046,54
ENSDARG00000004049,50
ENSDARG00000004051,6
ENSDARG00000004055,123
ENSDARG00000004059,0
ENSDARG00000004060,437
ENSDARG00000004074,395
ENSDARG00000004078,101
ENSDARG00000004082,0
ENSDARG00000004094,83
ENSDARG00000004105,58
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,11
ENSDARG00000004115,57
ENSDARG00000004130,0
ENSDARG00000004131,1
ENSDARG00000004132,141
ENSDARG00000004150,29
ENSDARG00000004151,11
ENSDARG00000004154,0
ENSDARG00000004158,11
ENSDARG00000004160,28
ENSDARG00000004161,48
ENSDARG00000004167,0
ENSDARG00000004169,35
ENSDARG00000004171,9
ENSDARG00000004173,83
ENSDARG00000004174,537
ENSDARG00000004176,32
ENSDARG00000004177,61
ENSDARG00000004184,147
ENSDARG00000004187,54
ENSDARG00000004189,64
ENSDARG00000004196,52
ENSDARG00000004199,0
ENSDARG00000004204,0
ENSDARG00000004211,23
ENSDARG00000004218,25
ENSDARG00000004219,6
ENSDARG00000004227,64
ENSDARG00000004232,22
ENSDARG00000004243,5
ENSDARG00000004246,193
ENSDARG00000004251,9
ENSDARG00000004256,0
ENSDARG00000004260,6
ENSDARG00000004261,41
ENSDARG00000004262,12
ENSDARG00000004270,27
ENSDARG00000004274,0
ENSDARG00000004280,13
ENSDARG00000004282,42
ENSDARG00000004291,67
ENSDARG00000004296,50
ENSDARG00000004297,184
ENSDARG00000004301,16
ENSDARG00000004302,74
ENSDARG00000004305,23
ENSDARG00000004306,12
ENSDARG00000004307,9
ENSDARG00000004308,7
ENSDARG00000004311,15
ENSDARG00000004318,12
ENSDARG00000004322,54
ENSDARG00000004325,6
ENSDARG00000004328,0
ENSDARG00000004336,168
ENSDARG00000004343,21
ENSDARG00000004358,71
ENSDARG00000004363,91
ENSDARG00000004372,51
ENSDARG00000004377,90
ENSDARG00000004378,8
ENSDARG00000004386,149
ENSDARG00000004392,0
ENSDARG00000004396,7
ENSDARG00000004402,33
ENSDARG00000004405,16
ENSDARG00000004406,7
ENSDARG00000004415,248
ENSDARG00000004427,7
ENSDARG00000004433,3
ENSDARG00000004436,1
ENSDARG00000004445,74
ENSDARG00000004447,6
ENSDARG00000004451,1
ENSDARG00000004452,298
ENSDARG00000004455,0
ENSDARG00000004459,4
ENSDARG00000004460,34
ENSDARG00000004470,36
ENSDARG00000004472,61
ENSDARG00000004473,16
ENSDARG00000004492,2
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,59
ENSDARG00000004517,1
ENSDARG00000004525,24
ENSDARG00000004527,10
ENSDARG00000004529,0
ENSDARG00000004537,664
ENSDARG00000004539,5
ENSDARG00000004561,2
ENSDARG00000004574,48
ENSDARG00000004576,25
ENSDARG00000004580,64
ENSDARG00000004581,50
ENSDARG00000004586,0
ENSDARG00000004587,48
ENSDARG00000004588,499
ENSDARG00000004592,33
ENSDARG00000004594,16
ENSDARG00000004597,79
ENSDARG00000004598,0
ENSDARG00000004616,2
ENSDARG00000004618,0
ENSDARG00000004621,317
ENSDARG00000004627,3
ENSDARG00000004632,3
ENSDARG00000004633,6
ENSDARG00000004634,34
ENSDARG00000004635,168
ENSDARG00000004636,56
ENSDARG00000004643,54
ENSDARG00000004647,2
ENSDARG00000004648,15
ENSDARG00000004658,21
ENSDARG00000004672,143
ENSDARG00000004680,7
ENSDARG00000004687,0
ENSDARG00000004692,54
ENSDARG00000004695,9
ENSDARG00000004696,25
ENSDARG00000004697,28
ENSDARG00000004702,140
ENSDARG00000004706,57
ENSDARG00000004712,37
ENSDARG00000004713,0
ENSDARG00000004714,93
ENSDARG00000004721,0
ENSDARG00000004724,64
ENSDARG00000004726,79
ENSDARG00000004735,262
ENSDARG00000004745,21
ENSDARG00000004748,1
ENSDARG00000004753,33
ENSDARG00000004754,66
ENSDARG00000004757,1042
ENSDARG00000004763,12
ENSDARG00000004771,36
ENSDARG00000004774,37
ENSDARG00000004782,188
ENSDARG00000004785,84
ENSDARG00000004789,80
ENSDARG00000004794,9
ENSDARG00000004796,126
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,175
ENSDARG00000004836,251
ENSDARG00000004840,17
ENSDARG00000004843,24
ENSDARG00000004851,4
ENSDARG00000004861,49
ENSDARG00000004864,0
ENSDARG00000004866,66
ENSDARG00000004869,22
ENSDARG00000004870,38
ENSDARG00000004871,0
ENSDARG00000004874,7
ENSDARG00000004875,20
ENSDARG00000004877,549
ENSDARG00000004880,17
ENSDARG00000004889,0
ENSDARG00000004891,61
ENSDARG00000004898,0
ENSDARG00000004904,5
ENSDARG00000004906,81
ENSDARG00000004925,10
ENSDARG00000004930,272
ENSDARG00000004931,49
ENSDARG00000004932,6
ENSDARG00000004937,0
ENSDARG00000004939,39
ENSDARG00000004948,27
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,15
ENSDARG00000004964,54
ENSDARG00000004979,9
ENSDARG00000004988,131
ENSDARG00000005002,5
ENSDARG00000005004,0
ENSDARG00000005010,0
ENSDARG00000005015,139
ENSDARG00000005023,2
ENSDARG00000005026,251
ENSDARG00000005034,7
ENSDARG00000005049,0
ENSDARG00000005050,1
ENSDARG00000005057,0
ENSDARG00000005058,9
ENSDARG00000005078,12
ENSDARG00000005085,29
ENSDARG00000005092,35
ENSDARG00000005095,17
ENSDARG00000005098,21
ENSDARG00000005104,16
ENSDARG00000005108,5
ENSDARG00000005112,61
ENSDARG00000005115,0
ENSDARG00000005122,81
ENSDARG00000005126,26
ENSDARG00000005128,2
ENSDARG00000005134,36
ENSDARG00000005139,27
ENSDARG00000005141,106
ENSDARG00000005150,0
ENSDARG00000005154,7
ENSDARG00000005159,41
ENSDARG00000005162,134
ENSDARG00000005163,6
ENSDARG00000005172,27
ENSDARG00000005176,0
ENSDARG00000005179,14
ENSDARG00000005185,85
ENSDARG00000005186,141
ENSDARG00000005191,293
ENSDARG00000005210,22
ENSDARG00000005216,0
ENSDARG00000005218,0
ENSDARG00000005220,19
ENSDARG00000005221,0
ENSDARG00000005230,38
ENSDARG00000005232,98
ENSDARG00000005236,448
ENSDARG00000005246,13
ENSDARG00000005251,9
ENSDARG00000005254,25
ENSDARG00000005271,0
ENSDARG00000005274,3
ENSDARG00000005284,0
ENSDARG00000005314,0
ENSDARG00000005315,206
ENSDARG00000005318,7
ENSDARG00000005320,6
ENSDARG00000005327,0
ENSDARG00000005332,18
ENSDARG00000005335,0
ENSDARG00000005343,25
ENSDARG00000005350,94
ENSDARG00000005355,18
ENSDARG00000005356,36
ENSDARG00000005359,85
ENSDARG00000005364,3
ENSDARG00000005368,15
ENSDARG00000005371,0
ENSDARG00000005372,14
ENSDARG00000005374,59
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,148
ENSDARG00000005397,339
ENSDARG00000005414,0
ENSDARG00000005416,71
ENSDARG00000005423,16
ENSDARG00000005425,16
ENSDARG00000005448,25
ENSDARG00000005451,69
ENSDARG00000005453,156
ENSDARG00000005454,22
ENSDARG00000005456,72
ENSDARG00000005458,68
ENSDARG00000005462,91
ENSDARG00000005463,25
ENSDARG00000005464,5
ENSDARG00000005468,61
ENSDARG00000005476,655
ENSDARG00000005479,465
ENSDARG00000005481,25
ENSDARG00000005482,483
ENSDARG00000005485,2
ENSDARG00000005500,0
ENSDARG00000005510,0
ENSDARG00000005513,936
ENSDARG00000005518,0
ENSDARG00000005522,16
ENSDARG00000005525,1
ENSDARG00000005526,8
ENSDARG00000005536,95
ENSDARG00000005540,219
ENSDARG00000005541,1
ENSDARG00000005544,5
ENSDARG00000005547,18
ENSDARG00000005549,32
ENSDARG00000005551,35
ENSDARG00000005559,14
ENSDARG00000005560,82
ENSDARG00000005561,12
ENSDARG00000005565,19
ENSDARG00000005574,55
ENSDARG00000005576,118
ENSDARG00000005578,45
ENSDARG00000005586,93
ENSDARG00000005590,44
ENSDARG00000005595,2
ENSDARG00000005606,45
ENSDARG00000005612,6
ENSDARG00000005616,0
ENSDARG00000005619,6
ENSDARG00000005625,154
ENSDARG00000005626,12
ENSDARG00000005627,0
ENSDARG00000005629,1
ENSDARG00000005640,10
ENSDARG00000005643,0
ENSDARG00000005645,142
ENSDARG00000005648,1
ENSDARG00000005651,30
ENSDARG00000005652,188
ENSDARG00000005670,63
ENSDARG00000005673,1
ENSDARG00000005675,17
ENSDARG00000005679,30
ENSDARG00000005690,42
ENSDARG00000005699,4
ENSDARG00000005704,4
ENSDARG00000005713,0
ENSDARG00000005716,6
ENSDARG00000005738,5
ENSDARG00000005739,39
ENSDARG00000005749,11
ENSDARG00000005754,348
ENSDARG00000005762,161
ENSDARG00000005772,28
ENSDARG00000005774,440
ENSDARG00000005775,499
ENSDARG00000005776,11
ENSDARG00000005780,0
ENSDARG00000005783,198
ENSDARG00000005786,73
ENSDARG00000005789,30
ENSDARG00000005791,374
ENSDARG00000005799,5
ENSDARG00000005800,44
ENSDARG00000005814,0
ENSDARG00000005821,2
ENSDARG00000005823,75
ENSDARG00000005827,40
ENSDARG00000005828,4
ENSDARG00000005834,180
ENSDARG00000005840,40
ENSDARG00000005841,103
ENSDARG00000005842,25
ENSDARG00000005853,8
ENSDARG00000005861,392
ENSDARG00000005865,0
ENSDARG00000005867,120
ENSDARG00000005870,21
ENSDARG00000005883,140
ENSDARG00000005891,92
ENSDARG00000005894,4
ENSDARG00000005897,8
ENSDARG00000005908,52
ENSDARG00000005913,15
ENSDARG00000005915,73
ENSDARG00000005916,18
ENSDARG00000005924,159
ENSDARG00000005926,30
ENSDARG00000005927,41
ENSDARG00000005941,374
ENSDARG00000005942,0
ENSDARG00000005943,11
ENSDARG00000005945,74
ENSDARG00000005948,47
ENSDARG00000005972,10
ENSDARG00000005980,172
ENSDARG00000005989,107
ENSDARG00000005993,1
ENSDARG00000006003,48
ENSDARG00000006008,107
ENSDARG00000006010,37
ENSDARG00000006011,0
ENSDARG00000006019,112
ENSDARG00000006025,51
ENSDARG00000006029,8
ENSDARG00000006031,365
ENSDARG00000006038,17
ENSDARG00000006040,7
ENSDARG00000006044,8
ENSDARG00000006052,0
ENSDARG00000006060,121
ENSDARG00000006062,127
ENSDARG00000006065,35
ENSDARG00000006074,15
ENSDARG00000006079,0
ENSDARG00000006092,356
ENSDARG00000006093,16
ENSDARG00000006094,136
ENSDARG00000006109,0
ENSDARG00000006110,0
ENSDARG00000006112,28
ENSDARG00000006120,75
ENSDARG00000006124,300
ENSDARG00000006125,81
ENSDARG00000006128,222
ENSDARG00000006137,0
ENSDARG00000006151,7
ENSDARG00000006169,41
ENSDARG00000006174,0
ENSDARG00000006181,58
ENSDARG00000006192,61
ENSDARG00000006196,3
ENSDARG00000006200,412
ENSDARG00000006202,180
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,28
ENSDARG00000006219,29
ENSDARG00000006220,16
ENSDARG00000006225,57
ENSDARG00000006235,28
ENSDARG00000006240,19
ENSDARG00000006242,284
ENSDARG00000006251,12
ENSDARG00000006253,9
ENSDARG00000006257,314
ENSDARG00000006260,221
ENSDARG00000006266,106
ENSDARG00000006272,55
ENSDARG00000006279,10
ENSDARG00000006283,62
ENSDARG00000006288,19
ENSDARG00000006290,37
ENSDARG00000006292,8
ENSDARG00000006299,51
ENSDARG00000006300,7
ENSDARG00000006301,82
ENSDARG00000006307,55
ENSDARG00000006308,2
ENSDARG00000006314,81
ENSDARG00000006316,168
ENSDARG00000006332,78
ENSDARG00000006341,11
ENSDARG00000006345,15
ENSDARG00000006350,0
ENSDARG00000006353,12
ENSDARG00000006356,48
ENSDARG00000006368,1
ENSDARG00000006370,68
ENSDARG00000006372,0
ENSDARG00000006383,142
ENSDARG00000006385,20
ENSDARG00000006389,153
ENSDARG00000006392,29
ENSDARG00000006395,127
ENSDARG00000006396,231
ENSDARG00000006397,71
ENSDARG00000006399,69
ENSDARG00000006408,16
ENSDARG00000006409,9
ENSDARG00000006413,16
ENSDARG00000006420,207
ENSDARG00000006422,22
ENSDARG00000006427,22
ENSDARG00000006434,12
ENSDARG00000006447,0
ENSDARG00000006456,0
ENSDARG00000006467,21
ENSDARG00000006468,0
ENSDARG00000006474,3
ENSDARG00000006477,88
ENSDARG00000006487,128
ENSDARG00000006491,9
ENSDARG00000006494,44
ENSDARG00000006497,329
ENSDARG00000006501,0
ENSDARG00000006508,27
ENSDARG00000006514,67
ENSDARG00000006522,0
ENSDARG00000006524,382
ENSDARG00000006526,233
ENSDARG00000006527,118
ENSDARG00000006544,0
ENSDARG00000006545,18
ENSDARG00000006546,55
ENSDARG00000006553,16
ENSDARG00000006560,2
ENSDARG00000006566,174
ENSDARG00000006567,11
ENSDARG00000006568,0
ENSDARG00000006577,2
ENSDARG00000006580,0
ENSDARG00000006584,152
ENSDARG00000006585,80
ENSDARG00000006588,0
ENSDARG00000006598,23
ENSDARG00000006600,55
ENSDARG00000006601,46
ENSDARG00000006602,8
ENSDARG00000006603,62
ENSDARG00000006604,10
ENSDARG00000006607,33
ENSDARG00000006609,16
ENSDARG00000006615,2
ENSDARG00000006617,37
ENSDARG00000006621,64
ENSDARG00000006624,58
ENSDARG00000006636,65
ENSDARG00000006639,1
ENSDARG00000006640,39
ENSDARG00000006642,11
ENSDARG00000006666,7
ENSDARG00000006672,35
ENSDARG00000006677,14
ENSDARG00000006678,0
ENSDARG00000006683,43
ENSDARG00000006691,248
ENSDARG00000006712,25
ENSDARG00000006719,83
ENSDARG00000006747,294
