G4,Counts
ENSDARG00000002298,0
ENSDARG00000002299,11
ENSDARG00000002300,6
ENSDARG00000002304,0
ENSDARG00000002305,37
ENSDARG00000002311,0
ENSDARG00000002330,7
ENSDARG00000002332,11
ENSDARG00000002333,7
ENSDARG00000002336,8
ENSDARG00000002339,9
ENSDARG00000002344,182
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,11
ENSDARG00000002365,0
ENSDARG00000002369,11
ENSDARG00000002377,15
ENSDARG00000002385,29
ENSDARG00000002391,0
ENSDARG00000002394,0
ENSDARG00000002396,22
ENSDARG00000002401,0
ENSDARG00000002402,16
ENSDARG00000002403,4
ENSDARG00000002405,0
ENSDARG00000002406,0
ENSDARG00000002411,7
ENSDARG00000002445,0
ENSDARG00000002463,0
ENSDARG00000002467,9
ENSDARG00000002479,0
ENSDARG00000002483,0
ENSDARG00000002487,108
ENSDARG00000002494,12
ENSDARG00000002506,8
ENSDARG00000002507,0
ENSDARG00000002508,3
ENSDARG00000002509,0
ENSDARG00000002510,0
ENSDARG00000002523,3
ENSDARG00000002533,0
ENSDARG00000002536,25
ENSDARG00000002538,13
ENSDARG00000002546,2
ENSDARG00000002549,11
ENSDARG00000002552,15
ENSDARG00000002564,20
ENSDARG00000002571,22
ENSDARG00000002576,20
ENSDARG00000002582,7
ENSDARG00000002587,77
ENSDARG00000002589,105
ENSDARG00000002591,0
ENSDARG00000002593,21
ENSDARG00000002597,0
ENSDARG00000002600,10
ENSDARG00000002601,0
ENSDARG00000002607,15
ENSDARG00000002609,15
ENSDARG00000002613,0
ENSDARG00000002632,16
ENSDARG00000002634,3
ENSDARG00000002635,79
ENSDARG00000002642,13
ENSDARG00000002644,8
ENSDARG00000002656,55
ENSDARG00000002659,36
ENSDARG00000002663,36
ENSDARG00000002666,0
ENSDARG00000002670,38
ENSDARG00000002682,27
ENSDARG00000002685,0
ENSDARG00000002690,0
ENSDARG00000002696,159
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,136
ENSDARG00000002720,4
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,33
ENSDARG00000002732,8
ENSDARG00000002745,133
ENSDARG00000002748,6
ENSDARG00000002750,20
ENSDARG00000002754,0
ENSDARG00000002758,405
ENSDARG00000002760,0
ENSDARG00000002764,6
ENSDARG00000002768,998
ENSDARG00000002771,7
ENSDARG00000002779,0
ENSDARG00000002787,16
ENSDARG00000002790,60
ENSDARG00000002791,277
ENSDARG00000002792,21
ENSDARG00000002795,6
ENSDARG00000002797,0
ENSDARG00000002798,8
ENSDARG00000002816,33
ENSDARG00000002826,0
ENSDARG00000002830,0
ENSDARG00000002831,2
ENSDARG00000002840,16
ENSDARG00000002847,3
ENSDARG00000002872,0
ENSDARG00000002877,27
ENSDARG00000002880,14
ENSDARG00000002894,31
ENSDARG00000002897,21
ENSDARG00000002909,11
ENSDARG00000002912,1
ENSDARG00000002916,32
ENSDARG00000002917,0
ENSDARG00000002933,13
ENSDARG00000002937,38
ENSDARG00000002945,25
ENSDARG00000002947,0
ENSDARG00000002949,36
ENSDARG00000002952,27
ENSDARG00000002956,2
ENSDARG00000002959,0
ENSDARG00000002967,17
ENSDARG00000002968,58
ENSDARG00000002970,35
ENSDARG00000002971,8
ENSDARG00000002986,4
ENSDARG00000002988,66
ENSDARG00000002991,11
ENSDARG00000002994,16
ENSDARG00000003008,19
ENSDARG00000003017,5
ENSDARG00000003020,8
ENSDARG00000003021,5
ENSDARG00000003022,0
ENSDARG00000003027,0
ENSDARG00000003032,228
ENSDARG00000003035,18
ENSDARG00000003041,0
ENSDARG00000003046,9
ENSDARG00000003054,0
ENSDARG00000003058,13
ENSDARG00000003061,0
ENSDARG00000003068,20
ENSDARG00000003069,24
ENSDARG00000003077,23
ENSDARG00000003081,1536
ENSDARG00000003084,7
ENSDARG00000003085,0
ENSDARG00000003087,30
ENSDARG00000003090,0
ENSDARG00000003091,30
ENSDARG00000003098,43
ENSDARG00000003109,0
ENSDARG00000003113,11
ENSDARG00000003127,30
ENSDARG00000003132,0
ENSDARG00000003142,0
ENSDARG00000003144,0
ENSDARG00000003146,7
ENSDARG00000003151,46
ENSDARG00000003153,3
ENSDARG00000003157,7
ENSDARG00000003165,4
ENSDARG00000003167,4
ENSDARG00000003169,52
ENSDARG00000003175,25
ENSDARG00000003181,0
ENSDARG00000003189,71
ENSDARG00000003193,0
ENSDARG00000003197,0
ENSDARG00000003200,3
ENSDARG00000003203,40
ENSDARG00000003205,3
ENSDARG00000003206,1
ENSDARG00000003207,6
ENSDARG00000003208,4
ENSDARG00000003210,0
ENSDARG00000003213,17
ENSDARG00000003216,27
ENSDARG00000003217,19
ENSDARG00000003219,13
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,4
ENSDARG00000003250,22
ENSDARG00000003251,18
ENSDARG00000003257,1
ENSDARG00000003259,0
ENSDARG00000003269,61
ENSDARG00000003270,17
ENSDARG00000003281,9
ENSDARG00000003287,8
ENSDARG00000003290,0
ENSDARG00000003293,24
ENSDARG00000003303,0
ENSDARG00000003307,12
ENSDARG00000003308,20
ENSDARG00000003311,47
ENSDARG00000003313,0
ENSDARG00000003320,33
ENSDARG00000003326,0
ENSDARG00000003328,7
ENSDARG00000003344,0
ENSDARG00000003373,0
ENSDARG00000003375,0
ENSDARG00000003380,0
ENSDARG00000003381,11
ENSDARG00000003382,26
ENSDARG00000003383,11
ENSDARG00000003395,0
ENSDARG00000003398,6
ENSDARG00000003399,3
ENSDARG00000003403,23
ENSDARG00000003411,2
ENSDARG00000003414,0
ENSDARG00000003420,0
ENSDARG00000003421,37
ENSDARG00000003429,12
ENSDARG00000003444,0
ENSDARG00000003446,12
ENSDARG00000003449,6
ENSDARG00000003462,23
ENSDARG00000003469,2
ENSDARG00000003475,0
ENSDARG00000003486,47
ENSDARG00000003487,0
ENSDARG00000003495,45
ENSDARG00000003512,55
ENSDARG00000003517,0
ENSDARG00000003519,0
ENSDARG00000003520,0
ENSDARG00000003523,0
ENSDARG00000003526,41
ENSDARG00000003527,13
ENSDARG00000003531,5
ENSDARG00000003533,4
ENSDARG00000003544,37
ENSDARG00000003553,0
ENSDARG00000003564,26
ENSDARG00000003570,17
ENSDARG00000003573,32
ENSDARG00000003576,13
ENSDARG00000003584,0
ENSDARG00000003592,0
ENSDARG00000003599,1107
ENSDARG00000003607,24
ENSDARG00000003615,11
ENSDARG00000003616,41
ENSDARG00000003631,13
ENSDARG00000003632,0
ENSDARG00000003635,0
ENSDARG00000003641,0
ENSDARG00000003642,6
ENSDARG00000003655,120
ENSDARG00000003675,5
ENSDARG00000003680,37
ENSDARG00000003681,51
ENSDARG00000003684,20
ENSDARG00000003693,6
ENSDARG00000003695,164
ENSDARG00000003697,0
ENSDARG00000003699,3
ENSDARG00000003701,0
ENSDARG00000003705,48
ENSDARG00000003706,0
ENSDARG00000003732,9
ENSDARG00000003749,5
ENSDARG00000003750,13
ENSDARG00000003751,13
ENSDARG00000003754,25
ENSDARG00000003757,0
ENSDARG00000003769,0
ENSDARG00000003776,6
ENSDARG00000003779,24
ENSDARG00000003789,36
ENSDARG00000003795,281
ENSDARG00000003797,0
ENSDARG00000003803,4
ENSDARG00000003808,20
ENSDARG00000003811,98
ENSDARG00000003818,14
ENSDARG00000003820,79
ENSDARG00000003822,0
ENSDARG00000003827,0
ENSDARG00000003829,8
ENSDARG00000003835,101
ENSDARG00000003841,2
ENSDARG00000003845,8
ENSDARG00000003846,0
ENSDARG00000003854,47
ENSDARG00000003860,44
ENSDARG00000003865,2
ENSDARG00000003866,6
ENSDARG00000003867,4
ENSDARG00000003869,0
ENSDARG00000003872,6
ENSDARG00000003877,106
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,76
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,15
ENSDARG00000003920,31
ENSDARG00000003925,0
ENSDARG00000003927,14
ENSDARG00000003931,10
ENSDARG00000003934,7
ENSDARG00000003938,12
ENSDARG00000003940,15
ENSDARG00000003941,0
ENSDARG00000003944,0
ENSDARG00000003952,88
ENSDARG00000003961,4
ENSDARG00000003963,27
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,0
ENSDARG00000003971,23
ENSDARG00000003973,0
ENSDARG00000003974,6
ENSDARG00000003977,2
ENSDARG00000003984,14
ENSDARG00000003989,19
ENSDARG00000003991,32
ENSDARG00000003994,9
ENSDARG00000003998,4
ENSDARG00000004015,0
ENSDARG00000004017,0
ENSDARG00000004018,10
ENSDARG00000004023,84
ENSDARG00000004034,12
ENSDARG00000004037,12
ENSDARG00000004046,0
ENSDARG00000004049,4
ENSDARG00000004051,0
ENSDARG00000004055,36
ENSDARG00000004059,0
ENSDARG00000004060,202
ENSDARG00000004074,84
ENSDARG00000004078,5
ENSDARG00000004082,0
ENSDARG00000004094,62
ENSDARG00000004105,14
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,1
ENSDARG00000004115,39
ENSDARG00000004130,0
ENSDARG00000004131,0
ENSDARG00000004132,22
ENSDARG00000004150,8
ENSDARG00000004151,4
ENSDARG00000004154,0
ENSDARG00000004158,0
ENSDARG00000004160,40
ENSDARG00000004161,30
ENSDARG00000004167,1
ENSDARG00000004169,11
ENSDARG00000004171,0
ENSDARG00000004173,66
ENSDARG00000004174,151
ENSDARG00000004176,16
ENSDARG00000004177,9
ENSDARG00000004184,50
ENSDARG00000004187,27
ENSDARG00000004189,12
ENSDARG00000004196,34
ENSDARG00000004199,0
ENSDARG00000004204,0
ENSDARG00000004211,17
ENSDARG00000004218,22
ENSDARG00000004219,0
ENSDARG00000004227,14
ENSDARG00000004232,1
ENSDARG00000004243,0
ENSDARG00000004246,61
ENSDARG00000004251,6
ENSDARG00000004256,0
ENSDARG00000004260,1
ENSDARG00000004261,11
ENSDARG00000004262,21
ENSDARG00000004270,9
ENSDARG00000004274,5
ENSDARG00000004280,2
ENSDARG00000004282,36
ENSDARG00000004291,18
ENSDARG00000004296,10
ENSDARG00000004297,101
ENSDARG00000004301,0
ENSDARG00000004302,0
ENSDARG00000004305,4
ENSDARG00000004306,0
ENSDARG00000004307,7
ENSDARG00000004308,2
ENSDARG00000004311,0
ENSDARG00000004318,0
ENSDARG00000004322,0
ENSDARG00000004325,0
ENSDARG00000004328,0
ENSDARG00000004336,14
ENSDARG00000004343,4
ENSDARG00000004358,23
ENSDARG00000004363,6
ENSDARG00000004372,10
ENSDARG00000004377,32
ENSDARG00000004378,0
ENSDARG00000004386,22
ENSDARG00000004392,11
ENSDARG00000004396,0
ENSDARG00000004402,0
ENSDARG00000004405,0
ENSDARG00000004406,0
ENSDARG00000004415,47
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,0
ENSDARG00000004445,4
ENSDARG00000004447,0
ENSDARG00000004451,7
ENSDARG00000004452,165
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,0
ENSDARG00000004470,13
ENSDARG00000004472,5
ENSDARG00000004473,1
ENSDARG00000004492,0
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,12
ENSDARG00000004517,5
ENSDARG00000004525,13
ENSDARG00000004527,0
ENSDARG00000004529,0
ENSDARG00000004537,139
ENSDARG00000004539,1
ENSDARG00000004561,8
ENSDARG00000004574,0
ENSDARG00000004576,1
ENSDARG00000004580,8
ENSDARG00000004581,3
ENSDARG00000004586,7
ENSDARG00000004587,18
ENSDARG00000004588,138
ENSDARG00000004592,20
ENSDARG00000004594,5
ENSDARG00000004597,12
ENSDARG00000004598,0
ENSDARG00000004616,4
ENSDARG00000004618,2
ENSDARG00000004621,84
ENSDARG00000004627,0
ENSDARG00000004632,0
ENSDARG00000004633,2
ENSDARG00000004634,18
ENSDARG00000004635,35
ENSDARG00000004636,11
ENSDARG00000004643,7
ENSDARG00000004647,0
ENSDARG00000004648,24
ENSDARG00000004658,20
ENSDARG00000004672,34
ENSDARG00000004680,3
ENSDARG00000004687,1
ENSDARG00000004692,12
ENSDARG00000004695,4
ENSDARG00000004696,26
ENSDARG00000004697,13
ENSDARG00000004702,43
ENSDARG00000004706,14
ENSDARG00000004712,8
ENSDARG00000004713,2
ENSDARG00000004714,58
ENSDARG00000004721,0
ENSDARG00000004724,25
ENSDARG00000004726,28
ENSDARG00000004735,84
ENSDARG00000004745,4
ENSDARG00000004748,16
ENSDARG00000004753,5
ENSDARG00000004754,8
ENSDARG00000004757,589
ENSDARG00000004763,0
ENSDARG00000004771,21
ENSDARG00000004774,14
ENSDARG00000004782,39
ENSDARG00000004785,26
ENSDARG00000004789,13
ENSDARG00000004794,0
ENSDARG00000004796,70
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,48
ENSDARG00000004836,36
ENSDARG00000004840,18
ENSDARG00000004843,29
ENSDARG00000004851,3
ENSDARG00000004861,11
ENSDARG00000004864,0
ENSDARG00000004866,17
ENSDARG00000004869,9
ENSDARG00000004870,8
ENSDARG00000004871,0
ENSDARG00000004874,1
ENSDARG00000004875,0
ENSDARG00000004877,16
ENSDARG00000004880,3
ENSDARG00000004889,0
ENSDARG00000004891,18
ENSDARG00000004898,0
ENSDARG00000004904,24
ENSDARG00000004906,2
ENSDARG00000004925,1
ENSDARG00000004930,96
ENSDARG00000004931,5
ENSDARG00000004932,5
ENSDARG00000004937,0
ENSDARG00000004939,15
ENSDARG00000004948,44
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,3
ENSDARG00000004964,2
ENSDARG00000004979,0
ENSDARG00000004988,31
ENSDARG00000005002,0
ENSDARG00000005004,19
ENSDARG00000005010,0
ENSDARG00000005015,109
ENSDARG00000005023,1
ENSDARG00000005026,70
ENSDARG00000005034,0
ENSDARG00000005049,1
ENSDARG00000005050,0
ENSDARG00000005057,4
ENSDARG00000005058,3
ENSDARG00000005078,8
ENSDARG00000005085,0
ENSDARG00000005092,1
ENSDARG00000005095,3
ENSDARG00000005098,7
ENSDARG00000005104,25
ENSDARG00000005108,11
ENSDARG00000005112,40
ENSDARG00000005115,29
ENSDARG00000005122,14
ENSDARG00000005126,10
ENSDARG00000005128,0
ENSDARG00000005134,7
ENSDARG00000005139,7
ENSDARG00000005141,21
ENSDARG00000005150,0
ENSDARG00000005154,6
ENSDARG00000005159,3
ENSDARG00000005162,49
ENSDARG00000005163,2
ENSDARG00000005172,2
ENSDARG00000005176,0
ENSDARG00000005179,4
ENSDARG00000005185,34
ENSDARG00000005186,34
ENSDARG00000005191,213
ENSDARG00000005210,12
ENSDARG00000005216,14
ENSDARG00000005218,0
ENSDARG00000005220,1
ENSDARG00000005221,21
ENSDARG00000005230,34
ENSDARG00000005232,35
ENSDARG00000005236,215
ENSDARG00000005246,0
ENSDARG00000005251,3
ENSDARG00000005254,1
ENSDARG00000005271,0
ENSDARG00000005274,0
ENSDARG00000005284,4
ENSDARG00000005314,0
ENSDARG00000005315,15
ENSDARG00000005318,11
ENSDARG00000005320,4
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,10
ENSDARG00000005350,42
ENSDARG00000005355,13
ENSDARG00000005356,0
ENSDARG00000005359,17
ENSDARG00000005364,1
ENSDARG00000005368,9
ENSDARG00000005371,0
ENSDARG00000005372,12
ENSDARG00000005374,7
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,73
ENSDARG00000005397,40
ENSDARG00000005414,3
ENSDARG00000005416,43
ENSDARG00000005423,10
ENSDARG00000005425,0
ENSDARG00000005448,0
ENSDARG00000005451,45
ENSDARG00000005453,92
ENSDARG00000005454,3
ENSDARG00000005456,19
ENSDARG00000005458,10
ENSDARG00000005462,83
ENSDARG00000005463,7
ENSDARG00000005464,0
ENSDARG00000005468,42
ENSDARG00000005476,38
ENSDARG00000005479,78
ENSDARG00000005481,12
ENSDARG00000005482,214
ENSDARG00000005485,13
ENSDARG00000005500,0
ENSDARG00000005510,0
ENSDARG00000005513,366
ENSDARG00000005518,5
ENSDARG00000005522,0
ENSDARG00000005525,5
ENSDARG00000005526,7
ENSDARG00000005536,36
ENSDARG00000005540,61
ENSDARG00000005541,0
ENSDARG00000005544,1
ENSDARG00000005547,0
ENSDARG00000005549,36
ENSDARG00000005551,9
ENSDARG00000005559,0
ENSDARG00000005560,40
ENSDARG00000005561,0
ENSDARG00000005565,13
ENSDARG00000005574,8
ENSDARG00000005576,14
ENSDARG00000005578,33
ENSDARG00000005586,4
ENSDARG00000005590,2
ENSDARG00000005595,0
ENSDARG00000005606,15
ENSDARG00000005612,0
ENSDARG00000005616,8
ENSDARG00000005619,1
ENSDARG00000005625,55
ENSDARG00000005626,2
ENSDARG00000005627,0
ENSDARG00000005629,8
ENSDARG00000005640,0
ENSDARG00000005643,15
ENSDARG00000005645,22
ENSDARG00000005648,2
ENSDARG00000005651,2
ENSDARG00000005652,36
ENSDARG00000005670,3
ENSDARG00000005673,0
ENSDARG00000005675,10
ENSDARG00000005679,12
ENSDARG00000005690,0
ENSDARG00000005699,14
ENSDARG00000005704,25
ENSDARG00000005713,8
ENSDARG00000005716,2
ENSDARG00000005738,18
ENSDARG00000005739,1
ENSDARG00000005749,0
ENSDARG00000005754,142
ENSDARG00000005762,14
ENSDARG00000005772,0
ENSDARG00000005774,22
ENSDARG00000005775,128
ENSDARG00000005776,5
ENSDARG00000005780,2
ENSDARG00000005783,84
ENSDARG00000005786,23
ENSDARG00000005789,15
ENSDARG00000005791,172
ENSDARG00000005799,0
ENSDARG00000005800,12
ENSDARG00000005814,0
ENSDARG00000005821,0
ENSDARG00000005823,48
ENSDARG00000005827,25
ENSDARG00000005828,0
ENSDARG00000005834,17
ENSDARG00000005840,26
ENSDARG00000005841,26
ENSDARG00000005842,33
ENSDARG00000005853,0
ENSDARG00000005861,138
ENSDARG00000005865,0
ENSDARG00000005867,30
ENSDARG00000005870,0
ENSDARG00000005883,13
ENSDARG00000005891,10
ENSDARG00000005894,0
ENSDARG00000005897,0
ENSDARG00000005908,5
ENSDARG00000005913,6
ENSDARG00000005915,26
ENSDARG00000005916,2
ENSDARG00000005924,46
ENSDARG00000005926,9
ENSDARG00000005927,28
ENSDARG00000005941,38
ENSDARG00000005942,0
ENSDARG00000005943,0
ENSDARG00000005945,8
ENSDARG00000005948,12
ENSDARG00000005972,8
ENSDARG00000005980,22
ENSDARG00000005989,4
ENSDARG00000005993,6
ENSDARG00000006003,8
ENSDARG00000006008,19
ENSDARG00000006010,8
ENSDARG00000006011,8
ENSDARG00000006019,37
ENSDARG00000006025,7
ENSDARG00000006029,12
ENSDARG00000006031,198
ENSDARG00000006038,4
ENSDARG00000006040,0
ENSDARG00000006044,0
ENSDARG00000006052,0
ENSDARG00000006060,69
ENSDARG00000006062,85
ENSDARG00000006065,12
ENSDARG00000006074,20
ENSDARG00000006079,0
ENSDARG00000006092,107
ENSDARG00000006093,0
ENSDARG00000006094,115
ENSDARG00000006109,0
ENSDARG00000006110,0
ENSDARG00000006112,20
ENSDARG00000006120,0
ENSDARG00000006124,87
ENSDARG00000006125,18
ENSDARG00000006128,64
ENSDARG00000006137,0
ENSDARG00000006151,4
ENSDARG00000006169,49
ENSDARG00000006174,0
ENSDARG00000006181,1
ENSDARG00000006192,19
ENSDARG00000006196,1
ENSDARG00000006200,277
ENSDARG00000006202,142
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,5
ENSDARG00000006219,24
ENSDARG00000006220,57
ENSDARG00000006225,41
ENSDARG00000006235,3
ENSDARG00000006240,6
ENSDARG00000006242,116
ENSDARG00000006251,3
ENSDARG00000006253,2
ENSDARG00000006257,28
ENSDARG00000006260,201
ENSDARG00000006266,43
ENSDARG00000006272,36
ENSDARG00000006279,2
ENSDARG00000006283,50
ENSDARG00000006288,0
ENSDARG00000006290,2
ENSDARG00000006292,0
ENSDARG00000006299,6
ENSDARG00000006300,4
ENSDARG00000006301,8
ENSDARG00000006307,22
ENSDARG00000006308,2
ENSDARG00000006314,50
ENSDARG00000006316,132
ENSDARG00000006332,49
ENSDARG00000006341,0
ENSDARG00000006345,0
ENSDARG00000006350,0
ENSDARG00000006353,9
ENSDARG00000006356,2
ENSDARG00000006368,5
ENSDARG00000006370,4
ENSDARG00000006372,0
ENSDARG00000006383,63
ENSDARG00000006385,42
ENSDARG00000006389,31
ENSDARG00000006392,9
ENSDARG00000006395,24
ENSDARG00000006396,86
ENSDARG00000006397,19
ENSDARG00000006399,40
ENSDARG00000006408,4
ENSDARG00000006409,0
ENSDARG00000006413,35
ENSDARG00000006420,58
ENSDARG00000006422,14
ENSDARG00000006427,41
ENSDARG00000006434,0
ENSDARG00000006447,0
ENSDARG00000006456,15
ENSDARG00000006467,9
ENSDARG00000006468,0
ENSDARG00000006474,3
ENSDARG00000006477,2
ENSDARG00000006487,41
ENSDARG00000006491,0
ENSDARG00000006494,18
ENSDARG00000006497,113
ENSDARG00000006501,0
ENSDARG00000006508,23
ENSDARG00000006514,4
ENSDARG00000006522,0
ENSDARG00000006524,84
ENSDARG00000006526,198
ENSDARG00000006527,42
ENSDARG00000006544,0
ENSDARG00000006545,8
ENSDARG00000006546,21
ENSDARG00000006553,29
ENSDARG00000006560,0
ENSDARG00000006566,40
ENSDARG00000006567,0
ENSDARG00000006568,0
ENSDARG00000006577,6
ENSDARG00000006580,0
ENSDARG00000006584,42
ENSDARG00000006585,12
ENSDARG00000006588,2
ENSDARG00000006598,0
ENSDARG00000006600,13
ENSDARG00000006601,13
ENSDARG00000006602,0
ENSDARG00000006603,21
ENSDARG00000006604,0
ENSDARG00000006607,2
ENSDARG00000006609,21
ENSDARG00000006615,15
ENSDARG00000006617,0
ENSDARG00000006621,23
ENSDARG00000006624,3
ENSDARG00000006636,39
ENSDARG00000006639,18
ENSDARG00000006640,15
ENSDARG00000006642,1
ENSDARG00000006666,0
ENSDARG00000006672,1
ENSDARG00000006677,7
ENSDARG00000006678,0
ENSDARG00000006683,6
ENSDARG00000006691,204
ENSDARG00000006712,8
ENSDARG00000006719,21
ENSDARG00000006747,57
