A1,Counts
ENSDARG00000002204,8
ENSDARG00000002210,26
ENSDARG00000002213,26
ENSDARG00000002215,29
ENSDARG00000002216,17
ENSDARG00000002217,98
ENSDARG00000002219,9
ENSDARG00000002220,18
ENSDARG00000002230,98
ENSDARG00000002231,49
ENSDARG00000002235,172
ENSDARG00000002240,64
ENSDARG00000002241,4
ENSDARG00000002249,31
ENSDARG00000002255,53
ENSDARG00000002259,5
ENSDARG00000002264,23
ENSDARG00000002267,31
ENSDARG00000002271,147
ENSDARG00000002285,53
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,7
ENSDARG00000002299,9
ENSDARG00000002300,1
ENSDARG00000002304,2
ENSDARG00000002305,141
ENSDARG00000002311,0
ENSDARG00000002330,9
ENSDARG00000002332,110
ENSDARG00000002333,29
ENSDARG00000002336,84
ENSDARG00000002339,8
ENSDARG00000002344,586
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,2
ENSDARG00000002362,62
ENSDARG00000002365,23
ENSDARG00000002369,145
ENSDARG00000002377,5
ENSDARG00000002385,33
ENSDARG00000002391,6
ENSDARG00000002394,24
ENSDARG00000002396,159
ENSDARG00000002401,9
ENSDARG00000002402,29
ENSDARG00000002403,38
ENSDARG00000002405,43
ENSDARG00000002406,0
ENSDARG00000002411,54
ENSDARG00000002445,14
ENSDARG00000002463,5
ENSDARG00000002467,5
ENSDARG00000002479,24
ENSDARG00000002483,4
ENSDARG00000002487,37
ENSDARG00000002494,31
ENSDARG00000002506,22
ENSDARG00000002507,7
ENSDARG00000002508,25
ENSDARG00000002509,0
ENSDARG00000002510,0
ENSDARG00000002523,198
ENSDARG00000002533,3
ENSDARG00000002536,60
ENSDARG00000002538,47
ENSDARG00000002546,65
ENSDARG00000002549,14
ENSDARG00000002552,121
ENSDARG00000002564,73
ENSDARG00000002571,84
ENSDARG00000002576,25
ENSDARG00000002582,36
ENSDARG00000002587,241
ENSDARG00000002589,488
ENSDARG00000002591,77
ENSDARG00000002593,11
ENSDARG00000002597,0
ENSDARG00000002600,112
ENSDARG00000002601,7
ENSDARG00000002607,14
ENSDARG00000002609,34
ENSDARG00000002613,4
ENSDARG00000002632,114
ENSDARG00000002634,26
ENSDARG00000002635,55
ENSDARG00000002642,35
ENSDARG00000002644,56
ENSDARG00000002656,81
ENSDARG00000002659,82
ENSDARG00000002663,37
ENSDARG00000002666,8
ENSDARG00000002670,37
ENSDARG00000002682,83
ENSDARG00000002685,0
ENSDARG00000002690,54
ENSDARG00000002696,289
ENSDARG00000002701,2
ENSDARG00000002707,0
ENSDARG00000002710,711
ENSDARG00000002720,20
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,148
ENSDARG00000002732,7
ENSDARG00000002745,272
ENSDARG00000002748,37
ENSDARG00000002750,13
ENSDARG00000002754,8
ENSDARG00000002758,665
ENSDARG00000002760,10
ENSDARG00000002764,27
ENSDARG00000002768,2618
ENSDARG00000002771,30
ENSDARG00000002779,4
ENSDARG00000002787,108
ENSDARG00000002790,186
ENSDARG00000002791,1017
ENSDARG00000002792,164
ENSDARG00000002795,10
ENSDARG00000002797,0
ENSDARG00000002798,9
ENSDARG00000002816,45
ENSDARG00000002826,15
ENSDARG00000002830,19
ENSDARG00000002831,26
ENSDARG00000002840,55
ENSDARG00000002847,33
ENSDARG00000002872,5
ENSDARG00000002877,114
ENSDARG00000002880,52
ENSDARG00000002894,10
ENSDARG00000002897,40
ENSDARG00000002909,43
ENSDARG00000002912,20
ENSDARG00000002916,112
ENSDARG00000002917,9
ENSDARG00000002933,25
ENSDARG00000002937,93
ENSDARG00000002945,16
ENSDARG00000002947,49
ENSDARG00000002949,111
ENSDARG00000002952,69
ENSDARG00000002956,8
ENSDARG00000002959,0
ENSDARG00000002967,52
ENSDARG00000002968,245
ENSDARG00000002970,67
ENSDARG00000002971,40
ENSDARG00000002986,49
ENSDARG00000002988,147
ENSDARG00000002991,17
ENSDARG00000002994,73
ENSDARG00000003008,94
ENSDARG00000003017,35
ENSDARG00000003020,10
ENSDARG00000003021,5
ENSDARG00000003022,4
ENSDARG00000003027,7
ENSDARG00000003032,749
ENSDARG00000003035,348
ENSDARG00000003041,9
ENSDARG00000003046,37
ENSDARG00000003054,0
ENSDARG00000003058,53
ENSDARG00000003061,21
ENSDARG00000003068,70
ENSDARG00000003069,27
ENSDARG00000003077,12
ENSDARG00000003081,5442
ENSDARG00000003084,7
ENSDARG00000003085,14
ENSDARG00000003087,95
ENSDARG00000003090,0
ENSDARG00000003091,9
ENSDARG00000003098,250
ENSDARG00000003109,58
ENSDARG00000003113,184
ENSDARG00000003127,59
ENSDARG00000003132,45
ENSDARG00000003142,27
ENSDARG00000003144,2
ENSDARG00000003146,21
ENSDARG00000003151,340
ENSDARG00000003153,20
ENSDARG00000003157,24
ENSDARG00000003165,30
ENSDARG00000003167,15
ENSDARG00000003169,314
ENSDARG00000003175,40
ENSDARG00000003181,3
ENSDARG00000003189,157
ENSDARG00000003193,1
ENSDARG00000003197,8
ENSDARG00000003200,34
ENSDARG00000003203,276
ENSDARG00000003205,18
ENSDARG00000003206,12
ENSDARG00000003207,21
ENSDARG00000003208,15
ENSDARG00000003210,33
ENSDARG00000003213,233
ENSDARG00000003216,173
ENSDARG00000003217,38
ENSDARG00000003219,131
ENSDARG00000003229,0
ENSDARG00000003235,19
ENSDARG00000003244,5
ENSDARG00000003250,24
ENSDARG00000003251,14
ENSDARG00000003257,17
ENSDARG00000003259,15
ENSDARG00000003269,95
ENSDARG00000003270,13
ENSDARG00000003281,49
ENSDARG00000003287,9
ENSDARG00000003290,19
ENSDARG00000003293,135
ENSDARG00000003303,0
ENSDARG00000003307,49
ENSDARG00000003308,35
ENSDARG00000003311,57
ENSDARG00000003313,3
ENSDARG00000003320,89
ENSDARG00000003326,0
ENSDARG00000003328,11
ENSDARG00000003344,0
ENSDARG00000003373,24
ENSDARG00000003375,15
ENSDARG00000003380,0
ENSDARG00000003381,27
ENSDARG00000003382,42
ENSDARG00000003383,23
ENSDARG00000003395,4
ENSDARG00000003398,26
ENSDARG00000003399,3
ENSDARG00000003403,119
ENSDARG00000003411,57
ENSDARG00000003414,0
ENSDARG00000003420,5
ENSDARG00000003421,74
ENSDARG00000003429,76
ENSDARG00000003444,15
ENSDARG00000003446,21
ENSDARG00000003449,30
ENSDARG00000003462,155
ENSDARG00000003469,12
ENSDARG00000003475,11
ENSDARG00000003486,138
ENSDARG00000003487,49
ENSDARG00000003495,173
ENSDARG00000003512,129
ENSDARG00000003517,9
ENSDARG00000003519,6
ENSDARG00000003520,36
ENSDARG00000003523,6
ENSDARG00000003526,124
ENSDARG00000003527,35
ENSDARG00000003531,71
ENSDARG00000003533,1
ENSDARG00000003544,52
ENSDARG00000003553,0
ENSDARG00000003564,54
ENSDARG00000003570,230
ENSDARG00000003573,58
ENSDARG00000003576,13
ENSDARG00000003584,18
ENSDARG00000003592,16
ENSDARG00000003599,2282
ENSDARG00000003607,39
ENSDARG00000003615,48
ENSDARG00000003616,86
ENSDARG00000003631,120
ENSDARG00000003632,5
ENSDARG00000003635,8
ENSDARG00000003641,151
ENSDARG00000003642,16
ENSDARG00000003655,248
ENSDARG00000003675,23
ENSDARG00000003680,120
ENSDARG00000003681,308
ENSDARG00000003684,56
ENSDARG00000003693,68
ENSDARG00000003695,565
ENSDARG00000003697,1
ENSDARG00000003699,90
ENSDARG00000003701,0
ENSDARG00000003705,110
ENSDARG00000003706,21
ENSDARG00000003732,0
ENSDARG00000003749,16
ENSDARG00000003750,59
ENSDARG00000003751,48
ENSDARG00000003754,44
ENSDARG00000003757,35
ENSDARG00000003769,16
ENSDARG00000003776,71
ENSDARG00000003779,80
ENSDARG00000003789,152
ENSDARG00000003795,837
ENSDARG00000003797,12
ENSDARG00000003803,11
ENSDARG00000003808,66
ENSDARG00000003811,350
ENSDARG00000003818,94
ENSDARG00000003820,134
ENSDARG00000003822,2
ENSDARG00000003827,3
ENSDARG00000003829,94
ENSDARG00000003835,279
ENSDARG00000003841,8
ENSDARG00000003845,21
ENSDARG00000003846,2
ENSDARG00000003854,357
ENSDARG00000003860,108
ENSDARG00000003865,12
ENSDARG00000003866,137
ENSDARG00000003867,7
ENSDARG00000003869,25
ENSDARG00000003872,32
ENSDARG00000003877,142
ENSDARG00000003899,0
ENSDARG00000003900,1
ENSDARG00000003902,190
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,3
ENSDARG00000003910,123
ENSDARG00000003920,147
ENSDARG00000003925,3
ENSDARG00000003927,47
ENSDARG00000003931,116
ENSDARG00000003934,4
ENSDARG00000003938,112
ENSDARG00000003940,50
ENSDARG00000003941,52
ENSDARG00000003944,0
ENSDARG00000003952,326
ENSDARG00000003961,44
ENSDARG00000003963,93
ENSDARG00000003965,1
ENSDARG00000003968,0
ENSDARG00000003970,21
ENSDARG00000003971,17
ENSDARG00000003973,20
ENSDARG00000003974,61
ENSDARG00000003977,31
ENSDARG00000003984,32
ENSDARG00000003989,43
ENSDARG00000003991,55
ENSDARG00000003994,8
ENSDARG00000003998,18
ENSDARG00000004015,2
ENSDARG00000004017,25
ENSDARG00000004018,7
ENSDARG00000004023,160
ENSDARG00000004034,75
ENSDARG00000004037,16
ENSDARG00000004046,29
ENSDARG00000004049,28
ENSDARG00000004051,3
ENSDARG00000004055,114
ENSDARG00000004059,6
ENSDARG00000004060,485
ENSDARG00000004074,123
ENSDARG00000004078,34
ENSDARG00000004082,16
ENSDARG00000004094,158
ENSDARG00000004105,69
ENSDARG00000004109,0
ENSDARG00000004111,2
ENSDARG00000004114,8
ENSDARG00000004115,29
ENSDARG00000004130,0
ENSDARG00000004131,8
ENSDARG00000004132,332
ENSDARG00000004150,23
ENSDARG00000004151,21
ENSDARG00000004154,0
ENSDARG00000004158,10
ENSDARG00000004160,39
ENSDARG00000004161,86
ENSDARG00000004167,9
ENSDARG00000004169,71
ENSDARG00000004171,23
ENSDARG00000004173,253
ENSDARG00000004174,384
ENSDARG00000004176,10
ENSDARG00000004177,31
ENSDARG00000004184,122
ENSDARG00000004187,21
ENSDARG00000004189,57
ENSDARG00000004196,84
ENSDARG00000004199,4
ENSDARG00000004204,0
ENSDARG00000004211,21
ENSDARG00000004218,28
ENSDARG00000004219,17
ENSDARG00000004227,42
ENSDARG00000004232,14
ENSDARG00000004243,1
ENSDARG00000004246,130
ENSDARG00000004251,29
ENSDARG00000004256,0
ENSDARG00000004260,17
ENSDARG00000004261,173
ENSDARG00000004262,29
ENSDARG00000004270,106
ENSDARG00000004274,7
ENSDARG00000004280,30
ENSDARG00000004282,43
ENSDARG00000004291,65
ENSDARG00000004296,72
ENSDARG00000004297,152
ENSDARG00000004301,19
ENSDARG00000004302,14
ENSDARG00000004305,8
ENSDARG00000004306,17
ENSDARG00000004307,8
ENSDARG00000004308,23
ENSDARG00000004311,19
ENSDARG00000004318,0
ENSDARG00000004322,3
ENSDARG00000004325,4
ENSDARG00000004328,4
ENSDARG00000004336,105
ENSDARG00000004343,13
ENSDARG00000004358,47
ENSDARG00000004363,15
ENSDARG00000004372,60
ENSDARG00000004377,154
ENSDARG00000004378,6
ENSDARG00000004386,136
ENSDARG00000004392,4
ENSDARG00000004396,6
ENSDARG00000004402,9
ENSDARG00000004405,0
ENSDARG00000004406,11
ENSDARG00000004415,81
ENSDARG00000004427,6
ENSDARG00000004433,0
ENSDARG00000004436,9
ENSDARG00000004445,19
ENSDARG00000004447,6
ENSDARG00000004451,21
ENSDARG00000004452,394
ENSDARG00000004455,0
ENSDARG00000004459,2
ENSDARG00000004460,8
ENSDARG00000004470,108
ENSDARG00000004472,23
ENSDARG00000004473,12
ENSDARG00000004492,12
ENSDARG00000004497,6
ENSDARG00000004498,1
ENSDARG00000004502,38
ENSDARG00000004517,27
ENSDARG00000004525,28
ENSDARG00000004527,6
ENSDARG00000004529,0
ENSDARG00000004537,529
ENSDARG00000004539,23
ENSDARG00000004561,12
ENSDARG00000004574,13
ENSDARG00000004576,13
ENSDARG00000004580,49
ENSDARG00000004581,110
ENSDARG00000004586,4
ENSDARG00000004587,24
ENSDARG00000004588,360
ENSDARG00000004592,5
ENSDARG00000004594,70
ENSDARG00000004597,27
ENSDARG00000004598,0
ENSDARG00000004616,12
ENSDARG00000004618,5
ENSDARG00000004621,208
ENSDARG00000004627,0
ENSDARG00000004632,8
ENSDARG00000004633,0
ENSDARG00000004634,201
ENSDARG00000004635,99
ENSDARG00000004636,69
ENSDARG00000004643,38
ENSDARG00000004647,1
ENSDARG00000004648,12
ENSDARG00000004658,94
ENSDARG00000004672,143
ENSDARG00000004680,36
ENSDARG00000004687,62
ENSDARG00000004692,75
ENSDARG00000004695,7
ENSDARG00000004696,44
ENSDARG00000004697,40
ENSDARG00000004702,141
ENSDARG00000004706,92
ENSDARG00000004712,25
ENSDARG00000004713,9
ENSDARG00000004714,134
ENSDARG00000004721,5
ENSDARG00000004724,36
ENSDARG00000004726,102
ENSDARG00000004735,269
ENSDARG00000004745,25
ENSDARG00000004748,31
ENSDARG00000004753,57
ENSDARG00000004754,46
ENSDARG00000004757,1620
ENSDARG00000004763,11
ENSDARG00000004771,3
ENSDARG00000004774,90
ENSDARG00000004782,375
ENSDARG00000004785,147
ENSDARG00000004789,60
ENSDARG00000004794,8
ENSDARG00000004796,123
ENSDARG00000004806,21
ENSDARG00000004823,0
ENSDARG00000004830,144
ENSDARG00000004836,125
ENSDARG00000004840,41
ENSDARG00000004843,53
ENSDARG00000004851,13
ENSDARG00000004861,67
ENSDARG00000004864,0
ENSDARG00000004866,37
ENSDARG00000004869,28
ENSDARG00000004870,36
ENSDARG00000004871,8
ENSDARG00000004874,4
ENSDARG00000004875,55
ENSDARG00000004877,175
ENSDARG00000004880,10
ENSDARG00000004889,10
ENSDARG00000004891,67
ENSDARG00000004898,0
ENSDARG00000004904,29
ENSDARG00000004906,79
ENSDARG00000004925,4
ENSDARG00000004930,293
ENSDARG00000004931,17
ENSDARG00000004932,11
ENSDARG00000004937,2
ENSDARG00000004939,16
ENSDARG00000004948,137
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,31
ENSDARG00000004964,80
ENSDARG00000004979,33
ENSDARG00000004988,49
ENSDARG00000005002,41
ENSDARG00000005004,0
ENSDARG00000005010,8
ENSDARG00000005015,154
ENSDARG00000005023,20
ENSDARG00000005026,172
ENSDARG00000005034,15
ENSDARG00000005049,5
ENSDARG00000005050,0
ENSDARG00000005057,1
ENSDARG00000005058,53
ENSDARG00000005078,42
ENSDARG00000005085,48
ENSDARG00000005092,3
ENSDARG00000005095,4
ENSDARG00000005098,25
ENSDARG00000005104,59
ENSDARG00000005108,72
ENSDARG00000005112,519
ENSDARG00000005115,15
ENSDARG00000005122,210
ENSDARG00000005126,27
ENSDARG00000005128,13
ENSDARG00000005134,54
ENSDARG00000005139,48
ENSDARG00000005141,60
ENSDARG00000005150,12
ENSDARG00000005154,16
ENSDARG00000005159,57
ENSDARG00000005162,325
ENSDARG00000005163,51
ENSDARG00000005172,11
ENSDARG00000005176,9
ENSDARG00000005179,47
ENSDARG00000005185,233
ENSDARG00000005186,177
ENSDARG00000005191,792
ENSDARG00000005210,11
ENSDARG00000005216,12
ENSDARG00000005218,6
ENSDARG00000005220,20
ENSDARG00000005221,57
ENSDARG00000005230,95
ENSDARG00000005232,81
ENSDARG00000005236,447
ENSDARG00000005246,5
ENSDARG00000005251,23
ENSDARG00000005254,41
ENSDARG00000005271,0
ENSDARG00000005274,4
ENSDARG00000005284,4
ENSDARG00000005314,0
ENSDARG00000005315,137
ENSDARG00000005318,53
ENSDARG00000005320,26
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,0
ENSDARG00000005350,128
ENSDARG00000005355,39
ENSDARG00000005356,49
ENSDARG00000005359,136
ENSDARG00000005364,10
ENSDARG00000005368,109
ENSDARG00000005371,1
ENSDARG00000005372,30
ENSDARG00000005374,28
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,82
ENSDARG00000005397,120
ENSDARG00000005414,0
ENSDARG00000005416,54
ENSDARG00000005423,45
ENSDARG00000005425,11
ENSDARG00000005448,14
ENSDARG00000005451,288
ENSDARG00000005453,87
ENSDARG00000005454,21
ENSDARG00000005456,137
ENSDARG00000005458,43
ENSDARG00000005462,33
ENSDARG00000005463,67
ENSDARG00000005464,6
ENSDARG00000005468,132
ENSDARG00000005476,146
ENSDARG00000005479,267
ENSDARG00000005481,27
ENSDARG00000005482,291
ENSDARG00000005485,34
ENSDARG00000005500,16
ENSDARG00000005510,0
ENSDARG00000005513,1293
ENSDARG00000005518,3
ENSDARG00000005522,0
ENSDARG00000005525,23
ENSDARG00000005526,80
ENSDARG00000005536,120
ENSDARG00000005540,157
ENSDARG00000005541,22
ENSDARG00000005544,4
ENSDARG00000005547,13
ENSDARG00000005549,36
ENSDARG00000005551,40
ENSDARG00000005559,14
ENSDARG00000005560,146
ENSDARG00000005561,16
ENSDARG00000005565,65
ENSDARG00000005574,35
ENSDARG00000005576,179
ENSDARG00000005578,158
ENSDARG00000005586,21
ENSDARG00000005590,31
ENSDARG00000005595,0
ENSDARG00000005606,75
ENSDARG00000005612,13
ENSDARG00000005616,0
ENSDARG00000005619,1
ENSDARG00000005625,75
ENSDARG00000005626,3
ENSDARG00000005627,0
ENSDARG00000005629,35
ENSDARG00000005640,8
ENSDARG00000005643,10
ENSDARG00000005645,131
ENSDARG00000005648,26
ENSDARG00000005651,15
ENSDARG00000005652,194
ENSDARG00000005670,21
ENSDARG00000005673,9
ENSDARG00000005675,58
ENSDARG00000005679,23
ENSDARG00000005690,40
ENSDARG00000005699,61
ENSDARG00000005704,75
ENSDARG00000005713,31
ENSDARG00000005716,42
ENSDARG00000005738,10
ENSDARG00000005739,12
ENSDARG00000005749,31
ENSDARG00000005754,325
ENSDARG00000005762,110
ENSDARG00000005772,6
ENSDARG00000005774,225
ENSDARG00000005775,353
ENSDARG00000005776,12
ENSDARG00000005780,0
ENSDARG00000005783,58
ENSDARG00000005786,13
ENSDARG00000005789,27
ENSDARG00000005791,692
ENSDARG00000005799,3
ENSDARG00000005800,21
ENSDARG00000005814,0
ENSDARG00000005821,5
ENSDARG00000005823,101
ENSDARG00000005827,121
ENSDARG00000005828,6
ENSDARG00000005834,140
ENSDARG00000005840,110
ENSDARG00000005841,38
ENSDARG00000005842,19
ENSDARG00000005853,4
ENSDARG00000005861,272
ENSDARG00000005865,0
ENSDARG00000005867,84
ENSDARG00000005870,26
ENSDARG00000005883,30
ENSDARG00000005891,157
ENSDARG00000005894,8
ENSDARG00000005897,19
ENSDARG00000005908,26
ENSDARG00000005913,16
ENSDARG00000005915,28
ENSDARG00000005916,34
ENSDARG00000005924,195
ENSDARG00000005926,52
ENSDARG00000005927,67
ENSDARG00000005941,196
ENSDARG00000005942,6
ENSDARG00000005943,52
ENSDARG00000005945,137
ENSDARG00000005948,8
ENSDARG00000005972,29
ENSDARG00000005980,62
ENSDARG00000005989,22
ENSDARG00000005993,2
ENSDARG00000006003,37
ENSDARG00000006008,104
ENSDARG00000006010,37
ENSDARG00000006011,2
ENSDARG00000006019,113
ENSDARG00000006025,39
ENSDARG00000006029,47
ENSDARG00000006031,498
ENSDARG00000006038,26
ENSDARG00000006040,42
ENSDARG00000006044,12
ENSDARG00000006052,19
ENSDARG00000006060,179
ENSDARG00000006062,128
ENSDARG00000006065,18
ENSDARG00000006074,4
ENSDARG00000006079,3
ENSDARG00000006092,436
ENSDARG00000006093,4
ENSDARG00000006094,169
ENSDARG00000006109,0
ENSDARG00000006110,12
ENSDARG00000006112,66
ENSDARG00000006120,24
ENSDARG00000006124,401
ENSDARG00000006125,89
ENSDARG00000006128,185
ENSDARG00000006137,2
ENSDARG00000006151,5
ENSDARG00000006169,45
ENSDARG00000006174,0
ENSDARG00000006181,18
ENSDARG00000006192,32
ENSDARG00000006196,40
ENSDARG00000006200,942
ENSDARG00000006202,89
ENSDARG00000006206,0
ENSDARG00000006207,5
ENSDARG00000006215,125
ENSDARG00000006219,101
ENSDARG00000006220,330
ENSDARG00000006225,132
ENSDARG00000006235,66
ENSDARG00000006240,38
ENSDARG00000006242,565
ENSDARG00000006251,223
ENSDARG00000006253,18
ENSDARG00000006257,289
ENSDARG00000006260,704
ENSDARG00000006266,144
ENSDARG00000006272,88
ENSDARG00000006279,9
ENSDARG00000006283,129
ENSDARG00000006288,13
ENSDARG00000006290,20
ENSDARG00000006292,0
ENSDARG00000006299,24
ENSDARG00000006300,11
ENSDARG00000006301,140
ENSDARG00000006307,42
ENSDARG00000006308,6
ENSDARG00000006314,192
ENSDARG00000006316,621
ENSDARG00000006332,136
ENSDARG00000006341,2
ENSDARG00000006345,39
ENSDARG00000006350,4
ENSDARG00000006353,33
ENSDARG00000006356,32
ENSDARG00000006368,5
ENSDARG00000006370,52
ENSDARG00000006372,0
ENSDARG00000006383,32
ENSDARG00000006385,8
ENSDARG00000006389,93
ENSDARG00000006392,28
ENSDARG00000006395,254
ENSDARG00000006396,159
ENSDARG00000006397,124
ENSDARG00000006399,183
ENSDARG00000006408,72
ENSDARG00000006409,5
ENSDARG00000006413,47
ENSDARG00000006420,118
ENSDARG00000006422,28
ENSDARG00000006427,626
ENSDARG00000006434,7
ENSDARG00000006447,1
ENSDARG00000006456,14
ENSDARG00000006467,13
ENSDARG00000006468,3
ENSDARG00000006474,2
ENSDARG00000006477,59
ENSDARG00000006487,241
ENSDARG00000006491,37
ENSDARG00000006494,40
ENSDARG00000006497,377
ENSDARG00000006501,0
ENSDARG00000006508,55
ENSDARG00000006514,36
ENSDARG00000006522,7
ENSDARG00000006524,275
ENSDARG00000006526,1251
ENSDARG00000006527,64
ENSDARG00000006544,3
ENSDARG00000006545,42
ENSDARG00000006546,19
ENSDARG00000006553,25
ENSDARG00000006560,2
ENSDARG00000006566,125
ENSDARG00000006567,1
ENSDARG00000006568,1
ENSDARG00000006577,19
ENSDARG00000006580,0
ENSDARG00000006584,100
ENSDARG00000006585,28
ENSDARG00000006588,48
ENSDARG00000006598,6
ENSDARG00000006600,59
ENSDARG00000006601,32
ENSDARG00000006602,0
ENSDARG00000006603,111
ENSDARG00000006604,4
ENSDARG00000006607,19
ENSDARG00000006609,36
ENSDARG00000006615,62
ENSDARG00000006617,23
ENSDARG00000006621,78
ENSDARG00000006624,62
ENSDARG00000006636,28
ENSDARG00000006639,67
ENSDARG00000006640,37
ENSDARG00000006642,25
ENSDARG00000006666,15
ENSDARG00000006672,45
ENSDARG00000006677,47
ENSDARG00000006678,2
ENSDARG00000006683,55
ENSDARG00000006691,527
ENSDARG00000006712,25
ENSDARG00000006719,68
