Chemical,Dose,estimate,std.error,statistic,adj.p.value
1-Decanol,Dose_5,-0.016666666666666708,0.06652763279965647,-0.2505224666095856,1
1-Decanol,Dose_4,-6.418476861114186e-17,0.06652763279965647,-9.647835930737234e-16,1
1-Decanol,Dose_3,0.033333333333333263,0.06652763279965647,0.5010449332191689,1
1-Decanol,Dose_2,0.06666666666666665,0.06652763279965647,1.0020898664383395,1
1-Decanol,Dose_1,-0.05000000000000002,0.06652763279965648,-0.751567399828755,1
1-Octanol,Dose_5,-0.1,0.07453559924999299,-1.3416407864998738,1
1-Octanol,Dose_4,-2.7755575615628914e-17,0.07453559924999299,-3.723801229870909e-16,1
1-Octanol,Dose_3,-0.1333333333333333,0.074535599249993,-1.788854381999831,1
1-Octanol,Dose_2,-0.016666666666666646,0.074535599249993,-0.22360679774997863,1
1-Octanol,Dose_1,-0.049999999999999975,0.07453559924999302,-0.6708203932499363,1
17betaestradiol,Dose_5,0.04999999999999999,0.025458753860865775,1.9639610121239313,1
17betaestradiol,Dose_4,0.06666666666666665,0.02545875386086577,2.618614682831909,1
17betaestradiol,Dose_3,-0.016666666666666684,0.025458753860865775,-0.6546536707079779,1
17betaestradiol,Dose_2,-0.016666666666666677,0.02545875386086578,-0.6546536707079775,1
17betaestradiol,Dose_1,-1.3010426069826053e-17,0.02545875386086578,-5.110393910451831e-16,1
24-DMP,Dose_5,-0.016666666666666653,0.04753166585823876,-0.35064343665913794,1
24-DMP,Dose_4,0.03333333333333336,0.04753166585823875,0.7012868733182772,1
24-DMP,Dose_3,0.016666666666666663,0.04753166585823876,0.35064343665913816,1
24-DMP,Dose_2,4.336808689942018e-19,0.04753166585823876,9.124041019046905e-18,1
24-DMP,Dose_1,0.03333333333333336,0.04753166585823877,0.7012868733182769,1
24-DNP,Dose_5,0.016666666666667097,0.06397337409104344,0.2605250528594599,1
24-DNP,Dose_4,0.10000000000000062,0.06397337409104344,1.563150317156729,1
24-DNP,Dose_3,-0.016666666666666042,0.06397337409104344,-0.26052505285944344,1
24-DNP,Dose_2,0.0833333333333337,0.06397337409104345,1.3026252642972715,1
24-DNP,Dose_1,0.9500000000000003,0.06397337409104345,14.849928012988835,3.1747801887416216e-8
34-DCA,Dose_5,-0.1666666666666664,0.0703167436990966,-2.370227315699883,1
34-DCA,Dose_4,-0.13333333333333297,0.07031674369909659,-1.8961818525599046,1
34-DCA,Dose_3,-0.016666666666666233,0.0703167436990966,-0.23702273156998252,1
34-DCA,Dose_2,-0.049999999999999864,0.0703167436990966,-0.7110681947099641,1
34-DCA,Dose_1,0.7666666666666673,0.07031674369909661,10.903045652219486,2.443083840484676e-4
4-TPP,Dose_5,0.06666666666666704,0.049814470603244176,1.33829921023642,1
4-TPP,Dose_4,0.016666666666667225,0.04981447060324417,0.33457480255911437,1
4-TPP,Dose_3,0.03333333333333401,0.04981447060324417,0.66914960511822,1
4-TPP,Dose_2,-0.016666666666666375,0.049814470603244176,-0.3345748025590973,1
4-TPP,Dose_1,0.9666666666666671,0.04981447060324418,19.405338548427988,4.18554080283684e-13
4C3MP,Dose_5,-0.1,0.07453559924999299,-1.3416407864998738,1
4C3MP,Dose_4,-2.7755575615628914e-17,0.07453559924999299,-3.723801229870909e-16,1
4C3MP,Dose_3,-0.1333333333333333,0.074535599249993,-1.788854381999831,1
4C3MP,Dose_2,-0.016666666666666646,0.074535599249993,-0.22360679774997863,1
4C3MP,Dose_1,-0.049999999999999975,0.07453559924999302,-0.6708203932499363,1
4TOP,Dose_5,-0.01666666666666667,0.06898738478344615,-0.24159006344397496,1
4TOP,Dose_4,0.04999999999999999,0.06898738478344615,0.7247701903319246,1
4TOP,Dose_3,-0.016666666666666673,0.06898738478344615,-0.24159006344397502,1
4TOP,Dose_2,0.016666666666666663,0.06898738478344617,0.24159006344397482,1
4TOP,Dose_1,2.6020852139652106e-17,0.06898738478344617,3.7718275915709053e-16,1
Aniline,Dose_5,-0.03333333333333338,0.06817732869618866,-0.48892108228342523,1
Aniline,Dose_4,0.04999999999999997,0.06817732869618864,0.7333816234251365,1
Aniline,Dose_3,0.049999999999999954,0.06817732869618864,0.7333816234251362,1
Aniline,Dose_2,-0.01666666666666671,0.06817732869618866,-0.24446054114171292,1
Aniline,Dose_1,0.03333333333333335,0.06817732869618867,0.4889210822834246,1
BPA,Dose_5,0.04999999999999998,0.05305482838361478,0.9424212936563143,1
BPA,Dose_4,0.08333333333333333,0.05305482838361477,1.5707021560938579,1
BPA,Dose_3,0.0833333333333333,0.05305482838361478,1.5707021560938572,1
BPA,Dose_2,0.03333333333333329,0.05305482838361478,0.6282808624375423,1
BPA,Dose_1,0.03333333333333337,0.053054828383614784,0.6282808624375437,1
BPAF,Dose_5,0.05000000000000001,0.07226494462892934,0.6918984060216639,1
BPAF,Dose_4,6.071532165918825e-18,0.07226494462892934,8.40176685541699e-17,1
BPAF,Dose_3,0.03333333333333332,0.07226494462892934,0.46126560401444233,1
BPAF,Dose_2,0.1133333333333333,0.08239471396205517,1.3754927699066488,1
BPAF,Dose_1,0.033333333333333326,0.07226494462892934,0.4612656040144424,1
Clofibric-acid,Dose_5,-0.06666666666666665,0.0632455532033676,-1.0540925533894594,1
Clofibric-acid,Dose_4,0.016666666666666725,0.0632455532033676,0.26352313834736585,1
Clofibric-acid,Dose_3,-0.09999999999999998,0.0632455532033676,-1.581138830084189,1
Clofibric-acid,Dose_2,5.551115123125783e-17,0.0632455532033676,8.777083671441751e-16,1
Clofibric-acid,Dose_1,0.05000000000000003,0.06324555320336761,0.790569415042095,1
DES,Dose_5,0.04999999999999995,0.0848746352198565,0.5891041519115996,1
DES,Dose_4,-9.020562075079397e-17,0.08487463521985648,-1.0628101142011188e-15,1
DES,Dose_3,0.23333333333333334,0.08487463521985648,2.7491527089208017,1
DES,Dose_2,0.18333333333333332,0.0848746352198565,2.1600485570092007,1
DES,Dose_1,1.9081958235744878e-17,0.08487463521985651,2.248252164656212e-16,1
DMSO,Dose_5,-1.734723475976807e-18,0.01427248064296126,-1.2154323550141358e-16,1
DMSO,Dose_4,0.016666666666666677,0.014272480642961258,1.1677484162422849,1
DMSO,Dose_3,5.204170427930421e-18,0.01427248064296126,3.646297065042407e-16,1
DMSO,Dose_2,0.03333333333333334,0.014272480642961261,2.3354968324845684,1
DMSO,Dose_1,0.033333333333333354,0.014272480642961263,2.335496832484569,1
EE2,Dose_5,0.1,0.07734003802353269,1.2929913477618467,1
EE2,Dose_4,-0.09999999999999998,0.07734003802353269,-1.2929913477618464,1
EE2,Dose_3,-0.0333333333333333,0.07734003802353269,-0.4309971159206151,1
