Chemical,Dose,estimate,std.error,statistic,adj.p.value
EE2,Dose_2,0.06666666666666671,0.07734003802353269,0.8619942318412316,1
EE2,Dose_1,0.10000000000000002,0.0773400380235327,1.2929913477618467,1
Fadrozole,Dose_5,0.016666666666666708,0.06055300708194984,0.2752409412815908,1
Fadrozole,Dose_4,1.1492543028346347e-17,0.060553007081949835,1.897931016504735e-16,1
Fadrozole,Dose_3,2.0599841277224584e-18,0.060553007081949835,3.4019518220367894e-17,1
Fadrozole,Dose_2,0.016666666666666698,0.06055300708194984,0.2752409412815906,1
Fadrozole,Dose_1,0.016666666666666684,0.060553007081949856,0.2752409412815903,1
Fenitrothione,Dose_5,0.03333333333333331,0.05527707983925667,0.6030226891555268,1
Fenitrothione,Dose_4,-0.03333333333333334,0.055277079839256664,-0.6030226891555274,1
Fenitrothione,Dose_3,-1.3877787807814457e-17,0.055277079839256664,-2.510586277019419e-16,1
Fenitrothione,Dose_2,0.016666666666666653,0.05527707983925667,0.30151134457776335,1
Fenitrothione,Dose_1,-0.016666666666666687,0.05527707983925668,-0.3015113445777639,1
Fluoxetine,Dose_5,-0.11666666666666672,0.03132860484415931,-3.723966236192521,0.3695790543001774
Fluoxetine,Dose_4,-0.01666666666666671,0.03132860484415931,-0.5319951765989328,1
Fluoxetine,Dose_3,-0.050000000000000044,0.03132860484415931,-1.5959855297967953,1
Fluoxetine,Dose_2,0.01666666666666667,0.031328604844159315,0.5319951765989314,1
Fluoxetine,Dose_1,-0.06666666666666671,0.031328604844159315,-2.1279807063957263,1
Flutamide,Dose_5,0.10000000000000003,0.048112522432468816,2.0784609690826534,1
Flutamide,Dose_4,0.1,0.048112522432468816,2.078460969082653,1
Flutamide,Dose_3,0.08333333333333331,0.048112522432468816,1.7320508075688767,1
Flutamide,Dose_2,0.03333333333333334,0.04811252243246882,0.6928203230275509,1
Flutamide,Dose_1,0.06666666666666674,0.04811252243246882,1.385640646055103,1
Glyphosate,Dose_5,-0.01666666666666665,0.04533823502911815,-0.3676073110469034,1
Glyphosate,Dose_4,-0.01666666666666665,0.04533823502911814,-0.3676073110469035,1
Glyphosate,Dose_3,-0.03333333333333332,0.04533823502911814,-0.7352146220938075,1
Glyphosate,Dose_2,-0.04999999999999998,0.04533823502911815,-1.1028219331407112,1
Glyphosate,Dose_1,0.016666666666666663,0.04533823502911816,0.3676073110469037,1
Malathion,Dose_5,0.0166666666666667,0.07876359377087681,0.2116036847575799,1
Malathion,Dose_4,4.336808689942018e-17,0.0787635937708768,5.506108193282532e-16,1
Malathion,Dose_3,0.016666666666666743,0.0787635937708768,0.21160368475758046,1
Malathion,Dose_2,0.0333333333333334,0.07876359377087681,0.4232073695151598,1
Malathion,Dose_1,0.11666666666666672,0.07876359377087683,1.4812257933030566,1
NN-Dimethylformamide,Dose_5,-0.01666666666666668,0.050674463337739485,-0.3288967572401361,1
NN-Dimethylformamide,Dose_4,0.013333333333333336,0.0577777777777778,0.23076923076923073,1
NN-Dimethylformamide,Dose_3,-2.6020852139652106e-17,0.050674463337739485,-5.134904333613977e-16,1
NN-Dimethylformamide,Dose_2,0.016666666666666673,0.050674463337739485,0.32889675724013595,1
NN-Dimethylformamide,Dose_1,0.016666666666666656,0.050674463337739485,0.3288967572401356,1
Prochloraz,Dose_5,0.016666666666666677,0.04149966532662911,0.4016096644512496,1
Prochloraz,Dose_4,-0.01666666666666665,0.04149966532662911,-0.40160966445124896,1
Prochloraz,Dose_3,1.0408340855860843e-17,0.04149966532662911,2.508054167169902e-16,1
Prochloraz,Dose_2,0.11666666666666667,0.04149966532662912,2.8112676511587456,1
Prochloraz,Dose_1,-0.016666666666666653,0.041499665326629125,-0.4016096644512489,1
SDS,Dose_5,-1.3877787807814457e-17,0.04608098078517271,-3.0116086010651613e-16,1
SDS,Dose_4,0.0333333333333333,0.046080980785172705,0.7233642332556175,1
SDS,Dose_3,-0.016666666666666694,0.046080980785172705,-0.36168211662780975,1
SDS,Dose_2,0.049999999999999954,0.04608098078517272,1.0850463498834262,1
SDS,Dose_1,0.02333333333333329,0.05254040185571952,0.4441026811597033,1
TEG,Dose_5,0.04999999999999999,0.015010284540118107,3.331049445889223,0.6040532986796423
TEG,Dose_4,0.016666666666666687,0.015010284540118107,1.1103498152964093,1
TEG,Dose_3,0.06666666666666665,0.015010284540118105,4.441399261185631,0.1873767183812718
TEG,Dose_2,0.05,0.015010284540118107,3.331049445889224,0.6040532986796423
TEG,Dose_1,0.08166666666666668,0.017114357556388186,4.771821927734786,0.14386632408232958
TGSH,Dose_5,-0.08333333333333333,0.04638140325498177,-1.7966971131771998,1
TGSH,Dose_4,-0.09999999999999998,0.04638140325498177,-2.1560365358126394,1
TGSH,Dose_3,-0.06666666666666664,0.04638140325498177,-1.4373576905417593,1
TGSH,Dose_2,-0.08333333333333327,0.04638140325498177,-1.7966971131771985,1
TGSH,Dose_1,-0.07166666666666666,0.052882936172943394,-1.3551945457849526,1
Trenbolone,Dose_5,0.06666666666666668,0.0649786289653931,1.0259783520851542,1
Trenbolone,Dose_4,-3.469446951953614e-17,0.06497862896539308,-5.339366199618346e-16,1
Trenbolone,Dose_3,0.1333333333333333,0.0649786289653931,2.0519567041703075,1
Trenbolone,Dose_2,0.09999999999999999,0.0649786289653931,1.5389675281277309,1
Trenbolone,Dose_1,0.1,0.06497862896539311,1.5389675281277309,1
Vinclozolin,Dose_5,0.08333333333333334,0.051460160786264045,1.6193756890782396,1
Vinclozolin,Dose_4,0.08333333333333331,0.051460160786264045,1.6193756890782391,1
Vinclozolin,Dose_3,0.08333333333333333,0.05146016078626405,1.6193756890782391,1
Vinclozolin,Dose_2,-3.642919299551295e-17,0.05146016078626405,-7.079105941160753e-16,1
Vinclozolin,Dose_1,0.06666666666666671,0.05146016078626406,1.295500551262592,1
