"","diff","lwr.ci","upr.ci","pval"
"0.01-0",12.6066762407105,-16.1951758811229,41.4085283625439,0.679440281515354
"0.1-0",-6.015729547732,-34.8175816695654,22.7861225741014,0.975092867263101
"1-0",-1.8760405583099,-30.6778926801433,26.9258115635235,0.999892217745437
"10-0",-6.57657699278791,-35.3784291146213,22.2252751290455,0.963996381736952
"100-0",11.6867339280408,-17.1151181937926,40.4885860498741,0.737089219083028
