G1,Counts
ENSDARG00000001249,3
ENSDARG00000001259,0
ENSDARG00000001303,0
ENSDARG00000001313,37
ENSDARG00000001354,33
ENSDARG00000001414,18
ENSDARG00000001431,1348
ENSDARG00000001437,22
ENSDARG00000001442,21
ENSDARG00000001447,49
ENSDARG00000001452,0
ENSDARG00000001463,80
ENSDARG00000001470,80
ENSDARG00000001498,0
ENSDARG00000001549,260
ENSDARG00000001557,14
ENSDARG00000001558,40
ENSDARG00000001559,103
ENSDARG00000001572,0
ENSDARG00000001578,16
ENSDARG00000001621,12
ENSDARG00000001634,106
ENSDARG00000001656,0
ENSDARG00000001676,92
ENSDARG00000001686,16
ENSDARG00000001710,90
ENSDARG00000001712,27
ENSDARG00000001721,0
ENSDARG00000001729,204
ENSDARG00000001733,39
ENSDARG00000001734,19
ENSDARG00000001754,37
ENSDARG00000001760,57
ENSDARG00000001767,0
ENSDARG00000001769,73
ENSDARG00000001771,0
ENSDARG00000001776,18
ENSDARG00000001777,75
ENSDARG00000001781,0
ENSDARG00000001782,3
ENSDARG00000001785,32
ENSDARG00000001788,170
ENSDARG00000001803,16
ENSDARG00000001804,0
ENSDARG00000001807,40
ENSDARG00000001817,16
ENSDARG00000001818,410
ENSDARG00000001825,0
ENSDARG00000001829,247
ENSDARG00000001835,52
ENSDARG00000001857,452
ENSDARG00000001859,0
ENSDARG00000001870,1424
ENSDARG00000001873,15
ENSDARG00000001879,103
ENSDARG00000001880,389
ENSDARG00000001881,41
ENSDARG00000001882,46
ENSDARG00000001888,64
ENSDARG00000001889,176
ENSDARG00000001890,129
ENSDARG00000001891,8
ENSDARG00000001897,71
ENSDARG00000001898,16
ENSDARG00000001906,0
ENSDARG00000001909,0
ENSDARG00000001910,187
ENSDARG00000001912,30
ENSDARG00000001913,43
ENSDARG00000001929,15
ENSDARG00000001930,14
ENSDARG00000001933,10
ENSDARG00000001937,13
ENSDARG00000001939,12
ENSDARG00000001940,63
ENSDARG00000001950,1070
ENSDARG00000001953,25
ENSDARG00000001968,117
ENSDARG00000001969,48
ENSDARG00000001971,4
ENSDARG00000001975,8
ENSDARG00000001976,29
ENSDARG00000001993,96
ENSDARG00000001994,477
ENSDARG00000001999,64
ENSDARG00000002002,7
ENSDARG00000002006,43
ENSDARG00000002013,57
ENSDARG00000002016,0
ENSDARG00000002020,210
ENSDARG00000002021,35
ENSDARG00000002026,50
ENSDARG00000002031,32
ENSDARG00000002037,24
ENSDARG00000002060,0
ENSDARG00000002071,112
ENSDARG00000002077,14
ENSDARG00000002082,163
ENSDARG00000002084,116
ENSDARG00000002097,0
ENSDARG00000002127,122
ENSDARG00000002128,49
ENSDARG00000002131,261
ENSDARG00000002165,14
ENSDARG00000002167,76
ENSDARG00000002168,68
ENSDARG00000002172,4
ENSDARG00000002174,3
ENSDARG00000002184,17
ENSDARG00000002190,109
ENSDARG00000002192,12
ENSDARG00000002193,1412
ENSDARG00000002194,0
ENSDARG00000002196,47
ENSDARG00000002197,78
ENSDARG00000002204,23
ENSDARG00000002210,21
ENSDARG00000002213,24
ENSDARG00000002215,38
ENSDARG00000002216,15
ENSDARG00000002217,178
ENSDARG00000002219,29
ENSDARG00000002220,0
ENSDARG00000002230,165
ENSDARG00000002231,9
ENSDARG00000002235,161
ENSDARG00000002240,58
ENSDARG00000002241,0
ENSDARG00000002249,23
ENSDARG00000002255,124
ENSDARG00000002259,0
ENSDARG00000002264,34
ENSDARG00000002267,40
ENSDARG00000002271,214
ENSDARG00000002285,55
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,3
ENSDARG00000002299,0
ENSDARG00000002300,1
ENSDARG00000002304,0
ENSDARG00000002305,178
ENSDARG00000002311,13
ENSDARG00000002330,0
ENSDARG00000002332,112
ENSDARG00000002333,57
ENSDARG00000002336,172
ENSDARG00000002339,0
ENSDARG00000002344,699
ENSDARG00000002347,0
ENSDARG00000002353,10
ENSDARG00000002355,10
ENSDARG00000002362,77
ENSDARG00000002365,30
ENSDARG00000002369,167
ENSDARG00000002377,23
ENSDARG00000002385,66
ENSDARG00000002391,0
ENSDARG00000002394,6
ENSDARG00000002396,195
ENSDARG00000002401,1
ENSDARG00000002402,66
ENSDARG00000002403,56
ENSDARG00000002405,41
ENSDARG00000002406,0
ENSDARG00000002411,14
ENSDARG00000002445,22
ENSDARG00000002463,21
ENSDARG00000002467,5
ENSDARG00000002479,22
ENSDARG00000002483,0
ENSDARG00000002487,45
ENSDARG00000002494,84
ENSDARG00000002506,21
ENSDARG00000002507,43
ENSDARG00000002508,12
ENSDARG00000002509,0
ENSDARG00000002510,16
ENSDARG00000002523,63
ENSDARG00000002533,4
ENSDARG00000002536,103
ENSDARG00000002538,65
ENSDARG00000002546,53
ENSDARG00000002549,6
ENSDARG00000002552,103
ENSDARG00000002564,124
ENSDARG00000002571,46
ENSDARG00000002576,11
ENSDARG00000002582,62
ENSDARG00000002587,460
ENSDARG00000002589,572
ENSDARG00000002591,25
ENSDARG00000002593,11
ENSDARG00000002597,0
ENSDARG00000002600,90
ENSDARG00000002601,8
ENSDARG00000002607,30
ENSDARG00000002609,15
ENSDARG00000002613,6
ENSDARG00000002632,68
ENSDARG00000002634,5
ENSDARG00000002635,73
ENSDARG00000002642,13
ENSDARG00000002644,47
ENSDARG00000002656,104
ENSDARG00000002659,144
ENSDARG00000002663,5
ENSDARG00000002666,1
ENSDARG00000002670,82
ENSDARG00000002682,86
ENSDARG00000002685,0
ENSDARG00000002690,14
ENSDARG00000002696,427
ENSDARG00000002701,4
ENSDARG00000002707,0
ENSDARG00000002710,828
ENSDARG00000002720,38
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,126
ENSDARG00000002732,3
ENSDARG00000002745,261
ENSDARG00000002748,37
ENSDARG00000002750,22
ENSDARG00000002754,0
ENSDARG00000002758,1234
ENSDARG00000002760,6
ENSDARG00000002764,7
ENSDARG00000002768,2920
ENSDARG00000002771,35
ENSDARG00000002779,0
ENSDARG00000002787,79
ENSDARG00000002790,230
ENSDARG00000002791,1008
ENSDARG00000002792,110
ENSDARG00000002795,13
ENSDARG00000002797,0
ENSDARG00000002798,12
ENSDARG00000002816,68
ENSDARG00000002826,35
ENSDARG00000002830,11
ENSDARG00000002831,2
ENSDARG00000002840,93
ENSDARG00000002847,25
ENSDARG00000002872,18
ENSDARG00000002877,114
ENSDARG00000002880,64
ENSDARG00000002894,6
ENSDARG00000002897,64
ENSDARG00000002909,105
ENSDARG00000002912,37
ENSDARG00000002916,123
ENSDARG00000002917,1
ENSDARG00000002933,18
ENSDARG00000002937,112
ENSDARG00000002945,51
ENSDARG00000002947,30
ENSDARG00000002949,150
ENSDARG00000002952,48
ENSDARG00000002956,0
ENSDARG00000002959,0
ENSDARG00000002967,46
ENSDARG00000002968,164
ENSDARG00000002970,69
ENSDARG00000002971,62
ENSDARG00000002986,9
ENSDARG00000002988,148
ENSDARG00000002991,75
ENSDARG00000002994,60
ENSDARG00000003008,112
ENSDARG00000003017,28
ENSDARG00000003020,58
ENSDARG00000003021,29
ENSDARG00000003022,10
ENSDARG00000003027,1
ENSDARG00000003032,862
ENSDARG00000003035,381
ENSDARG00000003041,1
ENSDARG00000003046,30
ENSDARG00000003054,0
ENSDARG00000003058,52
ENSDARG00000003061,23
ENSDARG00000003068,105
ENSDARG00000003069,20
ENSDARG00000003077,15
ENSDARG00000003081,6804
ENSDARG00000003084,8
ENSDARG00000003085,60
ENSDARG00000003087,162
ENSDARG00000003090,0
ENSDARG00000003091,14
ENSDARG00000003098,369
ENSDARG00000003109,30
ENSDARG00000003113,176
ENSDARG00000003127,77
ENSDARG00000003132,45
ENSDARG00000003142,16
ENSDARG00000003144,3
ENSDARG00000003146,21
ENSDARG00000003151,267
ENSDARG00000003153,22
ENSDARG00000003157,38
ENSDARG00000003165,114
ENSDARG00000003167,8
ENSDARG00000003169,278
ENSDARG00000003175,32
ENSDARG00000003181,23
ENSDARG00000003189,196
ENSDARG00000003193,28
ENSDARG00000003197,2
ENSDARG00000003200,13
ENSDARG00000003203,13
ENSDARG00000003205,31
ENSDARG00000003206,22
ENSDARG00000003207,5
ENSDARG00000003208,12
ENSDARG00000003210,3
ENSDARG00000003213,313
ENSDARG00000003216,75
ENSDARG00000003217,55
ENSDARG00000003219,72
ENSDARG00000003229,0
ENSDARG00000003235,5
ENSDARG00000003244,9
ENSDARG00000003250,35
ENSDARG00000003251,0
ENSDARG00000003257,0
ENSDARG00000003259,0
ENSDARG00000003269,165
ENSDARG00000003270,4
ENSDARG00000003281,74
ENSDARG00000003287,0
ENSDARG00000003290,60
ENSDARG00000003293,113
ENSDARG00000003303,8
ENSDARG00000003307,48
ENSDARG00000003308,59
ENSDARG00000003311,118
ENSDARG00000003313,62
ENSDARG00000003320,89
ENSDARG00000003326,8
ENSDARG00000003328,11
ENSDARG00000003344,3
ENSDARG00000003373,5
ENSDARG00000003375,13
ENSDARG00000003380,0
ENSDARG00000003381,23
ENSDARG00000003382,69
ENSDARG00000003383,107
ENSDARG00000003395,12
ENSDARG00000003398,35
ENSDARG00000003399,2
ENSDARG00000003403,258
ENSDARG00000003411,31
ENSDARG00000003414,5
ENSDARG00000003420,0
ENSDARG00000003421,100
ENSDARG00000003429,66
ENSDARG00000003444,1
ENSDARG00000003446,3
ENSDARG00000003449,81
ENSDARG00000003462,133
ENSDARG00000003469,7
ENSDARG00000003475,0
ENSDARG00000003486,186
ENSDARG00000003487,82
ENSDARG00000003495,1551
ENSDARG00000003512,338
ENSDARG00000003517,16
ENSDARG00000003519,17
ENSDARG00000003520,47
ENSDARG00000003523,10
ENSDARG00000003526,93
ENSDARG00000003527,36
ENSDARG00000003531,61
ENSDARG00000003533,3
ENSDARG00000003544,48
ENSDARG00000003553,0
ENSDARG00000003564,29
ENSDARG00000003570,112
ENSDARG00000003573,82
ENSDARG00000003576,4
ENSDARG00000003584,19
ENSDARG00000003592,10
ENSDARG00000003599,2642
ENSDARG00000003607,49
ENSDARG00000003615,13
ENSDARG00000003616,86
ENSDARG00000003631,73
ENSDARG00000003632,4
ENSDARG00000003635,38
ENSDARG00000003641,32
ENSDARG00000003642,21
ENSDARG00000003655,400
ENSDARG00000003675,0
ENSDARG00000003680,201
ENSDARG00000003681,322
ENSDARG00000003684,54
ENSDARG00000003693,67
ENSDARG00000003695,507
ENSDARG00000003697,0
ENSDARG00000003699,53
ENSDARG00000003701,0
ENSDARG00000003705,175
ENSDARG00000003706,4
ENSDARG00000003732,7
ENSDARG00000003749,35
ENSDARG00000003750,53
ENSDARG00000003751,118
ENSDARG00000003754,69
ENSDARG00000003757,11
ENSDARG00000003769,11
ENSDARG00000003776,102
ENSDARG00000003779,93
ENSDARG00000003789,282
ENSDARG00000003795,668
ENSDARG00000003797,5
ENSDARG00000003803,14
ENSDARG00000003808,96
ENSDARG00000003811,345
ENSDARG00000003818,81
ENSDARG00000003820,108
ENSDARG00000003822,5
ENSDARG00000003827,0
ENSDARG00000003829,109
ENSDARG00000003835,318
ENSDARG00000003841,5
ENSDARG00000003845,26
ENSDARG00000003846,0
ENSDARG00000003854,238
ENSDARG00000003860,32
ENSDARG00000003865,7
ENSDARG00000003866,112
ENSDARG00000003867,18
ENSDARG00000003869,42
ENSDARG00000003872,90
ENSDARG00000003877,200
ENSDARG00000003899,4
ENSDARG00000003900,0
ENSDARG00000003902,125
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,6
ENSDARG00000003910,128
ENSDARG00000003920,161
ENSDARG00000003925,6
ENSDARG00000003927,72
ENSDARG00000003931,64
ENSDARG00000003934,1
ENSDARG00000003938,147
ENSDARG00000003940,62
ENSDARG00000003941,7
ENSDARG00000003944,0
ENSDARG00000003952,272
ENSDARG00000003961,12
ENSDARG00000003963,92
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,12
ENSDARG00000003971,24
ENSDARG00000003973,24
ENSDARG00000003974,141
ENSDARG00000003977,4
ENSDARG00000003984,65
ENSDARG00000003989,98
ENSDARG00000003991,42
ENSDARG00000003994,22
ENSDARG00000003998,29
ENSDARG00000004015,10
ENSDARG00000004017,17
ENSDARG00000004018,0
ENSDARG00000004023,293
ENSDARG00000004034,87
ENSDARG00000004037,20
ENSDARG00000004046,29
ENSDARG00000004049,45
ENSDARG00000004051,3
ENSDARG00000004055,83
ENSDARG00000004059,0
ENSDARG00000004060,787
ENSDARG00000004074,136
ENSDARG00000004078,94
ENSDARG00000004082,20
ENSDARG00000004094,169
ENSDARG00000004105,69
ENSDARG00000004109,0
ENSDARG00000004111,5
ENSDARG00000004114,20
ENSDARG00000004115,6
ENSDARG00000004130,5
ENSDARG00000004131,7
ENSDARG00000004132,330
ENSDARG00000004150,38
ENSDARG00000004151,14
ENSDARG00000004154,3
ENSDARG00000004158,29
ENSDARG00000004160,31
ENSDARG00000004161,58
ENSDARG00000004167,16
ENSDARG00000004169,97
ENSDARG00000004171,15
ENSDARG00000004173,189
ENSDARG00000004174,319
ENSDARG00000004176,40
ENSDARG00000004177,80
ENSDARG00000004184,172
ENSDARG00000004187,33
ENSDARG00000004189,71
ENSDARG00000004196,84
ENSDARG00000004199,6
ENSDARG00000004204,0
ENSDARG00000004211,34
ENSDARG00000004218,4
ENSDARG00000004219,0
ENSDARG00000004227,58
ENSDARG00000004232,7
ENSDARG00000004243,22
ENSDARG00000004246,192
ENSDARG00000004251,22
ENSDARG00000004256,0
ENSDARG00000004260,32
ENSDARG00000004261,94
ENSDARG00000004262,78
ENSDARG00000004270,37
ENSDARG00000004274,10
ENSDARG00000004280,18
ENSDARG00000004282,42
ENSDARG00000004291,61
ENSDARG00000004296,99
ENSDARG00000004297,220
ENSDARG00000004301,0
ENSDARG00000004302,26
ENSDARG00000004305,42
ENSDARG00000004306,11
ENSDARG00000004307,7
ENSDARG00000004308,42
ENSDARG00000004311,20
ENSDARG00000004318,7
ENSDARG00000004322,12
ENSDARG00000004325,23
ENSDARG00000004328,0
ENSDARG00000004336,123
ENSDARG00000004343,27
ENSDARG00000004358,60
ENSDARG00000004363,29
ENSDARG00000004372,129
ENSDARG00000004377,85
ENSDARG00000004378,9
ENSDARG00000004386,148
ENSDARG00000004392,3
ENSDARG00000004396,18
ENSDARG00000004402,49
ENSDARG00000004405,19
ENSDARG00000004406,1
ENSDARG00000004415,259
ENSDARG00000004427,1
ENSDARG00000004433,0
ENSDARG00000004436,15
ENSDARG00000004445,39
ENSDARG00000004447,0
ENSDARG00000004451,35
ENSDARG00000004452,550
ENSDARG00000004455,13
ENSDARG00000004459,6
ENSDARG00000004460,3
ENSDARG00000004470,180
ENSDARG00000004472,4
ENSDARG00000004473,0
ENSDARG00000004492,16
ENSDARG00000004497,13
ENSDARG00000004498,0
ENSDARG00000004502,21
ENSDARG00000004517,17
ENSDARG00000004525,4
ENSDARG00000004527,7
ENSDARG00000004529,0
ENSDARG00000004537,599
ENSDARG00000004539,38
ENSDARG00000004561,13
ENSDARG00000004574,18
ENSDARG00000004576,18
ENSDARG00000004580,121
ENSDARG00000004581,59
ENSDARG00000004586,1
ENSDARG00000004587,32
ENSDARG00000004588,563
ENSDARG00000004592,5
ENSDARG00000004594,27
ENSDARG00000004597,40
ENSDARG00000004598,0
ENSDARG00000004616,48
ENSDARG00000004618,3
ENSDARG00000004621,344
ENSDARG00000004627,0
ENSDARG00000004632,23
ENSDARG00000004633,4
ENSDARG00000004634,223
ENSDARG00000004635,119
ENSDARG00000004636,59
ENSDARG00000004643,62
ENSDARG00000004647,0
ENSDARG00000004648,11
ENSDARG00000004658,116
ENSDARG00000004672,185
ENSDARG00000004680,20
ENSDARG00000004687,36
ENSDARG00000004692,112
ENSDARG00000004695,14
ENSDARG00000004696,27
ENSDARG00000004697,34
ENSDARG00000004702,189
ENSDARG00000004706,94
ENSDARG00000004712,51
ENSDARG00000004713,4
ENSDARG00000004714,144
ENSDARG00000004721,13
ENSDARG00000004724,103
ENSDARG00000004726,103
ENSDARG00000004735,270
ENSDARG00000004745,44
ENSDARG00000004748,53
ENSDARG00000004753,115
ENSDARG00000004754,30
ENSDARG00000004757,1838
ENSDARG00000004763,7
ENSDARG00000004771,80
ENSDARG00000004774,57
ENSDARG00000004782,281
ENSDARG00000004785,142
ENSDARG00000004789,128
ENSDARG00000004794,29
ENSDARG00000004796,128
ENSDARG00000004806,7
ENSDARG00000004823,0
ENSDARG00000004830,118
ENSDARG00000004836,149
ENSDARG00000004840,48
ENSDARG00000004843,87
ENSDARG00000004851,12
ENSDARG00000004861,41
ENSDARG00000004864,2
ENSDARG00000004866,34
ENSDARG00000004869,15
ENSDARG00000004870,20
ENSDARG00000004871,10
ENSDARG00000004874,3
ENSDARG00000004875,38
ENSDARG00000004877,57
ENSDARG00000004880,8
ENSDARG00000004889,1
ENSDARG00000004891,41
ENSDARG00000004898,0
ENSDARG00000004904,69
ENSDARG00000004906,111
ENSDARG00000004925,10
ENSDARG00000004930,226
ENSDARG00000004931,80
ENSDARG00000004932,17
ENSDARG00000004937,37
ENSDARG00000004939,24
ENSDARG00000004948,90
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,24
ENSDARG00000004964,36
ENSDARG00000004979,42
ENSDARG00000004988,143
ENSDARG00000005002,33
ENSDARG00000005004,0
ENSDARG00000005010,10
ENSDARG00000005015,144
ENSDARG00000005023,24
ENSDARG00000005026,180
ENSDARG00000005034,24
ENSDARG00000005049,11
ENSDARG00000005050,0
ENSDARG00000005057,0
ENSDARG00000005058,69
ENSDARG00000005078,12
ENSDARG00000005085,69
ENSDARG00000005092,48
ENSDARG00000005095,2
ENSDARG00000005098,14
ENSDARG00000005104,71
ENSDARG00000005108,36
ENSDARG00000005112,170
ENSDARG00000005115,19
ENSDARG00000005122,79
ENSDARG00000005126,24
ENSDARG00000005128,24
ENSDARG00000005134,71
ENSDARG00000005139,43
ENSDARG00000005141,61
ENSDARG00000005150,1
ENSDARG00000005154,112
ENSDARG00000005159,32
ENSDARG00000005162,189
ENSDARG00000005163,53
ENSDARG00000005172,16
ENSDARG00000005176,5
ENSDARG00000005179,7
ENSDARG00000005185,246
ENSDARG00000005186,239
ENSDARG00000005191,876
ENSDARG00000005210,13
ENSDARG00000005216,14
ENSDARG00000005218,0
ENSDARG00000005220,9
ENSDARG00000005221,447
ENSDARG00000005230,28
ENSDARG00000005232,66
ENSDARG00000005236,521
ENSDARG00000005246,13
ENSDARG00000005251,8
ENSDARG00000005254,48
ENSDARG00000005271,0
ENSDARG00000005274,0
ENSDARG00000005284,9
ENSDARG00000005314,0
ENSDARG00000005315,138
ENSDARG00000005318,23
ENSDARG00000005320,21
ENSDARG00000005327,10
ENSDARG00000005332,1
ENSDARG00000005335,2
ENSDARG00000005343,3
ENSDARG00000005350,120
ENSDARG00000005355,71
ENSDARG00000005356,33
ENSDARG00000005359,155
ENSDARG00000005364,5
ENSDARG00000005368,96
ENSDARG00000005371,1
ENSDARG00000005372,39
ENSDARG00000005374,43
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,73
ENSDARG00000005397,173
ENSDARG00000005414,12
ENSDARG00000005416,60
ENSDARG00000005423,28
ENSDARG00000005425,26
ENSDARG00000005448,18
ENSDARG00000005451,237
ENSDARG00000005453,139
ENSDARG00000005454,18
ENSDARG00000005456,61
ENSDARG00000005458,86
ENSDARG00000005462,144
ENSDARG00000005463,93
ENSDARG00000005464,1
ENSDARG00000005468,128
ENSDARG00000005476,154
ENSDARG00000005479,485
ENSDARG00000005481,44
ENSDARG00000005482,271
ENSDARG00000005485,31
ENSDARG00000005500,35
ENSDARG00000005510,0
ENSDARG00000005513,1689
ENSDARG00000005518,1
ENSDARG00000005522,1
ENSDARG00000005525,3
ENSDARG00000005526,88
ENSDARG00000005536,134
ENSDARG00000005540,189
ENSDARG00000005541,14
ENSDARG00000005544,6
ENSDARG00000005547,16
ENSDARG00000005549,55
ENSDARG00000005551,18
ENSDARG00000005559,18
ENSDARG00000005560,122
ENSDARG00000005561,28
ENSDARG00000005565,35
ENSDARG00000005574,45
ENSDARG00000005576,0
ENSDARG00000005578,181
ENSDARG00000005586,68
ENSDARG00000005590,76
ENSDARG00000005595,32
ENSDARG00000005606,59
ENSDARG00000005612,2
ENSDARG00000005616,0
ENSDARG00000005619,58
ENSDARG00000005625,69
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,57
ENSDARG00000005640,7
ENSDARG00000005643,8
ENSDARG00000005645,206
ENSDARG00000005648,13
ENSDARG00000005651,36
ENSDARG00000005652,151
ENSDARG00000005670,75
ENSDARG00000005673,9
ENSDARG00000005675,38
ENSDARG00000005679,34
ENSDARG00000005690,51
ENSDARG00000005699,45
ENSDARG00000005704,45
ENSDARG00000005713,14
ENSDARG00000005716,29
ENSDARG00000005738,20
ENSDARG00000005739,36
ENSDARG00000005749,0
ENSDARG00000005754,326
ENSDARG00000005762,97
ENSDARG00000005772,5
ENSDARG00000005774,206
ENSDARG00000005775,409
ENSDARG00000005776,39
ENSDARG00000005780,0
ENSDARG00000005783,86
ENSDARG00000005786,33
ENSDARG00000005789,34
ENSDARG00000005791,696
ENSDARG00000005799,1
ENSDARG00000005800,64
ENSDARG00000005814,0
ENSDARG00000005821,1
ENSDARG00000005823,87
ENSDARG00000005827,92
ENSDARG00000005828,0
ENSDARG00000005834,96
ENSDARG00000005840,111
ENSDARG00000005841,85
ENSDARG00000005842,28
ENSDARG00000005853,4
ENSDARG00000005861,359
ENSDARG00000005865,0
ENSDARG00000005867,86
ENSDARG00000005870,9
ENSDARG00000005883,36
ENSDARG00000005891,87
ENSDARG00000005894,14
ENSDARG00000005897,47
ENSDARG00000005908,31
ENSDARG00000005913,29
ENSDARG00000005915,120
ENSDARG00000005916,51
ENSDARG00000005924,265
ENSDARG00000005926,41
ENSDARG00000005927,134
ENSDARG00000005941,153
ENSDARG00000005942,0
ENSDARG00000005943,4
ENSDARG00000005945,68
ENSDARG00000005948,18
ENSDARG00000005972,7
ENSDARG00000005980,140
ENSDARG00000005989,40
ENSDARG00000005993,2
ENSDARG00000006003,23
ENSDARG00000006008,117
ENSDARG00000006010,45
ENSDARG00000006011,9
ENSDARG00000006019,164
ENSDARG00000006025,148
ENSDARG00000006029,52
ENSDARG00000006031,633
ENSDARG00000006038,38
ENSDARG00000006040,11
ENSDARG00000006044,3
ENSDARG00000006052,8
ENSDARG00000006060,239
ENSDARG00000006062,184
ENSDARG00000006065,7
ENSDARG00000006074,42
ENSDARG00000006079,8
ENSDARG00000006092,390
ENSDARG00000006093,33
ENSDARG00000006094,228
ENSDARG00000006109,5
ENSDARG00000006110,12
ENSDARG00000006112,117
ENSDARG00000006120,71
ENSDARG00000006124,513
ENSDARG00000006125,78
ENSDARG00000006128,166
ENSDARG00000006137,12
ENSDARG00000006151,14
ENSDARG00000006169,82
ENSDARG00000006174,0
ENSDARG00000006181,39
ENSDARG00000006192,54
ENSDARG00000006196,13
ENSDARG00000006200,929
ENSDARG00000006202,166
ENSDARG00000006206,3
ENSDARG00000006207,0
ENSDARG00000006215,54
ENSDARG00000006219,123
ENSDARG00000006220,97
ENSDARG00000006225,126
ENSDARG00000006235,60
ENSDARG00000006240,24
ENSDARG00000006242,212
ENSDARG00000006251,306
ENSDARG00000006253,3
ENSDARG00000006257,379
ENSDARG00000006260,483
ENSDARG00000006266,243
ENSDARG00000006272,72
ENSDARG00000006279,12
ENSDARG00000006283,203
ENSDARG00000006288,1
ENSDARG00000006290,20
ENSDARG00000006292,13
ENSDARG00000006299,87
ENSDARG00000006300,50
ENSDARG00000006301,88
ENSDARG00000006307,22
ENSDARG00000006308,8
ENSDARG00000006314,170
ENSDARG00000006316,455
ENSDARG00000006332,175
ENSDARG00000006341,0
ENSDARG00000006345,41
ENSDARG00000006350,7
ENSDARG00000006353,47
ENSDARG00000006356,9
ENSDARG00000006368,2
ENSDARG00000006370,64
ENSDARG00000006372,0
ENSDARG00000006383,86
ENSDARG00000006385,26
ENSDARG00000006389,96
ENSDARG00000006392,17
ENSDARG00000006395,167
ENSDARG00000006396,205
ENSDARG00000006397,59
ENSDARG00000006399,84
ENSDARG00000006408,77
ENSDARG00000006409,13
ENSDARG00000006413,86
ENSDARG00000006420,194
ENSDARG00000006422,36
ENSDARG00000006427,157
ENSDARG00000006434,1
ENSDARG00000006447,1
ENSDARG00000006456,0
ENSDARG00000006467,47
ENSDARG00000006468,0
ENSDARG00000006474,15
ENSDARG00000006477,80
ENSDARG00000006487,95
ENSDARG00000006491,4
ENSDARG00000006494,34
ENSDARG00000006497,490
ENSDARG00000006501,0
ENSDARG00000006508,28
ENSDARG00000006514,43
ENSDARG00000006522,7
ENSDARG00000006524,439
ENSDARG00000006526,1167
ENSDARG00000006527,104
ENSDARG00000006544,0
ENSDARG00000006545,18
ENSDARG00000006546,51
ENSDARG00000006553,40
ENSDARG00000006560,0
ENSDARG00000006566,99
ENSDARG00000006567,0
ENSDARG00000006568,0
ENSDARG00000006577,10
ENSDARG00000006580,0
ENSDARG00000006584,214
ENSDARG00000006585,52
ENSDARG00000006588,13
ENSDARG00000006598,20
ENSDARG00000006600,142
ENSDARG00000006601,68
ENSDARG00000006602,0
ENSDARG00000006603,78
ENSDARG00000006604,20
ENSDARG00000006607,12
ENSDARG00000006609,41
ENSDARG00000006615,77
ENSDARG00000006617,21
ENSDARG00000006621,51
ENSDARG00000006624,152
ENSDARG00000006636,33
ENSDARG00000006639,93
ENSDARG00000006640,26
ENSDARG00000006642,3
ENSDARG00000006666,0
ENSDARG00000006672,58
ENSDARG00000006677,28
ENSDARG00000006678,6
ENSDARG00000006683,116
ENSDARG00000006691,480
ENSDARG00000006712,21
ENSDARG00000006719,86
