Benchmark Dose Analyses
Data Source: bmdexpress_input_BitA_24h2
Work Source: bmdexpress_input_BitA_24h2_williams_0.05_NOMTC_foldfilter1.5
BMDExpress2 Version: BMDExpress 2.30.0507 BETA
Timestamp (Start Time): 02/23/2022 10:14.38
Operating System: Windows 10
hill version: Hill Model. (Version: 2.18;  Date: 03/14/2017)
power version: Power Model. (Version: 2.19;  Date: 03/14/2017)
linear version: Polynomial Model. (Version: 2.21;  Date: 03/14/2017)
poly 2 version: Polynomial Model. (Version: 2.21;  Date: 03/14/2017)
exponential 2 version: Exponential Model. (Version: 1.11;  Date: 03/14/2017)
exponential 3 version: Exponential Model. (Version: 1.11;  Date: 03/14/2017)
exponential 4 version: Exponential Model. (Version: 1.11;  Date: 03/14/2017)
exponential 5 version: Exponential Model. (Version: 1.11;  Date: 03/14/2017)
Models fit: hill, power, linear, poly 2, exponential 2, exponential 3, exponential 4, exponential 5
Maximum Iterations: 250
Confidence Level: 0.95
Constant Variance: 1
BMR Type: Standard Deviation
BMR Factor: 1.0
Restrict Power: 1
Highest Dose: 57.0
Lowest Positive Dose: 1.0
Best Model Selection: Lowest AIC
Fit Selected Models with Multiple Threads: 12
Number of Available Processors On Machine: 4
Destory Model Processes If Run More Than: 30000 milliseconds.
BMDL and BMDU Model Selection: Compute and utilize in best model selection
Flag Hill Model with 'k' Parameter <: 1/3 of Lowest Positive Dose
Best Model Selection with Flagged Hill Model: Exclude Flagged Hill from Best Models
Total Run Time: 5311 seconds
Hill # of model timeouts: 658
Poly 2 # of model timeouts: 2116

Probe ID	Entrez Gene IDs	Genes Symbols	Hill BMD	Hill BMDL	Hill BMDU	Hill fitPValue	Hill fitLogLikelihood	Hill AIC	Hill adverseDirection	Hill BMD/BMDL	Flagged Hill	Hill Parameter Intercept	Hill Parameter v	Hill Parameter n	Hill Parameter k	Hill Execution Complete	Power BMD	Power BMDL	Power BMDU	Power fitPValue	Power fitLogLikelihood	Power AIC	Power adverseDirection	Power BMD/BMDL	Power Parameter control	Power Parameter slope	Power Parameter power	Power Execution Complete	Linear BMD	Linear BMDL	Linear BMDU	Linear fitPValue	Linear fitLogLikelihood	Linear AIC	Linear adverseDirection	Linear BMD/BMDL	Linear Execution Complete	Linear Parameter beta_0	Linear Parameter beta_1	Poly 2 BMD	Poly 2 BMDL	Poly 2 BMDU	Poly 2 fitPValue	Poly 2 fitLogLikelihood	Poly 2 AIC	Poly 2 adverseDirection	Poly 2 BMD/BMDL	Poly 2 Execution Complete	Poly 2 Parameter beta_0	Poly 2 Parameter beta_1	Poly 2 Parameter beta_2	Exp 2 BMD	Exp 2 BMDL	Exp 2 BMDU	Exp 2 fitPValue	Exp 2 fitLogLikelihood	Exp 2 AIC	Exp 2 adverseDirection	Exp 2 BMD/BMDL	Exp 2 Execution Complete	Exp 2 Parameter sign	Exp 2 Parameter a	Exp 2 Parameter b	Exp 3 BMD	Exp 3 BMDL	Exp 3 BMDU	Exp 3 fitPValue	Exp 3 fitLogLikelihood	Exp 3 AIC	Exp 3 adverseDirection	Exp 3 BMD/BMDL	Exp 3 Execution Complete	Exp 3 Parameter sign	Exp 3 Parameter a	Exp 3 Parameter b	Exp 3 Parameter d	Exp 4 BMD	Exp 4 BMDL	Exp 4 BMDU	Exp 4 fitPValue	Exp 4 fitLogLikelihood	Exp 4 AIC	Exp 4 adverseDirection	Exp 4 BMD/BMDL	Exp 4 Execution Complete	Exp 4 Parameter a	Exp 4 Parameter b	Exp 4 Parameter c	Exp 5 BMD	Exp 5 BMDL	Exp 5 BMDU	Exp 5 fitPValue	Exp 5 fitLogLikelihood	Exp 5 AIC	Exp 5 adverseDirection	Exp 5 BMD/BMDL	Exp 5 Execution Complete	Exp 5 Parameter a	Exp 5 Parameter b	Exp 5 Parameter c	Exp 5 Parameter d	Best Poly	Best Model	Best BMD	Best BMDL	Best BMDU	Best fitPValue	Best fitLogLikelihood	Best AIC	Best adverseDirection	Best BMD/BMDL	Best BMDU/BMDL	Best BMDU/BMD	wAUC	Prefilter P-Value	Prefilter Adjusted P-Value	Max Fold Change	Max Fold Change Absolute Value	NOTEL	LOTEL	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	FC Dose Level 5	FC Dose Level 6
Cct6a_29113	12466	cct6a	1.7719	0.202008	17.5944	9.0E-5	5.782537	-3.565075	-1	8.771434794661598	0	10.7603	-1.39877	1.0	4.60356	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	29.0499	15.3187	268.649	9.0E-5	2.03993	1.920141	-1	1.8963684907988276	true	10.2847	-0.0178468	2.56355	1.80937	4.21727	1.533E-4	11.64031	-15.28062	-1	1.4168191138352024	true	10.6625	-0.100778	0.00161559	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	9.81761	0.00181459	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	9.81761	0.00181459	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Poly 2	2.56355	1.80937	4.21727	1.533E-4	11.64031	-15.28062	-1	1.4168191138352024	2.3307946964965707	1.6450898168555323	-0.09530427	0.008064516129032258	0.11057213930348259	-3.9940602779388428	3.9940602779388428	0.0	1.0	-1.6505339	-1.4708141	-1.7656367	-2.0772023	-3.9940603	-1.5992789	
Kif11_29129	16551	kif11	12.5794	3.192	23.9214	0.1743	-0.694948	11.389896	-1	3.940914786967418	0	5.33754	-3.34293	4.44717	17.3931	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	10.6275	7.31553	18.7937	0.06474	-3.410249	12.820499	-1	1.452731381048263	true	5.40196	-0.0741903	4.5149	2.96489	8.92338	0.2191	-1.083644	10.167289	-1	1.522788366516127	true	5.76075	-0.152945	0.00153422	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	3.25795	0.0206857	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	3.25795	0.0206857	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Poly 2	4.5149	2.96489	8.92338	0.2191	-1.083644	10.167289	-1	1.522788366516127	3.0096833272060683	1.9764291567919556	-0.16809146	0.014814814814814815	0.1454072339318241	-13.399380683898926	13.399380683898926			-1.8728065	-1.2478435	-2.2764077	-2.6370602	-12.634106	-13.399381	
Ddit3_29142	13198	ddit3	13.5599	10.9259	22.6718	0.9912	0.306633	9.386735	1	1.2410785381524634	0	6.24079	5.24309	7.36053	17.9407	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	9.17423	6.43225	15.4335	0.006596	-7.684947	21.369894	1	1.4262862917330639	true	6.0369	0.119403	4.93815	3.19335	10.0824	0.01004	-6.27461	20.549219	1	1.5463854572784068	true	5.63556	0.207499	-0.0017162	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.11724	0.0139729	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.11724	0.0139729	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	13.5599	10.9259	22.6718	0.9912	0.306633	9.386735	1	1.2410785381524634	2.0750510255448065	1.6719739821090125	0.097514145	0.014084507042253521	0.1454072339318241	40.9167594909668	40.9167594909668			1.1062567	1.1313866	1.098494	1.7910327	35.908634	40.91676	
Klhl9_29154	242521	klhl9	14.4438	12.4408	22.9041	5.842E-4	3.633322	0.733355	-1	1.161002507877307	0	9.50454	-2.36063	18.0	15.6315	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	18.6861	11.4606	49.3397	9.0E-5	-3.940016	13.880032	-1	1.6304643735930056	true	9.46696	-0.0439501	5.08279	3.24016	11.1946	9.0E-5	-0.822059	9.644118	-1	1.5686848797590243	true	9.8875	-0.13626	0.0017983	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	8.27413	0.00531056	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	8.27413	0.00531056	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	14.4438	12.4408	22.9041	5.842E-4	3.633322	0.733355	-1	1.161002507877307	1.8410471995370072	1.585739209903211	-0.049067017	0.007575757575757576	0.11057213930348259	-6.269890785217285	6.269890785217285			1.316554	1.3000772	1.2629786	-1.0049422	-6.269891	-1.9328202	
Ankrd10_29162	102334	ankrd10	13.4785	10.4479	15.6734	0.1459	10.849607	-13.699215	1	1.2900678605269957	0	6.89406	1.71383	18.0	14.8189	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	13.4015	8.88119	26.5236	3.995E-4	2.949625	0.10075	1	1.5089757115881994	true	6.90699	0.0360711	4.03636	2.69762	7.65366	0.004459	6.69818	-5.39636	1	1.4962670798704043	true	6.64152	0.0943447	-0.00113523	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.90597	0.004712	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.90597	0.004712	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	13.4785	10.4479	15.6734	0.1459	10.849607	-13.699215	1	1.2900678605269957	1.5001483551718526	1.1628445301776904	0.03728502	0.022556390977443608	0.17047970479704797	3.911564588546753	3.911564588546753	14.0	28.0	1.1228288	-1.0836946	1.0794791	1.4078541	3.9115646	2.5089962	
Tomm34_29163	67145	tomm34	18.4099	14.2553	24.3518	0.002877	13.376722	-18.753445	-1	1.2914424810421388	0	7.28805	-0.821566	18.0	19.4899	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	26.0949	14.3514	139.446	9.0E-5	7.205657	-8.411314	-1	1.818282536895355	true	7.26574	-0.0133529	10.0768	5.16873	NaN	9.0E-5	8.154389	-8.308779	-1	1.9495698169569702	true	7.37227	-0.0367353	4.55513E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.9153	0.00195522	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	6.9153	0.00195522	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	1	Hill	18.4099	14.2553	24.3518	0.002877	13.376722	-18.753445	-1	1.2914424810421388	1.7082628916964218	1.3227556912313483	-0.014219637	0.023076923076923078	0.17047970479704797	-1.8630186319351196	1.8630186319351196	14.0	28.0	1.0576309	1.0647718	1.2232474	1.2082486	-1.8630186	-1.1699394	
Ugt1a6b_29166	394435	ugt1a6b	212.656	57.0829	3.249E7	9.0E-5	-12.010583	32.021166	1	3.725388864265831	0	2.5707	18.1886	18.0	242.841	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	45.5269	19.3969	3.249E7	9.0E-5	-11.263232	28.526464	-1	2.3471224783341667	true	2.96798	-0.0316853	48.6067	15.6415	3.249E7	9.0E-5	-11.054214	30.108428	1	3.107547230124988	true	2.7551	0.0150426	-9.10308E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	1.80879	0.00929558	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	1.80879	0.00929558	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	1	Linear	45.5269	19.3969	3.249E7	9.0E-5	-11.263232	28.526464	-1	2.3471224783341667	1675009.924266249	713644.0214466612	-0.041739717	0.015503875968992248	0.1454072339318241	15.988959312438965	15.988959312438965			3.9821846	15.715644	15.988959	5.1833334	1.8480718	1.5412562	
Ugt1a6a_29170	394435;94284	ugt1a6b;ugt1a6a	0.0221234	2.44224E-7	NaN	1.262E-4	6.813019	-5.626038	1	90586.51074423481	1	7.26847	2.53139	1.0	0.133818	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	42.0955	18.6936	3.249E7	9.0E-5	-5.051262	16.102524	1	2.251866949116275	true	9.06807	0.0212503	6.31744	3.78392	19.8403	9.0E-5	-1.831268	11.662535	1	1.6695490390917356	true	8.60424	0.123062	-0.0019834	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	9.00192	0.00243862	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	9.00192	0.00243862	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Poly 2	6.31744	3.78392	19.8403	9.0E-5	-1.831268	11.662535	1	1.6695490390917356	5.243319097655341	3.1405601002937895	0.11426813	0.007142857142857143	0.11057213930348259	9.062695503234863	9.062695503234863	0.0	1.0	4.8818984	5.19049	4.58962	5.332609	9.0626955	3.8722005	
Csk_29174	12988	csk	NaN	NaN	NaN	9.0E-5	3.007985	-0.01597	-1	NaN	1	5.56628	-0.316453	1.0	5.7E-14	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	166.97	28.7681	3.249E7	9.0E-5	2.710651	0.578698	-1	5.803998178538033	true	5.33549	-0.00294889	10.0588	4.97362	52.2435	9.0E-5	5.485038	-2.970076	1	2.022430342486961	true	5.09473	0.0498986	-0.00102952	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.23597	6.04287E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.23597	6.04287E-4	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Poly 2	10.0588	4.97362	52.2435	9.0E-5	5.485038	-2.970076	1	2.022430342486961	10.504119735725688	5.193810394878117	0.03994036	0.023255813953488372	0.17047970479704797	-2.1645619869232178	2.1645619869232178	1.0	3.0	-1.3603617	-2.164562	1.0469536	1.1232643	1.0479329	-1.9557558	
Cd55_29177	13136	cd55	14.7554	12.1823	24.6396	0.5652	2.574198	2.851603	-1	1.2112162727892106	0	2.69746	-2.69754	18.0	16.0256	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	12.2646	8.2583	23.1136	0.01838	-2.746119	11.492239	-1	1.4851240570093118	true	2.80738	-0.0610855	7.8233	4.48312	21.045	0.0133	-2.256727	12.513453	-1	1.7450570138653436	true	2.97476	-0.0978255	7.15732E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	1.88289E-160	16.3243	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	1.88289E-160	16.3243	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	1	Hill	14.7554	12.1823	24.6396	0.5652	2.574198	2.851603	-1	1.2112162727892106	2.022573734023953	1.6698700136899034	-0.05498347	0.036231884057971016	0.20713919567547417	-7.143772602081299	7.143772602081299			-1.5216023	-1.0803794	1.1174667	-1.2807754	-7.1437726	-7.1437726	
B4galt1_29184	14595	b4galt1	25.2516	16.7315	26.6177	0.001873	4.817912	-1.635824	-1	1.5092251143053521	0	4.18534	-3.07341	18.0	27.9802	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	11.7573	7.97199	21.7064	9.0E-5	-0.030276	6.060551	-1	1.4748262353565422	true	4.35933	-0.0517079	22.5757	10.4779	37.0643	9.0E-5	1.403368	5.193264	-1	2.1546015900132662	true	4.13496	-0.00245663	-9.59466E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	2.69256	0.0210833	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	2.69256	0.0210833	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	25.2516	16.7315	26.6177	0.001873	4.817912	-1.635824	-1	1.5092251143053521	1.5908735020769207	1.0540995422072263	-0.034861114	0.0072992700729927005	0.11057213930348259	-5.280352592468262	5.280352592468262			1.3732233	2.0922759	1.683326	2.1285338	-1.8324176	-5.2803526	
Arhgef12_29196	69632	arhgef12	14.9799	6.14444	25.7196	0.01347	2.016155	3.96769	1	2.43796017212309	0	4.46299	1.76902	18.0	15.7287	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	16.0734	10.2473	36.2997	0.003009	-0.664573	7.329145	1	1.5685497643281645	true	4.40306	0.0397144	6.12211	3.7379	15.2437	0.006467	1.173357	5.653287	1	1.6378474544530353	true	4.14026	0.0974018	-0.00112381	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.38503	0.00774351	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.38503	0.00774351	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	14.9799	6.14444	25.7196	0.01347	2.016155	3.96769	1	2.43796017212309	4.185833045810521	1.7169407005387218	0.036596965	0.037037037037037035	0.20785376481215792	3.9958243370056152	3.9958243370056152			1.1069882	-1.5595208	1.7092084	1.2002939	3.9958243	2.8661356	
Ndc80_29199	67052	ndc80	0.83219	NaN	NaN	0.1767	6.241354	-2.482708	-1	NaN	0	7.31989	-1.70375	13.3309	0.914967	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	75.3628	23.6419	3.249E7	8.003E-4	-1.805284	9.610567	-1	3.1876795012245207	true	6.05559	-0.00924709	7.95566	4.4002	67.784	0.003437	0.854578	6.290843	-1	1.808022362619881	true	6.39062	-0.0827857	0.00143261	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.80476	0.0014036	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.80476	0.0014036	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Poly 2	7.95566	4.4002	67.784	0.003437	0.854578	6.290843	-1	1.808022362619881	15.404754329348668	8.520223337850034	-0.07391956	0.03007518796992481	0.1918956043956044	-4.065958023071289	4.065958023071289	3.0	7.0	-2.470334	-3.3220654	-2.9778109	-4.065958	-3.4151146	-2.1885622	
Mcm2_29214	17216	mcm2	14.3042	9.34442	46.9153	0.05354	1.55335	4.893299	-1	1.530774515700279	0	5.51717	-633.37	1.0	16818.6	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	14.3333	9.37284	29.6205	0.09693	1.553957	2.892086	-1	1.5292376696924304	true	5.5167	-0.0375484	15.4411	6.96176	38.0726	0.05402	1.564217	4.871566	-1	2.2179879800510216	true	5.49897	-0.0336564	-7.58212E-5	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.48342	0.0085174	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.48342	0.0085174	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	1	Linear	14.3333	9.37284	29.6205	0.09693	1.553957	2.892086	-1	1.5292376696924304	3.160248121167117	2.0665513175612036	-0.0504515	0.0425531914893617	0.22408597715372539	-5.7007012367248535	5.7007012367248535			-1.2666997	1.1441902	-2.0794747	-2.0144353	-1.733414	-5.700701	
Prkx_29220	19108	prkx	15.1355	12.9373	23.5564	0.004239	-6.783165	21.56633	-1	1.1699118053998903	0	7.07964	-4.60993	18.0	16.2292	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	20.3985	12.1963	60.7941	9.0E-5	-13.517042	33.034083	-1	1.672515435008978	true	7.02401	-0.0841052	5.4285	3.40574	12.6666	1.358E-4	-10.590004	29.180008	-1	1.593926723707623	true	7.88099	-0.272216	0.00366459	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.01035	0.0212465	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	4.01035	0.0212465	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	15.1355	12.9373	23.5564	0.004239	-6.783165	21.56633	-1	1.1699118053998903	1.8208126888918088	1.556367480426811	-0.09312355	0.008264462809917356	0.11057213930348259	-60.126487731933594	60.126487731933594			-1.3851161	1.1266601	-1.0180715	-1.3023558	-60.126488	-4.7628603	
Mex3d_29234	237400	mex3d	13.3603	9.55535	15.0495	0.09379	14.647472	-21.294945	1	1.3982010078123772	0	7.02448	1.38338	18.0	14.7638	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	11.3995	7.7669	20.7522	3.508E-4	7.161292	-8.322584	1	1.4677026870437369	true	7.01824	0.0306711	3.74194	2.5339	6.83269	0.004021	10.940703	-13.881407	1	1.4767512530091953	true	6.82565	0.0729463	-8.23565E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	7.01883	0.00401283	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	7.01883	0.00401283	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	13.3603	9.55535	15.0495	0.09379	14.647472	-21.294945	1	1.3982010078123772	1.5749815548357726	1.1264342866552397	0.030120255	0.007194244604316547	0.11057213930348259	3.086742877960205	3.086742877960205			1.2483855	-1.0009742	1.1935484	1.4414823	3.0867429	2.5111914	
Stx16_29244	228960	stx16	13.1636	7.84105	14.5492	0.5774	8.359058	-8.718116	1	1.6788057721861231	0	5.69606	1.87441	18.0	14.3751	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	11.5341	7.84435	21.1075	0.01515	2.764221	0.471558	1	1.4703703939778312	true	5.70606	0.0425134	4.89001	3.15903	10.1239	0.04345	4.887969	-1.775938	1	1.547946679835266	true	5.49131	0.0896534	-9.18336E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.70982	0.00647581	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.70982	0.00647581	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	2	Hill	13.1636	7.84105	14.5492	0.5774	8.359058	-8.718116	1	1.6788057721861231	1.8555167994082427	1.1052599592816554	0.041498005	0.031007751937984496	0.19258482451670397	3.2685225009918213	3.2685225009918213			-1.0963748	-1.4014353	-1.1511203	1.4266231	3.2685225	3.008225	
Topors_29256	106021	topors	12.7361	9.40241	19.0741	3.87E-4	10.051357	-10.102713	-1	1.354556969968338	0	6.78247	-1.90227	4.46971	18.8695	true	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	-1	NaN	-9999.0	-9999.0	-9999.0	true	10.0815	6.98882	17.4843	9.0E-5	5.251342	-4.502684	-1	1.4425181933430824	true	6.82647	-0.0401692	7.45339	4.35868	18.5668	9.0E-5	5.533709	-3.067417	-1	1.7100108289665679	true	6.89573	-0.0553735	2.96196E-4	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.75622	0.00689108	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	1.0	5.75622	0.00689108	1.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	NaN	NaN	NaN	-9999.0	-9999.0	-9999.0	1	NaN	true	-9999.0	-9999.0	-9999.0	-9999.0	1	Hill	12.7361	9.40241	19.0741	3.87E-4	10.051357	-10.102713	-1	1.354556969968338	2.0286394658390776	1.4976405650081266	-0.033906966	0.007936507936507936	0.11057213930348259	-3.4493556022644043	3.4493556022644043	14.0	28.0	-1.2129416	1.3691151	1.3324801	-1.2274424	-2.7291965	-3.4493556	
