"","plate_id","is_VC","endpoint","endpoint_value_norm","dose","Group"
"1","4TPP",FALSE,"ld_pearson",-47.679300765845,"Dose1","A"
"2","4TPP",FALSE,"ld_pearson",-66.69887959688,"Dose1","A"
"3","4TPP",FALSE,"ld_pearson",-84.9404913522776,"Dose1","A"
"4","4TPP",FALSE,"ld_pearson",12.3799008324007,"Dose1","B"
"5","4TPP",FALSE,"ld_pearson",-38.498386420931,"Dose1","B"
"6","4TPP",FALSE,"ld_pearson",-3.82970465920296,"Dose1","B"
"7","4TPP",FALSE,"ld_pearson",-100,"Dose2","C"
"8","4TPP",FALSE,"ld_pearson",35.7543584974227,"Dose2","C"
"9","4TPP",FALSE,"ld_pearson",-11.3275226681605,"Dose2","C"
"10","4TPP",FALSE,"ld_pearson",35.6199769742488,"Dose2","A"
"11","4TPP",FALSE,"ld_pearson",20.4717173902178,"Dose2","A"
"12","4TPP",FALSE,"ld_pearson",9.40979123487848,"Dose2","A"
"13","4TPP",FALSE,"ld_pearson",39.2327770981102,"Dose2","B"
"14","4TPP",FALSE,"ld_pearson",35.0963138666703,"Dose2","B"
"15","4TPP",FALSE,"ld_pearson",30.6739638987281,"Dose2","B"
"16","4TPP",FALSE,"ld_pearson",3.93084833859739,"Dose3","C"
"17","4TPP",FALSE,"ld_pearson",36.8683251980442,"Dose3","C"
"18","4TPP",FALSE,"ld_pearson",8.13952432190315,"Dose3","C"
"19","4TPP",FALSE,"ld_pearson",2.34676928015669,"Dose3","A"
"20","4TPP",FALSE,"ld_pearson",5.90433879512993,"Dose3","A"
"21","4TPP",FALSE,"ld_pearson",36.8429410232414,"Dose3","A"
"22","4TPP",FALSE,"ld_pearson",-27.2108379924136,"Dose3","B"
"23","4TPP",FALSE,"ld_pearson",-1.4938121667101,"Dose3","B"
"24","4TPP",FALSE,"ld_pearson",-58.982868170068,"Dose3","B"
"25","4TPP",FALSE,"ld_pearson",8.52193298705022,"Dose4","C"
"26","4TPP",FALSE,"ld_pearson",31.4712878425399,"Dose4","C"
"27","4TPP",FALSE,"ld_pearson",30.969282353093,"Dose4","C"
"28","4TPP",FALSE,"ld_pearson",5.98162175776579,"Dose4","A"
"29","4TPP",FALSE,"ld_pearson",37.356924327635,"Dose4","A"
"30","4TPP",FALSE,"ld_pearson",17.9201683903295,"Dose4","A"
"31","4TPP",FALSE,"ld_pearson",-2.91772059763689,"Dose4","B"
"32","4TPP",FALSE,"ld_pearson",-10.3543255834254,"Dose4","B"
"33","4TPP",FALSE,"ld_pearson",10.9541427672235,"Dose4","B"
"34","4TPP",FALSE,"ld_pearson",-22.3847779984717,"Dose5","C"
"35","4TPP",FALSE,"ld_pearson",16.8967372944872,"Dose5","C"
"36","4TPP",FALSE,"ld_pearson",-0.367288271652455,"Dose5","C"
"37","4TPP",FALSE,"ld_pearson",43.769325804352,"Dose5","A"
"38","4TPP",FALSE,"ld_pearson",0.978053600490142,"Dose5","A"
"39","4TPP",FALSE,"ld_pearson",8.84393478418997,"Dose5","A"
"40","4TPP",FALSE,"ld_pearson",36.6171597836261,"Dose5","B"
"41","4TPP",FALSE,"ld_pearson",-22.6197752226503,"Dose5","B"
"42","4TPP",FALSE,"ld_pearson",34.8243309606912,"Dose5","B"
"43","4TPP",TRUE,"ld_pearson",28.9106209377323,"Control","C"
"44","4TPP",TRUE,"ld_pearson",0,"Control","C"
"45","4TPP",TRUE,"ld_pearson",-7.01977484084854,"Control","C"
"46","4TPP",TRUE,"ld_pearson",-89.6494449206868,"Control","A"
"47","4TPP",TRUE,"ld_pearson",20.5303150906495,"Control","A"
"48","4TPP",TRUE,"ld_pearson",30.0850177317075,"Control","A"
"49","4TPP",TRUE,"ld_pearson",-57.3221147305766,"Control","B"
"50","4TPP",TRUE,"ld_pearson",10.9732935336713,"Control","B"
"51","4TPP",TRUE,"ld_pearson",-37.1764207302892,"Control","B"
"52","4TPP",FALSE,"ld_pearson",-39.5072286098757,"Dose1","C"
"53","4TPP",FALSE,"ld_pearson",36.9550986732744,"Dose1","C"
"54","4TPP",FALSE,"ld_pearson",-70.544987484087,"Dose1","C"
