	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
ENSDARG00000000001	6.944664922	6.841375653	6.952815079	6.574158353	6.770589127	7.163294621	6.718978674	7.039714688	6.885399153	7.051244446	6.695810871	6.844853039	7.12296905	6.73202598	6.584953557
ENSDARG00000000002	7.775507778	7.532153596	7.747103379	7.775507778	7.57015755	8.007184387	7.940662192	7.822235231	7.849250075	7.929614202	7.887955793	7.833251497	7.510128534	7.96788026	7.992124612
ENSDARG00000000018	9.233180007	9.418264928	9.492382272	9.17851735	9.31289141	9.394739484	9.24077465	9.412406381	9.399638021	9.208549455	9.368718056	9.308322269	9.185839413	9.139122955	9.390388564
ENSDARG00000000019	10.71812553	10.96629909	11.00041538	10.87391538	10.92105684	10.95864981	10.81683391	10.96982834	11.00926942	10.84444505	10.85483263	10.98449436	10.69582803	10.92163753	10.83700386
ENSDARG00000000068	9.981784804	9.542954105	9.66959618	10.06464778	9.904814888	9.538635007	10.03615345	9.750804481	9.723191345	9.978669083	9.687327471	10.04036953	9.923971003	9.860707599	10.03040721
ENSDARG00000000069	10.51595483	10.28820247	10.2099563	10.17805169	10.32399244	10.22288091	10.32528829	10.18902465	10.1444688	10.24001638	10.11025378	10.319051	10.3248737	10.28400795	10.24412605
ENSDARG00000000086	9.534868428	9.962610191	9.863505053	9.620803406	9.881123301	9.774936687	9.803034612	10.06030596	9.749253453	9.591248394	10.02789542	10.17840808	9.585822914	9.948646922	9.751563017
ENSDARG00000000103	11.18730144	11.5580354	11.34868638	11.14656217	11.33322039	11.24598595	11.22915877	11.34997628	11.34997628	11.09395609	11.50242603	11.5264733	11.05612606	11.4817991	11.39737037
ENSDARG00000000142	6.888642526	7.334834107	7.336618371	7.253066298	6.984604477	7.163294621	7.110819935	7.165263419	7.342615965	7.290889729	7.037390112	7.163294621	6.924255441	6.931522982	7.040469042
ENSDARG00000000151	7.775507778	7.507486343	7.897264043	8.043646028	8.064321912	7.808598255	8.263871814	7.933721689	7.773786835	8.044752628	7.724375861	8.074146945	7.963339713	7.918850586	7.985016924
ENSDARG00000000161	7.725627438	7.815781988	7.822235231	8.028063308	8.05796778	7.86352772	7.84693206	7.89942811	7.980202508	7.87265981	7.775048686	7.941321114	7.733341874	7.910919661	7.88506754
ENSDARG00000000175	6.85612737	6.948226556	7.163294621	6.860234258	6.942657656	7.041026607	6.790793753	7.125072291	6.781351056	6.61894857	6.641318217	7.040469042	6.732780335	6.931522982	6.924255441
ENSDARG00000000183	9.402339773	9.692839223	10.04108218	9.686850254	9.713424724	9.941700896	9.412601378	9.639011607	9.796513032	9.528397821	9.768611689	9.677934756	9.225222272	9.707400867	9.660527913
ENSDARG00000000189	9.294310539	9.622546413	9.632545085	9.310077607	9.492785857	9.556056046	9.259395301	9.570440509	9.343130034	9.448746814	9.628172463	9.605167735	9.194876828	9.728568461	9.420126257
ENSDARG00000000212	13.33756982	12.66640479	12.87885255	13.21654119	13.13784273	13.01087777	13.34935816	12.97016067	13.3204821	13.34433567	12.86343975	13.15422059	13.71619245	13.05028339	13.29608909
ENSDARG00000000229	8.558353331	8.566105928	8.548216443	8.311380857	8.442008674	8.469013504	8.284473289	8.56535376	8.391034968	8.433253718	8.473748312	8.571387191	8.487971025	8.241095761	8.448456764
ENSDARG00000000324	8.595834795	8.616492394	8.762856953	8.755050079	8.850998737	8.580970612	8.970309257	8.838040813	8.584412437	8.816276978	8.668949148	8.676459507	8.587776997	8.715564325	8.672089802
ENSDARG00000000369	7.658015331	7.214483164	7.212024356	7.173955982	7.271799754	7.223191005	7.313950045	7.229587006	7.433959143	7.388736809	7.44769659	7.122680221	7.222191772	7.222191772	7.330383922
ENSDARG00000000370	9.47419106	10.06808011	9.972634309	9.846731385	9.786036003	9.949766209	9.693312845	9.965531586	9.894059539	9.540044867	10.07149638	9.908314107	9.367486158	9.952042752	9.667920752
ENSDARG00000000380	9.383628867	9.043770229	9.201338272	9.17851735	9.169663668	9.36243204	9.244578572	9.275173829	9.246957577	9.420126257	9.205647445	9.175347792	9.369999124	9.07452407	9.330214291
ENSDARG00000000394	10.62541535	10.76982272	10.7952851	10.68089363	10.68407774	10.90917562	10.53837438	10.77975554	10.8038312	10.61559733	10.65941811	10.77045717	10.64170753	10.75270794	10.81557415
ENSDARG00000000423	6.657976142	6.263584162	6.42383895	6.574158353	6.700247048	6.897849653	6.734543921	6.046514173	6.942657656	6.42490172	6.099949285	6.748003018	6.651503781	6.502907087	6.983734067
ENSDARG00000000442	8.505012869	8.270517066	8.224279121	8.123810077	8.255038556	8.191741936	8.229378379	7.952585909	8.204397817	8.210769397	8.235330623	8.11991739	8.266539224	8.381461352	8.114933695
ENSDARG00000000472	8.00468862	8.634866477	8.548216443	8.336465038	8.475487043	8.655731459	8.337827607	8.414668755	8.314410303	8.110365699	8.427128122	8.691548301	7.94671246	8.5397423	8.358745555
ENSDARG00000000474	4.336211214	4.529582799	4.085851009	4.262164661	4.011175051	4.103168294	4.477101761	3.693766733	3.673680516	4.574910482	4.600859113	3.562564292	4.188782815	4.574910482	4.118340219
ENSDARG00000000476	7.060681731	6.981647324	7.018503519	6.874066646	6.638718367	7.332497207	6.844533504	6.684151311	6.959476948	6.981647324	6.901207748	7.078988285	6.909153064	6.969504017	7.136914482
ENSDARG00000000489	9.940126076	9.820453136	9.942145551	10.00757587	9.805164384	9.865899628	9.779926237	9.923805299	9.847896644	9.775893966	9.84097351	9.768369595	9.91312773	9.820931938	9.940913962
ENSDARG00000000503	11.75401696	12.87794198	12.75063264	12.17217962	12.47269316	12.60353365	12.06611053	12.63623178	12.50799649	11.86833398	12.57283427	12.59586842	11.46559184	12.69794365	12.28322342
ENSDARG00000000529	7.369058972	7.477113135	7.385014536	7.21660395	7.358635638	7.312594572	7.099334893	7.483706562	7.426736057	7.188600638	7.100283374	7.358635638	7.178974223	7.420859851	7.348287859
ENSDARG00000000540	8.80742216	8.788532647	8.734215267	8.874562205	8.884358958	8.920150454	8.920778854	8.751165481	8.858737615	9.001697757	8.659710942	8.592260967	9.04503364	8.679065387	8.959707602
ENSDARG00000000542	8.042652622	8.1000562	8.211483595	8.163126051	8.195274457	8.212251537	7.838528235	8.197869181	8.256353231	8.258147452	8.123810077	8.005705599	7.931901073	8.053629079	8.134218172
ENSDARG00000000551	8.530618269	8.924771049	8.851105961	8.391483836	8.581862511	8.84278113	8.421314876	8.625362772	8.602957158	8.462296692	8.700864225	8.676459507	8.018141089	8.390327456	8.600771944
ENSDARG00000000563	13.40965087	14.58810564	14.36083903	13.98664152	14.0605777	14.30573	13.86571513	14.17155242	14.0605777	13.84722203	14.51743928	14.49088873	13.64709539	14.22684894	14.29403065
ENSDARG00000000567	8.661400336	9.083184467	9.033617016	8.616962608	8.727293454	8.811044656	8.784748545	8.84157532	9.00223576	8.721345225	8.880259836	8.928178805	8.640492936	9.009540162	9.001007994
ENSDARG00000000568	10.00850679	9.897620782	9.950010823	10.10849772	10.00192616	9.952828135	10.17121687	9.980691455	10.06385377	10.21417087	10.09649298	9.978406347	9.977401181	9.994998243	10.01353533
ENSDARG00000000588	7.124317936	6.832931207	6.821408281	6.957124531	6.733204036	7.030345488	7.29297481	7.068142497	6.875605651	7.110176591	7.001663994	6.858010976	6.860234258	7.096277306	6.888642526
ENSDARG00000000606	6.148381234	6.263584162	6.42383895	6.338822064	6.638718367	6.117650356	6.180187534	6.598050368	6.377815735	5.956154027	6.530564071	6.410629361	6.563065001	5.901316863	5.95258608
ENSDARG00000000651	5.535331392	5.491697725	5.595675366	5.571999638	5.777891012	5.180295606	5.367398481	5.10478241	5.27660994	5.3245099	5.660618275	5.217096842	5.399564743	5.140149316	5.477128084
ENSDARG00000000666	10.60810174	10.26049895	10.3429166	10.59480933	10.60856687	10.48307842	10.53568841	10.45468935	10.38045854	10.61947462	10.38763936	10.40198735	10.62119117	10.4403456	10.40198735
ENSDARG00000000690	7.007833669	6.701854471	6.858010976	6.819023128	6.718218356	6.576385865	6.526787763	6.75629491	7.077782325	6.827197271	6.88279882	6.888138963	6.516263959	6.616603958	6.702757573
ENSDARG00000000729	8.374241199	8.5397423	8.636309311	8.421314876	8.127634431	8.661302293	8.603589544	8.505604218	8.511417469	8.604176646	8.464135223	8.697038767	8.336465038	8.552251447	8.613514879
ENSDARG00000000730	8.064119428	7.859395745	7.853871035	8.073653475	8.145349679	7.757954196	7.918686177	8.074797057	7.807628662	8.151667999	7.938124221	7.933173655	8.138576681	7.804912418	7.941321114
ENSDARG00000000747	6.626134228	6.351334158	6.699290029	6.588023573	6.056259614	6.363061043	6.291956926	6.377815735	6.574158353	6.359241251	6.330237053	6.410629361	6.516263959	6.346970173	6.239019809
ENSDARG00000000760	6.282474926	5.956154027	6.056259614	6.338822064	5.708888374	6.043386923	5.979495381	6.065475706	6.377815735	6.144248903	5.770985124	5.78963499	6.166042567	5.504219203	6.14267684
ENSDARG00000000767	5.669601621	5.102571286	5.595675366	5.704427277	5.814034654	5.570435706	5.577870561	6.164751709	5.205453357	5.728223546	5.571999638	5.59179151	5.661552088	5.595675366	5.853740467
ENSDARG00000000796	10.86643017	10.75171464	10.66891503	11.03661636	10.53582036	10.58318281	11.18243143	10.81606699	10.31559519	10.70479487	10.6852975	10.58318281	11.22675928	10.51008613	10.64019917
ENSDARG00000000804	7.356948283	7.100283374	7.252281153	7.496318617	7.322414084	7.197070437	6.901207748	7.474873391	7.315130711	7.878763873	7.193836415	7.100283374	7.863064202	7.437930419	7.438443378
ENSDARG00000000830	7.632435038	7.767136446	7.816175361	7.802295267	7.798243489	7.82420416	7.628899922	7.670684364	7.855575213	7.683102697	7.808925954	7.753222352	7.919409985	7.622095814	7.620805638
ENSDARG00000000837	7.989873277	7.647926946	7.758417713	7.947700629	8.11278945	7.717176609	7.808925954	7.883547471	8.113136589	8.110365699	7.694266542	7.998296676	8.086217944	7.70181389	8.043646028
ENSDARG00000000853	10.95390871	10.79225179	10.88094713	11.18730144	10.96103371	11.03248833	11.09551069	10.90508397	11.00736184	11.14421014	10.9733098	10.86716997	11.31744555	10.89090044	10.86401108
ENSDARG00000000857	9.559753771	9.4145078	9.339600285	9.276963815	9.362072467	9.107987108	9.402339773	9.302770243	9.355330762	9.469196336	9.318040735	9.359388101	9.442944912	9.380620134	9.259395301
ENSDARG00000000887	6.402883844	5.431539895	5.565674237	6.120399087	5.74101005	5.679243041	5.897305715	6.140876178	5.443968218	6.050788501	6.21697467	5.217096842	6.42490172	5.375423093	5.443968218
ENSDARG00000000906	6.596171974	6.632126894	6.02166	6.9434428	6.398324832	6.347873276	6.593438583	6.892414304	6.410629361	6.793194543	6.492267878	6.492267878	7.211164358	6.398324832	6.528675877
ENSDARG00000000935	7.007833669	7.275875399	7.05850815	7.386882714	7.125072291	7.163294621	7.47737099	7.44599774	7.23502057	7.303747148	7.456914956	7.639966166	7.191959977	7.275102868	7.235378117
ENSDARG00000000943	8.170271576	8.264189763	8.473748312	8.296885915	8.527832267	8.545006231	8.412972676	8.269419941	8.572000882	8.378955808	8.200352456	8.537862547	8.266539224	8.394746735	8.536220835
ENSDARG00000000966	10.79828378	11.20404235	11.10473448	11.05391969	11.19875614	11.13394686	11.04827758	11.19920456	11.13594296	11.02261723	11.28034789	11.26412184	10.86179567	11.19168787	11.12854784
ENSDARG00000001014	10.7369588	10.95339429	10.57071569	10.61805854	11.0698201	10.57668191	10.95165957	10.84554272	10.70754946	10.94291664	10.97949357	11.11798921	11.00829875	11.02524182	11.02655418
ENSDARG00000001015	9.575115372	9.773231768	9.804250581	9.70694237	9.748192318	9.64041373	9.626933427	9.637397408	9.71013074	9.513619426	9.706700139	9.885463001	9.438992272	9.547542039	9.780674804
ENSDARG00000001057	11.76290856	11.27022229	11.3721105	11.84089514	11.71357462	11.40550534	11.69152641	11.42365154	11.55360126	11.79295157	11.52495905	11.4404668	12.05036486	11.40174207	11.5264733
ENSDARG00000001127	7.827674695	8.9274437	8.908988299	8.302343307	8.617908911	8.898750696	8.377445213	8.822847018	8.570161508	8.052139942	8.755517209	9.021308861	7.330631171	8.872523097	8.393778046
ENSDARG00000001129	9.743274845	10.21513278	10.01308494	10.00757587	10.14442392	9.98088182	10.03005761	10.239091	10.16829324	9.875752566	10.30892717	10.15693286	9.981480788	10.14109367	10.1518246
ENSDARG00000001154	8.134079384	8.693462999	8.527553312	8.743469043	8.596115728	8.685899512	8.29571805	8.720733074	8.508259286	8.418346344	8.728204848	8.576956268	8.497883665	8.75341389	8.424452775
ENSDARG00000001162	9.986932	10.03594858	10.20881401	9.957120427	10.04248012	10.17147821	10.05412172	10.03794013	10.16270425	9.900936934	10.17938018	10.15037828	9.992576941	10.02386258	10.26707909
ENSDARG00000001169	7.173955982	6.621401882	6.685073809	7.078988285	6.531837992	6.95368549	6.734543921	6.75629491	6.833897845	7.175792867	6.390604143	6.900095832	6.718218356	6.661330149	6.661330149
ENSDARG00000001210	8.489218826	8.24514401	8.300641365	8.21090097	8.079201143	8.169963627	8.078002595	8.091145875	8.12964529	8.126325935	8.235330623	8.227382671	8.043478758	8.073448401	8.398138549
ENSDARG00000001220	10.70839459	11.43041555	11.29797624	11.0401458	11.11388615	11.2400529	11.02687461	11.2587501	11.22608101	10.91231491	11.35655724	11.41335627	10.89962858	11.27509345	11.16776111
ENSDARG00000001234	7.818546158	7.869363842	7.775949984	7.91265054	7.981839776	7.979911496	7.953148096	7.815307741	7.825632826	8.011531462	7.71865634	7.970526271	8.150790749	7.868151097	7.89152648
ENSDARG00000001241	10.84741004	10.80062513	10.88795021	10.65259559	10.78308369	10.87167038	10.73657952	10.7464356	10.85148247	10.6875602	10.76385811	10.78267043	10.802585	10.7624336	10.87595691
ENSDARG00000001249	6.777992107	6.351334158	7.05850815	6.426158988	6.444013904	6.821847461	6.110346504	6.344484045	6.410629361	6.747287924	6.187154425	6.330237053	6.664408985	6.645448749	6.735460105
ENSDARG00000001259	5.121593824	4.968404449	4.453672803	4.841272964	4.593225763	4.457170631	4.954114612	4.011175051	4.62508167	4.94904433	4.700409061	3.917890887	4.406572428	4.574910482	4.855858942
ENSDARG00000001313	7.439654003	7.440205115	7.462358643	6.969504017	6.246459196	7.041026607	6.790793753	6.650404573	7.288220785	6.894027222	7.176921698	7.154810878	7.201641699	6.661330149	7.211164358
ENSDARG00000001354	8.473748312	7.806136882	7.634487562	8.367717914	8.397171901	7.836762694	8.40222967	8.138576681	7.811647487	8.515387833	7.887955793	8.235999611	8.409827898	8.170271576	8.41046241
ENSDARG00000001414	6.673351797	6.516263959	6.42383895	6.68463463	6.68463463	6.400762234	6.8876354	6.291956926	6.622322269	6.812057221	6.330237053	6.315037725	7.211164358	6.661330149	6.814733558
ENSDARG00000001431	13.85851986	14.22684894	14.02962304	13.9805439	14.15984737	14.02962304	14.15311339	14.15984737	14.01063845	14.07927885	14.18780008	14.05415866	13.94569431	14.0605777	13.9805439
ENSDARG00000001437	10.04126771	10.21333173	9.165374998	9.768555411	9.959527726	8.766174837	9.615867311	9.961404913	9.100443043	9.73153254	9.707673049	9.273135123	9.643274274	9.822865835	8.934052797
ENSDARG00000001442	6.05741148	5.848139135	5.867592463	6.315037725	6.531837992	6.240131725	6.291956926	6.140876178	6.330237053	6.404943351	6.249953857	5.990919407	6.211220493	6.019926986	6.185357048
ENSDARG00000001447	7.70181389	7.898383759	7.873791657	7.795410078	7.818546158	8.109239976	7.733713943	7.878763873	7.966214042	7.864515526	7.878373691	8.005705599	7.893313213	8.073448401	8.091145875
ENSDARG00000001452	5.354690828	5.628606952	5.648742641	5.770985124	5.302912936	5.333902423	6.180187534	5.502546471	5.27660994	6.050788501	5.679243041	5.94546669	5.712711088	5.626343797	5.926817563
ENSDARG00000001463	8.846124449	9.103618604	8.96692956	9.111725796	9.511939348	8.793066282	9.133286228	9.568044781	8.803989679	8.940952938	9.362072467	9.112614771	8.587776997	9.800840084	9.236484674
ENSDARG00000001470	6.641318217	6.849073342	6.880335916	6.498356679	6.266348305	6.42383895	6.626561696	6.363061043	6.970692906	6.635074111	6.695810871	6.618398965	6.747287924	6.645448749	6.828780737
ENSDARG00000001498	3.673680516	3.782717846	4.006241679	4.188782815	4.509045738	3.731537639	4.542076694	4.448472636	4.228915362	4.027196006	4.600859113	4.477101761	4.757934587	4.873093544	4.015867673
ENSDARG00000001549	6.263584162	6.777540556	6.301348464	6.050788501	5.74101005	5.947853997	6.491373177	6.267732209	6.280159969	6.19000192	6.764711586	6.296231676	6.705972334	6.588023573	6.426158988
ENSDARG00000001557	8.682268596	8.249930823	8.040841793	8.079707983	8.049599988	7.973794232	8.263871814	8.036393647	8.086503768	8.133447581	8.144076838	8.112956139	8.144672521	8.178265623	8.139810888
ENSDARG00000001558	8.481712491	8.527023562	8.60271997	8.199741886	8.11278945	8.530618269	7.973794232	8.156797684	8.365204994	8.00468862	8.151927594	8.529194736	8.276706178	8.086503768	8.641594542
ENSDARG00000001559	7.234028171	8.300494973	8.295166937	7.864515526	7.866409141	8.418606994	7.63791233	8.284473289	7.971279701	7.71932406	8.259752223	8.349696133	7.222191772	8.080829244	7.814365605
ENSDARG00000001578	10.86401108	10.51863905	10.52541571	10.51042092	10.44749625	10.51863905	10.61765253	10.56401385	10.65679479	10.68552844	10.49682089	10.56929016	10.72138611	10.53130692	10.66795571
ENSDARG00000001621	7.827674695	7.789598522	7.8591365	7.748778528	7.599760357	7.733713943	7.725416979	7.780324609	7.901742061	7.855957637	7.687608799	7.517734795	7.649818417	7.904568317	7.634825036
ENSDARG00000001634	9.662774562	9.932349384	9.978589825	9.765450326	9.744556796	9.995551289	9.756212213	9.767783195	9.834825061	9.627160643	10.02789542	9.86476552	9.54936613	10.03531082	9.816579231
ENSDARG00000001676	9.622729259	10.13071087	10.09364296	9.536583474	9.710916067	10.01179589	9.663390076	9.911211663	10.01709739	9.575688993	9.941700896	10.00245605	9.297188725	9.725470866	9.634403135
ENSDARG00000001686	6.901207748	6.17000817	6.858010976	6.68463463	6.398324832	6.378782373	6.200172266	5.983779573	6.426158988	6.502907087	6.099949285	6.673351797	5.73958514	5.876289416	6.278358447
ENSDARG00000001710	10.85181095	11.15533384	11.34495684	11.10306645	11.09084888	11.28860632	10.84110438	11.10722303	11.16818594	10.80062513	11.06532408	11.06581983	10.70593664	10.99436477	11.01783672
ENSDARG00000001712	7.274833456	6.763092797	6.659303892	7.316742727	7.271799754	6.821847461	7.261834024	7.211661412	7.244332884	7.065480751	7.124317936	6.872328959	7.555635113	6.931522982	6.983734067
ENSDARG00000001733	8.334775829	8.317318531	8.181775701	8.096816701	8.006453992	8.252689473	8.183576474	8.049453149	8.404137579	7.980202508	8.179877027	8.256532336	8.184391604	8.223932528	8.160315876
ENSDARG00000001734	9.100443043	9.006559799	8.857602879	9.028604599	8.722670152	8.937393918	8.974211256	8.84157532	8.749540455	9.02074303	8.811404623	8.835122365	8.964264047	8.860610735	8.825109776
ENSDARG00000001754	10.18561461	9.808210504	9.800669341	10.28009916	10.028752	10.21125975	10.19719808	10.07515189	10.11823242	10.24326704	10.03172847	10.04387323	10.56429575	10.01415642	10.0928693
ENSDARG00000001760	6.777992107	6.530055179	6.685073809	6.444013904	6.753005619	6.42383895	6.818665581	7.007548268	7.03125715	6.860864947	6.661330149	6.844853039	6.140876178	7.213113559	7.061424435
ENSDARG00000001767	7.458118815	7.432944186	7.532153596	6.764711586	7.222912222	7.379940395	6.734543921	6.982432469	7.1113775	7.261186347	7.10959191	7.323624847	7.178974223	6.770589127	7.572978284
ENSDARG00000001769	8.64475863	9.074448635	8.976337631	8.818369126	8.960556886	8.751165481	8.998169864	9.107987108	8.926794175	9.017163358	9.208403415	9.229699739	8.90818156	9.05388533	8.876613377
ENSDARG00000001776	5.770985124	5.926817563	5.784425677	5.74101005	5.302912936	5.837108495	5.748813226	6.140876178	5.531122312	6.050788501	5.956154027	6.013114576	6.095379494	5.837108495	5.743983737
ENSDARG00000001781	6.715819308	6.598979648	6.685073809	6.874066646	6.531837992	6.661330149	6.776662197	6.650404573	6.693051187	6.61894857	6.661330149	6.673351797	6.785528644	6.247241162	5.876289416
ENSDARG00000001782	5.354690828	4.784564168	4.574910482	4.841272964	5.014268911	4.522046803	5.148677594	5.409006513	4.015867673	4.645345692	4.739171028	4.526322159	5.399564743	4.103168294	4.954114612
ENSDARG00000001785	8.253265676	8.473748312	8.561443217	8.332356786	8.486759766	8.839746016	8.128262295	8.250603601	8.456607055	8.291393542	8.286762906	8.499813989	8.104424156	8.514242708	8.49719428
ENSDARG00000001803	7.081361244	7.297394884	7.261834024	7.532801273	7.334834107	7.234028171	7.43599062	7.269641825	7.221487156	7.135499709	7.029836596	7.245884267	7.12296905	7.165263419	7.007548268
ENSDARG00000001804	6.732780335	6.275785638	6.712032854	6.396233036	6.347873276	6.54901448	6.436296819	6.396233036	6.68463463	6.404943351	6.390604143	6.581144524	6.531837992	6.516263959	6.542880722
ENSDARG00000001807	8.882063953	9.145598169	9.040104654	8.724750689	8.939130203	9.111638755	8.95255233	8.971999263	9.028445612	8.88131733	9.138796318	9.062972935	8.870623427	8.98605214	8.969210071
ENSDARG00000001817	4.188782815	4.489396733	4.332438978	3.244203596	4.118340219	4.457170631	4.792754618	4.448472636	3.673680516	3.673680516	4.182575521	4.477101761	4.332438978	4.51373836	4.628135249
ENSDARG00000001818	9.562443891	8.976511712	8.480558894	9.910498462	9.485472097	8.561443217	9.810949508	9.363934792	8.780931682	9.935890839	9.255416524	9.673725309	9.488223301	9.307389519	9.575761145
ENSDARG00000001825	5.565674237	4.784564168	4.89800534	5.669601621	5.24405377	5.028358747	5.10478241	4.792754618	5.443968218	5.175267539	5.457308128	5.621128786	5.628606952	4.771101808	5.263332931
ENSDARG00000001829	10.12800072	10.12800072	10.37690607	10.42945694	10.24130062	10.49809841	10.26770179	10.37285935	10.47256444	10.40718252	10.28994909	10.35657209	10.46467749	10.10361511	10.31516565
ENSDARG00000001835	8.526160722	9.083184467	9.430951782	8.89904109	9.179017145	9.357406441	8.750114435	8.947946044	9.130108264	8.604176646	9.130439812	9.056361711	8.398494112	9.091594001	8.713523888
ENSDARG00000001857	8.605663791	9.020253697	8.815498018	8.701607986	9.016476083	8.700864225	8.984594824	9.004478849	8.729174905	8.833976117	8.915872621	9.159790606	8.893178573	8.883013887	8.636864946
ENSDARG00000001859	6.378782373	6.492267878	6.659303892	6.239019809	6.081748184	6.42383895	5.926817563	6.006829254	6.510937665	5.831855642	5.871394526	6.552084051	5.537649087	6.116599202	6.278358447
ENSDARG00000001870	12.93029895	12.59772576	12.73669022	13.46821142	13.3960808	12.87976312	13.26269123	13.02087173	12.96000279	13.05905625	12.88811506	13.48918574	13.15422059	13.14092418	13.08594361
ENSDARG00000001873	9.867021987	9.593680656	9.758345794	9.377670172	9.345777984	9.421463738	9.402339773	9.335013675	9.511939348	9.573450213	9.311262445	9.494384116	9.733543509	9.292075814	9.459529229
ENSDARG00000001879	8.992142726	8.961874207	8.745999757	9.123420256	9.016476083	8.780931682	9.168929632	8.969888102	8.89904109	9.145416869	9.009264165	8.845335244	9.067309298	9.048079376	9.071209381
ENSDARG00000001880	8.687192592	8.84907051	8.898175797	8.921557874	8.759556392	8.875100701	8.702184195	8.838040813	8.758928858	8.885986543	8.793742434	8.592260967	9.050739182	8.705003914	8.876613377
ENSDARG00000001881	4.011175051	5.467942913	5.10478241	3.399696754	4.593225763	5.50586334	5.011559446	5.272487346	4.93919423	4.406572428	5.211034071	5.217096842	3.418030557	4.677359364	4.954114612
ENSDARG00000001882	9.462435727	9.284768539	9.231766735	9.601813113	9.433979423	9.418040773	9.633293227	9.498018812	9.531207245	9.710754107	9.46032219	9.551863902	9.641105807	9.48997713	9.310223083
ENSDARG00000001889	11.41516684	11.6330853	11.88021679	10.9355287	11.19121381	11.5149169	11.24790889	11.1353099	11.46957284	10.87938511	11.2579573	11.68649685	10.99589261	11.26475437	11.44946121
ENSDARG00000001891	7.274833456	7.36747673	7.221487156	7.348287859	6.984604477	7.323364197	7.051244446	7.374716824	7.133803635	7.388736809	7.286916754	7.078988285	7.156641758	7.294314278	7.007548268
ENSDARG00000001897	10.04126771	9.919741593	9.887411348	10.30654754	9.911762114	10.02120003	10.26150106	9.814986075	10.03712348	10.23779171	9.846774651	10.08506366	10.46467749	9.933712946	10.11333119
ENSDARG00000001898	7.206857447	7.110176591	7.221487156	7.053384211	7.261186347	7.312594572	6.85612737	6.959476948	7.006254575	7.410293082	7.185387767	6.911478327	7.135125467	7.12296905	7.286597219
ENSDARG00000001906	4.906266698	4.489396733	5.208162823	4.999855834	4.895440397	4.258238415	4.332438978	4.323145441	5.241094162	4.481377117	4.318212069	4.406572428	4.901058919	4.926546546	4.50114053
ENSDARG00000001909	7.524887539	7.039714688	7.524887539	7.226289983	7.153343905	7.340755014	7.076345248	7.211661412	7.140289492	7.235378117	7.222191772	7.173955982	7.234028171	6.866928716	7.136914482
ENSDARG00000001910	11.07511686	11.22608101	11.39688323	11.13499154	11.30169142	11.32881366	11.06704622	11.18836568	11.36898814	11.17270982	11.24246341	11.27438518	11.1888322	11.16410959	11.19332206
ENSDARG00000001912	6.596171974	7.02004643	7.336618371	6.73202598	7.110176591	7.197070437	6.734543921	7.221487156	7.03125715	7.146024432	7.124317936	7.391879552	6.621401882	7.261834024	6.775092455
ENSDARG00000001913	8.049453149	8.493224897	8.731038731	8.134356959	8.255038556	8.438494439	7.838528235	8.028063308	8.591444746	8.246700571	8.300329999	8.274454986	8.346084911	8.193065858	8.448456764
ENSDARG00000001929	9.289728077	8.978732538	9.052418683	9.436690059	9.216881506	9.031343574	9.446261184	9.236595353	8.952403099	9.369159433	9.040104654	9.093957423	9.352230404	9.045260212	9.047928461
ENSDARG00000001930	8.38763767	8.612924713	8.708572988	8.565849107	8.42638943	8.766174837	8.600096495	8.644509327	8.671646853	8.521365633	8.668949148	8.672089802	8.575321077	8.552251447	8.526479443
ENSDARG00000001933	7.614452245	7.334834107	7.197750155	7.871875693	7.434246248	7.510128534	7.717176609	7.337810135	7.439654003	7.878763873	7.632698544	7.591303733	7.901337051	7.517734795	7.688654774
ENSDARG00000001937	6.454718882	7.053384211	7.520574332	6.120399087	6.620623095	7.234028171	5.748813226	6.477072787	7.102400831	5.926817563	6.740614959	6.911478327	5.682521428	7.041822511	6.483039753
ENSDARG00000001939	8.022621847	8.267840137	8.273129468	7.967347407	8.230054811	8.17365521	8.104777109	8.120229157	8.259895561	7.973120537	8.144076838	8.195804945	7.762707978	8.158322021	8.300165025
ENSDARG00000001940	9.923078843	9.707953408	9.572900855	9.98088182	9.744556796	9.630281016	9.863664043	9.738361397	9.801337215	9.871603064	9.808499753	9.71013074	9.914940159	9.736762793	9.748946551
ENSDARG00000001950	15.51639079	15.43382397	15.49207724	15.63595834	15.34267984	15.55935941	15.51639079	15.51639079	15.51639079	15.45954043	15.53531354	15.30214047	15.63595834	15.37538113	15.38711217
ENSDARG00000001953	10.66397223	10.51168483	10.51381979	10.86401108	10.55083978	10.73620025	10.86022899	10.8596301	10.67261493	10.95765226	10.6852975	10.58116272	11.00085739	10.64581604	10.59404462
ENSDARG00000001968	5.922669726	6.454718882	5.904801909	6.377815735	6.718218356	6.078811343	6.702757573	5.960065762	5.93018852	6.167533755	6.330237053	6.462443941	6.394828928	6.296868637	6.426158988
ENSDARG00000001969	8.812402395	8.76989888	8.677670801	8.850891513	8.909577663	8.793066282	8.775226818	8.738741153	8.770165342	8.84898547	8.915872621	8.553035499	9.040864444	8.715564325	8.596396662
