"","diff","lwr.ci","upr.ci","pval"
"0.1-0",21.8105928947748,-17.0330709625716,60.6542567521211,0.455930815488418
"1-0",13.9076847163782,-24.9359791409682,52.7513485737245,0.817291471658741
"10-0",-4.49425935586344,-43.3379232132098,34.3494045014829,0.998262616904824
"100-0",8.88324102958243,-29.9604228277639,47.7269048869288,0.963769686236735
"1000-0",2.50783845014184,-36.3358254072045,41.3515023074882,0.999896758836452
