"#NAME"	"DHEC_10-1_A"	"DHEC_10-1_B"	"DHEC_10-1_C"	"DHEC_10-2_A"	"DHEC_10-2_B"	"DHEC_10-2_C"	"DHEC_10-3_A"	"DHEC_10-3_B"	"DHEC_10-3_C"	"DHEC_10-4_A"	"DHEC_10-4_C"	"DHEC_3uM_A"	"DHEC_3uM_B"	"DHEC_3uM_C"
"ENSDARG00000077023"	6.08199454782286	6.14592242725005	5.85368937304709	6.59756976171708	6.40788748243781	5.67454537392632	6.14592242725005	6.60369638853475	6.63079431008571	5.71211612666525	5.91717445470651	5.98358518990816	6.83503588267444	6.48951682527185
"ENSDARG00000062830"	5.72154189936697	6.14592242725005	5.53194409160283	5.36091204031923	5.73081043714076	5.16984791384941	5.07847582400054	5.68248611010716	5.65407324008325	4.50637298936191	5.48121837402604	4.93875881858809	5.69981460055919	5.70385474253975
"ENSDARG00000104572"	9.61326380107305	8.51823534306099	8.20152354035069	9.35500554907897	9.14549546467543	8.82562526642059	9.34353838368937	7.89197254682546	7.10648234835532	9.75394565863219	8.99042471826768	8.90464100631231	8.27673137658487	7.15279168414857
"ENSDARG00000079399"	4.03131339506294	3.70885079238619	4.32413470555619	3.83661427311779	3.47593771742576	3.57644096527971	3.98523073201723	4.08533317575361	3.72307017432203	5.00053247924576	4.56885057263344	4.06223906701123	2.73662836821632	3.80742775668068
"ENSDARG00000113766"	3.60864593707498	5.11466461079946	4.74660207736182	4.26190518958096	4.73153163038363	4.30876932278861	4.56006314217107	4.63640458668452	4.73153163038363	3.3811181126119	3.95979188842971	3.85083365505363	4.89060847341992	4.70845912993803
"ENSDARG00000094815"	5.36373549490399	5.93694256379149	5.93694256379149	5.62703495714635	5.27400083169402	5.32603506405609	5.651903693723	5.96045503753476	6.03739431342505	4.56885057263344	5.29219319586195	5.10531132035892	6.17712323885166	5.98190954899216
"ENSDARG00000062924"	4.18716290643233	4.24976768947794	3.95422028042962	4.33924214164145	4.18421782928261	4.44102723120229	4.50637298936191	4.3034835669712	4.90933711713543	3.82897747283803	4.13297367170218	4.44102723120229	4.71234825736819	5.03586474774305
"ENSDARG00000038703"	6.97456118086161	6.3492368092217	6.97374655491359	7.10931443888109	6.98000655648806	7.29368264539475	7.35879204811646	7.16184747918936	6.90519371519691	7.80350573051075	7.26119985426558	7.55065489147566	6.82532935555972	7.04665542435377
"ENSDARG00000078285"	5.49713784786541	4.88902296915712	5.59206363995877	5.20267690225208	4.9356824813101	5.50122075656749	5.53096263673061	5.14535100959845	4.95143593978308	5.4473055561555	5.32603506405609	5.38808399333898	4.44102723120229	4.6401522595341
"ENSDARG00000039273"	6.3908244052874	6.45078003116161	6.20100990093173	6.20100990093173	6.33131901739069	6.08039684689226	5.84763263236747	6.06247968407523	5.83016106158424	7.02173624557483	6.55475231613114	6.13932207002221	6.08199454782286	5.56993418510509
"ENSDARG00000087911"	8.51121174937866	8.9639821507977	9.11581450363604	8.23716820023257	9.05667408718373	8.86531253927455	8.52566680305936	9.24647246415723	9.21952574830598	8.1498034472396	8.75446807577361	8.46142590652675	9.29374665888964	9.19965052384822
"ENSDARG00000007561"	4.88426645636871	4.93875881858809	4.62431859852747	4.72375337552329	4.86058516779934	4.3801739643209	4.89060847341992	5.651903693723	5.56993418510509	4.39481032097823	4.66856007748843	3.85083365505363	5.11466461079946	5.03586474774305
"ENSDARG00000112419"	8.48198346501642	8.15526501643473	8.12248451622353	8.55139217764828	8.31168571829161	8.42388733356561	8.4339369889033	8.06391692961078	8.30295573357171	8.96353745884025	8.55033253739736	8.20951120284657	8.06888686370007	7.80350573051075
"ENSDARG00000098597"	3.82232680109579	4.44102723120229	4.24976768947794	5.32045530049066	4.65185429730852	3.87713484380548	4.38978251184313	4.00488124902683	4.32413470555619	5.4473055561555	4.71860784698328	4.93875881858809	3.54201123677916	4.39481032097823
"ENSDARG00000101159"	5.06068240165525	4.98533299417189	4.62431859852747	5.155966868138	5.62065498665066	4.62431859852747	5.37862171929168	4.5180483707037	4.62431859852747	5.56703118621242	5.18918648475742	5.55911046014667	4.56885057263344	4.45735420395605
"ENSDARG00000063019"	5.66760266383235	5.89115133051336	5.62273686848348	5.43352718950848	5.6918730985878	5.36091204031923	5.07847582400054	5.56007356898954	5.89294354343928	4.84917966627574	5.07212779460733	5.05391716664853	5.4300777401017	5.42435460117696
"ENSDARG00000074721"	3.36735774990173	4.00132640354287	3.85672380935306	4.33924214164145	4.65185429730852	3.81567612935354	4.38978251184313	4.00488124902683	3.90656806312234	3.82897747283803	4.27833416139856	3.31964216129825	5.00660648666403	4.70845912993803
"ENSDARG00000069189"	6.5596603532788	6.95912529695048	7.20362768923019	6.43660385136576	6.94855396308029	6.97238724537697	6.68883369100045	6.76020262622921	6.61855159996396	6.1310597311952	6.61855159996396	6.76234301831907	7.22147198559451	7.30137202925966
"ENSDARG00000099876"	4.33924214164145	4.00132640354287	3.85672380935306	4.48819280183085	4.50637298936191	4.30876932278861	4.50637298936191	4.63640458668452	4.20749854538582	4.50637298936191	3.79979095640093	4.66047671629324	3.39990628445718	3.89583747153003
"ENSDARG00000089060"	5.94264852477743	5.68248611010716	5.88684684993049	6.0557215609506	5.95542722839966	6.12091571825613	5.86829267885433	5.10531132035892	5.19561092227977	6.29155980389445	6.4067465718021	6.36392710004074	5.65407324008325	5.92216236482243
"ENSDARG00000079486"	6.20635705005026	6.00130669818052	6.05877493963525	6.81246984195293	6.3043901807041	6.26878357510619	5.89294354343928	5.89294354343928	5.42435460117696	6.46451891209531	6.04226843178479	6.54268598468486	5.62703495714635	5.82051824548298
"ENSDARG00000074160"	5.2948021870066	5.1905248670938	4.99091275773732	5.73698808301957	5.16469435772399	5.64773822975222	4.73906685387273	5.25015749466946	5.62703495714635	6.11079031800967	5.38808399333898	5.651903693723	5.11466461079946	4.76982036562394
"ENSDARG00000071306"	4.33924214164145	4.24976768947794	4.68003487662088	3.72307017432203	4.39960419211098	4.44102723120229	4.25687738044586	4.74256039676422	3.60864593707498	4.10901721779547	3.2463227176296	3.60864593707498	2.91414917011507	3.10822537427462
"ENSDARG00000061622"	4.56006314217107	4.16836056183038	4.49298667296361	4.66451839689084	4.31141220069732	4.23414046320765	4.78093185939953	4.63640458668452	4.95143593978308	4.18421782928261	3.95979188842971	4.31405507860602	4.62431859852747	4.76982036562394
"ENSDARG00000054878"	6.91380237777483	6.33131901739069	6.60069994233178	6.70947674393992	6.58369840567655	6.60069994233178	7.14144621566739	6.36886429280009	6.49461152804498	7.3865156809139	6.65812506073089	6.90969117078431	6.2978663052448	6.36630243879697
"ENSDARG00000061197"	5.66760266383235	5.53514175330509	5.77547964717674	5.56993418510509	5.91717445470651	5.46675269936468	5.57439964825653	5.75789229903605	5.38808399333898	5.47340140748979	5.35634691433207	5.74431758591189	6.04144401703075	6.25556006540241
"ENSDARG00000079457"	4.88426645636871	5.02705332238661	5.25856071281965	5.06068240165525	4.73153163038363	5.04827025747901	5.00660648666403	5.38808399333898	5.38808399333898	5.68616277789241	5.78398647674524	5.42435460117696	5.18495130288028	5.23823361174538
"ENSDARG00000103333"	7.52347577023996	8.55139217764828	8.39107184531896	7.5184973177635	8.32325679042866	8.1625092039719	7.5533686190288	8.61003919139211	8.41659789650487	7.167072625285	8.23147856913816	7.37835535230797	8.55527607064819	8.3559478726645
"ENSDARG00000100862"	6.58886444303859	6.14592242725005	5.96045503753476	6.36392710004074	5.91717445470651	6.46220192865282	6.62968024901064	5.89294354343928	5.89294354343928	7.04129502616869	6.12091571825613	6.6817044247851	5.93807502306747	5.73081043714076
"ENSDARG00000103887"	5.01967562178575	5.155966868138	5.03586474774305	5.32045530049066	5.37346171046458	4.73906685387273	4.73906685387273	4.93230350168307	4.62431859852747	5.47340140748979	5.07212779460733	4.93875881858809	4.1789320734652	4.88743746489431
"ENSDARG00000111980"	4.82796741531413	5.34820716289424	5.07539948672255	5.28662158786186	5.54140826935259	4.89060847341992	5.3433467780783	5.53292554647505	5.60017292980088	4.50637298936191	5.44626461523909	3.96603923423331	5.39050880276208	5.89390665228215
"ENSDARG00000058578"	4.97732737520416	4.50637298936191	5.17504043014383	4.61031955673949	4.65185429730852	4.99418444985255	3.90656806312234	3.21958018085949	4.86396414742637	3.50211907325345	2.88662844469472	4.31405507860602	4.1789320734652	4.93875881858809
"ENSDARG00000016999"	4.78093185939953	4.63640458668452	4.56426983424632	4.42044522692993	3.82897747283803	4.50637298936191	4.56006314217107	4.84229182608409	4.39481032097823	4.03720354936237	3.66156805549469	4.59412791772864	5.11466461079946	4.57246672070987
"ENSDARG00000099183"	6.04226843178479	5.93694256379149	6.11079031800967	5.99154222871772	6.23660817529795	5.91717445470651	5.89294354343928	6.06247968407523	5.76394863524691	6.53120595940241	6.10169503365817	6.09713950405034	5.62703495714635	5.42435460117696
"ENSDARG00000094710"	4.27833416139856	4.00132640354287	4.32413470555619	4.03720354936237	3.82897747283803	3.70885079238619	3.90656806312234	4.22299724720747	4.51095372774903	4.50637298936191	5.14979217713011	4.66047671629324	4.03131339506294	4.51095372774903
"ENSDARG00000012060"	6.90173197370374	6.60069994233178	5.62273686848348	6.30319884205077	6.15440095181784	6.58467518688349	6.35797055841222	6.41973960037174	6.53720875895482	7.2704025048849	6.33003888110517	6.96133469986068	6.19556412846235	5.38808399333898
"ENSDARG00000036105"	4.88426645636871	5.02705332238661	4.81362542819336	4.61031955673949	4.65185429730852	4.62431859852747	5.31819038193871	5.38808399333898	5.19561092227977	4.50637298936191	4.62431859852747	4.71673401055849	5.00660648666403	4.70845912993803
"ENSDARG00000055798"	5.51922474881338	5.5962870700949	5.59206363995877	5.32045530049066	5.54140826935259	5.24767425051513	5.49921972969823	5.59522466497368	5.71766780460823	4.74660207736182	5.50799236637536	5.18636303017266	6.02006735102902	5.84763263236747
"ENSDARG00000095638"	5.25856071281965	4.50637298936191	4.62431859852747	4.78093185939953	4.57246672070987	4.73906685387273	4.38978251184313	4.22299724720747	4.56885057263344	4.69314347258998	4.93875881858809	5.00053247924576	3.93421257191585	3.60864593707498
"ENSDARG00000061351"	5.72154189936697	5.84398277599013	6.38952816623667	5.56993418510509	5.88604799946519	5.64773822975222	6.11956864488103	5.31819038193871	5.98190954899216	5.49921972969823	5.96045503753476	5.62273686848348	6.37090366845818	6.29655355315088
"ENSDARG00000097665"	5.18055242018114	5.11466461079946	4.68003487662088	5.11167745539271	5.21722888816326	5.56703118621242	5.53096263673061	4.93230350168307	4.73153163038363	5.37738009721451	5.32603506405609	5.76809369022086	4.76104488363926	4.51095372774903
"ENSDARG00000016088"	8.49171191312465	8.36433222255065	8.02320041622767	8.37582870420846	7.97367450158506	8.3559478726645	8.5680661487859	8.29696288053026	8.2950460677775	8.84558636486382	8.31449291277215	8.60795612014298	7.97202962775833	7.6329412246039
"ENSDARG00000093780"	7.12981468268126	6.79510511155561	6.70567998728875	6.81246984195293	6.70995604807429	6.72230734429807	6.88273367659682	6.17712323885166	6.46929736604381	7.43718422304878	6.76878336722665	7.04622061314141	6.87692638769757	6.02182892633146
"ENSDARG00000097580"	3.82232680109579	3.57644096527971	3.36735774990173	3.93421257191585	3.32860865287567	3.57644096527971	3.60864593707498	3.71596048335411	4.51095372774903	3.82897747283803	3.87713484380548	3.60864593707498	2.91414917011507	2.38576439922527
"ENSDARG00000078068"	5.66760266383235	5.11466461079946	4.93875881858809	5.36091204031923	5.27400083169402	5.69572688057232	5.55262406708199	4.79189651072884	4.62431859852747	5.60017292980088	5.4223535743077	5.38808399333898	4.71234825736819	4.88743746489431
"ENSDARG00000097770"	7.60826107020922	8.16624925019148	7.62621890001873	7.51061934713902	7.95172007317476	7.41868208443017	7.72751514941055	8.05903320390149	7.67266865971932	7.41868208443017	7.26119985426558	7.33673583443112	8.21717328078095	7.96605018579827
"ENSDARG00000041034"	4.27833416139856	3.57644096527971	3.21958018085949	3.93421257191585	3.95422028042962	3.81567612935354	4.11526456359907	3.71596048335411	3.34771438936603	4.39481032097823	4.13297367170218	4.78093185939953	3.39990628445718	3.33685702554852
"ENSDARG00000099764"	5.13702071463662	5.06905145732934	5.25856071281965	4.72375337552329	5.45778004262186	4.3801739643209	4.89060847341992	4.93230350168307	4.39481032097823	4.03720354936237	4.51095372774903	3.71596048335411	5.39050880276208	5.95542722839966
"ENSDARG00000097433"	3.71596048335411	3.31964216129825	3.60864593707498	3.72307017432203	4.08030536661851	3.33685702554852	2.95593220588086	3.91420486340209	3.49315258167603	3.82897747283803	3.87713484380548	3.85083365505363	4.71234825736819	4.57246672070987
"ENSDARG00000040523"	6.80040100064689	6.54268598468486	6.65947103899997	6.56340873580874	6.54268598468486	6.68026626113781	6.64922308684448	6.41973960037174	6.55118914378446	6.84026530873028	6.91874373964771	6.50694749778312	6.06247968407523	6.27255233974085
"ENSDARG00000097013"	5.21722888816326	5.34820716289424	5.49921972969823	4.42044522692993	4.79189651072884	4.99418444985255	5.21722888816326	5.14535100959845	5.07212779460733	5.12364622931659	5.38808399333898	5.10531132035892	5.98190954899216	5.82051824548298
"ENSDARG00000091511"	5.18055242018114	5.06905145732934	4.99091275773732	5.2489158725923	5.21722888816326	5.75993295276439	4.81362542819336	4.74256039676422	5.36232376761161	5.91201563665856	5.6804850832379	5.35634691433207	4.50637298936191	4.93875881858809
"ENSDARG00000104540"	5.66760266383235	4.63640458668452	3.85672380935306	5.94264852477743	4.86058516779934	5.94264852477743	5.77827184865699	4.79189651072884	3.82232680109579	6.54900793428733	4.90544798970526	5.87262465030842	4.44102723120229	2.72367943680972
"ENSDARG00000102959"	5.57439964825653	5.23348544903909	5.17504043014383	5.62703495714635	5.37346171046458	5.78398647674524	5.37862171929168	5.01650461326015	5.38808399333898	4.84917966627574	5.11466461079946	4.71673401055849	5.31084326737474	5.56993418510509
"ENSDARG00000113533"	5.25856071281965	5.11466461079946	5.42435460117696	5.82051824548298	5.65407324008325	5.75993295276439	5.55262406708199	5.38808399333898	5.26092977452931	6.19303318807951	5.70467915729378	5.52892198300227	5.18495130288028	5.23823361174538
"ENSDARG00000034895"	4.6724492049186	4.08533317575361	3.36735774990173	4.26190518958096	4.50637298936191	3.96603923423331	3.90656806312234	3.82232680109579	3.98523073201723	4.84917966627574	4.56885057263344	4.31405507860602	3.39990628445718	3.60864593707498
"ENSDARG00000054103"	5.60985292760743	5.91717445470651	5.65298846690312	5.65905065400289	5.73081043714076	5.38808399333898	5.37862171929168	5.78027287552625	5.76394863524691	5.20640444937963	5.50799236637536	5.45778004262186	5.93807502306747	6.08039684689226
"ENSDARG00000033089"	6.46326981018611	6.49922613070424	6.404321762379	6.67774780657659	6.23660817529795	6.46220192865282	6.61654261923441	6.38850278816688	6.48081412156222	7.1425519576646	6.17994669343642	6.69371069582991	6.23532803901243	5.82051824548298
"ENSDARG00000087088"	5.10531132035892	4.84917966627574	4.68003487662088	4.48819280183085	4.31141220069732	3.96603923423331	5.15269517602278	5.25015749466946	4.78093185939953	4.10901721779547	4.33395638582404	3.71596048335411	4.50637298936191	5.161618020446
"ENSDARG00000043705"	5.46009586245703	5.84398277599013	5.71766780460823	5.84763263236747	5.76898979668382	6.10169503365817	5.82310585397424	5.80455775360851	5.56993418510509	5.95542722839966	6.20026852378291	6.41973960037174	5.51141628962555	5.45893795253945
"ENSDARG00000020191"	5.54818960216979	5.93694256379149	5.88684684993049	6.01385227979748	5.4223535743077	5.78398647674524	5.93694256379149	6.103059949583	5.89294354343928	5.53292554647505	4.86058516779934	5.76809369022086	6.12527537128481	5.87262465030842
"ENSDARG00000079765"	4.50198723617161	4.08533317575361	3.72307017432203	5.2489158725923	4.08030536661851	4.62431859852747	5.00660648666403	4.08533317575361	4.32413470555619	5.28430576802669	4.90544798970526	5.14688917823744	4.03131339506294	3.60864593707498
"ENSDARG00000058985"	7.41868208443017	7.66499788844222	7.43243794857284	7.2318534869324	7.53029565420216	7.36632627820919	7.37609800498008	7.75310402256439	7.85132480630939	6.99624338069423	7.41075245813657	7.33673583443112	8.00646478694531	7.72134930056624
"ENSDARG00000063436"	5.60985292760743	5.7095071355206	5.53194409160283	5.155966868138	5.54140826935259	5.46675269936468	5.11466461079946	5.78027287552625	5.11466461079946	5.04673208884001	5.18918648475742	5.22812830447911	6.103059949583	5.70385474253975
"ENSDARG00000093688"	4.18716290643233	4.44102723120229	4.49298667296361	4.72375337552329	4.99091275773732	4.73906685387273	4.44102723120229	4.700801301264	3.98523073201723	4.32413470555619	3.95979188842971	4.44102723120229	4.71234825736819	5.45893795253945
"ENSDARG00000078839"	4.61874699052738	4.08533317575361	4.88426645636871	4.33924214164145	4.08030536661851	4.30876932278861	4.93875881858809	4.58123822709046	5.07212779460733	4.26454806748967	3.87713484380548	4.44102723120229	5.21448073474793	4.70845912993803
"ENSDARG00000054050"	7.59171123057387	7.49198954480913	7.63492150976476	8.14043252041729	7.70169691301071	7.60790694632118	7.85132480630939	7.39577345221411	7.0082961888582	8.02948982061393	7.63667901319529	7.91807957604042	7.22147198559451	7.16563481522554
"ENSDARG00000101307"	5.18055242018114	5.27278842698248	5.21722888816326	5.20267690225208	5.54140826935259	5.46675269936468	5.82310585397424	5.89294354343928	5.99598759987079	5.04673208884001	5.03043230201364	5.45778004262186	5.87262465030842	5.60680793693174
"ENSDARG00000061835"	5.25856071281965	6.00130669818052	5.25856071281965	5.155966868138	5.54140826935259	5.24767425051513	5.00660648666403	5.21448073474793	4.90933711713543	5.00053247924576	5.44626461523909	5.26615110418284	4.80973630076319	3.99188140375948
"ENSDARG00000071735"	3.82232680109579	3.90032071731874	3.85672380935306	3.83661427311779	4.39960419211098	4.23414046320765	3.90656806312234	3.82232680109579	3.98523073201723	4.18421782928261	5.29219319586195	3.85083365505363	3.54201123677916	3.33685702554852
"ENSDARG00000088842"	6.14592242725005	6.26339858869323	5.91201563665856	6.30319884205077	6.01317874310993	6.26878357510619	6.21858586866809	6.50909724240784	6.56443411387853	6.11079031800967	5.73081043714076	5.84763263236747	6.52148848122449	6.47386808366343
"ENSDARG00000074708"	4.88426645636871	4.700801301264	4.24976768947794	4.78093185939953	4.9356824813101	4.3801739643209	4.89060847341992	4.79189651072884	4.45735420395605	4.56885057263344	4.81362542819336	4.31405507860602	5.31084326737474	5.31084326737474
"ENSDARG00000096926"	4.18716290643233	3.57644096527971	4.05599172120764	3.72307017432203	3.82897747283803	3.87713484380548	4.11526456359907	4.08533317575361	4.32413470555619	3.82897747283803	4.33395638582404	3.13827178271105	4.80973630076319	4.45735420395605
"ENSDARG00000027851"	4.78093185939953	5.06905145732934	4.99091275773732	5.46879335309302	4.31141220069732	4.50637298936191	5.15269517602278	4.79189651072884	4.8243512672377	5.41880792503215	4.90544798970526	5.22812830447911	4.32413470555619	4.24976768947794
"ENSDARG00000071579"	5.82310585397424	6.0840352015512	5.59206363995877	6.10021227936054	6.10021227936054	5.91717445470651	6.00474774061451	5.80455775360851	5.19561092227977	6.6913434455682	5.9418241100234	6.12091571825613	5.67840320140508	5.38808399333898
"ENSDARG00000062758"	4.50198723617161	4.32413470555619	4.49298667296361	4.18421782928261	4.57246672070987	4.62431859852747	3.98523073201723	3.82232680109579	4.26190518958096	5.31819038193871	4.39481032097823	4.59412791772864	3.75283949335798	4.24976768947794
"ENSDARG00000088514"	11.541190365079	11.1692023897291	11.1392286229925	11.6605933328517	11.2423344583816	11.6536483037584	10.9263029220207	10.8731251741476	10.8192012430267	12.0758953689227	11.3381636108938	11.6555369387227	11.1328603785086	11.254016191716
"ENSDARG00000099302"	5.74784150452823	5.79445855014115	6.11079031800967	6.36392710004074	5.73081043714076	5.69572688057232	5.96045503753476	5.70550357204782	6.05801159496409	5.53292554647505	5.651903693723	5.79360688078564	6.2820072055056	6.33366703520949
"ENSDARG00000104015"	5.49713784786541	5.27278842698248	4.56426983424632	5.56993418510509	5.16469435772399	5.12364622931659	5.11466461079946	5.4223535743077	4.45735420395605	6.08696808697736	5.50799236637536	5.35634691433207	5.00660648666403	4.51095372774903
"ENSDARG00000077115"	4.10901721779547	3.70885079238619	4.05599172120764	3.60864593707498	3.32860865287567	4.1576765363982	3.71596048335411	3.71596048335411	4.26190518958096	5.20640444937963	4.51095372774903	5.00053247924576	3.0960878741716	4.32413470555619
"ENSDARG00000003446"	7.90993923982509	7.29954137359594	7.07351265868047	7.77299930714326	7.41459770594695	7.31658915574772	8.04925693436937	7.27852285176404	7.29954137359594	7.77855283852751	7.77440809941275	7.74272100655776	7.21175343072035	7.11760020602113
"ENSDARG00000071475"	6.76611878864243	7.1287249320231	6.73469500052339	6.66165200423616	7.0583681494174	7.25844990501597	6.8128904550878	6.47963639850589	6.50798318133277	6.92493575071265	7.26119985426558	6.96133469986068	6.40198816463543	6.25556006540241
"ENSDARG00000014623"	4.42503503909145	4.16836056183038	4.49298667296361	4.33924214164145	3.60864593707498	4.3801739643209	4.05599172120764	4.22299724720747	4.45735420395605	4.89846090392226	4.71860784698328	4.66047671629324	3.85672380935306	3.60864593707498
"ENSDARG00000092788"	8.10093530509242	7.5383892828198	7.38303759436297	8.00436763061354	7.50787895973755	8.19132315161597	7.80371307414223	7.27852285176404	7.36694893657356	8.33117330982184	7.90186101341355	8.25542625450718	7.38712418214564	7.43718422304878
"ENSDARG00000071083"	5.25856071281965	5.53514175330509	6.03665293627624	5.32045530049066	5.6918730985878	5.24767425051513	5.21722888816326	5.56007356898954	5.56993418510509	4.26454806748967	5.18918648475742	4.38475470270803	5.18495130288028	6.55475231613114
"ENSDARG00000040230"	4.33924214164145	3.80742775668068	4.68003487662088	4.03720354936237	4.50637298936191	4.1576765363982	3.71596048335411	3.48418609009862	2.77340505905182	3.82897747283803	4.05599172120764	4.06223906701123	4.85683749494976	4.6401522595341
"ENSDARG00000063568"	5.64591429460171	5.62273686848348	5.62273686848348	5.87262465030842	5.73081043714076	5.28430576802669	5.15269517602278	5.651903693723	5.55262406708199	5.60017292980088	5.32603506405609	5.18636303017266	5.89294354343928	6.08039684689226
"ENSDARG00000030621"	6.82532935555972	7.04387375360249	7.14106874274917	7.3419767262073	7.14182368858561	6.79686315116144	6.70055480946158	7.35749861424453	7.39870713827167	6.38128866698565	6.90882882561998	6.70841981523077	7.28583402532866	7.2318534869324
"ENSDARG00000051805"	5.84763263236747	5.95880620802668	5.49921972969823	5.65905065400289	6.01317874310993	5.89115133051336	5.98358518990816	5.91717445470651	5.22950238118678	5.89204743697632	6.00474774061451	6.43660385136576	5.4300777401017	5.34589134305907
"ENSDARG00000067797"	5.82310585397424	5.56848268565876	5.46675269936468	5.73698808301957	5.84763263236747	5.91717445470651	5.57439964825653	5.56007356898954	5.74073207545893	5.34461906056868	5.62273686848348	5.68248611010716	6.06247968407523	6.33366703520949
"ENSDARG00000102282"	4.73153163038363	4.50637298936191	3.85672380935306	4.18421782928261	4.18421782928261	3.81567612935354	4.38978251184313	3.48418609009862	4.26190518958096	3.50211907325345	3.66156805549469	3.13827178271105	3.93421257191585	4.32413470555619
