"#NAME"	"DHEC_10-1_A"	"DHEC_10-1_B"	"DHEC_10-1_C"	"DHEC_10-2_A"	"DHEC_10-2_B"	"DHEC_10-2_C"	"DHEC_10-3_A"	"DHEC_10-3_B"	"DHEC_10-3_C"	"DHEC_10-4_A"	"DHEC_10-4_C"	"DHEC_3uM_A"	"DHEC_3uM_B"	"DHEC_3uM_C"
"ENSDARG00000093201"	6.36170317870125	6.45078003116161	6.03665293627624	6.21858586866809	6.54268598468486	6.01385227979748	6.08039684689226	6.49461152804498	6.41030852935904	5.65815454753993	5.9418241100234	6.07150551418991	6.54955900716482	6.47386808366343
"ENSDARG00000092228"	4.03131339506294	4.16836056183038	4.05599172120764	4.78093185939953	4.57246672070987	4.30876932278861	4.32413470555619	4.45735420395605	4.13297367170218	4.69314347258998	4.76982036562394	5.00053247924576	3.85672380935306	4.51095372774903
"ENSDARG00000035521"	7.0822771311212	6.74775204259913	6.65947103899997	7.01141113681722	7.0583681494174	6.93643780821992	7.07427317612329	6.94049890003587	6.65947103899997	7.65337386824089	7.02262079732168	7.08425242461254	6.88874737230432	6.35029373793085
"ENSDARG00000076830"	6.97456118086161	7.0000909764502	6.13537946922862	7.39663295939407	7.10579763058181	7.03246737775801	7.4699940161972	6.22715111524471	6.45550515807733	7.33552437031367	6.78197091211622	7.23912897664856	5.93807502306747	6.0557215609506
"ENSDARG00000101109"	4.56006314217107	3.90032071731874	4.05599172120764	4.9356824813101	4.39960419211098	4.68003487662088	3.90656806312234	4.15473145924848	4.26190518958096	4.69314347258998	4.81362542819336	4.44102723120229	3.85672380935306	4.08533317575361
"ENSDARG00000117298"	4.9356824813101	5.3132123290844	5.21722888816326	5.155966868138	4.57246672070987	4.89060847341992	4.93875881858809	4.5180483707037	4.73153163038363	4.63045112316352	4.05599172120764	4.31405507860602	5.4300777401017	4.82796741531413
"ENSDARG00000074033"	5.60985292760743	4.98533299417189	5.07539948672255	5.39254945649042	4.79189651072884	5.04827025747901	5.11466461079946	5.25015749466946	5.19561092227977	5.60017292980088	5.32603506405609	5.26615110418284	4.93875881858809	4.45735420395605
"ENSDARG00000042526"	4.6724492049186	5.23348544903909	5.42435460117696	4.8243512672377	5.58313463493681	5.38808399333898	4.44102723120229	5.01650461326015	4.90933711713543	4.63045112316352	5.14979217713011	4.16836056183038	5.33567381368315	5.89390665228215
"ENSDARG00000005586"	5.66760266383235	5.97863785687694	6.15691672753707	5.36091204031923	5.4223535743077	5.67454537392632	5.04827025747901	5.98358518990816	5.68616277789241	4.94868778636774	4.71860784698328	5.26615110418284	5.77634563097126	5.82051824548298
"ENSDARG00000042845"	6.26084624256353	6.5591625250303	6.49583106471348	6.0557215609506	6.12300199082214	6.46220192865282	6.00474774061451	6.33493146390474	6.73174765759406	5.89204743697632	5.78398647674524	5.10531132035892	6.33131901739069	6.27255233974085
"ENSDARG00000098142"	3.71596048335411	4.00132640354287	4.62431859852747	3.50211907325345	3.60864593707498	3.81567612935354	4.11526456359907	3.60864593707498	3.49315258167603	3.3811181126119	3.52005205640829	2.75751988609922	4.25687738044586	4.39481032097823
"ENSDARG00000109742"	6.4260158611853	6.98091448875588	6.87927671140449	6.20100990093173	6.82705598050478	6.69612435874161	6.60118374704028	6.93153529396436	6.95227217583227	5.86829267885433	6.45078003116161	6.38001484065722	7.10439927596865	6.6697697621859
"ENSDARG00000104529"	5.42435460117696	5.38808399333898	4.93875881858809	5.65905065400289	4.99091275773732	5.28430576802669	5.62495307531353	4.58123822709046	4.95143593978308	5.41880792503215	5.29219319586195	5.18636303017266	4.89060847341992	4.08533317575361
"ENSDARG00000008403"	5.72154189936697	5.06905145732934	4.88426645636871	5.62703495714635	5.16469435772399	5.20640444937963	5.84763263236747	5.06068240165525	5.45778004262186	5.65815454753993	5.651903693723	5.38808399333898	5.00660648666403	4.39481032097823
"ENSDARG00000027529"	8.06575586420321	7.06678376407852	7.31829784199009	7.80576394393343	7.43480032062522	7.86081016097505	7.84639790582964	6.57056546579715	6.76696693866302	7.92745418949502	7.67061811680619	7.40371672817366	6.63079431008571	6.76878336722665
"ENSDARG00000115545"	5.89294354343928	6.89828926720414	6.08039684689226	6.30319884205077	6.60274661549094	6.04226843178479	6.17561883774253	6.00620946222592	5.19561092227977	6.25556006540241	6.10169503365817	5.91717445470651	5.77634563097126	4.76982036562394
"ENSDARG00000037961"	7.36143844811403	7.27200115185435	7.365711054616	7.5735335499393	7.50787895973755	7.97916689295005	7.35342911448049	7.18830598204385	7.77899416530816	8.24447012651619	7.40070888885746	7.25651063207116	7.02173624557483	6.89785445599178
"ENSDARG00000098949"	7.09278882839679	7.09744531307526	6.73469500052339	7.3074518815858	7.49820289790584	7.32438402590586	7.24800071448997	6.69949788075243	6.74427741122563	6.79686315116144	6.88953702862639	6.52385164420877	5.80063193411963	6.43886307155238
"ENSDARG00000103193"	3.36735774990173	3.90032071731874	4.32413470555619	4.56006314217107	4.65185429730852	4.84917966627574	4.73906685387273	4.84229182608409	4.45735420395605	4.74660207736182	4.51095372774903	4.38475470270803	3.93421257191585	3.99188140375948
"ENSDARG00000115425"	3.9275619001736	4.08533317575361	5.42435460117696	4.03720354936237	4.57246672070987	4.56426983424632	4.60611286466423	4.97732737520416	4.95143593978308	3.60864593707498	3.95979188842971	4.06223906701123	5.00660648666403	5.07539948672255
"ENSDARG00000089933"	5.13702071463662	5.27278842698248	5.07539948672255	4.97558060375841	5.21722888816326	4.79189651072884	5.28944504244661	5.17794342903649	5.42435460117696	5.161618020446	5.35634691433207	5.3132123290844	4.62431859852747	4.70845912993803
"ENSDARG00000028027"	10.5881702564134	11.1600985925894	11.129710627685	10.2108184335304	11.1744316400576	11.2240867244218	10.4478178726817	10.7180607194672	10.9768551626071	9.98095911623104	10.7303191773669	10.5808261899151	11.1311740029841	11.42703510344
"ENSDARG00000101393"	7.12981468268126	6.22855317286963	6.46326981018611	6.66165200423616	6.47963639850589	6.90264797658642	7.34631387047583	5.91717445470651	6.03739431342505	8.06593262191648	6.68262431729436	6.86783100867613	5.62703495714635	4.88743746489431
"ENSDARG00000003684"	8.32203337921119	8.20882658282024	7.78643317396385	8.18455722772495	7.76778779001671	8.25526137493324	8.26999013876828	8.14133930024907	8.04474412858907	8.57421467162905	8.16809738161589	8.38417744613808	7.85948267469151	7.65385653725341
"ENSDARG00000059634"	7.81534698842243	8.0200568884193	7.79402833508461	7.49543027009854	7.77716063792146	7.96521964481051	7.76592036120001	7.96023274447759	7.4821403342472	7.2318534869324	7.16255572696544	7.33673583443112	7.85177579016169	7.8773871780466
"ENSDARG00000117309"	4.88426645636871	5.84398277599013	5.77547964717674	3.83661427311779	5.27400083169402	5.12364622931659	4.73906685387273	5.47340140748979	5.51922474881338	3.0960878741716	2.51858529532475	3.85083365505363	5.4300777401017	4.99091275773732
"ENSDARG00000073850"	4.18716290643233	4.63640458668452	4.40702893681246	5.46879335309302	4.86058516779934	4.89060847341992	4.60611286466423	4.700801301264	4.78093185939953	5.37738009721451	4.66856007748843	5.26615110418284	4.10901721779547	4.51095372774903
"ENSDARG00000097596"	5.74784150452823	5.68248611010716	5.62273686848348	5.39254945649042	5.6918730985878	5.50122075656749	5.11466461079946	5.14535100959845	5.0332557565984	5.12364622931659	4.81362542819336	5.10531132035892	5.18495130288028	5.07539948672255
"ENSDARG00000097445"	8.95747069108011	8.52425753581755	8.28029615487625	9.20669089421587	8.45217033599161	8.30747905211572	9.03599053221892	8.52731020132235	8.37338945035082	9.13847955857751	8.60695286705878	9.16387518862462	8.26704910064374	8.16923117626092
"ENSDARG00000080152"	5.2948021870066	5.93694256379149	6.05877493963525	5.36091204031923	5.81009649614961	5.38808399333898	5.21722888816326	5.91717445470651	6.01698964232488	4.56885057263344	5.25856071281965	5.42435460117696	6.02006735102902	6.21793774914272
"ENSDARG00000097572"	5.42435460117696	5.02705332238661	5.49921972969823	4.56006314217107	4.9356824813101	4.99418444985255	5.11466461079946	5.01650461326015	4.95143593978308	4.56885057263344	4.98823599306456	4.16836056183038	5.36373549490399	5.161618020446
"ENSDARG00000061461"	5.42435460117696	5.44389555352943	4.93875881858809	5.39254945649042	5.21722888816326	5.32603506405609	4.50637298936191	5.25015749466946	4.6724492049186	5.68616277789241	5.35634691433207	5.00053247924576	4.66451839689084	4.51095372774903
"ENSDARG00000015515"	3.49315258167603	4.24976768947794	4.49298667296361	3.93421257191585	3.95422028042962	3.43446266025388	3.60864593707498	4.00488124902683	4.32413470555619	3.60864593707498	3.87713484380548	3.46005254447316	4.39481032097823	4.70845912993803
"ENSDARG00000077687"	4.10901721779547	3.90032071731874	4.32413470555619	4.26190518958096	3.60864593707498	3.43446266025388	3.98523073201723	4.15473145924848	4.20749854538582	4.26454806748967	4.27833416139856	3.96603923423331	3.2463227176296	3.70885079238619
"ENSDARG00000089617"	4.82796741531413	4.24976768947794	4.05599172120764	3.72307017432203	3.32860865287567	3.70885079238619	3.25175139953835	3.60864593707498	3.90656806312234	3.3811181126119	3.66156805549469	4.06223906701123	2.24955792811037	2.38576439922527
"ENSDARG00000040306"	5.2948021870066	5.76719758375791	5.53194409160283	5.01650461326015	5.45778004262186	5.28430576802669	5.28944504244661	5.651903693723	4.95143593978308	6.23532803901243	5.03043230201364	5.38808399333898	5.04827025747901	4.16836056183038
"ENSDARG00000022668"	6.4260158611853	6.28611662951766	6.05877493963525	5.91885009562251	5.84763263236747	5.81090792745318	6.11956864488103	6.17712323885166	6.20510794814106	5.47340140748979	5.98358518990816	5.42435460117696	5.98190954899216	5.98190954899216
"ENSDARG00000056806"	8.08849142738708	8.46359412575974	8.42312546189081	7.86540876538563	8.08228313610703	8.24095672974612	7.69114573624143	8.55193146317766	8.42138821510522	7.36143844811403	8.07822630903203	8.05982639020608	8.45137970051863	8.47619111053584
"ENSDARG00000018611"	5.60985292760743	5.34820716289424	6.15691672753707	5.56993418510509	5.98358518990816	5.94264852477743	5.73506186533383	5.47340140748979	5.94099969526936	4.94868778636774	5.62273686848348	5.71766780460823	6.00130669818052	6.23660817529795
"ENSDARG00000103535"	6.32487319007091	6.67484452194249	6.404321762379	6.2820072055056	6.58369840567655	6.26878357510619	6.64115847403581	6.80942651257207	6.70841981523077	6.06545504929515	6.29655355315088	6.25169048082444	6.91473123043065	7.04665542435377
"ENSDARG00000054649"	4.73153163038363	3.31964216129825	5.12364622931659	4.66451839689084	4.31141220069732	5.16984791384941	4.60611286466423	4.45735420395605	4.73153163038363	4.56885057263344	3.87713484380548	3.46005254447316	5.00660648666403	5.03586474774305
"ENSDARG00000117555"	6.83895829214768	6.58613673803475	6.21858586866809	6.79686315116144	7.27716031832472	6.73469500052339	7.24800071448997	6.97456118086161	6.59112366322521	6.51122656812747	7.50787895973755	6.96133469986068	6.23532803901243	6.41973960037174
"ENSDARG00000099207"	4.50198723617161	4.88902296915712	5.46675269936468	3.93421257191585	4.31141220069732	4.23414046320765	4.60611286466423	4.3034835669712	5.22950238118678	3.50211907325345	4.51095372774903	3.13827178271105	4.97907414664991	4.99091275773732
"ENSDARG00000096896"	5.96370076274905	7.0310702010258	6.52922717877456	6.10021227936054	6.3043901807041	6.60069994233178	6.2820072055056	7.00792946259199	6.85831219430409	5.49921972969823	6.34626904181543	6.15977940177816	6.99935752391779	7.20578930016483
"ENSDARG00000059255"	7.60826107020922	8.04510761977998	8.02853023062381	7.54640670313732	7.59352586532612	7.81932215713409	7.33888445699349	7.91807957604042	8.09345063853501	7.2318534869324	7.76680814142729	7.48578572491842	8.18473338113717	8.07314834349276
"ENSDARG00000093349"	4.10901721779547	4.38475470270803	4.24976768947794	4.33924214164145	4.50637298936191	4.44102723120229	4.11526456359907	4.63640458668452	4.95143593978308	4.03720354936237	3.79979095640093	3.85083365505363	4.62431859852747	4.57246672070987
"ENSDARG00000062481"	7.07103611096468	6.7775233025381	6.49583106471348	7.32492214538339	7.29954137359594	6.83978600459591	7.04773823241838	6.72414166908873	6.86959258397858	7.63092116943295	7.1107027733774	7.38590717968216	6.82532935555972	6.404321762379
"ENSDARG00000092870"	9.26966825024561	10.0123303483504	10.1140672474365	8.72135738359814	9.93561277382874	9.58631409197718	9.25073590444118	9.81772475313136	9.63563705472109	8.78023183266341	9.65755406900428	9.01023848313755	10.0319065438026	10.0672688812356
"ENSDARG00000061274"	5.72154189936697	5.23348544903909	4.74660207736182	5.49921972969823	5.05391716664853	5.42889320924687	5.21722888816326	4.93230350168307	5.07212779460733	5.98190954899216	5.62273686848348	5.52892198300227	4.71234825736819	4.99091275773732
"ENSDARG00000093484"	6.20635705005026	6.54268598468486	6.08039684689226	6.54900793428733	6.04226843178479	6.66165200423616	6.56015818152729	6.29655355315088	6.26084624256353	7.06992316389908	6.49583106471348	6.70841981523077	6.08199454782286	6.25556006540241
"ENSDARG00000101980"	6.3908244052874	6.26339858869323	5.68532495743441	6.64115847403581	5.81009649614961	6.21327704750678	6.2820072055056	6.47963639850589	6.53720875895482	6.78296656861321	6.31189260313038	6.56340873580874	5.84763263236747	5.38808399333898
"ENSDARG00000076862"	6.5596603532788	6.53120595940241	5.98810692241765	6.81246984195293	6.2078614511594	6.44727245589853	6.49461152804498	6.55696920980921	6.46929736604381	7.15548581714957	6.34626904181543	6.78832669444584	6.43190185617858	5.84763263236747
"ENSDARG00000041119"	9.41885337300604	9.44515389237171	9.38367070626121	9.56338857665465	9.64176990539673	9.81649206648307	9.55115241363403	9.3547045454617	9.0622544345048	9.68193864849484	9.70762094378675	9.44439789655486	9.02575576557303	8.85928571611652
"ENSDARG00000091627"	3.60864593707498	4.38475470270803	3.95422028042962	4.18421782928261	4.86058516779934	5.09148399617556	4.11526456359907	4.5180483707037	4.90933711713543	3.82897747283803	3.87713484380548	4.22856885520756	5.14979217713011	4.88743746489431
"ENSDARG00000040277"	8.67965423187136	10.3505959971807	10.6013853190192	8.11331220122328	10.724114419286	10.3315540393994	9.08996527857879	10.1317834701765	10.3886819802376	7.90405796242625	10.1153749099745	8.75310229540635	10.7177518449545	10.778139366484
"ENSDARG00000101437"	4.03131339506294	3.90032071731874	4.40702893681246	4.10901721779547	4.18421782928261	3.81567612935354	3.60864593707498	3.34771438936603	3.72307017432203	4.44102723120229	4.66856007748843	3.96603923423331	3.63410917399811	3.89583747153003
"ENSDARG00000076844"	5.66760266383235	6.22855317286963	5.34218886816072	5.71766780460823	5.98358518990816	5.78398647674524	6.18743082672395	5.94099969526936	4.90933711713543	6.41397759235983	6.15977940177816	6.18533120775225	5.54493245442333	4.76982036562394
"ENSDARG00000054941"	4.88426645636871	4.44102723120229	4.40702893681246	4.26190518958096	4.57246672070987	4.62431859852747	4.81362542819336	4.700801301264	4.62431859852747	4.10901721779547	4.62431859852747	4.22856885520756	4.89060847341992	4.93875881858809
"ENSDARG00000079946"	6.08199454782286	5.62273686848348	6.05877493963525	6.07745116850187	5.95542722839966	6.58467518688349	6.38256249331407	4.97732737520416	5.60017292980088	6.64623041899277	6.26472827999089	6.07150551418991	5.80063193411963	5.11765176620622
"ENSDARG00000111040"	5.25856071281965	5.11466461079946	5.25856071281965	5.01650461326015	5.32603506405609	5.62273686848348	4.85683749494976	5.06068240165525	4.56885057263344	4.94868778636774	5.50799236637536	5.55911046014667	4.71234825736819	4.39481032097823
"ENSDARG00000086825"	5.01967562178575	4.16836056183038	5.38808399333898	5.11167745539271	5.21722888816326	4.79189651072884	4.60611286466423	4.5180483707037	4.95143593978308	4.26454806748967	4.45735420395605	3.60864593707498	5.24767425051513	5.03586474774305
"ENSDARG00000033539"	10.921229684524	10.4158764964758	10.4043327351528	11.0038590457405	10.7926521755213	10.83779446302	11.0836877575647	10.1627792236747	10.1361742889497	11.1846281808429	10.5963012947903	11.0407352532411	10.2745356969073	10.2523428063866
"ENSDARG00000018266"	7.66824592680279	6.79510511155561	6.83851601627426	7.48846095644608	6.73174765759406	7.44750508715724	7.59794451809718	6.50909724240784	6.11079031800967	8.01170632158439	7.41075245813657	7.16774396085659	5.91717445470651	6.25556006540241
"ENSDARG00000082242"	4.50198723617161	4.700801301264	4.56426983424632	3.83661427311779	3.60864593707498	4.62431859852747	4.11526456359907	4.3034835669712	4.51095372774903	4.03720354936237	3.95979188842971	3.85083365505363	4.76104488363926	4.70845912993803
"ENSDARG00000042873"	5.01967562178575	4.44102723120229	5.34218886816072	4.8243512672377	4.86058516779934	5.04827025747901	5.43669819803408	4.63640458668452	4.78093185939953	5.41880792503215	5.03043230201364	5.3132123290844	4.62431859852747	4.51095372774903
"ENSDARG00000017437"	4.33924214164145	4.98533299417189	3.85672380935306	5.46879335309302	4.57246672070987	4.50637298936191	5.04827025747901	4.38475470270803	3.98523073201723	4.56885057263344	4.27833416139856	4.71673401055849	4.10901721779547	3.33685702554852
"ENSDARG00000073933"	5.2948021870066	5.3132123290844	5.25856071281965	4.87760190495161	5.37346171046458	4.99418444985255	5.07847582400054	5.59522466497368	5.55262406708199	4.74660207736182	5.11466461079946	5.05391716664853	5.84763263236747	5.34589134305907
"ENSDARG00000101549"	3.60864593707498	4.57065864667166	4.81362542819336	3.93421257191585	4.18421782928261	4.05599172120764	3.81567612935354	4.700801301264	4.51095372774903	3.60864593707498	4.27833416139856	3.96603923423331	4.97907414664991	4.88743746489431
"ENSDARG00000058553"	5.01967562178575	4.38475470270803	3.60864593707498	5.155966868138	4.50637298936191	4.68003487662088	5.31819038193871	4.63640458668452	4.13297367170218	5.76719758375791	4.81362542819336	4.84229182608409	4.03131339506294	3.33685702554852
"ENSDARG00000078221"	4.33924214164145	4.24976768947794	3.60864593707498	3.60864593707498	4.08030536661851	3.70885079238619	3.60864593707498	3.91420486340209	3.49315258167603	4.32413470555619	4.05599172120764	4.22856885520756	3.63410917399811	3.10822537427462
"ENSDARG00000092337"	9.01864957902321	8.2857197287272	8.77597922577907	8.56423629514989	8.36291320067545	8.68112749696481	8.78644569373628	8.32622181644396	8.31651877981993	9.06894220691489	9.31129978970985	9.01864957902321	8.20206733440009	8.50418345772336
"ENSDARG00000062025"	7.88372969283178	7.70999502888598	7.58575223452187	8.08725052868466	7.71048457681749	7.89623468780036	8.14152168919311	7.43534126488985	7.85132480630939	8.69611398715921	7.68580119617112	7.79511049189886	7.41868208443017	7.31306163667665
"ENSDARG00000068966"	6.04226843178479	6.103059949583	6.96133469986068	4.42044522692993	6.50227946883099	7.62756760134631	5.07847582400054	5.28430576802669	4.78093185939953	4.03720354936237	5.48121837402604	5.18636303017266	7.34425689141597	6.6697697621859
"ENSDARG00000095724"	7.09278882839679	6.58613673803475	7.29039209217915	6.58098671089084	7.10579763058181	6.66165200423616	6.93314961588446	6.77390432631158	7.3074518815858	6.47963639850589	6.89873537235354	6.48951682527185	7.24800071448997	7.73613758226599
"ENSDARG00000029473"	5.2948021870066	5.34820716289424	5.34218886816072	4.56006314217107	4.86058516779934	5.64773822975222	4.93875881858809	5.28430576802669	5.19561092227977	5.12364622931659	5.18918648475742	4.52056227527125	5.84763263236747	5.89390665228215
"ENSDARG00000079869"	3.82232680109579	4.16836056183038	4.24976768947794	4.18421782928261	4.08030536661851	4.1576765363982	4.38978251184313	3.71596048335411	4.13297367170218	4.50637298936191	4.33395638582404	4.44102723120229	3.39990628445718	3.60864593707498
"ENSDARG00000010294"	5.77261263651295	6.00130669818052	5.55911046014667	6.11797094395043	6.43408282141476	6.15977940177816	6.14592242725005	5.87262465030842	5.42435460117696	6.06545504929515	6.06247968407523	6.34753347051067	5.27621703852407	5.56993418510509
"ENSDARG00000060529"	4.56006314217107	4.63640458668452	4.62431859852747	3.93421257191585	4.79189651072884	4.56426983424632	4.73906685387273	4.93230350168307	4.26190518958096	3.71596048335411	4.05599172120764	3.96603923423331	4.71234825736819	4.24976768947794
"ENSDARG00000092626"	5.21722888816326	4.24976768947794	4.99091275773732	4.18421782928261	3.82897747283803	4.3801739643209	4.60611286466423	4.38475470270803	4.73153163038363	3.93421257191585	4.45735420395605	3.71596048335411	4.76104488363926	5.31084326737474
"ENSDARG00000101589"	5.94264852477743	6.18533120775225	6.05877493963525	5.96443162355476	6.10021227936054	6.21327704750678	5.84763263236747	6.76020262622921	6.60425950695827	5.37738009721451	6.00474774061451	5.79360688078564	6.23532803901243	6.55475231613114
"ENSDARG00000091821"	5.72154189936697	5.68248611010716	5.85368937304709	5.39254945649042	5.62065498665066	5.56703118621242	5.53096263673061	5.35042336972428	5.26092977452931	4.69314347258998	4.76982036562394	5.26615110418284	5.39050880276208	5.75993295276439
"ENSDARG00000058444"	7.75839093671194	7.40494714113258	7.90186101341355	7.32492214538339	7.17772224555206	7.39404967712258	7.2798294964148	7.56243915515901	7.5490808337664	7.2510594640316	7.50787895973755	6.84229601495328	7.62888465425183	8.02853023062381
"ENSDARG00000006279"	5.01967562178575	5.02705332238661	4.74660207736182	5.20267690225208	5.16469435772399	4.79189651072884	5.37862171929168	4.84229182608409	4.99091275773732	5.84398277599013	5.25856071281965	5.18636303017266	5.00660648666403	4.39481032097823
"ENSDARG00000013926"	8.76986963419233	9.32692675324307	9.39179912069416	8.66859707896086	9.56501264482267	9.26402851992809	9.00549905536054	9.26324043711937	9.30782723593793	8.47738780941903	9.03502682903302	8.8404688805347	9.51434706848904	9.5155068524636
"ENSDARG00000053481"	6.46326981018611	6.18533120775225	5.98810692241765	6.67774780657659	6.3043901807041	6.60069994233178	6.24947276221402	6.63300264346366	6.60425950695827	6.93356682320759	6.17994669343642	6.56340873580874	6.04144401703075	5.84763263236747
"ENSDARG00000098711"	6.85450967895885	6.89828926720414	7.4601728815303	6.34753347051067	6.62575673157655	6.86279091108345	6.75875562735701	6.99624338069423	7.5442414473634	5.89204743697632	6.90882882561998	6.85653543225844	7.04129502616869	7.75080103954864
