Williams Trend Test
Data Source: no_log_quant_fastbmd_input_SANT_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 09:15.26
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 8 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000095360"			0.03571428571428571	0.6255732725892179	-2.2401128	2.2401128	1.0595309	1.0363336	-1.081434	-2.2401128	0.8172804	0.8825538	0.82187563	0.04430879	0.3	3.0	
"ENSDARG00000028899"			0.018518518518518517	0.6255732725892179	1.5880122	1.5880122	1.1053276	1.1451212	1.2628584	1.5880122	0.49061152	0.2747188	0.14045991	0.017360063			
"ENSDARG00000104727"			0.019230769230769232	0.6255732725892179	-1.7657739	1.7657739	1.0511371	-1.7657739	-1.3877175	-1.3352549	0.6812966	0.013792147	0.13030128	0.08269466			
"ENSDARG00000017155"			0.017543859649122806	0.6255732725892179	-1.8325808	1.8325808	-1.1907288	1.092151	-1.2906679	-1.8325808	0.48426533	0.6873503	0.31928694	0.06465218			
"ENSDARG00000000369"			0.017857142857142856	0.6255732725892179	1.6529645	1.6529645	1.0239683	1.1043051	1.2142159	1.6529645	0.86892277	0.5339075	0.15839067	0.019366533			
"ENSDARG00000062135"			0.04	0.6255732725892179	-2.009982	2.009982	1.0874703	-1.1681658	-1.0869514	-2.009982	0.70577383	0.20640048	0.086707525	0.312743			
"ENSDARG00000097953"			0.017543859649122806	0.6255732725892179	1.5774776	1.5774776	1.386038	1.2019938	1.3599013	1.5774776	0.16625844	0.18912633	0.04513858	9.901052E-4			
"ENSDARG00000024789"			0.046153846153846156	0.6284171344886502	3.7371264	3.7371264	1.4060154	2.1024716	1.564565	3.7371264	0.4681243	0.27164727	0.3692149	0.054234296			
"ENSDARG00000094660"			0.031746031746031744	0.6255732725892179	1.5882678	1.5882678	1.1807513	1.1709758	1.3142828	1.5882678	0.38504466	0.088323854	0.1588459	0.01905271			
"ENSDARG00000061265"			0.03773584905660377	0.6255732725892179	-1.7938919	1.7938919	1.0903131	-1.4652555	-1.2789209	-1.7938919	0.5061479	0.06173542	0.055594467	0.2206386			
"ENSDARG00000040466"			0.01694915254237288	0.6255732725892179	-1.5271409	1.5271409	-1.3213571	-1.0554763	-1.0536401	-1.5271409	0.011019384	0.63263893	0.2993203	0.08538026			
"ENSDARG00000091090"			0.018867924528301886	0.6255732725892179	-1.515139	1.515139	-1.1958075	-1.4272735	-1.3619376	-1.515139	0.09641129	0.012706748	0.11102385	0.07905625			
"ENSDARG00000009493"			0.041666666666666664	0.6284171344886502	-1.8667341	1.8667341	-1.0111463	-1.5341431	-1.3455744	-1.8667341	0.9644395	0.10883613	0.21330614	0.18451273			
"ENSDARG00000067596"			0.037037037037037035	0.6255732725892179	1.5869051	1.5869051	1.205015	-1.2185678	1.5869051	1.3965118	0.3449717	0.18071696	0.060490705	0.09389129			
"ENSDARG00000117810"			0.01694915254237288	0.6255732725892179	-2.776639	2.776639	-1.5760199	-2.776639	-1.778979	-2.0833461	0.14300089	0.018264215	0.08922508	0.084314615	0.003	0.03	
"ENSDARG00000104493"			0.018518518518518517	0.6255732725892179	-1.5052251	1.5052251	-1.4690136	-1.1990794	-1.0394285	-1.5052251	0.15172781	0.33715948	0.7407887	0.055618156			
"ENSDARG00000004176"			0.02	0.6255732725892179	1.504366	1.504366	1.3320024	1.0736394	1.504366	1.3177769	0.07611216	0.6021351	0.027396407	0.07643194			
"ENSDARG00000036987"			0.0392156862745098	0.6255732725892179	1.8703842	1.8703842	1.2794228	1.4773486	1.5797472	1.8703842	0.50300735	0.31804326	0.23630434	0.14170633			
"ENSDARG00000006598"			0.01818181818181818	0.6255732725892179	1.5805765	1.5805765	1.1761824	1.106855	1.2312024	1.5805765	0.53824633	0.57766646	0.3084442	0.0773876			
"ENSDARG00000044574"			0.019230769230769232	0.6255732725892179	-1.6968594	1.6968594	-1.0982273	-1.2785795	-1.2507881	-1.6968594	0.21793257	0.029914975	0.032027934	0.050734583			
"ENSDARG00000005150"			0.018518518518518517	0.6255732725892179	-1.7143365	1.7143365	1.4446001	-1.1952922	-1.1583333	-1.7143365	0.38975805	0.5381629	0.6032454	0.14991479			
"ENSDARG00000113257"			0.019230769230769232	0.6255732725892179	1.7679696	1.7679696	1.1983856	1.5352408	1.2964984	1.7679696	0.48508763	0.18012865	0.34806255	0.09865178			
"ENSDARG00000059888"			0.03636363636363636	0.6255732725892179	-2.1004128	2.1004128	-1.1520796	-1.9178315	-1.4675848	-2.1004128	0.47026908	0.024597716	0.10080865	0.105219334			
"ENSDARG00000100043"			0.018867924528301886	0.6255732725892179	-1.7268031	1.7268031	-1.3329117	-1.2254305	-1.0138087	-1.7268031	0.14652084	0.3949932	0.93158317	0.030526645			
"ENSDARG00000115646"			0.02	0.6255732725892179	-1.7928416	1.7928416	-1.1011813	-1.3123363	-1.2311641	-1.7928416	0.5955482	0.05608607	0.035766024	0.07369131			
"ENSDARG00000061040"			0.03773584905660377	0.6255732725892179	-1.714719	1.714719	-1.0161912	-1.4283967	-1.483303	-1.714719	0.8130529	0.0073733055	0.009610508	0.16972157			
"ENSDARG00000086518"			0.019230769230769232	0.6255732725892179	2.4176383	2.4176383	2.0306075	2.0828454	1.9877645	2.4176383	0.14504144	0.14503531	0.15111214	0.117833994			
"ENSDARG00000043514"			0.03225806451612903	0.6255732725892179	-1.7697469	1.7697469	-1.4151281	-1.0597953	-1.2340918	-1.7697469	0.11630628	0.47970062	0.11826309	0.04842345			
"ENSDARG00000010565"			0.037037037037037035	0.6255732725892179	-1.8448864	1.8448864	-1.339625	-1.8448864	-1.4225333	-1.1759787	0.06838545	0.0060376907	0.04176285	0.43783462			
"ENSDARG00000043322"			0.03389830508474576	0.6255732725892179	1.5792497	1.5792497	1.178659	1.040517	1.2326735	1.5792497	0.267359	0.75324917	0.25471348	0.05011695			
"ENSDARG00000042936"			0.017857142857142856	0.6255732725892179	1.9030743	1.9030743	1.120344	1.0900245	1.4086119	1.9030743	0.305742	0.62119704	0.25301626	0.0046947016			
"ENSDARG00000042000"			0.03076923076923077	0.6255732725892179	1.8442897	1.8442897	1.2577951	1.451043	1.6671064	1.8442897	0.36708555	0.11754358	0.056474596	0.033451118			
"ENSDARG00000033949"			0.03508771929824561	0.6255732725892179	1.516221	1.516221	1.147958	1.067351	1.1337854	1.516221	0.17498374	0.60094124	0.403933	0.0069647427			
"ENSDARG00000060944"			0.017241379310344827	0.6255732725892179	-1.6263516	1.6263516	1.0872033	1.2923771	-1.0027577	-1.6263516	0.62513524	0.23119149	0.989892	0.0634217			
"ENSDARG00000041779"			0.034482758620689655	0.6255732725892179	1.5790435	1.5790435	1.2736909	1.0913565	1.1779354	1.5790435	0.24995537	0.4496492	0.09809595	0.023903457			
"ENSDARG00000094104"			0.03636363636363636	0.6255732725892179	2.4503396	2.4503396	-1.2257615	1.0986822	1.157424	2.4503396	0.59031326	0.8256446	0.5652303	0.14849061			
"ENSDARG00000001968"			0.03571428571428571	0.6255732725892179	-1.9168651	1.9168651	-1.3931583	-1.2706559	-1.2603277	-1.9168651	0.051499534	0.22495177	0.09333441	0.0021453723			
"ENSDARG00000036156"			0.03571428571428571	0.6255732725892179	-1.7778845	1.7778845	1.1159208	-1.6943743	-1.6416429	-1.7778845	0.21267675	0.10307001	0.0038590033	0.17877157			
"ENSDARG00000087740"			0.021739130434782608	0.6255732725892179	1.8008832	1.8008832	1.3217125	1.4430623	-1.0500468	1.8008832	0.08659013	0.02093905	0.80583483	0.0070557483			
"ENSDARG00000025108"			0.018867924528301886	0.6255732725892179	-2.0470643	2.0470643	-1.214967	-1.6696672	-1.5998795	-2.0470643	0.38584623	0.048461754	0.05722772	0.08987466			
"ENSDARG00000015149"			0.017543859649122806	0.6255732725892179	1.6444483	1.6444483	1.0004102	1.2430972	1.0961595	1.6444483	0.99681795	0.08363599	0.5614353	0.008919742			
"ENSDARG00000055835"			0.01818181818181818	0.6255732725892179	-1.7281398	1.7281398	-1.4379367	-1.1613795	-1.1755652	-1.7281398	0.23511149	0.49542725	0.397281	0.04539219			
"ENSDARG00000037598"			0.0196078431372549	0.6255732725892179	2.356252	2.356252	2.0241036	1.9747919	2.356252	2.0989594	0.047222313	0.04458977	0.019023689	0.031731285	3.0E-4	0.003	
"ENSDARG00000054771"			0.0392156862745098	0.6255732725892179	-1.5303146	1.5303146	-1.4069475	-1.2307544	-1.2230057	-1.5303146	0.14871235	0.033186	0.16525768	0.14614394			
"ENSDARG00000068286"			0.02	0.6255732725892179	-1.7124598	1.7124598	-1.1323047	-1.146194	-1.5179515	-1.7124598	0.65000266	0.44655412	0.08608452	0.055542286			
"ENSDARG00000077633"			0.018867924528301886	0.6255732725892179	-2.3607533	2.3607533	-1.085437	-1.2144692	-1.4825011	-2.3607533	0.74042	0.24770714	0.06433085	0.12550585			
"ENSDARG00000099558"			0.018518518518518517	0.6255732725892179	-1.9035089	1.9035089	-1.4975225	-1.039314	-1.1129203	-1.9035089	0.06134449	0.806515	0.46158016	0.020082122			
"ENSDARG00000036999"			0.018518518518518517	0.6255732725892179	-1.8607491	1.8607491	1.3802303	-1.2828289	-1.196512	-1.8607491	0.08128748	0.14849417	0.27605355	0.25794947			
"ENSDARG00000075917"			0.016666666666666666	0.6255732725892179	1.5781816	1.5781816	-1.1221051	1.4270127	1.5781816	1.2696178	0.29022396	0.06502906	0.020402148	0.083553664			
"ENSDARG00000014717"			0.03773584905660377	0.6255732725892179	-1.6889586	1.6889586	-1.0614046	-1.4781456	-1.4781212	-1.6889586	0.80952036	0.07098611	0.07031203	0.052658774			
"ENSDARG00000117069"			0.037037037037037035	0.6255732725892179	-1.9891483	1.9891483	-1.3703347	-1.1901981	-1.5312105	-1.9891483	0.08308312	0.18931922	0.039260965	0.009863109			
"ENSDARG00000075993"			0.03278688524590164	0.6255732725892179	1.5092791	1.5092791	1.0377837	1.1477767	1.1529088	1.5092791	0.7920354	0.47402993	0.32311854	0.04616996			
"ENSDARG00000089245"			0.02	0.6255732725892179	1.7411289	1.7411289	1.1588289	1.1936853	1.209167	1.7411289	0.14657432	0.14587826	0.21589126	0.009383519			
"ENSDARG00000058444"			0.034482758620689655	0.6255732725892179	1.5246509	1.5246509	1.4708986	1.2017218	1.2153527	1.5246509	0.0358709	0.22912587	0.15747467	0.033215936			
"ENSDARG00000089320"			0.047619047619047616	0.6284171344886502	1.6198235	1.6198235	1.1085651	1.0658306	1.2698045	1.6198235	0.7989997	0.5755566	0.12085272	0.005749778			
"ENSDARG00000070603"			0.04918032786885246	0.6284171344886502	-1.6377707	1.6377707	-1.3583354	-1.2219507	-1.5736766	-1.6377707	0.2771492	0.44603378	0.14841259	0.12614715			
"ENSDARG00000089553"			0.018867924528301886	0.6255732725892179	-1.5829495	1.5829495	1.0192583	-1.2282016	-1.0869198	-1.5829495	0.92021954	0.34567305	0.565298	0.08308043			
"ENSDARG00000097369"			0.03508771929824561	0.6255732725892179	1.8360047	1.8360047	1.1906887	1.1931702	1.3361737	1.8360047	0.5164632	0.39142466	0.25798246	0.03958949			
"ENSDARG00000055252"			0.03571428571428571	0.6255732725892179	1.8210642	1.8210642	1.5577822	1.6304458	1.3103799	1.8210642	0.119135514	0.3116938	0.07713226	0.00861555			
"ENSDARG00000097650"			0.034482758620689655	0.6255732725892179	-2.026045	2.026045	1.0332786	-2.026045	-1.3180509	-1.8906623	0.828736	0.014001731	0.2936234	0.18596071	0.003	0.03	
"ENSDARG00000076294"			0.038461538461538464	0.6255732725892179	-1.5216666	1.5216666	-1.2770231	1.0057403	-1.1064453	-1.5216666	0.078189015	0.96720815	0.682085	0.05339778			
"ENSDARG00000009087"			0.03636363636363636	0.6255732725892179	2.5395637	2.5395637	1.0204303	1.4151186	1.5937858	2.5395637	0.93981355	0.3468371	0.1654353	0.044700325	0.3	3.0	
"ENSDARG00000029890"			0.0392156862745098	0.6255732725892179	-1.7440352	1.7440352	-1.1863064	1.0798142	1.0815784	-1.7440352	0.18401772	0.6892416	0.5764855	0.004175082			
"ENSDARG00000103391"			0.01818181818181818	0.6255732725892179	-1.8545233	1.8545233	-1.1262312	-1.3348163	-1.50447	-1.8545233	0.59867126	0.18454874	0.13577217	0.046010736			
"ENSDARG00000104800"			0.03571428571428571	0.6255732725892179	2.5021348	2.5021348	1.6665232	1.9654685	1.8202432	2.5021348	0.28224748	0.1608243	0.19971639	0.09913047			
"ENSDARG00000104651"			0.0425531914893617	0.6284171344886502	-2.0299046	2.0299046	1.0417236	1.0801722	-2.0299046	1.2675121	0.8364285	0.6608372	0.018080182	0.22712831	0.03	0.3	
"ENSDARG00000090854"			0.016666666666666666	0.6255732725892179	1.592422	1.592422	1.3554217	1.1716812	1.592422	1.5144114	0.23638701	0.12919068	0.037046142	0.037321925			
"ENSDARG00000101188"			0.017241379310344827	0.6255732725892179	-1.5971053	1.5971053	-1.0096161	-1.3186653	-1.4290644	-1.5971053	0.93889683	0.0680665	0.053197987	0.016605036			
"ENSDARG00000100028"			0.03225806451612903	0.6255732725892179	1.5135113	1.5135113	-1.0422304	-1.0048964	1.1683798	1.5135113	0.8374776	0.9609358	0.33538505	0.017624192			
"ENSDARG00000081270"			0.038461538461538464	0.6255732725892179	1.8152659	1.8152659	1.0507634	1.4273589	1.1542116	1.8152659	0.7764629	0.121861055	0.5037449	0.03560736			
"ENSDARG00000074488"			0.03636363636363636	0.6255732725892179	-1.6605408	1.6605408	-1.1008056	-1.1306629	-1.2413703	-1.6605408	0.3445513	0.2291721	0.113594465	0.01819037			
"ENSDARG00000087558"			0.037037037037037035	0.6255732725892179	-2.091115	2.091115	-1.1271663	-1.2483319	1.1396599	-2.091115	0.093060605	0.33295158	0.51316464	0.005434278	0.3	3.0	
"ENSDARG00000069865"			0.02	0.6255732725892179	2.119621	2.119621	1.566838	1.252503	1.5915604	2.119621	0.16981636	0.27264452	0.0808841	0.028707663	0.3	3.0	
"ENSDARG00000075532"			0.04	0.6255732725892179	-1.5060561	1.5060561	1.0911022	-1.1708775	-1.2027099	-1.5060561	0.3954244	0.3328682	0.12419417	0.18065129			
"ENSDARG00000101432"			0.03773584905660377	0.6255732725892179	-1.5172211	1.5172211	1.0551296	-1.0582649	-1.4707552	-1.5172211	0.82501245	0.697908	0.057410147	0.07941973			
"ENSDARG00000021255"			0.04	0.6255732725892179	-2.1399832	2.1399832	-1.2214415	-1.5282573	-1.7525364	-2.1399832	0.55305475	0.11143061	0.008440366	0.13378544			
"ENSDARG00000017489"			0.017543859649122806	0.6255732725892179	2.5643013	2.5643013	1.6786035	1.3135097	1.4708282	2.5643013	0.20314722	0.3585633	0.14383693	0.023990642	0.3	3.0	
"ENSDARG00000039750"			0.04081632653061224	0.6269156432147803	-1.7327914	1.7327914	1.0259304	-1.14279	-1.2188693	-1.7327914	0.8831682	0.41043004	0.30385557	0.042758714			
"ENSDARG00000052396"			0.037037037037037035	0.6255732725892179	3.5229504	3.5229504	3.5229504	1.8537947	2.71141	2.631164	0.024033897	0.3261573	0.0015132759	0.004161799	3.0E-4	0.003	
"ENSDARG00000097719"			0.05	0.6284171344886502	2.0124571	2.0124571	-1.0368674	1.477715	1.8269655	2.0124571	0.910027	0.21023723	0.0750759	0.06043866			
"ENSDARG00000104569"			0.03508771929824561	0.6255732725892179	-2.987687	2.987687	-2.4067504	-1.0173167	-1.2878776	-2.987687	0.057459645	0.9563489	0.4464138	0.032141343	0.3	3.0	
"ENSDARG00000098096"			0.019230769230769232	0.6255732725892179	-1.6338412	1.6338412	-1.6335981	-1.4502265	-1.3479643	-1.6338412	0.11983821	0.064469315	0.05324215	0.027681654			
"ENSDARG00000088750"			0.03389830508474576	0.6255732725892179	-1.5538883	1.5538883	-1.3891002	-1.10635	-1.3409101	-1.5538883	0.027815156	0.48404136	0.14430024	0.006854657			
"ENSDARG00000069654"			0.016129032258064516	0.6255732725892179	-1.6279892	1.6279892	1.02565	-1.2960773	-1.3297546	-1.6279892	0.8833657	0.16663185	0.15501429	0.06577649			
"ENSDARG00000088130"			0.04918032786885246	0.6284171344886502	1.5270389	1.5270389	1.2905911	1.0269679	1.3137182	1.5270389	0.23644026	0.8751328	0.18603933	0.07867589			
"ENSDARG00000042210"			0.018518518518518517	0.6255732725892179	-1.7765193	1.7765193	-1.3897656	-1.5143834	-1.4530265	-1.7765193	0.02251311	0.02849118	0.0086118225	0.06444669			
"ENSDARG00000073752"			0.0196078431372549	0.6255732725892179	-1.8187046	1.8187046	-1.2350061	-1.1893659	-1.3164043	-1.8187046	0.09007918	0.11088893	0.03953337	0.07813952			
"ENSDARG00000035273"			0.0196078431372549	0.6255732725892179	-1.5558252	1.5558252	-1.0600752	-1.3112069	-1.1660573	-1.5558252	0.47554898	0.007448273	0.40709066	0.09164796			
"ENSDARG00000100875"			0.018867924528301886	0.6255732725892179	-1.6297201	1.6297201	-1.1724962	-1.6297201	-1.4483732	-1.3997012	0.33094627	0.020109368	0.027722605	0.039662704			
"ENSDARG00000054301"			0.038461538461538464	0.6255732725892179	1.5701696	1.5701696	1.215008	1.2828921	1.1782676	1.5701696	0.14264974	0.05570716	0.14336543	0.00964918			
"ENSDARG00000068406"			0.017857142857142856	0.6255732725892179	-1.5214313	1.5214313	-1.4693176	-1.1156398	-1.3568901	-1.5214313	0.28750643	0.26866764	0.034556184	0.03347301			
"ENSDARG00000061576"			0.04	0.6255732725892179	-1.885991	1.885991	-1.339208	-1.885991	-1.386657	-1.6871008	0.17185979	0.004851141	0.053127553	0.087650955			
"ENSDARG00000061031"			0.03636363636363636	0.6255732725892179	-1.9148248	1.9148248	1.0925454	-1.3525504	-1.3724383	-1.9148248	0.7455882	0.2520093	0.14361624	0.21242648			
"ENSDARG00000116487"			0.038461538461538464	0.6255732725892179	-2.1593254	2.1593254	-1.4920297	-1.0183051	-2.1593254	-1.5003046	0.4028427	0.9269852	0.027203672	0.108789645	0.03	0.3	
"ENSDARG00000104259"			0.03636363636363636	0.6255732725892179	-1.6115893	1.6115893	1.066118	-1.2383054	-1.3096867	-1.6115893	0.6952574	0.24108286	0.008588322	0.13722901			
"ENSDARG00000074564"			0.01818181818181818	0.6255732725892179	-1.6713535	1.6713535	1.2387345	-1.3733985	-1.3172543	-1.6713535	0.3659287	0.2475404	0.11081824	0.22284074			
"ENSDARG00000096616"			0.018867924528301886	0.6255732725892179	1.6318945	1.6318945	1.0689521	1.1360255	1.1378969	1.6318945	0.48356932	0.31359705	0.22936805	0.016528618			
"ENSDARG00000079166"			0.03333333333333333	0.6255732725892179	-1.6427643	1.6427643	-1.3334626	-1.0067661	-1.1109717	-1.6427643	0.09418754	0.9711886	0.4239807	0.10313615			
"ENSDARG00000079462"			0.043478260869565216	0.6284171344886502	1.6223953	1.6223953	1.2250215	1.1121117	1.1357905	1.6223953	0.14414781	0.40450156	0.28188905	0.013432066			
"ENSDARG00000077582"			0.02	0.6255732725892179	-1.5826284	1.5826284	-1.2283319	-1.2835821	-1.4765089	-1.5826284	0.14024368	0.14903407	0.02830699	0.034222323			
"ENSDARG00000033144"			0.017543859649122806	0.6255732725892179	1.6365781	1.6365781	1.0922781	1.3156335	1.2173539	1.6365781	0.31566414	0.31332037	0.072007015	0.07856735			
"ENSDARG00000052654"			0.03773584905660377	0.6255732725892179	-1.5580993	1.5580993	-1.1440794	-1.25147	-1.350379	-1.5580993	0.47652468	0.17848207	0.10229827	0.10162502			
"ENSDARG00000054878"			0.03636363636363636	0.6255732725892179	1.6397525	1.6397525	1.1850077	1.0529801	1.243726	1.6397525	0.32755134	0.7629473	0.19259556	0.030526852			
"ENSDARG00000096808"			0.019230769230769232	0.6255732725892179	1.758546	1.758546	1.2434038	1.3060585	1.2279938	1.758546	0.27424115	0.1824882	0.27106106	0.03711202			
"ENSDARG00000054023"			0.03333333333333333	0.6255732725892179	1.7401072	1.7401072	1.4830941	1.1528852	1.1771084	1.7401072	0.08889077	0.3470956	0.30790552	0.01248215			
"ENSDARG00000001498"			0.03773584905660377	0.6255732725892179	1.8017619	1.8017619	-1.1313221	1.4246848	1.1062038	1.8017619	0.78052163	0.03841249	0.4679221	0.042599123			
"ENSDARG00000096749"			0.03773584905660377	0.6255732725892179	1.6072981	1.6072981	1.3559028	1.5655648	1.4054049	1.6072981	0.06758828	0.026394136	0.17450748	0.030079419			
"ENSDARG00000096736"			0.037037037037037035	0.6255732725892179	-3.0144057	3.0144057	-3.0144057	-1.4605653	1.2449718	1.310732	0.12473243	0.060515154	0.42167017	0.27772123			
"ENSDARG00000101010"			0.0196078431372549	0.6255732725892179	1.7452687	1.7452687	1.3820682	1.5075078	1.3577694	1.7452687	0.107386194	0.06291873	0.114030786	0.025000328			
"ENSDARG00000091560"			0.017241379310344827	0.6255732725892179	-2.1217697	2.1217697	-1.5797806	-1.0374196	-1.0902828	-2.1217697	0.03410021	0.8542231	0.5605086	0.035723094	0.3	3.0	
"ENSDARG00000103618"			0.018518518518518517	0.6255732725892179	1.6950511	1.6950511	1.6950511	1.0308808	1.267307	1.3629415	0.0067314864	0.6892911	0.07374496	0.02224073			
"ENSDARG00000063390"			0.018867924528301886	0.6255732725892179	-1.8914651	1.8914651	-1.0949581	-1.2526602	-1.5121777	-1.8914651	0.5581072	0.013432772	0.016212342	0.08900397			
"ENSDARG00000003251"			0.017857142857142856	0.6255732725892179	-1.5720302	1.5720302	-1.0693556	-1.5210909	-1.2736657	-1.5720302	0.7126837	0.06428876	0.18028152	0.04961073			
"ENSDARG00000062976"			0.037037037037037035	0.6255732725892179	-1.8900621	1.8900621	-1.0232728	-1.4411659	-1.5237054	-1.8900621	0.92960185	0.16557996	0.056138203	0.1411157			
"ENSDARG00000087145"			0.034482758620689655	0.6255732725892179	1.7227721	1.7227721	1.2847136	1.0869927	1.4186057	1.7227721	0.19961336	0.700056	0.107708335	0.096353546			
"ENSDARG00000039996"			0.020833333333333332	0.6255732725892179	1.5200651	1.5200651	-1.0927675	1.0096534	1.1386915	1.5200651	0.3095213	0.8711305	0.23169038	0.049635082			
"ENSDARG00000097137"			0.03571428571428571	0.6255732725892179	1.6281523	1.6281523	1.0160384	-1.0108478	1.2680874	1.6281523	0.85882	0.9566469	0.0014554485	0.034129217			
"ENSDARG00000001559"			0.037037037037037035	0.6255732725892179	-1.8393167	1.8393167	1.1659464	-1.44418	-1.3794491	-1.8393167	0.56814134	0.16517314	0.17816909	0.21397227			
"ENSDARG00000061377"			0.019230769230769232	0.6255732725892179	2.0522716	2.0522716	1.4609644	1.9552687	1.2780241	2.0522716	0.17784281	0.021725208	0.3999118	0.048345417	0.3	3.0	
"ENSDARG00000070012"			0.022222222222222223	0.6255732725892179	1.6589483	1.6589483	1.4334098	1.3746083	1.3557537	1.6589483	0.032566126	0.020128585	0.025205968	0.047101237			
"ENSDARG00000028012"			0.017241379310344827	0.6255732725892179	1.7357187	1.7357187	1.0795041	1.6443163	1.4027731	1.7357187	0.5799852	0.046436127	0.04065633	0.05017971			
"ENSDARG00000078069"			0.03773584905660377	0.6255732725892179	1.6350106	1.6350106	1.2615325	1.1726207	1.0987769	1.6350106	0.26817986	0.39738742	0.64378226	0.067762084			
"ENSDARG00000086494"			0.019230769230769232	0.6255732725892179	2.1024108	2.1024108	1.5539132	2.1024108	1.2384313	1.8020823	0.0053098924	0.0013523179	0.12855819	0.0467923	0.003	0.03	
"ENSDARG00000069888"			0.0196078431372549	0.6255732725892179	1.5604742	1.5604742	1.043201	1.2047485	1.1919247	1.5604742	0.7204133	0.20241316	0.25516483	0.20342596			
"ENSDARG00000102142"			0.01818181818181818	0.6255732725892179	-1.726847	1.726847	1.1614021	-1.3807592	-1.4325564	-1.726847	0.39552557	0.10873437	0.085907415	0.15051779			
"ENSDARG00000087258"			0.017857142857142856	0.6255732725892179	-2.697294	2.697294	-1.1157998	-1.687567	-1.9514695	-2.697294	0.6720728	0.23760523	0.071253866	0.023824599	0.3	3.0	
"ENSDARG00000056926"			0.016666666666666666	0.6255732725892179	-2.3960354	2.3960354	1.017982	-1.6256255	-1.759949	-2.3960354	0.9524832	0.14525272	0.024686854	0.06549862			
"ENSDARG00000096575"			0.016666666666666666	0.6255732725892179	2.158533	2.158533	1.2970093	1.3239666	1.0428532	2.158533	0.27373484	0.24504483	0.8356841	0.034213487	0.3	3.0	
"ENSDARG00000086369"			0.04918032786885246	0.6284171344886502	2.0667093	2.0667093	1.0006793	1.8341211	1.6392139	2.0667093	0.99884856	0.0349232	0.07548487	0.06364664			
"ENSDARG00000028793"			0.03773584905660377	0.6255732725892179	-1.6238679	1.6238679	-1.0945745	-1.2970093	-1.3498886	-1.6238679	0.4112767	0.07708033	0.06750484	0.14842531			
"ENSDARG00000089444"			0.02127659574468085	0.6255732725892179	-1.6298493	1.6298493	1.1510451	-1.3585895	-1.1836681	-1.6298493	0.38911754	0.1453601	0.35316092	0.10573197			
"ENSDARG00000041034"			0.01694915254237288	0.6255732725892179	-1.8519495	1.8519495	-1.8519495	-1.1110678	-1.1600953	1.3220518	0.02010343	0.4958786	0.32604656	0.16008034			
"ENSDARG00000013598"			0.037037037037037035	0.6255732725892179	2.9201775	2.9201775	1.2857608	1.5400971	1.4909395	2.9201775	0.530441	0.4577449	0.35018134	0.06831826			
"ENSDARG00000097289"			0.018518518518518517	0.6255732725892179	1.962817	1.962817	1.2237395	1.3380877	1.4409587	1.962817	0.081074275	0.031348944	0.13480927	0.024223192			
"ENSDARG00000077316"			0.02	0.6255732725892179	-2.09679	2.09679	-1.2062052	-1.4008212	-1.4532706	-2.09679	0.60010815	0.15576349	0.13909042	0.08275125			
"ENSDARG00000088463"			0.01818181818181818	0.6255732725892179	-1.7386987	1.7386987	-1.041749	-1.1492424	-1.1103132	-1.7386987	0.78730446	0.12274474	0.32457328	0.17102104			
"ENSDARG00000073822"			0.04	0.6255732725892179	-1.5642546	1.5642546	1.089512	-1.186633	-1.2119417	-1.5642546	0.76950985	0.43770355	0.29786456	0.09212282			
"ENSDARG00000063285"			0.03636363636363636	0.6255732725892179	1.6583782	1.6583782	1.1584562	1.0876281	1.2861408	1.6583782	0.61801624	0.77214754	0.42346728	0.18000914			
"ENSDARG00000075842"			0.01818181818181818	0.6255732725892179	1.7118447	1.7118447	1.3882029	1.5001694	1.1429598	1.7118447	0.26580536	0.10439824	0.482469	0.07917193			
"ENSDARG00000020788"			0.038461538461538464	0.6255732725892179	2.0073884	2.0073884	1.7019389	1.5007325	1.4251676	2.0073884	0.17302217	0.25963148	0.3354093	0.1287444			
"ENSDARG00000003865"			0.0196078431372549	0.6255732725892179	-1.7279775	1.7279775	-1.6392459	-1.159256	-1.2577181	-1.7279775	0.049597796	0.22517139	0.06440585	0.05634412			
"ENSDARG00000087741"			0.03636363636363636	0.6255732725892179	1.6793977	1.6793977	1.3099602	1.0388311	1.1491175	1.6793977	0.27686664	0.74015474	0.29691	0.013049492			
"ENSDARG00000056732"			0.04918032786885246	0.6284171344886502	1.5319132	1.5319132	1.238134	1.1943326	1.273797	1.5319132	0.21693498	0.28698334	0.13516052	0.012679727			
