Williams Trend Test
Data Source: no_log_quant_fastbmd_input_DBC_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 09:55.08
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 9 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000116259"			0.02	0.9332578673307674	-1.6394043	1.6394043	1.1153905	-1.2004613	-1.0683459	-1.6394043	0.1736873	0.41952497	0.661318	0.17044505			
"ENSDARG00000037062"			0.01818181818181818	0.9332578673307674	-1.6793396	1.6793396	-1.6793396	-1.2571678	-1.2855896	-1.5909563	0.016797237	0.077086	0.11784783	0.1016788			
"ENSDARG00000019025"			0.0196078431372549	0.9332578673307674	1.9727364	1.9727364	1.5674958	1.1126119	1.4771389	1.9727364	0.0071615973	0.66987365	0.03543362	0.08371744			
"ENSDARG00000101407"			0.0196078431372549	0.9332578673307674	1.543153	1.543153	1.2875069	1.3132762	1.1436197	1.543153	0.2165397	0.114450455	0.34798208	0.04705016			
"ENSDARG00000113103"			0.03636363636363636	0.9332578673307674	-1.9094113	1.9094113	-1.4931248	-1.1497215	-1.9094113	-1.4839268	0.117035195	0.42442793	0.027859917	0.05016929			
"ENSDARG00000008880"			0.04	0.9332578673307674	1.6094517	1.6094517	1.6094517	1.5611866	1.5022092	1.2377682	0.03862821	0.016721863	0.04071354	0.17618184			
"ENSDARG00000090883"			0.019230769230769232	0.9332578673307674	-2.5298436	2.5298436	-2.5298436	-1.4283693	-1.8381234	-1.5134122	0.0048985346	0.032466847	0.006939176	0.02016005	3.0E-4	0.003	
"ENSDARG00000102241"			0.0392156862745098	0.9332578673307674	-2.2194142	2.2194142	-1.2159886	-1.7816951	-1.2520107	-2.2194142	0.4843067	0.12439562	0.056267306	0.076034755			
"ENSDARG00000117448"			0.020833333333333332	0.9332578673307674	1.5036637	1.5036637	1.5036637	1.5006609	1.4209323	1.2269523	0.009841438	0.01065174	0.015890768	0.06952496			
"ENSDARG00000016773"			0.04081632653061224	0.9332578673307674	1.5153297	1.5153297	1.5153297	1.3422399	1.3046016	1.3487763	0.102731965	0.17474446	0.2103379	0.16957122			
"ENSDARG00000070541"			0.03571428571428571	0.9332578673307674	2.0731654	2.0731654	1.287844	1.3732864	1.0943317	2.0731654	0.47678635	0.45004675	0.78370965	0.11551004			
"ENSDARG00000044861"			0.04081632653061224	0.9332578673307674	-1.5549595	1.5549595	-1.5549595	-1.423227	-1.4901934	-1.2130988	0.016264306	0.070225455	0.02070531	0.18707678			
"ENSDARG00000105389"			0.017543859649122806	0.9332578673307674	-1.5213654	1.5213654	-1.1151266	-1.2827182	-1.1858524	-1.5213654	0.40620783	0.10282299	0.17028017	0.013291609			
"ENSDARG00000074210"			0.038461538461538464	0.9332578673307674	3.6666477	3.6666477	3.440694	3.6666477	2.2986968	1.8788105	0.06332389	6.4619933E-4	0.13264109	0.051350985	0.003	0.03	
"ENSDARG00000073695"			0.03571428571428571	0.9332578673307674	-1.9034146	1.9034146	-1.4853549	-1.2508724	-1.2811365	-1.9034146	0.2604957	0.46104097	0.34796822	0.067585014			
"ENSDARG00000095594"			0.020833333333333332	0.9332578673307674	1.728935	1.728935	1.728935	1.520741	1.2794968	1.7057811	0.045717012	0.009391896	0.099071905	0.010655837			
"ENSDARG00000042492"			0.038461538461538464	0.9332578673307674	-1.6847615	1.6847615	-1.5184964	-1.5117924	-1.6847615	-1.0691196	0.047135465	0.05779817	0.025886243	0.63524055			
"ENSDARG00000102689"			0.020833333333333332	0.9332578673307674	2.5265658	2.5265658	2.521552	1.5179179	2.5265658	2.358413	0.022095874	0.2277725	0.03389779	0.02594121	3.0E-4	0.003	
"ENSDARG00000041492"			0.037037037037037035	0.9332578673307674	1.7384689	1.7384689	1.3888798	1.4007962	1.7384689	1.3582703	0.10185722	0.04722409	0.024411062	0.03748952			
"ENSDARG00000059058"			0.037037037037037035	0.9332578673307674	-1.5127891	1.5127891	-1.0523809	-1.0650202	-1.2521766	-1.5127891	0.80915594	0.73005414	0.26598704	0.08944523			
"ENSDARG00000062758"			0.018867924528301886	0.9332578673307674	-1.5974268	1.5974268	1.1081625	-1.233147	-1.0714475	-1.5974268	0.71833414	0.2432235	0.64345104	0.042796813			
"ENSDARG00000042726"			0.019230769230769232	0.9332578673307674	1.5488726	1.5488726	1.5488726	1.3869889	1.2371216	1.523423	0.13005812	0.17837182	0.34285316	0.10956213			
"ENSDARG00000103582"			0.0196078431372549	0.9332578673307674	-1.8252267	1.8252267	-1.2664192	-1.8252267	-1.2554123	-1.2340628	0.07900264	0.0029701067	0.12055466	0.09557605			
"ENSDARG00000092027"			0.03636363636363636	0.9332578673307674	-1.7806646	1.7806646	1.2926099	-1.0686461	1.1421695	-1.7806646	0.21195793	0.77414733	0.39946657	0.13297738			
"ENSDARG00000034667"			0.03636363636363636	0.9332578673307674	1.7968392	1.7968392	1.7968392	1.3479412	1.3634212	1.1224949	0.02845257	0.15226643	0.11638656	0.44128546			
"ENSDARG00000006368"			0.037037037037037035	0.9332578673307674	-1.6849554	1.6849554	-1.355388	-1.4923947	-1.2824944	-1.6849554	0.38293764	0.27860594	0.46846375	0.18802772			
"ENSDARG00000100484"			0.03508771929824561	0.9332578673307674	-2.2637136	2.2637136	-1.555333	-1.1313223	-1.0697678	-2.2637136	0.2756152	0.40982056	0.6469926	0.21921965			
"ENSDARG00000097203"			0.041666666666666664	0.9332578673307674	1.7398732	1.7398732	1.1319907	1.7398732	1.629377	1.4144262	0.47975555	0.044596527	0.021914393	0.1554483			
"ENSDARG00000079915"			0.019230769230769232	0.9332578673307674	-1.7176698	1.7176698	-1.7176698	-1.183302	-1.450205	-1.5376083	0.0036162517	0.16939272	0.14904155	0.0063488446			
"ENSDARG00000079983"			0.02	0.9332578673307674	-1.526247	1.526247	1.1110929	-1.0621731	-1.2444353	-1.526247	0.483931	0.724656	0.19463846	0.050100364			
"ENSDARG00000101536"			0.034482758620689655	0.9332578673307674	-1.6408377	1.6408377	-1.3338267	1.0009559	1.1478158	-1.6408377	0.0770481	0.996386	0.20607226	0.023088895			
"ENSDARG00000082753"			0.0196078431372549	0.9332578673307674	1.5246192	1.5246192	1.5246192	1.4586251	1.4768544	1.2989715	0.009906393	0.016164485	0.012015778	0.049396586			
"ENSDARG00000080718"			0.021739130434782608	0.9332578673307674	2.3489878	2.3489878	2.3489878	2.0790105	1.6863501	1.6334877	0.00822178	0.019556144	0.03266826	0.043353666	3.0E-4	0.003	
"ENSDARG00000100290"			0.041666666666666664	0.9332578673307674	1.7993743	1.7993743	1.2680503	-1.0665895	1.4003557	1.7993743	0.32919267	0.7678921	0.038737338	0.010173943			
"ENSDARG00000102139"			0.03773584905660377	0.9332578673307674	2.0495615	2.0495615	2.043111	1.703133	2.0495615	2.024607	0.100275494	0.24543765	0.085692726	0.08806484			
"ENSDARG00000099889"			0.04	0.9332578673307674	1.6861153	1.6861153	1.6861153	1.5977721	1.515746	1.2749662	0.012654878	0.01904524	0.040840663	0.08288905			
"ENSDARG00000103875"			0.02127659574468085	0.9332578673307674	-1.5484457	1.5484457	-1.0849898	1.000684	-1.5484457	-1.3914207	0.47794226	0.99637294	0.020946	0.047012627			
"ENSDARG00000104505"			0.017857142857142856	0.9332578673307674	1.8372056	1.8372056	1.385126	1.8372056	1.1006192	1.7933515	0.05350463	0.016935525	0.74542797	0.0047982475			
"ENSDARG00000101434"			0.0392156862745098	0.9332578673307674	1.8281932	1.8281932	1.2531334	1.3006256	1.4482075	1.8281932	0.44111615	0.38125983	0.2565454	0.10784582			
