Williams Trend Test
Data Source: wt_fastbmd_input_DHEC_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 12:00.06
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 0 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000069189"			0.03636363636363636	0.044628840547207886	1.6904856	1.6904856	1.1369834	1.2157648	1.3227004	1.6904856	0.43587813	0.33794272	0.20638703	0.052911926			
"ENSDARG00000099876"			0.04918032786885246	0.04993308798929408	-1.5958683	1.5958683	1.0926855	1.0808986	-1.1945355	-1.5958683	0.6940163	0.7166389	0.4555743	0.16745394			
"ENSDARG00000089060"			0.02	0.040711947626841244	-1.9511697	1.9511697	-1.9511697	-1.239756	-1.4307289	-1.4803722	0.054487277	0.008375317	0.012365535	0.13050598			
"ENSDARG00000079486"			0.03508771929824561	0.044628840547207886	-1.5433311	1.5433311	-1.5295181	1.0807679	-1.1983191	-1.5433311	0.049703468	0.658045	0.22940904	0.042695828			
"ENSDARG00000074160"			0.04	0.044628840547207886	-1.7108147	1.7108147	-1.4255376	-1.1490589	-1.47241	-1.7108147	0.20182802	0.50900334	0.10269577	0.06709198			
"ENSDARG00000071306"			0.04838709677419355	0.049891358850075215	1.7033244	1.7033244	1.4620904	1.4471743	1.7033244	-1.5620867	0.25965175	0.19393758	0.07191051	0.11186315			
"ENSDARG00000061622"			0.02040816326530612	0.040711947626841244	1.5549868	1.5549868	1.5549868	1.1897583	1.1928796	1.4583942	0.010257313	0.21421216	0.18685098	0.02308803			
"ENSDARG00000054878"			0.03389830508474576	0.044628840547207886	-1.5720998	1.5720998	-1.2452804	-1.2776437	-1.2919081	-1.5720998	0.38038552	0.23727778	0.24940278	0.08900321			
"ENSDARG00000061197"			0.04081632653061224	0.044628840547207886	1.5409427	1.5409427	1.0343823	1.0917165	1.0978793	1.5409427	0.771442	0.5177569	0.3836911	0.03270387			
"ENSDARG00000079457"			0.016666666666666666	0.040711947626841244	-1.6073385	1.6073385	-1.2928697	-1.6073385	-1.4895483	-1.3378432	0.09182493	0.010803794	0.019841932	0.052622862			
"ENSDARG00000103333"			0.04838709677419355	0.049891358850075215	1.8192072	1.8192072	1.5168024	1.3278744	1.4773486	1.8192072	0.26118594	0.3764422	0.28441405	0.107956156			
"ENSDARG00000100862"			0.0392156862745098	0.044628840547207886	-1.7173626	1.7173626	-1.390994	-1.289552	-1.303952	-1.7173626	0.26074162	0.32141843	0.31291577	0.08762599			
"ENSDARG00000103887"			0.03278688524590164	0.044628840547207886	-1.5456829	1.5456829	-1.3160367	-1.0119246	-1.0650544	-1.5456829	0.11643978	0.9506929	0.6333176	0.29423115			
"ENSDARG00000111980"			0.01639344262295082	0.040711947626841244	2.0036755	2.0036755	1.8057387	1.515703	1.360653	2.0036755	0.18415257	0.3009515	0.41682184	0.14146589			
"ENSDARG00000058578"			0.037037037037037035	0.044628840547207886	2.4943185	2.4943185	1.3463963	2.2728753	2.4943185	1.9878992	0.5345434	0.0931422	0.06706516	0.18201621			
"ENSDARG00000016999"			0.03508771929824561	0.044628840547207886	1.677058	1.677058	1.4156077	1.1128806	1.4772377	1.677058	0.1977531	0.6786948	0.16763231	0.15822558			
"ENSDARG00000099183"			0.017857142857142856	0.040711947626841244	-1.6445038	1.6445038	-1.2630308	-1.1446494	-1.1593747	-1.6445038	0.13068676	0.33195013	0.2736668	0.026645763			
"ENSDARG00000094710"			0.03508771929824561	0.044628840547207886	-1.8840929	1.8840929	-1.4729493	-1.8840929	-1.4855	-1.4152732	0.09970971	0.025551312	0.07935768	0.2316891			
"ENSDARG00000012060"			0.043478260869565216	0.046022201665124884	-2.0879698	2.0879698	-1.3338708	-1.4205998	-1.3936511	-2.0879698	0.2700241	0.20096828	0.37584335	0.16577204			
"ENSDARG00000036105"			0.0196078431372549	0.040711947626841244	1.607501	1.607501	1.607501	1.0090677	1.2247665	1.1824048	0.0012024825	0.8519994	0.028740186	0.326048			
"ENSDARG00000055798"			0.017543859649122806	0.040711947626841244	1.7253199	1.7253199	1.3727328	1.1670448	1.3399744	1.7253199	0.16655229	0.42645752	0.19446568	0.057319224			
"ENSDARG00000095638"			0.03773584905660377	0.044628840547207886	-2.152553	2.152553	-1.3982298	-1.1328756	-1.0577956	-2.152553	0.02441687	0.19732645	0.7713036	0.040684264	0.3	3.0	
"ENSDARG00000061351"			0.03278688524590164	0.044628840547207886	1.5578877	1.5578877	1.0810394	1.0049355	1.2233864	1.5578877	0.7169116	0.9684437	0.3132964	0.036291216			
"ENSDARG00000097665"			0.0196078431372549	0.040711947626841244	-1.808136	1.808136	-1.3431035	-1.1422325	-1.4129908	-1.808136	0.21704969	0.38310498	0.07737435	0.022243194			
"ENSDARG00000016088"			0.018867924528301886	0.040711947626841244	-1.7253146	1.7253146	-1.1508133	-1.2782718	-1.2279593	-1.7253146	0.33282134	0.15586211	0.2275584	0.05501477			
"ENSDARG00000093780"			0.02127659574468085	0.040711947626841244	-1.5525987	1.5525987	-1.4890014	-1.2620931	-1.1544424	-1.5525987	0.11150887	0.22305726	0.4308675	0.35177162			
"ENSDARG00000097580"			0.037037037037037035	0.044628840547207886	-2.175926	2.175926	1.1278697	-1.1161251	-1.1351458	-2.175926	0.6096854	0.47726354	0.31544524	0.12148214			
"ENSDARG00000078068"			0.04081632653061224	0.044628840547207886	-1.5914154	1.5914154	-1.3953145	-1.0186491	-1.1727226	-1.5914154	0.23081934	0.86538315	0.40760067	0.022516355			
"ENSDARG00000097770"			0.017543859649122806	0.040711947626841244	1.6849893	1.6849893	1.3955816	1.2210604	1.3768495	1.6849893	0.0439492	0.2167427	0.120563865	0.07514404			
"ENSDARG00000041034"			0.017543859649122806	0.040711947626841244	-2.0963173	2.0963173	-1.6357195	-1.4488106	-1.6757265	-2.0963173	0.07274644	0.09796466	0.12479154	0.02698237	0.3	3.0	
"ENSDARG00000099764"			0.017857142857142856	0.040711947626841244	2.9999304	2.9999304	1.5704758	1.700388	2.0948374	2.9999304	0.09214922	0.12976645	0.037576225	0.038772933	0.03	0.3	
"ENSDARG00000097433"			0.038461538461538464	0.044628840547207886	1.729185	1.729185	-1.3175752	-1.1010684	-1.2347612	1.729185	0.2876544	0.58417886	0.12191891	0.04809331			
"ENSDARG00000040523"			0.038461538461538464	0.044628840547207886	-1.5029566	1.5029566	-1.16092	-1.1171829	-1.0627483	-1.5029566	0.22759163	0.33332902	0.58847034	0.038872063			
"ENSDARG00000097013"			0.01694915254237288	0.040711947626841244	1.619483	1.619483	-1.0430279	-1.3852745	1.108958	1.619483	0.5907321	0.08856817	0.29064545	0.012161461			
"ENSDARG00000091511"			0.038461538461538464	0.044628840547207886	-1.9013848	1.9013848	-1.5985676	-1.1817487	-1.4839517	-1.9013848	0.05805531	0.37001172	0.05908946	0.07032971			
"ENSDARG00000104540"			0.0196078431372549	0.040711947626841244	-4.5736327	4.5736327	-1.97	-1.1437194	-2.078367	-4.5736327	0.25807562	0.76331645	0.21135844	0.18286952			
"ENSDARG00000102959"			0.018518518518518517	0.040711947626841244	1.6259711	1.6259711	1.2901548	1.6259711	1.3510822	1.4609052	0.09578259	0.013800994	0.064170465	0.067239664			
"ENSDARG00000113533"			0.017543859649122806	0.040711947626841244	-1.5128676	1.5128676	-1.3271513	-1.0453871	-1.4570177	-1.5128676	0.16505212	0.7810103	0.095020235	0.092611864			
"ENSDARG00000034895"			0.017857142857142856	0.040711947626841244	-2.1039279	2.1039279	-1.5940014	-1.2592713	-1.4495934	-2.1039279	0.039400898	0.20469956	0.29107097	0.010478679	0.3	3.0	
"ENSDARG00000054103"			0.018518518518518517	0.040711947626841244	1.535289	1.535289	1.1893903	1.15023	1.2622049	1.535289	0.2027023	0.22347677	0.066196874	0.013488242			
"ENSDARG00000033089"			0.017857142857142856	0.040711947626841244	-1.5628144	1.5628144	-1.1303606	-1.1592702	-1.161882	-1.5628144	0.59366566	0.5391118	0.51826155	0.16058247			
"ENSDARG00000087088"			0.0392156862745098	0.044628840547207886	2.0115166	2.0115166	2.0115166	1.1504806	1.7717773	1.7183427	0.013324467	0.44257072	0.024446925	0.20067552	3.0E-4	0.003	
"ENSDARG00000043705"			0.019230769230769232	0.040711947626841244	-1.6319932	1.6319932	-1.374855	-1.2190071	-1.4318657	-1.6319932	0.05440642	0.16894408	0.043322068	0.030372035			
"ENSDARG00000020191"			0.034482758620689655	0.044628840547207886	1.5281103	1.5281103	1.5057131	1.2770923	1.3226745	1.5281103	0.15607125	0.34477827	0.27556756	0.14390852			
"ENSDARG00000079765"			0.018867924528301886	0.040711947626841244	-2.4490714	2.4490714	-1.558534	-1.3765284	-2.0121682	-2.4490714	0.13311423	0.30408478	0.029131515	0.05367584	0.03	0.3	
"ENSDARG00000058985"			0.03125	0.044628840547207886	1.5326155	1.5326155	1.3307729	1.092965	1.1953735	1.5326155	0.10067907	0.45800987	0.17598347	0.06413095			
"ENSDARG00000063436"			0.05	0.05	1.6803654	1.6803654	1.134339	1.1755699	1.3778502	1.6803654	0.5017266	0.17652535	0.0036348703	0.14484328			
"ENSDARG00000093688"			0.0425531914893617	0.045527339281628915	1.7950099	1.7950099	1.0973582	1.4909787	1.0958679	1.7950099	0.62942505	0.036900368	0.4941538	0.23262256			
"ENSDARG00000078839"			0.0196078431372549	0.040711947626841244	1.7020022	1.7020022	1.590858	1.0342147	1.261563	1.7020022	0.04000613	0.8110134	0.31559342	0.13485578			
"ENSDARG00000054050"			0.03278688524590164	0.044628840547207886	-1.5887178	1.5887178	-1.3593823	-1.0314953	-1.2214051	-1.5887178	0.20363161	0.83626306	0.11975811	0.024338532			
"ENSDARG00000101307"			0.02040816326530612	0.040711947626841244	1.6537	1.6537	1.6537	1.1690186	1.0318322	1.4757024	0.024589328	0.26965266	0.7790647	0.06880727			
"ENSDARG00000061835"			0.04081632653061224	0.044628840547207886	-1.7861344	1.7861344	-1.1440696	1.0550905	1.2045487	-1.7861344	0.29308003	0.679819	0.40706486	0.26724643			
"ENSDARG00000071735"			0.03773584905660377	0.044628840547207886	-2.004137	2.004137	-1.451663	-1.2189415	-1.4975712	-2.004137	0.34219673	0.59017104	0.3127989	0.14194119			
"ENSDARG00000088842"			0.017857142857142856	0.040711947626841244	1.5170492	1.5170492	1.4482348	1.229987	1.1572511	1.5170492	0.026396103	0.111191176	0.24001487	0.028887924			
"ENSDARG00000074708"			0.037037037037037035	0.044628840547207886	1.6763614	1.6763614	1.1078601	1.0968901	1.0324712	1.6763614	0.49090758	0.57676196	0.8560753	0.035463117			
"ENSDARG00000096926"			0.018518518518518517	0.040711947626841244	1.823205	1.823205	1.3267007	1.0300107	1.1272417	1.823205	0.36025175	0.9136874	0.6894608	0.11866694			
"ENSDARG00000027851"			0.038461538461538464	0.044628840547207886	-1.8624184	1.8624184	-1.1984315	-1.3397233	-1.1786722	-1.8624184	0.24362312	0.36469153	0.2583881	0.021744898			
"ENSDARG00000071579"			0.02040816326530612	0.040711947626841244	-1.6450343	1.6450343	-1.4980185	-1.1584225	-1.3363454	-1.6450343	0.15435295	0.44978815	0.20524321	0.07607238			
"ENSDARG00000062758"			0.01694915254237288	0.040711947626841244	-1.7025998	1.7025998	-1.677007	-1.2385981	-1.2564385	-1.7025998	0.10042599	0.39843762	0.361158	0.13755046			
"ENSDARG00000088514"			0.02127659574468085	0.040711947626841244	-1.7617253	1.7617253	-1.7617253	-1.1258434	-1.3256116	-1.4107159	0.059317257	0.5441895	0.19384281	0.13795115			
"ENSDARG00000099302"			0.018867924528301886	0.040711947626841244	1.5673836	1.5673836	1.1879807	1.2063731	1.1686836	1.5673836	0.13429692	0.33968106	0.18602404	0.00805714			
"ENSDARG00000104015"			0.038461538461538464	0.044628840547207886	-1.8553038	1.8553038	-1.5716852	-1.2872967	-1.4530026	-1.8553038	0.14947501	0.25167382	0.21085256	0.09294352			
"ENSDARG00000077115"			0.01694915254237288	0.040711947626841244	-2.3096163	2.3096163	-2.0111513	-2.3096163	-1.9292107	-2.2908015	0.022073403	0.020324862	0.024639517	0.27855352	3.0E-4	0.003	
"ENSDARG00000003446"			0.037037037037037035	0.044628840547207886	-1.5162957	1.5162957	-1.1669861	-1.2006637	-1.2636207	-1.5162957	0.47221348	0.19680747	0.30907235	0.039165433			
"ENSDARG00000071475"			0.022222222222222223	0.042116402116402114	-1.647619	1.647619	-1.365081	-1.0398198	-1.1271219	-1.647619	0.040818304	0.79998076	0.35691142	0.011426913			
"ENSDARG00000014623"			0.018518518518518517	0.040711947626841244	-2.0370722	2.0370722	-1.427741	-1.568981	-1.3168168	-2.0370722	0.027527774	0.11275957	0.035799768	0.029408267	0.3	3.0	
"ENSDARG00000092788"			0.019230769230769232	0.040711947626841244	-1.682569	1.682569	-1.6018716	-1.198832	-1.4031794	-1.682569	0.03337521	0.35159805	0.14290704	0.026329163			
"ENSDARG00000071083"			0.02127659574468085	0.040711947626841244	2.3900194	2.3900194	1.7854025	1.7497767	1.9962455	2.3900194	0.08699863	0.09097743	0.057197824	0.28647032			
"ENSDARG00000040230"			0.016666666666666666	0.040711947626841244	1.7006571	1.7006571	-1.5777686	1.1903188	1.2253256	1.7006571	0.13816562	0.21205527	0.36880538	0.028649442			
"ENSDARG00000063568"			0.038461538461538464	0.044628840547207886	1.5324211	1.5324211	1.0581547	1.196143	1.1971512	1.5324211	0.6983801	0.3034793	0.16568731	0.028151205			
"ENSDARG00000030621"			0.04	0.044628840547207886	1.5080291	1.5080291	1.4006286	1.3447852	1.2633418	1.5080291	0.15976128	0.12575276	0.14910498	0.057307616			
"ENSDARG00000051805"			0.03389830508474576	0.044628840547207886	-1.6507812	1.6507812	-1.3204647	-1.1947203	-1.2680224	-1.6507812	0.25086305	0.27228558	0.19037569	0.042051982			
"ENSDARG00000067797"			0.018867924528301886	0.040711947626841244	1.5671314	1.5671314	1.0534496	1.2175527	1.0493529	1.5671314	0.5714275	0.09414868	0.66426337	0.056135975			
"ENSDARG00000102282"			0.019230769230769232	0.040711947626841244	1.9064515	1.9064515	1.5276405	1.5447618	1.9064515	1.6190946	0.15142158	0.0361954	0.04979215	0.096165136			
