"#NAME"	"P1400_10-1_B"	"P1400_10-1_C"	"P1400_10-2_A"	"P1400_10-2_B"	"P1400_10-2_C"	"P1400_10-3_A"	"P1400_10-3_B"	"P1400_10-3_C"	"P1400_10-4_A"	"P1400_10-4_B"	"P1400_10-4_C"	"P1400_10-5_A"	"P1400_10-5_B"	"P1400_10-5_C"	"P1400_3uM_A"	"P1400_3uM_B"	"P1400_3uM_C"
"ENSDARG00000031683"	8.36394089492163	8.95188819982511	8.62528313679327	8.16705947757092	8.90775770671643	7.49719575998841	7.95465617690093	8.14074510189324	7.16449575409765	7.3734167369291	8.12222755251967	7.77593875668989	7.2153543481268	7.4414743219087	9.67556795005031	8.77031549616131	9.19141692856788
"ENSDARG00000075016"	5.64593541999784	5.0914577572496	4.8076629755774	4.48626425009109	3.63444417653364	5.04133502455679	5.31301256042874	4.57699626065888	4.48400106492552	5.24627516441796	4.48626425009109	6.71128873579649	5.52689853782471	5.11923372851635	2.67528896597557	4.48626425009109	3.34906977588521
"ENSDARG00000003041"	6.75953751443422	6.64072394038641	6.24977339549353	6.6057861543123	6.29617729105642	6.17452262852524	6.20222966516623	6.15116357123846	5.75104002732319	5.85314377848819	6.3009491841967	6.13993128433557	6.98969656564739	6.62088268342109	5.90950093599361	5.97667149438607	5.97871093399818
"ENSDARG00000059001"	7.60695871612006	7.67471749172964	8.224016554672	7.54160829451452	8.16418858077628	7.66753904449093	7.68004783714035	7.65902359985541	7.72167144565174	7.69585931014997	7.6783229783599	7.97789049835777	6.90914890697835	7.1373428262736	7.63930261645003	7.6266508394413	7.99733636719764
"ENSDARG00000058716"	4.60605814735209	5.47797951170972	4.73335343148681	5.33973149567521	4.9669598541866	4.32690813442548	4.5374569057733	5.31731247896694	5.00334645545046	4.63948439546694	5.37126237942646	5.28198939393715	4.90825053520325	5.32395112908746	4.50403865244791	3.91399963122005	4.75953228070353
"ENSDARG00000078434"	5.64593541999784	5.60457217542505	5.07970799778187	4.86025990550274	5.60639728693215	5.36004176908813	5.42151836071656	5.80300664319193	5.57819475391516	5.47018862678909	5.85399669435261	5.35758175875315	4.55714697464789	5.25710986967704	5.27492106293853	6.03301997689867	6.25783201249317
"ENSDARG00000096756"	5.6750779477079	4.7261167240472	4.8076629755774	4.68273074660552	5.11923372851635	4.54140479964733	5.2080914933213	4.69607738829569	5.3864406991285	4.8871996856924	5.7501074138018	4.57322388786949	4.73668187433189	4.22751009319031	5.83689314230329	5.59887775484649	5.44681623979604
"ENSDARG00000111246"	4.67130163983131	4.41775222097177	5.07970799778187	4.80285985977207	4.38449112342101	4.73335343148681	4.78469938986842	5.11923372851635	4.76784591023788	4.30208713953026	3.90005614902588	4.26461398673938	4.00723634486522	4.14188282657898	5.09825129852194	5.16432759618938	4.64473223088947
"ENSDARG00000015149"	5.6750779477079	5.65294686814736	5.80505166778961	5.88803684407351	5.75402681849675	6.04121586972513	5.31301256042874	5.42505564963041	5.61891420968529	5.99732189640548	5.9520265296737	5.83091608721994	5.42151836071656	5.2897292922928	6.15116357123846	6.40658516875809	5.90874990387281
"ENSDARG00000055835"	7.92643858967749	8.58921060348087	8.40954938905356	8.41342950343717	8.55594719309541	8.07759769467067	8.34305030038354	8.59469546795627	7.97319235793061	8.33161351070269	8.224016554672	8.26308193911973	8.62997158694656	8.5244528975751	7.92711267679543	7.28332206824082	8.37662507763527
"ENSDARG00000077504"	6.22894778460551	5.47797951170972	5.71703178828426	5.51268067423786	4.31102849796821	5.40412528970343	6.05144864944343	5.16242045044277	6.12164095165118	5.88647965516992	5.61386702046391	6.2550694572781	5.60639728693215	5.88803684407351	6.8261262881401	6.8430725592909	6.00229047838164
"ENSDARG00000074170"	5.64593541999784	5.38009082187162	5.5184111004658	4.9669598541866	5.44681623979604	5.49666711162336	5.2402200514296	5.60780003645887	4.8969354735808	5.35176769489316	5.37126237942646	5.11011914438087	5.49666711162336	5.2012328017146	4.75826555358907	4.7180640063381	4.52190827195296
"ENSDARG00000099558"	9.32863490299365	9.6381977549689	9.75999603351016	9.83817188095136	9.52522351677542	9.74198834179085	9.36310234421972	9.94910857173337	9.57257681194398	9.71906541123181	9.36586655938197	9.35699898258505	9.99849194340042	9.71865986325174	9.23111872703132	8.84770951245525	9.04462639776523
"ENSDARG00000090171"	3.97791881691131	4.30208713953026	4.1854759302121	4.15291919396783	4.31102849796821	4.16955548374482	4.26794242958446	2.91839040859604	3.91858801427895	4.05293210207965	4.09544357890665	4.96256065117481	5.0811839378385	4.3556548721316	4.50403865244791	4.31102849796821	4.06996190309112
"ENSDARG00000008553"	7.77980093572585	7.62028744515614	8.06091914658444	7.87083193312193	7.71785380472607	7.89769450000879	7.56008971287336	7.86210625218994	7.81415882518221	8.10362378549745	7.60463449653497	7.82952281716725	8.02905098711885	7.57329079251944	7.53300197988294	6.87809391069264	7.22736285199734
"ENSDARG00000040258"	6.98590900904674	6.17452262852524	7.04168148609191	6.18966949973838	6.26170752301873	5.99587863599384	6.1113164036313	5.60780003645887	6.43824833074221	6.17452262852524	6.38325502910292	5.85799604372911	5.67000825343403	5.716421242397	6.20708544696331	6.42810559912631	5.93270656205076
"ENSDARG00000087197"	6.6057861543123	6.95050793697555	7.1373428262736	6.8535605832099	7.26174668939452	7.03885312585024	6.89818215995338	6.90403381577959	7.37494399046444	7.31184010695729	7.2304617316232	7.52776973360342	7.48173619377189	7.15757780704565	7.21233432039786	6.56980182480338	7.00261919083779
"ENSDARG00000091043"	4.3556548721316	5.06791704288643	4.23964352623774	5.07970799778187	4.5374569057733	4.79671460879818	4.7261167240472	5.16242045044277	5.00334645545046	4.40789252445677	4.67130163983131	4.85342502212012	5.29584935851288	4.78469938986842	4.22389829644536	4.40789252445677	4.16955548374482
"ENSDARG00000100515"	10.1012281353645	10.1573379684117	10.3334650327962	9.78427832531008	10.4463773863326	9.86211075348563	9.73663019591073	9.84108472553473	9.62395843463267	9.73190033635506	10.0766429771765	9.83380456124863	9.4784689765033	9.69775194015572	10.7099678139556	10.0061599115313	10.3360452566154
"ENSDARG00000037421"	10.7084913181857	11.174847710722	11.1017782619345	10.8433354965708	10.8013266563108	10.6038961720702	10.600895059657	10.610928682394	10.2421616958591	10.1796820132836	10.2448546202174	10.465588209718	10.3539051823413	10.403185016094	11.9141746405775	10.7782059321892	11.1681670303184
"ENSDARG00000057055"	4.7261167240472	4.75953228070353	4.37140921628357	4.23964352623774	3.63444417653364	3.97791881691131	4.59491470239919	4.63948439546694	4.83617713038056	4.59077415369969	4.76240931602594	4.26461398673938	3.88791197976309	4.22751009319031	4.50403865244791	4.7180640063381	4.39656436546348
"ENSDARG00000061940"	4.41775222097177	4.55426993932548	4.5374569057733	4.9669598541866	4.81353198349931	4.85167517839106	4.48112402960311	4.41775222097177	4.76784591023788	5.03393688672117	4.90825053520325	5.32182715651242	5.11923372851635	4.92370293909239	4.75826555358907	4.9265799744148	4.70026956595578
"ENSDARG00000055752"	7.98876832628212	9.06146168489776	8.02887744001768	8.17973440609077	8.56377477010365	7.47192179055862	7.63347618441902	7.93536609131542	6.69492452400385	7.14179679677844	7.33984571161294	6.75406270872894	7.28163210962634	7.47258794678768	9.43962892598995	8.41869467441366	8.95915011234526
"ENSDARG00000105351"	7.42194335539439	7.75027749426651	7.69966820767704	7.92054048910645	7.64861885732256	7.78669646508565	7.58010475360528	7.85448099996638	7.60609245353527	7.67449238665483	7.29041092567388	8.05392790261115	8.0146378005476	7.54708537112203	7.32363281336967	6.49840010955941	7.55439844845589
"ENSDARG00000101911"	3.4311218021046	3.99288778116604	4.8076629755774	4.80285985977207	4.57914484160154	4.60605814735209	4.48112402960311	3.44325446596488	4.95321454771344	4.59077415369969	4.90825053520325	3.54026383144708	4.00723634486522	3.60744886644546	5.04133502455679	5.22487153018275	4.31881969185195
"ENSDARG00000074235"	4.5374569057733	5.00334645545046	5.4193697797739	4.61800589039055	4.42558094057542	4.54140479964733	4.41361167227228	4.26461398673938	4.69434522097059	3.65810717046354	3.99288778116604	4.90825053520325	5.03393688672117	4.5374569057733	3.83709275974636	4.11224588745339	3.77259941701636
"ENSDARG00000020149"	5.6750779477079	5.87622192564855	5.84818884137496	6.50648641360903	5.50278381303313	5.78976579780241	5.31301256042874	5.94874038073763	5.80861486524537	5.6750779477079	5.72339133101097	5.83091608721994	6.06086144568845	6.08910548740166	5.27492106293853	4.40789252445677	5.64684797575139
"ENSDARG00000109481"	5.24947797524281	5.49457158752156	4.73335343148681	5.88803684407351	5.44681623979604	5.45064669095155	5.95940214386768	5.91976362625768	5.06321009999883	5.6750779477079	5.85399669435261	5.83091608721994	5.85399669435261	5.64494284243523	4.81673479432415	4.7180640063381	5.64684797575139
"ENSDARG00000104569"	8.29899243057537	8.55708031790915	9.15193483458805	8.91131432632808	8.29165938743571	8.97518574023159	7.95465617690093	8.36256096135316	8.65099179016903	8.05230945345369	7.6783229783599	8.93123593131906	8.58075694054984	8.41342950343717	7.69498131244285	6.8430725592909	7.3328719401995
"ENSDARG00000101629"	11.351471423247	11.6658810752769	12.0284266348031	11.8951924089338	11.6161036554584	11.9315310265353	11.4035616037557	11.727629268826	11.7230189913644	11.6194776355139	11.2514891709252	11.9340059136317	11.8746272811922	11.5316132176286	11.4173309183359	10.5557452732111	11.3103237636499
"ENSDARG00000078875"	4.7261167240472	4.67130163983131	4.92919139320059	4.23964352623774	4.9669598541866	4.67491343657626	4.7261167240472	4.69607738829569	4.48400106492552	4.45316713131225	4.76240931602594	5.05883987750781	4.85342502212012	4.68472764848336	4.59077415369969	4.21419686583454	3.98741075737831
"ENSDARG00000041117"	7.22984898950877	6.66150615384427	7.53105052102396	7.36834840763128	6.90941164594218	6.89576079302907	7.42569677793392	6.98845903110501	6.82453376354713	7.35277567727354	7.22273631648454	6.72851247750964	6.62296145664275	6.80367128001224	7.69498131244285	7.74976176422603	7.09623511063351
"ENSDARG00000060879"	8.76132965723514	8.75146352289161	9.27255962269439	8.9377433887679	9.03561544774342	9.11393946481082	8.85200990254046	8.85576742856607	8.73079985024839	8.83548544220943	8.73079985024839	8.97225265270449	8.93441127240477	9.06891915653081	8.33793532306274	7.87113448037346	8.55237104046181
"ENSDARG00000068678"	4.96417716508199	4.59491470239919	4.6276934405715	4.55714697464789	4.6276934405715	4.79671460879818	5.42151836071656	4.90825053520325	4.8969354735808	4.5374569057733	5.16432759618938	4.1854759302121	3.74878102808174	4.41361167227228	4.9718819141067	5.04133502455679	4.75953228070353
"ENSDARG00000079166"	12.0391707984702	12.4694447891839	12.2509117381381	12.5537972046681	12.7402668937192	12.1067680326257	12.4103829024116	12.5776571660312	12.1250039292477	12.42137044153	12.4103829024116	12.2280790676628	12.6231150130373	12.4848827387015	11.6894900908998	11.4623424420872	12.2190226548293
"ENSDARG00000088143"	5.70572559080365	5.57994459764422	5.00334645545046	5.29584935851288	5.44681623979604	5.36004176908813	5.89532825236226	5.11923372851635	5.83864298603235	5.56640767229509	5.45285705194912	5.66900980249511	6.02937228513282	5.66900980249511	5.04133502455679	5.04133502455679	5.24947797524281
"ENSDARG00000045038"	4.96417716508199	4.30208713953026	5.49666711162336	5.29584935851288	5.00334645545046	5.11923372851635	4.84879814306865	4.01785824166768	5.06321009999883	5.29584935851288	5.0871325856098	4.68472764848336	4.21904758113995	4.5374569057733	5.21439687148715	5.38728096831076	5.20984133705036
"ENSDARG00000018621"	9.94368414294397	10.3168489872663	10.4015836728617	10.5301408560658	10.4980352139255	10.1940939859644	10.5256118282648	10.4664991163898	10.1133278717134	10.6917055862786	10.2499140771533	10.6737640774264	10.8889904876534	10.1968398626678	10.0315520059027	9.52161808510933	10.2220659233971
"ENSDARG00000091560"	11.2539304968475	11.2985891516862	11.6738380557388	11.5891289965992	11.4637249085369	11.5361718635658	11.3431840831678	11.4747836201108	11.4003442073015	11.5222776602795	11.1996623789454	11.5302112788485	11.7435937224046	11.2438072308381	11.1174073692853	10.4336954128257	10.9523900936347
"ENSDARG00000036912"	6.10646598008601	6.03084544363406	6.55885312829152	6.01842992954742	6.24509207390572	6.01842992954742	5.93869033042444	5.91976362625768	6.33465868645735	5.92825524403255	6.1832913541393	6.19647388636794	5.85399669435261	6.19647388636794	6.85688671828016	6.63784521065975	6.59128894543882
"ENSDARG00000087145"	4.05293210207965	4.24399650161679	5.11736850147356	4.91739649194908	4.92919139320059	4.40789252445677	4.84879814306865	4.26461398673938	3.82009787517816	4.59077415369969	4.16955548374482	4.1854759302121	3.88791197976309	4.22751009319031	5.21439687148715	4.48626425009109	4.57914484160154
"ENSDARG00000012060"	7.53300197988294	6.81430292911434	6.99493327340055	7.56912521361909	7.26896726874319	7.34371377983578	7.28582434086686	7.27537819762813	6.99529440074697	7.39888290702414	7.34921809159579	7.53723393771827	7.4411124262039	7.35498512713817	6.26004581070974	7.12290272033441	6.52558171989036
"ENSDARG00000062114"	6.67708362004145	6.91989438155282	6.32599533679561	6.65449663102441	6.65449663102441	6.28149601377422	6.52163105355362	6.89135309598019	6.88332788478859	6.58609600032239	6.71615670793665	6.71128873579649	6.89576079302907	6.7168120348546	6.11680046963224	6.11359446484143	6.21449713608284
"ENSDARG00000092945"	8.17243932470528	8.2055295408215	8.4245598324557	8.39163743435422	7.92698582406392	8.3704767863476	8.34305030038354	7.8679921581794	8.6303549209923	8.45472248982654	8.39343140049182	8.93895938728434	8.65726699631836	8.78280392073695	8.75496028486843	8.58488122540507	8.34760063384269
"ENSDARG00000069957"	5.2875248978564	5.53062410078691	5.94326079295412	5.64494284243523	5.63852720668561	5.36004176908813	5.38444379725066	5.75104002732319	5.91976362625768	5.6750779477079	5.55068532143314	5.16009525254944	4.79924806302712	5.45760790372858	6.01264791744468	5.48024269687528	5.74917480028041
"ENSDARG00000079385"	5.97667149438607	6.34769962869303	6.01558504592616	6.25873005700219	6.05513965463937	5.60639728693215	5.95940214386768	5.72386019994829	5.75104002732319	6.01264791744468	5.72339133101097	5.7780914775778	6.06086144568845	5.95306782389331	5.57342627963687	4.98596639772336	5.2897292922928
"ENSDARG00000096950"	4.67130163983131	3.13793399852534	4.41361167227228	4.32276758572598	3.88791197976309	4.48400106492552	4.41361167227228	3.29772044275302	4.48400106492552	4.59077415369969	3.8259529147988	3.65810717046354	4.11739076046811	3.91399963122005	5.32395112908746	5.10401199192478	4.85342502212012
"ENSDARG00000097333"	3.4311218021046	2.71416920406049	3.44325446596488	3.48093665418218	4.23964352623774	4.73335343148681	4.33277003149949	3.8259529147988	3.82009787517816	4.7261167240472	3.61706441867916	3.80570552015122	3.26700764266626	3.44954359560703	4.75826555358907	4.56975955321928	4.31881969185195
"ENSDARG00000097483"	6.41971370689143	5.81703693561808	6.23081716200478	5.64494284243523	5.71764233417152	6.11059414893845	6.12395296916658	5.67100670437295	6.18559776368271	6.06028412784289	5.77683420400177	5.66900980249511	5.49666711162336	5.57476275472511	6.41044041820873	6.40658516875809	6.13751320306239
"ENSDARG00000014849"	4.60605814735209	4.24399650161679	4.8076629755774	4.9669598541866	4.1854759302121	4.73335343148681	4.66995447248975	4.11739076046811	5.16432759618938	5.58137092389403	4.30885201027868	4.3556548721316	4.62422910592129	2.83999340078098	4.81673479432415	5.88647965516992	5.20984133705036
"ENSDARG00000079532"	5.16806527342342	4.78469938986842	5.59756200113894	4.91739649194908	5.21573334657539	5.16432759618938	5.35074518259432	5.57580404894473	5.65294686814736	5.32395112908746	5.0871325856098	5.60780003645887	5.70373090729865	5.45760790372858	5.42151836071656	4.56975955321928	5.08578541826824
"ENSDARG00000094560"	4.3556548721316	4.21042449304514	3.88791197976309	3.95367969512096	4.1854759302121	4.0812939664995	4.41361167227228	4.01785824166768	3.44325446596488	3.83224204444095	3.73654614324198	2.69422591273365	3.54764800098143	3.71087466499238	3.15668193736696	3.65810717046354	4.06996190309112
"ENSDARG00000110366"	5.36916685532465	6.22327902972814	6.36975110107459	6.37493226132368	5.9520265296737	6.60630204899628	6.65639334503421	6.24002109167655	6.39625793795393	6.26999302773824	6.06557838797895	6.30862809928036	6.22961339126597	5.95306782389331	5.27492106293853	5.04133502455679	5.88419283673145
"ENSDARG00000077799"	8.12295476472766	8.97065942367419	8.60956111056457	8.52569691562699	8.39626434991414	7.78669646508565	8.22539682124687	8.35127069213516	7.34224154567467	7.13602143243478	7.16742098796671	6.65449663102441	7.5396161038689	7.26174668939452	9.58913447264549	8.77520626269411	9.18590687822387
"ENSDARG00000107408"	6.43609113737847	6.80704387487185	6.18559776368271	6.41093096941892	6.37493226132368	6.3393973408146	6.05144864944343	6.46376892377118	6.46012496412259	6.39313886280355	6.38325502910292	7.08153722138691	6.9671741286834	6.60786789709219	6.5332107686717	6.56980182480338	6.62088268342109
"ENSDARG00000100686"	3.4311218021046	4.10995169592394	3.88791197976309	4.68273074660552	4.77483969335341	4.95194782059897	5.2080914933213	4.57699626065888	4.55714697464789	4.45316713131225	4.67130163983131	3.90814459159941	4.11739076046811	3.91399963122005	4.22389829644536	4.98596639772336	5.00334645545046
"ENSDARG00000077540"	5.88002544632322	5.39580986106256	5.35758175875315	5.45401965089579	5.81703693561808	4.79671460879818	5.2402200514296	5.11923372851635	5.2621815972216	5.24627516441796	5.12607538141255	4.5023064851228	4.68273074660552	5.35758175875315	4.9718819141067	5.22487153018275	5.08578541826824
"ENSDARG00000044755"	5.00334645545046	4.38884409880005	5.07970799778187	4.55714697464789	4.42558094057542	4.32690813442548	4.11224588745339	3.8259529147988	3.69084304841834	4.68273074660552	4.67130163983131	3.54026383144708	3.42707758081783	3.71087466499238	5.09825129852194	4.40789252445677	3.77259941701636
"ENSDARG00000079293"	5.36916685532465	5.0914577572496	4.73335343148681	4.68273074660552	4.81353198349931	4.54140479964733	4.84879814306865	5.01527439945104	4.55714697464789	5.12607538141255	5.20984133705036	4.5023064851228	4.68273074660552	5.0811839378385	5.16242045044277	5.63921717647455	5.61761854460705
"ENSDARG00000100892"	5.80773543339443	5.29584935851288	6.15834152187151	5.55068532143314	5.71764233417152	5.04133502455679	5.62651479987564	4.90825053520325	5.97667149438607	5.58137092389403	5.5184111004658	4.68472764848336	5.25174116040838	5.32395112908746	6.08554213862114	5.97667149438607	5.67754990152529
"ENSDARG00000074719"	5.73314724720568	5.63852720668561	6.14350745438194	6.01842992954742	6.13089840064616	5.75624629320539	5.89532825236226	4.80285985977207	6.12164095165118	6.15415833650183	6.27932112725677	5.2012328017146	5.67000825343403	5.32395112908746	6.05073548631853	6.32904068291068	5.74917480028041
"ENSDARG00000069196"	6.18966949973838	6.42494005677299	6.35646061463096	6.05970680999733	6.22961339126597	6.15116357123846	6.55232536055323	6.26170752301873	6.16721780681192	6.35845917636728	6.34941446956981	5.88647965516992	6.1113164036313	6.00157731525674	6.85688671828016	6.86142514862616	6.5117417434562
"ENSDARG00000018521"	3.76520121798707	3.53657174667991	5.0441177136614	3.83709275974636	4.11481832396075	4.48400106492552	4.11224588745339	4.19261159469575	3.2869606338919	3.1880984147052	3.99288778116604	4.26461398673938	4.00723634486522	3.99288778116604	4.67491343657626	4.86025990550274	4.31881969185195
"ENSDARG00000099229"	4.77816813619849	4.9020135557631	4.48400106492552	5.11923372851635	4.42558094057542	4.95194782059897	5.51641419858796	4.57699626065888	4.8969354735808	5.29584935851288	5.55068532143314	5.51117860999627	5.03393688672117	4.9669598541866	4.67491343657626	3.91399963122005	4.75953228070353
"ENSDARG00000091799"	5.53953789655028	6.37765688140661	6.05454618752355	6.32549904801431	6.27932112725677	6.46894232002395	6.61833925570358	6.30531616043715	6.33465868645735	6.49045230873079	6.4044229888387	6.48513253252664	6.77400722337785	6.62088268342109	5.97871093399818	6.25460571269403	6.13751320306239
"ENSDARG00000070078"	10.0789630422475	10.1892745478801	10.2682791305628	10.1017198278942	10.2206609222713	10.1506256155054	10.3224790603789	10.2446519533921	10.2816232338948	9.9804006408705	10.0438173286061	10.2624257231299	10.3551526200162	10.2075243288893	9.80312543926665	9.07964231477432	9.73096287621182
"ENSDARG00000102602"	5.08996875510048	4.78469938986842	4.92919139320059	5.16627858818557	4.7261167240472	4.23964352623774	4.84879814306865	4.50403865244791	5.2621815972216	5.44681623979604	5.48288118133318	4.74726476197983	4.68273074660552	4.78469938986842	4.09732976530134	4.21419686583454	4.70026956595578
"ENSDARG00000086881"	8.25681073462206	8.66805245094501	8.49698669625935	8.0146378005476	8.77863444205209	8.00803524315235	8.24417565752835	8.27727718552118	7.93536609131542	7.70204648436988	8.40243937325753	8.09940056871054	7.2929366903014	8.28111952991239	8.81724167108264	8.4311904877455	9.06479968007596
"ENSDARG00000105389"	4.05293210207965	4.75953228070353	4.8076629755774	4.86025990550274	4.5374569057733	4.79671460879818	4.8969354735808	4.63948439546694	4.11739076046811	4.45316713131225	4.71508600203986	5.51117860999627	5.21193686115217	5.00334645545046	4.09732976530134	4.79003643552581	4.57914484160154
"ENSDARG00000089569"	3.65181804082139	3.95367969512096	3.33098574499155	3.83709275974636	3.88791197976309	3.97791881691131	4.5374569057733	3.69281699535536	4.55714697464789	4.59077415369969	4.37347949063332	4.85342502212012	4.21904758113995	4.14188282657898	3.83709275974636	3.80230913140357	3.65181804082139
"ENSDARG00000069377"	7.69625867283601	7.64950913187709	8.19148550607881	7.40432363963876	7.96648668743553	7.07365061971828	7.17698949937226	7.25108688115901	6.74250495438045	7.45085815715598	7.70274618145255	6.8822051615133	6.98969656564739	7.26174668939452	8.50495070046845	8.37207911258879	7.92825808960229
"ENSDARG00000101307"	4.8706445374531	5.29584935851288	4.73335343148681	5.16627858818557	4.68273074660552	5.45064669095155	5.31301256042874	5.35391627583582	4.83617713038056	4.8871996856924	5.20984133705036	5.35758175875315	5.79464673009734	5.16432759618938	5.16242045044277	4.21419686583454	5.08578541826824
"ENSDARG00000090629"	3.76520121798707	3.27354859623498	3.70773010017131	4.23964352623774	4.11481832396075	3.84441965469912	3.73654614324198	3.56121346734269	3.2869606338919	3.55847495544882	3.73654614324198	4.00723634486522	4.39656436546348	4.5374569057733	4.09732976530134	3.65810717046354	3.88791197976309
"ENSDARG00000068982"	5.24947797524281	4.86825383248267	5.21193686115217	4.61800589039055	5.17905140737226	4.95194782059897	4.7261167240472	5.2402200514296	4.95321454771344	5.06791704288643	4.86025990550274	4.80468497127916	4.48400106492552	4.22751009319031	5.27492106293853	5.33588201359198	5.37411405464583
"ENSDARG00000018065"	6.14511937686639	6.86930053218413	6.23081716200478	6.23421653207018	6.1817921675232	6.15116357123846	6.02937228513282	6.24002109167655	6.06028412784289	5.87283629768896	6.38325502910292	6.11680046963224	6.51679490775324	6.57249913514927	5.61386702046391	5.97667149438607	5.80300664319193
"ENSDARG00000018846"	9.14477796204103	9.30019649574032	9.73345384215755	9.43950812667032	9.23117665496808	9.46432313451756	9.02040463144623	9.38104976085837	9.39027449637859	9.15239778441156	9.07209548595794	9.49713817665657	9.56002362679055	9.25689840861789	9.14884685177733	8.02750180379619	8.80873844834616
"ENSDARG00000002060"	4.96417716508199	4.92370293909239	5.07970799778187	5.48100726183214	5.31731247896694	4.79671460879818	5.57476275472511	5.31731247896694	4.8969354735808	4.9544812748279	5.39083730163835	4.68472764848336	5.11923372851635	4.9669598541866	5.48024269687528	5.59887775484649	5.44681623979604
"ENSDARG00000021697"	4.7261167240472	4.9020135557631	5.11736850147356	5.0217628584019	5.37246615016526	5.24947797524281	5.03393688672117	4.90825053520325	5.57819475391516	5.06791704288643	5.16432759618938	4.00723634486522	4.85342502212012	4.62935766199404	5.16242045044277	4.98596639772336	5.00334645545046
"ENSDARG00000060877"	5.57058910857677	6.33695329706825	5.95306782389331	5.97667149438607	6.1817921675232	6.04121586972513	5.93869033042444	6.02328508485706	6.31105891562437	5.88647965516992	6.2034685837267	6.43609113737847	6.48361932391017	6.35646061463096	5.75712121506992	5.56235194560583	5.57994459764422
"ENSDARG00000031875"	6.06557838797895	6.40243803579392	6.14350745438194	6.27932112725677	6.48968429974106	6.11059414893845	6.18240271341046	6.35845917636728	6.29380640917049	6.04418208146212	6.51945014946673	6.28968721640703	6.5014077308071	6.3393973408146	5.57342627963687	5.51641419858796	5.9520265296737
"ENSDARG00000026500"	5.88002544632322	6.17452262852524	6.15834152187151	5.42151836071656	5.90657254550221	5.53782340562913	5.93869033042444	6.28310952458648	5.3864406991285	5.88647965516992	6.04418208146212	5.85799604372911	5.97667149438607	6.30393551521303	5.42151836071656	4.98596639772336	5.48177182678899
"ENSDARG00000045371"	4.13000105186415	3.668592032726	4.1854759302121	3.95367969512096	4.23964352623774	3.97791881691131	4.33277003149949	3.8259529147988	4.39976717628833	4.40789252445677	3.90005614902588	4.00723634486522	3.74878102808174	3.30771603107315	4.41361167227228	4.48626425009109	4.70026956595578
"ENSDARG00000092045"	5.48024269687528	5.17905140737226	5.67339740934338	5.64494284243523	5.50278381303313	5.32395112908746	5.07970799778187	4.57699626065888	5.16432759618938	5.24627516441796	5.48288118133318	5.00792697652829	4.85342502212012	5.2012328017146	5.37246615016526	5.56235194560583	5.51488506867425
"ENSDARG00000010075"	5.33361882842641	5.12868680019834	4.8969354735808	5.16627858818557	4.42558094057542	4.79671460879818	5.03393688672117	5.11923372851635	4.69434522097059	4.91739649194908	4.86025990550274	4.42073022527001	4.79924806302712	4.5374569057733	4.9007078463702	5.59887775484649	5.08578541826824
"ENSDARG00000098609"	3.54026383144708	4.21042449304514	3.02205750481155	3.62206221283923	3.38172083182979	3.97791881691131	3.83466740209365	4.26461398673938	3.57142148234238	3.65810717046354	4.09544357890665	3.65810717046354	3.26700764266626	3.71087466499238	4.22389829644536	4.40789252445677	3.98741075737831
"ENSDARG00000074125"	6.04418208146212	6.17452262852524	6.08910548740166	5.88803684407351	6.07050635778387	6.17452262852524	6.18240271341046	5.57580404894473	6.06028412784289	6.26999302773824	6.06557838797895	6.07050635778387	5.45760790372858	5.54456746210981	6.01264791744468	6.54695298789353	6.60630204899628
"ENSDARG00000110100"	5.12607538141255	5.0914577572496	5.64593541999784	5.55068532143314	5.08578541826824	5.20984133705036	5.51641419858796	4.7569988264746	5.78119391652321	5.06791704288643	5.16432759618938	5.05883987750781	4.9669598541866	5.0811839378385	5.72292246207364	5.94674513713327	5.5471788808956
"ENSDARG00000042667"	9.58175167953058	9.03855689545459	9.6807719215337	8.94803760581964	9.04858221529993	9.10994835211167	8.81374195295063	8.73404116773293	8.96486850367777	8.6303549209923	9.3730534993069	8.96283231465034	8.62997158694656	8.94106488582804	10.8354359381838	9.90817003628189	9.33791040355067
"ENSDARG00000040747"	12.0284266348031	11.9165763586197	11.9484196917269	12.2228250335705	12.1996315996225	12.0628946019181	12.2310668509554	12.0628946019181	12.0383974376243	12.2055159381911	12.0577866995695	12.2384302801951	12.2155819030412	12.1140562310787	11.4423137990047	11.3167983675809	11.9899714357812
"ENSDARG00000096830"	5.53953789655028	5.27492106293853	5.54456746210981	4.68273074660552	5.75402681849675	5.0811839378385	4.7261167240472	4.85167517839106	4.69434522097059	4.68273074660552	4.95894885442986	5.32182715651242	4.11739076046811	5.25710986967704	5.37246615016526	5.71703178828426	5.83403466536872
"ENSDARG00000075177"	5.2875248978564	4.7261167240472	5.28198939393715	5.42151836071656	5.0441177136614	5.32395112908746	5.54456746210981	5.46154611340439	5.47316213108413	5.27492106293853	5.24423013982028	4.80468497127916	4.55714697464789	4.41361167227228	5.27492106293853	5.16432759618938	4.75953228070353
"ENSDARG00000038500"	5.40412528970343	5.86009156783091	5.30531074562693	5.77123303002835	5.60639728693215	5.57342627963687	5.45169445300245	5.5184111004658	5.21193686115217	5.378183676125	5.61386702046391	5.83091608721994	6.02937228513282	6.30393551521303	5.75712121506992	5.94674513713327	5.83403466536872
