"#NAME"	"P1400_10-1_B"	"P1400_10-1_C"	"P1400_10-2_A"	"P1400_10-2_B"	"P1400_10-2_C"	"P1400_10-3_A"	"P1400_10-3_B"	"P1400_10-3_C"	"P1400_10-4_A"	"P1400_10-4_B"	"P1400_10-4_C"	"P1400_10-5_A"	"P1400_10-5_B"	"P1400_10-5_C"	"P1400_3uM_A"	"P1400_3uM_B"	"P1400_3uM_C"
"ENSDARG00000102200"	5.88002544632322	5.33973149567521	5.80505166778961	5.51268067423786	5.42151836071656	4.79671460879818	5.16432759618938	5.01527439945104	5.16432759618938	5.35176769489316	5.42151836071656	5.69377825527071	5.49666711162336	5.35758175875315	4.50403865244791	5.10401199192478	4.9544812748279
"ENSDARG00000111638"	4.819937605149	4.46416309759154	4.92919139320059	4.48626425009109	4.57914484160154	4.73335343148681	4.84879814306865	4.26461398673938	5.34552357422273	4.99716564032738	4.71508600203986	5.63852720668561	5.45760790372858	4.92370293909239	4.50403865244791	5.16432759618938	3.98741075737831
"ENSDARG00000115870"	5.59756200113894	5.97667149438607	5.64593541999784	5.55068532143314	5.44681623979604	4.85167517839106	4.8969354735808	5.11923372851635	5.2621815972216	5.32395112908746	4.86025990550274	5.32182715651242	6.06086144568845	5.82140565978693	5.04133502455679	5.22487153018275	5.16944521300131
"ENSDARG00000098995"	5.78259666604994	5.91828768620105	6.33979206186643	6.30393551521303	5.0441177136614	5.72386019994829	5.54456746210981	5.28198939393715	5.61891420968529	5.12607538141255	5.85399669435261	5.93583040658796	4.55714697464789	4.57914484160154	6.55624844471905	5.88647965516992	6.13751320306239
"ENSDARG00000088833"	4.8706445374531	5.51268067423786	5.80505166778961	5.48100726183214	6.07050635778387	5.45064669095155	6.00507545680474	5.39083730163835	6.00157731525674	6.15415833650183	5.9520265296737	6.04418208146212	5.73314724720568	5.91604963301587	5.61386702046391	5.38728096831076	5.44681623979604
"ENSDARG00000077193"	4.60605814735209	4.6276934405715	3.52608688441745	4.23964352623774	3.51929410692216	4.48400106492552	4.84879814306865	4.69607738829569	4.39976717628833	3.55847495544882	3.61706441867916	4.90825053520325	4.39656436546348	4.9669598541866	4.50403865244791	3.51035274848421	3.65181804082139
"ENSDARG00000038069"	5.88002544632322	5.91828768620105	6.46692164327155	5.80010146513533	5.90657254550221	6.08679941219718	5.54456746210981	5.72386019994829	6.06028412784289	5.77599393481951	5.87400685989117	6.16059137301016	5.85399669435261	5.9779287679621	5.32395112908746	5.10401199192478	5.4193697797739
"ENSDARG00000038095"	6.06557838797895	6.60340648341221	6.98176096901964	5.61386702046391	6.85074156237252	6.22450012150265	6.02937228513282	6.24002109167655	5.91976362625768	6.15415833650183	5.98921357499296	6.76880484374224	5.33973149567521	5.54456746210981	7.91994651002953	6.42810559912631	6.55527855514325
"ENSDARG00000099195"	8.95267624087118	9.19651008709676	9.13058707429724	8.73009900680409	9.43471348673844	8.62577291105326	8.72493671076245	8.536458952846	8.32354346201642	8.16216481510244	8.54830143622846	8.861746896469	7.97221174412761	8.6195322397332	9.54124443025911	9.1890158993009	9.33270006286889
"ENSDARG00000102366"	5.36916685532465	5.54456746210981	5.54456746210981	5.83091608721994	5.75402681849675	5.24947797524281	5.7994820058551	5.57580404894473	5.47316213108413	5.16242045044277	5.39083730163835	5.16009525254944	4.90825053520325	4.87670886056864	5.27492106293853	5.71703178828426	5.88419283673145
"ENSDARG00000102668"	4.5374569057733	4.9544812748279	5.0441177136614	5.38223940281427	4.92919139320059	4.99716564032738	4.98968001372734	5.2402200514296	5.61891420968529	4.30208713953026	4.86025990550274	4.74726476197983	5.33973149567521	4.83796381561841	4.59077415369969	4.48626425009109	3.98741075737831
"ENSDARG00000104483"	6.57302788710381	6.80023240326412	5.99654687353796	6.37493226132368	6.05513965463937	6.37765688140661	6.12395296916658	6.44703909819651	6.18559776368271	5.85314377848819	6.27932112725677	6.43609113737847	6.98969656564739	6.79142910533957	5.79736048233327	6.52163105355362	6.19647388636794
"ENSDARG00000074362"	4.48400106492552	4.86825383248267	4.30667552258916	4.80285985977207	4.38449112342101	4.67491343657626	4.8969354735808	4.57699626065888	3.91858801427895	4.40789252445677	4.30885201027868	4.80468497127916	4.68273074660552	5.11923372851635	4.32817486153994	4.40789252445677	4.31881969185195
"ENSDARG00000052176"	4.41775222097177	4.46416309759154	4.77483969335341	4.40789252445677	3.96467960775633	4.95194782059897	4.48112402960311	4.50403865244791	4.69434522097059	4.23964352623774	4.30885201027868	4.80468497127916	5.0811839378385	4.3556548721316	4.22389829644536	3.51035274848421	4.24182001392726
"ENSDARG00000025428"	8.60864027270549	9.28625680580285	9.33037239237347	8.19640654636675	9.50954582412433	8.25701030395597	8.06299117987745	8.00005984952229	7.87083193312193	7.90631302012685	8.16848624738337	8.54843886850816	7.74886321400047	7.942735481267	10.1098920326319	8.98297657805713	9.26723033226212
"ENSDARG00000107534"	5.20984133705036	5.63852720668561	6.20222966516623	5.64494284243523	5.55547722854938	5.81865344952526	5.62651479987564	5.46154611340439	5.57819475391516	5.63104278384466	5.77683420400177	5.66900980249511	5.16627858818557	5.51488506867425	6.01264791744468	6.27824003729708	6.42494005677299
"ENSDARG00000071198"	5.85652010367247	5.43396424980604	5.17451212145918	5.80010146513533	5.17905140737226	5.49666711162336	5.2080914933213	5.42505564963041	5.42830580942333	5.42151836071656	5.42151836071656	5.16009525254944	4.79924806302712	5.61891420968529	6.08554213862114	5.88647965516992	5.64684797575139
"ENSDARG00000044528"	11.1640445058925	11.5118471058379	11.7864897227555	11.5283145724766	11.5610530235409	11.645482540162	11.3260350717471	11.6979103516741	11.4956273335581	11.58585344645	11.2832918650786	11.551654905881	11.7530983210306	11.6048980487879	11.1977528091636	10.4831750869732	11.3633815698636
"ENSDARG00000111107"	4.96417716508199	4.41775222097177	4.41361167227228	4.61800589039055	4.1854759302121	4.40789252445677	4.84879814306865	4.41775222097177	4.11739076046811	4.85167517839106	4.41775222097177	4.5023064851228	4.11739076046811	5.11923372851635	5.04133502455679	5.16432759618938	5.33361882842641
"ENSDARG00000096269"	5.80773543339443	6.24077212379735	6.33979206186643	6.17117030555975	6.20222966516623	5.94874038073763	6.05144864944343	6.49415855767256	6.39625793795393	6.37765688140661	6.14511937686639	6.30862809928036	6.22961339126597	5.95306782389331	5.75712121506992	4.7180640063381	5.2897292922928
"ENSDARG00000009094"	4.5374569057733	5.17905140737226	5.21193686115217	4.9669598541866	5.63852720668561	4.73335343148681	5.35074518259432	5.46154611340439	5.21193686115217	5.03393688672117	5.20984133705036	5.11011914438087	4.79924806302712	3.8259529147988	5.72292246207364	5.63921717647455	5.33361882842641
"ENSDARG00000005565"	8.86985732304745	9.14918026738192	9.24141439894525	9.02312795510761	9.12726714515932	9.05951657335305	9.0006567496702	9.29663417140596	9.13812795745697	9.0961964504214	9.08580620688435	9.39015269251148	9.32106877686519	8.93874038113931	8.76474949033309	7.83399836790317	9.11242327460692
"ENSDARG00000077473"	11.180548299739	11.2593440986587	11.5731696931505	10.8550512573294	11.5973631871511	10.9395027534114	10.7195283316595	10.9786202355756	10.6206606616901	11.0085943297679	11.2070104548566	10.91262011135	10.5577491446154	11.090733543527	12.2434332246383	11.2947226935687	11.4690064926778
"ENSDARG00000070404"	6.73707819685841	6.44294785061654	6.65449663102441	6.5374770421969	6.55321400128207	6.43412372036226	6.70613378047322	6.30531616043715	6.77702057380921	6.53702801994239	6.60604410165429	6.65449663102441	6.13308327380535	6.13905636247104	6.84146617438606	7.07053978632674	6.84146617438606
"ENSDARG00000030896"	8.52086499610851	8.04723341874468	9.26153174032453	8.25321558787016	8.50559070930867	8.64107749771413	8.17822444470141	7.73610086470227	8.17044811417276	8.24540520405429	7.87450083778871	7.82168285493823	7.54861576689899	7.53300197988294	8.69545020132189	8.38489494702347	8.61969692773011
"ENSDARG00000097559"	3.65181804082139	3.36092462463853	4.37140921628357	4.23964352623774	4.31102849796821	3.61706441867916	4.03775364768109	4.01785824166768	4.11739076046811	4.40789252445677	3.31965368158317	2.28621426622329	3.26700764266626	3.60744886644546	3.69479094229238	3.91399963122005	3.98741075737831
"ENSDARG00000061049"	5.88002544632322	6.31105891562437	5.99654687353796	6.50648641360903	5.67100670437295	6.5421298340097	5.89532825236226	6.58514778471278	6.18559776368271	6.01264791744468	5.82955822762506	6.63691481994185	6.55232536055323	6.57249913514927	5.75712121506992	5.85314377848819	6.06910360825715
"ENSDARG00000038792"	7.09275074212844	6.86930053218413	7.72453857388351	6.93019737687798	6.99634830266847	7.03885312585024	6.92115780438377	6.72934858687551	6.93199795268206	7.18137511088635	7.21233432039786	7.27978960734334	6.55232536055323	6.40852645830487	7.98989412154488	7.54756893034586	7.54781491484393
"ENSDARG00000074064"	6.54600477228393	6.91989438155282	6.14350745438194	6.50648641360903	6.51679490775324	6.17452262852524	6.22450012150265	6.53564743973819	5.89532825236226	6.32107721898639	6.38325502910292	6.78331356881384	7.17135575564134	6.69300596356575	6.67452726683945	6.56980182480338	6.79142910533957
"ENSDARG00000092383"	6.12395296916658	6.52163105355362	5.91976362625768	6.01842992954742	6.04121586972513	6.46894232002395	6.40658516875809	6.47544873362443	6.25662824175436	6.5959273661419	6.51945014946673	5.91369014885491	6.08910548740166	6.19647388636794	6.71575828052965	6.72101990997975	6.60630204899628
"ENSDARG00000090903"	7.88544271779789	7.98989412154488	8.09940056871054	8.02765925186955	8.05519711889939	8.27760426625868	7.86451976444569	8.19572621028439	8.19640654636675	8.19882048898136	7.84650064718156	8.39850787473228	8.38853303568509	7.82054839091583	7.52390480774564	6.97023560084809	7.99733636719764
"ENSDARG00000103518"	4.21419686583454	5.32395112908746	4.41361167227228	4.91739649194908	4.9669598541866	5.16432759618938	5.16432759618938	5.80300664319193	5.06321009999883	5.35176769489316	5.0441177136614	5.60780003645887	6.06086144568845	5.39083730163835	4.22389829644536	4.79003643552581	5.08578541826824
"ENSDARG00000062122"	4.96417716508199	5.7780914775778	5.0441177136614	5.83091608721994	5.00334645545046	5.49666711162336	5.27492106293853	5.75104002732319	5.51268067423786	4.77483969335341	4.81353198349931	5.85799604372911	6.22961339126597	5.9779287679621	5.21439687148715	4.79003643552581	5.2897292922928
"ENSDARG00000074989"	8.97188360025601	9.64819476499592	8.80367983365648	9.39086432533241	9.06119143284348	9.42788806366161	9.48923867276335	9.73633605967081	9.52655315805769	9.44000774799471	9.61486072341406	9.87321694051935	9.6653087921423	9.70289963086456	9.66061716822868	9.21942533433563	9.51687614291841
"ENSDARG00000069640"	5.53953789655028	5.61761854460705	5.94326079295412	5.9512296748597	5.81703693561808	5.49666711162336	5.31301256042874	6.22015607848067	5.86416715887065	6.06028412784289	5.9520265296737	5.60780003645887	5.0811839378385	5.51488506867425	6.17933982094203	5.71703178828426	6.13751320306239
"ENSDARG00000077874"	6.48682340159022	5.49457158752156	6.48131667319003	5.9512296748597	6.07050635778387	5.99587863599384	5.95940214386768	5.72386019994829	5.94874038073763	5.87283629768896	6.27932112725677	6.62018420693354	4.90825053520325	5.76879625066938	6.33695329706825	6.8430725592909	6.73478909589377
"ENSDARG00000036637"	6.77400722337785	5.82955822762506	6.45307599790169	6.58863122517173	6.63978620251176	6.08679941219718	6.14350745438194	6.02328508485706	6.18559776368271	6.18966949973838	6.63139643526014	5.53953789655028	5.67000825343403	5.716421242397	6.23421653207018	6.56980182480338	6.17354152610485
"ENSDARG00000052520"	4.819937605149	4.86825383248267	4.48400106492552	4.68273074660552	4.42558094057542	5.20984133705036	5.07970799778187	5.01527439945104	5.3864406991285	5.40412528970343	5.31301256042874	4.5023064851228	4.55714697464789	4.62935766199404	4.75826555358907	4.7180640063381	4.64473223088947
"ENSDARG00000100792"	10.1336442685058	10.2100004933312	10.6397120734199	10.684952498643	10.2529612864096	10.7189965189297	10.3735362451724	10.3885454545139	10.4509232709902	10.6887698677526	10.0661201614093	10.5426804025916	10.8224656065793	10.3336483486496	10.2964711305968	9.34092545726848	10.0721549932412
"ENSDARG00000093494"	9.43382756677747	9.18569167240664	9.33510532276911	8.68085261418838	9.5674407800694	8.96091016423436	9.06675844161787	9.15446924250661	8.77013702203839	8.80114237162824	9.30384803114021	8.61849111043575	8.64628878781568	8.77886919853422	9.03431295023193	9.23514138137073	9.60470310499987
"ENSDARG00000078138"	5.04542342305429	4.59491470239919	4.92919139320059	4.73965987863012	4.85167517839106	4.40789252445677	4.59491470239919	4.63948439546694	4.83617713038056	4.49021214396512	4.81353198349931	4.00723634486522	4.00723634486522	3.99288778116604	4.50403865244791	4.48626425009109	4.39656436546348
"ENSDARG00000036272"	4.7261167240472	5.00334645545046	4.48400106492552	4.48626425009109	4.81353198349931	4.54140479964733	5.27492106293853	5.06791704288643	4.76784591023788	4.77483969335341	5.0441177136614	5.16009525254944	5.56974883939452	4.9669598541866	4.75826555358907	4.56975955321928	4.52190827195296
"ENSDARG00000100788"	7.24934893594318	6.72964846237862	7.0162014516269	6.74761623197971	6.9578978721352	6.49761794352333	6.38779249609054	6.68153892934379	6.20951030947664	6.54986635423974	6.74388266260911	6.30862809928036	5.94600716710496	6.55527855514325	6.48682340159022	6.80993300770663	6.57302788710381
"ENSDARG00000101077"	5.2875248978564	5.22487153018275	5.54456746210981	5.07970799778187	5.17905140737226	5.45064669095155	5.51641419858796	5.16242045044277	5.2621815972216	5.29584935851288	4.76240931602594	5.24423013982028	5.76065901122271	5.48586469648659	4.9718819141067	4.9265799744148	4.64473223088947
"ENSDARG00000100315"	10.5485054213942	10.7357871020814	10.6868596757753	10.9794416764544	11.0464041551695	10.6567664691957	10.758200952078	10.9502062719785	10.5224824170349	10.9270549754731	10.7741417693346	10.7879970459289	10.9977167687078	10.9236940347746	10.1434763169742	10.0145999770532	10.5554253463285
"ENSDARG00000097886"	5.75624629320539	5.24947797524281	5.71703178828426	5.11923372851635	5.63852720668561	6.08679941219718	5.31301256042874	5.31731247896694	5.2621815972216	5.21439687148715	5.20984133705036	5.75104002732319	5.33973149567521	5.74630185766925	4.81673479432415	4.48626425009109	5.2897292922928
"ENSDARG00000093349"	4.05293210207965	4.67130163983131	4.92919139320059	3.95367969512096	3.63444417653364	4.73335343148681	4.03775364768109	4.33671792537352	4.83617713038056	4.59077415369969	4.41775222097177	4.5023064851228	3.06194408746524	3.44954359560703	4.32817486153994	4.31102849796821	4.85342502212012
"ENSDARG00000062349"	3.65181804082139	3.27354859623498	3.70773010017131	3.83709275974636	3.96467960775633	3.61706441867916	3.94174204461094	3.9162938227495	3.82009787517816	3.65810717046354	3.02205750481155	3.13793399852534	3.64924560431403	3.91399963122005	4.75826555358907	3.91399963122005	4.39656436546348
"ENSDARG00000069560"	5.57058910857677	6.17452262852524	5.38812123749302	5.91976362625768	5.21573334657539	5.64195217086118	5.31301256042874	5.80300664319193	5.42830580942333	5.47018862678909	5.61386702046391	5.85799604372911	6.42440631128152	6.00157731525674	5.09825129852194	5.22487153018275	5.61761854460705
"ENSDARG00000012609"	8.15064404086281	8.25565934153523	7.51458258027407	7.77839322045989	7.23672877299132	8.26198811195249	8.02905098711885	7.63448299538492	8.26584397780843	7.56148795691754	8.16848624738337	8.37535915146167	7.84362978644051	8.39390700685933	9.30872933656667	8.72148605439437	8.93727262236202
"ENSDARG00000095301"	4.3556548721316	4.86825383248267	3.88791197976309	4.61800589039055	4.23964352623774	3.84441965469912	3.94174204461094	4.90825053520325	3.69084304841834	3.74393031277633	3.61706441867916	4.62422910592129	4.68273074660552	4.73668187433189	3.83709275974636	3.65810717046354	4.39656436546348
"ENSDARG00000097033"	4.60605814735209	3.99288778116604	5.61891420968529	5.07970799778187	4.6276934405715	5.40412528970343	4.66995447248975	5.01527439945104	5.54456746210981	5.24627516441796	4.81353198349931	4.80468497127916	3.74878102808174	4.22751009319031	5.42151836071656	5.28198939393715	5.12607538141255
"ENSDARG00000089123"	6.84201903897443	6.65449663102441	6.90709240159563	6.80993300770663	7.19699913165685	6.62224529699886	6.8261262881401	6.62224529699886	7.04458695066985	6.88719628426894	7.33452214730557	6.2550694572781	6.34147425639587	6.62088268342109	6.73629603082232	7.27132079946979	7.09623511063351
"ENSDARG00000055138"	6.66220463033182	6.71615670793665	7.27654245272373	6.70613378047322	6.82786826746626	7.23580047586726	7.22273631648454	6.98845903110501	7.04458695066985	7.24903807589288	6.67243103582284	7.24934893594318	7.14179679677844	6.66150615384427	6.58300806036348	5.85314377848819	6.82786826746626
"ENSDARG00000087388"	3.65181804082139	4.34018226002373	3.88791197976309	4.05293210207965	3.96467960775633	3.73654614324198	3.83466740209365	4.26461398673938	3.44325446596488	3.55847495544882	3.31965368158317	3.65810717046354	3.88791197976309	4.06996190309112	3.55573644355495	2.76804282462562	3.51929410692216
"ENSDARG00000053828"	4.7261167240472	4.6276934405715	4.30667552258916	4.48626425009109	4.42558094057542	4.32690813442548	3.61191954566444	3.9162938227495	4.11739076046811	4.1854759302121	4.09544357890665	4.1854759302121	3.64924560431403	3.8259529147988	4.41361167227228	4.98596639772336	4.52190827195296
"ENSDARG00000067784"	5.64593541999784	4.55426993932548	4.5374569057733	4.80285985977207	5.28523890304939	5.16432759618938	4.8969354735808	4.41775222097177	4.76784591023788	4.59077415369969	4.81353198349931	4.57322388786949	5.03393688672117	4.62935766199404	3.83709275974636	4.31102849796821	4.06996190309112
"ENSDARG00000044685"	8.44524360537275	8.24445713179691	8.31725124750656	8.5665130222627	8.57340328322049	8.59263181077479	8.63326181737625	8.59469546795627	8.39529226969415	8.33161351070269	8.71651130054654	8.5532446155512	8.52003063884612	8.43386495347315	7.31056896459845	6.93944334016153	7.35115773822405
"ENSDARG00000069026"	5.51268067423786	5.84237355470658	4.85167517839106	5.51268067423786	5.08578541826824	5.81865344952526	5.03393688672117	5.7780914775778	5.00334645545046	5.27492106293853	4.76240931602594	5.60780003645887	6.13308327380535	5.54456746210981	4.9007078463702	4.98596639772336	4.85342502212012
"ENSDARG00000055395"	8.18410697156292	8.05488795857872	8.67138686419351	7.94736080880582	8.05072517881282	8.15732533426208	8.06299117987745	7.99495881955644	7.74117814582899	8.06408221522603	7.78770080276458	7.45334548629965	7.66186592490897	7.58145337956999	8.58728576940338	8.07890092792748	8.59554659483477
"ENSDARG00000020711"	5.61891420968529	5.53062410078691	2.68475743935461	5.45401965089579	6.35743050420676	2.8286613373726	4.78469938986842	6.60916676231326	2.16495377364136	6.04418208146212	6.63139643526014	1.34851838256505	1.34851838256505	3.91399963122005	5.16242045044277	7.01557077501716	6.31754415522543
"ENSDARG00000010276"	7.25946738959717	7.37830769671987	7.73108114043193	7.26364773418802	8.224016554672	6.79966092356805	7.07546147639098	6.47544873362443	6.72851247750964	6.18966949973838	6.54853624001085	6.45141318599199	5.97667149438607	6.89388286553518	7.85467170683609	7.3734167369291	8.13994359038193
