Williams Trend Test
Data Source: no_log_quant_fastbmd_input_DHEP_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 11:04.25
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 8 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000095919"			0.016666666666666666	0.9497729654208872	1.9467822	1.9467822	-1.1044594	1.0210363	1.090592	1.9467822	0.519964	0.9153967	0.6555305	0.031185925			
"ENSDARG00000052528"			0.043478260869565216	0.9497729654208872	-2.122437	2.122437	-1.86733	-1.9844642	-1.5999223	-2.122437	0.13155915	0.048953116	0.14360665	0.044824407	0.3	3.0	
"ENSDARG00000070157"			0.0196078431372549	0.9497729654208872	-1.530995	1.530995	-1.530995	-1.3574238	-1.3548197	-1.3084228	0.020741092	0.02126945	0.057876006	0.03199735			
"ENSDARG00000098477"			0.04081632653061224	0.9497729654208872	1.5110312	1.5110312	1.3326215	1.3512518	-1.0982665	1.5110312	0.14520833	0.25846902	0.23793828	7.302869E-5			
"ENSDARG00000077799"			0.02	0.9497729654208872	2.379866	2.379866	1.8406748	1.7605575	2.0443187	2.379866	0.031433534	0.014906604	0.015389172	0.005534755	0.03	0.3	
"ENSDARG00000102019"			0.037037037037037035	0.9497729654208872	-1.812843	1.812843	-1.294619	-1.3732107	-1.169961	-1.812843	0.23165002	0.120650284	0.519353	0.003320387			
"ENSDARG00000004937"			0.018867924528301886	0.9497729654208872	-1.7066545	1.7066545	-1.4583324	-1.4222757	-1.7066545	-1.4161009	3.302237E-4	0.014177461	0.0066590034	0.018628558			
"ENSDARG00000006782"			0.01818181818181818	0.9497729654208872	-1.5302765	1.5302765	-1.5302765	-1.2508256	-1.1525431	-1.1192119	0.044276197	0.0091095455	0.17730638	0.07190289			
"ENSDARG00000027744"			0.0196078431372549	0.9497729654208872	1.5372602	1.5372602	1.2980386	1.3074069	1.3877996	1.5372602	0.10712428	0.118729845	0.08884948	0.020893611			
"ENSDARG00000086881"			0.018518518518518517	0.9497729654208872	2.132454	2.132454	1.3905109	1.5046167	1.5569493	2.132454	0.078964524	0.05417188	0.036639735	0.011224493	0.3	3.0	
"ENSDARG00000117666"			0.04	0.9497729654208872	1.7780498	1.7780498	1.5344284	1.7780498	1.5449865	1.4924457	0.22616781	0.14030732	0.21681115	0.24717125			
"ENSDARG00000078245"			0.02127659574468085	0.9497729654208872	1.7568159	1.7568159	1.6773912	1.5735549	1.0572985	1.7568159	0.026906168	0.02113925	0.61513865	0.026539724			
"ENSDARG00000094708"			0.02	0.9497729654208872	2.2703357	2.2703357	2.0691981	1.3353108	1.1401876	2.2703357	0.087277524	0.33677316	0.7204202	0.037732434	0.3	3.0	
"ENSDARG00000078492"			0.019230769230769232	0.9497729654208872	-1.6679331	1.6679331	-1.4500176	-1.221284	-1.6679331	-1.299782	0.012447107	0.17966297	0.0019043741	0.037096422			
"ENSDARG00000069377"			0.018867924528301886	0.9497729654208872	1.7359316	1.7359316	1.2811158	1.3384991	1.2610215	1.7359316	0.21161121	0.29520273	0.093048155	0.052246224			
"ENSDARG00000030803"			0.04081632653061224	0.9497729654208872	1.6093218	1.6093218	1.3731126	1.6093218	1.4510276	1.2725401	0.0060666846	0.003166454	0.13862933	0.030961072			
"ENSDARG00000019498"			0.038461538461538464	0.9497729654208872	1.5333295	1.5333295	1.3461834	1.3189616	1.3156022	1.5333295	0.16508192	0.17897561	0.26322508	0.080309816			
"ENSDARG00000112575"			0.04	0.9497729654208872	1.792768	1.792768	1.3970658	1.539328	1.5206203	1.792768	0.18692853	0.100417055	0.1713992	0.048161056			
"ENSDARG00000079560"			0.04	0.9497729654208872	1.8028797	1.8028797	1.7952026	1.6451203	1.7733802	1.8028797	0.041428752	0.07972519	0.050393365	0.052819986			
"ENSDARG00000058390"			0.02	0.9497729654208872	-1.781926	1.781926	-1.457706	-1.1773753	-1.5335611	-1.781926	0.1449106	0.20396845	0.01744653	0.025623385			
"ENSDARG00000086944"			0.018867924528301886	0.9497729654208872	-2.165517	2.165517	1.4836438	1.107841	-1.3288074	-2.165517	0.05854815	0.69352	0.12589125	0.15145512			
"ENSDARG00000069706"			0.041666666666666664	0.9497729654208872	-1.5196904	1.5196904	-1.4004879	-1.336319	-1.5196904	-1.1981448	0.056782976	0.0048937146	0.036563125	0.174896			
"ENSDARG00000045277"			0.038461538461538464	0.9497729654208872	1.6013772	1.6013772	1.3694713	1.4638212	1.4377931	1.6013772	0.10343617	0.1350243	0.07436886	0.046987504			
"ENSDARG00000098747"			0.037037037037037035	0.9497729654208872	1.5730094	1.5730094	1.1133066	1.5192726	1.5730094	1.4052136	0.5042506	0.030200021	0.029085578	0.042026877			
"ENSDARG00000029710"			0.038461538461538464	0.9497729654208872	1.7283648	1.7283648	1.6063799	1.4873797	1.5020821	1.7283648	0.02172618	0.075606585	0.17880228	0.07120439			
"ENSDARG00000020298"			0.037037037037037035	0.9497729654208872	1.7818736	1.7818736	1.2124157	1.3908303	1.3830475	1.7818736	0.12426671	0.2035083	0.01652958	0.063079074			
"ENSDARG00000091131"			0.02	0.9497729654208872	1.6375254	1.6375254	1.4425384	1.2903425	1.2550617	1.6375254	0.08744341	0.08005449	0.02937448	0.050862625			
"ENSDARG00000104078"			0.03773584905660377	0.9497729654208872	1.5021764	1.5021764	1.3269455	1.3261405	1.3658125	1.5021764	0.30977494	0.1515594	0.11864223	0.078861564			
"ENSDARG00000039687"			0.03571428571428571	0.9497729654208872	-1.6471045	1.6471045	-1.259855	-1.2510588	-1.3137312	-1.6471045	0.19457424	0.34898108	0.14824612	0.04422896			
"ENSDARG00000093562"			0.019230769230769232	0.9497729654208872	-1.8901821	1.8901821	-1.0676014	-1.0469165	-1.1259428	-1.8901821	0.7547554	0.83906835	0.6700667	0.051990844			
"ENSDARG00000077631"			0.03773584905660377	0.9497729654208872	-1.7955519	1.7955519	-1.7955519	-1.4149022	-1.3963897	-1.2253017	0.02342416	0.06856209	0.13077453	0.20125775			
"ENSDARG00000044135"			0.018867924528301886	0.9497729654208872	-2.0448909	2.0448909	-1.3897123	-1.8921379	-2.0448909	-1.6414726	0.22123973	0.057744894	0.0548891	0.10920923			
"ENSDARG00000044114"			0.02040816326530612	0.9497729654208872	-1.6139433	1.6139433	-1.3223681	-1.5592229	-1.4931031	-1.6139433	0.10192182	0.025889209	0.0380164	0.027305795			
"ENSDARG00000040781"			0.020833333333333332	0.9497729654208872	3.5723586	3.5723586	2.1267505	1.8115587	2.2814808	3.5723586	0.015236686	0.030878752	0.05407282	0.002496525	3.0E-4	0.003	
"ENSDARG00000086661"			0.02	0.9497729654208872	2.0052042	2.0052042	1.4658258	1.0422099	1.5229368	2.0052042	0.12660605	0.7373555	0.15044186	0.0088386815	0.3	3.0	
"ENSDARG00000061846"			0.018867924528301886	0.9497729654208872	-2.0689619	2.0689619	-1.0585077	-1.0586448	-1.1682334	-2.0689619	0.7685997	0.74135613	0.5672741	0.03608248	0.3	3.0	
"ENSDARG00000101868"			0.019230769230769232	0.9497729654208872	-1.6737936	1.6737936	1.2292762	1.0831059	1.072754	-1.6737936	0.27812886	0.6221154	0.8135801	0.049886465			
"ENSDARG00000010312"			0.037037037037037035	0.9497729654208872	1.8387496	1.8387496	1.1245782	1.4641885	1.8387496	1.5793849	0.75183916	0.25420892	0.11806451	0.17974035			
"ENSDARG00000090486"			0.0196078431372549	0.9497729654208872	1.7858882	1.7858882	1.3348521	1.3387167	1.3866465	1.7858882	0.07511746	0.07015141	0.048983265	0.009907474			
"ENSDARG00000096830"			0.038461538461538464	0.9497729654208872	1.592023	1.592023	-1.0580183	1.0274731	1.3051714	1.592023	0.62077284	0.9076648	0.24818836	0.02060407			
"ENSDARG00000093640"			0.01818181818181818	0.9497729654208872	1.6859403	1.6859403	-1.0495864	1.1652062	1.3689975	1.6859403	0.7423585	0.40418336	0.08152289	0.023826284			
"ENSDARG00000019250"			0.020833333333333332	0.9497729654208872	-2.0483801	2.0483801	-1.7003205	-1.3648049	-1.5717189	-2.0483801	0.045426738	0.13387272	0.05654731	0.0150052775	0.3	3.0	
"ENSDARG00000117659"			0.0425531914893617	0.9497729654208872	-1.6275636	1.6275636	1.1338292	-1.1641119	-1.3279779	-1.6275636	0.6089999	0.60666585	0.2305181	0.14504255			
"ENSDARG00000110464"			0.041666666666666664	0.9497729654208872	1.5030589	1.5030589	1.3696301	1.3382549	1.5030589	1.249088	0.024499934	0.061498772	0.0043065706	0.014268352			
