Williams Trend Test
Data Source: no_log_quant_fastbmd_input_DBP_nodmso
Work Source: null
BMDExpress2 Version: BMDExpress 2.30.0485 BETA
Timestamp (Start Time): 05/11/2020 10:01.50
Number of Permutations: 100
Unadjusted P-Value Cutoff: 0.05
Multiple Testing Correction: false
Filter Out Control Genes: true
NOTEL/LOTEL Test: T-Test
NOTEL/LOTEL p-Value Threshold: 0.05
NOTEL/LOTEL Fold Change Threshold: 2.0
Used Fold Filter with cuttoff: 1.5
Data marked as log transformation: true
Total Run Time: 6 seconds

Probe ID	Gene ID	Gene Symbol	Unadjusted P-Value	Adjusted P-Value	Max Fold Change	Max Fold Change Unsigned	FC Dose Level 1	FC Dose Level 2	FC Dose Level 3	FC Dose Level 4	NOTEL/LOTEL T-Test p-Value Level 1	NOTEL/LOTEL T-Test p-Value Level 2	NOTEL/LOTEL T-Test p-Value Level 3	NOTEL/LOTEL T-Test p-Value Level 4	NOTEL	LOTEL
"ENSDARG00000031664"			0.02040816326530612	0.3572977889728519	1.6717169	1.6717169	1.3509889	1.3327078	1.3687106	1.6717169	0.20830703	0.22489455	0.1947556	0.071600705			
"ENSDARG00000044528"			0.0196078431372549	0.3572977889728519	-2.1904128	2.1904128	1.0633942	1.1350085	1.0948473	-2.1904128	0.16504885	0.3689042	0.24856259	0.059992537			
"ENSDARG00000100504"			0.017543859649122806	0.3572977889728519	1.8135117	1.8135117	1.8135117	1.5463564	1.3554673	-1.4052359	0.07212169	0.15859598	0.28448913	0.2960082			
"ENSDARG00000059651"			0.017857142857142856	0.3572977889728519	-1.9131978	1.9131978	-1.0935106	-1.176367	-1.207534	-1.9131978	0.73326993	0.40493137	0.33556995	0.024581624			
"ENSDARG00000052099"			0.01818181818181818	0.3572977889728519	-1.6926951	1.6926951	1.0989586	-1.0813181	-1.014755	-1.6926951	0.17084548	0.5937259	0.7882685	0.057101116			
"ENSDARG00000038293"			0.01818181818181818	0.3572977889728519	-1.773382	1.773382	1.1258234	-1.1569016	1.065385	-1.773382	0.53756005	0.4340617	0.71167773	0.046754662			
"ENSDARG00000078211"			0.04	0.4764081632653061	1.6751904	1.6751904	1.3548479	1.1902971	1.0599996	1.6751904	0.10229353	0.53464234	0.71403426	0.02701358			
"ENSDARG00000044441"			0.0196078431372549	0.3572977889728519	-1.9834793	1.9834793	-1.1105253	1.0371782	1.0424371	-1.9834793	0.55098075	0.83887154	0.8370022	0.026680792			
"ENSDARG00000097265"			0.0392156862745098	0.4764081632653061	2.1858654	2.1858654	1.395249	2.1858654	1.2462265	1.5346515	0.030241765	0.01418767	0.07971695	0.089550056	0.003	0.03	
"ENSDARG00000075159"			0.0196078431372549	0.3572977889728519	-1.6084726	1.6084726	-1.0912397	1.1022296	-1.0736877	-1.6084726	0.42730507	0.53655964	0.57315	0.008528411			
"ENSDARG00000052027"			0.0392156862745098	0.4764081632653061	1.9296777	1.9296777	1.475919	1.4221779	1.107502	1.9296777	0.2344464	0.2676701	0.73808235	0.08936056			
"ENSDARG00000096908"			0.01818181818181818	0.3572977889728519	-1.5709244	1.5709244	1.0512396	1.0798641	1.0537224	-1.5709244	0.6543363	0.54074806	0.6146512	0.050375026			
"ENSDARG00000091465"			0.02040816326530612	0.3572977889728519	-1.6474562	1.6474562	-1.1851561	-1.5628376	-1.5500222	-1.6474562	0.20671439	0.07969982	0.082425594	0.033473074			
"ENSDARG00000058462"			0.019230769230769232	0.3572977889728519	-1.6227798	1.6227798	1.0053235	1.0524805	1.00912	-1.6227798	0.94315755	0.7248779	0.94242674	0.06282986			
"ENSDARG00000096269"			0.03636363636363636	0.4764081632653061	-1.7479196	1.7479196	1.0443646	-1.0634855	1.2751024	-1.7479196	0.7631003	0.8517854	0.11738544	0.16601068			
"ENSDARG00000060889"			0.017543859649122806	0.3572977889728519	-1.5399742	1.5399742	1.0066296	-1.0498654	-1.0659785	-1.5399742	0.9482659	0.7786039	0.6238216	0.109931			
"ENSDARG00000044204"			0.02	0.3572977889728519	-1.9159213	1.9159213	1.2513227	1.3309475	1.1215255	-1.9159213	0.10882752	0.14773509	0.62843263	0.14534327			
"ENSDARG00000070394"			0.01818181818181818	0.3572977889728519	-1.7082691	1.7082691	1.0871853	-1.0821254	1.1247448	-1.7082691	0.5932512	0.49937266	0.4938776	0.012304508			
"ENSDARG00000014169"			0.020833333333333332	0.3572977889728519	-1.7446879	1.7446879	-1.2219309	-1.136498	1.0085448	-1.7446879	0.44661897	0.51999307	0.96664655	0.05626396			
"ENSDARG00000103277"			0.017241379310344827	0.3572977889728519	-2.334473	2.334473	1.2702998	1.0173664	1.1195863	-2.334473	0.49324718	0.939835	0.65385246	0.056502573			
"ENSDARG00000099851"			0.04878048780487805	0.5415164369034995	-1.6376305	1.6376305	-1.6376305	-1.3198282	-1.4029322	-1.3113678	0.007763293	0.04480696	0.10770113	0.022201633			
"ENSDARG00000110019"			0.018867924528301886	0.3572977889728519	-1.8746336	1.8746336	1.1249466	-1.0010595	1.1831472	-1.8746336	0.2958482	0.9966654	0.36804757	0.05558723			
"ENSDARG00000013522"			0.03773584905660377	0.4764081632653061	-1.5650883	1.5650883	1.0451052	-1.0414757	1.122279	-1.5650883	0.6841758	0.8080178	0.37208426	0.13234529			
"ENSDARG00000038666"			0.01818181818181818	0.3572977889728519	-2.034531	2.034531	1.2056472	1.0269197	-1.0092441	-2.034531	0.53143406	0.88077503	0.9534363	0.119808316			
"ENSDARG00000040683"			0.0196078431372549	0.3572977889728519	-1.6232305	1.6232305	1.0417331	1.0334504	1.1358498	-1.6232305	0.62965417	0.7559611	0.36981314	0.058800597			
"ENSDARG00000039517"			0.017241379310344827	0.3572977889728519	-1.7015629	1.7015629	1.0751443	1.0534061	1.0731378	-1.7015629	0.4114055	0.48635477	0.44198313	0.009991055			
"ENSDARG00000039516"			0.01818181818181818	0.3572977889728519	-1.8459753	1.8459753	1.1544508	-1.0293317	1.0827765	-1.8459753	0.23692277	0.8274088	0.550809	0.012225045			
"ENSDARG00000078363"			0.038461538461538464	0.4764081632653061	1.5710334	1.5710334	1.0257701	1.2163818	-1.127565	1.5710334	0.9044762	0.34201172	0.3983897	0.033920266			
"ENSDARG00000103589"			0.037037037037037035	0.4764081632653061	-1.5331577	1.5331577	-1.1142095	1.0146806	1.0848353	-1.5331577	0.38051856	0.93018156	0.63014615	0.020072117			
"ENSDARG00000039220"			0.04	0.4764081632653061	-1.8810462	1.8810462	-1.825802	-1.4466699	-1.4221417	-1.8810462	0.045946565	0.1616416	0.14530146	0.039803643			
"ENSDARG00000039979"			0.0196078431372549	0.3572977889728519	1.5215324	1.5215324	1.1796676	1.1102394	1.0714245	1.5215324	0.45665404	0.49173686	0.60450345	0.044397853			
"ENSDARG00000039174"			0.03773584905660377	0.4764081632653061	-1.6029606	1.6029606	-1.1341977	-1.2117339	-1.1201141	-1.6029606	0.5569168	0.058741663	0.60002315	0.10678275			
"ENSDARG00000013856"			0.018518518518518517	0.3572977889728519	-2.3592634	2.3592634	-1.0081285	1.0009874	-1.2026854	-2.3592634	0.96640056	0.9980278	0.45810106	0.019114839	0.3	3.0	
"ENSDARG00000010267"			0.017857142857142856	0.3572977889728519	-1.5832504	1.5832504	1.1008526	-1.0332912	1.1252311	-1.5832504	0.2597187	0.7571546	0.13234882	0.023390938			
"ENSDARG00000018478"			0.018867924528301886	0.3572977889728519	-1.8276083	1.8276083	1.1401068	-1.0622855	1.1985266	-1.8276083	0.42093745	0.7129522	0.28606635	0.040938072			
"ENSDARG00000077201"			0.020833333333333332	0.3572977889728519	-1.745222	1.745222	-1.1439757	1.031523	-1.0157638	-1.745222	0.1338123	0.8371306	0.8898755	0.03993337			
"ENSDARG00000023053"			0.03773584905660377	0.4764081632653061	1.9925729	1.9925729	1.9925729	1.8191618	1.9497428	1.6719964	0.19644403	0.2424214	0.20592196	0.29696238			
"ENSDARG00000079727"			0.01694915254237288	0.3572977889728519	-1.6372256	1.6372256	1.1133162	-1.0490166	1.113699	-1.6372256	0.45601147	0.7201366	0.27356958	0.061673608			
"ENSDARG00000093205"			0.037037037037037035	0.4764081632653061	-1.6825645	1.6825645	-1.0664849	-1.5120083	-1.6825645	-1.6784616	0.66829324	0.10618934	0.04375106	0.059744816			
"ENSDARG00000038792"			0.02127659574468085	0.35857734709641176	1.7366036	1.7366036	1.3369807	1.2488363	1.1335268	1.7366036	0.06618954	0.103257656	0.4280255	0.008063922			
"ENSDARG00000095608"			0.0196078431372549	0.3572977889728519	-1.7754238	1.7754238	-1.0348436	1.1172814	1.278173	-1.7754238	0.8725134	0.48305833	0.20015652	0.2103772			
"ENSDARG00000038709"			0.0425531914893617	0.48208069293494293	-1.5111425	1.5111425	-1.4222522	-1.1457288	-1.1750373	-1.5111425	0.060946416	0.47957364	0.3461478	0.044604894			
"ENSDARG00000038713"			0.03571428571428571	0.4764081632653061	-1.8287389	1.8287389	-1.0213286	-1.2720447	-1.1390178	-1.8287389	0.9303354	0.2320754	0.5477692	0.22584033			
"ENSDARG00000030254"			0.0196078431372549	0.3572977889728519	-1.5863519	1.5863519	1.1910319	1.0385531	-1.0236689	-1.5863519	0.34255806	0.84007436	0.9161949	0.08383929			
"ENSDARG00000093774"			0.017241379310344827	0.3572977889728519	-1.8515395	1.8515395	-1.060387	-1.143439	-1.0347581	-1.8515395	0.23797053	0.16737685	0.75487316	0.02491795			
"ENSDARG00000054837"			0.017241379310344827	0.3572977889728519	-1.7268162	1.7268162	-1.1265529	-1.1631988	-1.0830432	-1.7268162	0.40918794	0.3958959	0.5857379	0.038163073			
"ENSDARG00000053620"			0.01818181818181818	0.3572977889728519	-2.0230854	2.0230854	-1.1256887	-1.2006724	-1.0753647	-2.0230854	0.2467496	0.15675326	0.47663075	0.028448423	0.3	3.0	
"ENSDARG00000076838"			0.017857142857142856	0.3572977889728519	-1.6382802	1.6382802	1.0285352	-1.04261	1.0095944	-1.6382802	0.79959357	0.6633804	0.9052633	0.0065832			
"ENSDARG00000074118"			0.02040816326530612	0.3572977889728519	1.6329422	1.6329422	1.6329422	1.2779317	1.3223926	1.3158736	0.019861352	0.12538753	0.094425775	0.09327477			
"ENSDARG00000014651"			0.01694915254237288	0.3572977889728519	-1.7057467	1.7057467	-1.2083197	-1.0541121	-1.0828993	-1.7057467	0.17893113	0.7492086	0.52889997	0.10807528			
"ENSDARG00000102129"			0.03773584905660377	0.4764081632653061	-1.6826262	1.6826262	-1.2005153	-1.2520136	1.1216642	-1.6826262	0.379832	0.3707567	0.6460142	0.0641118			
"ENSDARG00000090903"			0.0196078431372549	0.3572977889728519	-2.321702	2.321702	1.1349578	1.0844538	1.0937384	-2.321702	0.20914203	0.66722274	0.4747675	0.016355608	0.3	3.0	
"ENSDARG00000110341"			0.017857142857142856	0.3572977889728519	-1.8911357	1.8911357	1.1154166	-1.0014195	1.0492524	-1.8911357	0.099932715	0.9824855	0.4682116	0.06392516			
"ENSDARG00000067848"			0.04	0.4764081632653061	1.5175517	1.5175517	1.0258518	-1.0307508	1.0004754	1.5175517	0.88055676	0.75521374	0.9977823	0.010732099			
"ENSDARG00000100782"			0.0196078431372549	0.3572977889728519	-1.8585659	1.8585659	-1.0933087	-1.1172036	-1.0277971	-1.8585659	0.5414047	0.61902636	0.8494344	0.014971061			
"ENSDARG00000034862"			0.017241379310344827	0.3572977889728519	-1.6191928	1.6191928	1.2171624	1.0892866	1.1502612	-1.6191928	0.06611502	0.3010115	0.29227895	0.011882662			
"ENSDARG00000001870"			0.018867924528301886	0.3572977889728519	-1.6923629	1.6923629	-1.0125071	-1.0247803	1.0356107	-1.6923629	0.9227103	0.917234	0.85463846	0.10070117			
"ENSDARG00000077688"			0.04	0.4764081632653061	-2.074689	2.074689	1.0084512	-1.0218073	-1.024974	-2.074689	0.96457285	0.92438334	0.91526973	0.062273294			
"ENSDARG00000058445"			0.018518518518518517	0.3572977889728519	-1.6214598	1.6214598	1.1493932	1.1052692	1.0048538	-1.6214598	0.28783277	0.5524425	0.9810093	0.090102464			
"ENSDARG00000099276"			0.018518518518518517	0.3572977889728519	-1.744294	1.744294	1.1181145	1.0897921	1.0211017	-1.744294	0.5264932	0.54843646	0.86354303	0.06421134			
"ENSDARG00000018263"			0.03773584905660377	0.4764081632653061	-1.7379507	1.7379507	-1.1268348	-1.0476514	-1.2589638	-1.7379507	0.46639115	0.8526794	0.21740353	0.040125966			
"ENSDARG00000008969"			0.01694915254237288	0.3572977889728519	-1.6753306	1.6753306	1.0418116	-1.0215352	1.0119717	-1.6753306	0.52810013	0.93058103	0.8822805	0.012794108			
"ENSDARG00000020741"			0.01639344262295082	0.3572977889728519	-1.6263816	1.6263816	1.0115517	-1.0586402	1.0169584	-1.6263816	0.8423831	0.8094182	0.769744	0.005691154			
"ENSDARG00000008637"			0.018867924528301886	0.3572977889728519	-1.5354555	1.5354555	1.0625503	1.0939249	1.0249164	-1.5354555	0.22274289	0.33140993	0.77627784	0.1017287			
"ENSDARG00000062467"			0.0392156862745098	0.4764081632653061	-1.5067402	1.5067402	1.1773877	1.0990878	1.2986025	-1.5067402	0.20336944	0.6481688	0.030657846	0.12829572			
"ENSDARG00000019986"			0.017241379310344827	0.3572977889728519	-1.8391265	1.8391265	1.0878999	-1.1236404	1.0693322	-1.8391265	0.4234149	0.1862972	0.5882523	0.023466283			
"ENSDARG00000033273"			0.037037037037037035	0.4764081632653061	1.6151761	1.6151761	1.0748104	1.0511739	1.0898461	1.6151761	0.6470805	0.8389755	0.71514094	0.021138784			
"ENSDARG00000037383"			0.03333333333333333	0.4764081632653061	1.5877988	1.5877988	1.1082358	1.1773973	1.3253477	1.5877988	0.67846274	0.53528446	0.3009719	0.13546635			
"ENSDARG00000019838"			0.017543859649122806	0.3572977889728519	-1.6392789	1.6392789	-1.05712	-1.0559634	-1.1730688	-1.6392789	0.17480458	0.29094133	0.13527678	0.04817669			
"ENSDARG00000037281"			0.017543859649122806	0.3572977889728519	-1.6410906	1.6410906	1.1285206	1.0701243	1.1228845	-1.6410906	0.23508307	0.7374117	0.40589535	0.018661376			
"ENSDARG00000006427"			0.019230769230769232	0.3572977889728519	-1.6651376	1.6651376	-1.049944	-1.01164	1.0331233	-1.6651376	0.30202556	0.9335884	0.8170648	0.038404755			
"ENSDARG00000079191"			0.04	0.4764081632653061	1.8987874	1.8987874	1.4806917	1.422664	1.8987874	1.553534	0.15422	0.17857395	0.055766113	0.24838611			
"ENSDARG00000077874"			0.0196078431372549	0.3572977889728519	2.187351	2.187351	1.3794796	1.2451129	1.0165597	2.187351	0.054987382	0.1371193	0.9233873	0.0038124232	0.3	3.0	
"ENSDARG00000098805"			0.01818181818181818	0.3572977889728519	-1.6525078	1.6525078	-1.0195346	-1.0576978	1.0475	-1.6525078	0.93859327	0.7591393	0.79986197	0.075655475			
"ENSDARG00000036545"			0.0196078431372549	0.3572977889728519	2.040768	2.040768	1.6264405	1.4722831	1.3123864	2.040768	0.013713816	0.017765332	0.15512623	0.03872992	0.3	3.0	
"ENSDARG00000100792"			0.019230769230769232	0.3572977889728519	-2.310627	2.310627	-1.0759577	1.015114	1.0129676	-2.310627	0.4284594	0.9415482	0.9513167	0.047735166	0.3	3.0	
"ENSDARG00000095434"			0.04	0.4764081632653061	1.515751	1.515751	1.515751	1.284329	1.5112079	1.4791387	0.013920747	0.070676915	0.061986778	0.1325902			
"ENSDARG00000003054"			0.03773584905660377	0.4764081632653061	-1.6179731	1.6179731	-1.2194653	-1.5345174	-1.5076742	-1.6179731	0.061480254	0.038399722	0.09776149	6.1958155E-4			
"ENSDARG00000023151"			0.01818181818181818	0.3572977889728519	-1.9124613	1.9124613	1.0929	1.039593	1.1481494	-1.9124613	0.18070534	0.8486536	0.24705689	0.05843001			
"ENSDARG00000095360"			0.037037037037037035	0.4764081632653061	-2.007159	2.007159	-1.084636	1.0017118	1.0965414	-2.007159	0.79802185	0.9914432	0.5649142	0.049996205	0.3	3.0	
"ENSDARG00000043719"			0.03389830508474576	0.4764081632653061	-1.9073116	1.9073116	1.1661799	1.0974333	1.161199	-1.9073116	0.30529132	0.8232358	0.4233509	0.059987597			
"ENSDARG00000012694"			0.017857142857142856	0.3572977889728519	-2.2406297	2.2406297	1.0886437	1.2162037	1.1705784	-2.2406297	0.5628018	0.604915	0.3256234	0.01985986	0.3	3.0	
"ENSDARG00000052207"			0.017543859649122806	0.3572977889728519	-2.0656455	2.0656455	1.127531	1.1619607	1.1739119	-2.0656455	0.44002643	0.62807876	0.30292273	0.10844341			
"ENSDARG00000117512"			0.02127659574468085	0.35857734709641176	1.844792	1.844792	1.1789064	1.3169626	1.1823032	1.844792	0.6042699	0.3474314	0.5897747	0.09475613			
"ENSDARG00000103295"			0.0196078431372549	0.3572977889728519	-1.9699538	1.9699538	1.0051422	1.0570271	1.0135591	-1.9699538	0.9107246	0.69476813	0.92872286	0.065293856			
"ENSDARG00000100190"			0.022727272727272728	0.3725740551583248	1.5289207	1.5289207	1.2608339	1.3032557	1.1092495	1.5289207	0.2875534	0.22617489	0.58815825	0.105041355			
"ENSDARG00000100315"			0.019230769230769232	0.3572977889728519	-2.1235993	2.1235993	1.0596814	1.0751358	1.0523587	-2.1235993	0.69559914	0.68159133	0.8087741	0.08830978			
"ENSDARG00000100955"			0.018867924528301886	0.3572977889728519	-1.8370779	1.8370779	1.0218735	-1.041172	-1.03303	-1.8370779	0.7958937	0.8352563	0.8233023	0.0656587			
"ENSDARG00000101366"			0.038461538461538464	0.4764081632653061	-1.5871165	1.5871165	-1.3809897	-1.5871165	-1.127773	-1.4609473	0.12930663	0.0028623717	0.20853159	0.031416368			
"ENSDARG00000022261"			0.018518518518518517	0.3572977889728519	-1.8996888	1.8996888	-1.0636578	-1.0453706	-1.0046114	-1.8996888	0.4996122	0.7996491	0.97956514	0.050069973			
"ENSDARG00000042124"			0.017241379310344827	0.3572977889728519	-1.5388625	1.5388625	-1.0487566	-1.0655587	-1.0319062	-1.5388625	0.19816594	0.4484303	0.6769418	0.0071403463			
"ENSDARG00000086215"			0.02040816326530612	0.3572977889728519	1.5358179	1.5358179	1.2715786	1.3328885	1.0948882	1.5358179	0.09641067	0.07060903	0.5839819	0.013182727			
"ENSDARG00000006220"			0.01694915254237288	0.3572977889728519	-1.7304683	1.7304683	-1.0181367	-1.0171357	-1.0470725	-1.7304683	0.7368564	0.67013836	0.6278635	0.0382768			
"ENSDARG00000070057"			0.03389830508474576	0.4764081632653061	-1.5881686	1.5881686	1.0675609	1.0236516	1.1276243	-1.5881686	0.7397752	0.92078245	0.58664197	0.081278294			
"ENSDARG00000036833"			0.018518518518518517	0.3572977889728519	-1.8217361	1.8217361	1.216342	-1.0316314	1.2129055	-1.8217361	0.14071405	0.84734213	0.33856496	0.14570625			
"ENSDARG00000092651"			0.0196078431372549	0.3572977889728519	1.5012473	1.5012473	1.0629865	-1.3576347	-1.0295821	1.5012473	0.5274422	0.039207697	0.7478097	0.050535508			
"ENSDARG00000062549"			0.01818181818181818	0.3572977889728519	-1.7210954	1.7210954	1.0286841	-1.040708	-1.065598	-1.7210954	0.83078265	0.7488286	0.5837338	0.06086026			
"ENSDARG00000079858"			0.037037037037037035	0.4764081632653061	-1.5293528	1.5293528	-1.2686161	-1.0945024	-1.123072	-1.5293528	0.36012387	0.7082464	0.6162369	0.15719509			
"ENSDARG00000097441"			0.018867924528301886	0.3572977889728519	1.6057456	1.6057456	1.2764066	1.4540383	1.1031462	1.6057456	0.35737413	0.20205678	0.6880075	0.1385383			
"ENSDARG00000023712"			0.02	0.3572977889728519	-1.6238775	1.6238775	-1.1542037	-1.0376843	-1.0266204	-1.6238775	0.2766308	0.7594794	0.8311074	0.026978688			
"ENSDARG00000004204"			0.038461538461538464	0.4764081632653061	1.5591518	1.5591518	1.5242958	1.4723696	1.2614704	1.5591518	0.18081476	0.19910084	0.37471172	0.15406828			
"ENSDARG00000055705"			0.017857142857142856	0.3572977889728519	-1.910576	1.910576	1.0270032	-1.0312687	1.0802743	-1.910576	0.742576	0.8684841	0.38191268	0.056844797			
"ENSDARG00000040466"			0.02	0.3572977889728519	-1.8427761	1.8427761	-1.0610644	1.0021182	-1.0102346	-1.8427761	0.26979363	0.98531115	0.92197055	0.031720057			
"ENSDARG00000060671"			0.019230769230769232	0.3572977889728519	-2.4578512	2.4578512	1.0107175	1.0463032	1.0127099	-2.4578512	0.9421348	0.82721967	0.9572518	0.06506326			
"ENSDARG00000017882"			0.0196078431372549	0.3572977889728519	-1.7530184	1.7530184	-1.0199522	-1.0343368	1.0235975	-1.7530184	0.74828225	0.7616314	0.73135954	0.028552609			
"ENSDARG00000019260"			0.018518518518518517	0.3572977889728519	-1.5592229	1.5592229	1.0063035	1.0019135	1.0807543	-1.5592229	0.9259656	0.98697287	0.4953983	0.03953487			
"ENSDARG00000011573"			0.018518518518518517	0.3572977889728519	-2.0772717	2.0772717	-1.146	-1.0416898	-1.0082052	-2.0772717	0.42214125	0.87729496	0.96582997	0.13164252			
"ENSDARG00000077866"			0.016666666666666666	0.3572977889728519	-1.6381643	1.6381643	1.2110568	-1.1873345	-1.020026	-1.6381643	0.2411798	0.43793637	0.8906177	0.10859924			
"ENSDARG00000102334"			0.01818181818181818	0.3572977889728519	-1.5978988	1.5978988	-1.189544	-1.0641409	-1.207484	-1.5978988	0.29284194	0.7072433	0.076417916	0.16917384			
"ENSDARG00000102888"			0.038461538461538464	0.4764081632653061	-1.8958514	1.8958514	1.0848264	-1.0646553	1.1191602	-1.8958514	0.57810175	0.747886	0.6875918	0.14069302			
"ENSDARG00000004964"			0.017857142857142856	0.3572977889728519	-1.5247896	1.5247896	-1.0462244	-1.0332872	1.072213	-1.5247896	0.6844794	0.7558719	0.6201568	0.021874174			
"ENSDARG00000116442"			0.03773584905660377	0.4764081632653061	-1.6915402	1.6915402	-1.3732919	-1.6915402	-1.197382	-1.6040179	0.112372875	0.034896497	0.36162895	0.09269873			
"ENSDARG00000095688"			0.03773584905660377	0.4764081632653061	3.1275747	3.1275747	1.8308672	2.0187137	2.3284593	3.1275747	0.13949841	0.02473996	0.011199372	0.0320182	0.003	0.03	
"ENSDARG00000012269"			0.04	0.4764081632653061	1.5249171	1.5249171	1.1276917	1.1885922	1.0058581	1.5249171	0.25021848	0.11262994	0.9783886	0.008217921			
"ENSDARG00000056719"			0.01818181818181818	0.3572977889728519	-1.961286	1.961286	-1.0579253	-1.1054803	-1.0075383	-1.961286	0.7527022	0.71144575	0.971738	0.047101412			
"ENSDARG00000020046"			0.043478260869565216	0.4871568604068783	-2.0318213	2.0318213	-1.6505212	-1.4205571	-1.344665	-2.0318213	0.16044429	0.22681189	0.2264728	0.13180363			
"ENSDARG00000042993"			0.0196078431372549	0.3572977889728519	-2.0522313	2.0522313	-1.0633738	-1.0698979	-1.2279869	-2.0522313	0.697682	0.8506884	0.3045523	0.019068366	0.3	3.0	
"ENSDARG00000055138"			0.019230769230769232	0.3572977889728519	-1.9208328	1.9208328	-1.0057064	1.0625734	1.0559103	-1.9208328	0.9725056	0.6891934	0.53185815	0.017797112			
"ENSDARG00000086847"			0.018867924528301886	0.3572977889728519	-1.5866822	1.5866822	-1.5866822	-1.2737119	-1.2282414	-1.4929585	0.024099926	0.052838814	0.07488944	0.011948353			
"ENSDARG00000079274"			0.01818181818181818	0.3572977889728519	-1.6445527	1.6445527	1.1589031	1.1173978	-1.0827701	-1.6445527	0.35669887	0.60537565	0.74805003	0.03907425			
"ENSDARG00000073742"			0.038461538461538464	0.4764081632653061	-1.7280346	1.7280346	1.1027462	1.0854181	-1.1333073	-1.7280346	0.6827685	0.76026595	0.65188795	0.095371366			
"ENSDARG00000010936"			0.018518518518518517	0.3572977889728519	-1.5592002	1.5592002	1.028502	-1.0161479	1.0175292	-1.5592002	0.7785013	0.90738434	0.8932916	0.07430052			
"ENSDARG00000076844"			0.03773584905660377	0.4764081632653061	1.8440988	1.8440988	1.4403516	1.1461588	1.7405628	1.8440988	0.016414521	0.54445344	0.12224033	0.012260931			
"ENSDARG00000029230"			0.017857142857142856	0.3572977889728519	-1.8219764	1.8219764	1.0649664	-1.0416071	1.1161975	-1.8219764	0.41340426	0.72712004	0.1654344	0.060942613			
"ENSDARG00000079543"			0.017241379310344827	0.3572977889728519	-1.5684968	1.5684968	1.0132201	-1.0814553	1.0522536	-1.5684968	0.8740232	0.40563613	0.64450914	0.033854			
"ENSDARG00000099715"			0.0425531914893617	0.48208069293494293	1.8495617	1.8495617	1.2563468	1.1472933	1.3058865	1.8495617	0.49944165	0.6644441	0.4238858	0.13619371			
"ENSDARG00000102175"			0.03508771929824561	0.4764081632653061	-1.9775492	1.9775492	1.409643	1.1795647	1.6501478	-1.9775492	0.11065606	0.6305264	0.01590529	0.20093803			
"ENSDARG00000038439"			0.03389830508474576	0.4764081632653061	-1.5447993	1.5447993	1.0366402	-1.0959009	1.0534507	-1.5447993	0.74380153	0.6690552	0.687334	0.15921195			
"ENSDARG00000104243"			0.021739130434782608	0.3601325857752389	-2.1242836	2.1242836	-2.1242836	-1.8458953	-1.4372259	-1.5302639	0.018683927	0.02630415	0.10496414	0.079030424	3.0E-4	0.003	
"ENSDARG00000095751"			0.03508771929824561	0.4764081632653061	-1.7877136	1.7877136	1.2423908	1.099912	1.1093177	-1.7877136	0.28871217	0.6559679	0.5610686	0.1719436			
"ENSDARG00000090722"			0.017543859649122806	0.3572977889728519	-1.9264742	1.9264742	1.073345	1.0009801	1.1425014	-1.9264742	0.69290775	0.9965945	0.49043134	0.116124295			
"ENSDARG00000037191"			0.017543859649122806	0.3572977889728519	-1.7122476	1.7122476	1.0635228	-1.1230308	1.0696985	-1.7122476	0.68826854	0.5264194	0.61993134	0.04082282			
"ENSDARG00000037533"			0.019230769230769232	0.3572977889728519	-3.135161	3.135161	1.0274035	1.0128154	-1.0991722	-3.135161	0.9217723	0.9689316	0.8017994	0.08468316			
"ENSDARG00000090850"			0.017543859649122806	0.3572977889728519	-1.88316	1.88316	1.0087339	-1.0984138	-1.0030864	-1.88316	0.9152854	0.39510486	0.9776856	0.0049924515			
"ENSDARG00000090286"			0.0196078431372549	0.3572977889728519	-1.8742073	1.8742073	1.0859936	-1.0447178	1.0863965	-1.8742073	0.5163252	0.8074464	0.45559296	0.02391619			
"ENSDARG00000043518"			0.018518518518518517	0.3572977889728519	-1.6282083	1.6282083	-1.0619327	-1.0631692	-1.044241	-1.6282083	0.3555662	0.6464783	0.7675243	0.022656081			
"ENSDARG00000017928"			0.03571428571428571	0.4764081632653061	1.5469565	1.5469565	1.1270463	1.0912198	1.2227901	1.5469565	0.22782476	0.63001716	0.12990163	0.012986788			
"ENSDARG00000052336"			0.02	0.3572977889728519	-1.9475147	1.9475147	-1.238073	-1.0692747	-1.0920533	-1.9475147	0.08967681	0.5256838	0.4974758	0.03558237			
"ENSDARG00000029388"			0.017543859649122806	0.3572977889728519	-1.8589456	1.8589456	1.2025546	1.0069574	1.1848373	-1.8589456	0.15427883	0.97317195	0.17099673	0.053880848			
"ENSDARG00000042953"			0.01818181818181818	0.3572977889728519	-1.8098035	1.8098035	1.007884	1.0068053	1.0624498	-1.8098035	0.9632471	0.9614769	0.688591	0.028188948			
"ENSDARG00000021172"			0.018518518518518517	0.3572977889728519	-1.6314943	1.6314943	1.1136842	-1.0556563	1.1739391	-1.6314943	0.28633147	0.6144732	0.27257887	0.008775702			
"ENSDARG00000042982"			0.019230769230769232	0.3572977889728519	-1.8734467	1.8734467	1.0417131	1.0705516	1.0119978	-1.8734467	0.63547367	0.52425224	0.8914483	0.04058641			
"ENSDARG00000043004"			0.018867924528301886	0.3572977889728519	1.7542077	1.7542077	1.22795	1.1401199	1.2776872	1.7542077	0.11438377	0.50337225	0.17897382	0.040096052			
