"#NAME"	"SANT_10-1_A"	"SANT_10-1_B"	"SANT_10-1_C"	"SANT_10-2_A"	"SANT_10-2_B"	"SANT_10-2_C"	"SANT_10-3_B"	"SANT_10-3_C"	"SANT_10-4_A"	"SANT_10-4_B"	"SANT_10-4_C"	"SANT_3uM_A"	"SANT_3uM_B"	"SANT_3uM_C"
"ENSDARG00000105432"	5.25632647153924	5.11598178902986	5.27373141793868	4.76509040052335	5.53799310336414	5.48456969975084	6.36441346620203	5.88488013778327	5.73431632156191	5.91079866807229	5.34410890786186	4.05558399303707	5.6151530252216	4.92442052342914
"ENSDARG00000100703"	4.06269368400499	4.12176071277759	4.56424283170918	3.799522946768	3.98659502481684	3.70153846336734	3.91481643579519	3.7823475098566	3.10808391969403	2.76838902836526	3.40045778710461	4.16132054363167	4.47012381558754	4.13293662289443
"ENSDARG00000087017"	5.48283773216179	5.11598178902986	5.5110820965574	6.00825929787678	5.91889112392352	6.02906016769634	4.51125538835115	5.05359166019676	5.21564200813945	4.82353032711299	5.04667297882158	5.78050490056049	5.6151530252216	5.51894945569544
"ENSDARG00000054786"	8.23674446409033	8.08083311057971	8.04099684035132	7.95226905739468	8.30578322162415	8.00874999534384	7.73418883049755	7.85466495376389	8.02272830785531	8.12248049025974	8.07025935036088	7.63798248041891	7.05296472277188	7.52585182387122
"ENSDARG00000054805"	4.13293662289443	4.12176071277759	4.01697997242333	4.01403489527362	3.88634480646451	4.31908594370197	4.5719002770147	3.7823475098566	4.20092411929506	3.70864815433526	4.10352449536265	4.85912756552959	4.5227301874836	4.58343730331146
"ENSDARG00000056781"	13.1316134179022	12.9954192814289	12.9954192814289	12.9631647227522	13.1889796030031	12.8773084756616	12.8690541427335	12.8054743824282	13.0277447208909	13.390044183638	12.9016090520834	12.623968354806	12.2799609282883	12.5204882887006
"ENSDARG00000056762"	4.55138721270159	3.91481643579519	4.26763274519953	3.91481643579519	3.35060687352518	3.80934462703585	4.5719002770147	4.54659334156884	2.31723882668936	3.47753541835637	3.23302772582826	3.94031097266973	4.24036608910611	4.31351433570188
"ENSDARG00000105526"	4.36440091539377	4.12176071277759	4.84162727136982	4.63121924407843	4.96137584930878	4.5227301874836	3.99324569655909	4.45002622782996	3.82156690677819	4.04893332129482	4.00814474097419	4.91750184205395	4.47012381558754	5.02518409527611
"ENSDARG00000045139"	6.26516997444222	6.09667592958983	5.95764505101255	5.95211622841924	5.56437653900346	5.93237521139963	5.69986133310639	5.71526467718697	5.17873854798126	5.52314059193313	5.3783741607893	5.99887079710436	6.12377542975437	6.39349938624904
"ENSDARG00000051915"	5.72549400947155	5.44577453548508	5.5110820965574	5.53443951079965	5.34867654477471	5.79946152611701	5.69986133310639	5.58569374693749	5.83255780865181	5.88488013778327	6.17012614531761	4.71055150492439	5.43882025506631	5.64611629484499
"ENSDARG00000117645"	3.88634480646451	4.36440091539377	4.01697997242333	4.01403489527362	3.56444408331874	3.99324569655909	4.09269641117193	4.36001516220347	3.64540116370568	3.82781425258178	3.23302772582826	3.94031097266973	4.30822857988447	4.92442052342914
"ENSDARG00000102556"	6.4975047114638	5.94891887997325	6.6250651796665	6.18893038086928	6.36051358622493	6.39246370269939	6.5795379361549	6.45275434675394	6.53504761294997	7.09235567798781	6.66431236917603	5.8129795231375	6.25351612224219	6.01872901713648
"ENSDARG00000026376"	8.6627945045824	8.81356943221154	8.55422722348319	8.67013758439173	8.90714191961935	8.60757433466936	8.73738855307692	8.68518720585919	8.69656929943038	9.06148397570568	8.97523389872137	8.22624590201797	8.13702105962365	8.25953564674412
"ENSDARG00000098989"	6.4975047114638	6.39113401140172	6.88439734526493	6.99251783289672	6.68709825016734	6.99469109174689	6.41612100925075	6.67406692880703	6.38991447473322	5.91079866807229	6.55929876264455	7.20246901498387	6.9825254697747	6.80724693646553
"ENSDARG00000090326"	7.71726543211785	7.70657233215309	7.95195051109534	7.40443550155343	8.09400746557262	7.84664110791616	8.16825491371694	7.80050695419169	7.77542368536174	8.21467331952034	7.60468695399461	6.38866537282402	7.79272148479175	7.65144630750313
"ENSDARG00000110950"	7.48102113233524	7.52794027370602	7.18182752846053	7.09584192720559	7.29808728458536	7.59548594822195	7.85864870401078	7.67751044943021	7.7262440729548	7.92113750979626	7.76923657037333	6.51769816612897	7.66067746234794	7.02501847098914
"ENSDARG00000089856"	9.39823245041049	9.751535442551	9.66994300832843	9.26702838705588	9.74026357159511	9.76565312145114	10.1087757047585	9.78337395035732	9.77837749665676	10.1295791346644	9.7879902692893	8.66929594220005	9.72671390431137	9.44440203304848
"ENSDARG00000108953"	4.13293662289443	3.799522946768	4.26763274519953	4.20092411929506	2.94004703292826	3.70153846336734	3.799522946768	3.57658158342176	3.64540116370568	2.76838902836526	3.40045778710461	5.39468059841014	4.11673290364249	4.13293662289443
"ENSDARG00000098857"	7.08022720027498	6.64926201092148	6.74303089753873	7.03045370938417	6.65838352376456	7.17669331519563	7.0973848222326	7.31562949212373	7.48155218390962	7.24005983440414	7.69590662693607	6.68613064075034	7.3715854124742	6.89662229757419
"ENSDARG00000093043"	7.56927589044479	7.22256664328501	7.64527951106789	7.58665030101519	7.87094962890786	7.61215456916636	7.05296472277188	7.68277422485847	7.34982158717923	7.84620931079448	7.67236206224229	7.25023819437871	5.7162651906216	7.07584926804701
"ENSDARG00000100573"	6.90945782604136	7.3308732570255	7.27018930143041	6.89095327295182	6.96394180457165	7.12723403132691	7.24343431686166	7.329490019535	6.84293784595581	7.0391136961846	7.08163542811929	7.62827439168566	7.70005562985316	7.51013024774671
"ENSDARG00000062631"	3.37516107419481	4.01403489527362	4.11673290364249	3.55733439235081	4.38801618844759	3.70153846336734	4.36440091539377	3.35060687352518	4.07559170155083	3.94031097266973	4.36440091539377	2.46594489574145	2.96594489574145	2.94004703292826
