animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal36	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal36	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal37	Dose4A	0	     0.0	    60.0	65	     8.1	     0.0	212	    30.6	   546.6	187	    20.2	  1537.0	21	     1.1
Animal37	Dose4A	1	     0.0	    60.0	65	     8.1	     0.0	212	    30.6	   546.6	187	    20.2	  1537.0	0	     0.0
Animal38	Dose4A	0	     0.0	    60.0	68	    10.8	     0.0	182	    33.9	   621.7	149	    14.6	   986.6	15	     0.7
Animal38	Dose4A	1	     0.0	    60.0	68	    10.8	     0.0	182	    33.9	   621.7	149	    14.6	   986.6	0	     0.0
Animal39	Dose4A	0	     0.0	    60.0	83	    21.7	     0.0	150	    31.3	   499.3	85	     6.6	   347.9	7	     0.3
Animal39	Dose4A	1	     0.0	    60.0	83	    21.7	     0.0	150	    31.3	   499.3	85	     6.6	   347.9	0	     0.0
Animal40	Dose4B	0	     0.0	    60.0	53	     4.1	     0.0	178	    48.6	   862.0	141	     5.6	   177.1	5	     1.6
Animal40	Dose4B	1	     0.0	    60.0	53	     4.1	     0.0	178	    48.6	   862.0	141	     5.6	   177.1	0	     0.0
Animal41	Dose4B	0	     0.0	    60.0	73	    12.6	     0.0	160	    27.2	   419.6	130	    19.3	  1414.3	17	     0.8
Animal41	Dose4B	1	     0.0	    60.0	73	    12.6	     0.0	160	    27.2	   419.6	130	    19.3	  1414.3	0	     0.0
Animal42	Dose4B	0	     0.0	    60.0	90	    16.7	     0.0	230	    31.0	   546.5	204	    10.6	   279.2	4	     1.6
Animal42	Dose4B	1	     0.0	    60.0	90	    16.7	     0.0	230	    31.0	   546.5	204	    10.6	   279.2	0	     0.0
Animal43	Dose4C	0	     0.0	    60.0	163	     8.4	     0.0	57	     2.3	    47.4	15	     0.6	    26.5	230	    48.7
Animal43	Dose4C	1	     0.0	    60.0	163	     8.4	     0.0	57	     2.3	    47.4	15	     0.6	    26.5	0	     0.0
Animal44	Dose4C	0	     0.0	    60.0	97	    25.9	     0.0	112	    31.5	   466.3	18	     1.9	   158.5	6	     0.6
Animal44	Dose4C	1	     0.0	    60.0	97	    25.9	     0.0	112	    31.5	   466.3	18	     1.9	   158.5	0	     0.0
Animal45	Dose4C	0	     0.0	    60.0	159	    26.9	     0.0	175	    13.9	   226.0	65	     2.8	   133.0	231	    16.3
Animal45	Dose4C	1	     0.0	    60.0	159	    26.9	     0.0	175	    13.9	   226.0	65	     2.8	   133.0	0	     0.0
Animal46	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal46	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal47	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal47	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal48	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal48	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal49	Dose5A	0	     0.0	    60.0	59	     8.1	     0.0	235	    35.6	   742.0	223	    15.0	  1052.3	22	     1.3
Animal49	Dose5A	1	     0.0	    60.0	59	     8.1	     0.0	235	    35.6	   742.0	223	    15.0	  1052.3	0	     0.0
Animal50	Dose5A	0	     0.0	    60.0	69	    13.6	     0.0	177	    24.9	   451.6	168	    20.2	  1760.1	31	     1.2
Animal50	Dose5A	1	     0.0	    60.0	69	    13.6	     0.0	177	    24.9	   451.6	168	    20.2	  1760.1	0	     0.0
Animal51	Dose5A	0	     0.0	    60.0	76	    13.2	     0.0	183	    24.9	   411.3	145	    21.3	  1371.1	7	     0.5
Animal51	Dose5A	1	     0.0	    60.0	76	    13.2	     0.0	183	    24.9	   411.3	145	    21.3	  1371.1	0	     0.0
Animal52	Dose5B	0	     0.0	    60.0	89	    14.5	     0.0	168	    38.9	   645.7	95	     4.1	   117.5	4	     2.5
Animal52	Dose5B	1	     0.0	    60.0	89	    14.5	     0.0	168	    38.9	   645.7	95	     4.1	   117.5	0	     0.0
Animal53	Dose5B	0	     0.0	    60.0	68	    10.3	     0.0	195	    25.3	   448.5	186	    21.2	  1935.3	56	     3.1
Animal53	Dose5B	1	     0.0	    60.0	68	    10.3	     0.0	195	    25.3	   448.5	186	    21.2	  1935.3	0	     0.0
Animal54	Dose5B	0	     0.0	    60.0	15	    57.7	     0.0	1	     0.0	     0.0	0	     0.0	     0.0	17	     2.2
Animal54	Dose5B	1	     0.0	    60.0	15	    57.7	     0.0	1	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal55	Dose5C	0	     0.0	    60.0	74	    19.0	     0.0	165	    23.1	   369.7	140	    16.8	  1310.8	21	     1.0
Animal55	Dose5C	1	     0.0	    60.0	74	    19.0	     0.0	165	    23.1	   369.7	140	    16.8	  1310.8	0	     0.0
Animal56	Dose5C	0	     0.0	    60.0	79	    13.6	     0.0	155	    29.4	   458.9	117	    16.0	  1403.2	22	     0.9
Animal56	Dose5C	1	     0.0	    60.0	79	    13.6	     0.0	155	    29.4	   458.9	117	    16.0	  1403.2	0	     0.0
Animal57	Dose5C	0	     0.0	    60.0	94	    14.1	     0.0	174	    31.5	   495.2	110	    13.7	   938.1	12	     0.6
Animal57	Dose5C	1	     0.0	    60.0	94	    14.1	     0.0	174	    31.5	   495.2	110	    13.7	   938.1	0	     0.0
Animal58	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
Animal58	NA	1	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0
Animal59	NA	0	     0.0	    60.0	0	     0.0	     0.0	0	     0.0	     0.0	0	     0.0	     0.0	1	    60.0
