"plate_id" "embryo_id" "is_VC" "endpoint" "dose" "control_median" "endpoint_value_norm"
"67" "EE2" "4" 0 "b" "Dose1" 3.60341504541293 -10.6464651283553
"68" "EE2" "5" 0 "b" "Dose1" 3.60341504541293 -13.8411623681012
"69" "EE2" "6" 0 "b" "Dose1" 3.60341504541293 14.4035606396592
"70" "EE2" "7" 0 "b" "Dose1" 3.60341504541293 8.29217612625635
"71" "EE2" "8" 0 "b" "Dose1" 3.60341504541293 18.3027577269446
"72" "EE2" "9" 0 "b" "Dose1" 3.60341504541293 10.2679431358524
"73" "EE2" "1" 0 "b" "Dose2" 3.60341504541293 16.9449190402285
"74" "EE2" "2" 0 "b" "Dose2" 3.60341504541293 -2.27238081339625
"75" "EE2" "3" 0 "b" "Dose2" 3.60341504541293 -29.4360060226521
"76" "EE2" "4" 0 "b" "Dose2" 3.60341504541293 -13.2409534798515
"77" "EE2" "5" 0 "b" "Dose2" 3.60341504541293 -5.11971718387532
"78" "EE2" "6" 0 "b" "Dose2" 3.60341504541293 -0.710390863209964
"79" "EE2" "7" 0 "b" "Dose2" 3.60341504541293 -8.29446137590892
"80" "EE2" "8" 0 "b" "Dose2" 3.60341504541293 -3.07699392264911
"81" "EE2" "9" 0 "b" "Dose2" 3.60341504541293 -26.3238728898389
"82" "EE2" "1" 0 "b" "Dose3" 3.60341504541293 16.685874899376
"83" "EE2" "2" 0 "b" "Dose3" 3.60341504541293 -4.28568694418248
"84" "EE2" "3" 0 "b" "Dose3" 3.60341504541293 2.8682716780061
"85" "EE2" "4" 0 "b" "Dose3" 3.60341504541293 -44.9569705331963
"86" "EE2" "5" 0 "b" "Dose3" 3.60341504541293 -17.7611919482588
"87" "EE2" "6" 0 "b" "Dose3" 3.60341504541293 -12.9884283154796
"88" "EE2" "7" 0 "b" "Dose3" 3.60341504541293 -7.22811462933222
"89" "EE2" "8" 0 "b" "Dose3" 3.60341504541293 6.65662528957598
"90" "EE2" "9" 0 "b" "Dose3" 3.60341504541293 -12.5036159381035
"91" "EE2" "1" 0 "b" "Dose4" 3.60341504541293 -43.2772022576819
"92" "EE2" "2" 0 "b" "Dose4" 3.60341504541293 16.3384330206466
"93" "EE2" "3" 0 "b" "Dose4" 3.60341504541293 -3.09791173655913
"94" "EE2" "4" 0 "b" "Dose4" 3.60341504541293 6.45792705669703
"95" "EE2" "5" 0 "b" "Dose4" 3.60341504541293 -5.45712993527339
"96" "EE2" "6" 0 "b" "Dose4" 3.60341504541293 -16.8088384158514
"97" "EE2" "7" 0 "b" "Dose4" 3.60341504541293 8.72283933394136
"98" "EE2" "8" 0 "b" "Dose4" 3.60341504541293 -4.8338743222708
"99" "EE2" "9" 0 "b" "Dose4" 3.60341504541293 -16.5577315441124
"100" "EE2" "1" 0 "b" "Dose5" 3.60341504541293 -12.8368877285131
"101" "EE2" "2" 0 "b" "Dose5" 3.60341504541293 -2.74713084564939
"102" "EE2" "3" 0 "b" "Dose5" 3.60341504541293 21.627363083413
"103" "EE2" "4" 0 "b" "Dose5" 3.60341504541293 -9.79055658106596
"104" "EE2" "5" 0 "b" "Dose5" 3.60341504541293 -15.7375209606806
"105" "EE2" "6" 0 "b" "Dose5" 3.60341504541293 9.96483757856566
"106" "EE2" "7" 0 "b" "Dose5" 3.60341504541293 0.361083302185738
"107" "EE2" "8" 0 "b" "Dose5" 3.60341504541293 -8.19827353182392
"108" "EE2" "9" 0 "b" "Dose5" 3.60341504541293 -5.03759518043423
"109" "EE2" "1" 1 "c" "Control" 3.74615138123148 6.9824619740503
"110" "EE2" "2" 1 "c" "Control" 3.74615138123148 0
"111" "EE2" "3" 1 "c" "Control" 3.74615138123148 -5.59508696492328
"112" "EE2" "4" 1 "c" "Control" 3.74615138123148 -12.1240478046645
"113" "EE2" "5" 1 "c" "Control" 3.74615138123148 0.75886693335816
"114" "EE2" "6" 1 "c" "Control" 3.74615138123148 -6.8275358787302
"115" "EE2" "7" 1 "c" "Control" 3.74615138123148 -5.05515156734289
"116" "EE2" "8" 1 "c" "Control" 3.74615138123148 0.800958634166005
"117" "EE2" "9" 1 "c" "Control" 3.74615138123148 9.64328982088434
"118" "EE2" "1" 0 "c" "Dose1" 3.74615138123148 18.4288213535218
"119" "EE2" "2" 0 "c" "Dose1" 3.74615138123148 2.89673404307988
"120" "EE2" "3" 0 "c" "Dose1" 3.74615138123148 9.29179479553306
"121" "EE2" "4" 0 "c" "Dose1" 3.74615138123148 12.8536228211543
"122" "EE2" "5" 0 "c" "Dose1" 3.74615138123148 -2.71185670430656
"123" "EE2" "6" 0 "c" "Dose1" 3.74615138123148 16.1254604578136
"124" "EE2" "7" 0 "c" "Dose1" 3.74615138123148 8.66480283991411
"125" "EE2" "8" 0 "c" "Dose1" 3.74615138123148 11.0646966552964
"126" "EE2" "9" 0 "c" "Dose1" 3.74615138123148 9.90117980697351
"127" "EE2" "1" 0 "c" "Dose2" 3.74615138123148 0.0112965140941945
"128" "EE2" "2" 0 "c" "Dose2" 3.74615138123148 11.9526927866167
"129" "EE2" "3" 0 "c" "Dose2" 3.74615138123148 2.67275081301488
"130" "EE2" "4" 0 "c" "Dose2" 3.74615138123148 4.82076824250055
"131" "EE2" "5" 0 "c" "Dose2" 3.74615138123148 -4.23228422751349
"132" "EE2" "6" 0 "c" "Dose2" 3.74615138123148 1.03135614875445
"133" "EE2" "7" 0 "c" "Dose2" 3.74615138123148 -5.8760667161442
"134" "EE2" "8" 0 "c" "Dose2" 3.74615138123148 2.01052702598159
"135" "EE2" "9" 0 "c" "Dose2" 3.74615138123148 -2.50665697887378
"136" "EE2" "1" 0 "c" "Dose3" 3.74615138123148 4.27307961854155
"137" "EE2" "2" 0 "c" "Dose3" 3.74615138123148 9.61488752599244
"138" "EE2" "3" 0 "c" "Dose3" 3.74615138123148 1.2472903928634
"139" "EE2" "4" 0 "c" "Dose3" 3.74615138123148 -9.13397510386846
"140" "EE2" "5" 0 "c" "Dose3" 3.74615138123148 -9.05136027782376
"141" "EE2" "6" 0 "c" "Dose3" 3.74615138123148 -0.948800931199534
"142" "EE2" "7" 0 "c" "Dose3" 3.74615138123148 0.922031578754634
"143" "EE2" "8" 0 "c" "Dose3" 3.74615138123148 0.101951675534018
"144" "EE2" "9" 0 "c" "Dose3" 3.74615138123148 -5.47118101591293
"145" "EE2" "1" 0 "c" "Dose4" 3.74615138123148 2.97902128990968
"146" "EE2" "2" 0 "c" "Dose4" 3.74615138123148 -6.5847602393597
"147" "EE2" "3" 0 "c" "Dose4" 3.74615138123148 6.7723040553298
"148" "EE2" "4" 0 "c" "Dose4" 3.74615138123148 1.7467510185234
"149" "EE2" "5" 0 "c" "Dose4" 3.74615138123148 4.82948372996321
"150" "EE2" "6" 0 "c" "Dose4" 3.74615138123148 7.83291660979453
"151" "EE2" "7" 0 "c" "Dose4" 3.74615138123148 -62.7605595833324
"152" "EE2" "8" 0 "c" "Dose4" 3.74615138123148 -2.96013378293045
"153" "EE2" "9" 0 "c" "Dose4" 3.74615138123148 -14.6481143773476
"154" "EE2" "1" 0 "c" "Dose5" 3.74615138123148 -5.11121048185954
"155" "EE2" "2" 0 "c" "Dose5" 3.74615138123148 9.7402170280005
"156" "EE2" "3" 0 "c" "Dose5" 3.74615138123148 -3.55517345799283
"157" "EE2" "4" 0 "c" "Dose5" 3.74615138123148 10.4553041838633
"158" "EE2" "5" 0 "c" "Dose5" 3.74615138123148 6.25085132942149
"159" "EE2" "6" 0 "c" "Dose5" 3.74615138123148 -0.77355296011139
"160" "EE2" "7" 0 "c" "Dose5" 3.74615138123148 7.21933000972688
"161" "EE2" "8" 0 "c" "Dose5" 3.74615138123148 2.61446485383665
"162" "EE2" "9" 0 "c" "Dose5" 3.74615138123148 -0.568605244386378
"163" "EE2" "1" 1 "d" "Control" 3.47912883849996 9.42128014002717
"164" "EE2" "2" 1 "d" "Control" 3.47912883849996 -11.6053007284214
"165" "EE2" "3" 1 "d" "Control" 3.47912883849996 -8.56062801764192
"166" "EE2" "4" 1 "d" "Control" 3.47912883849996 -65.3054035799131
"167" "EE2" "5" 1 "d" "Control" 3.47912883849996 0.704651483967389
"168" "EE2" "6" 1 "d" "Control" 3.47912883849996 0
"169" "EE2" "7" 1 "d" "Control" 3.47912883849996 17.8400271314676
"170" "EE2" "8" 1 "d" "Control" 3.47912883849996 2.44099079254254
"171" "EE2" "9" 1 "d" "Control" 3.47912883849996 -1.28619380741752
"172" "EE2" "1" 0 "d" "Dose1" 3.47912883849996 44.9622805082604
"173" "EE2" "2" 0 "d" "Dose1" 3.47912883849996 4.87265276765028
"174" "EE2" "3" 0 "d" "Dose1" 3.47912883849996 -5.9536530200373
"175" "EE2" "4" 0 "d" "Dose1" 3.47912883849996 7.85046633784781
"176" "EE2" "5" 0 "d" "Dose1" 3.47912883849996 -25.4427477313233
"177" "EE2" "6" 0 "d" "Dose1" 3.47912883849996 24.9180294129899
"178" "EE2" "7" 0 "d" "Dose1" 3.47912883849996 17.0896836148305
"179" "EE2" "8" 0 "d" "Dose1" 3.47912883849996 23.8574942497946
"180" "EE2" "9" 0 "d" "Dose1" 3.47912883849996 2.26422473991499
"181" "EE2" "1" 0 "d" "Dose2" 3.47912883849996 17.6004792142354
"182" "EE2" "2" 0 "d" "Dose2" 3.47912883849996 3.11412996506428
"183" "EE2" "3" 0 "d" "Dose2" 3.47912883849996 24.4252939719185
"184" "EE2" "4" 0 "d" "Dose2" 3.47912883849996 8.85208635152579
"185" "EE2" "5" 0 "d" "Dose2" 3.47912883849996 5.09747662229447
"186" "EE2" "6" 0 "d" "Dose2" 3.47912883849996 18.5856113032397
"187" "EE2" "7" 0 "d" "Dose2" 3.47912883849996 -0.544483832940434
"188" "EE2" "8" 0 "d" "Dose2" 3.47912883849996 20.4026309389345
"189" "EE2" "9" 0 "d" "Dose2" 3.47912883849996 -43.0143535929246
"190" "EE2" "1" 0 "d" "Dose3" 3.47912883849996 22.2784372712387
"191" "EE2" "2" 0 "d" "Dose3" 3.47912883849996 14.5730557339693
"192" "EE2" "3" 0 "d" "Dose3" 3.47912883849996 19.8496361504499
"193" "EE2" "4" 0 "d" "Dose3" 3.47912883849996 39.2102481175417
"194" "EE2" "5" 0 "d" "Dose3" 3.47912883849996 3.45946995850501
"195" "EE2" "6" 0 "d" "Dose3" 3.47912883849996 28.92465350135
"196" "EE2" "7" 0 "d" "Dose3" 3.47912883849996 -15.8805961353729
"197" "EE2" "8" 0 "d" "Dose3" 3.47912883849996 8.97003983469649
"198" "EE2" "9" 0 "d" "Dose3" 3.47912883849996 -7.59139157409172
"199" "EE2" "1" 0 "d" "Dose4" 3.47912883849996 9.8150357774871
"200" "EE2" "2" 0 "d" "Dose4" 3.47912883849996 -69.0748323180394
"201" "EE2" "3" 0 "d" "Dose4" 3.47912883849996 15.1024337231324
"202" "EE2" "4" 0 "d" "Dose4" 3.47912883849996 -28.6463833175153
"203" "EE2" "5" 0 "d" "Dose4" 3.47912883849996 17.3552546263617
"204" "EE2" "6" 0 "d" "Dose4" 3.47912883849996 -6.61058366767189
"205" "EE2" "7" 0 "d" "Dose4" 3.47912883849996 6.35845783043663
"206" "EE2" "8" 0 "d" "Dose4" 3.47912883849996 -3.79759276313663
"207" "EE2" "9" 0 "d" "Dose4" 3.47912883849996 -15.0066726323346
"208" "EE2" "1" 0 "d" "Dose5" 3.47912883849996 4.88939404488504
"209" "EE2" "2" 0 "d" "Dose5" 3.47912883849996 14.3841172810249
"210" "EE2" "3" 0 "d" "Dose5" 3.47912883849996 -10.2980913472062
"211" "EE2" "4" 0 "d" "Dose5" 3.47912883849996 11.7765015233672
"212" "EE2" "5" 0 "d" "Dose5" 3.47912883849996 24.1084231370666
"213" "EE2" "6" 0 "d" "Dose5" 3.47912883849996 -25.0548844295037
"214" "EE2" "7" 0 "d" "Dose5" 3.47912883849996 15.8100636630656
"215" "EE2" "8" 0 "d" "Dose5" 3.47912883849996 -33.7647709229154
"216" "EE2" "9" 0 "d" "Dose5" 3.47912883849996 3.48075499143263
"217" "EE2" "1" 1 "e" "Control" 3.67529705271905 17.5459426589811
"218" "EE2" "2" 1 "e" "Control" 3.67529705271905 -7.36281024196748
"219" "EE2" "3" 1 "e" "Control" 3.67529705271905 0
"220" "EE2" "4" 1 "e" "Control" 3.67529705271905 7.19632306620572
"221" "EE2" "5" 1 "e" "Control" 3.67529705271905 -2.97618028963802
"222" "EE2" "6" 1 "e" "Control" 3.67529705271905 2.20543637007249
"223" "EE2" "7" 1 "e" "Control" 3.67529705271905 -6.83409503819141
"224" "EE2" "8" 1 "e" "Control" 3.67529705271905 -9.59136485051184
"225" "EE2" "9" 1 "e" "Control" 3.67529705271905 10.1792498618915
"226" "EE2" "1" 0 "e" "Dose1" 3.67529705271905 24.7560697062185
"227" "EE2" "2" 0 "e" "Dose1" 3.67529705271905 7.89442253831498
"228" "EE2" "3" 0 "e" "Dose1" 3.67529705271905 14.8441194179472
"229" "EE2" "4" 0 "e" "Dose1" 3.67529705271905 20.3032254825073
"230" "EE2" "5" 0 "e" "Dose1" 3.67529705271905 -2.40869025357062
"231" "EE2" "6" 0 "e" "Dose1" 3.67529705271905 15.8630577279196
"232" "EE2" "7" 0 "e" "Dose1" 3.67529705271905 10.9305977135058
"233" "EE2" "8" 0 "e" "Dose1" 3.67529705271905 13.9895370589491
"234" "EE2" "9" 0 "e" "Dose1" 3.67529705271905 12.9727791710751
"235" "EE2" "1" 0 "e" "Dose2" 3.67529705271905 -0.901313009595173
"236" "EE2" "2" 0 "e" "Dose2" 3.67529705271905 16.148896737046
"237" "EE2" "3" 0 "e" "Dose2" 3.67529705271905 11.884230304872
"238" "EE2" "4" 0 "e" "Dose2" 3.67529705271905 2.91194523923188
"239" "EE2" "5" 0 "e" "Dose2" 3.67529705271905 1.77524313405262
"240" "EE2" "6" 0 "e" "Dose2" 3.67529705271905 11.9306000524208
"241" "EE2" "7" 0 "e" "Dose2" 3.67529705271905 -4.92391199101712
"242" "EE2" "8" 0 "e" "Dose2" 3.67529705271905 7.20487125236389
"243" "EE2" "9" 0 "e" "Dose2" 3.67529705271905 9.79553351197189
"244" "EE2" "1" 0 "e" "Dose3" 3.67529705271905 7.92958870434339
"245" "EE2" "2" 0 "e" "Dose3" 3.67529705271905 15.4556478348956
"246" "EE2" "3" 0 "e" "Dose3" 3.67529705271905 9.94825999584048
"247" "EE2" "4" 0 "e" "Dose3" 3.67529705271905 4.55400481164259
"248" "EE2" "5" 0 "e" "Dose3" 3.67529705271905 -0.283897219982787
"249" "EE2" "6" 0 "e" "Dose3" 3.67529705271905 -1.32951733291371
"250" "EE2" "7" 0 "e" "Dose3" 3.67529705271905 5.17111753050932
"251" "EE2" "8" 0 "e" "Dose3" 3.67529705271905 10.4346328268729
"252" "EE2" "9" 0 "e" "Dose3" 3.67529705271905 -1.23929073287425
"253" "EE2" "1" 0 "e" "Dose4" 3.67529705271905 15.0618911762467
"254" "EE2" "2" 0 "e" "Dose4" 3.67529705271905 -2.04613843967478
"255" "EE2" "3" 0 "e" "Dose4" 3.67529705271905 12.3574481271585
"256" "EE2" "4" 0 "e" "Dose4" 3.67529705271905 9.85698097203644
"257" "EE2" "5" 0 "e" "Dose4" 3.67529705271905 10.8827903163764
"258" "EE2" "6" 0 "e" "Dose4" 3.67529705271905 7.47559813876792
"259" "EE2" "7" 0 "e" "Dose4" 3.67529705271905 17.8936094380442
"260" "EE2" "8" 0 "e" "Dose4" 3.67529705271905 -0.258976224641128
"261" "EE2" "9" 0 "e" "Dose4" 3.67529705271905 -4.5378017215512
"262" "EE2" "1" 0 "e" "Dose5" 3.67529705271905 9.51978073216373
"263" "EE2" "2" 0 "e" "Dose5" 3.67529705271905 18.5768162320433
"264" "EE2" "3" 0 "e" "Dose5" 3.67529705271905 6.03697001910293
"265" "EE2" "4" 0 "e" "Dose5" 3.67529705271905 13.917362781031
"266" "EE2" "5" 0 "e" "Dose5" 3.67529705271905 18.6700080217714
"267" "EE2" "6" 0 "e" "Dose5" 3.67529705271905 1.90053505891177
"268" "EE2" "7" 0 "e" "Dose5" 3.67529705271905 11.2411316890963
"269" "EE2" "8" 0 "e" "Dose5" 3.67529705271905 6.07088073230417
"270" "EE2" "9" 0 "e" "Dose5" 3.67529705271905 9.89716738018775
"271" "EE2" "1" 1 "f" "Control" 3.39235395378265 37.0425858513081
"272" "EE2" "2" 1 "f" "Control" 3.39235395378265 -3.30877891759043
"273" "EE2" "3" 1 "f" "Control" 3.39235395378265 -11.2265237299761
"274" "EE2" "4" 1 "f" "Control" 3.39235395378265 37.0444605657891
"275" "EE2" "5" 1 "f" "Control" 3.39235395378265 28.1932951142418
"276" "EE2" "6" 1 "f" "Control" 3.39235395378265 -16.7924491959955
"277" "EE2" "7" 1 "f" "Control" 3.39235395378265 -3.95734862113275
"278" "EE2" "8" 1 "f" "Control" 3.39235395378265 0
"279" "EE2" "9" 1 "f" "Control" 3.39235395378265 41.9187540418345
"280" "EE2" "1" 0 "f" "Dose1" 3.39235395378265 43.9119081784289
"281" "EE2" "2" 0 "f" "Dose1" 3.39235395378265 15.6330217700352
"282" "EE2" "3" 0 "f" "Dose1" 3.39235395378265 22.1641059320095
"283" "EE2" "4" 0 "f" "Dose1" 3.39235395378265 20.6841122563716
"284" "EE2" "5" 0 "f" "Dose1" 3.39235395378265 17.8883068846869
"285" "EE2" "6" 0 "f" "Dose1" 3.39235395378265 13.709565079962
"286" "EE2" "7" 0 "f" "Dose1" 3.39235395378265 27.5631034065754
"287" "EE2" "8" 0 "f" "Dose1" 3.39235395378265 21.7368484082586
"288" "EE2" "9" 0 "f" "Dose1" 3.39235395378265 18.4528487342325
"289" "EE2" "1" 0 "f" "Dose2" 3.39235395378265 16.0988901751071
"290" "EE2" "2" 0 "f" "Dose2" 3.39235395378265 5.7548504672432
"291" "EE2" "3" 0 "f" "Dose2" 3.39235395378265 31.4005323684204
"292" "EE2" "4" 0 "f" "Dose2" 3.39235395378265 -15.331738373195
"293" "EE2" "5" 0 "f" "Dose2" 3.39235395378265 19.7461654283833
"294" "EE2" "6" 0 "f" "Dose2" 3.39235395378265 22.1572394073034
"295" "EE2" "7" 0 "f" "Dose2" 3.39235395378265 -27.7726291895214
"296" "EE2" "8" 0 "f" "Dose2" 3.39235395378265 12.5376233206302
"297" "EE2" "9" 0 "f" "Dose2" 3.39235395378265 19.9389403677188
"298" "EE2" "1" 0 "f" "Dose3" 3.39235395378265 13.9073866785409
"299" "EE2" "2" 0 "f" "Dose3" 3.39235395378265 27.5938756665568
"300" "EE2" "3" 0 "f" "Dose3" 3.39235395378265 21.959759085139
"301" "EE2" "4" 0 "f" "Dose3" 3.39235395378265 18.1920450782969
"302" "EE2" "5" 0 "f" "Dose3" 3.39235395378265 15.9717762407782
"303" "EE2" "6" 0 "f" "Dose3" 3.39235395378265 22.7979936103987
"304" "EE2" "7" 0 "f" "Dose3" 3.39235395378265 -23.675984593957
"305" "EE2" "8" 0 "f" "Dose3" 3.39235395378265 21.364562341122
"306" "EE2" "9" 0 "f" "Dose3" 3.39235395378265 5.08229487610223
"307" "EE2" "1" 0 "f" "Dose4" 3.39235395378265 33.5565316464558
"308" "EE2" "2" 0 "f" "Dose4" 3.39235395378265 12.1149973085471
"309" "EE2" "3" 0 "f" "Dose4" 3.39235395378265 27.7627344526036
"310" "EE2" "4" 0 "f" "Dose4" 3.39235395378265 -27.5613418329709
"311" "EE2" "5" 0 "f" "Dose4" 3.39235395378265 -11.4916657861187
"312" "EE2" "6" 0 "f" "Dose4" 3.39235395378265 37.0894294527569
"313" "EE2" "7" 0 "f" "Dose4" 3.39235395378265 45.9042001666688
"314" "EE2" "8" 0 "f" "Dose4" 3.39235395378265 -9.87373061628034
"315" "EE2" "9" 0 "f" "Dose4" 3.39235395378265 -26.9123177084142
"316" "EE2" "1" 0 "f" "Dose5" 3.39235395378265 14.340207064288
"317" "EE2" "2" 0 "f" "Dose5" 3.39235395378265 22.9523075209367
"318" "EE2" "3" 0 "f" "Dose5" 3.39235395378265 40.263571643551
"319" "EE2" "4" 0 "f" "Dose5" 3.39235395378265 41.6201346348311
"320" "EE2" "5" 0 "f" "Dose5" 3.39235395378265 23.5390720940123
"321" "EE2" "6" 0 "f" "Dose5" 3.39235395378265 -18.3831980851219
"322" "EE2" "7" 0 "f" "Dose5" 3.39235395378265 -6.89368324322333
"323" "EE2" "8" 0 "f" "Dose5" 3.39235395378265 33.6271684538124
"324" "EE2" "9" 0 "f" "Dose5" 3.39235395378265 17.2844297933013
