"plate_id" "embryo_id" "is_VC" "endpoint" "endpoint_value"
"1" "EE2" "Dose1_1" FALSE "ld_pearson" 0.0865061043143261
"2" "EE2" "Dose1_2" FALSE "ld_pearson" 0.584290080828967
"3" "EE2" "Dose1_3" FALSE "ld_pearson" 0.654921236140585
"4" "EE2" "Dose1_4" FALSE "ld_pearson" 0.609929295729038
"5" "EE2" "Dose1_5" FALSE "ld_pearson" 0.586468603247203
"6" "EE2" "Dose1_6" FALSE "ld_pearson" 0.572151179529085
"7" "EE2" "Dose1_7" FALSE "ld_pearson" 0.562249427181731
"8" "EE2" "Dose1_8" FALSE "ld_pearson" 0.450072920385094
"9" "EE2" "Dose1_9" FALSE "ld_pearson" 0.67603756181149
"10" "EE2" "Dose2_1" FALSE "ld_pearson" 0.443867583098965
"11" "EE2" "Dose2_2" FALSE "ld_pearson" 0.653885272546537
"12" "EE2" "Dose2_3" FALSE "ld_pearson" 0.416619030751594
"13" "EE2" "Dose2_4" FALSE "ld_pearson" 0.54357166982538
"14" "EE2" "Dose2_5" FALSE "ld_pearson" 0.626982014870736
"15" "EE2" "Dose2_6" FALSE "ld_pearson" 0.51810503848185
"16" "EE2" "Dose2_7" FALSE "ld_pearson" 0.561755060977973
"17" "EE2" "Dose2_8" FALSE "ld_pearson" 0.429899130288606
"18" "EE2" "Dose2_9" FALSE "ld_pearson" 0.685128257381482
"19" "EE2" "Dose3_1" FALSE "ld_pearson" 0.459157659505959
"20" "EE2" "Dose3_2" FALSE "ld_pearson" 0.630411420113127
"21" "EE2" "Dose3_3" FALSE "ld_pearson" 0.497924035372053
"22" "EE2" "Dose3_4" FALSE "ld_pearson" 0.104400839577029
"23" "EE2" "Dose3_5" FALSE "ld_pearson" 0.476657827446125
"24" "EE2" "Dose3_6" FALSE "ld_pearson" 0.26924295583363
"25" "EE2" "Dose3_7" FALSE "ld_pearson" 0.678948284738875
"26" "EE2" "Dose3_8" FALSE "ld_pearson" 0.226815641724808
"27" "EE2" "Dose3_9" FALSE "ld_pearson" 0.576080986883967
"28" "EE2" "Dose4_1" FALSE "ld_pearson" 0.41112998426254
"29" "EE2" "Dose4_2" FALSE "ld_pearson" 0.500294177417093
"30" "EE2" "Dose4_3" FALSE "ld_pearson" 0.547913622192395
"31" "EE2" "Dose4_4" FALSE "ld_pearson" 0.650570378668328
"32" "EE2" "Dose4_5" FALSE "ld_pearson" 0.56380455227654
"33" "EE2" "Dose4_6" FALSE "ld_pearson" 0.645081844349735
"34" "EE2" "Dose4_7" FALSE "ld_pearson" 0.0558027822219862
"35" "EE2" "Dose4_8" FALSE "ld_pearson" 0.590655575178785
"36" "EE2" "Dose4_9" FALSE "ld_pearson" 0.55673869040001
"37" "EE2" "Dose5_1" FALSE "ld_pearson" 0.38887224982148
"38" "EE2" "Dose5_2" FALSE "ld_pearson" 0.612317468108478
"39" "EE2" "Dose5_3" FALSE "ld_pearson" 0.286944002580911
"40" "EE2" "Dose5_4" FALSE "ld_pearson" 0.610903998956847
"41" "EE2" "Dose5_5" FALSE "ld_pearson" 0.395208522136743
"42" "EE2" "Dose5_6" FALSE "ld_pearson" 0.581088790214555
"43" "EE2" "Dose5_7" FALSE "ld_pearson" 0.539781411513252
"44" "EE2" "Dose5_8" FALSE "ld_pearson" 0.661659196029976
"45" "EE2" "Dose5_9" FALSE "ld_pearson" 0.631832981109047
"46" "EE2" "Control_1" TRUE "ld_pearson" 0.330231589173712
"47" "EE2" "Control_2" TRUE "ld_pearson" 0.555532570642797
"48" "EE2" "Control_3" TRUE "ld_pearson" 0.58125167079307
"49" "EE2" "Control_4" TRUE "ld_pearson" 0.373365097983415
"50" "EE2" "Control_5" TRUE "ld_pearson" 0.590957719636141
"51" "EE2" "Control_6" TRUE "ld_pearson" 0.300722173293869
"52" "EE2" "Control_7" TRUE "ld_pearson" 0.365231664311148
"53" "EE2" "Control_8" TRUE "ld_pearson" 0.578659070962805
"54" "EE2" "Control_9" TRUE "ld_pearson" 0.579839601389043
