	dose_0.003.dose_0.0003	dose_0.03.dose_0.0003	dose_0.3.dose_0.0003	dose_3.dose_0.0003	AveExpr	F	P.Value	adj.P.Val
ENSDARG00000040427	-0.102417686666668	-0.116528149333332	0.212185715666667	-1.236525627	4.45642567028571	18.0083710748975	5.21922843847766e-05	0.547520260426828
ENSDARG00000102542	0.431127120499999	-0.205992874666666	0.302473942666666	-1.24961616166667	3.66351070342857	17.3989931186468	6.20117220669841e-05	0.547520260426828
ENSDARG00000091119	0.0276186368333304	0.145307490666666	0.288090117666666	0.735617781333333	7.213324418	15.7401737182376	0.000101822476552493	0.547520260426828
ENSDARG00000104651	0.0589723774999986	0.111261266333333	-1.02141212	0.341999605666667	3.66997473635714	14.9088624591692	0.000132686748102091	0.547520260426828
ENSDARG00000087017	-0.246191580666668	0.956788425333333	0.341352101333333	0.609587355999999	5.40224371085714	14.3713592320894	0.000158472087961944	0.547520260426828
ENSDARG00000100703	0.756271727999999	0.736908566666667	1.157255498	1.162483416	3.855344952	13.3798036002578	0.000223085389428186	0.547520260426828
ENSDARG00000016730	0.839810674666665	0.940409267000001	0.538990733666666	1.03007049333333	4.93046945114286	13.3072155963376	0.000228918673331623	0.547520260426828
ENSDARG00000067848	-0.0355453983333316	0.11781904666667	0.337084373333337	0.599946410000005	11.6530674585714	13.0953781826723	0.00024698622559326	0.547520260426828
ENSDARG00000087016	0.0597417488333329	-1.01972812666667	-0.235053051333333	-0.175248857666666	4.31324315357143	12.9079094617622	0.000264374178706584	0.547520260426828
ENSDARG00000086494	0.635905935833332	1.07204491466667	0.308513843	0.849664784333334	4.4920896235	12.7525156100821	0.000279875407875494	0.547520260426828
ENSDARG00000079267	-0.604097915833333	-0.0255536073333316	-1.29586683733333	0.280628567666668	4.03752531528571	11.9026160475197	0.000386005241345029	0.607854994869539
ENSDARG00000101514	0.460161236666665	0.314619826333335	0.500250549333333	1.090919183	4.62599461471429	11.8406400952093	0.000395431581059768	0.607854994869539
ENSDARG00000104718	0.534481168999999	0.618274784333334	0.416211884000001	1.123606919	4.93672757057143	11.7862124803622	0.000403931653289577	0.607854994869539
ENSDARG00000042492	0.100123941166664	-0.416865515000002	-0.604448673333335	-1.110283014	6.19931195942857	11.0415889944469	0.000544555957708889	0.702082124736354
ENSDARG00000096736	-1.59187354883333	-0.546526770999999	0.316112865666667	0.390372636666666	4.17606601335714	11.0266545008995	0.000547912348815629	0.702082124736354
ENSDARG00000096575	0.375189279833333	0.404866732666668	0.0605362120000006	1.11005131466667	4.1180270555	10.8426778499953	0.00059130130234198	0.702082124736354
ENSDARG00000041034	-0.889044764000001	-0.151946746666667	-0.214243154666666	0.402778293333333	4.03173531185714	10.7677897417463	0.00061010050199448	0.702082124736354
ENSDARG00000041199	-0.103669697666668	-0.0360800936666665	0.312473976333334	0.495223137000002	7.47124933607143	10.5866862641763	0.00065851452014547	0.715695530978101
ENSDARG00000044754	0.262654873666666	-0.421296831333333	0.0659260583333334	0.846965253666668	4.12623481657143	10.4048778534128	0.000711678110142879	0.732766256248692
ENSDARG00000103618	0.761328616666666	0.0438777653333347	0.341766096000002	0.446723391666668	3.66154103164286	9.9567038636171	0.000865548744929991	0.823746227900399
ENSDARG00000044436	0.0264300544999978	-0.288755990666667	-0.526071243666665	-0.419167446666666	6.96703791342857	9.83717793075672	0.000912920853600786	0.823746227900399
ENSDARG00000076379	0.019504900833331	0.254168882333333	0.493945307	0.565187170000001	6.27944926292857	9.71804453690028	0.000963168708335909	0.823746227900399
ENSDARG00000035883	-0.0146395275000035	-0.0136994183333332	0.258995669999999	0.577675673666668	8.75152872678571	9.7059009370517	0.000968469214420548	0.823746227900399
ENSDARG00000005154	-0.180153094666669	-0.382932325999998	-0.395107806333332	-0.663050223666666	6.441931471	9.47899337906958	0.00107404307993719	0.875479365533802
ENSDARG00000101188	-0.0138069293333336	-0.399077874666666	-0.515070838999999	-0.675459002333333	7.04231772	9.24693777319436	0.00119613790253658	0.907467294015912
ENSDARG00000095185	0.468381635666666	0.0882406006666683	0.341814186000001	0.742491163333334	6.12070626	9.16360928984122	0.00124387260212844	0.907467294015912
ENSDARG00000045139	0.347478571333331	0.456204892333333	0.746412551333334	0.811964104	5.8414202755	9.14903624291688	0.00125244680971373	0.907467294015912
ENSDARG00000074488	-0.138559681833335	-0.177168960666665	-0.311933549333332	-0.731652892333332	6.93433308671429	8.99547200318955	0.00134711013405997	0.921467411870113
ENSDARG00000011326	-0.550363024666668	0.438903716	0.00565136166666669	0.692730803666668	4.50173826485714	8.91214639401339	0.00140195166578807	0.921467411870113
ENSDARG00000105208	-0.157195430166669	0.340057636333332	0.492494151999998	-0.219898300333336	6.49017141292857	8.85759850059936	0.00143926106258022	0.921467411870113
ENSDARG00000056762	1.54997948583333	0.682321988666667	1.23534480766667	1.15546314233333	3.8892208085	8.80954068966683	0.00147309189151425	0.921467411870113
