	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000040948	6.205843733	6.093939547	6.029060168	6.344016183	5.945929084	5.858465981	6.486395604	6.638895659	6.030735809	6.230657609	6.477191078	6.101355659	6.375921059	5.779504387
ENSDARG00000040959	7.090007307	6.969005864	7.081635428	7.166035405	7.163499093	7.095841927	7.33210452	7.358269499	7.059091939	7.290818999	7.510965012	7.658507336	7.193470508	7.166035405
ENSDARG00000040965	6.360513586	6.317535334	5.925463793	5.957645051	6.429433725	6.501998922	6.459853941	6.800485392	6.422409779	6.431305667	6.585899421	6.666200092	6.253516122	6.528528978
ENSDARG00000040971	10.9487553	10.86960602	10.63670549	10.89052572	10.85835953	11.14638162	10.65037338	11.02973512	10.95089887	10.77108384	10.77880325	11.23728462	10.97099742	10.73965619
ENSDARG00000040982	7.272095209	7.906723874	7.441434085	7.659421227	7.60099923	6.874607581	7.285174563	7.419417515	6.744077096	6.968658894	7.083923248	6.253516122	7.653701485	7.356459544
ENSDARG00000040984	7.304059315	7.221965769	7.718605953	7.354062543	7.380431429	7.328225305	7.252652412	7.602194172	7.384579976	7.270189301	7.488193268	7.555227175	7.150481765	7.120707043
ENSDARG00000040985	9.34137033	9.167891553	9.563274504	9.241963068	9.375552504	9.550618473	9.212656256	9.366633272	9.267028387	9.462519573	9.323155085	9.869259247	9.225167428	9.637811968
ENSDARG00000040990	8.660047589	8.943279421	9.159832727	8.898814966	9.083099792	8.609445232	9.017439523	9.166110634	8.835346711	8.980189276	9.115413752	8.620688719	9.157655457	9.179845214
ENSDARG00000040991	10.44601749	10.53111192	10.37848138	10.46435699	10.35024299	9.969577813	10.28536589	10.22135009	10.27886105	10.24863561	10.2870319	9.738371305	10.47231455	10.17207969
ENSDARG00000041006	6.589123173	6.587971768	7.024163282	6.830942394	6.963941805	7.030453709	6.884397345	6.963941805	7.046002872	7.124056673	6.933395017	6.907217054	6.548283884	6.769178921
ENSDARG00000041011	7.410135867	7.059746225	7.095187642	6.741468214	7.430716329	7.506841563	7.192007314	7.221965769	7.604686954	7.384891305	7.164733501	7.555227175	7.464169359	7.253019138
ENSDARG00000041019	3.386140664	4.19589631	4.436983984	2.768389028	4.765090401	4.303842827	3.986595025	4.703016281	5.122139953	4.275601289	4.775675465	4.917501842	3.914816436	4.515144516
ENSDARG00000041022	10.89247829	11.04298884	10.68658726	10.8539107	10.80504762	10.77144766	10.90142252	10.73902869	10.8027011	10.8117298	10.82216928	10.5884513	10.87338616	10.58131986
ENSDARG00000041030	4.349701597	3.360428554	4.50667465	4.19589631	4.008144741	4.830590463	4.555772966	4.087410655	4.213605418	3.676393628	3.914816436	4.642931212	4.048933321	4.768362093
ENSDARG00000041033	4.132936623	4.658411127	4.703016281	4.436983984	4.50667465	4.631219244	4.703016281	5.056494659	5.079715508	4.826701336	3.914816436	5.215642008	3.986595025	4.872703508
ENSDARG00000041034	3.821566907	4.343811443	4.287325661	3.173106272	3.350606874	4.200924119	3.986595025	3.809344627	3.986595025	4.014034895	3.809344627	4.710551505	4.727103668	4.223383718
ENSDARG00000041040	7.202469015	6.98252547	7.081635428	7.107265901	7.290818999	7.149342807	6.84987136	7.038611011	7.012210979	6.800485392	7.212916123	7.338436906	7.291744036	6.996685315
ENSDARG00000041041	5.376788657	4.823530327	5.181725703	5.215642008	4.546593342	5.220472043	5.036067741	4.812453762	4.812453762	5.298830765	4.887997753	5.394680598	5.031734083	5.552438358
ENSDARG00000041051	9.687939314	9.792212598	10.13971804	9.77578858	10.13411787	10.04099334	9.765875717	10.1179837	9.628739483	10.10219894	10.00796682	10.29505814	9.248768061	10.03090174
ENSDARG00000041060	7.673079327	7.337242304	7.561488369	7.118364015	7.981553986	8.105425263	7.649617385	7.595485948	7.795864472	7.621258187	7.630516538	7.976639762	7.331488888	7.525851824
ENSDARG00000041062	10.9358357	10.83277493	11.02500352	11.00245687	10.92976911	10.62317627	11.06977171	10.99588926	10.75764515	10.92166219	10.94839378	10.65743397	11.08764217	11.03733918
ENSDARG00000041065	8.490983031	8.193082335	8.592635039	8.54425393	8.937251411	8.539642408	8.526066512	8.589286733	8.54425393	8.602311938	8.462600369	8.814361282	8.761191221	8.870717373
ENSDARG00000041068	11.67788727	11.42247552	11.65065026	11.4652594	11.55758626	11.79686767	11.62481109	11.61223168	11.73123426	11.58713138	11.50926304	12.04792095	11.44558912	11.61973687
ENSDARG00000041071	7.986245059	7.337242304	7.500759675	7.77431233	7.672362062	7.719832256	7.622326553	7.683208119	7.650369307	7.912259149	7.851902669	7.87982103	8.13702106	7.770302142
ENSDARG00000041072	8.094007466	8.080184536	8.353053437	8.164025457	8.179914906	8.449813822	8.213990779	8.272425209	8.286097387	8.147813066	8.321529718	8.394647714	8.324369629	8.162820683
ENSDARG00000041073	5.150687607	4.19589631	4.907273471	5.409883047	5.564376539	4.967945729	5.665383913	5.616726333	4.987724419	4.647137904	5.071247014	5.351424698	6.102635795	5.409883047
ENSDARG00000041078	10.84703796	10.86387867	10.71442833	10.80256434	10.73965619	10.73637464	10.71988381	10.75721825	10.83301699	10.68972505	10.84892485	10.59357482	10.64877303	10.61860309
ENSDARG00000041080	5.344108908	5.555032624	4.961375849	5.127293509	4.592850866	5.858465981	5.215642008	4.522730187	5.320737027	4.647137904	4.433367836	4.710551505	5.079715508	5.025184095
ENSDARG00000041081	10.51985761	10.49974088	10.46753431	10.49639554	10.46986987	10.37665184	10.38552238	10.45138623	10.36499271	10.40645777	10.41863149	10.24284667	10.51819111	10.37018664
ENSDARG00000041083	9.578585759	9.369191674	9.221085299	9.015113557	9.112936097	9.923867644	9.520499826	9.18728722	9.838035828	9.443945268	9.440415857	9.520355087	8.521875903	8.968049184
ENSDARG00000041085	7.202469015	7.231412497	7.095187642	7.009525022	7.309402984	7.626108675	7.33210452	7.016360854	7.617693775	7.270189301	7.305266147	7.87982103	7.063426791	7.039113696
ENSDARG00000041086	5.518949456	6.051211617	5.582945594	5.932375211	6.030735809	5.48688552	5.896290185	5.409883047	5.449897071	5.681638473	5.443733882	4.642931212	6.413737057	5.4845697
ENSDARG00000041098	5.433652338	5.983539278	5.827553567	5.792432916	5.585693747	6.326178754	5.687690528	6.159632425	5.547675832	5.681638473	5.443733882	5.967245454	4.675125975	6.045676483
ENSDARG00000041107	7.001384826	7.129526586	6.944900141	7.314619696	6.545180312	6.812535667	6.580628419	7.148338715	6.744077096	7.222566643	6.773091906	6.740659977	6.718364531	6.946820431
ENSDARG00000041108	10.38098416	10.23468002	10.3087923	10.09093909	10.29092458	10.68694716	10.21532379	10.28653741	10.5809466	10.28975703	10.2607912	10.66012533	9.679101755	10.29021176
ENSDARG00000041110	8.50554733	8.509233498	8.497476917	8.412588077	8.44045032	8.178557423	8.476330254	8.542914301	8.268828863	8.47242186	8.621434536	8.449813822	8.389487181	8.394220556
ENSDARG00000041113	8.311984323	8.117548923	8.361696064	8.603448986	8.336371357	8.188998831	8.383342119	8.522321378	8.484613644	8.462962582	8.343300483	8.553465246	8.706944662	8.467746706
ENSDARG00000041115	6.477191078	5.910798668	6.664312369	6.401457739	6.466613421	7.095841927	6.15886908	7.075849268	6.858652065	6.843315319	6.638895659	6.965436203	6.049881926	6.598657555
ENSDARG00000041117	7.362127208	6.943463624	7.275010448	7.127234031	7.105807507	7.339074987	7.059091939	7.544515473	7.168021242	7.278832186	7.164733501	7.67633332	7.090007307	7.231412497
ENSDARG00000041119	9.93724855	9.867392106	9.801102609	9.169366343	9.877296706	10.84809261	9.662128923	9.809002804	10.34486348	9.882964388	9.926568153	10.52200155	8.839663926	9.838893131
ENSDARG00000041133	8.582254306	8.76920028	8.805492566	8.753926219	8.91818045	8.876755328	8.414685869	8.727681583	8.696042065	8.555120728	8.670636772	9.065882742	8.54425393	9.015240622
ENSDARG00000041137	8.530846351	8.024409146	7.800968027	8.04813682	8.064494735	8.771603293	8.036422165	7.852924567	8.634727037	8.051473242	7.908399139	8.700344233	7.620997301	8.094610741
ENSDARG00000041140	10.01296372	9.389437348	8.74402787	9.461967386	8.772702767	10.51125915	9.578820322	9.072567318	10.38997543	9.692596269	8.894836478	10.32275951	9.500210905	8.937656855
ENSDARG00000041141	6.712578766	7.43716837	6.757615491	6.798379167	6.728054524	6.212540651	7.550580466	6.178343976	7.0802272	6.897736359	7.037122197	6.178343976	6.582628883	6.351951907
ENSDARG00000041145	5.713139867	5.555032624	5.449897071	5.732459521	5.757125031	6.501998922	5.978280442	5.978280442	6.051211617	6.09667593	5.732459521	5.967245454	6.15886908	5.518949456
ENSDARG00000041150	11.01431926	11.05710572	10.915538	11.27277861	11.05933338	10.2465368	11.17813292	10.96344746	10.61227642	10.89765195	10.97692558	10.28485724	11.27089599	10.89638786
ENSDARG00000041155	10.1435506	10.02810047	10.21532379	10.06609396	10.08095328	10.24987765	10.2323535	10.19486782	10.12735895	10.1816476	10.12029065	10.29505814	10.36663338	10.22121309
ENSDARG00000041165	4.075591702	4.267632745	4.200924119	4.364400915	4.19589631	4.379423743	4.749139295	3.809344627	4.293976332	4.275601289	3.306938223	4.161320544	3.914816436	3.933201282
ENSDARG00000041170	8.073016556	8.206395763	8.276126482	7.982417692	8.39451874	8.064130213	8.199075388	8.304369935	8.240863351	8.230930793	8.26555712	8.394647714	8.371365414	8.349562711
ENSDARG00000041173	4.546593342	4.19589631	5.220472043	4.631219244	4.592850866	5.021690552	4.50667465	4.917501842	5.031734083	5.115981789	4.775675465	4.917501842	5.615153025	4.872703508
ENSDARG00000041179	7.690980478	8.086069271	7.620997301	7.677728314	7.265547711	7.119082133	8.594471228	7.105807507	7.510130248	7.641096843	8.238124449	7.464169359	7.47836084	7.482572783
ENSDARG00000041199	7.341531204	7.201189647	7.419417515	7.097384822	7.33670136	7.2115849	7.339074987	7.303238198	7.674854689	7.610188081	7.614517525	7.900172712	7.796448524	7.751186541
ENSDARG00000041205	7.384268647	6.994691092	6.967180432	6.98252547	6.984355319	7.164107058	7.221965769	6.800485392	7.240915023	7.020284432	7.136702848	6.979508778	7.588439016	7.261553813
ENSDARG00000041215	8.417978924	8.148480612	8.245703112	8.158722362	8.383342119	8.703977504	8.250733594	8.418926489	8.639244518	8.304369935	8.449813822	8.708508659	8.261315431	8.321665132
ENSDARG00000041217	9.685485484	9.576737094	9.476509099	9.578384322	9.693980104	9.628739483	9.572370025	9.543129822	9.736769755	9.692596269	9.45571362	9.645022542	9.691446178	9.523110405
ENSDARG00000041223	7.35773968	7.420519849	7.401979471	7.53573707	7.413469897	7.339074987	7.708228568	7.617408318	7.658785099	7.715354134	7.77405406	7.871414865	7.733360958	7.680163832
ENSDARG00000041226	9.58658834	9.448217081	9.490560603	9.358887218	9.535321066	9.815489986	9.35164145	9.571248297	9.667587076	9.536908196	9.409751185	9.694364707	9.454832149	9.501845225
ENSDARG00000041232	13.67447413	13.50480676	13.68772929	13.63838312	13.66980502	13.81508467	13.49567745	13.72352395	13.79186081	13.66980502	13.66980502	13.82976105	13.79186081	13.72352395
ENSDARG00000041237	7.362127208	6.730052552	7.28632053	7.344740262	7.309402984	7.221965769	7.315629492	7.406807167	7.330873257	7.404435502	7.510965012	7.484773415	7.406501381	7.195035258
ENSDARG00000041239	6.205843733	7.162721357	6.871158935	6.741468214	6.466613421	6.452754347	6.821453025	6.606934796	6.355295898	7.020284432	6.556082429	6.433086642	6.400792894	6.168124892
ENSDARG00000041243	9.73773673	9.803339776	9.669832803	9.87957612	9.631740406	9.495175254	9.711115533	9.773323536	9.676840975	9.816508686	9.748390387	9.541192689	9.874434739	9.611214854
ENSDARG00000041252	7.212916123	7.201189647	7.612154569	7.456632383	7.19276226	6.933395017	7.077856339	7.221965769	7.481021132	7.14685165	7.148338715	7.628274392	7.167303123	7.445330364
ENSDARG00000041257	7.041745074	7.0135219	7.419417515	7.166035405	7.277984036	7.352135707	7.665813892	7.200440192	7.092355678	7.156759297	7.370909675	7.895553229	7.443573233	7.33670136
ENSDARG00000041294	5.890471334	5.555032624	6.234286689	5.674031538	6.606934796	8.105425263	6.269473926	6.713843195	7.634542633	5.445774535	6.200203362	6.858652065	6.301788676	7.672865973
ENSDARG00000041295	8.50554733	8.898448844	8.353053437	8.377436013	8.652058075	7.613906907	8.988697688	8.019942734	8.388622381	8.537736855	8.5578375	8.079412765	8.486136015	8.104952269
ENSDARG00000041299	7.221965769	6.82095996	7.187438144	7.136702848	6.998218432	6.717516381	6.814411208	6.564641727	6.744077096	6.968658894	6.81529576	6.320144325	7.117562068	7.025018471
ENSDARG00000041300	6.092643308	5.15418115	5.766745507	6.029060168	5.884880138	5.534439511	5.705991798	6.473800524	5.646116295	5.999669648	6.219471973	6.101355659	5.957645051	6.145140534
ENSDARG00000041304	9.128604141	9.318079061	9.140487634	9.023856141	9.033084163	9.24996004	9.242352591	9.051778119	9.195158818	9.255340317	9.046008952	9.039277555	9.169366343	9.033879393
ENSDARG00000041306	9.451195563	9.329030574	9.578585759	9.570797055	9.492505019	9.388906267	9.386716749	9.603350567	9.447558	9.493782611	9.518480131	9.673050457	9.53076664	9.734091077
ENSDARG00000041314	11.0783407	10.96574187	11.22073365	11.06376241	11.15874452	11.14011592	11.07764522	11.21757055	11.20874977	11.20990962	11.20167085	11.35931598	11.20874977	11.23608715
ENSDARG00000041317	10.09210309	9.992023435	9.906981032	9.93603583	9.952223566	10.36389987	9.978535565	10.00362636	10.35729497	10.12207032	9.961157689	10.41102561	9.890598341	9.802576974
ENSDARG00000041323	9.21330557	9.309324989	9.209883024	9.492215697	9.386716749	9.135785994	9.354939335	9.532328313	9.33872263	9.114619309	9.271263845	9.179404174	9.639636317	9.255340317
ENSDARG00000041332	9.457465802	9.502883621	9.638784098	9.44250936	9.520791464	9.467195852	9.637811968	9.513130656	9.230397561	9.39951985	9.561382945	9.555027529	9.759605612	9.641620448
ENSDARG00000041339	10.94312076	10.90120266	10.67854773	10.66462233	10.87296359	11.73242292	10.85311029	11.10423388	11.53704457	11.00408931	10.55118457	11.68915684	10.31364024	10.84216813
ENSDARG00000041340	9.708913796	9.596339687	9.58658834	9.715401226	9.757542083	9.810310051	9.637811968	9.717138056	9.721109724	9.631939654	9.663960912	9.91982658	9.770512231	9.776387624
ENSDARG00000041350	6.614608212	6.601678788	6.142393351	6.843692792	6.509459899	6.682238827	6.474425074	6.887500373	6.679467377	6.633779602	7.028253851	6.95079055	6.901141978	6.580628419
ENSDARG00000041358	6.433986644	6.514439141	6.646457094	6.717516381	6.205843733	6.280848884	6.679467377	6.473800524	6.280848884	6.121696443	6.439166922	5.310554909	6.98252547	6.44827194
ENSDARG00000041361	7.341531204	6.832106809	7.572608891	7.562824282	7.594641382	6.890953273	7.382035823	7.200440192	7.298087285	7.841852232	7.677728314	7.240487429	8.04099684	8.033364872
ENSDARG00000041362	9.480546682	9.338008566	9.363045221	9.461967386	9.368972443	9.424361552	9.450109686	9.639269435	9.468333148	9.404822408	9.500784721	9.611392159	9.419105329	9.363481966
ENSDARG00000041363	9.683503297	9.528567281	9.602817807	9.839760892	9.75365587	9.738571017	9.787990269	9.861673116	9.811988382	9.709430126	9.799756517	9.934002177	9.872757969	9.811561531
ENSDARG00000041372	8.061534318	7.87490598	7.972920474	7.956765727	7.995917534	8.171478516	8.044979681	8.32206648	8.460979492	8.110482865	7.993021819	8.366120179	7.901428643	8.104952269
ENSDARG00000041376	6.030735809	5.615153025	6.360513586	6.194783043	5.850074914	5.695988448	6.15886908	6.413737057	6.212540651	5.999669648	6.279519193	6.253516122	6.375921059	6.461370707
ENSDARG00000041378	6.113033891	5.669816326	5.957645051	5.585693747	5.585693747	6.524152628	5.792432916	5.828738098	5.989654415	5.546463428	5.547675832	5.940960533	4.917501842	5.669816326
ENSDARG00000041379	4.60139241	4.541565532	5.046672979	5.127293509	4.917501842	4.379423743	4.872703508	4.703016281	5.351424698	4.710551505	4.775675465	5.05359166	5.516733249	4.383809496
ENSDARG00000041381	6.908807668	6.572171204	6.341119609	6.678171138	6.33411518	6.2588956	6.721372472	6.253516122	6.66345718	6.371165797	6.279519193	6.20449666	7.298087285	6.188930381
ENSDARG00000041382	6.725192649	6.955177447	6.919310508	6.613101282	7.148338715	6.907217054	6.791459174	6.932661564	6.920679747	6.788462305	6.571588997	6.341793146	7.221965769	6.598657555
ENSDARG00000041394	8.472794554	8.063765692	8.281706185	8.26555712	8.27209535	7.976295689	8.500522026	8.066454637	7.743724816	8.207671181	7.998581571	8.104638571	7.939932251	8.372653611
ENSDARG00000041397	9.66854382	9.628541593	9.463494962	9.512135675	9.586659852	9.933830751	9.554383148	9.755114908	10.01151102	9.517939101	9.596739538	9.904228155	9.610293234	9.525293041
ENSDARG00000041400	10.67982782	10.60916157	10.68349012	10.60948123	10.62894416	10.97573562	10.53794746	10.82504884	10.81438242	10.60617907	10.60916157	11.14188607	10.70812027	10.62828085
ENSDARG00000041407	8.953778072	8.931693726	8.809789475	8.961020036	9.004531095	8.901631539	9.070011257	9.250674553	8.95160516	8.939630228	9.053480514	9.032535353	9.179070135	9.003969839
ENSDARG00000041411	8.234334607	7.793763013	8.615184127	8.31085612	8.169967998	8.012100693	8.250733594	8.391929213	8.0890748	8.207671181	8.321529718	8.683413232	8.538951338	8.765773103
ENSDARG00000041413	5.912281422	5.482837732	6.300458985	5.520875673	6.051211617	6.433086642	5.757125031	6.029060168	5.989654415	6.335194244	5.977493788	6.70563719	6.102635795	6.785105088
ENSDARG00000041414	7.368853814	7.671720006	7.401979471	7.422246746	7.570858603	6.858652065	7.440087238	7.379226942	6.946820431	7.384891305	7.670057054	6.632328527	7.406501381	7.13367706
ENSDARG00000041417	11.62230371	11.73123426	11.48871619	11.88723939	11.69607244	11.16135996	11.76765057	11.54413584	11.33933605	11.5467694	11.69809062	11.02600188	11.98477733	11.570924
ENSDARG00000041421	8.825563148	9.067140905	8.606685151	8.854119528	8.682136771	9.172432869	8.897369051	8.700211608	9.077817678	9.156599687	8.631009463	9.090321568	9.218363614	8.880663475
ENSDARG00000041428	7.575073172	7.488630847	7.326494481	7.314619696	7.638420059	7.586650301	7.698810495	7.368588904	7.315629492	7.503116281	7.344204938	7.781803609	7.535181545	7.407465634
ENSDARG00000041429	8.469267419	8.422690332	8.687274131	8.498660657	8.570264027	8.526280975	8.389029631	8.619938962	8.406954317	8.50554733	8.624562454	8.689923856	8.669295942	8.643851599
ENSDARG00000041430	7.805601876	7.488630847	7.846641108	7.591274386	7.830755798	7.983944914	7.577344217	7.733360958	7.695906627	7.945077429	7.871414865	7.963049176	7.464169359	7.83892523
ENSDARG00000041431	6.888416376	6.844592794	6.396821595	6.783275187	6.629854232	7.059091939	7.307160318	6.873690419	7.178720488	7.124056673	6.69913927	6.769178921	7.35496048	6.970388517
ENSDARG00000041433	10.9580422	10.30950985	11.78106325	11.14638162	11.88076964	11.71953967	10.69728634	11.79992202	11.21449237	11.29154686	11.61837988	13.03860741	11.82603467	12.49814738
ENSDARG00000041449	10.88645558	10.92681596	10.80736142	10.95043141	10.74427932	10.48721257	10.93791064	10.82055755	10.62828085	10.67721057	10.79030588	10.54147036	10.99233126	10.76542444
ENSDARG00000041481	9.883132256	10.06212812	10.01541442	10.03306567	9.986502771	9.73598382	9.967059465	10.04673178	9.811988382	9.997529143	9.842094755	9.703731755	9.785137805	10.0010172
ENSDARG00000041483	9.52287367	9.5649584	9.501789971	9.186835227	9.400210685	9.99039288	9.254777393	9.460240564	9.580020968	9.369191674	9.032618257	9.879040488	8.521875903	9.271263845
ENSDARG00000041492	8.318678813	8.724122433	8.159597603	8.35203983	8.290469989	8.012100693	8.335340082	8.415294158	8.14976036	8.044563318	8.498660657	8.250157401	8.324369629	8.268278389
ENSDARG00000041493	9.115413752	9.133019836	9.367658383	8.96708683	8.922297885	9.119995245	9.141905336	9.045289114	9.151295503	9.198442047	9.13485715	9.169003479	8.952356225	9.178180988
ENSDARG00000041502	8.513589813	8.281281238	8.535983243	8.316005266	8.648647689	8.91501383	8.305783222	8.350424063	8.726873633	8.446674461	8.361696064	8.904842552	8.304244112	8.521875903
ENSDARG00000041503	7.349821587	7.462506765	7.742878324	7.502542187	7.500759675	7.13303898	7.396337641	7.512512925	7.617693775	7.464169359	7.502542187	7.612154569	7.779442335	7.793763013
ENSDARG00000041505	11.01625357	10.75749095	10.81129716	10.58318559	10.86018813	11.47601607	10.74833648	11.06409033	11.06376241	10.86624235	10.86939116	11.56268582	10.46097203	10.86018813
ENSDARG00000041511	5.832557809	6.008259298	5.794055778	6.173528351	5.284679201	5.534439511	5.854990116	5.958894153	5.547675832	5.581088793	5.957645051	5.812979523	5.540258022	5.669816326
ENSDARG00000041515	4.267632745	4.121760713	4.436983984	4.759766857	3.576581583	2.381545929	3.986595025	4.087410655	3.557334392	3.799522947	3.306938223	3.400457787	4.240366089	4.048933321
ENSDARG00000041530	7.771807588	7.606072164	8.173084258	7.891838236	8.219372068	7.967107098	8.146037378	8.043067423	7.985853416	7.939037183	8.068971908	8.137377017	8.451970189	8.055742527
ENSDARG00000041533	7.604686954	7.629294994	7.581606311	7.404435502	7.672362062	7.67633332	7.681731821	7.68898739	7.795864472	7.86415417	7.716496855	7.792318159	7.685087313	7.575073172
ENSDARG00000041538	8.243087766	7.869814981	8.200131589	8.178693913	8.017137686	8.153606944	8.146037378	8.327350688	8.35709899	8.321529718	8.221493461	8.560965435	8.378033426	8.296720832
ENSDARG00000041540	7.811963345	7.685087313	7.68898739	7.097384822	7.47177048	7.959680635	8.548745357	7.406807167	7.83914974	7.670324716	7.66379243	8.086253617	6.66345718	7.445330364
ENSDARG00000041546	6.830942394	6.541850534	6.919310508	6.628808034	6.973428583	7.083923248	7.095841927	6.830942394	6.66345718	6.843315319	6.398162657	6.722111182	6.787538087	7.063843998
ENSDARG00000041560	7.673079327	7.598961417	7.429453746	7.645279511	7.700326102	7.232517487	7.486523976	7.441434085	7.41536846	7.278832186	7.344204938	6.722111182	7.262792916	7.075849268
ENSDARG00000041565	7.906260729	7.711518959	7.76923657	7.793763013	8.115377449	8.213613872	7.961362518	8.051077658	8.051077658	7.890094849	7.923539587	8.201735881	7.85375246	8.004860891
ENSDARG00000041569	13.31567685	12.90848569	12.87990548	12.77728862	13.15913839	13.73798352	13.36967941	13.38546486	13.39004418	13.16378097	13.1889796	13.37509075	11.9639695	12.5641315
ENSDARG00000041570	9.594862115	9.488593681	9.636362306	9.538028695	9.377822021	9.73598382	9.422920277	9.585106028	9.678479156	9.716480499	9.570797055	9.749313311	9.552362097	9.700151899
ENSDARG00000041572	6.992517833	7.412831816	7.081635428	7.33581627	7.303238198	6.858652065	7.677026306	7.322722828	6.877171021	7.245748452	7.136702848	6.686130641	7.239465887	6.996685315
ENSDARG00000041575	8.803031356	8.783533423	8.519712742	8.498660657	8.768930544	9.056013363	8.575410297	8.915836116	8.86611485	8.606249742	8.654822086	8.869894522	8.659600692	8.609647887
ENSDARG00000041576	7.041745074	7.149731675	6.784290463	6.755752095	6.814411208	7.404435502	6.973870859	6.81529576	7.315629492	7.156759297	6.638895659	7.080993372	6.890090928	6.817940494
ENSDARG00000041581	9.056220498	9.121112117	9.102618601	8.997260061	8.954246388	9.190223815	8.946919582	9.107888087	9.015440524	9.148735345	9.285130343	9.027977914	9.334306922	9.156010871
ENSDARG00000041586	8.007384347	8.220673952	7.785572708	8.304244112	7.91911118	8.201549534	8.173431812	7.91911118	8.189621965	7.967107098	8.260813082	8.110111515	8.057968814	7.952269057
ENSDARG00000041589	5.759608275	5.759608275	5.853660424	5.826369037	5.906086196	6.363083775	5.814659161	5.378374161	6.355295898	5.646116295	5.699861333	6.556082429	5.561186554	5.886362892
ENSDARG00000041592	9.653045901	9.5728008	9.43290859	9.622117642	9.662556473	9.860804919	9.422920277	9.723128158	9.834205661	9.60670652	9.634153134	9.986644835	9.561295094	9.564670591
ENSDARG00000041595	10.00156869	9.555430728	9.080497027	9.44250936	9.535321066	10.86072715	9.826840051	9.849720851	10.88061458	10.01316247	9.819075993	11.00245687	9.16019959	9.424639441
ENSDARG00000041599	10.60694536	10.63279053	10.33801038	10.75567412	10.57326254	10.18998277	10.61529465	10.57326254	10.53272727	10.45906636	10.59697252	10.0671454	10.82759077	10.44027111
ENSDARG00000041602	9.473847008	9.535321066	9.178923289	9.363349254	9.377822021	9.830386117	9.495175254	9.612568088	9.816556728	9.483398714	9.598525025	9.749313311	9.399107477	9.411530384
ENSDARG00000041607	11.93617517	11.69464864	11.48595342	11.42923377	11.58659806	12.27074501	11.68642272	11.78797115	12.10788144	11.76559103	11.64649701	12.27074501	11.41480953	11.65065026
ENSDARG00000041609	9.597049612	9.459099243	8.88736485	9.480016328	8.924562115	9.179216981	9.529565332	8.821736973	9.452326238	9.347666573	9.115413752	9.015762372	9.683684403	8.951907331
ENSDARG00000041616	3.914816436	3.940310973	4.364400915	4.364400915	4.30822858	4.546593342	4.388016188	4.583437303	4.551387213	3.676393628	4.50667465	4.710551505	4.240366089	4.710551505
ENSDARG00000041617	5.376788657	4.872703508	5.518949456	5.555032624	5.585693747	5.310554909	5.079715508	5.598125176	5.482837732	5.336391554	5.582945594	6.253516122	5.587863293	5.409883047
ENSDARG00000041621	8.792161827	8.846654415	9.010860536	8.861473871	8.959684285	8.512685506	8.817954261	8.994416261	8.724122433	8.827306359	8.910976829	8.434808325	8.831465072	8.994416261
ENSDARG00000041623	11.92832309	11.51829501	11.51247388	11.67631983	11.81834953	11.97021645	11.60396526	11.89505448	11.88076964	11.56313897	11.79436673	12.21716742	11.78909112	11.76415778
ENSDARG00000041644	8.417978924	8.297501323	8.166775439	7.699538036	8.321529718	8.817503186	8.556146211	7.997045893	8.631143817	8.194407886	8.051882983	8.950909262	8.0447715	8.157906601
ENSDARG00000041645	10.45672888	9.440415857	9.678083631	9.509444926	10.06282299	10.83745384	10.06837081	9.930779306	10.31802609	9.867392106	10.15412963	10.39021484	8.888206383	9.489709429
ENSDARG00000041660	4.841627271	5.207406589	4.571900277	5.732459521	4.992631957	4.830590463	4.78362983	4.812453762	3.770892309	5.253578318	4.775675465	3.763255509	4.826701336	5.025184095
ENSDARG00000041665	11.17234816	11.15068439	10.56442761	10.99870197	10.81934377	11.50327082	10.79899613	10.92277905	11.45041825	10.79510996	10.86777487	11.11487867	10.7134306	10.37240737
ENSDARG00000041685	9.502333042	8.898448844	8.91818045	8.789912848	8.910976829	9.663297944	9.289550674	9.019931638	9.617702543	9.240803632	9.13485715	9.475666314	8.072208902	8.575410297
ENSDARG00000041689	9.314665337	9.173446615	9.202418846	9.477488875	9.361720479	9.023856141	9.25036035	9.442981271	9.232572296	9.176450991	9.398170185	9.376622719	9.582691216	9.286098513
ENSDARG00000041691	12.0166023	12.38651328	12.16973874	12.16973874	12.43383405	11.99394357	12.2528447	12.29061547	12.08392813	12.13006106	12.2690668	11.99975937	12.17478122	12.23841781
ENSDARG00000041699	5.083604635	5.279178982	5.093123673	4.436983984	4.592850866	4.905968975	4.961375849	5.261319056	5.646116295	5.115981789	5.228731259	5.05359166	4.30822858	5.251537664
ENSDARG00000041703	10.28037167	10.04030515	9.958301074	9.56877084	10.05267016	10.53583702	10.18616367	9.912808582	10.2870319	10.14259508	9.900068589	10.12636108	9.595993149	9.890082579
ENSDARG00000041706	5.178738548	5.646116295	5.674031538	5.409883047	4.917501842	4.765090401	4.703016281	4.917501842	5.482837732	5.786820992	4.675125975	5.170842548	4.826701336	5.025184095
