	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000103672	13.35571306	13.19941913	13.73798352	13.54183834	13.59252624	13.20932058	13.50480676	13.6117954	13.19941913	13.48295899	13.50842151	13.45296895	13.77550833	13.74619892
ENSDARG00000103676	5.083604635	5.241121242	5.646116295	5.520875673	5.378374161	4.967945729	5.147939454	4.967945729	4.293976332	4.920672851	5.15418115	4.161320544	5.409883047	5.15418115
ENSDARG00000103679	8.001036536	8.059920494	7.812732375	7.669838265	7.77431233	7.858648704	7.885906907	7.625440865	7.960926789	7.800057935	7.929511372	7.888182571	7.605527819	7.920318758
ENSDARG00000103682	9.323734347	9.046964295	9.034094753	8.915836116	8.862336813	9.61416127	9.038925227	9.087810099	9.569582962	9.070682541	9.252406429	9.558863484	9.36011249	9.174358343
ENSDARG00000103683	9.691946617	9.506899499	9.612568088	9.451833403	9.38136293	9.787990269	9.59781232	9.57736083	9.904726732	9.596739538	9.556099261	9.56877084	9.444402033	9.460240564
ENSDARG00000103687	9.361796982	9.947869431	9.634815873	7.153929576	9.42013555	10.01599681	9.171683018	8.560292421	9.634705854	9.338640256	9.558645657	8.927470936	8.659600692	9.116205089
ENSDARG00000103690	7.524537167	7.453443451	7.93864512	7.699538036	7.913501127	7.429453746	7.732097584	7.779948722	7.575073172	7.445330364	7.832832233	7.704124783	7.825950416	7.793763013
ENSDARG00000103691	10.03489196	10.27294759	10.11900479	10.40783732	10.19661416	9.642775109	10.14513675	9.992694718	9.891647054	10.13999222	10.16500849	9.589944198	10.36802478	10.05163346
ENSDARG00000103692	5.540258022	5.646116295	5.734316322	5.303058593	5.669816326	5.794055778	5.256326472	5.4845697	5.905355336	5.581088793	5.582945594	5.998870797	4.727103668	5.37097729
ENSDARG00000103696	4.805393627	3.477535418	4.50667465	4.571900277	4.25635759	5.310554909	4.121760713	4.388016188	4.551387213	3.676393628	3.557334392	5.613028215	4.522730187	4.642931212
ENSDARG00000103697	10.82161936	11.03813323	10.86279949	11.06939527	11.00288856	10.47874429	11.01563358	10.9112103	10.72263831	10.75937807	11.02928091	10.34728214	11.19302296	10.82087662
ENSDARG00000103699	10.25820025	10.34368611	10.39021484	10.09405059	10.21920537	10.44983843	10.03489196	10.19797608	10.39626249	10.10327728	10.18592518	10.23709765	10.19677683	10.2870319
ENSDARG00000103703	4.887997753	4.596598538	4.907273471	4.092696411	4.710551505	5.449897071	4.961375849	5.013407141	5.351424698	4.364400915	4.624432087	5.56007845	3.821566907	4.583437303
ENSDARG00000103712	8.682269738	8.588722484	8.74402787	8.693751824	9.016196956	8.817503186	8.757584887	8.766002868	8.591029854	8.65982414	8.530846351	9.12429206	8.81815479	8.895762919
ENSDARG00000103713	9.005040327	8.943279421	9.099399234	8.702916719	9.09529208	9.092929219	9.027002585	8.964435607	9.012240043	9.169366343	9.063392765	9.133707315	8.768930544	9.128438613
ENSDARG00000103718	9.92525189	9.848411988	9.894002132	9.905299738	10.07130789	10.25904667	9.945104461	10.08796933	10.14988329	10.05187587	9.980239451	10.45721367	9.788314903	10.07370624
ENSDARG00000103720	11.00288856	11.13571421	11.36481212	11.02192258	11.32781151	11.52943074	11.04728007	11.32175946	11.29637695	11.29637695	11.19352055	11.61465557	10.93278479	11.27945331
ENSDARG00000103725	7.0724756	7.139438589	6.996685315	7.097384822	6.944900141	7.189493238	6.918386289	6.591177857	6.933395017	6.943463624	6.81529576	6.556082429	6.95079055	7.155502043
ENSDARG00000103727	5.587863293	5.787749393	5.145036455	5.555032624	4.809282754	6.755752095	6.073021406	5.697691787	5.753002496	5.646116295	5.307806756	5.850074914	4.048933321	4.048933321
ENSDARG00000103730	10.43842477	10.25973121	10.43153108	10.31830241	10.37255861	10.46735337	10.30257637	10.37649172	10.41266354	10.3630546	10.41126589	10.52723412	10.31186673	10.34380944
ENSDARG00000103732	7.971032766	7.822599394	8.178867105	7.858648704	8.115377449	7.846641108	7.848816224	8.075483452	7.821822849	7.918132422	7.83914974	7.806727226	8.160151195	8.094610741
ENSDARG00000103735	9.554880444	9.325097882	9.743403428	9.388756266	9.691114642	9.818913486	9.445168697	9.636145727	9.427718954	9.45571362	9.658979127	9.810526236	9.357773368	9.806498118
ENSDARG00000103736	7.906260729	7.860720065	7.429453746	7.891838236	7.840293868	7.858648704	7.748453567	7.87706485	8.082854994	8.028617125	7.813564959	7.985433097	8.094007466	8.055742527
ENSDARG00000103739	7.811963345	8.331229104	7.812732375	8.153606944	7.24545318	7.694972445	7.366342664	7.358269499	7.188743783	7.890094849	7.528427507	6.501998922	7.839823149	7.310551004
ENSDARG00000103740	9.78253991	9.714769886	10.12804104	9.907524936	9.929353236	9.722652598	9.901610408	10.04673178	9.718686287	9.808130971	9.963360648	10.14836309	10.0671454	10.00776719
ENSDARG00000103743	7.760866884	7.888547349	7.726244073	7.669838265	7.78841457	7.536206545	7.743724816	7.602194172	7.724097832	7.64863899	7.827092893	7.418251815	7.91911118	7.83892523
ENSDARG00000103744	11.48595342	11.17393906	11.31557118	11.35004256	11.3115138	11.69299071	11.21021159	11.34302003	11.59681629	11.30812898	11.33898745	11.78548485	11.31679403	11.38748448
ENSDARG00000103746	7.391211985	7.772893428	7.317629144	7.781803609	7.418763229	7.328225305	7.543567708	7.434749905	7.281942994	7.472842927	7.181827528	6.722111182	7.554215175	7.518101384
ENSDARG00000103747	11.06409033	11.07268552	11.00075305	10.98477228	11.09590035	11.48096857	11.00288856	11.03813323	11.1672301	11.08580645	10.86777487	11.68187386	10.77283392	10.98530318
ENSDARG00000103748	5.832557809	5.506635943	5.48688552	5.732459521	5.884880138	5.858465981	5.832557809	5.303058593	5.215642008	5.581088793	5.759608275	5.940960533	5.900316679	6.188930381
ENSDARG00000103750	6.049881926	5.812979523	6.049881926	6.029060168	5.790470006	6.565929136	5.732459521	6.093939547	6.008259298	6.208750192	5.790470006	6.501998922	5.34599978	5.940960533
ENSDARG00000103751	7.335159841	7.050108811	7.317629144	7.294913658	7.205193656	6.979508778	7.077856339	7.187438144	7.281942994	7.301046035	7.297428818	7.202469015	7.685087313	7.373899506
ENSDARG00000103752	6.389914475	6.932661564	6.717516381	7.0311207	6.253516122	5.759608275	6.633779602	6.579537936	5.580160393	6.253516122	6.132337396	5.05359166	6.813503276	6.168124892
ENSDARG00000103754	8.74263242	8.526066512	9.287107071	9.159681295	9.006931907	8.384227436	8.796350353	8.839853879	8.591029854	9.244220971	9.178007941	8.370549171	9.462519573	9.379588379
ENSDARG00000103755	6.030735809	5.646116295	6.234286689	5.826369037	6.33411518	6.812535667	5.147939454	6.139100421	6.250457244	5.409883047	6.028386631	6.858652065	4.772403773	5.830594899
ENSDARG00000103759	8.291553231	8.206395763	8.635711828	8.292405419	8.422496993	8.687883845	8.383342119	8.813569432	8.377436013	8.325723547	8.550441354	8.89204857	8.184358046	8.639659771
ENSDARG00000103760	7.051763864	6.528528978	6.580628419	6.66345718	6.643001236	7.24545318	7.298087285	6.767783614	6.679467377	7.13367706	6.959919504	7.293946344	5.786820992	6.696780069
ENSDARG00000103762	5.540258022	5.615153025	6.029060168	5.520875673	5.085240481	5.36604756	5.687690528	6.029060168	5.646116295	5.375203152	5.476795025	5.736356975	5.215642008	5.284679201
ENSDARG00000103763	5.809015587	5.58431967	6.433986644	5.256326472	5.929472213	5.725494009	5.705991798	6.093939547	6.093939547	5.336391554	6.279519193	6.253516122	5.716265191	6.461370707
ENSDARG00000103766	6.360513586	6.33411518	6.450743415	6.093939547	6.33411518	6.791459174	6.459853941	6.84987136	6.66345718	6.391134011	6.509459899	6.632328527	6.28633623	6.896622298
ENSDARG00000103770	6.113033891	6.263822901	6.234286689	6.117813552	6.191964774	5.858465981	6.111411028	5.598125176	6.230657609	6.299146233	5.669816326	5.443733882	6.102635795	6.255511315
ENSDARG00000103771	3.747370336	4.658411127	4.103524495	4.692239773	3.78234751	2.940047033	4.596598538	4.86180433	4.611258904	4.436983984	3.914816436	4.416164791	4.992631957	4.642931212
ENSDARG00000103774	9.548822166	9.550334103	9.329725825	9.145709011	9.340230225	9.652967057	9.353071389	9.505507027	9.536539507	9.463912521	9.419750737	9.452264642	9.325240342	9.283559045
ENSDARG00000103775	9.722967517	9.859745022	9.580288457	9.687939314	10.35188286	10.00776719	9.624756017	9.621286947	9.784768781	9.794761302	9.558645657	10.03818421	9.529230453	9.806498118
ENSDARG00000103777	6.173528351	6.178343976	6.614158211	5.759608275	6.318831573	6.627669352	6.431305667	6.740659977	6.405781537	6.051211617	6.363083775	6.229174855	6.234286689	6.696780069
ENSDARG00000103783	9.125513381	8.964435607	9.206017823	8.898814966	9.046757575	9.296501137	9.156010871	9.099657598	9.077817678	9.21401169	9.13485715	9.383962321	8.972964507	9.207734561
ENSDARG00000103785	9.893189114	9.701305331	9.878331065	9.622117642	9.503328481	10.02155439	9.885655566	10.01546338	10.08556378	9.904427565	9.933678157	9.967969485	9.254951611	9.770512231
ENSDARG00000103786	4.653830389	4.658411127	4.805393627	5.083604635	4.809282754	4.379423743	4.50667465	3.809344627	3.557334392	4.879722873	4.841627271	4.983265118	4.772403773	5.025184095
ENSDARG00000103787	9.844326859	9.929925786	9.993581372	9.970782001	9.920262407	9.634153134	9.728249359	9.849720851	9.696909477	9.891816331	9.907024312	9.500556716	10.04208679	9.93693041
ENSDARG00000103789	5.119152798	4.714937258	5.093123673	5.585693747	5.307806756	5.725494009	4.996521084	5.932375211	5.122139953	5.4845697	5.759608275	6.412424305	4.727103668	5.330854944
ENSDARG00000103791	14.50744494	14.28825677	14.60710989	14.36665036	14.49809652	14.54748585	14.3449326	14.55976024	14.55976024	14.47898932	14.44276592	14.64107391	14.46389593	14.53944096
ENSDARG00000103792	5.518949456	6.205843733	5.957645051	6.234286689	5.757125031	5.652652565	5.587863293	5.799461526	5.284679201	5.713139867	5.511082097	5.05359166	6.12377543	5.755084378
ENSDARG00000103795	7.747988331	7.378239161	7.821822849	7.924731613	7.936467878	7.164107058	7.681731821	7.561488369	7.56927589	7.741860243	7.510965012	7.445044907	7.858988242	7.582694966
ENSDARG00000103799	12.28583999	12.27074501	12.33616288	12.22695081	12.2690668	12.53498993	12.20772462	12.31973242	12.39979891	12.34701942	12.20190045	12.37781022	12.12276315	12.22324263
ENSDARG00000103800	9.457465802	9.795635788	9.48833176	9.668609751	9.601110132	9.089193325	9.689289003	9.40451539	9.372311305	9.298722541	9.33600406	8.978812513	9.558579387	9.294876014
ENSDARG00000103802	10.09651516	10.3048562	10.27651914	10.30257637	10.4088407	9.802815944	10.18078512	10.2384092	10.03329316	10.10604379	10.30489582	9.428530267	10.34463274	10.13168859
ENSDARG00000103806	4.267632745	2.768389028	4.639042084	4.436983984	4.19589631	4.905968975	2.726605993	4.087410655	4.667246679	4.19589631	4.116732904	5.263688118	2.508572605	4.445984547
ENSDARG00000103810	4.967945729	5.006665299	5.093123673	4.996521084	4.765090401	5.021690552	4.961375849	4.25635759	5.215642008	4.976948121	5.547675832	5.215642008	5.147939454	5.15418115
ENSDARG00000103811	10.86598821	10.85674348	10.94421825	10.86456027	10.76542444	10.52212267	10.72404701	10.77367584	10.75995587	10.75068688	10.83958862	10.74111823	10.80365146	10.83464347
ENSDARG00000103813	7.742878324	7.805142856	7.89283669	7.70773311	7.87076594	7.820245236	7.809982452	7.87706485	7.743724816	7.66379243	7.670057054	7.936053083	7.760384215	7.972409061
ENSDARG00000103817	6.477191078	6.871158935	6.254863196	6.769178921	6.466613421	6.089031569	6.821453025	6.433086642	6.117813552	6.276102869	6.69913927	5.699861333	6.610355223	6.145140534
ENSDARG00000103823	4.653830389	5.207406589	4.757822293	4.911021144	4.360015162	4.830590463	4.830590463	4.319085944	4.436983984	4.014034895	3.914816436	4.25635759	4.116732904	4.445984547
ENSDARG00000103824	10.37961385	10.05978442	10.42982151	10.23364627	10.25179695	10.40550416	10.19362257	10.43738546	10.44727932	10.32603681	10.31174093	10.74285802	10.47855764	10.46929852
ENSDARG00000103825	7.041745074	7.139438589	7.385153518	6.98252547	6.801649807	7.483337779	7.201189647	7.059091939	7.260294222	7.404435502	7.260294222	7.153929576	5.99607092	6.785105088
ENSDARG00000103826	11.60939286	10.95370271	11.25802052	11.17440202	11.38865373	11.75798691	11.06502993	11.49715693	11.57446183	11.2196235	11.45575407	12.06468203	11.24233242	11.53609795
ENSDARG00000103827	5.695988448	5.58431967	5.925463793	5.932375211	6.175289927	5.794055778	5.773914653	5.728232056	6.093939547	5.896290185	5.818162735	5.56007845	5.669816326	6.122336511
ENSDARG00000103830	6.766278932	7.129526586	6.396821595	6.50516413	6.801649807	7.221965769	6.666702778	6.50516413	6.615058214	6.920679747	6.200203362	6.412424305	6.102635795	6.317535334
ENSDARG00000103831	10.51220519	10.54788559	10.61459667	10.65828213	10.61725408	10.36509623	10.51604064	10.46241663	10.29505814	10.45241754	10.61828196	10.33089707	10.6828844	10.59777818
ENSDARG00000103834	8.50240973	8.815442406	8.91818045	8.830002624	8.845166458	8.735364861	8.73689338	8.763067626	8.884428496	8.62385172	8.978284602	8.560965435	8.671526191	8.795634604
ENSDARG00000103837	6.360513586	6.572171204	7.645279511	6.401457739	7.759924547	6.646457094	6.540319265	7.87058225	6.946820431	6.539902058	8.062644055	6.936577397	6.730052552	8.30209374
ENSDARG00000103840	8.869654994	8.80720564	8.386698135	8.848784351	8.630595047	8.803879192	8.639858517	8.593422458	8.902101844	8.494322882	8.721095764	8.673637244	8.800910807	8.687274131
ENSDARG00000103844	7.102935209	7.637420901	6.701926397	7.136702848	7.130149244	7.328225305	7.265547711	7.156759297	7.375673034	7.166035405	7.606072164	7.240487429	7.371585412	7.454305067
ENSDARG00000103846	11.72412961	11.7867654	12.08392813	11.87930132	12.05013865	11.61161617	12.02824171	12.1247646	11.59385467	12.00158458	11.98861963	11.64388447	12.01450822	12.23542332
ENSDARG00000103848	8.243087766	8.665985757	8.276126482	8.75768275	8.392581829	7.922812379	8.479989794	8.402111129	7.905688942	8.419765437	8.168254914	7.985433097	8.455777546	7.965709296
ENSDARG00000103849	11.14124912	10.89943506	11.38914401	11.06644736	11.26815563	11.22571471	11.18242052	11.27496261	11.17514321	11.25635102	11.26567744	11.5000068	11.38748448	11.5229198
ENSDARG00000103850	7.090007307	7.003061797	7.296734879	7.136702848	7.349821587	7.016360854	7.434149031	7.498390369	7.13335802	7.404435502	7.202469015	7.338436906	7.331488888	7.166035405
ENSDARG00000103851	9.917439596	10.23767908	9.973592963	10.1329022	10.10561363	9.380024652	9.944051659	9.74154066	9.626570188	9.788139306	9.935594092	9.065882742	10.19434999	9.972649778
ENSDARG00000103853	4.710551505	4.658411127	4.961375849	4.631219244	3.676393628	4.111161296	4.555772966	3.564444083	4.364400915	4.19589631	3.557334392	4.055583993	4.826701336	4.132936623
ENSDARG00000103854	11.14283674	10.94194654	10.83384844	10.93018281	10.82880763	11.29108817	10.74833648	11.02258368	11.36681527	10.9445443	10.94194654	11.41539028	11.00689928	11.07740213
ENSDARG00000103856	9.377740943	9.297905197	9.651314109	9.355702718	9.519686193	9.509444926	9.468333148	9.576049248	9.50998818	9.414339336	9.582040812	9.685006494	9.252987614	9.571083489
ENSDARG00000103860	4.710551505	4.267632745	5.145036455	4.571900277	4.992631957	4.455916382	4.388016188	4.765090401	3.986595025	4.879722873	4.624432087	4.571900277	4.240366089	4.383809496
ENSDARG00000103862	9.301432912	9.215075806	9.347087873	9.404822408	9.145709011	9.102846559	9.151196512	9.264734495	9.292249301	9.226346299	9.338387973	9.12429206	9.482599268	9.40305817
ENSDARG00000103865	6.699888725	6.380674243	6.683080053	6.692012747	6.629854232	6.346618957	6.388665373	6.699888725	6.513037083	6.431305667	6.972273158	6.517698166	6.708722178	6.664825058
ENSDARG00000103868	5.669816326	5.307806756	6.071130534	5.043401287	4.992631957	4.905968975	5.792432916	5.4845697	5.122139953	6.029060168	5.228731259	5.215642008	5.48688552	5.91319339
ENSDARG00000103870	3.993245697	3.708648154	5.181725703	4.19589631	4.50667465	3.914816436	4.830590463	4.388016188	4.943892051	4.436983984	4.19589631	5.170842548	5.256326472	4.642931212
ENSDARG00000103875	4.429161144	4.19589631	4.703016281	5.215642008	4.992631957	5.48688552	4.703016281	4.522730187	5.256326472	4.976948121	5.028563075	4.497347214	4.240366089	5.115981789
ENSDARG00000103878	13.20932058	13.1159354	13.28578795	12.76610636	12.8973756	13.19941913	13.18426443	13.1216077	13.19287063	13.04308163	13.09164319	12.76610636	12.02824171	12.71873543
ENSDARG00000103887	4.924420523	5.279178982	5.553383794	4.759766857	5.358886963	5.978280442	4.388016188	4.522730187	5.351424698	5.445774535	4.979771575	4.775675465	4.872703508	5.37097729
ENSDARG00000103889	7.977498863	8.008968785	8.023597615	8.168254914	8.128921269	8.243448089	8.18209801	8.32206648	8.377436013	8.044563318	8.13702106	8.291553231	8.099333013	8.162820683
ENSDARG00000103892	3.645401164	3.594514567	3.804433787	3.914816436	4.19589631	3.676393628	4.200924119	3.564444083	2.564116004	4.768362093	4.016979972	3.557334392	4.522730187	4.445984547
ENSDARG00000103893	9.189795317	9.202662825	9.283941357	9.193617302	9.22701236	9.223809856	9.342952679	9.412023878	9.03181273	9.288326514	9.392506904	9.459501141	9.648189156	9.424639441
ENSDARG00000103900	9.654747287	9.443184874	9.501789971	9.550618473	9.642775109	9.393231008	9.558711927	9.304034372	9.460162791	9.669067189	9.634153134	9.428530267	9.870439816	9.580288457
ENSDARG00000103902	7.825048017	7.530698472	7.785572708	7.677728314	7.883405711	7.809982452	7.834225712	7.727612014	7.789171736	7.800057935	7.722953794	7.985433097	7.950375039	7.972409061
ENSDARG00000103903	8.121676788	8.498660657	8.173084258	8.559079907	8.316362458	7.283838046	7.858988242	8.025501246	7.472842927	7.85773407	8.051882983	6.95079055	8.209690433	7.945703663
ENSDARG00000103906	4.710551505	5.086876328	4.907273471	5.256326472	5.284679201	4.111161296	4.055583993	4.917501842	4.436983984	4.275601289	4.267632745	3.940310973	5.031734083	5.065298557
ENSDARG00000103907	6.821453025	6.797561169	7.059091939	7.324660207	6.916640954	6.738768787	6.918386289	7.148338715	6.898668941	7.519356299	7.322722828	7.260294222	7.35496048	7.33670136
ENSDARG00000103914	6.188930381	6.119077981	6.497504711	6.093939547	6.429433725	5.920623092	6.721372472	6.450743415	5.777463733	6.413737057	6.380674243	6.363748621	6.499642245	6.255511315
ENSDARG00000103917	10.00965985	10.09834718	10.292043	9.678238709	9.971093681	10.63213617	9.85177158	10.19960839	10.14337184	10.26905595	9.933942369	10.71497265	9.41584224	10.18771583
ENSDARG00000103919	13.92679501	13.78466141	14.12869152	14.17150331	14.16366839	13.75350197	14.02558178	14.01950107	13.68772929	13.98242299	14.09836019	13.86015804	14.36665036	14.1977289
ENSDARG00000103922	8.480826874	8.580478708	8.606685151	8.75768275	8.553465246	8.425117182	8.484613644	8.59739481	8.254600315	8.578719234	8.606685151	8.375672474	8.710559203	8.723559758
ENSDARG00000103923	7.825048017	8.110111515	7.925299055	8.12454361	8.008749995	7.726449761	7.715354134	7.816346182	7.87058225	8.028617125	7.820245236	7.695402716	7.770302142	7.851902669
ENSDARG00000103924	6.223667656	6.280848884	5.905355336	5.338607761	6.129302367	6.664312369	5.918891124	5.978280442	6.568738584	6.09667593	6.132337396	6.936577397	6.473800524	6.461370707
ENSDARG00000103926	8.121676788	8.024409146	7.95354144	8.164025457	8.107351779	7.604686954	8.025501246	7.858988242	8.076453526	8.064879967	8.157906601	7.800506954	8.209690433	8.149158146
ENSDARG00000103929	9.385376789	9.11267671	9.202418846	9.038526952	9.379726725	9.929493775	9.10970465	9.311604607	9.394726335	9.2733697	9.067326989	9.872335692	8.603448986	9.353740862
ENSDARG00000103933	5.454027708	5.447815189	5.615153025	5.674031538	5.518949456	4.830590463	5.454027708	5.378374161	5.284679201	5.713139867	6.028386631	5.780504901	5.826369037	5.803286488
ENSDARG00000103934	4.710551505	4.967945729	4.639042084	5.127293509	4.953790178	3.557334392	5.178738548	5.013407141	3.886344806	4.511255388	4.979771575	3.763255509	5.34599978	4.515144516
ENSDARG00000103935	7.524537167	7.402285257	7.348507235	7.052964723	7.105807507	7.647216538	7.577344217	7.156759297	7.598961417	7.552718433	6.907581189	7.528427507	6.871158935	7.400544892
ENSDARG00000103937	12.41323417	12.54801797	12.43383405	12.79429163	12.62396835	11.95074385	12.57726502	12.35788557	12.19494906	12.36066305	12.57893477	11.6316458	12.70195898	12.36688258
ENSDARG00000103940	7.265547711	7.092355678	7.164420279	7.272762199	7.041320999	6.477191078	7.176693315	6.726020361	6.722111182	6.932661564	7.016360854	6.178343976	7.315629492	6.755752095
ENSDARG00000103946	4.267632745	3.940310973	4.848991092	4.631219244	4.710551505	4.830590463	4.703016281	4.917501842	4.495056844	4.710551505	5.228731259	4.642931212	4.727103668	4.048933321
ENSDARG00000103947	6.34539942	6.119077981	6.119077981	5.699861333	6.143025565	6.565929136	5.814659161	6.32859773	6.708722178	6.029060168	6.001219296	6.412424305	6.598657555	5.646116295
ENSDARG00000103949	5.890471334	5.58431967	5.344108908	5.585693747	4.413767856	5.122139953	5.792432916	5.102025577	5.725494009	5.86933332	4.887997753	5.170842548	5.920623092	4.642931212
ENSDARG00000103950	7.900172712	7.829371126	8.468932147	8.054093736	8.210046663	7.441434085	7.829371126	8.126353667	7.77431233	7.967107098	8.5255352	7.153929576	8.179693293	7.777151676
ENSDARG00000103951	8.459724194	7.693341694	8.036814735	7.919317693	7.821822849	8.934590239	7.880494577	7.904258186	8.424143176	8.220148133	7.677728314	8.357301445	6.998218432	7.593119011
ENSDARG00000103952	4.492766475	4.823530327	4.200924119	5.215642008	4.992631957	5.579231992	5.537993103	4.583437303	5.122139953	5.15418115	4.624432087	5.394680598	4.116732904	4.983265118
ENSDARG00000103953	10.46636574	10.47979719	10.59139789	10.67877095	10.42291898	10.45352975	10.42033277	10.46510582	10.41165279	10.58519317	10.61006766	10.03104275	10.43346998	10.46267555
ENSDARG00000103954	5.615153025	5.555032624	6.029060168	5.699861333	5.884880138	5.794055778	6.034374163	5.728232056	6.008259298	5.920623092	5.957645051	6.253516122	6.15886908	6.168124892
ENSDARG00000103956	8.357746656	8.331229104	8.570375432	8.330039818	8.374139823	8.729941991	8.414685869	8.658026085	8.497765224	8.394051344	8.329212287	8.704756735	8.57889127	8.458893173
ENSDARG00000103957	7.588439016	5.669816326	6.944900141	6.217967572	6.49849084	7.506841563	6.44585304	6.740659977	7.604686954	6.920679747	7.202469015	7.240487429	6.548283884	7.088432164
ENSDARG00000103959	9.751322391	9.80990068	9.801102609	10.0432154	9.919714873	9.601642661	10.04927548	9.856052455	9.667587076	9.957141652	9.801646193	9.580288457	10.15373885	9.843275537
ENSDARG00000103962	9.645022542	9.818271888	9.820738363	9.737094462	9.734206504	9.356836747	9.64239843	9.58658834	9.517159479	9.57910611	9.358489125	9.244763415	9.566416968	9.489709429
ENSDARG00000103969	11.78548485	11.83958679	11.91533802	11.52324229	11.70820381	11.87746252	11.6951864	11.56856726	11.9639695	11.8856154	11.58606473	12.16842725	11.37365578	11.68271243
ENSDARG00000103971	4.967945729	4.768362093	3.400457787	4.631219244	4.639042084	4.830590463	4.703016281	4.765090401	4.710551505	4.579395623	4.775675465	4.25635759	5.256326472	4.048933321
ENSDARG00000103973	9.246959188	9.241302985	9.545455121	9.300976115	9.310032071	10.08540578	9.397724676	9.796507487	9.101686002	9.452792225	9.830803807	9.814125733	9.184354222	9.772698058
ENSDARG00000103977	7.760866884	8.014104754	7.759464879	7.883222674	7.685633997	8.353053437	7.865622955	7.91911118	8.01129554	8.057968814	7.780342794	8.243448089	7.889689813	7.743244397
ENSDARG00000103978	9.260629771	9.307275401	9.297049401	9.501789971	9.356169722	8.924649224	9.415921205	9.194856501	8.997093208	9.198442047	9.242505022	8.910976829	9.307514153	9.130929519
ENSDARG00000103979	11.1982936	11.07479395	11.44734262	11.24886203	11.39388431	11.40790132	11.33614598	11.35396721	11.18342399	11.35643526	11.3454041	11.44985445	11.35396721	11.55247487
ENSDARG00000103980	10.05758366	10.12399571	9.946239424	10.0432154	10.16518906	10.21971399	9.940641071	10.21503308	10.09662451	10.13999222	10.2425104	9.983926611	9.808356139	10.20823239
ENSDARG00000103981	6.888416376	6.399219586	6.280848884	5.732459521	6.302436796	7.258275027	5.959790259	6.81529576	6.355295898	5.759608275	6.492205384	6.800485392	5.786820992	6.188930381
ENSDARG00000103983	8.756324593	8.727299432	9.003969839	8.720889458	8.454070831	8.97533289	9.043883538	8.47242186	9.051220897	8.973331415	8.634727037	8.760946018	8.094007466	8.563279171
ENSDARG00000103984	5.279178982	4.658411127	5.304191052	4.19589631	4.710551505	5.175915093	4.388016188	5.013407141	4.765090401	5.298830765	4.624432087	5.652652565	4.992631957	5.209831398
ENSDARG00000103985	7.35773968	7.829371126	7.429453746	7.630187304	7.73418883	7.221965769	7.46926132	7.313800373	7.0802272	7.359734894	7.260294222	7.093808384	7.307442647	7.400544892
ENSDARG00000103988	6.712578766	6.074644269	6.986378423	6.071130534	6.728054524	7.13303898	6.626663982	6.859584647	6.555399971	6.599725437	7.212916123	7.080993372	6.880377963	6.920679747
ENSDARG00000103991	9.34137033	9.025321547	8.407511219	9.127558576	8.614366907	9.738571017	9.061578952	8.700211608	9.743862832	9.39951985	8.490983031	9.708913796	9.181520234	8.772236853
ENSDARG00000103994	13.02481423	12.93540809	13.23006886	13.15913839	13.1159354	13.03120884	13.10296887	13.27561334	13.02774472	13.17299734	13.142633	13.25253329	13.23753695	13.1889796
ENSDARG00000103996	6.173528351	6.008259298	6.378135831	6.559298763	6.509459899	6.363083775	6.615058214	6.253516122	6.265169974	6.690159227	6.920033666	6.388665373	7.090007307	6.996685315
ENSDARG00000104005	6.563450389	6.871158935	6.211362927	6.453378898	6.674066929	5.48688552	6.540319265	6.37932717	6.212540651	6.166575244	5.699861333	6.049881926	6.708722178	5.91319339
ENSDARG00000104007	5.713139867	5.241121242	5.093123673	5.699861333	5.545251023	4.631219244	5.48688552	5.147939454	4.943892051	5.4845697	5.547675832	4.710551505	5.716265191	4.983265118
ENSDARG00000104008	4.349701597	3.594514567	4.103524495	4.282039905	2.381545929	4.703016281	4.121760713	3.417389158	3.886344806	4.436983984	3.809344627	4.055583993	2.508572605	3.281763736
ENSDARG00000104011	13.69456637	13.52894297	13.74619892	13.66980502	13.64189448	13.80525541	13.47082627	13.74619892	13.73158417	13.62601373	13.69456637	13.74619892	13.71016876	13.71698711
ENSDARG00000104014	7.128017683	7.481021132	6.932661564	7.44599936	7.236785399	6.544469613	6.994691092	6.887500373	6.980959148	7.006074991	6.509459899	5.812979523	7.246478535	6.664825058
ENSDARG00000104015	5.932375211	4.917501842	5.615153025	5.445774535	5.085240481	5.952116228	5.564376539	5.978280442	5.669816326	5.646116295	5.790470006	5.850074914	4.917501842	6.255511315
ENSDARG00000104016	5.759608275	6.119077981	5.766745507	4.996521084	5.884880138	7.006074991	5.317913573	5.932375211	6.212540651	6.539902058	6.090680398	7.105807507	6.12377543	5.779504387
ENSDARG00000104018	11.3367798	11.33108787	11.51829501	11.31367258	11.4469374	11.45654466	11.43191215	11.40228023	11.39010777	11.44222853	11.37214675	11.47219868	11.3115138	11.50439556
ENSDARG00000104022	6.927238305	7.231412497	7.059091939	6.856780766	7.04962042	7.364019098	7.389215303	6.841583809	7.160307808	7.234083808	6.984355319	6.936577397	6.548283884	7.039113696
