animal	Treatment	an	start	end	inact	inadur	inadist	smlct	smldur	smldist	larct	lardur	lardist	emptyct	emptydur
Animal01	Dose1A	0	     0.0	    60.0	54	     5.3	     0.0	208	    42.4	   822.8	180	    11.1	   733.7	25	     1.2
Animal01	Dose1A	1	     0.0	    60.0	54	     5.3	     0.0	208	    42.4	   822.8	180	    11.1	   733.7	0	     0.0
Animal02	Dose1A	0	     0.0	    60.0	68	    15.0	     0.0	162	    31.8	   557.4	138	    12.0	  1163.5	19	     1.3
Animal02	Dose1A	1	     0.0	    60.0	68	    15.0	     0.0	162	    31.8	   557.4	138	    12.0	  1163.5	0	     0.0
Animal03	Dose1A	0	     0.0	    60.0	75	    13.7	     0.0	158	    25.3	   385.8	122	    20.5	  1445.9	12	     0.5
Animal03	Dose1A	1	     0.0	    60.0	75	    13.7	     0.0	158	    25.3	   385.8	122	    20.5	  1445.9	0	     0.0
Animal04	Dose1B	0	     0.0	    60.0	81	    22.3	     0.0	140	    20.6	   301.7	111	    16.0	  1479.0	19	     1.1
Animal04	Dose1B	1	     0.0	    60.0	81	    22.3	     0.0	140	    20.6	   301.7	111	    16.0	  1479.0	0	     0.0
Animal05	Dose1B	0	     0.0	    60.0	49	    33.5	     0.0	101	    20.6	   362.3	73	     5.0	   635.8	14	     0.8
Animal05	Dose1B	1	     0.0	    60.0	49	    33.5	     0.0	101	    20.6	   362.3	73	     5.0	   635.8	0	     0.0
Animal06	Dose1B	0	     0.0	    60.0	96	    17.4	     0.0	157	    28.9	   430.7	89	    13.7	   780.4	2	     0.1
Animal06	Dose1B	1	     0.0	    60.0	96	    17.4	     0.0	157	    28.9	   430.7	89	    13.7	   780.4	0	     0.0
Animal07	Dose1C	0	     0.0	    60.0	62	    25.7	     0.0	114	    17.1	   241.6	85	    16.5	  1139.4	14	     0.7
Animal07	Dose1C	1	     0.0	    60.0	62	    25.7	     0.0	114	    17.1	   241.6	85	    16.5	  1139.4	0	     0.0
Animal08	Dose1C	0	     0.0	    60.0	80	    14.0	     0.0	168	    23.4	   370.5	145	    21.9	  1698.8	18	     0.7
Animal08	Dose1C	1	     0.0	    60.0	80	    14.0	     0.0	168	    23.4	   370.5	145	    21.9	  1698.8	0	     0.0
Animal09	Dose1C	0	     0.0	    60.0	81	    13.3	     0.0	177	    27.1	   414.7	145	    19.1	  1208.7	12	     0.5
