C12,Counts
ENSDARG00000000001,0
ENSDARG00000000002,11
ENSDARG00000000018,4
ENSDARG00000000019,5
ENSDARG00000000068,2
ENSDARG00000000069,10
ENSDARG00000000086,9
ENSDARG00000000103,73
ENSDARG00000000142,0
ENSDARG00000000151,58
ENSDARG00000000161,4
ENSDARG00000000175,3
ENSDARG00000000183,0
ENSDARG00000000189,13
ENSDARG00000000212,21
ENSDARG00000000229,0
ENSDARG00000000241,11
ENSDARG00000000349,0
ENSDARG00000000369,0
ENSDARG00000000370,79
ENSDARG00000000380,6
ENSDARG00000000394,32
ENSDARG00000000423,7
ENSDARG00000000442,0
ENSDARG00000000460,0
ENSDARG00000000472,39
ENSDARG00000000474,0
ENSDARG00000000476,0
ENSDARG00000000489,10
ENSDARG00000000503,106
ENSDARG00000000516,0
ENSDARG00000000529,9
ENSDARG00000000540,2
ENSDARG00000000542,2
ENSDARG00000000551,11
ENSDARG00000000563,5200
ENSDARG00000000567,28
ENSDARG00000000568,12
ENSDARG00000000588,0
ENSDARG00000000606,6
ENSDARG00000000631,344
ENSDARG00000000638,0
ENSDARG00000000651,1
ENSDARG00000000656,0
ENSDARG00000000666,0
ENSDARG00000000690,3
ENSDARG00000000729,6
ENSDARG00000000730,8
ENSDARG00000000747,0
ENSDARG00000000760,0
ENSDARG00000000767,0
ENSDARG00000000779,11
ENSDARG00000000796,0
ENSDARG00000000804,0
ENSDARG00000000830,0
ENSDARG00000000837,1
ENSDARG00000000853,13
ENSDARG00000000857,0
ENSDARG00000000861,57
ENSDARG00000000887,0
ENSDARG00000000906,0
ENSDARG00000000935,2
ENSDARG00000000943,0
ENSDARG00000000966,108
ENSDARG00000001014,40
ENSDARG00000001015,9
ENSDARG00000001057,0
ENSDARG00000001127,40
ENSDARG00000001129,14
ENSDARG00000001154,34
ENSDARG00000001162,42
ENSDARG00000001169,0
ENSDARG00000001210,0
ENSDARG00000001220,0
ENSDARG00000001234,12
ENSDARG00000001241,44
ENSDARG00000001244,45
ENSDARG00000001249,0
ENSDARG00000001259,0
ENSDARG00000001303,0
ENSDARG00000001313,18
ENSDARG00000001354,0
ENSDARG00000001414,2
ENSDARG00000001431,160
ENSDARG00000001437,26
ENSDARG00000001442,0
ENSDARG00000001447,1
ENSDARG00000001452,0
ENSDARG00000001463,34
ENSDARG00000001470,3
ENSDARG00000001498,0
ENSDARG00000001549,10
ENSDARG00000001557,0
ENSDARG00000001558,33
ENSDARG00000001559,67
ENSDARG00000001572,0
ENSDARG00000001578,6
ENSDARG00000001621,0
ENSDARG00000001634,4
ENSDARG00000001656,0
ENSDARG00000001676,16
ENSDARG00000001686,0
ENSDARG00000001710,31
ENSDARG00000001712,2
ENSDARG00000001721,0
ENSDARG00000001729,25
ENSDARG00000001733,0
ENSDARG00000001734,3
ENSDARG00000001754,0
ENSDARG00000001760,7
ENSDARG00000001767,0
ENSDARG00000001769,0
ENSDARG00000001771,0
ENSDARG00000001776,0
ENSDARG00000001777,21
ENSDARG00000001781,0
ENSDARG00000001782,1
ENSDARG00000001785,0
ENSDARG00000001788,22
ENSDARG00000001803,3
ENSDARG00000001804,0
ENSDARG00000001807,15
ENSDARG00000001817,7
ENSDARG00000001818,34
ENSDARG00000001825,0
ENSDARG00000001829,20
ENSDARG00000001835,11
ENSDARG00000001857,21
ENSDARG00000001859,0
ENSDARG00000001870,115
ENSDARG00000001873,5
ENSDARG00000001879,2
ENSDARG00000001880,1
ENSDARG00000001881,0
ENSDARG00000001882,7
ENSDARG00000001888,8
ENSDARG00000001889,34
ENSDARG00000001890,23
ENSDARG00000001891,0
ENSDARG00000001897,4
ENSDARG00000001898,0
ENSDARG00000001906,0
ENSDARG00000001909,0
ENSDARG00000001910,15
ENSDARG00000001912,10
ENSDARG00000001913,19
ENSDARG00000001929,0
ENSDARG00000001930,4
ENSDARG00000001933,0
ENSDARG00000001937,0
ENSDARG00000001939,0
ENSDARG00000001940,0
ENSDARG00000001950,18
ENSDARG00000001953,2
ENSDARG00000001968,5
ENSDARG00000001969,0
ENSDARG00000001971,4
ENSDARG00000001975,0
ENSDARG00000001976,0
ENSDARG00000001993,8
ENSDARG00000001994,65
ENSDARG00000001999,4
ENSDARG00000002002,0
ENSDARG00000002006,4
ENSDARG00000002013,11
ENSDARG00000002016,0
ENSDARG00000002020,7
ENSDARG00000002021,0
ENSDARG00000002026,28
ENSDARG00000002031,0
ENSDARG00000002037,8
ENSDARG00000002060,0
ENSDARG00000002071,6
ENSDARG00000002077,5
ENSDARG00000002082,19
ENSDARG00000002084,0
ENSDARG00000002097,0
ENSDARG00000002127,42
ENSDARG00000002128,0
ENSDARG00000002131,25
ENSDARG00000002165,0
ENSDARG00000002167,14
ENSDARG00000002168,0
ENSDARG00000002172,0
ENSDARG00000002174,0
ENSDARG00000002184,0
ENSDARG00000002190,19
ENSDARG00000002192,0
ENSDARG00000002193,165
ENSDARG00000002194,0
ENSDARG00000002196,0
ENSDARG00000002197,0
ENSDARG00000002204,8
ENSDARG00000002210,0
ENSDARG00000002213,0
ENSDARG00000002215,4
ENSDARG00000002216,1
ENSDARG00000002217,27
ENSDARG00000002219,0
ENSDARG00000002220,0
ENSDARG00000002230,14
ENSDARG00000002231,0
ENSDARG00000002235,16
ENSDARG00000002240,1
ENSDARG00000002241,1
ENSDARG00000002249,0
ENSDARG00000002255,12
ENSDARG00000002259,0
ENSDARG00000002264,0
ENSDARG00000002267,2
ENSDARG00000002271,32
ENSDARG00000002285,0
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,0
ENSDARG00000002299,0
ENSDARG00000002300,0
ENSDARG00000002304,0
ENSDARG00000002305,6
ENSDARG00000002311,0
ENSDARG00000002330,0
ENSDARG00000002332,5
ENSDARG00000002333,23
ENSDARG00000002336,55
ENSDARG00000002339,0
ENSDARG00000002344,58
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,4
ENSDARG00000002365,0
ENSDARG00000002369,0
ENSDARG00000002377,0
ENSDARG00000002385,0
ENSDARG00000002391,0
ENSDARG00000002394,0
ENSDARG00000002396,0
ENSDARG00000002401,0
ENSDARG00000002402,0
ENSDARG00000002403,11
ENSDARG00000002405,15
ENSDARG00000002406,0
ENSDARG00000002411,3
ENSDARG00000002445,0
ENSDARG00000002463,0
ENSDARG00000002467,0
ENSDARG00000002479,0
ENSDARG00000002483,4
ENSDARG00000002487,0
ENSDARG00000002494,1
ENSDARG00000002506,0
ENSDARG00000002507,1
ENSDARG00000002508,23
ENSDARG00000002509,0
ENSDARG00000002510,0
ENSDARG00000002523,2
ENSDARG00000002533,0
ENSDARG00000002536,22
ENSDARG00000002538,10
ENSDARG00000002546,0
ENSDARG00000002549,0
ENSDARG00000002552,25
ENSDARG00000002564,0
ENSDARG00000002571,0
ENSDARG00000002576,4
ENSDARG00000002582,9
ENSDARG00000002587,28
ENSDARG00000002589,19
ENSDARG00000002591,4
ENSDARG00000002593,0
ENSDARG00000002597,0
ENSDARG00000002600,10
ENSDARG00000002601,0
ENSDARG00000002607,0
ENSDARG00000002609,14
ENSDARG00000002613,0
ENSDARG00000002632,0
ENSDARG00000002634,4
ENSDARG00000002635,0
ENSDARG00000002642,0
ENSDARG00000002644,36
ENSDARG00000002656,41
ENSDARG00000002659,5
ENSDARG00000002663,5
ENSDARG00000002666,0
ENSDARG00000002670,9
ENSDARG00000002682,2
ENSDARG00000002685,0
ENSDARG00000002690,0
ENSDARG00000002696,95
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,58
ENSDARG00000002720,0
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,15
ENSDARG00000002732,1
ENSDARG00000002745,33
ENSDARG00000002748,0
ENSDARG00000002750,0
ENSDARG00000002754,0
ENSDARG00000002758,155
ENSDARG00000002760,0
ENSDARG00000002764,5
ENSDARG00000002768,288
ENSDARG00000002771,0
ENSDARG00000002779,0
ENSDARG00000002787,28
ENSDARG00000002790,2
ENSDARG00000002791,113
ENSDARG00000002792,6
ENSDARG00000002795,9
ENSDARG00000002797,0
ENSDARG00000002798,16
ENSDARG00000002816,8
ENSDARG00000002826,0
ENSDARG00000002830,0
ENSDARG00000002831,0
ENSDARG00000002840,10
ENSDARG00000002847,0
ENSDARG00000002872,12
ENSDARG00000002877,47
ENSDARG00000002880,10
ENSDARG00000002894,0
ENSDARG00000002897,18
ENSDARG00000002909,0
ENSDARG00000002912,0
ENSDARG00000002916,14
ENSDARG00000002917,3
ENSDARG00000002933,0
ENSDARG00000002937,39
ENSDARG00000002945,10
ENSDARG00000002947,10
ENSDARG00000002949,26
ENSDARG00000002952,23
ENSDARG00000002956,1
ENSDARG00000002959,0
ENSDARG00000002967,5
ENSDARG00000002968,2
ENSDARG00000002970,3
ENSDARG00000002971,0
ENSDARG00000002986,0
ENSDARG00000002988,19
ENSDARG00000002991,0
ENSDARG00000002994,4
ENSDARG00000003008,10
ENSDARG00000003017,0
ENSDARG00000003020,0
ENSDARG00000003021,65
ENSDARG00000003022,0
ENSDARG00000003027,0
ENSDARG00000003032,74
ENSDARG00000003035,37
ENSDARG00000003041,0
ENSDARG00000003046,0
ENSDARG00000003054,0
ENSDARG00000003058,4
ENSDARG00000003061,0
ENSDARG00000003068,1
ENSDARG00000003069,0
ENSDARG00000003077,15
ENSDARG00000003081,465
ENSDARG00000003084,0
ENSDARG00000003085,0
ENSDARG00000003087,17
ENSDARG00000003090,0
ENSDARG00000003091,0
ENSDARG00000003098,43
ENSDARG00000003109,11
ENSDARG00000003113,17
ENSDARG00000003127,7
ENSDARG00000003132,0
ENSDARG00000003142,4
ENSDARG00000003144,0
ENSDARG00000003146,0
ENSDARG00000003151,49
ENSDARG00000003153,0
ENSDARG00000003157,1
ENSDARG00000003165,1
ENSDARG00000003167,0
ENSDARG00000003169,38
ENSDARG00000003175,0
ENSDARG00000003181,0
ENSDARG00000003189,17
ENSDARG00000003193,0
ENSDARG00000003197,0
ENSDARG00000003200,0
ENSDARG00000003203,17
ENSDARG00000003205,19
ENSDARG00000003206,0
ENSDARG00000003207,0
ENSDARG00000003208,10
ENSDARG00000003210,3
ENSDARG00000003213,41
ENSDARG00000003216,1
ENSDARG00000003217,0
ENSDARG00000003219,0
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,0
ENSDARG00000003250,0
ENSDARG00000003251,21
ENSDARG00000003257,0
ENSDARG00000003259,0
ENSDARG00000003269,15
ENSDARG00000003270,0
ENSDARG00000003281,0
ENSDARG00000003287,0
ENSDARG00000003290,7
ENSDARG00000003293,21
ENSDARG00000003303,0
ENSDARG00000003307,9
ENSDARG00000003308,14
ENSDARG00000003311,31
ENSDARG00000003313,0
ENSDARG00000003320,4
ENSDARG00000003326,0
ENSDARG00000003328,14
ENSDARG00000003344,0
ENSDARG00000003373,0
ENSDARG00000003375,0
ENSDARG00000003380,0
ENSDARG00000003381,3
ENSDARG00000003382,0
ENSDARG00000003383,27
ENSDARG00000003395,8
ENSDARG00000003398,4
ENSDARG00000003399,0
ENSDARG00000003403,8
ENSDARG00000003411,9
ENSDARG00000003414,0
ENSDARG00000003420,0
ENSDARG00000003421,16
ENSDARG00000003429,30
ENSDARG00000003444,0
ENSDARG00000003446,6
ENSDARG00000003449,3
ENSDARG00000003462,49
ENSDARG00000003469,3
ENSDARG00000003475,0
ENSDARG00000003486,17
ENSDARG00000003487,1
ENSDARG00000003495,119
ENSDARG00000003512,17
ENSDARG00000003517,0
ENSDARG00000003519,0
ENSDARG00000003520,10
ENSDARG00000003523,0
ENSDARG00000003526,0
ENSDARG00000003527,0
ENSDARG00000003531,5
ENSDARG00000003533,0
ENSDARG00000003544,8
ENSDARG00000003553,0
ENSDARG00000003564,0
ENSDARG00000003570,54
ENSDARG00000003573,2
ENSDARG00000003576,0
ENSDARG00000003584,2
ENSDARG00000003592,0
ENSDARG00000003599,393
ENSDARG00000003607,3
ENSDARG00000003615,0
ENSDARG00000003616,0
ENSDARG00000003631,25
ENSDARG00000003632,0
ENSDARG00000003635,0
ENSDARG00000003641,0
ENSDARG00000003642,5
ENSDARG00000003655,101
ENSDARG00000003675,0
ENSDARG00000003680,34
ENSDARG00000003681,37
ENSDARG00000003684,1
ENSDARG00000003693,0
ENSDARG00000003695,69
ENSDARG00000003697,0
ENSDARG00000003699,17
ENSDARG00000003701,0
ENSDARG00000003705,21
ENSDARG00000003706,9
ENSDARG00000003732,0
ENSDARG00000003749,3
ENSDARG00000003750,3
ENSDARG00000003751,1
ENSDARG00000003754,0
ENSDARG00000003757,0
ENSDARG00000003769,11
ENSDARG00000003776,6
ENSDARG00000003779,14
ENSDARG00000003789,6
ENSDARG00000003795,142
ENSDARG00000003797,0
ENSDARG00000003803,0
ENSDARG00000003808,0
ENSDARG00000003811,1
ENSDARG00000003818,5
ENSDARG00000003820,10
ENSDARG00000003822,0
ENSDARG00000003827,3
ENSDARG00000003829,32
ENSDARG00000003835,42
ENSDARG00000003841,0
ENSDARG00000003845,14
ENSDARG00000003846,0
ENSDARG00000003854,29
ENSDARG00000003860,0
ENSDARG00000003865,22
ENSDARG00000003866,0
ENSDARG00000003867,0
ENSDARG00000003869,0
ENSDARG00000003872,0
ENSDARG00000003877,25
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,1
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,8
ENSDARG00000003920,14
ENSDARG00000003925,0
ENSDARG00000003927,15
ENSDARG00000003931,1
ENSDARG00000003934,0
ENSDARG00000003938,16
ENSDARG00000003940,0
ENSDARG00000003941,0
ENSDARG00000003944,0
ENSDARG00000003952,19
ENSDARG00000003961,0
ENSDARG00000003963,12
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,0
ENSDARG00000003971,0
ENSDARG00000003973,0
ENSDARG00000003974,9
ENSDARG00000003977,0
ENSDARG00000003984,9
ENSDARG00000003989,28
ENSDARG00000003991,3
ENSDARG00000003994,2
ENSDARG00000003998,3
ENSDARG00000004015,0
ENSDARG00000004017,1
ENSDARG00000004018,0
ENSDARG00000004023,38
ENSDARG00000004034,8
ENSDARG00000004037,1
ENSDARG00000004046,0
ENSDARG00000004049,7
ENSDARG00000004051,0
ENSDARG00000004055,18
ENSDARG00000004059,0
ENSDARG00000004060,50
ENSDARG00000004074,16
ENSDARG00000004078,17
ENSDARG00000004082,0
ENSDARG00000004094,31
ENSDARG00000004105,6
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,0
ENSDARG00000004115,7
ENSDARG00000004130,0
ENSDARG00000004131,0
ENSDARG00000004132,21
ENSDARG00000004150,0
ENSDARG00000004151,1
ENSDARG00000004154,0
ENSDARG00000004158,77
ENSDARG00000004160,0
ENSDARG00000004161,7
ENSDARG00000004167,0
ENSDARG00000004169,7
ENSDARG00000004171,1
ENSDARG00000004173,30
ENSDARG00000004174,261
ENSDARG00000004176,0
ENSDARG00000004177,1
ENSDARG00000004184,25
ENSDARG00000004187,0
ENSDARG00000004189,1
ENSDARG00000004196,5
ENSDARG00000004199,0
ENSDARG00000004204,5
ENSDARG00000004211,15
ENSDARG00000004218,4
ENSDARG00000004219,0
ENSDARG00000004227,8
ENSDARG00000004232,0
ENSDARG00000004243,1
ENSDARG00000004246,34
ENSDARG00000004251,0
ENSDARG00000004256,0
ENSDARG00000004260,0
ENSDARG00000004261,7
ENSDARG00000004262,1
ENSDARG00000004270,0
ENSDARG00000004274,0
ENSDARG00000004280,3
ENSDARG00000004282,7
ENSDARG00000004291,0
ENSDARG00000004296,0
ENSDARG00000004297,10
ENSDARG00000004301,0
ENSDARG00000004302,5
ENSDARG00000004305,0
ENSDARG00000004306,0
ENSDARG00000004307,0
ENSDARG00000004308,0
ENSDARG00000004311,5
ENSDARG00000004318,0
ENSDARG00000004322,0
ENSDARG00000004325,0
ENSDARG00000004328,0
ENSDARG00000004336,3
ENSDARG00000004343,0
ENSDARG00000004358,0
ENSDARG00000004363,4
ENSDARG00000004372,0
ENSDARG00000004377,93
ENSDARG00000004378,0
ENSDARG00000004386,0
ENSDARG00000004392,0
ENSDARG00000004396,0
ENSDARG00000004402,0
ENSDARG00000004405,0
ENSDARG00000004406,1
ENSDARG00000004415,26
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,0
ENSDARG00000004445,0
ENSDARG00000004447,0
ENSDARG00000004451,0
ENSDARG00000004452,51
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,3
ENSDARG00000004470,19
ENSDARG00000004472,17
ENSDARG00000004473,4
ENSDARG00000004492,4
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,25
ENSDARG00000004517,3
ENSDARG00000004525,6
ENSDARG00000004527,2
ENSDARG00000004529,0
ENSDARG00000004537,111
ENSDARG00000004539,0
ENSDARG00000004561,8
ENSDARG00000004574,1
ENSDARG00000004576,7
ENSDARG00000004580,9
ENSDARG00000004581,8
ENSDARG00000004586,0
ENSDARG00000004587,3
ENSDARG00000004588,85
ENSDARG00000004592,9
ENSDARG00000004594,2
ENSDARG00000004597,6
ENSDARG00000004598,0
ENSDARG00000004616,0
ENSDARG00000004618,0
ENSDARG00000004621,52
ENSDARG00000004627,0
ENSDARG00000004632,0
ENSDARG00000004633,0
ENSDARG00000004634,7
ENSDARG00000004635,17
ENSDARG00000004636,6
ENSDARG00000004643,13
ENSDARG00000004647,0
ENSDARG00000004648,0
ENSDARG00000004658,0
ENSDARG00000004672,14
ENSDARG00000004680,3
ENSDARG00000004687,0
ENSDARG00000004692,15
ENSDARG00000004695,1
ENSDARG00000004696,0
ENSDARG00000004697,2
ENSDARG00000004702,10
ENSDARG00000004706,3
ENSDARG00000004712,17
ENSDARG00000004713,0
ENSDARG00000004714,10
ENSDARG00000004721,3
ENSDARG00000004724,11
ENSDARG00000004726,3
ENSDARG00000004735,47
ENSDARG00000004745,0
ENSDARG00000004748,12
ENSDARG00000004753,0
ENSDARG00000004754,0
ENSDARG00000004757,178
ENSDARG00000004763,0
ENSDARG00000004771,11
ENSDARG00000004774,17
ENSDARG00000004782,9
ENSDARG00000004785,16
ENSDARG00000004789,22
ENSDARG00000004794,0
ENSDARG00000004796,3
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,85
ENSDARG00000004836,24
ENSDARG00000004840,2
ENSDARG00000004843,1
ENSDARG00000004851,0
ENSDARG00000004861,5
ENSDARG00000004864,0
ENSDARG00000004866,6
ENSDARG00000004869,0
ENSDARG00000004870,17
ENSDARG00000004871,7
ENSDARG00000004874,0
ENSDARG00000004875,0
ENSDARG00000004877,10
ENSDARG00000004880,0
ENSDARG00000004889,0
ENSDARG00000004891,7
ENSDARG00000004898,0
ENSDARG00000004904,0
ENSDARG00000004906,7
ENSDARG00000004925,0
ENSDARG00000004930,86
ENSDARG00000004931,21
ENSDARG00000004932,0
ENSDARG00000004937,0
ENSDARG00000004939,3
ENSDARG00000004948,33
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,6
ENSDARG00000004964,0
ENSDARG00000004979,1
ENSDARG00000004988,6
ENSDARG00000005002,0
ENSDARG00000005004,0
ENSDARG00000005010,0
ENSDARG00000005015,29
ENSDARG00000005023,8
ENSDARG00000005026,22
ENSDARG00000005034,0
ENSDARG00000005049,0
ENSDARG00000005050,0
ENSDARG00000005057,0
ENSDARG00000005058,3
ENSDARG00000005078,0
ENSDARG00000005085,11
ENSDARG00000005092,0
ENSDARG00000005095,0
ENSDARG00000005098,2
ENSDARG00000005104,5
ENSDARG00000005108,13
