C6,Counts
ENSDARG00000000001,0
ENSDARG00000000002,45
ENSDARG00000000018,43
ENSDARG00000000019,114
ENSDARG00000000068,11
ENSDARG00000000069,176
ENSDARG00000000086,206
ENSDARG00000000103,354
ENSDARG00000000142,0
ENSDARG00000000151,134
ENSDARG00000000161,27
ENSDARG00000000175,11
ENSDARG00000000183,165
ENSDARG00000000189,155
ENSDARG00000000212,363
ENSDARG00000000229,61
ENSDARG00000000241,95
ENSDARG00000000349,3
ENSDARG00000000369,0
ENSDARG00000000370,309
ENSDARG00000000380,42
ENSDARG00000000394,113
ENSDARG00000000423,12
ENSDARG00000000442,4
ENSDARG00000000460,0
ENSDARG00000000472,36
ENSDARG00000000474,0
ENSDARG00000000476,17
ENSDARG00000000489,47
ENSDARG00000000503,860
ENSDARG00000000516,0
ENSDARG00000000529,14
ENSDARG00000000540,28
ENSDARG00000000542,4
ENSDARG00000000551,30
ENSDARG00000000563,43628
ENSDARG00000000567,151
ENSDARG00000000568,93
ENSDARG00000000588,0
ENSDARG00000000606,7
ENSDARG00000000631,33
ENSDARG00000000638,0
ENSDARG00000000651,0
ENSDARG00000000656,0
ENSDARG00000000666,46
ENSDARG00000000690,6
ENSDARG00000000729,73
ENSDARG00000000730,15
ENSDARG00000000747,2
ENSDARG00000000760,4
ENSDARG00000000767,4
ENSDARG00000000779,93
ENSDARG00000000796,6
ENSDARG00000000804,9
ENSDARG00000000830,0
ENSDARG00000000837,49
ENSDARG00000000853,33
ENSDARG00000000857,9
ENSDARG00000000861,160
ENSDARG00000000887,1
ENSDARG00000000906,0
ENSDARG00000000935,15
ENSDARG00000000943,77
ENSDARG00000000966,1288
ENSDARG00000001014,429
ENSDARG00000001015,82
ENSDARG00000001057,77
ENSDARG00000001127,139
ENSDARG00000001129,262
ENSDARG00000001154,46
ENSDARG00000001162,101
ENSDARG00000001169,0
ENSDARG00000001210,10
ENSDARG00000001220,290
ENSDARG00000001234,125
ENSDARG00000001241,94
ENSDARG00000001244,379
ENSDARG00000001249,11
ENSDARG00000001259,3
ENSDARG00000001303,0
ENSDARG00000001313,16
ENSDARG00000001354,0
ENSDARG00000001414,11
ENSDARG00000001431,1037
ENSDARG00000001437,0
ENSDARG00000001442,33
ENSDARG00000001447,29
ENSDARG00000001452,22
ENSDARG00000001463,35
ENSDARG00000001470,44
ENSDARG00000001498,5
ENSDARG00000001549,50
ENSDARG00000001557,15
ENSDARG00000001558,16
ENSDARG00000001559,103
ENSDARG00000001572,0
ENSDARG00000001578,43
ENSDARG00000001621,38
ENSDARG00000001634,194
ENSDARG00000001656,0
ENSDARG00000001676,98
ENSDARG00000001686,4
ENSDARG00000001710,155
ENSDARG00000001712,5
ENSDARG00000001721,0
ENSDARG00000001729,160
ENSDARG00000001733,16
ENSDARG00000001734,31
ENSDARG00000001754,0
