E3,Counts
ENSDARG00000000001,1
ENSDARG00000000002,50
ENSDARG00000000018,25
ENSDARG00000000019,119
ENSDARG00000000068,27
ENSDARG00000000069,191
ENSDARG00000000086,263
ENSDARG00000000103,325
ENSDARG00000000142,19
ENSDARG00000000151,72
ENSDARG00000000161,35
ENSDARG00000000175,5
ENSDARG00000000183,90
ENSDARG00000000189,176
ENSDARG00000000212,626
ENSDARG00000000229,38
ENSDARG00000000241,75
ENSDARG00000000349,3
ENSDARG00000000369,0
ENSDARG00000000370,164
ENSDARG00000000380,29
ENSDARG00000000394,123
ENSDARG00000000423,10
ENSDARG00000000442,13
ENSDARG00000000460,0
ENSDARG00000000472,53
ENSDARG00000000474,0
ENSDARG00000000476,14
ENSDARG00000000489,103
ENSDARG00000000503,465
ENSDARG00000000516,0
ENSDARG00000000529,15
ENSDARG00000000540,98
ENSDARG00000000542,38
ENSDARG00000000551,61
ENSDARG00000000563,29371
ENSDARG00000000567,38
ENSDARG00000000568,61
ENSDARG00000000588,4
ENSDARG00000000606,13
ENSDARG00000000631,63
ENSDARG00000000638,0
ENSDARG00000000651,13
ENSDARG00000000656,0
ENSDARG00000000666,52
ENSDARG00000000690,1
ENSDARG00000000729,55
ENSDARG00000000730,14
ENSDARG00000000747,6
ENSDARG00000000760,23
ENSDARG00000000767,33
ENSDARG00000000779,135
ENSDARG00000000796,20
ENSDARG00000000804,5
ENSDARG00000000830,28
ENSDARG00000000837,43
ENSDARG00000000853,20
ENSDARG00000000857,34
ENSDARG00000000861,383
ENSDARG00000000887,4
ENSDARG00000000906,9
ENSDARG00000000935,8
ENSDARG00000000943,82
ENSDARG00000000966,442
ENSDARG00000001014,684
ENSDARG00000001015,108
ENSDARG00000001057,39
ENSDARG00000001127,69
ENSDARG00000001129,192
ENSDARG00000001154,51
ENSDARG00000001162,141
ENSDARG00000001169,0
ENSDARG00000001210,4
ENSDARG00000001220,191
ENSDARG00000001234,17
ENSDARG00000001241,144
ENSDARG00000001244,407
ENSDARG00000001249,21
ENSDARG00000001259,9
ENSDARG00000001303,0
ENSDARG00000001313,66
ENSDARG00000001354,4
ENSDARG00000001414,19
ENSDARG00000001431,874
ENSDARG00000001437,26
ENSDARG00000001442,20
ENSDARG00000001447,23
ENSDARG00000001452,9
ENSDARG00000001463,95
ENSDARG00000001470,109
ENSDARG00000001498,0
ENSDARG00000001549,153
ENSDARG00000001557,22
ENSDARG00000001558,54
ENSDARG00000001559,241
ENSDARG00000001572,0
ENSDARG00000001578,63
ENSDARG00000001621,46
ENSDARG00000001634,140
ENSDARG00000001656,0
ENSDARG00000001676,100
ENSDARG00000001686,11
ENSDARG00000001710,117
ENSDARG00000001712,11
ENSDARG00000001721,0
ENSDARG00000001729,225
ENSDARG00000001733,17
ENSDARG00000001734,23
ENSDARG00000001754,68
ENSDARG00000001760,74
ENSDARG00000001767,2
ENSDARG00000001769,77
ENSDARG00000001771,0
ENSDARG00000001776,11
ENSDARG00000001777,106
ENSDARG00000001781,7
ENSDARG00000001782,0
ENSDARG00000001785,20
ENSDARG00000001788,212
ENSDARG00000001803,4
ENSDARG00000001804,0
ENSDARG00000001807,51
ENSDARG00000001817,7
ENSDARG00000001818,382
ENSDARG00000001825,6
ENSDARG00000001829,154
ENSDARG00000001835,30
ENSDARG00000001857,232
ENSDARG00000001859,1
ENSDARG00000001870,1245
ENSDARG00000001873,31
ENSDARG00000001879,78
ENSDARG00000001880,21
ENSDARG00000001881,5
ENSDARG00000001882,35
ENSDARG00000001888,60
ENSDARG00000001889,131
ENSDARG00000001890,193
ENSDARG00000001891,9
ENSDARG00000001897,38
ENSDARG00000001898,19
ENSDARG00000001906,5
ENSDARG00000001909,4
ENSDARG00000001910,152
ENSDARG00000001912,15
ENSDARG00000001913,23
ENSDARG00000001929,30
ENSDARG00000001930,17
ENSDARG00000001933,14
ENSDARG00000001937,2
ENSDARG00000001939,25
ENSDARG00000001940,38
ENSDARG00000001950,777
ENSDARG00000001953,16
ENSDARG00000001968,140
ENSDARG00000001969,48
ENSDARG00000001971,12
ENSDARG00000001975,19
ENSDARG00000001976,9
ENSDARG00000001993,285
ENSDARG00000001994,174
ENSDARG00000001999,39
ENSDARG00000002002,28
ENSDARG00000002006,49
ENSDARG00000002013,92
ENSDARG00000002016,4
ENSDARG00000002020,20
ENSDARG00000002021,64
ENSDARG00000002026,41
ENSDARG00000002031,0
ENSDARG00000002037,122
ENSDARG00000002060,0
ENSDARG00000002071,109
ENSDARG00000002077,28
ENSDARG00000002082,108
ENSDARG00000002084,181
ENSDARG00000002097,13
ENSDARG00000002127,101
ENSDARG00000002128,32
ENSDARG00000002131,129
ENSDARG00000002165,9
ENSDARG00000002167,62
ENSDARG00000002168,19
ENSDARG00000002172,6
ENSDARG00000002174,1
ENSDARG00000002184,19
ENSDARG00000002190,179
ENSDARG00000002192,48
ENSDARG00000002193,783
ENSDARG00000002194,0
ENSDARG00000002196,59
ENSDARG00000002197,120
ENSDARG00000002204,18
ENSDARG00000002210,30
ENSDARG00000002213,16
ENSDARG00000002215,29
ENSDARG00000002216,34
ENSDARG00000002217,88
ENSDARG00000002219,15
ENSDARG00000002220,29
ENSDARG00000002230,102
ENSDARG00000002231,31
ENSDARG00000002235,208
ENSDARG00000002240,49
ENSDARG00000002241,1
ENSDARG00000002249,33
ENSDARG00000002255,67
ENSDARG00000002259,0
ENSDARG00000002264,13
ENSDARG00000002267,23
ENSDARG00000002271,113
ENSDARG00000002285,30
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,4
ENSDARG00000002299,15
ENSDARG00000002300,6
ENSDARG00000002304,0
ENSDARG00000002305,99
ENSDARG00000002311,0
ENSDARG00000002330,6
ENSDARG00000002332,67
ENSDARG00000002333,18
ENSDARG00000002336,54
ENSDARG00000002339,0
ENSDARG00000002344,450
ENSDARG00000002347,0
ENSDARG00000002353,4
ENSDARG00000002355,4
ENSDARG00000002362,23
ENSDARG00000002365,55
ENSDARG00000002369,156
ENSDARG00000002377,10
ENSDARG00000002385,59
ENSDARG00000002391,9
ENSDARG00000002394,20
ENSDARG00000002396,137
ENSDARG00000002401,26
ENSDARG00000002402,13
ENSDARG00000002403,70
ENSDARG00000002405,34
ENSDARG00000002406,0
ENSDARG00000002411,40
ENSDARG00000002445,19
ENSDARG00000002463,14
ENSDARG00000002467,6
ENSDARG00000002479,28
ENSDARG00000002483,12
ENSDARG00000002487,33
ENSDARG00000002494,52
ENSDARG00000002506,13
ENSDARG00000002507,28
ENSDARG00000002508,10
ENSDARG00000002509,4
ENSDARG00000002510,8
ENSDARG00000002523,62
ENSDARG00000002533,5
ENSDARG00000002536,95
ENSDARG00000002538,94
ENSDARG00000002546,25
ENSDARG00000002549,18
ENSDARG00000002552,108
ENSDARG00000002564,63
ENSDARG00000002571,53
ENSDARG00000002576,18
ENSDARG00000002582,30
ENSDARG00000002587,214
ENSDARG00000002589,381
ENSDARG00000002591,38
ENSDARG00000002593,0
ENSDARG00000002597,0
ENSDARG00000002600,67
ENSDARG00000002601,1
ENSDARG00000002607,22
ENSDARG00000002609,3
ENSDARG00000002613,0
ENSDARG00000002632,70
ENSDARG00000002634,13
ENSDARG00000002635,96
ENSDARG00000002642,30
ENSDARG00000002644,55
ENSDARG00000002656,57
ENSDARG00000002659,49
ENSDARG00000002663,17
ENSDARG00000002666,16
ENSDARG00000002670,66
ENSDARG00000002682,85
