"","diff","lwr.ci","upr.ci","pval"
"0.1-0",1.34378908518015,-31.6491870341138,34.3367652044741,0.999989420093162
"1-0",10.2461870113745,-22.7467891079194,43.2391631306684,0.885204407426338
"10-0",1.85320374328785,-31.1397723760061,34.8461798625818,0.999948024230984
"100-0",-3.4681274500164,-36.4611035693103,29.5248486692775,0.998898273561027
"1000-0",-28.2308804835576,-61.2238566028516,4.76209563573627,0.116223442397758
