"","diff","lwr.ci","upr.ci","pval"
"0.01-0",-17.4268655431314,-46.9323244591993,12.0785933729364,0.407997856173198
"0.1-0",-12.9019226561811,-42.407381572249,16.6035362598867,0.68030277034299
"1-0",-18.751124028292,-48.2565829443599,10.7543348877758,0.339819274007008
"10-0",-4.62644853401929,-34.1319074500871,24.8790103820486,0.992884454681459
"100-0",-28.2715558348074,-57.7770147508753,1.2339030812604,0.0644296726325079
