	dose_0.003.dose_0.0003	dose_0.03.dose_0.0003	dose_0.3.dose_0.0003	dose_3.dose_0.0003	AveExpr	F	P.Value	adj.P.Val
ENSDARG00000041569	0.0531625466666679	-0.0708183066666628	0.0976509233333367	-1.10925679333333	12.8600672273333	22.6196962381268	9.77826012397727e-06	0.055424921052094
ENSDARG00000018846	0.358322188000001	0.197956785000001	0.276607363333335	-1.14388984666667	8.33754406493333	21.4325739522584	1.31682581314438e-05	0.055424921052094
ENSDARG00000099525	-0.104610678666665	0.0866034050000017	0.184083061666669	-1.13994689266666	8.80348929473333	19.3375611441909	2.30803148303052e-05	0.055424921052094
ENSDARG00000109902	-0.121197054666665	-0.189053346333333	0.132390210666669	-0.607929901333333	7.78543135233333	19.0957250548953	2.47049308404005e-05	0.055424921052094
ENSDARG00000101629	-0.00276563999999802	0.109349863333335	0.0168938233333336	-1.171368341	10.7854507444667	19.0022372372488	2.53680709723897e-05	0.055424921052094
ENSDARG00000104818	0.0962876603333331	0.0662672690000008	0.0669771256666678	-0.909179218333334	8.95327653366667	18.2866415501395	3.11842497667421e-05	0.055424921052094
ENSDARG00000104434	1.12329139633333	0.984440786333333	0.810759198333332	0.742492410666665	5.54829829033333	18.2004221721285	3.19839363462429e-05	0.055424921052094
ENSDARG00000040747	-0.0607741033333333	0.0182716033333339	-0.0609503633333315	-0.935805090000001	11.5486591693333	18.1907340398407	3.20752645610608e-05	0.055424921052094
ENSDARG00000100406	0.282007056666663	0.0120688299999951	0.190018176666664	-0.922173730000003	11.5772279333333	17.8843361954068	3.51251040914985e-05	0.055424921052094
ENSDARG00000070584	-0.194601863000001	-0.140800854333333	-0.0937162006666661	-0.972475545	8.73186220806667	17.7640200192033	3.64133122340356e-05	0.055424921052094
ENSDARG00000093043	0.193169420666669	0.122485420333336	0.25892723766667	-0.979877720999998	7.0157390922	17.046515950728	4.53307441310459e-05	0.055424921052094
ENSDARG00000093068	0.390247495666666	0.1899038	0.416942027333333	-0.930747177000001	9.25465067953333	16.8631301994831	4.79989930457474e-05	0.055424921052094
ENSDARG00000071429	0.159479253333332	-0.051367466666667	0.222032690000001	-0.584713749333334	10.6100691521333	16.8483940298258	4.82211600322375e-05	0.055424921052094
ENSDARG00000077872	0.302121357000001	0.0180582250000008	0.0420143043333336	-1.412932009	7.89038997246667	16.7303913800174	5.00436509634338e-05	0.055424921052094
ENSDARG00000039517	0.104530585333332	0.0750621393333315	0.101834404666665	-0.766860906333334	8.15978095093333	16.6614723630156	5.11448071604955e-05	0.055424921052094
ENSDARG00000017444	0.151774318333334	-0.0351682023333328	0.228736999333334	-0.865015447666665	8.58786799753333	16.6385678056941	5.1516938271095e-05	0.055424921052094
ENSDARG00000034862	0.283521884000001	0.123383504666668	0.201962025	-0.695273871666665	8.1290719814	16.5681741777964	5.26803377521047e-05	0.055424921052094
ENSDARG00000090903	0.182639008666666	0.116968557666667	0.129267761	-1.215182648	7.1976555792	16.5568058434293	5.28710532920589e-05	0.055424921052094
ENSDARG00000078757	0.258820091666669	0.119975798000002	0.138902814000001	-0.780276443999998	9.44523671493333	16.3136473353446	5.71475055487264e-05	0.055424921052094
ENSDARG00000093619	0.225563307	-0.120638272333332	-0.0333544239999988	-0.858992000999998	7.11152143326667	15.8851605094094	6.5693996647011e-05	0.055424921052094
ENSDARG00000043843	-0.0467882269999986	0.129965663333332	0.165780959999999	-0.414573820333334	8.66436392486667	15.6107135736966	7.19429813954782e-05	0.055424921052094
ENSDARG00000101726	-0.107166331	0.0585310370000016	0.0321561839999998	-1.23319894866667	8.80441432493333	15.4660634654707	7.55113274655603e-05	0.055424921052094
ENSDARG00000045299	0.0739311736666686	-0.0514639046666652	0.308045639000001	-0.984023324666666	8.194439333	15.1990764952751	8.26481043528258e-05	0.055424921052094
ENSDARG00000004296	0.096398090000001	-0.0605635666666657	0.155544463333335	-0.789754398666666	10.4639840509333	15.1890633576526	8.29305425264556e-05	0.055424921052094
ENSDARG00000056226	-0.0731800619999987	0.102132343333333	0.138782012000001	-1.06442657266667	6.60116662313333	15.1239913675204	8.47933893761992e-05	0.055424921052094
ENSDARG00000007024	0.095822904666667	-0.206319954333333	0.154801021333332	-0.898255539666668	9.90882278173333	14.9814408358947	8.90455827120697e-05	0.055424921052094
ENSDARG00000021004	0.296942792999999	-0.0106275060000005	0.149866917333334	-1.091600804	8.29830652206667	14.9395786646026	9.03406923000004e-05	0.055424921052094
ENSDARG00000044528	0.088676816666668	0.182703033333333	0.130729836666667	-1.13120244333333	10.6675751553333	14.9266301377234	9.07456790439228e-05	0.055424921052094
ENSDARG00000060879	0.175921213999999	0.295264470000001	0.0764957146666667	-1.259522927	8.16088198933333	14.8802890393856	9.22123383281653e-05	0.055424921052094
ENSDARG00000090850	0.0125458700000021	-0.135421893333332	-0.00444605999999759	-0.913155946666663	12.000466384	14.8366559276387	9.36183465947992e-05	0.055424921052094
ENSDARG00000079009	0.228910280000001	0.0751357200000022	0.152013116666668	-0.575814963666666	10.5960343172667	14.5827647581889	0.000102307678841138	0.055424921052094
