	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
ENSDARG00000007436	3.32900771	3.533272694	4.440939781	3.633354105	3.857486495	3.485906469	3.510077807	3.255497327	3.647688298	3.94350887	3.691275609	4.209055576	4.218222477	4.011660028	4.156405295
ENSDARG00000007443	7.021789773	6.788604669	6.785358021	6.962107764	6.758529502	6.930352896	6.537716375	6.500738552	7.049569762	6.390975293	6.992242335	6.742135153	6.593734739	7.134034239	7.251140883
ENSDARG00000007444	7.194350923	7.183040288	7.357687967	7.31691818	7.193685317	7.326275835	7.404963164	7.303077672	7.138969717	7.318124911	6.992242335	7.123811972	7.070654993	7.451948409	7.046751672
ENSDARG00000007449	9.277496135	9.274833393	9.490768462	9.229714338	9.417782947	9.35074629	9.222218122	9.285119296	9.28931414	9.303104138	9.349553784	9.258592426	9.234431963	9.45750903	9.492621566
ENSDARG00000007461	7.335958638	7.066490614	7.598785259	7.124664085	7.29321769	7.388138369	7.578105951	7.311177895	7.561732434	7.060579201	7.294789825	7.451948409	7.085488603	7.159580636	7.29321769
ENSDARG00000007465	4.440939781	4.449689416	4.290580204	4.715465605	4.449689416	4.884516686	4.697894521	4.577279545	4.181382283	5.063133799	4.581372914	4.517791627	4.923103609	4.746451614	4.633623887
ENSDARG00000007477	8.279770616	8.614261574	8.494839473	8.477486173	8.71309927	8.573823851	8.691589423	8.47006439	8.258772547	8.612184652	8.372999263	8.613214414	8.502527877	8.348584796	8.336916083
ENSDARG00000007480	12.43573774	12.41686995	12.13402479	12.34125146	12.64256394	12.44649259	12.22935099	12.62285446	12.36900196	12.08465016	12.06785755	12.39486582	12.43573774	12.42762233	12.39829803
ENSDARG00000007485	9.600771645	9.752220373	9.471941785	9.556557893	9.60604297	9.612582902	9.669673651	9.588972627	9.481787284	9.629986769	9.749497104	9.689521123	9.562094765	9.479160791	9.494696956
ENSDARG00000007494	5.975139176	6.00082094	6.444818697	6.354460036	6.166539932	6.294048102	5.997743125	6.448471497	6.442358726	5.831114679	6.252790584	6.499316888	6.107055846	6.326416422	6.156548693
ENSDARG00000007496	9.33401196	9.39676944	9.249839172	9.298414905	9.48209369	9.339493752	9.580068528	9.390575181	9.24163834	9.575251207	9.376060894	9.277635627	9.310265166	9.146064091	9.106094778
ENSDARG00000007523	10.72731215	10.52849659	10.84061551	10.75256868	10.69810704	10.64528996	10.8430823	10.60103828	10.79950512	10.77132634	10.69991125	10.69568932	10.59968281	10.70676504	10.71827752
ENSDARG00000007531	8.365533835	8.540903588	8.034768729	8.394954577	8.423955554	8.477591518	8.265836315	8.363557195	8.411705513	8.453519323	8.398263901	8.638621006	8.499299464	8.378656711	8.371023066
ENSDARG00000007553	9.608549881	9.742632205	9.93208271	9.577260695	9.474335741	9.938009232	9.729764446	9.608729021	9.728696267	9.945232053	9.438671234	9.793511274	9.477517973	9.526273148	9.86919453
ENSDARG00000007560	6.224962881	6.065202059	6.694803652	5.800536697	6.20790184	6.347867737	6.191460739	6.178051662	6.121344141	6.516941705	6.055202849	6.567985285	6.381183624	5.887968496	6.436106625
ENSDARG00000007561	4.303102075	3.677512217	4.506807765	3.374340435	4.046433973	4.290580204	4.697894521	4.789504708	4.923103609	4.770580705	4.637396122	4.445215136	4.637396122	4.281172552	4.554703179
ENSDARG00000007576	13.27340902	13.40885046	15.16564908	13.37161095	13.06274464	13.58386115	13.97182567	13.6514805	13.17747015	13.89364867	14.59929779	13.77898005	12.84763358	12.9677841	12.95692393
ENSDARG00000007597	7.951220829	8.064881554	7.697917227	7.729451814	7.960866698	8.019019635	7.786170433	7.84118328	7.9349446	7.875825561	8.051335763	7.954202941	7.994885566	8.060917205	7.941223063
ENSDARG00000007601	8.102433666	7.993400377	8.101337103	8.152380181	7.890594856	7.845095118	8.407139243	8.003406938	7.965662721	8.317784919	8.200779979	7.720770619	8.126464429	7.989806237	8.133419143
ENSDARG00000007603	9.17796464	9.374201638	8.913283689	9.347997859	9.50114744	9.281771997	9.260055228	9.234021877	9.327774801	9.233855691	9.073259224	9.262589768	9.320306357	9.213378002	9.054713434
ENSDARG00000007614	7.577136621	7.746941843	7.367669713	7.335666298	7.611874515	7.274160975	7.394166374	7.5012139	7.325430815	7.672142365	7.371519709	7.384675794	7.530189852	7.152060967	7.046751672
ENSDARG00000007624	6.587555088	6.772886281	6.532841991	6.391878395	6.011777558	6.42030366	5.719726911	6.058261052	6.766166516	6.172552662	6.404923315	6.725567584	6.698509237	6.672778324	6.940601451
ENSDARG00000007630	8.142842398	7.794962533	8.048084217	8.207503443	7.883188656	7.874014283	8.11293394	7.979289871	7.820331227	8.066434167	7.954202941	8.172993774	7.921909511	8.01854905	8.065510218
ENSDARG00000007639	9.781175024	9.917977313	9.74511005	10.01272241	9.984490817	9.777398581	9.900981008	9.903610626	9.745825248	9.934484625	9.829859509	9.683070886	9.642805277	9.599726609	9.598559755
ENSDARG00000007654	11.30712947	11.07200489	11.64706269	11.17808219	11.0783825	11.25485221	11.39122266	11.22556725	11.18130668	11.37245469	11.47027168	11.18888084	11.03308248	11.17195975	11.15155024
ENSDARG00000007655	5.057609248	5.881621302	6.567985285	6.391878395	5.909855932	6.157686927	5.997743125	5.627723852	5.979398236	6.098772274	6.569934341	6.067795401	5.920176545	6.265957064	5.724870891
ENSDARG00000007657	7.144947363	7.546688814	6.694803652	7.023138239	7.412862905	7.176161352	6.980256812	7.251140883	7.340975895	6.927937762	7.094348813	7.049569762	7.318124911	7.347098629	7.179365726
ENSDARG00000007663	10.98801371	10.77257426	11.11593131	10.95048986	10.69027665	10.80729333	11.03137122	10.82993144	10.84984175	11.13709879	11.02087446	10.79431204	10.87859727	10.81529357	10.82818755
ENSDARG00000007671	9.117738923	9.240386785	9.09540898	9.497945375	9.304214024	9.492621566	9.497474433	8.815903607	9.260683794	9.662423254	8.861174982	9.21570003	9.34363881	8.639662787	8.847563856
ENSDARG00000007678	11.77548746	11.50933856	11.94219176	11.71535734	11.46332951	11.59093597	11.94418718	11.59201747	11.6647072	11.8496384	11.81959242	11.53585969	11.5846649	11.70510023	11.68495847
ENSDARG00000007682	11.44799848	11.34559278	10.98130101	11.52349904	11.35798836	11.22443484	11.53360564	11.20592044	11.01791431	11.50093692	11.12725394	11.0805948	11.49395954	11.02983339	11.19284384
ENSDARG00000007693	11.02087446	10.35970038	10.23524851	10.91046312	10.36900379	10.61706984	10.83561622	10.9709223	10.49171171	10.70528765	10.52812587	10.78881713	10.88134075	10.71502174	10.74132278
ENSDARG00000007697	12.2639356	11.93658409	12.28633685	12.06656933	12.00823877	12.27130845	11.89391105	12.04739349	12.34388479	11.97160682	12.15495363	12.18042458	12.22325463	12.46575909	12.52857996
ENSDARG00000007708	13.89364867	13.97182567	13.58922201	13.94568862	13.92112675	13.87024502	13.95630953	13.87024502	13.74042044	13.95630953	13.81989883	13.84240996	13.8791974	13.75598475	13.74042044
ENSDARG00000007709	6.090808121	5.976703107	5.979398236	6.531813322	6.326416422	5.985203288	6.537716375	5.972060572	6.158350246	6.023525049	5.884887526	5.821294441	6.461021275	6.597720627	6.646543904
ENSDARG00000007711	7.552622458	7.759693177	7.320869208	7.67956054	8.042350159	7.657157081	7.588049658	7.845827924	7.894520158	7.637235198	7.675403388	7.754566158	7.756618409	8.247203089	7.825948867
ENSDARG00000007715	8.541937945	8.863171754	10.1251521	8.608899116	8.598204912	8.740640679	9.118390154	8.995444038	8.247524223	9.102374968	9.813003441	9.067838327	8.261356775	8.50932305	7.843494386
ENSDARG00000007720	9.072211629	9.183187407	9.045500619	8.90484702	9.084564218	9.151669758	8.733582857	9.028818778	9.254311051	8.891022479	8.931140578	9.271721946	9.266457834	9.271721946	9.215402737
ENSDARG00000007722	7.868478719	7.759693177	7.554023424	7.972843152	7.681859216	8.081702892	7.979907458	7.9349446	7.87418634	7.942133227	7.577136621	7.87418634	7.983704724	7.794600274	8.047295153
ENSDARG00000007723	8.010469883	7.325093342	7.814909711	7.767574615	7.67424578	7.426989366	7.476818701	7.730253158	7.667839584	7.596518879	7.52941172	7.607443406	7.794962533	7.629778292	7.788416571
ENSDARG00000007727	5.935240821	6.307661711	6.342031203	6.114763283	6.622671096	6.593734739	6.732433691	6.569934341	6.326416422	6.234862026	6.264683143	6.674549698	6.095015241	6.009156016	6.220077231
ENSDARG00000007734	6.700278519	6.637236057	6.939916895	6.77955191	6.702952567	7.093709743	6.803389373	6.949704601	6.803389373	6.449468187	6.992242335	6.532841991	6.827825647	7.009029317	6.868414729
ENSDARG00000007737	10.08015196	9.654309389	9.872260208	9.96054779	9.787645074	9.875171233	10.08268946	9.756784379	9.685757008	10.06440952	9.758091594	9.847632535	10.20410713	9.807086953	9.884896013
ENSDARG00000007739	10.61032058	10.73049599	10.48242168	10.81916522	11.06409957	10.96660709	10.66822298	10.77370297	10.94154489	10.6302136	10.46353841	10.96255516	10.78459533	10.480728	10.50644699
ENSDARG00000007744	10.72472293	10.77068291	10.57891394	10.86416184	10.89855328	10.81731399	10.69402892	10.67232511	10.78993544	10.78312733	10.62185608	10.66978248	10.77068291	10.50159274	10.69929692
ENSDARG00000007745	12.25446727	12.22427963	12.3052769	12.14322371	12.21217303	12.33537893	12.02166017	12.29892903	12.34125146	12.09241132	12.22710613	12.30777671	12.28633685	12.39829803	12.40277369
ENSDARG00000007751	5.718082774	5.381207189	5.95167575	5.664814869	5.185380679	5.634028971	5.719726911	5.568800731	5.758853197	5.73361259	5.576509627	5.145777538	5.939597554	5.719726911	5.963249405
ENSDARG00000007753	8.783671168	8.608078976	8.818370368	8.523405137	8.594335763	8.56003748	8.967250474	8.441381546	8.237004078	8.651919425	8.783671168	8.408409362	8.626783431	8.502282208	8.510625537
ENSDARG00000007755	8.053113386	8.004485034	7.954919904	8.189566389	8.007639885	8.047295153	7.857953371	7.948647371	8.198867573	8.061317121	7.984628489	8.259903626	8.184756869	8.152380181	8.360483912
ENSDARG00000007760	7.971473231	8.300936016	7.746941843	8.113663467	8.209116342	8.076162999	8.209724848	8.128004325	8.048419841	8.249475649	8.070725887	8.202908807	7.989806237	8.060917205	8.087408136
ENSDARG00000007769	6.766166516	6.607740421	6.500738552	7.863627088	5.428352765	7.598785259	5.005182297	6.430511126	7.089998442	5.661525634	6.939916895	8.867945469	5.406511746	5.550543441	8.468162255
ENSDARG00000007783	4.184131022	3.677512217	4.043685234	4.18687976	3.725088519	4.203855408	3.881396105	2.724565181	4.181382283	4.770580705	4.101177526	3.461470537	4.029905472	4.136645762	3.961472915
ENSDARG00000007786	9.602749159	9.648892345	9.733344819	9.575806828	9.626783381	9.662942635	9.604894939	9.717376277	9.817104792	9.744648395	9.629925075	9.596445755	9.612511921	9.733344819	9.671392529
ENSDARG00000007788	10.41313478	9.976519695	10.17661237	10.28703388	10.1449762	10.19729069	10.26525536	9.987895518	10.00516842	10.39871858	9.896143484	10.15900621	10.19813869	9.960453588	10.10143071
ENSDARG00000007791	11.71215913	11.59714596	11.70761731	11.55612392	11.52855803	11.56520674	11.62919806	11.5839701	11.60325178	11.57013573	11.65605974	11.46076985	11.56905815	11.67382147	11.68337497
ENSDARG00000007795	12.29257857	12.6188904	12.20560587	12.38852249	12.55247674	12.34388479	12.42762233	12.55010742	12.29257857	12.45727754	12.46929287	12.4394179	12.3713344	12.47886881	12.29779571
ENSDARG00000007804	9.21229175	9.106513881	9.141273964	9.168176679	9.154340412	9.295991375	9.257701027	9.092275657	9.368758147	9.081340647	9.14182247	9.28489792	9.229714338	9.111496381	9.145643926
ENSDARG00000007807	8.793541852	8.897838015	8.650520889	8.726970828	8.729927729	8.658459875	8.924034606	8.614929332	8.561746134	8.836147317	8.709999126	8.655046246	8.775067507	8.592946467	8.722623841
ENSDARG00000007808	8.335586232	8.026874626	8.13436631	8.134696258	8.057175584	8.058588222	8.296619592	8.027366386	7.9349446	8.215508592	8.224051814	8.036295317	7.96875017	8.07648848	7.980437316
ENSDARG00000007812	9.519811519	9.502296884	9.759628195	9.52548176	9.539787853	9.653139231	9.656475217	9.496525511	9.674424828	9.548992878	9.610531585	9.63248494	9.595443535	9.617168834	9.541052869
ENSDARG00000007813	7.927155617	7.800996668	7.893012899	7.996588282	8.197634323	7.915506443	7.731794815	8.110668582	7.9349446	7.834871816	7.720770619	8.029495077	7.88017496	8.00038317	7.994568664
ENSDARG00000007823	7.81903532	7.51278386	7.20344202	8.51223244	6.940601451	7.684470423	8.138039694	8.760874978	7.497616277	8.056845636	7.616375612	8.17943001	7.934167304	7.470991689	7.794962533
ENSDARG00000007824	10.68018117	10.47558196	10.91046312	10.52849659	10.14952643	10.35888872	10.8511254	10.38352388	10.43421136	10.68997955	10.77068291	10.31241422	10.30878335	10.45526106	10.43012401
ENSDARG00000007825	9.486324842	9.325451951	9.526902641	9.420124258	9.188596875	9.361609011	9.611100071	9.480483402	9.462579819	9.49462801	9.561434828	9.22785022	9.294284668	9.407154778	9.298556322
ENSDARG00000007836	13.58386115	13.48856218	13.29090674	13.61438502	13.7974002	13.75598475	13.30209986	13.58386115	13.52010547	13.36480422	13.49593002	13.68787388	13.49593002	13.29090674	13.24267762
ENSDARG00000007856	5.466225723	5.068722572	5.75029361	6.133189779	5.52916739	5.19628253	5.634028971	5.600191246	5.632326632	5.571741666	5.884887526	5.48039463	5.285009448	4.99074715	4.77329017
ENSDARG00000007867	10.97241072	10.99822958	11.16126378	10.91480748	11.10178764	11.08271643	11.01791431	11.12633448	11.09233306	10.93897541	11.05699861	11.07314914	11.02604913	11.0899582	11.09867821
ENSDARG00000007869	7.28556925	7.361023882	8.277402105	7.477122108	7.72429622	7.690573145	7.29321769	7.450066028	7.784240563	7.545306865	7.736351178	7.588049658	7.524174647	7.373334988	7.440100233
ENSDARG00000007885	4.641322368	4.449689416	4.367701271	4.098262098	4.530114574	3.94350887	4.639359245	4.517791627	4.312070052	4.193721869	4.321936797	4.023698178	4.090413298	4.99074715	4.681413892
ENSDARG00000007886	8.424778992	8.174698632	8.326680762	8.189566389	8.086015089	8.245695357	8.031534866	8.260339225	8.357523967	8.026719747	8.109285447	8.227379547	8.047295153	8.472835581	8.059529609
ENSDARG00000007891	8.30858266	8.189566389	7.988722211	8.507441678	8.191220924	8.520551517	8.14380789	8.227705028	8.421646694	8.183160886	8.094674664	8.250284026	8.401429107	8.342658543	8.31397444
ENSDARG00000007892	7.053491339	7.251140883	6.844469936	6.889041092	6.962107764	6.991293853	6.843080855	6.785358021	6.980631054	6.865296228	6.846531254	6.553263668	7.172266121	6.961021115	7.133359291
ENSDARG00000007906	9.877669789	9.939901559	9.174346507	9.858775309	10.08955534	9.434905516	9.599937884	9.449652768	9.603403717	9.77812345	9.933617559	9.667996549	9.469486122	9.164078488	8.854426784
ENSDARG00000007912	7.96047008	8.308818106	7.763816212	8.274786554	8.322256783	8.361159422	8.182839752	7.872382315	8.593651913	8.313828934	8.070725887	8.38355328	8.2969077	8.21365438	8.261067498
ENSDARG00000007916	8.592946467	8.726970828	8.434224611	8.686101163	8.726554918	8.616833879	8.523405137	8.691173018	8.847726735	8.553452098	8.454596759	8.518880789	8.577447418	8.807906317	8.631875506
ENSDARG00000007918	9.365639963	9.351166123	9.166225089	9.284453977	9.407539314	9.322699866	9.279542059	9.285119296	9.320938371	9.335273822	9.208544329	9.367644928	9.334469331	9.095588252	9.151764145
ENSDARG00000007923	9.463499692	9.662489631	9.438301182	9.578547459	9.585909277	9.55346105	9.47085138	9.569913149	9.372402055	9.485794048	9.263622436	9.29919442	9.556801143	9.669507715	9.593427784
ENSDARG00000007941	8.600464839	8.708643415	8.5875312	8.628136244	8.74631416	8.790048196	8.717085396	8.727715525	8.872023837	8.782391872	8.630292846	8.875147778	8.827512333	8.862173077	8.797247424
ENSDARG00000007943	8.690682713	8.830459742	8.627034225	8.83358618	8.664634734	8.609414097	8.671033999	8.648197558	8.676154952	8.603867963	8.61790003	8.756571697	8.814882625	8.770743556	8.644263433
ENSDARG00000007944	6.012534894	5.85676168	5.718082774	5.963249405	5.775831635	6.025088981	6.250289739	6.043119074	6.099952408	6.516941705	6.344549613	5.634028971	5.815178397	5.550543441	6.137222355
ENSDARG00000007950	5.411384987	5.029754916	5.026795308	4.655981406	5.317798743	4.670019205	5.165966468	5.029754916	4.923103609	5.453155369	4.379493121	4.641322368	4.440939781	4.517791627	4.073013358
ENSDARG00000007955	10.99384847	11.21661422	10.9272152	11.18055902	11.26655391	11.27196915	11.06989716	11.30377202	11.1122055	11.0169834	11.23217768	11.044676	10.94154489	10.92228118	10.95100465
ENSDARG00000007959	10.47908903	10.48509101	10.53054036	10.38236033	10.58993269	10.49520604	10.25634983	10.33401969	10.63598869	10.21173266	10.4302804	10.60642509	10.52237066	10.46669233	10.63382727
ENSDARG00000007960	13.66870665	13.6514805	13.74042044	13.54379443	13.56448001	13.71755229	13.47014864	13.64467541	13.75598475	13.46440137	13.59880513	13.66870665	13.69467364	13.82765531	13.93876035
ENSDARG00000007971	7.038493526	7.241103754	7.367669713	6.87521016	6.927272156	7.217330163	6.866529582	6.881544064	7.325430815	6.478941535	7.183040288	7.42200278	7.240790465	7.312971988	7.561158226
ENSDARG00000007975	9.357160607	9.517016736	9.163242133	9.351280965	9.410166098	9.185137906	9.290972804	9.456139714	9.304355634	9.3600051	9.31012281	9.315912382	9.457693589	9.486901826	9.313388235
ENSDARG00000007976	9.072211629	9.169500661	9.069852302	9.120051589	9.033500396	9.151669758	9.306849174	9.190949124	9.158468071	9.380020723	9.113986235	8.925936778	9.191966711	9.276035696	9.043923268
ENSDARG00000007982	7.645853258	7.311177895	7.311177895	7.576893128	7.075943253	7.06527773	7.468219838	7.059503539	7.039193018	7.588536644	7.55233363	6.981005296	7.311177895	7.336426667	7.356641992
ENSDARG00000007988	7.162180234	6.924935202	6.85957965	6.939916895	7.385310646	6.959009603	6.732433691	6.999632016	6.564152171	6.915085551	7.276347801	7.204959734	6.326416422	5.935240821	5.546118853
ENSDARG00000007989	8.94776276	8.926362561	8.870874694	8.933496968	8.804129595	9.083955459	8.721483015	8.786551974	9.102525366	8.822326063	8.983879408	8.988463441	9.185137906	9.243443987	9.090900544
ENSDARG00000007990	3.937301576	4.76742699	5.111233124	4.931916583	4.146779301	4.729710107	5.206263082	4.156405295	3.755998393	4.770580705	5.198991996	3.90739201	4.961194656	5.035306809	4.437013535
ENSDARG00000007996	8.496694508	8.21612399	8.718504041	8.315878321	8.298753537	8.361159422	8.658772555	8.500488655	8.326277494	8.456913445	8.485890569	8.534666337	8.365817582	8.50932305	8.435563377
ENSDARG00000008014	7.927155617	8.100656894	7.934167304	8.152380181	8.142131907	7.886714096	8.059670842	8.157849635	7.809353266	7.972143025	7.964688776	7.996932395	8.369776463	7.920673992	7.849878686
ENSDARG00000008020	8.365533835	8.209116342	8.157290334	8.23292981	8.076841433	8.120824065	8.270696158	8.552189899	8.02321742	8.21078456	8.224051814	8.220680789	8.33542673	8.445032	8.347124744
ENSDARG00000008022	6.901447365	6.482556219	6.482556219	6.218121173	6.480394241	6.756150165	6.171512872	6.482556219	6.753668386	6.172552662	6.236119295	6.60508969	6.67813644	6.798837864	7.09035335
ENSDARG00000008026	8.550114362	8.642313468	8.30858266	8.532686019	8.771947121	8.552388822	8.595567152	8.568022777	8.639386805	8.505991883	8.420234611	8.447282085	8.565580594	8.736752381	8.527847512
ENSDARG00000008029	11.05884051	10.87674628	10.82796316	11.08600616	10.71329486	10.83121656	11.05796987	10.83561622	10.63898394	11.11723034	10.87755121	10.7403796	10.48156816	9.863288523	10.00000949
ENSDARG00000008030	10.42927485	10.6166983	10.7332228	10.56207083	10.5129618	10.79926414	10.4929658	10.68366068	10.67617535	10.44733211	10.34973225	10.80829642	10.50953758	10.84517626	10.79776262
ENSDARG00000008032	9.770318105	9.447590645	9.953839384	9.515972274	9.357160607	9.795435127	9.659039261	9.442579789	9.942832973	9.589160471	9.573234172	9.798688565	9.625196254	9.644122113	9.864775347
ENSDARG00000008034	9.703886082	9.48500497	9.387063666	9.553903759	9.357160607	9.409584036	9.636617397	9.335080787	9.420596369	9.583571292	9.308086367	9.386999332	9.511046541	9.366637202	9.317791976
ENSDARG00000008049	9.966450131	10.00958869	9.810237997	9.816036958	10.20589625	9.978311309	9.852089567	10.08015196	10.01042041	9.714767626	10.0116505	10.01272241	10.00544684	10.04269778	10.07138243
ENSDARG00000008060	6.941212117	7.344163585	7.337507348	6.974374609	7.412862905	7.093709743	6.949704601	7.059503539	7.461848905	6.402653601	6.879089528	7.588049658	7.415917606	7.336426667	7.23501239
ENSDARG00000008068	8.010469883	8.213194698	7.660282281	8.103841549	7.897144962	7.915506443	7.917704793	7.984801786	8.14542633	7.999292565	8.256028208	7.76274664	8.095362927	8.152380181	8.059529609
ENSDARG00000008100	10.10471443	10.1914209	10.11965082	9.883180552	9.925633473	9.921674298	9.840146313	9.933617559	9.933216224	9.887178999	9.979038196	10.03014631	9.763609499	10.15132858	10.13287655
ENSDARG00000008105	8.00038317	8.014746775	7.800828815	7.806056651	7.80760125	7.808088236	7.779033628	7.872382315	7.746941843	7.690184539	7.763816212	7.776372207	7.921909511	7.867632135	8.087408136
ENSDARG00000008107	7.634477375	7.370335911	7.800828815	7.350255049	7.479355468	7.292916186	7.800828815	7.472340933	7.649913143	7.819915764	7.577136621	7.51970184	7.568020541	7.386970884	7.47785015
ENSDARG00000008119	8.467434624	8.654039	8.338759254	8.596669387	8.686101163	8.75523848	8.536780761	8.528458439	8.404663673	8.480563435	8.573823851	8.494451823	8.687691431	8.696698116	8.635286059
ENSDARG00000008127	7.468219838	7.31691818	7.511959265	7.431672133	7.243535601	7.461586834	7.641754601	7.566950105	7.624366423	7.704662434	7.450066028	7.42200278	7.28556925	7.039193018	7.450307081
ENSDARG00000008131	7.971473231	7.650349332	8.217661724	7.63303695	7.393243345	7.62750818	7.912060881	7.5012139	7.575297853	7.602915991	8.270238723	7.545833878	7.776372207	7.789681389	7.716367941
ENSDARG00000008133	6.700278519	6.35565483	6.668126655	6.502770216	6.287968897	6.157686927	5.901942439	6.178051662	6.281254249	6.728089041	6.294048102	6.354460036	6.409447907	6.200299102	5.985203288
ENSDARG00000008140	4.900907102	5.147132271	4.973370927	4.534807196	4.876653108	5.520638691	5.349544769	5.354048287	5.161612854	4.770580705	5.168401526	5.395757915	4.670019205	5.304427795	5.029754916
ENSDARG00000008141	8.142842398	8.059529609	8.272162057	8.199135484	8.147284738	8.266080116	8.221771938	7.954202941	8.330717223	7.868824068	8.065510218	8.197634323	8.21612399	7.925594566	8.03966366
ENSDARG00000008142	9.155205114	9.069765262	8.782300533	9.108997644	8.964941739	9.205168368	8.9765147	9.080982947	9.166875862	8.915241655	8.940414112	8.97225387	9.232291932	9.273835467	8.968946907
ENSDARG00000008153	9.807409453	9.865883125	10.05575832	9.96730458	9.775599624	9.77580812	9.978659592	9.762646115	9.815771924	10.00849054	9.740306034	9.713927865	9.871959384	10.03504946	10.05566419
ENSDARG00000008155	9.703886082	9.487093289	9.846457535	9.553903759	9.524036516	9.678301719	9.708375416	9.61503093	9.640197051	9.550972217	9.663402459	9.592912159	9.57466306	9.780832322	9.701936029
ENSDARG00000008164	5.354048287	5.834626441	4.811958027	5.354048287	5.462980369	5.558039118	5.045952809	5.511633702	4.964248235	5.546118853	5.235672277	5.035306809	5.22840912	4.87944112	4.729710107
ENSDARG00000008165	7.111306967	7.628121992	6.91285546	6.962107764	7.28556925	7.06527773	7.013151326	7.609467789	7.325430815	7.179365726	7.247849737	7.193685317	7.15592386	7.039193018	7.024239031
ENSDARG00000008170	7.857953371	7.867632135	6.978666812	7.618976566	7.846291442	8.027366386	7.515727234	8.063379475	7.909810145	7.629278656	7.634477375	8.150020518	8.235198153	8.00038317	7.86328481
ENSDARG00000008184	10.28126703	10.192976	10.08181779	10.26157347	10.34383007	10.13974342	10.18381295	10.16380471	10.14221799	10.35176868	10.08746519	10.14481288	10.27024337	10.08070263	10.06213211
ENSDARG00000008186	7.709046861	7.628121992	7.675884023	7.528633587	7.385310646	7.526240984	7.825948867	7.41993358	7.636997717	7.711372952	7.736351178	7.42200278	7.756618409	7.701281896	7.67424578
ENSDARG00000008191	4.822878509	4.449689416	5.718082774	5.518994554	4.923103609	4.835950643	5.280397211	5.063133799	5.161612854	5.225773896	5.235672277	5.738984354	5.063133799	4.517791627	4.554703179
ENSDARG00000008192	8.069570997	8.111298184	8.462744053	7.787611267	8.292212658	8.152380181	8.048419841	8.157849635	7.999454756	8.047295153	8.4298754	8.185385433	7.913412441	8.273268328	7.994568664
ENSDARG00000008200	9.423187823	9.483543332	9.612440939	9.54298593	9.417782947	9.510596214	9.604894939	9.317414823	9.456902114	9.754860361	9.379439019	9.411772981	9.482347738	9.276035696	9.393663682
ENSDARG00000008203	6.37453897	6.375450633	6.119979867	6.274999676	6.037055729	6.174021082	6.209192862	6.078499328	6.193883836	5.880174964	6.252790584	6.246811027	6.095015241	6.137222355	6.234862026
ENSDARG00000008209	9.850707756	9.457566451	9.885101069	9.603177951	9.201454629	9.301946844	9.924605696	9.555299735	9.468007278	9.779933328	9.79675519	9.489610013	9.404941257	9.455756145	9.34057251
ENSDARG00000008218	9.971692908	9.974442615	9.558913037	9.849979638	9.913113371	9.812545714	9.965675633	9.809505536	9.780140019	9.958554282	9.866700134	9.705980944	10.065981	9.719399784	9.584068862
ENSDARG00000008224	10.55214594	10.48359144	10.65317426	10.45943098	10.3907014	10.52881474	10.50216025	10.44354547	10.49947219	10.4229999	10.57432435	10.55926171	10.41773029	10.58044227	10.57891394
ENSDARG00000008237	11.27276331	11.24574004	11.16333359	11.24734951	11.23492422	11.28248138	11.13808129	11.20704628	11.20592044	11.10810485	11.14146551	11.16203415	11.27784348	11.23734881	11.30400415
ENSDARG00000008238	6.37453897	6.939916895	6.710610892	6.768443614	6.69082008	6.582185492	6.902272946	6.569934341	6.467160994	6.572880086	6.745217366	6.674549698	6.67813644	6.597720627	6.695790119
ENSDARG00000008239	6.65304303	7.294789825	6.801110178	7.023138239	7.403300855	7.355545355	7.112349586	7.16683138	7.138969717	7.23501239	6.970897302	7.144947363	6.927937762	6.9700573	7.24326769
ENSDARG00000008243	12.71273397	12.78611596	12.60090876	12.78146458	12.75847362	12.71273397	12.67044264	12.75557127	12.74893926	12.69068067	12.66035427	12.66177003	12.77953413	12.81334532	12.77264536
ENSDARG00000008247	7.734498176	7.538834678	8.259658582	7.442095801	8.057175584	7.903705417	7.578105951	7.72429622	7.853754639	7.653868163	7.730712251	8.110350632	7.649913143	7.711729835	7.915506443
ENSDARG00000008249	5.244801227	4.585466284	5.661525634	4.655981406	5.013330848	5.457299957	5.548280285	5.478131475	5.466225723	5.109071692	4.97845532	4.886331612	5.063133799	5.145777538	5.442858887
ENSDARG00000008255	10.39030344	10.38309292	10.66521201	10.36519038	10.57508544	10.50325612	10.45507027	10.50579642	10.39871858	10.31392308	10.50579642	10.55277057	10.29239016	10.53276359	10.62293511
ENSDARG00000008263	6.721250226	6.707308121	6.785358021	7.055723857	6.741683602	6.873565783	7.013151326	6.515076333	6.4537782	6.793280741	6.804975272	6.567985285	6.532841991	7.167541196	6.695790119
ENSDARG00000008275	10.18510193	10.73262193	10.36233612	10.44299369	11.01320367	10.89855328	10.56827642	10.76695438	10.71165608	10.44059966	10.41470466	10.82741901	10.45889317	10.1359332	10.4038607
ENSDARG00000008278	9.021836022	8.420492884	8.893525958	8.635772191	8.613764759	8.751728788	8.448064674	8.770309835	8.844330364	8.592669691	8.815476445	8.774251395	8.786940206	8.868262921	9.005041006
