	DBP_10-4_A	DBP_10-4_B	DBP_10-4_C	DBP_10-3_A	DBP_10-3_B	DBP_10-3_C	DBP_10-2_A	DBP_10-2_B	DBP_10-2_C	DBP_10-1_A	DBP_10-1_B	DBP_10-1_C	DBP_3uM_A	DBP_3uM_B	DBP_3uM_C
ENSDARG00000055066	5.466225723	5.106283681	6.322814086	5.063133799	5.690481744	5.963249405	5.94427358	5.208898306	5.845901834	5.802301511	5.90535139	6.00082094	5.836051351	5.652181713	6.137222355
ENSDARG00000055070	5.847228471	6.193300922	6.216895642	6.531813322	6.229849452	6.468958797	6.264683143	6.283636439	6.4537782	6.449468187	6.236119295	5.972060572	6.250289739	6.672778324	6.395686785
ENSDARG00000055075	9.91876723	9.903475908	10.02001167	9.96054779	10.01603437	10.04823753	9.963696503	9.979891389	10.03983313	9.940590319	10.06896983	10.1182416	10.17516152	10.05297832	10.00844031
ENSDARG00000055078	6.962107764	6.981005296	7.003288341	6.793663929	6.901447365	6.450554974	6.763826269	6.819818489	6.728524246	6.679865123	7.030160301	6.914463027	6.910347238	6.893798727	7.003288341
ENSDARG00000055080	10.36716073	10.1525697	10.48112499	10.23835769	10.12769178	10.35600392	10.21189893	10.25538207	10.39553127	10.10217366	10.24241684	10.29493405	10.33468711	10.57628567	10.59250623
ENSDARG00000055086	9.885158353	9.626422029	9.677767491	9.716077306	9.793105619	9.768046092	9.735591899	9.644175695	9.644721296	9.697322788	9.759460646	9.680739441	9.752220373	9.674737965	9.61902785
ENSDARG00000055092	9.825220551	10.14204653	10.21753822	9.862983267	10.14008059	10.08429925	9.797941939	10.19176533	10.11763301	9.842385996	10.02904596	10.15381728	10.02564792	10.37440002	10.18962743
ENSDARG00000055093	7.696037689	8.333933778	7.899500755	7.559666747	8.440116639	7.970270838	7.746941843	8.104307393	8.096480725	7.55312734	7.825948867	8.326277494	8.109632722	8.173162215	8.13954454
ENSDARG00000055099	10.1469391	9.94256217	9.979891389	10.18142257	9.679054538	10.03097869	10.1861951	9.758881248	9.836872296	10.12606576	9.940245939	9.82843957	10.19653009	9.992249516	10.07986694
ENSDARG00000055100	8.365533835	8.904651522	8.913283689	8.66275787	8.536262515	8.766833082	8.821217355	8.664634734	8.913851188	8.845207045	8.799945994	8.871478641	8.837229395	8.756994016	8.805211162
ENSDARG00000055106	8.566224425	8.698101631	8.758752688	8.532686019	8.686101163	8.585241222	8.691589423	8.639524796	8.635772191	8.612184652	8.691173018	8.674708522	8.430609466	8.639662787	8.753935125
ENSDARG00000055108	8.612989424	8.614261574	8.738427048	8.726970828	8.631606472	8.809689631	8.505577573	8.741344735	8.661702149	8.484125757	8.673305521	8.746545084	8.479578257	8.756994016	8.631875506
ENSDARG00000055113	9.02848284	8.608078976	8.822015228	8.782391872	8.842282744	8.905094188	8.741715253	8.727715525	8.965713525	8.726048617	8.826321338	8.867945469	8.93265017	8.840888516	9.011672228
ENSDARG00000055115	9.390495364	9.624918809	9.385017408	9.537209909	9.559874033	9.457693589	9.369385906	9.569913149	9.534314758	9.398920674	9.474472071	9.534570906	9.615457709	9.692977127	9.578760817
ENSDARG00000055118	10.17240984	10.66797655	10.22444054	10.41211641	10.71603837	10.42503859	10.39592454	10.32430101	10.42378252	10.43421136	10.34840277	10.46281066	10.58596243	10.44844891	10.38098445
ENSDARG00000055120	11.67382147	11.67656128	11.37147276	11.72089479	11.64230549	11.65543492	11.5839701	11.71101606	11.54609857	11.52755583	11.52122444	11.71819897	11.67382147	11.56353615	11.6680785
ENSDARG00000055123	6.962107764	7.005339672	6.91285546	6.677281504	6.885430611	6.693253689	6.914463027	6.856511035	6.707308121	7.168459786	6.436106625	6.803389373	6.873565783	6.715916545	6.794449073
ENSDARG00000055124	10.55775564	10.43300562	10.34826456	10.54656777	10.37242168	10.33701229	10.41723343	10.40764188	10.44764235	10.47528284	10.30268066	10.33091907	10.58664368	10.50644699	10.48475213
ENSDARG00000055128	6.090808121	5.512667932	5.661525634	5.607831704	5.909855932	6.053876212	5.901942439	5.831114679	5.963249405	5.757120183	5.411384987	5.94427358	6.055202849	6.597720627	6.298901908
ENSDARG00000055129	9.273684944	9.351166123	9.298355203	9.266457834	9.080812651	9.145982375	9.509333302	9.262589768	9.284453977	9.5595284	9.333454602	9.205338583	9.442999908	9.398041077	9.571154489
ENSDARG00000055132	7.809353266	7.690002725	8.15116457	7.967364723	7.67424578	7.927155617	8.138039694	7.890594856	7.789681389	8.135228231	8.131826295	7.461324764	7.939425624	7.913638747	7.868824068
ENSDARG00000055133	8.987641583	8.926362561	9.198669219	8.827512333	8.987144306	9.151669758	8.613764759	8.867078297	9.409520634	8.766501484	9.144554115	9.194647344	9.010554177	9.368758147	9.41798188
ENSDARG00000055136	4.900907102	4.585466284	5.026795308	4.931916583	5.063133799	5.244801227	4.856349849	4.789504708	4.825932088	4.573649692	4.848722299	5.670048025	5.029754916	4.577279545	4.156405295
ENSDARG00000055138	6.5095746	6.531281937	6.392977604	6.705809701	6.649520902	6.053876212	6.856511035	6.623657563	6.216352249	6.647491495	6.667344689	6.354460036	5.815178397	5.486715531	5.30674549
ENSDARG00000055151	9.956544319	9.816036958	9.805421159	10.10752239	9.797729613	9.986735211	9.895801551	9.897041537	9.995321702	9.970900842	9.868405683	9.813003441	10.02749209	10.0254514	9.915433439
ENSDARG00000055154	7.126260957	7.230331263	8.076162999	7.553374589	7.491053264	7.418808745	8.010469883	7.792823833	7.704264174	7.976233263	7.964688776	7.664436818	7.324762826	7.167541196	7.468219838
ENSDARG00000055158	9.251548125	8.852172701	9.307875635	9.168176679	9.115426493	9.267168894	9.277635627	9.036456672	9.213378002	9.370666279	9.076081743	9.28489792	9.191966711	9.230622452	9.177170391
ENSDARG00000055159	5.571741666	4.87944112	4.629530517	5.719726911	4.923103609	4.835950643	6.264683143	5.317798743	4.7865451	5.661525634	5.057609248	4.445215136	5.589049143	5.367476705	5.193964836
ENSDARG00000055162	8.612989424	8.708643415	8.758752688	8.71643199	8.654039	8.751728788	8.886664882	8.753612198	8.605138292	8.921481429	8.835268721	8.701839359	8.753705305	8.648197558	8.60726598
ENSDARG00000055172	8.717611405	8.963892687	8.707427978	8.930555886	9.267739027	8.975453756	8.613764759	9.102525366	9.032606865	8.728610312	8.772439898	8.879193839	8.815903607	8.807906317	8.839040359
ENSDARG00000055177	6.941212117	7.344163585	7.826991479	7.012153626	7.097803593	7.53303299	7.025861541	7.146245602	7.24138093	7.326022062	7.161569567	7.535519569	6.900265555	6.612567795	7.313520021
ENSDARG00000055185	8.61790003	8.558782166	8.374702306	8.528575874	8.585690887	8.35009516	8.654435617	8.645330749	8.334671572	8.490691538	8.556037912	8.233672572	7.994885566	7.662603619	7.620134495
ENSDARG00000055186	4.538579431	4.383967401	3.832858769	4.423971606	4.146779301	4.203855408	4.909058702	4.685186127	3.647688298	5.257161962	4.101177526	4.445215136	5.155278978	5.518994554	4.364071418
ENSDARG00000055190	8.396091965	8.220680789	8.411705513	8.492923863	8.753820215	8.751728788	8.240324674	8.429508437	8.581124671	8.227705028	8.2735109	8.965794145	8.175529264	8.080973313	8.157290334
ENSDARG00000055192	15.80510134	15.76585481	15.73232634	15.87282808	15.89382965	15.76585481	15.67806684	15.7051393	15.9462978	15.67806684	15.76585481	16.04937737	15.7051393	15.76585481	15.83724793
ENSDARG00000055206	7.003288341	6.693985096	7.050137195	7.105177282	6.99522894	7.311177895	7.363948924	6.868414729	7.077858349	7.218412414	7.050852289	6.886891045	7.127251022	6.926100283	7.189982464
ENSDARG00000055216	12.71648344	12.42182687	12.80111202	12.51321519	12.39202251	12.46030937	12.53716849	12.56872923	12.47712416	12.46701968	12.80399715	12.44649259	12.55791234	12.75847362	12.55010742
ENSDARG00000055223	8.348584796	8.532834674	8.650520889	8.458238576	8.729927729	8.477591518	8.840042358	8.704949627	8.495737814	8.756994016	8.549312982	8.378225737	8.390925156	8.360748505	8.424899367
ENSDARG00000055225	8.960472541	8.449458781	8.454193207	8.793541852	8.545907215	8.64013228	9.038981477	8.433222483	8.832481523	8.762747086	8.648290665	8.682387318	8.890212305	8.611033428	8.818799067
ENSDARG00000055226	8.341565488	8.259658582	7.713892147	8.297942859	8.389253308	8.012350627	8.48613253	8.019200085	7.959901475	8.556790092	7.92274648	7.803707057	7.891009719	7.356641992	7.722527257
ENSDARG00000055229	7.374924307	7.02723168	7.284390275	7.278498309	6.914463027	6.991293853	7.301993645	7.295068608	7.027931575	7.204959734	7.152776061	6.902272946	7.070654993	7.159580636	6.548450085
ENSDARG00000055232	5.186568143	4.97845532	5.317798743	5.155278978	5.354048287	5.486715531	4.7536385	4.981164785	5.356423215	4.729710107	5.168401526	5.48039463	4.985795222	5.211216	5.347430845
ENSDARG00000055238	4.046433973	4.167733629	4.367701271	3.076061642	4.046433973	4.423971606	3.657368395	4.303102075	3.94350887	3.377904275	3.691275609	3.677512217	3.725088519	4.011660028	3.753249654
ENSDARG00000055240	8.723522198	9.155280787	9.042879269	9.130166981	9.141191969	9.290485817	9.075995017	9.031583216	8.860706952	8.958815429	9.208544329	9.258592426	8.677088822	8.227379547	8.082354059
ENSDARG00000055252	6.92284127	6.497746781	6.025088981	7.023138239	6.347867737	6.593734739	6.424413702	7.740851752	6.326416422	6.755283517	6.436106625	6.532841991	6.900265555	6.715916545	6.927937762
ENSDARG00000055253	6.166539932	6.584189742	5.95167575	6.634867315	6.480394241	6.404923315	6.339564111	6.298901908	5.921521737	6.119979867	5.847228471	5.738984354	6.007810824	6.078499328	6.484537851
ENSDARG00000055255	7.388420422	7.049569762	7.484433074	7.124664085	7.314689717	7.292916186	7.451948409	7.566950105	7.538834678	7.464374491	7.461848905	7.51970184	7.248764087	7.373334988	7.333691257
ENSDARG00000055270	6.561107259	6.554166771	6.463044853	7.245372637	6.462133191	6.389352589	7.160885012	6.500738552	6.377856001	7.194350923	6.559184162	6.69082008	7.121540201	6.773789384	6.563175719
ENSDARG00000055271	5.935240821	5.262158589	5.75029361	5.827890478	5.909855932	5.963249405	6.081467367	5.178598383	6.099952408	5.546118853	5.679400049	5.972060572	6.078499328	5.457299957	5.632326632
ENSDARG00000055276	8.265836315	7.083588019	7.367669713	7.941223063	7.254839381	7.588536644	7.500948941	7.63279829	7.41993358	7.653868163	7.247849737	7.67338209	8.142842398	7.746941843	7.734292224
ENSDARG00000055278	9.83031508	10.21838129	9.53839159	10.04512119	10.07007097	9.915433439	9.934762823	10.82471154	9.429871395	10.21173266	10.09478948	10.13912271	9.262901096	8.889489608	8.448671036
ENSDARG00000055279	5.666612672	6.00082094	4.973370927	5.881621302	6.252790584	5.486715531	5.850695625	5.600191246	5.430466689	5.942889676	5.389379262	5.267321528	5.457299957	5.863082751	5.411384987
ENSDARG00000055284	7.755387284	7.075228001	7.564659765	7.31691818	7.21551892	7.461586834	7.384381666	7.268545838	7.448375384	7.357687967	7.013151326	7.51970184	7.5549779	7.483978323	7.433097401
ENSDARG00000055288	6.125428749	6.512664036	6.694803652	6.454303778	6.229849452	6.42030366	6.264683143	6.585264387	6.158350246	6.119979867	6.910739811	6.264683143	6.686883646	6.585264387	6.58997257
ENSDARG00000055290	6.224962881	6.512664036	6.191460739	6.634867315	6.369921845	6.220077231	6.476568076	6.399482112	6.646543904	6.390975293	6.326416422	6.096289162	6.910347238	6.481493449	6.515901914
ENSDARG00000055291	9.466974117	9.531964302	9.500965371	9.460633923	9.531668465	9.442999908	9.296857692	9.309921195	9.464346866	9.398920674	9.404803254	9.558913037	9.567450511	9.622669408	9.445560121
ENSDARG00000055292	9.742632205	9.952588004	9.911203651	9.961546108	10.09739321	9.959566091	10.09127037	10.08971015	9.980252476	10.10163005	9.862983267	10.05841712	10.05255009	9.836872296	9.731836959
ENSDARG00000055294	6.012534894	6.232232683	5.95167575	5.921521737	6.059824984	6.078499328	6.022216462	6.298901908	6.216352249	5.802301511	5.827890478	6.137222355	6.67813644	6.762044197	6.678962021
ENSDARG00000055295	4.732498119	4.825932088	5.389379262	4.931916583	5.063133799	4.775039084	5.165966468	4.789504708	4.876653108	5.150804698	3.949339726	5.145777538	5.285009448	4.517791627	5.07159382
ENSDARG00000055300	7.671192647	7.736351178	7.778087222	7.49679251	7.739252937	7.649913143	7.773128937	7.609467789	7.779033628	7.685383083	7.964688776	7.527194125	7.88017496	7.701281896	7.709964779
ENSDARG00000055302	8.348584796	8.18448594	8.506477149	7.996588282	8.124978704	8.16359643	8.339795163	7.9349446	8.217515776	8.339795163	8.471320865	7.967364723	7.830567968	7.975808628	8.176022854
ENSDARG00000055305	8.953921608	8.909900786	8.982672914	9.033410592	8.906015364	8.941467512	9.11571147	8.736641702	8.939047857	9.158989609	8.803643285	8.818480288	8.760036818	8.758752688	8.879367652
ENSDARG00000055307	10.73377947	11.0114142	10.80755112	10.82574752	10.94587253	10.94699094	10.74238897	11.01427244	11.07527358	10.73141566	10.821731	11.03085034	10.9250061	11.09233306	11.10458828
ENSDARG00000055313	6.256299189	6.286856981	5.466225723	6.2916107	6.702952567	5.613593775	6.552328804	6.058261052	6.4537782	6.490754826	5.827890478	6.311263379	6.178051662	6.189237276	5.347430845
ENSDARG00000055314	8.938211472	8.758957543	8.638732454	8.973671392	8.683027098	8.997822267	8.681443991	8.574536554	8.941467512	8.879962806	8.577447418	8.716215736	9.0756246	8.678072937	9.057201064
ENSDARG00000055317	5.802301511	5.834626441	6.141103317	5.901942439	5.280397211	5.29237866	6.250289739	5.802301511	5.486715531	5.757120183	6.436106625	5.230672276	5.571741666	5.550543441	5.758853197
ENSDARG00000055331	4.046433973	4.062315714	3.832858769	4.655981406	4.449689416	4.203855408	4.522066983	4.440939781	3.347341513	4.449689416	4.379493121	2.958081696	4.090413298	3.171804041	3.639989817
ENSDARG00000055338	6.37453897	6.375450633	6.025088981	5.942889676	5.939597554	6.220077231	5.823757274	5.94427358	6.022870756	6.119979867	5.967695892	6.161428992	6.264683143	6.220077231	6.257573111
ENSDARG00000055339	9.664236317	9.693637812	9.486187019	9.529156753	9.660506967	9.501334736	9.598680965	9.736346563	9.447523899	9.451328159	9.580173292	9.46885287	9.693755185	9.945526378	9.371513857
ENSDARG00000055342	7.388420422	7.628121992	7.872062249	7.904769283	7.181802427	7.86143363	7.984801786	7.450066028	7.662144527	7.909810145	7.426989366	7.664436818	7.768467349	7.296276703	7.47785015
ENSDARG00000055349	8.612989424	8.376104205	8.473788453	8.464984808	8.532537364	8.532834674	8.466466452	8.540664632	8.317784919	8.766501484	8.778453737	8.220680789	8.410206826	8.673440038	8.619004189
ENSDARG00000055350	10.30724256	10.29038759	10.29758984	10.46937811	10.4880207	10.4038607	10.46366282	10.31266218	10.3670362	10.52865567	10.35839393	10.3648928	10.51263169	10.35517684	10.42464616
ENSDARG00000055357	10.16870432	10.09210516	9.825858061	9.954918509	9.876582311	10.07138243	9.986016001	9.834007588	9.928050428	10.09828701	10.03881041	9.926314493	10.14238924	10.07395092	10.04683695
ENSDARG00000055360	9.896891505	10.21838129	9.764736608	10.08181779	10.05276421	10.15111522	9.806919168	9.979891389	9.986239876	9.945232053	9.959262816	10.02284444	10.05737525	10.07605155	10.08900704
ENSDARG00000055365	5.466225723	4.825932088	4.367701271	5.029754916	3.961472915	4.61052977	4.312070052	5.568800731	4.999419252	4.822878509	4.722819615	4.984218364	4.327434274	5.271829561	5.347430845
ENSDARG00000055370	5.518994554	5.381207189	5.026795308	5.607831704	5.884887526	5.520638691	5.548280285	4.981164785	4.923103609	5.48039463	4.931916583	4.984218364	5.615391578	5.063133799	5.758853197
ENSDARG00000055373	9.17796464	9.146401726	9.202026355	9.347997859	9.28489792	9.28654076	9.362627734	9.216939186	9.302333897	9.220168067	9.087104223	9.158989609	9.320306357	9.111496381	9.350610914
ENSDARG00000055377	10.94154489	10.75938107	10.97528386	10.93192748	10.8129514	10.90703651	10.96325205	10.78459533	10.73973728	10.94667166	10.71472074	10.93306671	10.81552118	10.44104443	10.75499107
ENSDARG00000055381	8.732224405	8.863171754	8.624603317	8.746761949	8.861174982	8.706296232	8.498064396	8.886744304	8.879962806	8.588931699	8.822428491	8.900088504	8.840144136	8.927314429	8.844431287
ENSDARG00000055383	9.011951173	9.032606865	9.005041006	9.014821678	9.05518251	9.102525366	8.973007358	8.922700721	8.968946907	8.845207045	8.93367572	9.029496215	9.092971536	9.294284668	9.227536395
ENSDARG00000055388	8.528575874	8.654039	8.423955554	8.596669387	8.774454529	8.83358618	8.419484368	8.319210018	8.198867573	8.408409362	8.433222483	8.734145143	8.087408136	7.394687674	7.589900899
ENSDARG00000055395	7.335958638	8.121982362	7.608360007	7.413433706	8.3610369	8.120824065	7.641754601	8.227705028	8.26435628	7.788416571	8.090983182	7.924073539	8.05009519	8.369490639	7.915506443
ENSDARG00000055398	8.224368716	8.513473485	8.259658582	8.294776976	8.419484368	8.355654496	8.076841433	8.250160561	8.278446918	7.993768177	8.339795163	8.527426473	8.212701711	8.277099634	8.452790076
ENSDARG00000055400	9.489282318	9.526528743	9.51744377	9.486901826	9.407539314	9.345688725	9.572716639	9.555299735	9.347244896	9.646438511	9.464143757	9.395005162	9.526273148	9.66513427	9.576950303
ENSDARG00000055412	8.624603317	8.959942416	8.720951932	8.559055793	8.948046674	8.527426473	8.621377778	8.773318422	8.802070711	8.702153078	8.772439898	8.638621006	8.894574439	9.065500128	8.851875252
ENSDARG00000055416	10.1345517	10.13974342	9.858095616	10.31241422	10.19230514	10.02328237	10.35517684	10.21838129	9.973189587	10.30069731	10.19436239	9.795383278	9.859731697	9.316112681	9.505950872
ENSDARG00000055426	7.179365726	7.066490614	6.898731302	7.245372637	7.075943253	6.661293486	7.039193018	6.881544064	7.057331316	6.741683602	7.078215896	6.411547364	7.265431228	7.28556925	7.133359291
ENSDARG00000055429	9.623583237	9.357730725	9.793600578	9.594085934	9.566120757	9.474583262	9.723658604	9.527020944	9.559874033	9.768814041	9.666705764	9.568017263	9.516351915	9.573234172	9.668901955
ENSDARG00000055433	6.5095746	6.482556219	6.978666812	6.408419237	6.885430611	6.502770216	6.147434739	6.569934341	6.655604024	6.679865123	6.711027257	7.022467995	6.686883646	6.465194142	6.548450085
ENSDARG00000055436	5.935240821	6.232232683	5.85676168	6.078499328	6.011777558	6.025088981	5.75029361	5.99236972	6.080063259	5.546118853	5.967695892	6.499316888	5.957255386	6.027838281	5.837566023
ENSDARG00000055437	5.76259409	6.668126655	6.141103317	6.816601792	6.574227651	6.486112148	6.513107263	6.541991645	6.619684946	6.516941705	6.598252012	6.46465682	6.232232683	6.492949324	6.532841991
ENSDARG00000055439	7.092967039	6.375450633	6.166539932	7.044160368	6.649520902	6.693253689	6.441827341	6.200299102	6.425431486	6.41565434	6.612567795	6.264683143	6.593734739	6.252790584	6.172552662
ENSDARG00000055443	8.475843416	8.642313468	8.465579226	8.674920605	8.657805163	8.635286059	8.862559066	8.674708522	8.812080692	8.865253763	8.551941051	8.530551961	8.837229395	8.705304609	8.698004577
ENSDARG00000055445	7.755387284	7.628121992	7.885543769	7.921909511	7.776372207	7.768467349	7.754566158	7.761449203	7.754566158	7.69649244	7.688422109	7.91808044	7.627910608	7.971473231	8.03966366
ENSDARG00000055455	14.2194506	14.01672215	14.49790164	14.19093872	13.99280446	14.06673926	14.4365307	14.06673926	14.08892326	14.33583534	14.28860164	14.03503383	14.14879127	14.20786787	14.25218649
ENSDARG00000055459	6.812062949	6.375450633	7.159580636	6.889041092	6.927272156	6.883967269	7.538834678	7.050137195	6.60508969	6.865296228	7.138329669	6.411547364	6.841615922	6.623657563	7.046751672
ENSDARG00000055463	8.732224405	8.545907215	8.174698632	8.906955049	8.102433666	8.536028786	8.823938718	8.33044974	8.227379547	9.050577386	8.326277494	8.499299464	8.505443432	7.83550801	8.291915348
ENSDARG00000055467	4.641322368	4.925974857	4.569723446	3.937301576	5.104848057	4.364071418	3.967303771	5.244801227	4.240691476	4.573649692	4.816982645	4.29932984	4.835950643	4.449689416	4.633623887
ENSDARG00000055470	7.335958638	7.440100233	7.389233054	7.653868163	7.681859216	7.644893643	7.438052692	7.566950105	7.248764087	7.318124911	7.555996026	7.42200278	7.561732434	7.706858104	7.87418634
ENSDARG00000055472	6.721250226	7.450066028	7.050137195	7.442095801	7.28556925	7.510153098	7.31691818	7.362231123	7.401070386	7.179365726	7.094348813	6.99522894	7.408920078	7.312971988	7.333691257
ENSDARG00000055474	7.524174647	7.895523125	7.644010615	7.748208902	7.80033935	7.893012899	7.634917558	7.754566158	7.769111962	7.951220829	7.577136621	7.929148692	7.983704724	8.064881554	7.994568664
ENSDARG00000055475	14.11121344	14.11121344	13.77496907	14.08892326	14.06673926	14.04201897	14.02678212	13.95630953	14.06673926	14.06673926	13.94568862	13.98298351	14.12778288	14.1037257	14.04201897
ENSDARG00000055477	9.068806716	8.838952363	9.067315271	8.83358618	8.830962498	8.893525958	8.717085396	8.981304608	9.135061442	8.476689903	8.877279885	8.909900786	8.897838015	9.083507458	9.206648651
ENSDARG00000055481	10.07750621	9.922256217	10.16624549	10.06188627	9.888932178	9.886590817	10.0206434	10.06573134	9.908487031	10.15526445	9.98462459	9.921437167	9.961633578	10.05040713	9.935931803
ENSDARG00000055490	5.466225723	5.834626441	5.881621302	5.695271049	5.884887526	6.025088981	5.878883942	6.221385818	5.681232098	5.48039463	5.761622545	6.096289162	6.007810824	5.457299957	5.985203288
ENSDARG00000055493	6.286856981	6.232232683	6.119979867	6.025088981	5.909855932	5.985203288	6.044565412	5.511633702	6.080063259	5.985203288	6.078499328	5.874094292	5.939597554	5.550543441	5.347430845
ENSDARG00000055498	6.631092823	6.099952408	6.65217262	6.408419237	6.444354058	6.025088981	6.298901908	6.200299102	6.442358726	6.252790584	6.11339901	6.354460036	6.582185492	6.391878395	6.532841991
ENSDARG00000055502	10.76695438	10.56049949	10.9141682	10.74221073	10.64807226	10.67936736	10.97195639	10.64429974	10.74936809	10.96220703	10.80587481	10.6930493	10.65752006	10.70156365	10.74912647
ENSDARG00000055504	10.62137263	10.40218906	10.19455761	10.62640607	10.45216328	10.6251308	10.14761009	10.40122926	10.32158837	10.28784634	10.38158827	10.77810237	10.3916807	9.939075783	10.48359144
ENSDARG00000055510	8.541937945	9.360516916	9.003448897	8.906955049	9.304214024	8.909503905	8.933496968	9.183834966	9.019107651	8.997129606	9.157977918	9.029496215	8.818799067	8.939666318	8.827512333
ENSDARG00000055514	10.71718474	10.88409673	10.36593591	10.49572001	10.96914126	10.76914758	10.31798985	10.70676504	10.98635856	10.34647276	10.59818526	10.76463343	10.90780973	10.62866304	10.4662961
ENSDARG00000055518	11.39762946	11.77092334	11.3729411	11.50995113	11.85590494	11.39171636	11.43759394	11.86125549	11.6094809	11.24855766	11.7866286	11.48396569	11.60659993	12.15495363	11.64558768
ENSDARG00000055523	8.513473485	8.701725806	8.782300533	8.216427029	8.436019198	8.416480596	8.377203931	8.260339225	8.391978249	8.255079674	8.458529618	8.470619626	8.384091341	8.227379547	8.514450903
ENSDARG00000055524	10.49533645	10.43177186	10.17930055	10.42060909	10.38495448	10.27319883	10.17070415	10.4871851	10.34113034	10.1846709	10.34383007	10.37720801	10.46710946	10.4032421	10.48927463
ENSDARG00000055525	5.466225723	5.147132271	5.466225723	4.87944112	5.317798743	4.925974857	5.719726911	5.244801227	5.549411863	5.150804698	5.317798743	4.942812449	5.191466522	4.637396122	5.48039463
ENSDARG00000055527	10.25219672	9.98388518	11.07647054	9.709969661	9.15906187	9.059103288	10.38425375	9.230791619	9.217912298	9.912647981	10.75283767	8.466908328	9.563465627	9.769288169	9.873010006
ENSDARG00000055530	9.33401196	9.41393372	9.402033549	9.506689683	9.454320954	9.353292723	9.541052869	9.330491074	9.429871395	9.585909277	9.140075593	9.454771878	9.644175695	9.433861114	9.363008407
ENSDARG00000055534	6.982739425	6.886891045	6.785358021	6.424413702	7.122804241	6.626387492	7.002608623	6.399482112	6.741683602	6.755283517	6.515901914	6.742135153	6.482556219	6.481493449	7.024239031
ENSDARG00000055536	9.580371002	9.39676944	9.423476979	9.446124316	9.488074123	9.46885287	9.409319539	9.346666242	9.342611304	9.390277457	9.391015955	9.509960294	9.640360554	9.472661583	9.573234172
ENSDARG00000055538	8.921582353	8.809090334	8.729927729	8.85484442	8.716958006	8.827512333	9.073339441	8.809689631	8.904456025	9.009612523	8.704949627	8.932479434	8.933971912	8.851875252	8.736410043
ENSDARG00000055539	12.02072329	11.84797497	11.57913293	11.96754277	12.12442942	11.837354	11.85287858	11.58792086	11.9305719	11.9240406	11.9069425	11.84648849	11.62641698	11.26129289	11.53214808
ENSDARG00000055540	8.577922482	8.718749085	8.690682713	8.291050339	8.683027098	8.654435617	8.494336912	8.905271211	8.547283177	8.64449888	8.76285431	8.734145143	8.354716265	8.336168415	8.48424986
ENSDARG00000055543	12.82107796	12.67719181	12.95086	12.72648335	12.63186191	12.70050402	12.87270647	12.67044264	12.71273397	12.82659954	12.89991849	12.59613682	12.69713989	12.83128545	12.79356422
ENSDARG00000055548	8.60726598	8.489945967	8.599490912	8.528575874	8.654039	8.625136245	8.625136245	8.445032	8.408409362	8.502802285	8.625842609	8.378225737	8.573351715	8.743347405	8.644263433
ENSDARG00000055552	7.318731725	7.14243975	7.419659564	6.986055731	6.817480151	7.206159836	7.500948941	7.105177282	7.130123881	7.194350923	7.321176493	7.268545838	7.240790465	7.270875008	7.303077672
ENSDARG00000055554	5.571741666	4.76742699	5.566985805	4.87944112	5.185380679	5.29237866	4.856349849	5.418959905	4.923103609	5.190334945	5.411384987	5.230672276	4.923103609	5.457299957	5.116661631
ENSDARG00000055559	8.533676783	8.240324674	8.644263433	8.412029897	8.413593191	8.245695357	8.577691839	8.306002362	8.317784919	8.586272692	8.208959442	8.450022249	8.398582906	8.374702306	8.286556872
ENSDARG00000055561	8.059812075	8.295751451	8.254340541	8.189566389	8.35664027	8.222612731	7.833136393	8.173767332	8.293628626	8.122166262	8.101155974	8.365817582	8.165751071	7.872975752	8.336916083
ENSDARG00000055563	8.489465797	8.245571574	8.536262515	8.250284026	8.171241338	8.361159422	8.55819034	8.189566389	8.654435617	8.29541241	8.520551517	8.306002362	8.350662748	8.426387972	8.619004189
ENSDARG00000055565	7.524174647	7.450066028	7.650349332	7.484433074	7.337507348	7.410322788	7.819915764	7.689048379	7.523600438	7.813500116	7.442095801	7.51970184	7.601059766	7.416987319	7.757048744
ENSDARG00000055566	6.482556219	6.607740421	6.978666812	6.454303778	6.768886842	7.228264937	6.476568076	6.721250226	7.2672922	6.431610334	6.901447365	6.873565783	6.698509237	6.980256812	7.251140883
ENSDARG00000055569	5.518994554	6.172552662	6.025088981	5.695271049	5.85676168	5.75029361	5.823757274	6.178051662	5.939597554	5.571741666	6.023525049	5.895897131	5.755556252	6.189237276	5.939597554
ENSDARG00000055570	6.721250226	7.083588019	7.183040288	7.055723857	7.314689717	7.002948482	7.050494742	6.969245652	6.776842365	7.110974164	7.013151326	6.816601792	7.078838421	7.091500066	7.112349586
ENSDARG00000055574	4.641322368	3.961472915	4.440939781	4.423971606	3.961472915	4.203855408	4.522066983	4.083777586	4.312070052	4.029905472	3.786594573	4.209055576	4.218222477	4.281172552	4.290580204
ENSDARG00000055575	7.918456087	8.348050553	7.878620816	8.109285447	7.872062249	7.983704724	7.970270838	7.928277894	7.959901475	8.146812435	7.892611313	8.04201678	8.192647689	8.233672572	8.16733502
ENSDARG00000055585	7.038493526	6.65304303	6.598252012	6.391878395	6.369921845	6.553263668	6.65304303	6.65304303	6.425431486	6.647491495	6.598252012	6.482556219	6.409447907	6.849940896	6.41565434
ENSDARG00000055588	7.402264399	7.230331263	7.644010615	7.278498309	7.65525002	7.301993645	7.493573824	7.335958638	7.448375384	7.392665604	7.211215961	7.527194125	7.257003722	7.270875008	7.356641992
