#NAME	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0	0	0
ENSDARG00000105452	846	271	680	10	273	448	726	399	362	296	261	335	1018	923	266	324	4	19
ENSDARG00000105453	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0
ENSDARG00000105455	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105458	0	0	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	0
ENSDARG00000105460	1	1	4	0	4	0	3	4	1	1	0	3	10	0	0	0	0	0
ENSDARG00000105461	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSDARG00000105462	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105464	24	8	20	0	22	3	21	11	13	2	3	19	37	11	6	15	0	0
ENSDARG00000105466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105468	11	1	0	0	3	4	6	0	4	8	0	3	3	3	0	11	0	0
ENSDARG00000105470	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105473	1	0	3	0	0	0	2	0	0	4	7	0	0	8	0	0	0	0
ENSDARG00000105475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105476	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
ENSDARG00000105477	15	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
ENSDARG00000105478	6	9	19	0	9	0	1	16	5	0	0	14	1	9	0	0	0	0
ENSDARG00000105479	135	50	58	0	40	58	30	16	96	4	5	21	24	129	11	11	0	0
ENSDARG00000105481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105482	29	0	0	0	9	2	9	0	0	4	0	9	20	6	0	0	0	0
ENSDARG00000105483	25	2	10	0	2	4	24	0	9	4	3	6	22	13	6	0	0	0
ENSDARG00000105484	62	25	89	16	72	75	151	44	65	57	8	34	71	42	2	11	0	18
ENSDARG00000105485	5	6	5	0	0	10	27	4	12	0	0	1	4	20	6	0	0	0
ENSDARG00000105486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105489	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000105490	109	26	128	3	52	112	113	50	49	22	25	41	60	120	16	53	0	0
ENSDARG00000105492	5	0	1	0	4	0	0	5	15	0	0	4	19	16	4	0	0	0
ENSDARG00000105493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105494	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105495	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0
ENSDARG00000105496	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSDARG00000105498	2	1	0	0	24	12	0	4	5	2	0	1	13	9	0	0	0	0
ENSDARG00000105499	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ENSDARG00000105500	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105502	24	9	14	0	8	8	21	7	11	38	2	30	14	47	1	30	0	0
ENSDARG00000105503	405	164	387	37	140	240	282	261	127	152	74	160	313	392	110	172	2	18
ENSDARG00000105507	13	5	14	0	2	5	11	4	20	2	6	6	25	25	28	7	0	0
ENSDARG00000105508	75	7	33	0	23	56	26	35	5	7	27	10	23	39	0	19	0	10
ENSDARG00000105512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105513	19	0	0	0	0	1	3	0	2	1	0	6	13	16	0	4	2	0
ENSDARG00000105514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105521	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000105522	207	61	197	6	55	87	154	39	72	128	38	67	164	137	49	82	1	8
ENSDARG00000105527	14	6	1	0	13	11	5	2	0	16	23	12	11	9	20	14	0	0
ENSDARG00000105528	0	0	0	0	0	7	0	0	0	3	0	0	6	0	0	0	0	0
ENSDARG00000105529	265	55	119	24	83	177	235	114	124	114	86	79	306	299	118	148	6	31
ENSDARG00000105530	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105532	104	18	65	0	30	10	73	53	44	34	6	22	91	51	27	13	1	3
ENSDARG00000105537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105541	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSDARG00000105544	26	2	3	0	11	1	7	0	0	3	0	5	5	0	2	0	0	0
ENSDARG00000105545	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000105546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105548	0	0	0	0	0	2	0	0	0	0	2	0	11	0	0	0	0	0
ENSDARG00000105549	41	16	25	3	16	21	69	8	10	23	4	5	60	29	27	5	6	13
ENSDARG00000105550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105551	0	0	23	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0
ENSDARG00000105552	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
ENSDARG00000105557	48	8	41	0	9	14	18	17	13	6	2	6	19	7	9	4	0	5
ENSDARG00000105558	0	0	0	0	6	3	0	2	2	7	0	2	10	1	0	0	0	0
ENSDARG00000105561	9	3	18	0	3	14	0	18	15	3	2	10	11	12	2	6	0	0
ENSDARG00000105562	0	0	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0
ENSDARG00000105563	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105564	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
ENSDARG00000105567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105568	5	0	3	0	15	46	3	0	5	11	11	0	38	18	1	2	0	0
ENSDARG00000105570	44	21	17	0	6	11	33	0	1	25	1	6	74	22	0	4	0	12
ENSDARG00000105573	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105575	40	12	36	7	22	9	83	22	32	18	7	29	43	51	8	16	0	15
ENSDARG00000105578	5	0	8	0	9	9	1	0	13	0	0	14	7	4	6	3	6	0
ENSDARG00000105581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105582	7	0	14	0	0	2	0	0	0	0	0	0	6	1	0	1	0	0
ENSDARG00000105583	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000105584	3	0	7	0	11	0	0	0	0	4	0	5	7	2	3	4	0	0
ENSDARG00000105585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105588	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105589	13	12	9	2	0	24	10	10	1	12	0	20	9	5	7	4	0	1
ENSDARG00000105590	378	319	580	97	239	48	114	24	297	98	11	102	481	36	11	50	0	1
ENSDARG00000105594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105607	0	1	3	0	6	0	9	6	0	3	2	1	11	0	0	2	0	0
ENSDARG00000105611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSDARG00000105613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105615	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSDARG00000105616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105617	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105625	25	13	19	2	8	21	13	10	6	110	16	16	107	16	0	53	0	1
ENSDARG00000105626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSDARG00000105628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105630	24	12	42	2	5	17	34	29	17	7	19	2	17	16	17	9	2	0
ENSDARG00000105631	20	17	105	1	5	0	16	9	6	2	3	9	31	38	6	103	0	0
ENSDARG00000105636	4	0	0	0	1	0	0	1	8	0	0	0	1	7	0	0	0	0
ENSDARG00000105641	37	23	32	0	20	34	42	21	9	23	2	17	27	14	5	15	0	0
ENSDARG00000105642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105643	20	1	1	0	0	2	15	2	1	5	0	13	11	9	0	6	0	0
ENSDARG00000105644	9	6	0	0	2	15	7	23	9	7	0	12	28	0	1	15	0	0
ENSDARG00000105648	43	0	47	5	34	23	80	41	86	32	13	36	73	113	14	42	0	7
ENSDARG00000105653	0	0	1	0	0	3	0	0	0	0	0	20	2	1	0	0	0	0
ENSDARG00000105657	95	12	47	0	29	88	77	45	8	60	32	11	83	94	18	30	6	0
ENSDARG00000105666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105669	142	54	107	3	25	205	44	93	69	55	202	53	132	219	32	133	8	16
ENSDARG00000105671	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105674	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105689	56	14	22	4	12	9	22	22	17	30	10	19	45	25	7	31	0	0
ENSDARG00000105690	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105691	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0
ENSDARG00000105692	1	0	9	0	0	18	4	6	17	14	4	9	0	4	0	0	0	4
ENSDARG00000105693	670	123	327	47	145	352	436	189	189	191	86	308	519	619	130	227	0	35
ENSDARG00000105696	88	0	61	20	11	22	42	74	0	19	15	1	69	57	8	38	0	0
ENSDARG00000105704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105705	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0
ENSDARG00000105706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105708	7	0	0	0	9	5	1	0	0	13	0	9	1	0	0	0	0	0
ENSDARG00000105711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105712	1	0	0	0	0	3	3	5	0	0	0	0	0	8	0	0	0	0
ENSDARG00000105713	37	3	18	0	11	21	7	42	9	16	15	31	53	46	13	49	0	0
ENSDARG00000105714	21	24	81	4	84	59	98	260	81	11	41	33	114	50	17	95	0	23
ENSDARG00000105716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105721	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
ENSDARG00000105722	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105728	43	18	23	0	26	6	14	14	7	33	1	3	16	27	0	16	0	0
ENSDARG00000105729	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105731	136	18	127	0	17	67	27	6	107	1	14	70	111	21	5	23	0	23
ENSDARG00000105735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105736	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSDARG00000105739	33	9	13	0	9	19	30	10	0	12	5	7	19	3	5	9	0	0
ENSDARG00000105741	14	14	22	0	6	35	39	5	0	5	3	4	35	35	9	10	0	6
ENSDARG00000105744	79	2	52	2	82	21	38	23	4	30	10	23	47	34	15	16	0	6
ENSDARG00000105746	7	0	14	0	9	11	3	3	8	0	0	16	2	9	3	1	0	0
ENSDARG00000105748	24	0	1	0	18	40	16	1	0	5	0	9	7	3	0	6	0	0
ENSDARG00000105749	69	16	49	2	30	48	1	0	60	0	4	42	8	29	0	9	0	0
ENSDARG00000105750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105755	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105756	0	0	0	0	5	15	7	1	5	0	0	0	5	2	10	0	0	0
ENSDARG00000105757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105760	22	14	28	0	0	1	21	7	13	20	3	22	58	53	0	2	0	0
ENSDARG00000105761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105762	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000105765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105777	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000105779	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000105781	42	13	37	1	6	25	31	42	16	6	7	12	86	15	9	20	0	3
ENSDARG00000105782	0	6	0	0	0	0	0	10	0	0	0	1	1	0	0	0	0	0
ENSDARG00000105784	48	8	52	0	22	20	39	51	31	14	4	5	23	107	23	2	5	5
ENSDARG00000105787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105788	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSDARG00000105792	5	4	9	0	12	1	5	7	0	1	3	3	18	30	6	11	0	0
ENSDARG00000105793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105796	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105797	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSDARG00000105798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSDARG00000105799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105803	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	6	0	0
ENSDARG00000105806	13	3	20	0	11	7	5	0	1	24	1	30	13	22	2	7	0	6
ENSDARG00000105808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105815	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0
ENSDARG00000105816	44	21	10	4	2	30	29	27	2	22	9	7	49	15	13	16	0	1
ENSDARG00000105817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105820	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105827	13	1	0	0	2	0	7	4	4	12	0	9	3	11	15	0	0	0
ENSDARG00000105828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105829	168	18	62	0	9	59	27	0	69	11	4	34	39	4	4	8	0	0
ENSDARG00000105830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105831	72	9	22	2	10	26	20	13	21	2	10	23	16	3	26	26	0	3
ENSDARG00000105833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105834	81	28	29	0	0	4	7	12	19	12	1	3	43	66	4	27	0	0
ENSDARG00000105835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105838	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSDARG00000105863	5	0	8	0	2	0	6	0	8	35	0	0	10	30	0	2	0	0
ENSDARG00000105882	59	3	26	0	6	5	17	5	33	0	11	23	22	40	25	4	0	0
ENSDARG00000105924	46	9	0	0	2	7	7	19	17	13	6	8	47	24	0	2	0	11
ENSDARG00000105972	146	36	115	9	87	55	112	76	48	52	36	90	175	179	49	73	0	5
ENSDARG00000105974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106018	50	2	45	0	0	3	19	58	22	7	6	17	38	67	7	12	1	16
ENSDARG00000106062	86	20	17	3	68	16	65	4	35	17	10	10	42	49	9	11	0	0
ENSDARG00000106112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSDARG00000106158	8	0	8	0	4	5	3	0	0	6	9	0	7	12	2	0	0	0
ENSDARG00000106212	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ENSDARG00000106245	5	7	0	6	0	0	7	1	10	5	0	0	5	24	3	6	0	0
ENSDARG00000106248	74	15	76	6	30	38	31	22	37	20	14	18	27	78	22	3	2	0
ENSDARG00000106258	2	12	0	0	0	5	1	6	0	0	0	1	4	24	8	18	0	0
ENSDARG00000106267	0	9	22	0	0	11	7	0	10	16	0	10	9	14	0	0	0	0
ENSDARG00000106298	3	0	0	0	0	0	4	4	0	1	5	0	12	0	0	5	0	0
ENSDARG00000106343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106515	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	10	0	0
ENSDARG00000106522	109	19	74	21	42	44	79	27	32	12	7	45	132	124	8	35	3	16
ENSDARG00000106529	60	1	17	0	25	23	22	1	6	24	24	12	24	14	0	4	0	0
ENSDARG00000106560	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106564	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0
ENSDARG00000106565	0	0	0	0	0	19	6	0	0	0	2	0	7	0	0	0	0	0
ENSDARG00000106579	55	2	16	8	5	39	58	24	7	12	0	0	26	9	1	0	0	0
ENSDARG00000106601	17	0	1	0	10	6	11	23	1	7	2	2	25	39	13	28	0	4
ENSDARG00000106606	26	0	1	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0
ENSDARG00000106630	110	5	50	0	35	42	70	12	19	25	29	24	108	31	15	41	0	0
ENSDARG00000106631	23	25	61	0	8	15	27	13	3	16	16	17	24	78	21	34	0	13
ENSDARG00000106667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106669	27	3	22	0	3	0	18	8	8	11	1	18	4	11	1	29	3	0
ENSDARG00000106684	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000106724	0	0	7	0	0	0	4	0	0	0	0	0	19	0	0	0	0	0
ENSDARG00000106745	162	17	42	0	31	86	88	113	47	55	29	61	107	136	75	72	0	24
ENSDARG00000106749	0	0	2	0	0	0	0	0	0	0	0	1	0	5	3	0	0	0
ENSDARG00000106760	71	17	49	0	30	58	88	17	0	52	6	7	43	29	3	11	0	0
ENSDARG00000106808	7	9	34	0	3	2	4	17	6	12	5	11	3	0	15	0	0	0
ENSDARG00000106841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106873	549	133	237	12	97	181	276	116	151	90	93	165	424	243	103	132	7	28
ENSDARG00000106914	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000106963	5	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ENSDARG00000106989	87	20	31	3	5	29	69	25	32	26	22	20	44	47	18	17	0	0
ENSDARG00000106991	0	0	6	0	1	0	0	0	0	0	0	0	5	4	0	0	0	0
ENSDARG00000106998	0	0	0	0	50	20	51	0	26	0	13	0	54	5	0	0	0	0
ENSDARG00000107053	5	21	8	13	7	9	17	17	16	6	8	9	8	24	19	15	0	0
ENSDARG00000107066	1	2	9	0	8	0	5	0	6	22	0	5	25	0	0	20	0	0
ENSDARG00000107077	1	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0
ENSDARG00000107086	26	2	32	12	0	20	6	15	0	11	3	11	5	38	12	18	0	0
ENSDARG00000107096	2	0	1	0	0	5	1	0	1	0	1	0	0	0	4	0	0	0
ENSDARG00000107106	0	2	4	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0
ENSDARG00000107130	77	12	39	10	45	88	17	6	41	32	6	13	58	53	25	13	0	5
ENSDARG00000107177	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ENSDARG00000107226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107280	7	0	12	0	2	3	21	2	0	1	6	21	0	0	1	0	0	0
ENSDARG00000107283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSDARG00000107296	75	0	34	1	9	74	18	42	30	10	5	16	22	29	18	25	0	0
ENSDARG00000107353	45	5	16	0	8	0	14	33	31	24	11	13	4	27	0	7	1	0
ENSDARG00000107385	43	2	28	0	7	6	35	7	15	25	11	17	7	39	2	7	0	0
ENSDARG00000107408	142	10	33	1	22	37	78	15	31	55	6	12	164	96	51	44	2	19
ENSDARG00000107425	0	0	7	0	0	3	16	0	0	8	2	0	0	0	0	0	0	0
ENSDARG00000107431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107441	408	84	179	45	69	118	226	114	138	72	47	132	285	293	94	141	0	7
ENSDARG00000107442	9	2	0	0	0	0	2	0	0	1	5	13	5	23	7	3	0	0
ENSDARG00000107444	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107486	0	0	0	0	1	12	1	0	0	0	4	0	4	1	1	0	0	0
ENSDARG00000107506	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000107511	133	20	57	4	40	87	136	24	103	21	18	28	76	97	36	66	0	10
ENSDARG00000107526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000107527	0	0	15	0	0	0	4	0	0	0	0	0	4	0	0	0	4	0
ENSDARG00000107534	4	0	0	0	0	0	1	0	7	0	3	1	0	0	0	13	0	0
ENSDARG00000107576	0	6	0	0	0	8	4	16	6	0	0	0	38	6	7	5	0	0
ENSDARG00000107760	1285	101	688	27	473	323	862	308	491	281	193	313	1404	1876	605	389	19	78
ENSDARG00000107858	31	4	38	0	0	16	32	3	7	19	6	1	27	25	0	13	0	0
ENSDARG00000107912	48	26	62	0	0	21	33	9	35	0	2	23	74	33	7	17	0	3
ENSDARG00000107947	75	5	40	11	21	10	44	13	26	18	12	26	13	36	20	14	2	0
ENSDARG00000107952	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000107989	9	0	9	0	0	1	0	0	10	0	0	0	3	4	0	0	0	0
ENSDARG00000108006	101	0	3	12	1	53	27	86	31	8	4	7	34	25	16	0	0	0
ENSDARG00000108038	0	0	7	0	0	0	0	4	0	9	0	2	2	3	0	0	0	0
ENSDARG00000108060	37	2	16	0	0	8	15	8	5	11	0	14	7	9	0	13	3	0
ENSDARG00000108118	12	6	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
ENSDARG00000108136	76	28	48	2	35	47	56	23	34	69	20	18	61	76	8	22	0	0
ENSDARG00000108175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108298	95	14	49	0	21	35	55	36	64	17	26	29	58	22	26	0	0	0
ENSDARG00000108326	60	10	44	11	10	55	63	41	43	45	15	43	86	152	62	31	0	0
ENSDARG00000108332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108340	0	0	0	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSDARG00000108372	169	32	71	14	29	61	68	51	58	35	26	9	100	73	52	19	0	10
ENSDARG00000108395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108401	0	0	0	0	0	3	0	0	0	0	9	0	0	15	0	7	0	0
ENSDARG00000108432	497	173	418	73	348	165	509	163	170	153	48	88	923	759	154	158	0	8
ENSDARG00000108441	24	6	0	0	6	4	17	2	5	4	0	5	18	0	0	8	0	0
ENSDARG00000108467	0	5	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	3
ENSDARG00000108475	10	10	12	0	18	1	15	0	10	2	1	5	0	10	0	1	0	0
ENSDARG00000108505	0	0	18	0	0	15	37	16	4	4	0	11	23	24	13	0	0	14
ENSDARG00000108525	14	0	0	0	9	1	2	2	1	7	0	5	33	4	2	0	0	0
ENSDARG00000108530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000108535	541	142	309	24	261	277	548	320	227	272	122	263	470	510	164	244	21	36
ENSDARG00000108649	9	0	4	0	3	7	7	8	6	3	0	25	16	5	3	5	0	0
