#NAME	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ENSDARG00000001463	61	48	121	0	97	9	77	67	66	49	92	22	27	20	101	25	12	44
ENSDARG00000001470	37	75	85	2	73	11	109	55	92	6	66	6	8	36	59	76	46	29
ENSDARG00000001498	0	0	3	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0
ENSDARG00000001549	66	111	100	0	296	23	156	81	121	23	101	23	17	48	277	68	58	55
ENSDARG00000001557	11	3	14	0	34	6	15	10	38	0	9	3	0	4	22	11	3	18
ENSDARG00000001558	35	45	65	0	50	9	30	33	48	16	48	2	10	28	73	58	32	45
ENSDARG00000001559	133	554	457	2	408	43	466	216	1153	28	445	92	98	45	395	81	41	564
ENSDARG00000001572	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000001578	67	59	62	0	31	0	95	61	50	4	45	1	10	13	66	23	23	39
ENSDARG00000001621	22	9	4	0	5	0	14	26	16	0	35	3	5	0	39	22	5	1
ENSDARG00000001634	140	151	302	3	209	24	156	89	136	16	158	25	69	89	214	101	34	118
ENSDARG00000001656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000001676	113	88	207	0	164	24	103	157	117	4	147	16	2	32	117	99	74	75
ENSDARG00000001686	4	0	10	0	0	3	11	11	17	0	0	0	0	0	5	11	6	4
ENSDARG00000001710	182	151	308	2	264	45	215	69	218	13	232	27	51	83	130	204	66	164
ENSDARG00000001712	1	13	14	0	4	3	9	12	19	0	1	0	3	0	0	6	8	3
ENSDARG00000001721	0	3	6	0	1	0	1	0	0	0	5	0	0	0	0	6	0	0
ENSDARG00000001729	249	221	336	0	313	61	272	169	291	18	207	36	41	76	244	154	156	211
ENSDARG00000001733	51	42	74	3	66	11	37	6	54	1	31	4	3	8	35	51	13	40
ENSDARG00000001734	8	11	42	0	29	15	59	26	31	0	40	1	0	12	22	16	13	17
ENSDARG00000001754	84	113	95	0	121	9	102	62	130	34	28	14	14	28	59	33	0	48
ENSDARG00000001760	98	66	134	4	94	13	82	67	123	12	88	34	10	41	56	36	20	42
ENSDARG00000001767	4	26	21	0	10	0	20	0	15	0	12	0	0	4	12	18	4	10
ENSDARG00000001769	53	97	95	6	136	21	182	121	123	5	109	27	21	22	61	16	26	76
ENSDARG00000001771	3	7	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0
ENSDARG00000001776	14	8	24	0	42	11	35	16	28	6	14	12	0	5	28	11	2	17
ENSDARG00000001777	50	106	185	1	128	13	130	118	177	7	105	2	13	90	122	88	42	82
ENSDARG00000001781	19	0	3	0	12	0	0	3	28	0	4	0	0	0	6	0	0	0
ENSDARG00000001782	1	0	1	0	7	0	5	8	0	0	3	1	6	0	1	0	0	0
ENSDARG00000001785	31	21	43	0	75	7	120	39	37	4	28	19	7	18	33	34	16	40
ENSDARG00000001788	224	130	366	6	278	47	295	224	257	16	304	51	3	67	258	132	101	167
ENSDARG00000001803	11	12	27	0	8	1	31	11	24	0	25	3	2	3	21	2	5	2
ENSDARG00000001804	2	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000001807	45	102	73	0	75	11	49	30	78	4	58	3	15	16	40	30	43	44
ENSDARG00000001817	28	10	35	0	17	1	23	7	35	0	30	1	8	16	13	7	9	5
ENSDARG00000001818	185	348	373	17	425	58	415	278	598	41	422	28	7	139	243	129	110	143
ENSDARG00000001825	7	5	16	0	4	0	9	1	2	1	16	0	0	0	12	3	0	9
ENSDARG00000001829	173	306	492	6	260	35	322	221	354	92	282	98	46	66	134	299	125	130
ENSDARG00000001835	68	63	137	0	102	21	63	69	238	5	59	12	157	3	50	43	32	73
ENSDARG00000001857	196	222	623	3	374	34	616	309	780	52	735	41	40	61	387	217	307	368
ENSDARG00000001859	14	20	26	0	2	0	13	11	32	0	10	6	0	10	0	3	3	7
ENSDARG00000001870	1435	1533	3350	28	2642	359	1619	951	1024	138	1483	179	27	485	1676	772	288	709
ENSDARG00000001873	21	42	34	0	26	4	37	44	29	1	66	15	12	4	29	40	8	5
ENSDARG00000001879	99	145	152	1	122	29	218	91	180	17	450	21	1	46	144	71	51	85
ENSDARG00000001880	27	41	56	3	19	2	46	25	17	1	25	3	0	37	9	207	23	11
ENSDARG00000001881	18	8	19	0	27	13	27	12	27	2	12	1	7	20	25	8	10	62
ENSDARG00000001882	38	30	100	4	61	7	17	22	73	0	16	1	26	47	57	13	10	20
ENSDARG00000001888	56	82	118	2	142	21	120	89	162	13	184	13	15	13	80	54	117	55
ENSDARG00000001889	331	154	335	1	309	7	301	337	333	38	256	98	60	66	312	167	82	193
ENSDARG00000001890	161	187	279	2	197	27	255	161	180	10	214	18	38	71	198	168	85	115
ENSDARG00000001891	5	26	18	0	14	0	28	0	13	1	19	0	0	2	5	1	9	8
ENSDARG00000001897	62	131	93	0	174	19	158	79	101	6	88	14	10	63	105	79	42	38
ENSDARG00000001898	5	19	16	0	37	0	19	8	1	1	14	3	0	7	13	12	2	2
ENSDARG00000001906	0	0	0	0	6	0	3	0	0	0	0	0	0	0	3	20	0	7
ENSDARG00000001909	4	10	6	0	16	0	15	7	14	0	0	0	0	8	2	0	0	11
ENSDARG00000001910	171	195	299	14	290	60	342	164	338	20	226	28	4	72	204	119	118	170
ENSDARG00000001912	18	23	14	0	24	5	27	11	11	0	34	0	3	1	25	23	0	7
ENSDARG00000001913	38	47	49	1	75	8	60	43	62	2	66	5	2	5	34	11	23	46
ENSDARG00000001929	21	37	30	0	54	1	42	16	55	0	22	4	5	10	13	12	1	23
ENSDARG00000001930	13	16	16	0	71	0	82	60	42	0	3	4	4	20	28	16	10	17
ENSDARG00000001933	8	9	16	0	18	7	31	20	21	0	26	8	0	0	18	6	4	2
ENSDARG00000001937	28	44	28	0	30	7	5	6	7	0	3	0	0	3	21	17	5	17
ENSDARG00000001939	15	7	26	0	16	0	24	3	12	0	15	3	0	8	24	4	19	25
ENSDARG00000001940	44	117	49	0	71	11	64	93	43	0	120	3	8	12	102	44	11	9
ENSDARG00000001950	986	2192	1922	35	1519	171	1334	1307	1716	107	1634	217	82	554	1191	929	527	1032
ENSDARG00000001953	71	107	72	12	154	39	40	139	54	6	50	17	24	36	74	75	19	54
ENSDARG00000001968	165	169	288	2	174	33	286	173	280	7	155	19	27	32	237	98	77	136
ENSDARG00000001969	13	33	64	0	56	7	44	21	55	0	44	10	0	8	20	14	16	19
ENSDARG00000001971	11	13	14	0	6	8	11	4	7	6	8	0	0	5	28	13	5	3
ENSDARG00000001975	9	26	41	0	35	3	9	8	13	0	18	7	4	9	22	0	10	10
ENSDARG00000001976	40	17	63	0	24	9	21	45	38	12	34	6	6	7	34	8	19	34
ENSDARG00000001993	160	213	330	0	263	54	110	59	112	15	168	31	1	37	100	60	16	59
ENSDARG00000001994	674	530	1053	25	957	129	599	505	597	85	507	142	65	174	554	342	223	536
ENSDARG00000001999	24	40	63	3	35	42	312	41	75	4	189	1	2	21	73	64	3	53
ENSDARG00000002002	1	5	24	0	7	0	14	9	5	0	5	5	3	2	25	3	4	0
ENSDARG00000002006	18	99	32	0	115	10	17	81	63	0	74	0	18	9	167	13	41	36
ENSDARG00000002013	61	93	99	8	114	35	108	90	101	0	53	14	1	24	80	36	22	91
ENSDARG00000002016	24	22	22	0	25	0	23	0	21	0	4	0	7	0	0	46	0	2
ENSDARG00000002020	90	176	78	42	81	8	74	30	75	2	35	15	4	23	65	112	23	49
ENSDARG00000002021	9	34	77	0	67	0	158	15	67	40	78	0	0	36	65	69	36	59
ENSDARG00000002026	111	120	127	0	117	7	109	64	90	9	86	28	8	17	98	39	62	101
ENSDARG00000002031	0	38	0	0	20	0	0	0	18	0	0	0	3	10	0	0	14	0
ENSDARG00000002037	7	21	28	0	25	3	64	31	30	7	32	5	1	4	12	32	22	17
ENSDARG00000002060	0	1	13	0	0	0	3	3	2	0	4	0	0	0	0	11	11	0
ENSDARG00000002071	140	134	223	0	138	29	250	101	187	10	141	19	8	56	163	57	39	142
ENSDARG00000002077	14	34	26	0	23	5	64	12	13	0	8	1	0	3	21	0	14	15
ENSDARG00000002082	66	52	196	8	177	24	174	145	146	33	199	11	20	36	131	53	17	128
ENSDARG00000002084	193	297	386	5	338	26	215	162	272	38	197	31	28	70	239	114	52	130
ENSDARG00000002097	0	20	14	0	0	0	5	0	0	0	8	0	14	0	6	10	12	4
ENSDARG00000002127	62	93	149	0	101	15	169	105	125	17	103	18	22	38	129	74	71	103
ENSDARG00000002128	26	50	37	0	40	3	30	19	55	5	24	0	1	10	41	27	8	34
ENSDARG00000002131	190	163	415	30	328	82	416	249	329	9	287	53	32	91	239	255	79	277
ENSDARG00000002165	0	8	7	0	4	0	4	11	3	0	0	0	5	2	20	0	0	5
ENSDARG00000002167	99	148	196	4	129	23	184	139	190	19	137	60	17	44	79	67	71	125
ENSDARG00000002168	25	72	14	0	41	36	56	41	68	3	43	9	25	4	62	8	7	42
ENSDARG00000002172	3	5	54	0	14	4	8	7	25	0	18	1	2	14	9	0	0	4
ENSDARG00000002174	5	0	28	0	7	0	21	15	12	0	8	2	1	0	2	6	0	18
ENSDARG00000002184	31	48	62	0	25	2	37	52	47	16	33	4	10	0	23	15	11	73
ENSDARG00000002190	106	159	158	12	129	23	224	109	164	9	106	23	16	66	154	74	58	81
ENSDARG00000002192	46	71	66	0	30	9	23	11	51	3	70	28	0	6	11	40	8	7
ENSDARG00000002193	1052	1619	2482	74	2058	193	2296	1861	2326	286	1759	285	274	730	1641	921	911	1104
ENSDARG00000002194	0	29	0	0	7	0	0	24	0	0	0	0	0	0	0	1	0	0
ENSDARG00000002196	53	37	89	0	53	8	193	71	62	65	126	10	9	6	125	43	22	45
ENSDARG00000002197	44	132	187	2	194	17	127	132	237	8	149	11	0	37	104	52	31	23
ENSDARG00000002204	24	31	40	0	30	18	61	31	30	0	15	0	2	0	18	5	31	10
ENSDARG00000002210	17	50	50	0	104	5	108	31	41	10	14	4	1	2	34	15	17	9
ENSDARG00000002213	5	48	54	0	17	0	32	11	39	0	15	0	9	2	36	11	12	11
ENSDARG00000002215	45	31	48	2	8	13	61	43	80	7	54	10	14	23	36	35	19	31
ENSDARG00000002216	15	42	44	4	25	0	61	6	46	0	10	7	0	10	20	15	19	11
ENSDARG00000002217	138	124	325	8	187	76	235	159	177	16	173	17	33	52	212	89	54	139
ENSDARG00000002219	1	10	15	0	8	0	5	14	22	24	6	5	0	5	8	5	2	0
ENSDARG00000002220	27	14	28	0	0	0	27	19	14	0	0	0	0	0	43	19	21	0
ENSDARG00000002230	120	118	212	0	173	11	161	123	116	19	114	36	4	35	138	108	53	86
ENSDARG00000002231	12	8	65	13	43	10	76	13	34	3	27	10	1	6	2	31	12	1
ENSDARG00000002235	164	219	231	0	177	43	223	175	211	10	163	17	15	57	172	102	36	108
ENSDARG00000002240	50	94	87	10	79	27	80	45	67	7	58	0	4	10	58	23	30	41
ENSDARG00000002241	0	0	5	0	4	0	3	8	1	7	1	0	0	0	5	0	6	0
ENSDARG00000002249	19	52	56	0	66	7	103	60	46	6	54	2	0	6	29	6	38	76
ENSDARG00000002255	67	117	93	0	166	35	149	128	236	0	107	11	14	36	123	63	42	93
ENSDARG00000002259	0	1	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0
ENSDARG00000002264	14	22	58	0	35	22	24	20	43	2	20	3	0	11	24	13	7	25
ENSDARG00000002267	15	52	44	0	20	0	95	13	50	46	36	10	3	21	98	11	35	37
ENSDARG00000002271	129	182	299	5	194	51	167	145	270	23	227	34	22	57	142	98	67	113
ENSDARG00000002285	75	81	94	0	62	11	89	32	22	4	46	2	4	20	61	51	10	27
ENSDARG00000002293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002295	0	11	2	0	3	0	0	5	5	0	0	0	3	0	3	0	0	0
ENSDARG00000002298	12	4	7	5	0	0	5	3	8	1	12	0	0	1	0	3	0	0
ENSDARG00000002299	9	13	13	0	8	11	4	0	0	0	6	0	0	4	7	0	1	12
ENSDARG00000002300	1	9	0	0	5	0	7	3	18	0	6	5	4	1	0	1	0	2
ENSDARG00000002304	4	5	0	0	0	0	14	1	3	0	0	0	2	0	17	0	0	0
ENSDARG00000002305	182	176	248	5	266	81	223	156	178	8	198	28	10	60	94	121	66	130
ENSDARG00000002311	0	8	0	0	3	0	6	6	2	0	6	0	0	0	1	9	0	0
ENSDARG00000002330	0	1	3	0	4	0	15	7	4	7	2	0	0	3	4	0	0	0
ENSDARG00000002332	66	176	188	2	94	16	166	77	117	13	84	6	28	27	97	78	42	76
ENSDARG00000002333	67	81	89	2	106	16	77	38	63	1	60	14	11	17	44	42	43	51
ENSDARG00000002336	52	104	74	2	151	27	301	169	188	20	121	1	27	50	54	65	87	108
ENSDARG00000002339	7	22	27	0	40	5	4	4	7	0	14	0	0	11	6	11	0	8
ENSDARG00000002344	530	636	966	39	823	169	841	634	1039	109	796	89	85	300	775	375	262	486
ENSDARG00000002347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002353	0	0	9	0	11	0	8	0	5	0	0	0	0	0	0	2	0	6
ENSDARG00000002355	0	0	16	0	0	0	7	1	1	0	0	0	0	0	0	0	0	6
ENSDARG00000002362	73	57	67	5	74	17	79	41	45	1	63	13	22	32	44	56	19	59
ENSDARG00000002365	29	28	43	1	47	0	33	11	34	17	28	5	11	7	23	26	13	12
ENSDARG00000002369	105	169	279	0	153	26	154	100	232	36	171	26	6	51	174	121	60	112
ENSDARG00000002377	13	47	25	0	38	11	51	23	16	8	5	2	0	18	28	2	6	12
ENSDARG00000002385	57	93	99	12	82	23	108	74	79	1	97	11	12	42	104	23	33	58
ENSDARG00000002391	1	1	0	0	7	4	8	8	2	0	0	0	0	4	11	0	0	9
ENSDARG00000002394	12	1	4	0	7	8	26	0	3	0	12	10	0	15	8	7	5	2
ENSDARG00000002396	164	226	302	1	219	48	315	226	235	6	182	57	38	69	190	76	69	138
ENSDARG00000002401	21	0	10	0	0	0	6	20	2	0	17	1	0	3	0	21	1	0
ENSDARG00000002402	17	29	77	0	5	2	46	26	25	4	108	1	0	15	59	19	13	33
ENSDARG00000002403	44	73	106	0	46	6	80	81	60	13	54	9	18	9	71	64	38	46
ENSDARG00000002405	44	43	68	1	27	29	96	21	59	8	19	7	4	24	53	42	17	71
ENSDARG00000002406	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002411	33	47	75	0	54	6	31	31	51	0	39	2	0	10	43	55	5	7
ENSDARG00000002445	31	16	17	4	14	2	57	40	44	11	26	4	9	6	32	3	17	3
ENSDARG00000002463	5	7	9	0	5	1	36	0	12	0	24	0	0	16	4	0	0	38
ENSDARG00000002467	20	6	10	0	2	0	20	5	6	0	18	0	0	8	19	2	0	6
ENSDARG00000002479	35	49	46	2	52	1	36	7	29	9	49	3	0	14	38	53	1	29
ENSDARG00000002483	0	9	10	0	2	0	10	6	20	1	3	0	0	1	12	0	0	1
ENSDARG00000002487	58	113	80	0	43	11	56	52	136	4	44	7	4	17	56	14	32	24
ENSDARG00000002494	43	58	80	0	84	17	77	35	91	36	56	11	5	12	45	19	24	25
ENSDARG00000002506	18	36	15	0	47	0	24	10	69	6	21	5	3	22	44	13	0	14
ENSDARG00000002507	37	45	34	2	40	6	19	7	60	0	40	1	1	1	21	8	35	23
ENSDARG00000002508	23	20	59	1	30	0	63	21	47	2	86	16	0	29	48	19	41	89
ENSDARG00000002509	2	6	0	0	1	1	4	0	5	0	0	5	0	0	0	3	0	2
ENSDARG00000002510	0	2	19	0	0	0	0	7	10	0	7	0	0	0	0	2	0	10
ENSDARG00000002523	99	196	276	0	62	23	101	50	61	0	53	10	3	23	121	49	84	41
ENSDARG00000002533	6	17	13	0	17	0	10	20	6	0	12	0	2	0	5	6	1	0
ENSDARG00000002536	54	101	83	3	91	35	55	77	114	2	76	5	21	32	38	44	27	10
ENSDARG00000002538	69	25	141	1	88	14	80	70	89	2	95	14	8	23	57	42	14	81
ENSDARG00000002546	20	5	84	0	18	0	10	35	22	16	10	5	0	21	7	21	40	46
ENSDARG00000002549	10	9	60	0	13	1	15	15	26	0	6	0	28	23	61	58	12	20
ENSDARG00000002552	147	158	177	5	154	21	203	156	282	23	143	24	26	48	119	79	77	161
ENSDARG00000002564	51	46	128	4	90	12	68	46	86	14	59	11	17	20	55	34	23	79
ENSDARG00000002571	35	58	88	0	101	21	76	39	95	24	87	15	0	11	87	16	40	59
ENSDARG00000002576	20	12	66	0	58	12	56	22	19	1	14	5	2	1	15	15	9	13
ENSDARG00000002582	22	35	32	0	59	8	32	15	76	8	59	13	0	8	46	22	1	27
ENSDARG00000002587	332	301	755	5	527	76	451	393	682	53	483	56	60	270	351	219	245	280
ENSDARG00000002589	515	657	830	30	956	90	896	529	937	102	644	134	70	208	739	430	362	490
ENSDARG00000002591	51	29	67	3	85	27	30	47	60	24	43	9	6	54	74	33	40	49
ENSDARG00000002593	0	14	3	0	8	0	4	12	17	0	33	1	0	0	0	7	0	0
ENSDARG00000002597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002600	70	54	223	3	119	10	100	130	146	19	93	58	38	47	152	81	57	105
ENSDARG00000002601	1	4	16	0	22	2	13	0	0	0	1	2	0	0	1	1	3	6
ENSDARG00000002607	40	43	53	0	61	9	54	28	51	2	52	12	1	29	40	41	15	39
ENSDARG00000002609	17	39	58	0	46	4	29	16	13	3	49	2	0	10	15	10	2	27
ENSDARG00000002613	0	0	0	0	3	0	1	0	0	0	1	0	0	1	15	12	2	0
ENSDARG00000002632	80	118	125	35	124	38	154	64	95	8	166	1	9	45	111	46	67	66
ENSDARG00000002634	15	11	16	0	13	0	23	23	29	0	8	1	8	11	16	1	12	28
ENSDARG00000002635	120	148	173	7	191	21	122	119	148	4	84	14	8	56	112	105	53	110
ENSDARG00000002642	25	17	27	0	45	16	30	4	34	1	46	8	0	0	23	13	0	2
ENSDARG00000002644	34	51	95	0	83	21	83	17	36	4	31	11	11	16	20	43	39	29
ENSDARG00000002656	79	70	206	0	101	99	137	100	133	16	215	90	17	31	111	149	119	261
ENSDARG00000002659	54	102	185	9	187	41	121	164	116	18	106	25	36	38	80	144	68	107
ENSDARG00000002663	0	3	54	0	19	0	34	41	48	0	33	0	0	3	23	0	0	34
ENSDARG00000002666	8	6	6	0	17	2	17	6	21	0	0	0	0	17	5	0	0	0
ENSDARG00000002670	53	78	87	0	105	14	84	98	52	15	63	1	21	17	60	60	62	74
ENSDARG00000002682	41	122	176	0	104	11	135	75	172	7	45	40	4	29	35	90	33	51
ENSDARG00000002685	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000002690	47	42	83	0	64	16	82	35	35	6	29	7	0	13	34	21	21	40
ENSDARG00000002696	503	397	1170	12	589	173	577	593	568	103	454	162	113	268	527	372	330	577
ENSDARG00000002701	0	2	0	0	9	11	2	26	0	0	9	19	0	0	2	0	0	0
ENSDARG00000002707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002710	524	834	1424	37	984	163	1117	695	934	175	747	66	152	241	747	539	209	551
ENSDARG00000002720	7	33	34	0	11	1	42	7	65	3	5	13	4	7	18	9	25	9
ENSDARG00000002722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSDARG00000002728	3	5	4	0	0	0	2	12	0	0	3	0	0	0	0	9	3	0
ENSDARG00000002731	139	253	269	5	268	33	304	124	208	18	202	11	10	55	190	105	38	158
ENSDARG00000002732	13	17	8	0	14	0	0	10	14	9	44	1	4	9	12	6	6	6
ENSDARG00000002745	271	399	610	4	432	39	479	291	449	43	500	74	50	111	313	171	133	346
ENSDARG00000002748	30	54	86	4	61	18	110	45	41	25	36	3	3	39	20	11	23	50
ENSDARG00000002750	27	43	66	0	67	9	37	48	67	7	57	22	3	13	61	22	28	21
ENSDARG00000002754	4	5	22	0	1	0	17	2	13	0	1	0	1	9	16	3	0	1
ENSDARG00000002758	798	1339	1829	17	1452	250	2255	815	1439	173	1424	178	159	268	1022	722	408	1001
ENSDARG00000002760	10	25	38	0	2	0	8	2	17	0	11	2	0	8	1	8	0	1
ENSDARG00000002764	2	23	25	0	25	0	19	19	24	1	22	0	0	3	1	0	4	1
ENSDARG00000002768	1792	3432	4544	63	4134	529	5342	4004	5586	442	4853	480	353	1314	3486	2140	1786	2840
ENSDARG00000002771	16	14	57	5	29	2	47	47	29	5	32	4	31	8	25	21	4	44
ENSDARG00000002779	0	0	11	0	1	0	12	1	9	0	1	0	0	0	14	0	0	5
ENSDARG00000002787	54	78	184	17	151	13	158	85	75	28	88	23	12	63	127	97	52	59
ENSDARG00000002790	238	301	523	32	326	23	252	229	318	41	357	14	52	110	254	161	166	162
ENSDARG00000002791	1292	1037	1743	20	2463	327	1411	1080	1519	137	1148	292	132	537	1178	1262	538	1192
ENSDARG00000002792	81	119	109	0	96	7	146	97	129	17	90	28	28	54	94	85	25	117
ENSDARG00000002795	6	22	50	0	34	3	83	13	26	13	35	4	4	7	17	1	8	54
ENSDARG00000002797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002798	21	10	4	0	28	15	30	10	7	1	19	0	1	10	11	2	14	5
ENSDARG00000002816	42	75	157	0	67	0	141	69	107	0	85	0	0	2	55	56	28	73
ENSDARG00000002826	6	19	29	0	16	4	26	7	45	0	15	0	1	12	2	1	12	3
ENSDARG00000002830	0	31	4	0	0	0	2	0	19	0	28	0	0	0	50	1	0	10
ENSDARG00000002831	11	165	24	0	24	1	38	13	25	2	11	5	0	47	18	380	1	34
ENSDARG00000002840	83	133	178	0	185	24	103	110	149	11	143	33	30	74	131	73	44	135
ENSDARG00000002847	12	14	36	0	64	0	25	32	57	0	35	0	1	11	29	14	6	19
ENSDARG00000002872	27	27	44	0	0	1	15	24	34	2	29	5	7	28	26	16	9	8
ENSDARG00000002877	85	158	194	3	98	6	153	143	114	10	150	20	26	40	122	79	40	77
ENSDARG00000002880	93	116	210	6	89	8	113	120	128	9	70	25	16	28	165	61	56	82
ENSDARG00000002894	6	15	6	0	1	0	29	8	69	0	55	13	4	9	23	8	10	21
ENSDARG00000002897	51	38	104	0	78	15	61	18	104	6	46	10	13	18	64	37	51	85
ENSDARG00000002909	24	74	109	0	63	41	154	34	101	17	128	10	2	16	35	89	52	23
ENSDARG00000002912	14	31	55	0	26	7	71	34	45	0	19	0	5	26	75	23	12	31
ENSDARG00000002916	86	66	218	0	124	7	209	196	97	8	159	258	19	49	110	58	52	75
ENSDARG00000002917	0	22	21	0	31	0	19	42	8	9	0	3	0	0	7	2	4	4
ENSDARG00000002933	17	0	81	0	56	11	20	33	82	3	28	10	17	10	26	7	32	53
ENSDARG00000002937	168	98	206	4	148	38	138	144	192	15	79	8	7	42	84	56	39	52
ENSDARG00000002945	30	17	28	0	25	2	20	34	13	0	32	16	0	28	11	7	8	20
ENSDARG00000002947	39	35	40	0	48	4	43	21	59	3	20	1	0	13	22	17	11	33
ENSDARG00000002949	154	189	238	20	272	38	240	165	166	22	179	29	14	79	120	142	59	191
ENSDARG00000002952	63	80	86	0	77	6	117	34	138	1	105	18	22	13	59	40	59	57
ENSDARG00000002956	11	49	8	4	5	0	17	1	23	5	17	3	0	10	15	0	2	11
ENSDARG00000002959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000002967	70	41	152	3	116	14	111	71	61	8	80	13	3	9	47	27	33	79
ENSDARG00000002968	105	242	339	4	300	27	249	95	233	22	172	14	10	59	188	99	53	55
ENSDARG00000002970	104	64	202	1	118	4	165	68	93	5	80	7	31	21	74	90	77	81
ENSDARG00000002971	26	45	87	0	42	8	73	18	48	0	52	0	1	15	27	62	20	33
ENSDARG00000002986	19	49	38	0	9	2	63	7	43	0	18	0	0	7	32	12	3	9
ENSDARG00000002988	218	269	349	0	259	60	216	155	212	16	216	21	9	64	241	85	104	194
ENSDARG00000002991	46	51	24	2	63	6	77	39	61	11	59	18	3	13	25	42	16	23
ENSDARG00000002994	69	80	87	0	95	17	107	50	123	5	58	7	1	29	78	36	26	94
ENSDARG00000003008	176	150	279	6	146	31	210	83	170	17	111	36	17	34	120	65	64	142
ENSDARG00000003017	59	81	44	5	55	8	56	35	39	2	99	6	5	40	51	50	26	53
ENSDARG00000003020	38	29	85	0	18	21	29	51	20	6	23	0	16	27	33	76	24	10
ENSDARG00000003021	2	23	72	2	17	34	11	2	43	0	16	2	2	1	10	24	0	94
ENSDARG00000003022	25	11	30	0	14	0	30	3	33	2	21	0	1	11	28	6	10	6
ENSDARG00000003027	2	20	1	0	0	1	3	4	11	0	1	3	0	0	5	16	9	6
ENSDARG00000003032	889	1441	1763	20	1165	185	1426	918	1402	224	1544	168	129	387	1093	914	345	858
ENSDARG00000003035	349	203	439	7	445	55	421	269	348	69	444	21	92	91	415	211	225	344
ENSDARG00000003041	17	22	17	0	2	0	19	24	31	11	5	0	3	2	16	12	0	15
ENSDARG00000003046	42	65	87	7	123	11	62	38	61	0	48	12	22	22	55	49	14	46
ENSDARG00000003054	7	5	10	0	0	0	0	5	0	0	2	1	0	0	13	0	0	1
ENSDARG00000003058	71	99	163	0	110	39	155	52	92	3	66	1	0	20	77	59	55	63
ENSDARG00000003061	4	9	7	0	5	0	25	8	14	0	5	5	0	24	14	27	7	0
ENSDARG00000003068	78	88	186	1	159	12	139	99	146	6	90	12	14	40	53	83	39	60
ENSDARG00000003069	21	60	31	6	32	0	56	19	47	3	43	2	9	0	13	21	0	21
ENSDARG00000003077	2	24	3	0	13	4	12	12	9	0	15	1	2	0	25	2	2	37
ENSDARG00000003081	6217	9205	11518	179	11691	1894	8821	6850	9700	813	7129	1175	867	3081	7108	4779	3164	6063
ENSDARG00000003084	17	15	38	0	39	2	7	10	46	0	21	2	23	12	24	6	12	13
ENSDARG00000003085	27	37	90	2	61	3	27	43	15	9	17	1	0	0	23	2	18	69
ENSDARG00000003087	56	95	150	0	252	29	199	128	190	0	111	33	10	20	19	88	88	156
ENSDARG00000003090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000003091	11	45	32	0	63	20	49	25	31	0	48	14	0	5	39	8	18	29
ENSDARG00000003098	351	436	474	4	471	62	383	405	438	217	311	46	91	205	382	185	262	229
ENSDARG00000003109	25	44	51	1	34	0	33	36	52	1	37	1	4	18	34	6	17	42
ENSDARG00000003113	148	217	354	40	312	69	312	127	301	26	307	27	10	57	254	131	77	62
ENSDARG00000003127	108	103	86	0	113	16	139	69	90	1	80	0	10	42	63	61	21	57
ENSDARG00000003132	27	60	27	0	31	8	79	41	38	0	60	4	13	6	26	24	1	10
ENSDARG00000003142	18	20	77	0	18	8	35	28	43	0	15	0	22	8	40	32	29	0
ENSDARG00000003144	23	16	26	0	8	0	12	11	24	0	11	3	0	9	29	2	13	0
ENSDARG00000003146	28	35	17	0	9	4	16	16	18	1	3	0	26	0	38	5	5	38
ENSDARG00000003151	206	395	498	21	457	48	418	247	383	27	436	57	14	121	342	238	167	241
ENSDARG00000003153	6	5	47	0	43	6	60	32	42	1	45	16	2	0	10	8	21	30
ENSDARG00000003157	39	49	62	0	46	1	70	17	27	21	36	0	0	0	33	10	20	65
ENSDARG00000003165	39	69	65	38	194	17	74	58	75	15	79	11	1	14	63	86	81	25
ENSDARG00000003167	26	21	45	2	19	11	18	13	1	5	37	20	3	0	22	44	24	20
ENSDARG00000003169	434	619	386	13	485	118	381	397	650	45	402	191	55	123	229	141	149	502
