Chemical,Dose,estimate,std.error,statistic,adj.p.value
1-Decanol,Dose_5,-0.5934444444444449,1.863705841053769,-0.3184217333937752,0.9999998417472367
1-Decanol,Dose_4,1.3386666666666676,1.8637058410537688,0.7182821651241723,0.9999998417472367
1-Decanol,Dose_3,-2.5738888888888893,1.863705841053769,-1.3810596244274105,0.9999998417472367
1-Decanol,Dose_2,0.253236111111112,1.9210640094363225,0.13182075655324801,0.9999998417472367
1-Decanol,Dose_1,-3.1048888888888886,1.863705841053769,-1.6659758318583875,0.9901827135071337
1-Octanol,Dose_5,1.5867500000000008,1.1751088129956524,1.3503004849014535,0.9999998417472367
1-Octanol,Dose_4,0.4381250000000002,1.1420004932977355,0.3836469446128119,0.9999998417472367
1-Octanol,Dose_3,0.0933749999999996,1.1751088129956524,0.07946072650239333,0.9999998417472367
1-Octanol,Dose_2,2.0016249999999998,1.1751088129956524,1.7033528962286877,0.9702703543743771
1-Octanol,Dose_1,0.8712361111111109,1.1420004932977348,0.7629034455101308,0.9999998417472367
17betaestradiol,Dose_5,-3.6658888888888965,3.435733140683623,-1.0669888314316165,0.9999998417472367
17betaestradiol,Dose_4,-1.7872222222222343,3.435733140683622,-0.5201865654404764,0.9999998417472367
17betaestradiol,Dose_3,-7.948333333333349,3.4357331406836233,-2.3134315174873663,0.6439721689346556
17betaestradiol,Dose_2,-17.009444444444462,3.4357331406836242,-4.950746681408444,0.0022519470333528155
17betaestradiol,Dose_1,-22.52133333333336,3.4357331406836247,-6.555029861502043,1.0810978449127262e-5
24-DMP,Dose_5,0.48344444444444523,1.051126120793826,0.4599300073328411,0.9999998417472367
24-DMP,Dose_4,-0.5499583333333332,1.0834760054696733,-0.5075869982879161,0.9999998417472367
24-DMP,Dose_3,-2.3374444444444435,1.051126120793826,-2.223752600381742,0.6563557938750605
24-DMP,Dose_2,-2.261777777777777,1.0511261207938258,-2.151766313322753,0.7066755978069813
24-DMP,Dose_1,-1.6237777777777749,1.051126120793826,-1.5447982365346167,0.9999998417472367
24-DNP,Dose_5,0.06259722222222323,1.390855499866024,0.045006272922135326,0.9999998417472367
24-DNP,Dose_4,1.0429464285714283,1.4814104904468794,0.704022575307142,0.9999998417472367
24-DNP,Dose_3,0.36148611111111195,1.3908554998660239,0.2599019892044376,0.9999998417472367
24-DNP,Dose_2,-0.7082916666666664,1.3908554998660236,-0.5092489239427774,0.9999998417472367
24-DNP,Dose_1,-0.5947361111111099,1.3908554998660243,-0.42760452913217695,0.9999998417472367
34-DCA,Dose_5,-3.899555555555554,3.886651768045264,-1.0033200266657232,0.9999998417472367
34-DCA,Dose_4,-1.978666666666666,3.8866517680452635,-0.5090928605785047,0.9999998417472367
34-DCA,Dose_3,2.798111111111111,3.8866517680452652,0.7199284314885714,0.9999998417472367
34-DCA,Dose_2,-1.5361111111111128,3.886651768045266,-0.39522735835005796,0.9999998417472367
34-DCA,Dose_1,-5.815,3.8866517680452666,-1.4961463869258778,0.9999998417472367
4-TPP,Dose_5,1.6926666666666628,2.1175625600066326,0.7993467105223853,0.9999998417472367
4-TPP,Dose_4,3.6628888888888858,2.1175625600066326,1.7297665523881443,0.9702703543743771
4-TPP,Dose_3,7.184777777777776,2.263769598458501,3.1738114084888336,0.14655198057064187
4-TPP,Dose_2,4.815888888888884,2.117562560006632,2.274260501127202,0.6439721689346556
4-TPP,Dose_1,11.856652777777782,2.18273352594017,5.432020279557836,8.410878743908556e-4
4C3MP,Dose_5,-0.7745555555555556,1.3614169988860747,-0.56893336588958765,0.9999998417472367
4C3MP,Dose_4,-0.2267777777777783,1.3614169988860745,-0.16657480989537388,0.9999998417472367
4C3MP,Dose_3,2.2028888888888876,1.361416998886075,1.618085341002289,0.9999998417472367
4C3MP,Dose_2,-1.4846666666666657,1.3614169988860754,-1.0905304310739725,0.9999998417472367
4C3MP,Dose_1,4.515999999999999,1.3614169988860754,3.317132079072785,0.11814562868237964
