Chemical,Dose,estimate,std.error,statistic,adj.p.value
4TOP,Dose_5,1.2461111111111114,2.81038359873184,0.44339538263509926,0.9999998417472367
4TOP,Dose_4,0.4523333333333325,2.810383598731841,0.1609507447799808,0.9999998417472367
4TOP,Dose_3,-2.0673472222222222,2.896877106518715,-0.7136468501097826,0.9999998417472367
4TOP,Dose_2,-3.5304444444444467,2.8103835987318404,-1.256214434939603,0.9999998417472367
4TOP,Dose_1,-11.32772222222223,2.8968771065187156,-3.910321979738786,0.0351337566277025
Aniline,Dose_5,-0.08822222222222276,1.5778391064306563,-0.05591331959175268,0.9999998417472367
Aniline,Dose_4,-3.3570416666666687,1.626399324010946,-2.0640943568444787,0.7226918644539595
Aniline,Dose_3,0.46183333333333265,1.6263993240109458,0.2839606033494788,0.9999998417472367
Aniline,Dose_2,1.4871111111111102,1.5778391064306565,0.9424985760906962,0.9999998417472367
Aniline,Dose_1,6.1481333333333374,1.866924407707674,3.293188148352722,0.11814562868237964
BPA,Dose_5,-2.1796666666666593,4.808602314512585,-0.4532848682637622,0.9999998417472367
BPA,Dose_4,-10.004222222222207,4.8086023145125845,-2.0804844251788097,0.7226918644539595
BPA,Dose_3,0.2791111111111242,4.808602314512586,0.05804412443689798,0.9999998417472367
BPA,Dose_2,-1.928888888888876,4.808602314512587,-0.40113296187280845,0.9999998417472367
BPA,Dose_1,11.640666666666684,4.808602314512588,2.420800454122522,0.5503422466594023
BPAF,Dose_5,0.49766666666666703,0.8019215617259705,0.6205926993601997,0.9999998417472367
BPAF,Dose_4,0.8867777777777777,0.8019215617259705,1.1058161048434358,0.9999998417472367
BPAF,Dose_3,-0.08393055555555506,0.8266018256141122,-0.10153686207165105,0.9999998417472367
BPAF,Dose_2,0.7916666666666672,0.8019215617259705,0.9872120971068146,0.9999998417472367
BPAF,Dose_1,0.9458888888888892,0.8019215617259705,1.1795279414274118,0.9999998417472367
Clofibric-acid,Dose_5,0.9663174603174607,1.1700245509946108,0.8258950288658615,0.9999998417472367
Clofibric-acid,Dose_4,1.242053571428573,1.2015915739023786,1.0336736694938589,0.9999998417472367
Clofibric-acid,Dose_3,0.8196785714285733,1.2015915739023786,0.682160718526449,0.9999998417472367
Clofibric-acid,Dose_2,-1.284126984126982,1.1700245509946108,-1.097521400756399,0.9999998417472367
Clofibric-acid,Dose_1,-4.752571428571426,1.1700245509946108,-4.061941627234552,0.025536708406273978
DES,Dose_5,-2.4247777777777793,3.6077437349395924,-0.6721036625453053,0.9999998417472367
DES,Dose_4,-2.2486666666666664,3.6077437349395924,-0.6232889118174347,0.9999998417472367
DES,Dose_3,-3.1078888888888865,3.6077437349395938,-0.8614494590594649,0.9999998417472367
DES,Dose_2,-2.2493333333333307,3.6077437349395947,-0.62347369951735,0.9999998417472367
DES,Dose_1,0.40511111111111203,3.607743734939595,0.11228932564909433,0.9999998417472367
DMSO,Dose_5,-3.062111111111108,2.2040546156960796,-1.3893081819771689,0.9999998417472367
DMSO,Dose_4,2.76255555555556,2.2040546156960796,1.2533970509996168,0.9999998417472367
DMSO,Dose_3,7.272888888888891,2.20405461569608,3.2997770731702047,0.11814562868237964
DMSO,Dose_2,3.9577777777777805,2.204054615696081,1.7956804471144385,0.9355153937335431
DMSO,Dose_1,-0.5194444444444357,2.204054615696081,-0.23567675716619463,0.9999998417472367
EE2,Dose_5,-0.8537777777777787,1.2276010103220576,-0.6954847467531756,0.9999998417472367
EE2,Dose_4,-2.763000000000001,1.2276010103220576,-2.2507312854647585,0.6439721689346556
EE2,Dose_3,-2.073875000000002,1.2653821579181996,-1.638931754349951,0.9941483644129694
EE2,Dose_2,-2.049444444444445,1.2276010103220576,-1.6694711288212276,0.9901827135071337
EE2,Dose_1,-1.6245555555555555,1.2276010103220576,-1.3233579492813858,0.9999998417472367
Fadrozole,Dose_5,6.633333333333335,2.4688239493601136,2.686839349177817,0.37192171318229406
Fadrozole,Dose_4,2.258222222222223,2.468823949360114,0.9146955265107193,0.9999998417472367
Fadrozole,Dose_3,2.3370277777777786,2.5448054785665737,0.9183522267069972,0.9999998417472367
Fadrozole,Dose_2,4.904555555555558,2.4688239493601136,1.9865959080746742,0.7843523098758379
Fadrozole,Dose_1,1.6071111111111136,2.4688239493601136,0.6509622168594303,0.9999998417472367
Fenitrothione,Dose_5,1.023027777777777,1.9359049356145228,0.5284493876518956,0.9999998417472367
Fenitrothione,Dose_4,2.5561111111111083,1.8781036542807603,1.3610064094625267,0.9999998417472367
Fenitrothione,Dose_3,3.3387777777777754,1.8781036542807605,1.77773882190565,0.9355153937335431
Fenitrothione,Dose_2,-0.5558888888888922,1.8781036542807603,-0.29598413677639945,0.9999998417472367
Fenitrothione,Dose_1,-1.6650000000000023,1.878103654280761,-0.8865325383958272,0.9999998417472367
Fluoxetine,Dose_5,2.089222222222219,0.9841330154918437,2.1229063442994858,0.7188856872301247
Fluoxetine,Dose_4,1.5233333333333294,0.9841330154918436,1.5478937393153178,0.9999998417472367
Fluoxetine,Dose_3,1.7623333333333282,0.9841330154918441,1.7907470896630369,0.9355153937335431
Fluoxetine,Dose_2,0.17677777777777307,0.9841330154918442,0.17962793138224725,0.9999998417472367
Fluoxetine,Dose_1,-3.7345555555555587,0.9841330154918443,-3.7947670658006776,0.03983162354088814
Flutamide,Dose_5,3.8728888888888857,1.5698725621234726,2.46700845809437,0.5260495172405054
Flutamide,Dose_4,0.5280000000000015,1.618187598098525,0.3262909693662438,0.9999998417472367
Flutamide,Dose_3,3.5806666666666667,1.5698725621234728,2.2808645447139435,0.6439721689346556
Flutamide,Dose_2,6.389888888888886,1.5698725621234724,4.070323313534232,0.025536708406273978
Flutamide,Dose_1,1.2511111111111093,1.5698725621234728,0.7969507470203862,0.9999998417472367
Glyphosate,Dose_5,4.347888888888888,2.2943191654216544,1.8950671529999727,0.8812347579444393
Glyphosate,Dose_4,-1.3585555555555535,2.2943191654216544,-0.5921388689205652,0.9999998417472367
Glyphosate,Dose_3,2.969111111111111,2.294319165421655,1.2941142435017061,0.9999998417472367
Glyphosate,Dose_2,3.789666666666667,2.294319165421655,1.651760890019935,0.9936066654505313
Glyphosate,Dose_1,4.881986111111111,2.36493006447811,2.0643257846986107,0.7226918644539595
Malathion,Dose_5,7.601555555555558,3.506686847754418,2.1677315042896907,0.7066755978069813
Malathion,Dose_4,10.342541666666666,3.6146100673139254,2.8613160130858524,0.27414819464965345
Malathion,Dose_3,5.235777777777778,3.506686847754418,1.4930839293878266,0.9999998417472367
Malathion,Dose_2,6.265444444444443,3.5066868477544175,1.7867134182388298,0.9355153937335431
Malathion,Dose_1,3.7475555555555555,3.506686847754418,1.0686883996942536,0.9999998417472367
NN-Dimethylformamide,Dose_5,-4.456444444444444,1.593345079764543,-2.7969110402016595,0.3005592184070025
NN-Dimethylformamide,Dose_4,-2.9678333333333335,1.6423825154818517,-1.8070293036836267,0.9355153937335431
NN-Dimethylformamide,Dose_3,-2.8664444444444444,1.593345079764543,-1.7990104471706996,0.9355153937335431
NN-Dimethylformamide,Dose_2,-3.611444444444442,1.5933450797645425,-2.266580221892752,0.6439721689346556
NN-Dimethylformamide,Dose_1,-4.002888888888888,1.593345079764543,-2.5122548402888447,0.500502320809576
Prochloraz,Dose_5,1.1369999999999996,1.3864782371800553,0.8200633587387083,0.9999998417472367
Prochloraz,Dose_4,1.6781111111111116,1.3864782371800553,1.2103407512001094,0.9999998417472367
Prochloraz,Dose_3,1.8968194444444455,1.4291490548783858,1.3272369582232668,0.9999998417472367
Prochloraz,Dose_2,-0.8211805555555564,1.4291490548783856,-0.574594058438107,0.9999998417472367
Prochloraz,Dose_1,1.4732222222222224,1.386478237180055,1.0625642600915217,0.9999998417472367
SDS,Dose_5,-0.41644444444444406,1.0077260267345527,-0.41325165113964113,0.9999998417472367
SDS,Dose_4,0.7218888888888897,1.007726026734553,0.7163543162898222,0.9999998417472367
SDS,Dose_3,0.5820634920634926,1.0773044376501983,0.5402961982901338,0.9999998417472367
SDS,Dose_2,0.46433333333333393,1.007726026734553,0.4607733858357961,0.9999998417472367
SDS,Dose_1,-0.6719999999999993,1.007726026734553,-0.666847915179442,0.9999998417472367
TEG,Dose_5,3.505694444444444,1.8265808376108517,1.919265970746663,0.877322105152489
TEG,Dose_4,3.634,1.772043700517346,2.0507394930153575,0.7226918644539595
TEG,Dose_3,-2.919305555555556,1.8265808376108514,-1.5982350714759368,0.9999998417472367
TEG,Dose_2,2.6131944444444417,1.8265808376108512,1.430648121690838,0.9999998417472367
TEG,Dose_1,-0.5817777777777787,1.772043700517346,-0.32830893369499264,0.9999998417472367
TGSH,Dose_5,1.4721250000000006,1.052907993894982,1.3981516034978758,0.9999998417472367
TGSH,Dose_4,1.7363750000000002,1.0232426436832849,1.6969337729609368,0.9702703543743771
TGSH,Dose_3,1.3338750000000001,1.0529079938949817,1.2668485829095553,0.9999998417472367
TGSH,Dose_2,0.5490416666666664,1.0232426436832849,0.5365703531376732,0.9999998417472367
TGSH,Dose_1,-0.8483750000000022,1.052907993894982,-0.8057446661238095,0.9999998417472367
Trenbolone,Dose_5,12.598222222222219,3.8574388983041903,3.2659550946511837,0.11814562868237964
Trenbolone,Dose_4,11.722999999999994,3.8574388983041903,3.0390630439159168,0.18844004613634718
Trenbolone,Dose_3,9.962333333333325,3.8574388983041903,2.582628940075492,0.44942968616092166
Trenbolone,Dose_2,6.7002222222222185,3.857438898304191,1.7369613359702918,0.9702703543743771
Trenbolone,Dose_1,3.4394027777777803,3.9761570055186,0.8650067824294045,0.9999998417472367
Vinclozolin,Dose_5,-2.295444444444441,2.548877777148112,-0.9005706217160273,0.9999998417472367
Vinclozolin,Dose_4,-1.6622222222222198,2.548877777148112,-0.6521388499381272,0.9999998417472367
Vinclozolin,Dose_3,0.28655555555555456,2.548877777148113,0.11242420414374506,0.9999998417472367
Vinclozolin,Dose_2,0.2294444444444429,2.548877777148114,0.09001782921940003,0.9999998417472367
Vinclozolin,Dose_1,-5.3211111111111125,2.548877777148114,-2.0876289788460523,0.7226918644539595
