Chemical,Dose,estimate,SE.x,df.x,t.ratio,p.value,adj.p.value,Group_1,contrast_1,Group,emmean,SE.y,df.y,lower.CL,upper.CL,.group,mean_flu,percent15,sd,legacy_group,keep,percent_difference,percent_difference_mean_flu
1-Octanol,Dose_2,1.5895000000000015,1.9018145940127806,5,0.8357807354113298,0.6993533555100002,0.9998397746137522,C,A,C,4.507,1.2028131608857628,5,0.2753154465505876,8.738684553449412,a,4.1205,3.12795,1.9109413536639102, a,TRUE,35.26736188151767,38.575415604902354
1-Octanol,Dose_2,1.6185000000000018,1.9018145940127804,5,0.851029330143591,0.6908591521974654,0.9998397746137522,B,A,A,2.9174999999999978,1.4731392500371436,5,-2.2652339541841746,8.10023395418417,a,4.1205,3.12795,1.9109413536639102, a,TRUE,55.47557840616977,39.27921368765931
1-Octanol,Dose_2,1.6185000000000018,1.9018145940127804,5,0.851029330143591,0.6908591521974654,0.9998397746137522,B,A,B,4.536,1.2028131608857624,5,0.3043154465505884,8.76768455344941,a,4.1205,3.12795,1.9109413536639102, a,TRUE,35.68121693121697,39.27921368765931
1-Octanol,Dose_2,0.02900000000000036,1.701034685125497,5,0.01704844719134039,0.9998397746137522,0.9998397746137522,B,C,C,4.507,1.2028131608857628,5,0.2753154465505876,8.738684553449412,a,4.1205,3.12795,1.9109413536639102, a,TRUE,0.6434435322831232,0.7037980827569558
1-Octanol,Dose_2,0.02900000000000036,1.701034685125497,5,0.01704844719134039,0.9998397746137522,0.9998397746137522,B,C,B,4.536,1.2028131608857624,5,0.3043154465505884,8.76768455344941,a,4.1205,3.12795,1.9109413536639102, a,TRUE,0.6393298059964806,0.7037980827569558
1-Octanol,Dose_3,0.8646666666666675,1.3218394926935888,5,0.6541389264325022,0.7983658213248033,0.7983658213248033,C,A,A,0.9916666666666658,0.9346816689238224,5,-2.296689421709149,4.280022755042481,a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,87.19327731092451,39.0853957132633
1-Octanol,Dose_3,0.8646666666666675,1.3218394926935888,5,0.6541389264325022,0.7983658213248033,0.7983658213248033,C,A,C,1.8563333333333332,0.9346816689238225,5,-1.4320227550424822,5.144689421709149,a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,46.57927814688459,39.0853957132633
1-Octanol,Dose_3,3.585333333333335,1.477861480503351,5,2.4260280010222552,0.12619812151426624,0.37382540997668956,B,A,A,0.9916666666666658,0.9346816689238224,5,-2.296689421709149,4.280022755042481,a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,361.54621848739544,162.06727690511175
1-Octanol,Dose_3,3.585333333333335,1.477861480503351,5,2.4260280010222552,0.12619812151426624,0.37382540997668956,B,A,B,4.577000000000001,1.1447465803981831,5,0.5496027454524128,8.604397254547589, a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,78.33369747287162,162.06727690511175
1-Octanol,Dose_3,2.7206666666666677,1.4778614805033508,5,1.840948358529532,0.2492169399844597,0.37382540997668956,B,C,C,1.8563333333333332,0.9346816689238225,5,-1.4320227550424822,5.144689421709149,a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,146.5613216017239,122.98188119184846
1-Octanol,Dose_3,2.7206666666666677,1.4778614805033508,5,1.840948358529532,0.2492169399844597,0.37382540997668956,B,C,B,4.577000000000001,1.1447465803981831,5,0.5496027454524128,8.604397254547589, a,2.21225,0.030299999999999952,2.0402392541772434, a,TRUE,59.44213822736874,122.98188119184846
1-Octanol,Dose_4,0.9876666666666662,1.9877966398707598,6,0.4968650448724378,0.8754425683847303,0.8754425683847303,A,B,B,1.247666666666667,1.4055844836724478,6,-3.354004364928579,5.8493376982619125,a,2.557,0.7562,2.4747720097010957, a,TRUE,79.16110072134647,38.62599400338937
1-Octanol,Dose_4,0.9876666666666662,1.9877966398707598,6,0.4968650448724378,0.8754425683847303,0.8754425683847303,A,B,A,2.235333333333333,1.4055844836724478,6,-2.366337698261913,6.837004364928579,a,2.557,0.7562,2.4747720097010957, a,TRUE,44.18431255592006,38.62599400338937
1-Octanol,Dose_4,2.9403333333333332,1.98779663987076,6,1.4791922243738695,0.36412635831513096,0.8754425683847303,C,B,B,1.247666666666667,1.4055844836724478,6,-3.354004364928579,5.8493376982619125,a,2.557,0.7562,2.4747720097010957, a,TRUE,235.6665776115415,114.9915265284839
1-Octanol,Dose_4,2.9403333333333332,1.98779663987076,6,1.4791922243738695,0.36412635831513096,0.8754425683847303,C,B,C,4.188000000000001,1.4055844836724483,6,-0.4136710315952463,8.789671031595248,a,2.557,0.7562,2.4747720097010957, a,TRUE,70.2085323145495,114.9915265284839
1-Octanol,Dose_4,1.9526666666666672,1.9877966398707603,6,0.9823271795014318,0.6133979452018146,0.8754425683847303,C,A,A,2.235333333333333,1.4055844836724478,6,-2.366337698261913,6.837004364928579,a,2.557,0.7562,2.4747720097010957, a,TRUE,87.35460781389803,76.36553252509454
1-Octanol,Dose_4,1.9526666666666672,1.9877966398707603,6,0.9823271795014318,0.6133979452018146,0.8754425683847303,C,A,C,4.188000000000001,1.4055844836724483,6,-0.4136710315952463,8.789671031595248,a,2.557,0.7562,2.4747720097010957, a,TRUE,46.62527857370265,76.36553252509454
1-Octanol,Dose_5,2.1229999999999993,2.5200315694671596,5,0.8424497636150211,0.6956393134697609,0.8768096025892611,A,B,B,1.6949999999999994,1.9520080600926495,5,-5.172469216931305,8.562469216931305,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,125.25073746312685,57.291280148422985
1-Octanol,Dose_5,2.1229999999999993,2.5200315694671596,5,0.8424497636150211,0.6956393134697609,0.8768096025892611,A,B,A,3.8179999999999987,1.5938079070090108,5,-1.789265135250817,9.425265135250815,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,55.60502881089576,57.291280148422985
1-Octanol,Dose_5,3.238666666666667,2.520031569467159,5,1.2851690851442221,0.4610865761196511,0.8768096025892611,C,B,B,1.6949999999999994,1.9520080600926495,5,-5.172469216931305,8.562469216931305,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,191.0717797443462,87.3986619441165
1-Octanol,Dose_5,3.238666666666667,2.520031569467159,5,1.2851690851442221,0.4610865761196511,0.8768096025892611,C,B,C,4.933666666666666,1.5938079070090112,5,-0.6735984685841512,10.540931801917484,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,65.6442132288359,87.3986619441165
1-Octanol,Dose_5,1.1156666666666675,2.25398475790962,5,0.4949752489459396,0.8768096025892611,0.8768096025892611,C,A,A,3.8179999999999987,1.5938079070090108,5,-1.789265135250817,9.425265135250815,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,29.22123275711545,30.107381795693506
1-Octanol,Dose_5,1.1156666666666675,2.25398475790962,5,0.4949752489459396,0.8768096025892611,0.8768096025892611,C,A,C,4.933666666666666,1.5938079070090112,5,-0.6735984685841512,10.540931801917484,a,3.705625,1.2836999999999998,2.692601606386338, a,TRUE,22.613336936693486,30.107381795693506
1-Octanol,Dose_6,0.13833333333333322,1.6489919816528995,5,0.08388963371105788,0.9961306326687933,0.9961306326687933,A,C,C,0.3706666666666667,1.04291410107555,5,-3.2984680215886573,4.039801354921991,a,2.118875,-0.274,2.79154388607042, a,TRUE,37.320143884892055,6.528621713566548
1-Octanol,Dose_6,0.13833333333333322,1.6489919816528995,5,0.08388963371105788,0.9961306326687933,0.9961306326687933,A,C,A,0.5089999999999999,1.277303696594249,5,-3.9847538918856844,5.002753891885684,a,2.118875,-0.274,2.79154388607042, a,TRUE,27.17747216764897,6.528621713566548
1-Octanol,Dose_6,4.569666666666667,1.4749032661311876,5,3.098282288473969,0.05915459327514072,0.14026650676902935,B,C,C,0.3706666666666667,1.04291410107555,5,-3.2984680215886573,4.039801354921991,a,2.118875,-0.274,2.79154388607042, a,TRUE,1232.8237410071945,215.66475920791302
1-Octanol,Dose_6,4.569666666666667,1.4749032661311876,5,3.098282288473969,0.05915459327514072,0.14026650676902935,B,C,B,4.940333333333333,1.0429141010755498,5,1.2711986450780097,8.609468021588658, a,2.118875,-0.274,2.79154388607042, a,TRUE,92.49713244720331,215.66475920791302
1-Octanol,Dose_6,4.431333333333334,1.6489919816528993,5,2.6872982904935054,0.09351100451268624,0.14026650676902935,B,A,A,0.5089999999999999,1.277303696594249,5,-3.9847538918856844,5.002753891885684,a,2.118875,-0.274,2.79154388607042, a,TRUE,870.5959397511464,209.13613749434649
1-Octanol,Dose_6,4.431333333333334,1.6489919816528993,5,2.6872982904935054,0.09351100451268624,0.14026650676902935,B,A,B,4.940333333333333,1.0429141010755498,5,1.2711986450780097,8.609468021588658, a,2.118875,-0.274,2.79154388607042, a,TRUE,89.6970514810067,209.13613749434649
17betaestradiol,Dose_1,6.111333333333336,7.387053118651426,6,0.8273032879515851,0.7012667523685312,0.9925648654203151,B,C,C,-0.09666666666667023,5.223435353183659,6,-17.197404067633247,17.004070734299905,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,6322.068965517011,143.3164834019491
17betaestradiol,Dose_1,6.111333333333336,7.387053118651426,6,0.8273032879515851,0.7012667523685312,0.9925648654203151,B,C,B,6.014666666666666,5.223435353183657,6,-11.086070734299906,23.11540406763324,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,101.60718244291738,143.3164834019491
17betaestradiol,Dose_1,6.97133333333334,7.387053118651427,6,0.9437231899323366,0.6351781442377293,0.9925648654203151,A,C,C,-0.09666666666667023,5.223435353183659,6,-17.197404067633247,17.004070734299905,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,7211.724137930776,163.48428787326088
17betaestradiol,Dose_1,6.97133333333334,7.387053118651427,6,0.9437231899323366,0.6351781442377293,0.9925648654203151,A,C,A,6.87466666666667,5.223435353183657,6,-10.226070734299903,23.975404067633242,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,101.40612878200159,163.48428787326088
17betaestradiol,Dose_1,0.8600000000000037,7.3870531186514254,6,0.1164199019807515,0.9925648654203151,0.9925648654203151,A,B,B,6.014666666666666,5.223435353183657,6,-11.086070734299906,23.11540406763324,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,14.298381733540296,20.167804471311776
17betaestradiol,Dose_1,0.8600000000000037,7.3870531186514254,6,0.1164199019807515,0.9925648654203151,0.9925648654203151,A,B,A,6.87466666666667,5.223435353183657,6,-10.226070734299903,23.975404067633242,a,4.264222222222222,-4.982399999999998,8.49856213982368, a,TRUE,12.50969743987592,20.167804471311776
17betaestradiol,Dose_2,1.5659999999999998,3.191859622829904,6,0.4906230802880935,0.8782910907507135,0.8928555305818727,A,C,C,8.245000000000001,2.2569855838985613,6,0.8559705245050342,15.634029475494968,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,18.993329290479075,16.01863954083082
17betaestradiol,Dose_2,1.5659999999999998,3.191859622829904,6,0.4906230802880935,0.8782910907507135,0.8928555305818727,A,C,A,9.811,2.256985583898561,6,2.421970524505035,17.200029475494965,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,15.961675670166139,16.01863954083082
17betaestradiol,Dose_2,3.027333333333333,3.191859622829904,6,0.9484544093606779,0.6325014107129996,0.8928555305818727,B,C,C,8.245000000000001,2.2569855838985613,6,0.8559705245050342,15.634029475494968,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,36.71720234485546,30.966642041257025
17betaestradiol,Dose_2,3.027333333333333,3.191859622829904,6,0.9484544093606779,0.6325014107129996,0.8928555305818727,B,C,B,11.272333333333334,2.256985583898561,6,3.883303857838369,18.6613628088283,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,26.85631487121861,30.966642041257025
17betaestradiol,Dose_2,1.4613333333333334,3.1918596228299037,6,0.4578313290725846,0.8928555305818727,0.8928555305818727,B,A,A,9.811,2.256985583898561,6,2.421970524505035,17.200029475494965,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,14.894845921244862,14.948002500426208
17betaestradiol,Dose_2,1.4613333333333334,3.1918596228299037,6,0.4578313290725846,0.8928555305818727,0.8928555305818727,B,A,B,11.272333333333334,2.256985583898561,6,3.883303857838369,18.6613628088283,a,9.776111111111112,7.2058,3.6305011515094052, a,TRUE,12.963893899517995,14.948002500426208
17betaestradiol,Dose_3,7.341333333333331,7.244480969573909,6,1.0133691239118705,0.5960090187942463,0.8940135281913695,B,A,A,13.531666666666666,5.122621619762605,6,-3.239021817241195,30.302355150574527,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,54.25298682103706,38.97248355796737
17betaestradiol,Dose_3,7.341333333333331,7.244480969573909,6,1.0133691239118705,0.5960090187942463,0.8940135281913695,B,A,B,20.872999999999998,5.122621619762605,6,4.102311516092136,37.64368848390786,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,35.17143359044379,38.97248355796737
17betaestradiol,Dose_3,8.575333333333333,7.244480969573911,6,1.1837056884197594,0.5038431566627878,0.8940135281913695,C,A,A,13.531666666666666,5.122621619762605,6,-3.239021817241195,30.302355150574527,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,63.3723364946422,45.523343262453174
17betaestradiol,Dose_3,8.575333333333333,7.244480969573911,6,1.1837056884197594,0.5038431566627878,0.8940135281913695,C,A,C,22.107,5.122621619762607,6,5.336311516092131,38.87768848390787,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,38.790126807496875,45.523343262453174
17betaestradiol,Dose_3,1.2340000000000018,7.24448096957391,6,0.17033656450788917,0.9841738047933153,0.9841738047933153,C,B,B,20.872999999999998,5.122621619762605,6,4.102311516092136,37.64368848390786,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,5.911943659272754,6.5508597044858075
17betaestradiol,Dose_3,1.2340000000000018,7.24448096957391,6,0.17033656450788917,0.9841738047933153,0.9841738047933153,C,B,C,22.107,5.122621619762607,6,5.336311516092131,38.87768848390787,a,18.837222222222223,9.2516,8.669607931991184, a,TRUE,5.5819423711946525,6.5508597044858075
17betaestradiol,Dose_4,2.553333333333332,4.053498370178164,6,0.6299085629633804,0.809822786543873,0.809822786543873,C,B,B,22.177333333333337,2.866256185081597,6,12.793644050167961,31.56102261649871,a,24.99833333333333,20.775199999999998,5.007323212056517, a,TRUE,11.513256778692952,10.214014267617836
