.id,dose,diff,lwr.ci,upr.ci,pval,adj_p.value,is.significant
1-Decanol,1e-4,-0.1558422615462274,-1.430638201621238,1.1189536785287832,0.9977692198255007,0.999999842016207,FALSE
1-Decanol,0.001,0.3514765194887586,-0.923319420586252,1.6262724595637692,0.9255455806477932,0.999999842016207,FALSE
1-Decanol,0.01,-0.6757929593257878,-1.9505888994007985,0.5990029807492229,0.5112415115216837,0.999999842016207,FALSE
1-Decanol,0.1,0.06648895438909508,-1.2475406236203623,1.3805185323985527,0.9999693106797637,0.999999842016207,FALSE
1-Decanol,1,-0.8152108118022798,-2.0900067518772905,0.4595851282727308,0.3348108521171791,0.8990291399442771,FALSE
1-Octanol,0.001,0.5684130591382622,-0.5287006100592123,1.665526728335737,0.5264391959954753,0.999999842016207,FALSE
1-Octanol,0.01,0.15694720121944294,-0.9092556368251726,1.2231500392640586,0.9943973479958379,0.999999842016207,FALSE
1-Octanol,0.1,0.03344923232836626,-1.0636644368691084,1.1305629015258407,0.999997351041246,0.999999842016207,FALSE
1-Octanol,1,0.7170315358422082,-0.3800821333552663,1.814145205039683,0.3111442318271096,0.8776161580862035,FALSE
1-Octanol,10,0.31209830354396695,-0.7541045345006486,1.3783011415885826,0.9036506719793382,0.999999842016207,FALSE
17betaestradiol,1e-5,-0.47804916156762417,-1.6436566345773869,0.6875583114421386,0.729355639221565,0.999999842016207,FALSE
17betaestradiol,1e-4,-0.2330621878524303,-1.3986696608621931,0.9325452851573325,0.9792843209711115,0.999999842016207,FALSE
17betaestradiol,0.001,-1.0365000688855208,-2.2021075418952836,0.12910740412424193,0.09634384170887733,0.536660679782906,FALSE
17betaestradiol,0.01,-2.218111596356189,-3.3837190693659513,-1.052504123346426,5.5740027114614676e-5,0.0026941013105397094,TRUE
17betaestradiol,0.1,-2.936887844587181,-4.102495317596944,-1.7712803715774184,1.2099607182847194e-7,1.754443041512843e-5,TRUE
24-DMP,1e-4,0.08449048180943355,-1.4541268603862347,1.623107824005102,0.9999466620529104,0.999999842016207,FALSE
24-DMP,0.001,0.048711830853259884,-1.5650036515895989,1.6624273132961187,0.9999972596116952,0.999999842016207,FALSE
24-DMP,0.01,-1.1843771896996116,-2.7229945318952797,0.3542401524960568,0.1766141172907275,0.6566422309527049,FALSE
24-DMP,0.1,-1.408866983825682,-2.9474843260213506,0.12975035836998638,0.08133536154419285,0.47174509695631855,FALSE
24-DMP,1,-0.5228025567158018,-2.06141989891147,1.0158147854798667,0.8343491961549262,0.999999842016207,FALSE
24-DNP,0.001,0.029243442438931,-1.6616571431303098,1.7201440280081717,0.999999842016207,0.999999842016207,FALSE
24-DNP,0.01,0.48723158581292264,-1.313759146873783,2.288222318499628,0.9272411505346415,0.999999842016207,FALSE
24-DNP,0.1,0.1688748782689278,-1.522025707300313,1.8597754638381685,0.9990842149172336,0.999999842016207,FALSE
24-DNP,1,-0.3308914652891426,-2.0217920508583833,1.3600091202800981,0.9801151334687261,0.999999842016207,FALSE
24-DNP,10,-0.27784190119313623,-1.9687424867623768,1.4130586843761046,0.990726903328194,0.999999842016207,FALSE
34-DCA,1e-4,-0.4979721218806603,-1.7892068113756294,0.7932625676143088,0.7719867387951478,0.999999842016207,FALSE
34-DCA,0.001,-0.25267516373520627,-1.5439098532301754,1.0385595257597628,0.9810891339433926,0.999999842016207,FALSE
34-DCA,0.01,0.3573179833975573,-0.9339167060974118,1.6485526728925264,0.9239813715701697,0.999999842016207,FALSE
34-DCA,0.1,-0.196160946689085,-1.4873956361840541,1.095073742805884,0.9938392909828717,0.999999842016207,FALSE
34-DCA,1,-0.7425738260378493,-2.0338085155328183,0.5486608634571198,0.43296627829253975,0.999999842016207,FALSE
4-TPP,1e-4,0.523343950428082,-1.1874580228647442,2.234145923720908,0.8930514103662656,0.999999842016207,FALSE
4-TPP,0.001,1.1325033917429532,-0.5782985815498729,2.8433053650357794,0.3047206215912881,0.8776161580862035,FALSE
4-TPP,0.01,2.2214119644565486,0.3924877242626805,4.050336204650417,0.012037962805779845,0.13426958514139056,TRUE
4-TPP,0.1,1.4889915218199001,-0.221810451472926,3.1997934951127265,0.10732384712340348,0.536660679782906,FALSE
4-TPP,1,3.6658768236961286,1.902422513595767,5.42933113379649,7.38551184320535e-6,5.354496086323879e-4,TRUE
4C3MP,1e-4,-0.23866800861454077,-1.3300390877879733,0.8527030705588918,0.9698343881128753,0.999999842016207,FALSE
4C3MP,0.001,-0.06987826790737024,-1.1612493470808027,1.0214928112660624,0.9999009142395986,0.999999842016207,FALSE
4C3MP,0.01,0.6787881134402358,-0.41258296573319675,1.7701591926136684,0.3594803111438378,0.9144674581729207,FALSE
4C3MP,0.1,-0.4574784006752967,-1.5488494798487293,0.6338926784981358,0.7131492557615042,0.999999842016207,FALSE
4C3MP,1,1.3915395986414278,0.3001685194679953,2.4829106778148606,0.007512081120568115,0.10982628479068553,TRUE
4TOP,1e-5,0.21031644448988596,-1.0272612426409795,1.4478941316207514,0.9899736758716817,0.999999842016207,FALSE
4TOP,1e-4,0.07634402545861123,-1.1612336616722543,1.3139217125894767,0.9999191411247345,0.999999842016207,FALSE
4TOP,0.001,-0.3489232327895122,-1.6245891137765534,0.9267426481975289,0.9281660723866523,0.999999842016207,FALSE
4TOP,0.01,-0.5958622119680459,-1.8334398990989114,0.6417154751628196,0.6006711626060439,0.999999842016207,FALSE
4TOP,0.1,-1.9118730590745991,-3.18753894006164,-0.636207178087558,0.00146455297346626,0.03539336352543462,TRUE
Aniline,0.001,-0.033230052490439504,-1.5944266037334387,1.5279664987525599,0.999999608590777,0.999999842016207,FALSE
Aniline,0.01,-1.2644735984424844,-2.87371816922371,0.3447709723387409,0.16910628628227342,0.6471218341078627,FALSE
Aniline,0.1,0.17395555815681582,-1.4352890126244096,1.783200128938041,0.9988167062115929,0.999999842016207,FALSE
Aniline,1,0.5601398268665521,-1.0010567243764472,2.121336378109551,0.8217369318836816,0.999999842016207,FALSE
Aniline,10,2.3157747361007393,0.4685420652500285,4.16300740695145,0.009089071844746388,0.10982628479068553,TRUE
BPA,1e-4,-0.15296788954396398,-1.0309156780499458,0.7249798989620178,0.9886018068769131,0.999999842016207,FALSE
BPA,0.001,-0.7020911881918457,-1.5800389766978276,0.17585660031413608,0.15652832172096598,0.6471218341078627,FALSE
BPA,0.01,0.01958787472775848,-0.8583599137782233,0.8975356632337402,0.9999994717157015,0.999999842016207,FALSE
BPA,0.1,-0.13536843362813966,-1.0133162221341214,0.7425793548778421,0.9934097975511084,0.999999842016207,FALSE
BPA,1,0.8169360205924934,-0.06101176791348839,1.6948838090984752,0.07586148232663936,0.4583297890567795,FALSE
BPAF,1e-4,0.2159428000607448,-0.6905733909719471,1.1224589910934368,0.957650051247092,0.999999842016207,FALSE
BPAF,0.001,0.3847822030106728,-0.5217339880220192,1.2912983940433649,0.7046744213830926,0.999999842016207,FALSE
BPAF,0.01,-0.03641835065771046,-0.970833852397807,0.897997151082386,0.999991588663653,0.999999842016207,FALSE
BPAF,0.1,0.34351249172422554,-0.5630036993084664,1.2500286827569176,0.7842952450037656,0.999999842016207,FALSE
BPAF,1,0.4104311357260816,-0.4960850553066104,1.3169473267587737,0.6528009674915678,0.999999842016207,FALSE
Clofibric-acid,0.001,0.33815749203779644,-0.723646685757796,1.399961669833389,0.8630566425475168,0.999999842016207,FALSE
Clofibric-acid,0.01,0.4346498308670629,-0.6558016063176969,1.5251012680518228,0.7333043679742375,0.999999842016207,FALSE
Clofibric-acid,0.1,0.28684201763295114,-0.8036094195518086,1.377293454817711,0.9298248498509446,0.999999842016207,FALSE
Clofibric-acid,1,-0.44937319073980314,-1.5111773685353955,0.6124309870557894,0.6888639784591972,0.999999842016207,FALSE
Clofibric-acid,10,-1.6631362890702834,-2.724940466865876,-0.601332111274691,8.750714792197245e-4,0.025415396450257477,TRUE
DES,1e-5,-1.920254799263074,-3.863529694857563,0.023020096331414663,0.05359958312929636,0.3700923597022844,FALSE
DES,1e-4,-2.572926967584716,-4.516201863179205,-0.6296520719902274,0.006150798322179463,0.10982628479068553,TRUE
DES,0.001,-1.9947404844032173,-3.9380153799977062,-0.051465588808728535,0.0425570434234005,0.3428206275773929,TRUE
DES,0.01,-1.970526871586762,-3.913801767181251,-0.02725197599227336,0.0460053104144299,0.35109315842591243,TRUE
DES,0.1,-1.546903950216969,-3.4901788458114575,0.3963709453775197,0.15496401715814256,0.6471218341078627,FALSE
DMSO,0.001,-0.6718600443913325,-1.9299736435902228,0.5862535548075578,0.5033639477757106,0.999999842016207,FALSE
