Chemical,Dose,estimate,std.error,statistic,adj.p.value
4-TPP,Dose_3,7.376568725514709,2.2009779702620405,3.3514959373430173,0.09024718886988098
4-TPP,Dose_2,4.815888888888883,2.0556602117662965,2.34274558670905,0.5186926784896546
4-TPP,Dose_1,11.79987330165875,2.1217760441579223,5.561318940398261,6.166305364163627e-4
4C3MP,Dose_5,-0.7745555555555554,1.3577951821482048,-0.5704509529413044,0.9999997661220855
4C3MP,Dose_4,-0.22677777777777852,1.3577951821482046,-0.16701913569835125,0.9999997661220855
4C3MP,Dose_3,2.2028888888888876,1.3577951821482053,1.6224014622025953,0.9487572816324291
4C3MP,Dose_2,-1.4846666666666657,1.3577951821482055,-1.0934393391481425,0.9999997661220855
4C3MP,Dose_1,4.515999999999999,1.3577951821482057,3.325980279923449,0.09024718886988098
4TOP,Dose_5,1.2461111111111118,2.674387645514506,0.4659425918307297,0.9999997661220855
4TOP,Dose_4,0.45233333333333337,2.6743876455145066,0.169135291247695,0.9999997661220855
4TOP,Dose_3,-1.8756575256107157,2.7602585725672757,-0.6795223984636317,0.9999997661220855
4TOP,Dose_2,-3.5304444444444427,2.6743876455145066,-1.3200945085001863,0.9999997661220855
4TOP,Dose_1,-11.160087155240351,2.760258572567276,-4.043131055240422,0.029609080144904154
Aniline,Dose_5,-0.08822222222222187,1.5240078071372647,-0.05788830070886628,0.9999997661220855
Aniline,Dose_4,-3.1734888994107746,1.5731848067727794,-2.017238461589804,0.7526063700800253
Aniline,Dose_3,0.6453861005892265,1.5731848067727794,0.4102417578727875,0.9999997661220855
Aniline,Dose_2,1.4871111111111113,1.524007807137265,0.9757896935610446,0.9999997661220855
Aniline,Dose_1,6.142603430134685,1.8386207895970335,3.34087565249436,0.09024718886988098
BPA,Dose_5,-2.17966666666666,4.622954569619342,-0.47148779721755646,0.9999997661220855
BPA,Dose_4,-10.004222222222205,4.622954569619341,-2.1640321295750833,0.6223538171547196
BPA,Dose_3,0.2791111111111251,4.622954569619343,0.06037504952900873,0.9999997661220855
BPA,Dose_2,-1.9288888888888744,4.622954569619345,-0.417241584324654,0.9999997661220855
BPA,Dose_1,11.640666666666686,4.622954569619345,2.51801450595375,0.4230302522518208
BPAF,Dose_5,0.497666666666667,0.7602864582892941,0.6545778387089218,0.9999997661220855
BPAF,Dose_4,0.8867777777777776,0.7602864582892942,1.1663732374940612,0.9999997661220855
BPAF,Dose_3,-0.19057971014492708,0.7846868585377649,-0.24287358462975328,0.9999997661220855
BPAF,Dose_2,0.7916666666666672,0.7602864582892941,1.0412741908464096,0.9999997661220855
BPAF,Dose_1,0.9458888888888891,0.7602864582892941,1.2441217104105937,0.9999997661220855
Clofibric-acid,Dose_5,1.121993692273035,1.188396464606226,0.9441240576601736,0.9999997661220855
Clofibric-acid,Dose_4,1.4327126980551195,1.225027067864071,1.1695355438579529,0.9999997661220855
Clofibric-acid,Dose_3,0.9072464519035839,1.214560887603473,0.7469748624078693,0.9999997661220855
Clofibric-acid,Dose_2,-1.1284507521714064,1.188396464606226,-0.9495574799991664,0.9999997661220855
Clofibric-acid,Dose_1,-4.59689519661585,1.1883964646062262,-3.868149505257091,0.032981352243331194
DES,Dose_5,-2.4247777777777797,2.10886534626254,-1.1498020876843174,0.9999997661220855
DES,Dose_4,-2.2486666666666673,2.1088653462625397,-1.0662921986232512,0.9999997661220855
DES,Dose_3,-3.1078888888888896,2.1088653462625406,-1.4737256195123503,0.9999997661220855
DES,Dose_2,-2.249333333333333,2.108865346262541,-1.0666083243862572,0.9999997661220855
DES,Dose_1,0.40511111111110815,2.108865346262541,0.19209908865403408,0.9999997661220855
DMSO,Dose_5,-3.062111111111108,2.2312754954406557,-1.3723590463697404,0.9999997661220855
DMSO,Dose_4,2.76255555555556,2.2312754954406553,1.2381059896908795,0.9999997661220855
DMSO,Dose_3,7.272888888888891,2.2312754954406566,3.259520800434624,0.09889639299926875
DMSO,Dose_2,3.9577777777777805,2.231275495440657,1.7737736939544324,0.9008018472230592
DMSO,Dose_1,-0.5194444444444357,2.231275495440657,-0.23280157269053414,0.9999997661220855
EE2,Dose_5,-0.8537777777777791,1.2386146887310099,-0.6893005432161431,0.9999997661220855
EE2,Dose_4,-2.763000000000001,1.23861468873101,-2.2307179344294386,0.5825802456252044
EE2,Dose_3,-2.028780193236717,1.278366408400824,-1.5870099369824848,0.9487572816324291
EE2,Dose_2,-2.049444444444445,1.2386146887310099,-1.6546263039591025,0.9480032251199144
EE2,Dose_1,-1.6245555555555558,1.2386146887310099,-1.3115907395058841,0.9999997661220855
Fadrozole,Dose_5,6.633333333333334,1.865250746476108,3.5562689605487314,0.07615408234865444
Fadrozole,Dose_4,2.2582222222222224,1.8652507464761081,1.2106802404387338,0.9999997661220855
Fadrozole,Dose_3,2.845821256038649,1.9251135314587362,1.478261520442514,0.9999997661220855
Fadrozole,Dose_2,4.904555555555559,1.8652507464761081,2.6294349780164428,0.3845818759408794
Fadrozole,Dose_1,1.607111111111113,1.865250746476108,0.8616059337584072,0.9999997661220855
Fenitrothione,Dose_5,1.3455942028985506,1.602911428151502,0.8394688435469619,0.9999997661220855
Fenitrothione,Dose_4,2.556111111111109,1.5530677484922961,1.6458464954877583,0.9480032251199144
Fenitrothione,Dose_3,3.338777777777776,1.553067748492296,2.149795320274361,0.6240812160587814
Fenitrothione,Dose_2,-0.5558888888888915,1.5530677484922957,-0.35792958126169544,0.9999997661220855
Fenitrothione,Dose_1,-1.6650000000000027,1.5530677484922961,-1.0720717120140892,0.9999997661220855
Fluoxetine,Dose_5,2.089222222222219,0.9651382924741552,2.16468690395285,0.6223538171547196
Fluoxetine,Dose_4,1.5233333333333292,0.965138292474155,1.5783575734294284,0.9487572816324291
Fluoxetine,Dose_3,1.7623333333333284,0.9651382924741554,1.8259904793701058,0.8769312044966213
Fluoxetine,Dose_2,0.1767777777777729,0.9651382924741556,0.18316315822947896,0.9999997661220855
Fluoxetine,Dose_1,-3.7345555555555587,0.9651382924741557,-3.869451232716022,0.032981352243331194
Flutamide,Dose_5,3.872888888888886,1.5062924740518824,2.571140037944244,0.41715264407171265
Flutamide,Dose_4,0.4670748792270545,1.5546349624092644,0.3004402258541867,0.9999997661220855
Flutamide,Dose_3,3.5806666666666676,1.5062924740518826,2.377139053901517,0.4929172951937352
Flutamide,Dose_2,6.389888888888886,1.506292474051882,4.242130262856771,0.02021373033574081
Flutamide,Dose_1,1.2511111111111088,1.5062924740518824,0.8305897643806563,0.9999997661220855
Glyphosate,Dose_5,4.347888888888887,2.269593217357003,1.9157128491739637,0.8286676956600747
Glyphosate,Dose_4,-1.3585555555555535,2.2695932173570026,-0.598589890543304,0.9999997661220855
Glyphosate,Dose_3,2.9691111111111117,2.269593217357003,1.3082128940131017,0.9999997661220855
Glyphosate,Dose_2,3.7896666666666676,2.269593217357004,1.6697559006101657,0.9480032251199144
Glyphosate,Dose_1,4.830548309178745,2.3424328455010226,2.0621928686051785,0.7010742403417911
Malathion,Dose_5,7.60155555555556,3.175101198901531,2.3941144169469055,0.4929172951937352
Malathion,Dose_4,10.880282608695655,3.277001922290606,3.32019414901362,0.09024718886988098
Malathion,Dose_3,5.235777777777779,3.1751011989015305,1.649011306974772,0.9480032251199144
Malathion,Dose_2,6.265444444444445,3.1751011989015305,1.9733054324731636,0.7647341618429601
Malathion,Dose_1,3.747555555555555,3.175101198901531,1.180294838114789,0.9999997661220855
NN-Dimethylformamide,Dose_5,-4.456444444444443,1.5803096423431044,-2.8199818092844966,0.26946088539962826
NN-Dimethylformamide,Dose_4,-3.07896618357488,1.6310276149825924,-1.8877462007948536,0.8288916599137172
NN-Dimethylformamide,Dose_3,-2.8664444444444444,1.5803096423431044,-1.8138498732402877,0.8806815048205524
NN-Dimethylformamide,Dose_2,-3.6114444444444422,1.5803096423431044,-2.285276472204397,0.5382551018892915
NN-Dimethylformamide,Dose_1,-4.002888888888888,1.580309642343105,-2.5329775770739817,0.4230302522518208
Prochloraz,Dose_5,1.1369999999999996,1.2598089491904563,0.9025177990128005,0.9999997661220855
Prochloraz,Dose_4,1.6781111111111127,1.2598089491904565,1.3320361886534096,0.9999997661220855
Prochloraz,Dose_3,2.0764393939393955,1.3003162537880708,1.596872597639481,0.9487572816324291
Prochloraz,Dose_2,-0.641560606060606,1.3003162537880704,-0.49338813091939526,0.9999997661220855
Prochloraz,Dose_1,1.4732222222222227,1.259808949190456,1.169401299434255,0.9999997661220855
SDS,Dose_5,-0.41644444444444406,0.9770873566597479,-0.426210043151201,0.9999997661220855
SDS,Dose_4,0.7218888888888897,0.977087356659748,0.7388171425702663,0.9999997661220855
SDS,Dose_3,0.46508401084010914,1.0461414121122379,0.44457088253591803,0.9999997661220855
SDS,Dose_2,0.464333333333334,0.9770873566597478,0.4752219237803824,0.9999997661220855
SDS,Dose_1,-0.6719999999999994,0.9770873566597479,-0.6877583620540191,0.9999997661220855
TEG,Dose_5,3.534553000329706,1.855234114101896,1.9051789601447442,0.8288916599137172
TEG,Dose_4,3.6340000000000003,1.797411625739785,2.02179620291724,0.746345810033321
TEG,Dose_3,-2.9992209033959774,1.855153372762978,-1.616697005988825,0.9487572816324291
TEG,Dose_2,2.642053000329703,1.8552341141018955,1.4241075992766015,0.9999997661220855
TEG,Dose_1,-0.5817777777777787,1.797411625739785,-0.3236753170205676,0.9999997661220855
TGSH,Dose_5,1.2878851205857018,1.007316026737335,1.2785313510369942,0.9999997661220855
TGSH,Dose_4,1.6811360895779497,0.9764932365714082,1.7216054618879206,0.9424806563857714
TGSH,Dose_3,1.1496351205857012,1.0073160267373347,1.1412854457496657,0.9999997661220855
TGSH,Dose_2,0.49380275624461617,0.9764932365714083,0.5056898888295636,0.9999997661220855
TGSH,Dose_1,-0.8298518518518541,1.0071868643372908,-0.8239303760160537,0.9999997661220855
Trenbolone,Dose_5,12.598222222222219,3.6246375323622533,3.4757191883988714,0.08179105094259324
Trenbolone,Dose_4,11.722999999999994,3.624637532362253,3.234254431051997,0.09895771469901904
Trenbolone,Dose_3,9.962333333333326,3.6246375323622533,2.748504710991243,0.30515422407735804
Trenbolone,Dose_2,6.700222222222218,3.6246375323622537,1.8485220004482874,0.8678699195648514
Trenbolone,Dose_1,3.848816425120774,3.7409655368676495,1.0288296930806342,0.9999997661220855
Vinclozolin,Dose_5,-2.295444444444441,2.5230453998018816,-0.9097911772117487,0.9999997661220855
Vinclozolin,Dose_4,-1.6622222222222198,2.523045399801881,-0.6588158193081836,0.9999997661220855
Vinclozolin,Dose_3,0.2865555555555551,2.523045399801882,0.11357526724570886,0.9999997661220855
Vinclozolin,Dose_2,0.22944444444444312,2.523045399801883,0.09093948307963852,0.9999997661220855
Vinclozolin,Dose_1,-5.321111111111112,2.523045399801883,-2.1090033146169076,0.6519445365208759
