Chemical,Dose,estimate,std.error,statistic,adj.p.value
1-Decanol,Dose_5,-0.5934444444444447,1.8676736334151791,-0.31774526010697474,0.9999997661220855
1-Decanol,Dose_4,1.3386666666666673,1.867673633415179,0.7167562055361978,0.9999997661220855
1-Decanol,Dose_3,-2.5738888888888893,1.8676736334151791,-1.3781256226133811,0.9999997661220855
1-Decanol,Dose_2,0.3794830917874409,1.9276141777876084,0.19686672580038148,0.9999997661220855
1-Decanol,Dose_1,-3.1048888888888886,1.8676736334151791,-1.6624365378073953,0.9480032251199144
1-Octanol,Dose_5,1.7460634920634925,1.1716282981826878,1.4902879136427576,0.9999997661220855
1-Octanol,Dose_4,0.5325423136645964,1.1356792521043473,0.4689196467029107,0.9999997661220855
1-Octanol,Dose_3,0.25268849206349164,1.171628298182688,0.21567291644921568,0.9999997661220855
1-Octanol,Dose_2,2.0016249999999998,1.1670064722843756,1.7151790050331825,0.9424806563857714
1-Octanol,Dose_1,0.9656534247757071,1.135679252104347,0.8502871061405832,0.9999997661220855
17betaestradiol,Dose_5,-3.6658888888888965,3.4843704478662767,-1.0520950466486065,0.9999997661220855
17betaestradiol,Dose_4,-1.7872222222222343,3.4843704478662767,-0.5129254334356657,0.9999997661220855
17betaestradiol,Dose_3,-7.948333333333349,3.484370447866278,-2.2811390040920205,0.5382551018892915
17betaestradiol,Dose_2,-17.009444444444462,3.4843704478662785,-4.881640657600148,0.0030955961994851475
17betaestradiol,Dose_1,-22.52133333333336,3.4843704478662794,-6.463530118367502,1.8755452768637326e-5
24-DMP,Dose_5,0.48344444444444623,0.9496130259017337,0.5090962647499249,0.9999997661220855
24-DMP,Dose_4,-0.45684299516908156,0.9800896149038584,-0.46612369748851534,0.9999997661220855
24-DMP,Dose_3,-2.3374444444444435,0.9496130259017337,-2.461470494494168,0.46470906788183924
24-DMP,Dose_2,-2.2617777777777768,0.9496130259017336,-2.3817889141000754,0.4929172951937352
24-DMP,Dose_1,-1.6237777777777735,0.9496130259017338,-1.70993629350847,0.9424806563857714
24-DNP,Dose_5,0.062298949737435716,1.2816793652872822,0.04860728152822505,0.9999997661220855
24-DNP,Dose_4,1.2457306826706673,1.365098143811344,0.9125575976483247,0.9999997661220855
24-DNP,Dose_3,0.36118783862632375,1.281679365287282,0.28180826531865505,0.9999997661220855
24-DNP,Dose_2,-0.7085899391514542,1.281679365287282,-0.5528605346569088,0.9999997661220855
24-DNP,Dose_1,-0.5950343835958974,1.2816793652872824,-0.4642614991796511,0.9999997661220855
34-DCA,Dose_5,-3.8995555555555534,3.6952909118313206,-1.0552770129870515,0.9999997661220855
34-DCA,Dose_4,-1.9786666666666664,3.69529091183132,-0.5354562641689486,0.9999997661220855
34-DCA,Dose_3,2.798111111111111,3.6952909118313215,0.7572099674621872,0.9999997661220855
34-DCA,Dose_2,-1.5361111111111134,3.695290911831323,-0.41569423024122426,0.9999997661220855
34-DCA,Dose_1,-5.815,3.695290911831323,-1.5736244151663248,0.9487572816324291
4-TPP,Dose_5,1.6926666666666628,2.0556602117662965,0.8234175361171501,0.9999997661220855
4-TPP,Dose_4,3.662888888888885,2.0556602117662965,1.7818552248679271,0.9008018472230592
