	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
ENSDARG00000078622	4.58253847602314	2.285978018451	2.285978018451	4.78093431564979	5.44396821767009	3.82167854769072	4.79275461777031	3.33935959149739	3.56256429214336	4.94904432980144	3.02817295340629	4.01117505086818	4.90105891909404	4.67735936350154	4.90105891909404
ENSDARG00000078829	4.50477038181345	4.7391710278266	4.77110180816162	3.6736805159187	4.01117505086818	3.82167854769072	4.71934301250606	4.38318304206268	4.66322543282731	4.57491048198068	4.70040906061777	4.40657242784952	4.85585894209062	4.77110180816162	4.75400834116154
ENSDARG00000079497	8.24978662552978	8.15079074916092	8.36602203636784	8.62060335216003	8.69511490686894	8.53061826897033	8.92532562815824	8.70012600472712	8.65971094241788	9.0245247806298	8.65355848352736	8.66491546162758	9.28270040154835	8.70012600472712	9.06153284700383
ENSDARG00000079560	5.89467154624494	5.12972652521959	5.4456705571439	6.54197762003844	6.08174818385824	6.37878237327386	6.54288072216097	6.26773220862234	5.81403465384216	6.12039908662145	6.11825526752358	6.71091825810837	6.73278033471345	5.97316000196667	6.3150377247812
ENSDARG00000079926	4.10866577167879	4.01586767272761	4.08585100941259	4.18878281504963	4.33243897848013	4.10316829433266	4.0271960061571	4.10316829433266	3.28377111593614	4.40657242784952	3.54649708550978	3.70089441278536	4.40657242784952	5.23845893786945	4.42751956503774
ENSDARG00000086661	3.2340700561008	3.56256429214336	3.65584849519437	4.34090383556398	3.57793848735279	4.18878281504963	3.41803055718069	3.46119612953263	3.75219465602309	4.48137711695385	3.54649708550978	4.24517706799017	4.58253847602314	4.45367280336999	4.42751956503774
ENSDARG00000086739	5.66960162093016	5.78963499037436	5.82825500316872	5.99830863477894	6.24645919626696	5.53938210068083	6.00759870748977	6.08804064492158	5.99025608889139	6.69858021261971	6.50489275038752	5.9226697258324	6.5784327813757	6.24724116202776	6.49438691985106
ENSDARG00000086881	7.94034529010955	8.12964528996274	7.59444287149946	8.16312605123118	8.58707318832066	8.34107991686104	8.43325371772871	8.56978467651107	8.42958061486528	8.6510253841896	8.38007052393483	8.54950084162261	9.31289140960831	8.6790653868945	8.95001868828923
ENSDARG00000086944	4.42304528531384	4.57806419629923	4.00624167877193	4.71091181241687	5.01426891139493	4.98960336614922	4.0271960061571	4.38318304206268	5.04022292121241	3.91789088731988	4.03738610536265	3.82167854769072	2.26451614545851	3.38283137126937	4.01586767272761
ENSDARG00000087017	5.50064186056942	4.85585894209062	4.67358712827712	5.59877820524911	5.30291293589361	5.39316184635944	5.4023527549401	4.50477038181345	4.89544039659886	5.37326166092288	5.51176507323584	5.36560067779781	5.50421920278006	5.59567536618664	5.87628941634596
ENSDARG00000088283	4.42304528531384	4.39800920348511	4.25823841532185	4.78093431564979	5.74101005041916	4.8980053397865	4.60826120017788	4.8980053397865	4.93919422954398	5.37326166092288	5.08013338800448	4.58253847602314	5.20545335747371	5.1025712860046	4.90105891909404
ENSDARG00000089237	3.6736805159187	3.78271784649226	3.65584849519437	3.39969675401403	3.72316891304504	3.52853304051023	4.14216142535848	4.3231454413691	4.27786226153461	4.64534569209734	4.56755647230434	3.91789088731988	4.40657242784952	3.91789088731988	3.82717602503685
ENSDARG00000090486	5.77098512351943	5.43153989530562	5.33840527257874	5.99830863477894	6.08174818385824	5.71091328439222	6.00759870748977	5.96006576174868	5.83581747364188	6.14424890324246	5.99415607105843	5.81732639718503	6.40666882376514	6.44401390386493	6.20017226551768
ENSDARG00000090946	5.45730812819448	5.211034071233	4.67358712827712	5.43561864464594	5.62860695225157	4.79916897212093	6.06000187582387	5.37542309276904	5.17526753875039	6.25518700728514	5.43153989530562	5.33390242322166	6.3116042095084	5.73958514036632	5.57043570646876
ENSDARG00000091131	6.2635841617827	6.1700081702237	6.40712037482641	6.55733981180008	7.16462375155284	6.7045763470654	6.62656169607929	6.4418062206741	6.87560565149141	6.52203713282144	6.55394539033596	6.74800301785163	6.97021911082251	6.67466038399097	7.33038392207648
ENSDARG00000091211	4.73611744851905	4.7391710278266	5.18300507204881	5.82674765674382	5.50064186056942	5.30291293589361	5.19574146533426	5.30541124958819	5.60509944307205	5.37326166092288	5.34488350433757	5.18300507204881	5.27917488285986	5.46794291270931	6.00419217487092
ENSDARG00000091859	3.3905298524307	3.6736805159187	3.82167854769072	4.26216466125875	4.01117505086818	4.10316829433266	4.25396305949387	3.69376673252426	4.10316829433266	3.79291739819287	4.03738610536265	3.56256429214336	4.10866577167879	4.45367280336999	4.57491048198068
