gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl.mod	ctrl.mean	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
100000532	Exp4	1.46810635805153e-05	0.550830934112579		4.00796782132102		1.14712415526323	60.74	0.137690737987672	4.00796782132102	3.75162769204236	FALSE	103008.436130229	46186.7829066892	290269.535228418	2.60450353677912	TRUE	TRUE	TRUE	TRUE	TRUE
100001267	Exp2	1.18592715178367e-08			9.93303593736475		0.536460112648391	32.54	0.336567782563609	9.93303593736475	9.76503803331814	TRUE	3071281.37540232	953058.444124655	5244138.99707475	10.3014981459665	TRUE	TRUE	TRUE	TRUE	TRUE
100001306	Lin	2.56554382724521e-07		2.40643659103535			1.53499465458362	70.39	0.343642948593143	2.40643659103535	2.82910972070915	TRUE	7630615.18552355	4562103.69684374	25657687.667273	4.36410437529277	TRUE	TRUE	TRUE	TRUE	TRUE
100002015	Poly2	6.85355218898934	-2.43283479429688e-06	2.34338374558821e-13			1.36231038432537	66.93	0.164313854358917	6.85355218898934	6.35427446291835	FALSE	831845.422423321	530766.140636879	1155358.19605063	4.99196407859298	TRUE	TRUE	TRUE	TRUE	TRUE
100002680	Poly2	6.57890773793609	-2.3124684484291e-06	2.38924321376276e-13			1.1945864078183	62.2	0.135562615697057	6.57890773793609	6.076095922107	TRUE	9969099.49694096	9736158.69135462	10191901.5695189	7.27068232992529	TRUE	TRUE	TRUE	TRUE	TRUE
100002917	Poly2	3.96175181382724	-2.48250089361874e-06	2.49586529229731e-13			1.11951924208421	59.86	0.225529405199426	3.96175181382724	4.53492891455854	FALSE	225174.992930098		451207.420673084	3.41540967247433	FALSE	TRUE			FALSE
100003020	Exp4	3.14077263670934e-06	0.509185737347129		5.25481487170898		1.25210022767235	63.89	0.779937267850809	5.25481487170898	4.66646515978221	FALSE	398097.810269343	228540.401220365	644949.419361572	3.41436493210986	TRUE	TRUE	TRUE	TRUE	TRUE
100003066	Exp4	0.0018566036563351	2.08105546359919		2.30078887078138		1.02412620363948	56.66	0.749506885172182	2.30078887078138	2.30078888713543	TRUE	285.788194355352	177.536354001645	460.490287293106	3.32491509077491	TRUE	TRUE	TRUE	TRUE	TRUE
100003275	Lin	-2.62143860156445e-07		4.0974207155186			1.2851593176623	63.99	0.396953115729182	4.0974207155186	3.6551254863107	FALSE	6589719.70135274	4231019.49137492	15566400.0732984	2.36996616864839	TRUE	TRUE	TRUE	TRUE	TRUE
100005130	Exp2	-9.06058404676656e-08			3.43808109498855		0.616075484341291	37.52	0.327607188302445	3.43808109498855	3.82044465119817	FALSE	776972.542806485		1777723.73344506	3.20436916685687	FALSE	TRUE			FALSE
100006223	Exp4	1.65852788013681e-05	1.48793789800635		3.93778864371515		1.5364839762584	71.26	0.175812755189825	3.93778864371515	5.24553731839435	TRUE				6.78202129465275	FALSE				FALSE
100006583	Poly2	6.79264649315604	-2.20608491031994e-06	2.26075656092803e-13			1.07266651497847	58.33	0.200306125076622	6.79264649315604	6.54632666403362	FALSE	639839.618876857	386036.186915155	909861.066777549	5.47366014905515	TRUE	TRUE	TRUE	TRUE	TRUE
100007222	Poly2	4.97960275305424	6.61949004314842e-07	-9.4307234534684e-14			0.936211180045463	53.43	0.430558893874456	4.97960275305424	5.16309859436539	FALSE	8014904.26151222	7466889.19771815	8503051.24513168	4.22688741431993	TRUE	TRUE	TRUE	TRUE	TRUE
100007488	Exp4	4.67678489927367e-05	2.861833073063		1.64651884939214		1.45103562603783	69.2	0.471981771374098	1.64651884939214	2.13897994474535	TRUE	21490.6296143271	12863.6278240373	49423.3392471682	3.59001557078318	TRUE	TRUE	TRUE	TRUE	TRUE
100007575	Poly2	7.71363714432495	-2.02113049090086e-06	2.04121174119513e-13			0.727093354260583	44.33	0.325043371073728	7.71363714432495	7.34858645546	FALSE	573590.442857973	387485.258006087	767977.355252339	6.62149310119942	TRUE	TRUE	TRUE	TRUE	TRUE
100034635	Poly2	6.15426213914613	-2.00484575904676e-06	2.03115954629448e-13			0.904456995316674	52.18	0.233976263021091	6.15426213914613	6.04719859659932	FALSE	533358.314940807	303117.39648919	776342.481624892	5.14274160128265	TRUE	TRUE	TRUE	TRUE	TRUE
100101465	Lin	2.66572471744262e-07		2.74065122314444			1.30931109874781	64.66	0.464206874335295	2.74065122314444	3.25581236044006	TRUE	6844188.44132332	4392085.94005163	16209454.9064663	4.56512345918786	TRUE	TRUE	TRUE	TRUE	TRUE
