	B4	B5	B6	B1	B2	B3	A10	A11	A12	A7	A8	A9	A4	A5	A6	A1	A2	A3
393858	7.53210001297614	5.95750278437766	7.10156054510694	5.98077653083295	6.59855745549342	7.12711173771178	6.70794301355061	3.9449789494738	6.500081894778	5.99034621440238	7.5521249844441	7.15338426312195	6.79066012174546	7.49835330536653	5.80487776408946	6.55864961571384	7.58905154521608	5.88571277576352
58013	9.02418373755998	8.0494252738187	9.54466196280366	8.25237295017017	8.45270658902997	8.69054107688329	8.97383707352364	3.9449789494738	8.25751159150392	8.68666982407124	8.76768806739043	8.75497743838723	9.05788232454269	8.61840905738424	9.59743568421898	8.10754286172748	8.85730366032089	9.27440988286358
100536295	8.61773008450183	9.07589748517989	8.86709529146992	9.21343728762323	9.23796774023695	8.98398679561318	9.53479411123401	9.23038116833604	9.00258223530718	7.46427740273479	8.84758086797027	8.99789218359702	8.44121096409419	8.78406121234114	8.8304128561966	8.31155675374907	8.32099032230745	8.23769810450706
140818	8.1879459998538	8.36778675368587	8.03836671861975	8.86830180157454	8.64407211474579	8.83493098621847	8.69066502211877	6.26690704436116	8.25751159150392	8.02987457858901	8.28431343834843	8.22078354840754	8.92663779126444	8.72414831092382	9.01989065506031	8.67412683313378	8.69192872585638	8.89517310501258
563901	6.43552675328108	5.79703811218442	7.207493989856	5.24381093666675	6.52260860226012	4.44261356343971	6.70794301355061	7.11490395091611	6.63132642805625	7.25782652526736	6.97311175005413	6.99439473936079	7.55421992592338	5.22334625786666	5.80487776408946	6.75795842393725	7.31341710260265	6.7670682792649
393125	9.20432182880765	9.28700409896983	9.48271205023337	8.86830180157454	9.04786485685701	9.46180712867302	9.41365767373237	8.58883513924852	9.62346431028328	8.84278902598852	9.45662898721574	9.15024455559138	9.00101998758701	9.11476544471274	9.98620752880402	8.74627661888961	8.87798781449263	8.73581734528046
564029	4.32004953586115	4.51693019299168	0.387315027440816	5.70947450901556	5.01359495477226	1.6352586413821	2.31562559077185	8.80295994460137	4.91511939405684	5.48338622568249	6.12511484349918	4.70021163495634	1.36439536704336	6.3608497816166	2.99752284203185	5.89122495480071	4.4440012124128	1.63778526231993
393998	4.80547636303139	1.70957527093408	2.70924312232818	4.93895635513832	1.31315523663117	5.54214923699062	6.40308843202219	5.52994145019495	6.500081894778	4.93589843038	5.02557916994827	4.55582172562116	3.68632346193073	6.19419991220715	5.31945093691922	4.12569020843774	5.26712345032872	4.80771026376224
394032	6.92095358045133	7.73194308396253	6.83025852328954	8.05116585872435	7.94251185671078	8.0446495775198	7.74189034547395	5.52994145019495	6.96574546712681	7.50224525293381	7.52807951047745	8.19663746107583	8.50394671944216	7.87411081698356	7.24545035547544	7.35835096522801	8.36561331372808	7.06405001702203
550424	2.73508703513999	4.87950027237639	0.387315027440816	3.65884843594559	5.22004583223969	5.0946902600194	5.48555059221416	3.9449789494738	2.10776447199924	4.40538371368122	3.44061666922711	0.307894212177576	3.68632346193073	3.38684499014954	2.99752284203185	1.80376211355037	2.32852399499286	3.95971335720729
798602	6.39043886375255	4.87950027237639	6.05974036941231	6.27775826859008	4.77258685526847	6.39014614354557	5.48555059221416	3.9449789494738	3.69272697272039	5.99034621440238	5.27711793694423	6.08925392570224	7.03682070901486	5.53368637847881	7.24545035547544	5.89122495480071	5.78795561363016	6.03010268509869
568701	5.5424419571976	5.41001498907517	4.29420562304933	5.70947450901556	4.77258685526847	5.33569835952319	3.900588091493	7.11490395091611	4.91511939405684	1.23545871223891	5.15682370322652	4.83145616823459	4.17175028910097	5.53368637847881	2.99752284203185	1.80376211355037	3.55091641632931	5.09721688095723
556421	10.8756612128499	11.2350960800291	10.5459247156553	11.3721121944443	10.2049389398495	11.2664356970861	10.7122303719537	11.3796071771105	11.3485558041612	10.1925607538012	11.0093871364457	10.7886844132734	11.3142220778025	10.5949051204786	10.6195746614882	9.94842035638226	10.5653354762423	10.5050640020296
30416	4.11359865839372	5.95750278437766	4.6352425408844	6.13689573275023	2.89811773735233	5.72272148263244	5.48555059221416	3.9449789494738	3.69272697272039	4.6948903308762	5.84271511279846	5.43717722912254	4.53432036848568	4.66695290934228	2.99752284203185	6.05168962699396	4.65045208988022	3.95971335720729
321928	7.55271029265142	8.21736991113277	8.08080198494014	7.61967783866491	7.72254617276887	7.86407733187798	7.87021444244949	8.80295994460137	7.59961756832891	6.9078840542104	7.37472873357065	7.27367849683966	7.03682070901486	7.26599059527516	7.08498568328219	7.29561520988005	7.28272030537974	7.94156601049703
393515	7.07137042300442	7.13584002563618	6.86304845840721	6.8287734373879	6.67070724124926	6.58945495176898	7.67317759538993	7.64541866761489	8.33658316249512	9.57975462015472	7.42767761351961	6.87774982050852	6.57384873267231	7.05522349905834	7.38984026481061	8.03258080404626	7.11860092561863	6.84723862794888
565158	6.5216833970308	5.95750278437766	7.01667164752043	5.70947450901556	6.67070724124926	6.02757606416086	6.01606530891294	5.52994145019495	5.56719609063653	5.87931490201363	6.36118220173271	6.57468075287248	6.11928286920683	7.08728470829063	6.69796256017295	5.89122495480071	5.69775780465858	6.68217938167839
559380	8.26490798166869	8.0494252738187	7.46413062449165	7.86272076931124	7.9130680788183	8.0446495775198	7.5250789564008	7.11490395091611	8.21628892877741	7.06834872640365	7.2914732299213	7.90035124944566	7.2470384164052	7.71904142049073	7.24545035547544	6.19607953632914	7.48502848067285	7.7038744527777
573216	10.838374843552	10.6134571166703	10.6967913812819	10.3373228225899	10.1988516099706	10.2609674844466	10.7544174433501	10.7393948158239	10.8458567316197	9.80910589973223	10.5536146025846	10.1705315697364	10.1620568928971	10.4044488086205	10.1971951868682	10.1744495203576	9.91598900291719	9.82266060522822
561547	5.36735525063951	7.13584002563618	5.51659804438578	6.13689573275023	3.63508333151853	6.02757606416086	3.900588091493	7.85186954508231	4.4296925668866	5.48338622568249	5.91866396603176	5.98031955414907	5.4518582082937	5.86489228695419	2.99752284203185	6.19607953632914	5.87284451121667	5.54467585792845
447827	6.29580198961447	5.79703811218442	5.94190387911845	6.34334661021766	6.26735154701805	6.02757606416086	5.12298051282945	6.26690704436116	4.91511939405684	5.75902066829592	6.0595265018716	6.9078070543647	7.03682070901486	5.53368637847881	7.24545035547544	7.01321547917932	6.4159868362432	6.3926727644834
555361	5.9050120365823	6.23313722699109	5.94190387911845	5.80568982427486	2.89811773735233	6.39014614354557	6.70794301355061	3.9449789494738	6.35569198544282	6.09343970736648	7.1410563873682	5.43717722912254	6.00825155681809	6.19419991220715	2.99752284203185	6.84815623290883	6.02896371313395	6.28164145209466
503566	5.83942369495473	4.51693019299168	5.34151133782769	5.24381093666675	4.77258685526847	6.67965276074056	3.900588091493	5.52994145019495	7.06196078238611	4.93589843038	7.50362646675291	7.0760785369545	5.61232288048695	4.66695290934228	2.99752284203185	5.89122495480071	5.38741768404643	4.44514018437754
494085	7.28352365983603	7.81809972771225	7.788194463723	7.45140635607511	7.8523140477392	7.78500576088679	5.48555059221416	7.85186954508231	7.66235332367688	7.64484964837661	7.1089951781359	7.29657889894974	7.80733886289209	7.44985478767534	5.80487776408946	7.16131411816846	7.34347433645883	6.59198157270681
445186	7.70777968914426	8.0494252738187	6.49583948421899	8.79986074547266	6.98558057860267	7.56599597894499	6.01606530891294	7.64541866761489	6.75162066177396	7.38520583174359	6.74178620394768	7.17825893176098	7.38676318007182	8.51612800709451	7.08498568328219	7.29561520988005	6.4714819488349	6.7670682792649
568316	4.32004953586115	1.70957527093408	6.00202487155602	5.375055469945	5.22004583223969	5.33569835952319	6.22251618638037	6.7523338715314	6.500081894778	5.62777613501767	5.49124274229708	6.03581466674078	5.88795732310038	5.93704207271002	7.24545035547544	6.05168962699396	4.83102433552204	5.54467585792845
