plate_id	embryo_id	is_VC	time_end	value
0006_17_25-05-17_PE2006	1_4	0	10	141.893
0006_17_25-05-17_PE2006	1_4	0	12	383.01
0006_17_25-05-17_PE2006	1_4	0	14	411.218
0006_17_25-05-17_PE2006	1_4	0	16	413.033
0006_17_25-05-17_PE2006	1_4	0	18	371.417
0006_17_25-05-17_PE2006	1_4	0	20	327.436
0006_17_25-05-17_PE2006	1_4	0	22	28.8194
0006_17_25-05-17_PE2006	1_4	0	24	1.13632
0006_17_25-05-17_PE2006	1_4	0	26	0
0006_17_25-05-17_PE2006	1_4	0	28	71.4806
0006_17_25-05-17_PE2006	1_4	0	30	132.153
0006_17_25-05-17_PE2006	1_4	0	32	297.885
0006_17_25-05-17_PE2006	1_4	0	34	366.933
0006_17_25-05-17_PE2006	1_4	0	36	409.098
0006_17_25-05-17_PE2006	1_4	0	38	338.191
0006_17_25-05-17_PE2006	1_4	0	40	156.746
0006_17_25-05-17_PE2006	1_5	0	2	43.3905
0006_17_25-05-17_PE2006	1_5	0	4	17.7399
0006_17_25-05-17_PE2006	1_5	0	6	1.71939
0006_17_25-05-17_PE2006	1_5	0	8	3.42393
0006_17_25-05-17_PE2006	1_5	0	10	4.4364
0006_17_25-05-17_PE2006	1_5	0	12	104.043
0006_17_25-05-17_PE2006	1_5	0	14	233.082
0006_17_25-05-17_PE2006	1_5	0	16	240.199
0006_17_25-05-17_PE2006	1_5	0	18	118.7
0006_17_25-05-17_PE2006	1_5	0	20	126.052
0006_17_25-05-17_PE2006	1_5	0	22	6.60153
0006_17_25-05-17_PE2006	1_5	0	24	1.04143
0006_17_25-05-17_PE2006	1_5	0	26	115.288
0006_17_25-05-17_PE2006	1_5	0	28	77.3921
0006_17_25-05-17_PE2006	1_5	0	30	72.7924
0006_17_25-05-17_PE2006	1_5	0	32	90.1678
0006_17_25-05-17_PE2006	1_5	0	34	155.252
0006_17_25-05-17_PE2006	1_5	0	36	221.412
0006_17_25-05-17_PE2006	1_5	0	38	113.044
0006_17_25-05-17_PE2006	1_5	0	40	96.4549
0006_17_25-05-17_PE2006	1_6	0	2	112.454
0006_17_25-05-17_PE2006	1_6	0	4	164.546
0006_17_25-05-17_PE2006	1_6	0	6	192.29
0006_17_25-05-17_PE2006	1_6	0	8	134.888
0006_17_25-05-17_PE2006	1_6	0	10	105.301
0006_17_25-05-17_PE2006	1_6	0	12	282.478
0006_17_25-05-17_PE2006	1_6	0	14	278.198
0006_17_25-05-17_PE2006	1_6	0	16	284.006
0006_17_25-05-17_PE2006	1_6	0	18	353.097
0006_17_25-05-17_PE2006	1_6	0	20	282.197
0006_17_25-05-17_PE2006	1_6	0	22	90.2871
0006_17_25-05-17_PE2006	1_6	0	24	46.2119
0006_17_25-05-17_PE2006	1_6	0	26	78.1023
0006_17_25-05-17_PE2006	1_6	0	28	157.642
0006_17_25-05-17_PE2006	1_6	0	30	147.316
0006_17_25-05-17_PE2006	1_6	0	32	392.128
0006_17_25-05-17_PE2006	1_6	0	34	315.685
0006_17_25-05-17_PE2006	1_6	0	36	225.28
0006_17_25-05-17_PE2006	1_6	0	38	270.382
0006_17_25-05-17_PE2006	1_6	0	40	328.871
0006_17_25-05-17_PE2006	1_7	0	2	101.911
0006_17_25-05-17_PE2006	1_7	0	4	367.725
0006_17_25-05-17_PE2006	1_7	0	6	69.2301
0006_17_25-05-17_PE2006	1_7	0	8	32.636
0006_17_25-05-17_PE2006	1_7	0	10	214
0006_17_25-05-17_PE2006	1_7	0	12	42.8756
0006_17_25-05-17_PE2006	1_7	0	14	6.14361
0006_17_25-05-17_PE2006	1_7	0	16	5.77449
0006_17_25-05-17_PE2006	1_7	0	18	59.8188
0006_17_25-05-17_PE2006	1_7	0	20	58.4239
0006_17_25-05-17_PE2006	1_7	0	22	182.569
0006_17_25-05-17_PE2006	1_7	0	24	14.3454
0006_17_25-05-17_PE2006	1_7	0	26	126.953
0006_17_25-05-17_PE2006	1_7	0	28	78.5795
0006_17_25-05-17_PE2006	1_7	0	30	35.2035
0006_17_25-05-17_PE2006	1_7	0	32	123.079
0006_17_25-05-17_PE2006	1_7	0	34	278.628
0006_17_25-05-17_PE2006	1_7	0	36	556.715
0006_17_25-05-17_PE2006	1_7	0	38	488.373
0006_17_25-05-17_PE2006	1_7	0	40	454.236
0006_17_25-05-17_PE2006	1_8	0	2	210.011
0006_17_25-05-17_PE2006	1_8	0	4	20.683
0006_17_25-05-17_PE2006	1_8	0	6	156.863
0006_17_25-05-17_PE2006	1_8	0	8	24.8265
0006_17_25-05-17_PE2006	1_8	0	10	244.48
0006_17_25-05-17_PE2006	1_8	0	12	545.269
0006_17_25-05-17_PE2006	1_8	0	14	191.134
0006_17_25-05-17_PE2006	1_8	0	16	100.946
0006_17_25-05-17_PE2006	1_8	0	18	6.23528
0006_17_25-05-17_PE2006	1_8	0	20	223.287
0006_17_25-05-17_PE2006	1_8	0	22	131.511
0006_17_25-05-17_PE2006	1_8	0	24	113.112
0006_17_25-05-17_PE2006	1_8	0	26	117.927
0006_17_25-05-17_PE2006	1_8	0	28	106.292
0006_17_25-05-17_PE2006	1_8	0	30	4.04026
0006_17_25-05-17_PE2006	1_8	0	32	154.091
0006_17_25-05-17_PE2006	1_8	0	34	32.8472
0006_17_25-05-17_PE2006	1_8	0	36	115.952
0006_17_25-05-17_PE2006	1_8	0	38	42.5696
0006_17_25-05-17_PE2006	1_8	0	40	96.9051
0006_17_25-05-17_PE2006	1_9	0	2	119.409
0006_17_25-05-17_PE2006	1_9	0	4	46.4591
0006_17_25-05-17_PE2006	1_9	0	6	127.952
0006_17_25-05-17_PE2006	1_9	0	8	104.204
0006_17_25-05-17_PE2006	1_9	0	10	17.303
0006_17_25-05-17_PE2006	1_9	0	12	5.66326
0006_17_25-05-17_PE2006	1_9	0	14	24.8921
0006_17_25-05-17_PE2006	1_9	0	16	10.8012
0006_17_25-05-17_PE2006	1_9	0	18	6.62227
0006_17_25-05-17_PE2006	1_9	0	20	17.6903
0006_17_25-05-17_PE2006	1_9	0	22	101.283
0006_17_25-05-17_PE2006	1_9	0	24	26.4427
0006_17_25-05-17_PE2006	1_9	0	26	96.2241
0006_17_25-05-17_PE2006	1_9	0	28	120.074
0006_17_25-05-17_PE2006	1_9	0	30	36.2364
0006_17_25-05-17_PE2006	1_9	0	32	7.31183
0006_17_25-05-17_PE2006	1_9	0	34	26.4652
0006_17_25-05-17_PE2006	1_9	0	36	18.1546
0006_17_25-05-17_PE2006	1_9	0	38	6.50483
0006_17_25-05-17_PE2006	1_9	0	40	1.80533
0006_17_25-05-17_PE2006	1_10	0	2	32.1434
0006_17_25-05-17_PE2006	1_10	0	4	12.6036
0006_17_25-05-17_PE2006	1_10	0	6	28.4158
0006_17_25-05-17_PE2006	1_10	0	8	54.1336
0006_17_25-05-17_PE2006	1_10	0	10	24.4556
0006_17_25-05-17_PE2006	1_10	0	12	130.766
0006_17_25-05-17_PE2006	1_10	0	14	47.9644
0006_17_25-05-17_PE2006	1_10	0	16	103.946
0006_17_25-05-17_PE2006	1_10	0	18	52.2758
0006_17_25-05-17_PE2006	1_10	0	20	3.0669
0006_17_25-05-17_PE2006	1_10	0	22	8.71883
0006_17_25-05-17_PE2006	1_10	0	24	0
0006_17_25-05-17_PE2006	1_10	0	26	58.7766
0006_17_25-05-17_PE2006	1_10	0	28	0.213662
0006_17_25-05-17_PE2006	1_10	0	30	0
0006_17_25-05-17_PE2006	1_10	0	32	30.9677
0006_17_25-05-17_PE2006	1_10	0	34	116.389
0006_17_25-05-17_PE2006	1_10	0	36	68.383
0006_17_25-05-17_PE2006	1_10	0	38	13.2633
0006_17_25-05-17_PE2006	1_10	0	40	110.414
0006_17_25-05-17_PE2006	1_11	0	2	113.435
0006_17_25-05-17_PE2006	1_11	0	4	29.0461
0006_17_25-05-17_PE2006	1_11	0	6	123.298
0006_17_25-05-17_PE2006	1_11	0	8	34.2598
0006_17_25-05-17_PE2006	1_11	0	10	84.7421
0006_17_25-05-17_PE2006	1_11	0	12	17.0294
0006_17_25-05-17_PE2006	1_11	0	14	0.472769
0006_17_25-05-17_PE2006	1_11	0	16	153.795
0006_17_25-05-17_PE2006	1_11	0	18	16.7554
0006_17_25-05-17_PE2006	1_11	0	20	0
0006_17_25-05-17_PE2006	1_11	0	22	9.64716
0006_17_25-05-17_PE2006	1_11	0	24	125.021
0006_17_25-05-17_PE2006	1_11	0	26	56.2364
0006_17_25-05-17_PE2006	1_11	0	28	86.4552
0006_17_25-05-17_PE2006	1_11	0	30	23.1702
0006_17_25-05-17_PE2006	1_11	0	32	36.8395
0006_17_25-05-17_PE2006	1_11	0	34	65.4267
0006_17_25-05-17_PE2006	1_11	0	36	0
0006_17_25-05-17_PE2006	1_11	0	38	82.8208
0006_17_25-05-17_PE2006	1_11	0	40	82.9379
0006_17_25-05-17_PE2006	1_12	0	2	181.228
0006_17_25-05-17_PE2006	1_12	0	4	257.812
0006_17_25-05-17_PE2006	1_12	0	6	148.024
0006_17_25-05-17_PE2006	1_12	0	8	200.469
0006_17_25-05-17_PE2006	1_12	0	10	218.447
0006_17_25-05-17_PE2006	1_12	0	12	182.151
0006_17_25-05-17_PE2006	1_12	0	14	114.816
0006_17_25-05-17_PE2006	1_12	0	16	207.654
0006_17_25-05-17_PE2006	1_12	0	18	202.944
0006_17_25-05-17_PE2006	1_12	0	20	365.696
0006_17_25-05-17_PE2006	1_12	0	22	376.257
0006_17_25-05-17_PE2006	1_12	0	24	501.156
0006_17_25-05-17_PE2006	1_12	0	26	305.618
0006_17_25-05-17_PE2006	1_12	0	28	216.306
0006_17_25-05-17_PE2006	1_12	0	30	165.54
0006_17_25-05-17_PE2006	1_12	0	32	199.419
0006_17_25-05-17_PE2006	1_12	0	34	250.915
0006_17_25-05-17_PE2006	1_12	0	36	250.208
0006_17_25-05-17_PE2006	1_12	0	38	318.107
0006_17_25-05-17_PE2006	1_12	0	40	248.933
0006_17_25-05-17_PE2006	2_1	1	2	42.453
0006_17_25-05-17_PE2006	2_1	1	4	25.845
0006_17_25-05-17_PE2006	2_1	1	6	8.00545
0006_17_25-05-17_PE2006	2_1	1	8	40.03
0006_17_25-05-17_PE2006	2_1	1	10	87.4731
0006_17_25-05-17_PE2006	2_1	1	12	299.881
0006_17_25-05-17_PE2006	2_1	1	14	290.395
0006_17_25-05-17_PE2006	2_1	1	16	319.119
0006_17_25-05-17_PE2006	2_1	1	18	256.951
0006_17_25-05-17_PE2006	2_1	1	20	229.919
0006_17_25-05-17_PE2006	2_1	1	22	41.9496
0006_17_25-05-17_PE2006	2_1	1	24	12.7033
0006_17_25-05-17_PE2006	2_1	1	26	21.3232
0006_17_25-05-17_PE2006	2_1	1	28	13.238
0006_17_25-05-17_PE2006	2_1	1	30	17.591
0006_17_25-05-17_PE2006	2_1	1	32	269.876
0006_17_25-05-17_PE2006	2_1	1	34	232.636
0006_17_25-05-17_PE2006	2_1	1	36	232.006
0006_17_25-05-17_PE2006	2_1	1	38	227.381
0006_17_25-05-17_PE2006	2_1	1	40	172.967
0006_17_25-05-17_PE2006	2_2	1	2	135.802
0006_17_25-05-17_PE2006	2_2	1	4	116.313
0006_17_25-05-17_PE2006	2_2	1	6	90.3635
0006_17_25-05-17_PE2006	2_2	1	8	124.846
0006_17_25-05-17_PE2006	2_2	1	10	152.804
0006_17_25-05-17_PE2006	2_2	1	12	204.222
0006_17_25-05-17_PE2006	2_2	1	14	243.907
0006_17_25-05-17_PE2006	2_2	1	16	285.487
0006_17_25-05-17_PE2006	2_2	1	18	132.588
0006_17_25-05-17_PE2006	2_2	1	20	185.614
0006_17_25-05-17_PE2006	2_2	1	22	45.0029
0006_17_25-05-17_PE2006	2_2	1	24	10.8387
0006_17_25-05-17_PE2006	2_2	1	26	45.7833
0006_17_25-05-17_PE2006	2_2	1	28	41.3272
0006_17_25-05-17_PE2006	2_2	1	30	87.3021
0006_17_25-05-17_PE2006	2_2	1	32	219.6
0006_17_25-05-17_PE2006	2_2	1	34	184.231
0006_17_25-05-17_PE2006	2_2	1	36	198.139
0006_17_25-05-17_PE2006	2_2	1	38	213.057
0006_17_25-05-17_PE2006	2_2	1	40	190.309
0006_17_25-05-17_PE2006	2_3	0	2	69.637
0006_17_25-05-17_PE2006	2_3	0	4	101.541
0006_17_25-05-17_PE2006	2_3	0	6	161.465
0006_17_25-05-17_PE2006	2_3	0	8	190.254
0006_17_25-05-17_PE2006	2_3	0	10	183.287
0006_17_25-05-17_PE2006	2_3	0	12	304.492
0006_17_25-05-17_PE2006	2_3	0	14	254.887
0006_17_25-05-17_PE2006	2_3	0	16	198.583
0006_17_25-05-17_PE2006	2_3	0	18	86.9043
0006_17_25-05-17_PE2006	2_3	0	20	152.758
0006_17_25-05-17_PE2006	2_3	0	22	39.6537
0006_17_25-05-17_PE2006	2_3	0	24	20.3802
0006_17_25-05-17_PE2006	2_3	0	26	15.3137
0006_17_25-05-17_PE2006	2_3	0	28	56.9551
0006_17_25-05-17_PE2006	2_3	0	30	109.214
0006_17_25-05-17_PE2006	2_3	0	32	229.327
0006_17_25-05-17_PE2006	2_3	0	34	226.678
0006_17_25-05-17_PE2006	2_3	0	36	239.06
0006_17_25-05-17_PE2006	2_3	0	38	212.248
0006_17_25-05-17_PE2006	2_3	0	40	190.622
0006_17_25-05-17_PE2006	2_4	0	2	28.0222
0006_17_25-05-17_PE2006	2_4	0	4	0.493396
0006_17_25-05-17_PE2006	2_4	0	6	1.34422
0006_17_25-05-17_PE2006	2_4	0	8	8.95363
0006_17_25-05-17_PE2006	2_4	0	10	28.8677
0006_17_25-05-17_PE2006	2_4	0	12	172.404
0006_17_25-05-17_PE2006	2_4	0	14	249.697
0006_17_25-05-17_PE2006	2_4	0	16	245.902
0006_17_25-05-17_PE2006	2_4	0	18	187.82
0006_17_25-05-17_PE2006	2_4	0	20	187.772
0006_17_25-05-17_PE2006	2_4	0	22	60.0592
0006_17_25-05-17_PE2006	2_4	0	24	0
0006_17_25-05-17_PE2006	2_4	0	26	0
0006_17_25-05-17_PE2006	2_4	0	28	32.9946
0006_17_25-05-17_PE2006	2_4	0	30	1.71337
0006_17_25-05-17_PE2006	2_4	0	32	271.803
0006_17_25-05-17_PE2006	2_4	0	34	287.184
0006_17_25-05-17_PE2006	2_4	0	36	248.436
0006_17_25-05-17_PE2006	2_4	0	38	195.1
0006_17_25-05-17_PE2006	2_4	0	40	166.462
0006_17_25-05-17_PE2006	2_5	0	2	24.042
0006_17_25-05-17_PE2006	2_5	0	4	0
0006_17_25-05-17_PE2006	2_5	0	6	0
0006_17_25-05-17_PE2006	2_5	0	8	0
0006_17_25-05-17_PE2006	2_5	0	10	0
0006_17_25-05-17_PE2006	2_5	0	12	265.279
0006_17_25-05-17_PE2006	2_5	0	14	349.139
0006_17_25-05-17_PE2006	2_5	0	16	405.899
0006_17_25-05-17_PE2006	2_5	0	18	223.848
0006_17_25-05-17_PE2006	2_5	0	20	29.8908
0006_17_25-05-17_PE2006	2_5	0	22	13.3911
0006_17_25-05-17_PE2006	2_5	0	24	9.11234
0006_17_25-05-17_PE2006	2_5	0	26	0
0006_17_25-05-17_PE2006	2_5	0	28	0
0006_17_25-05-17_PE2006	2_5	0	30	0
0006_17_25-05-17_PE2006	2_5	0	32	91.6353
0006_17_25-05-17_PE2006	2_5	0	34	114.37
0006_17_25-05-17_PE2006	2_5	0	36	67.5681
0006_17_25-05-17_PE2006	2_5	0	38	138.928
0006_17_25-05-17_PE2006	2_5	0	40	237.523
0006_17_25-05-17_PE2006	2_6	0	2	63.1472
0006_17_25-05-17_PE2006	2_6	0	4	65.1286
0006_17_25-05-17_PE2006	2_6	0	6	137.806
0006_17_25-05-17_PE2006	2_6	0	8	155.029
0006_17_25-05-17_PE2006	2_6	0	10	127.697
0006_17_25-05-17_PE2006	2_6	0	12	285.356
0006_17_25-05-17_PE2006	2_6	0	14	185.635
0006_17_25-05-17_PE2006	2_6	0	16	159.741
0006_17_25-05-17_PE2006	2_6	0	18	142.984
0006_17_25-05-17_PE2006	2_6	0	20	93.0864
0006_17_25-05-17_PE2006	2_6	0	22	86.887200000000007
0006_17_25-05-17_PE2006	2_6	0	24	41.9584
0006_17_25-05-17_PE2006	2_6	0	26	43.4925
0006_17_25-05-17_PE2006	2_6	0	28	36.2929
0006_17_25-05-17_PE2006	2_6	0	30	50.8978
0006_17_25-05-17_PE2006	2_6	0	32	176.169
0006_17_25-05-17_PE2006	2_6	0	34	129.993
0006_17_25-05-17_PE2006	2_6	0	36	110.049
0006_17_25-05-17_PE2006	2_6	0	38	86.0444
0006_17_25-05-17_PE2006	2_6	0	40	85.8637
0006_17_25-05-17_PE2006	2_7	0	2	106.732
0006_17_25-05-17_PE2006	2_7	0	4	65.9553
0006_17_25-05-17_PE2006	2_7	0	6	67.6772
0006_17_25-05-17_PE2006	2_7	0	8	39.4364
0006_17_25-05-17_PE2006	2_7	0	10	55.9126
0006_17_25-05-17_PE2006	2_7	0	12	281.778
0006_17_25-05-17_PE2006	2_7	0	14	219.429
0006_17_25-05-17_PE2006	2_7	0	16	109.201
0006_17_25-05-17_PE2006	2_7	0	18	126.288
0006_17_25-05-17_PE2006	2_7	0	20	119.652
0006_17_25-05-17_PE2006	2_7	0	22	27.563
0006_17_25-05-17_PE2006	2_7	0	24	30.1177
0006_17_25-05-17_PE2006	2_7	0	26	48.4182
0006_17_25-05-17_PE2006	2_7	0	28	56.6739
0006_17_25-05-17_PE2006	2_7	0	30	116.386
0006_17_25-05-17_PE2006	2_7	0	32	267.265
0006_17_25-05-17_PE2006	2_7	0	34	204.317
0006_17_25-05-17_PE2006	2_7	0	36	203.724
0006_17_25-05-17_PE2006	2_7	0	38	156.94
0006_17_25-05-17_PE2006	2_7	0	40	148.378
0006_17_25-05-17_PE2006	2_8	0	2	25.9048
0006_17_25-05-17_PE2006	2_8	0	4	44.8239
0006_17_25-05-17_PE2006	2_8	0	6	62.0424
0006_17_25-05-17_PE2006	2_8	0	8	106.333
0006_17_25-05-17_PE2006	2_8	0	10	45.7136
0006_17_25-05-17_PE2006	2_8	0	12	271.304
0006_17_25-05-17_PE2006	2_8	0	14	311.346
0006_17_25-05-17_PE2006	2_8	0	16	283.55
0006_17_25-05-17_PE2006	2_8	0	18	203.281
0006_17_25-05-17_PE2006	2_8	0	20	202.399
0006_17_25-05-17_PE2006	2_8	0	22	22.0961
0006_17_25-05-17_PE2006	2_8	0	24	26.9578
0006_17_25-05-17_PE2006	2_8	0	26	55.9851
0006_17_25-05-17_PE2006	2_8	0	28	58.9692
0006_17_25-05-17_PE2006	2_8	0	30	108.056
0006_17_25-05-17_PE2006	2_8	0	32	202.994
0006_17_25-05-17_PE2006	2_8	0	34	247.64
0006_17_25-05-17_PE2006	2_8	0	36	209.252
0006_17_25-05-17_PE2006	2_8	0	38	242.964
0006_17_25-05-17_PE2006	2_8	0	40	67.8011
0006_17_25-05-17_PE2006	2_9	0	2	0.500689
0006_17_25-05-17_PE2006	2_9	0	4	0
0006_17_25-05-17_PE2006	2_9	0	6	68.5136
0006_17_25-05-17_PE2006	2_9	0	8	95.5336
0006_17_25-05-17_PE2006	2_9	0	10	107.922
0006_17_25-05-17_PE2006	2_9	0	12	135.841
0006_17_25-05-17_PE2006	2_9	0	14	235.202
0006_17_25-05-17_PE2006	2_9	0	16	119.365
0006_17_25-05-17_PE2006	2_9	0	18	12.575
0006_17_25-05-17_PE2006	2_9	0	20	10.3203
0006_17_25-05-17_PE2006	2_9	0	22	3.3373
0006_17_25-05-17_PE2006	2_9	0	24	6.77643
0006_17_25-05-17_PE2006	2_9	0	26	1.24417
0006_17_25-05-17_PE2006	2_9	0	28	1.48387
0006_17_25-05-17_PE2006	2_9	0	30	1.33361
0006_17_25-05-17_PE2006	2_9	0	32	68.6456
0006_17_25-05-17_PE2006	2_9	0	34	10.4861
0006_17_25-05-17_PE2006	2_9	0	36	4.16661
0006_17_25-05-17_PE2006	2_9	0	38	13.5071
0006_17_25-05-17_PE2006	2_9	0	40	62.7701
0006_17_25-05-17_PE2006	2_10	0	2	24.1829
0006_17_25-05-17_PE2006	2_10	0	4	34.7729
0006_17_25-05-17_PE2006	2_10	0	6	21.558
0006_17_25-05-17_PE2006	2_10	0	8	6.59854
0006_17_25-05-17_PE2006	2_10	0	10	43.3865
0006_17_25-05-17_PE2006	2_10	0	12	48.5091
0006_17_25-05-17_PE2006	2_10	0	14	64.6382
0006_17_25-05-17_PE2006	2_10	0	16	47.5023
0006_17_25-05-17_PE2006	2_10	0	18	24.5306
0006_17_25-05-17_PE2006	2_10	0	20	33.7529
0006_17_25-05-17_PE2006	2_10	0	22	2.90841
0006_17_25-05-17_PE2006	2_10	0	24	8.05073
0006_17_25-05-17_PE2006	2_10	0	26	9.84893
0006_17_25-05-17_PE2006	2_10	0	28	148.247
0006_17_25-05-17_PE2006	2_10	0	30	7.45968
0006_17_25-05-17_PE2006	2_10	0	32	41.5334
0006_17_25-05-17_PE2006	2_10	0	34	173.905
0006_17_25-05-17_PE2006	2_10	0	36	14.1302
0006_17_25-05-17_PE2006	2_10	0	38	26.2848
0006_17_25-05-17_PE2006	2_10	0	40	8.69338
0006_17_25-05-17_PE2006	2_11	0	2	248.36
0006_17_25-05-17_PE2006	2_11	0	4	195.628
0006_17_25-05-17_PE2006	2_11	0	6	67.0235
0006_17_25-05-17_PE2006	2_11	0	8	22.0366
0006_17_25-05-17_PE2006	2_11	0	10	24.4389
0006_17_25-05-17_PE2006	2_11	0	12	15.0175
0006_17_25-05-17_PE2006	2_11	0	14	1.56476
0006_17_25-05-17_PE2006	2_11	0	16	5.68433
0006_17_25-05-17_PE2006	2_11	0	18	92.6998
0006_17_25-05-17_PE2006	2_11	0	20	51.9675
0006_17_25-05-17_PE2006	2_11	0	22	111.294
0006_17_25-05-17_PE2006	2_11	0	24	108.87
0006_17_25-05-17_PE2006	2_11	0	26	155.97
0006_17_25-05-17_PE2006	2_11	0	28	198.431
0006_17_25-05-17_PE2006	2_11	0	30	114.54
0006_17_25-05-17_PE2006	2_11	0	32	137.337
0006_17_25-05-17_PE2006	2_11	0	34	39.517
0006_17_25-05-17_PE2006	2_11	0	36	39.9757
0006_17_25-05-17_PE2006	2_11	0	38	0
0006_17_25-05-17_PE2006	2_11	0	40	51.2737
0006_17_25-05-17_PE2006	2_12	0	2	26.1643
0006_17_25-05-17_PE2006	2_12	0	4	101.291
0006_17_25-05-17_PE2006	2_12	0	6	96.4653
0006_17_25-05-17_PE2006	2_12	0	8	43.8765
0006_17_25-05-17_PE2006	2_12	0	10	87.3136
0006_17_25-05-17_PE2006	2_12	0	12	167.451
0006_17_25-05-17_PE2006	2_12	0	14	41.0789
0006_17_25-05-17_PE2006	2_12	0	16	83.1434
0006_17_25-05-17_PE2006	2_12	0	18	239.976
0006_17_25-05-17_PE2006	2_12	0	20	23.5128
0006_17_25-05-17_PE2006	2_12	0	22	102.431
0006_17_25-05-17_PE2006	2_12	0	24	11.8007
0006_17_25-05-17_PE2006	2_12	0	26	117.413
0006_17_25-05-17_PE2006	2_12	0	28	92.9488
0006_17_25-05-17_PE2006	2_12	0	30	86.3746
0006_17_25-05-17_PE2006	2_12	0	32	82.4389
0006_17_25-05-17_PE2006	2_12	0	34	70.3746
0006_17_25-05-17_PE2006	2_12	0	36	99.9486
0006_17_25-05-17_PE2006	2_12	0	38	27.6964
0006_17_25-05-17_PE2006	2_12	0	40	63.5998
0006_17_25-05-17_PE2006	3_1	1	2	142.758
0006_17_25-05-17_PE2006	3_1	1	4	130.782
0006_17_25-05-17_PE2006	3_1	1	6	105.153
0006_17_25-05-17_PE2006	3_1	1	8	127.87
0006_17_25-05-17_PE2006	3_1	1	10	67.3169
0006_17_25-05-17_PE2006	3_1	1	12	231.899
0006_17_25-05-17_PE2006	3_1	1	14	278.462
0006_17_25-05-17_PE2006	3_1	1	16	219.334
0006_17_25-05-17_PE2006	3_1	1	18	177.079
0006_17_25-05-17_PE2006	3_1	1	20	138.533
0006_17_25-05-17_PE2006	3_1	1	22	23.2739
0006_17_25-05-17_PE2006	3_1	1	24	67.2928
