plate_id	embryo_id	is_VC	time_end	value
0006_17_25-05-17_PE2006	3_1	1	26	105.902
0006_17_25-05-17_PE2006	3_1	1	28	122.266
0006_17_25-05-17_PE2006	3_1	1	30	116.888
0006_17_25-05-17_PE2006	3_1	1	32	240.161
0006_17_25-05-17_PE2006	3_1	1	34	242.092
0006_17_25-05-17_PE2006	3_1	1	36	214.285
0006_17_25-05-17_PE2006	3_1	1	38	182.603
0006_17_25-05-17_PE2006	3_1	1	40	150.734
0006_17_25-05-17_PE2006	3_2	1	2	289.365
0006_17_25-05-17_PE2006	3_2	1	4	240.493
0006_17_25-05-17_PE2006	3_2	1	6	227.641
0006_17_25-05-17_PE2006	3_2	1	8	266.699
0006_17_25-05-17_PE2006	3_2	1	10	214.01
0006_17_25-05-17_PE2006	3_2	1	12	351.349
0006_17_25-05-17_PE2006	3_2	1	14	357.879
0006_17_25-05-17_PE2006	3_2	1	16	365.978
0006_17_25-05-17_PE2006	3_2	1	18	330.488
0006_17_25-05-17_PE2006	3_2	1	20	211.613
0006_17_25-05-17_PE2006	3_2	1	22	152.322
0006_17_25-05-17_PE2006	3_2	1	24	239.876
0006_17_25-05-17_PE2006	3_2	1	26	209.527
0006_17_25-05-17_PE2006	3_2	1	28	203.746
0006_17_25-05-17_PE2006	3_2	1	30	219.21
0006_17_25-05-17_PE2006	3_2	1	32	292.459
0006_17_25-05-17_PE2006	3_2	1	34	295.249
0006_17_25-05-17_PE2006	3_2	1	36	307.64
0006_17_25-05-17_PE2006	3_2	1	38	260.761
0006_17_25-05-17_PE2006	3_2	1	40	234.941
0006_17_25-05-17_PE2006	3_3	0	2	167.973
0006_17_25-05-17_PE2006	3_3	0	4	242.983
0006_17_25-05-17_PE2006	3_3	0	6	264.804
0006_17_25-05-17_PE2006	3_3	0	8	243.259
0006_17_25-05-17_PE2006	3_3	0	10	240.175
0006_17_25-05-17_PE2006	3_3	0	12	485.202
0006_17_25-05-17_PE2006	3_3	0	14	440.868
0006_17_25-05-17_PE2006	3_3	0	16	421.119
0006_17_25-05-17_PE2006	3_3	0	18	357.658
0006_17_25-05-17_PE2006	3_3	0	20	368.969
0006_17_25-05-17_PE2006	3_3	0	22	142.072
0006_17_25-05-17_PE2006	3_3	0	24	99.5941
0006_17_25-05-17_PE2006	3_3	0	26	158.751
0006_17_25-05-17_PE2006	3_3	0	28	178.261
0006_17_25-05-17_PE2006	3_3	0	30	210.026
0006_17_25-05-17_PE2006	3_3	0	32	439.65
0006_17_25-05-17_PE2006	3_3	0	34	377.495
0006_17_25-05-17_PE2006	3_3	0	36	437.123
0006_17_25-05-17_PE2006	3_3	0	38	356.401
0006_17_25-05-17_PE2006	3_3	0	40	351.976
0006_17_25-05-17_PE2006	3_4	0	2	90.7957
0006_17_25-05-17_PE2006	3_4	0	4	159.26
0006_17_25-05-17_PE2006	3_4	0	6	187.508
0006_17_25-05-17_PE2006	3_4	0	8	227.628
0006_17_25-05-17_PE2006	3_4	0	10	253.572
0006_17_25-05-17_PE2006	3_4	0	12	289.655
0006_17_25-05-17_PE2006	3_4	0	14	261.167
0006_17_25-05-17_PE2006	3_4	0	16	296.899
0006_17_25-05-17_PE2006	3_4	0	18	216.497
0006_17_25-05-17_PE2006	3_4	0	20	219.457
0006_17_25-05-17_PE2006	3_4	0	22	70.2325
0006_17_25-05-17_PE2006	3_4	0	24	107.802
0006_17_25-05-17_PE2006	3_4	0	26	93.7283
0006_17_25-05-17_PE2006	3_4	0	28	145.215
0006_17_25-05-17_PE2006	3_4	0	30	137.869
0006_17_25-05-17_PE2006	3_4	0	32	358.485
0006_17_25-05-17_PE2006	3_4	0	34	322.161
0006_17_25-05-17_PE2006	3_4	0	36	287.055
0006_17_25-05-17_PE2006	3_4	0	38	291.855
0006_17_25-05-17_PE2006	3_4	0	40	247.854
0006_17_25-05-17_PE2006	3_5	0	2	59.8364
0006_17_25-05-17_PE2006	3_5	0	4	7.40629
0006_17_25-05-17_PE2006	3_5	0	6	0.882965
0006_17_25-05-17_PE2006	3_5	0	8	21.6067
0006_17_25-05-17_PE2006	3_5	0	10	30.9169
0006_17_25-05-17_PE2006	3_5	0	12	255.407
0006_17_25-05-17_PE2006	3_5	0	14	206.005
0006_17_25-05-17_PE2006	3_5	0	16	199.062
0006_17_25-05-17_PE2006	3_5	0	18	119.454
0006_17_25-05-17_PE2006	3_5	0	20	78.3767
0006_17_25-05-17_PE2006	3_5	0	22	3.10399
0006_17_25-05-17_PE2006	3_5	0	24	0
0006_17_25-05-17_PE2006	3_5	0	26	0
0006_17_25-05-17_PE2006	3_5	0	28	0
0006_17_25-05-17_PE2006	3_5	0	30	0
0006_17_25-05-17_PE2006	3_5	0	32	250.774
0006_17_25-05-17_PE2006	3_5	0	34	173.076
0006_17_25-05-17_PE2006	3_5	0	36	46.3822
0006_17_25-05-17_PE2006	3_5	0	38	81.483
0006_17_25-05-17_PE2006	3_5	0	40	56.0986
0006_17_25-05-17_PE2006	3_6	0	2	134.7
0006_17_25-05-17_PE2006	3_6	0	4	74.7647
0006_17_25-05-17_PE2006	3_6	0	6	22.0335
0006_17_25-05-17_PE2006	3_6	0	8	34.8468
0006_17_25-05-17_PE2006	3_6	0	10	136.24
0006_17_25-05-17_PE2006	3_6	0	12	219.906
0006_17_25-05-17_PE2006	3_6	0	14	233.764
0006_17_25-05-17_PE2006	3_6	0	16	192.693
0006_17_25-05-17_PE2006	3_6	0	18	117.991
0006_17_25-05-17_PE2006	3_6	0	20	90.2026
0006_17_25-05-17_PE2006	3_6	0	22	33.1562
0006_17_25-05-17_PE2006	3_6	0	24	103.865
0006_17_25-05-17_PE2006	3_6	0	26	113.722
0006_17_25-05-17_PE2006	3_6	0	28	149.862
0006_17_25-05-17_PE2006	3_6	0	30	56.889
0006_17_25-05-17_PE2006	3_6	0	32	97.789
0006_17_25-05-17_PE2006	3_6	0	34	205.96
0006_17_25-05-17_PE2006	3_6	0	36	150.11
0006_17_25-05-17_PE2006	3_6	0	38	92.3103
0006_17_25-05-17_PE2006	3_6	0	40	17.3957
0006_17_25-05-17_PE2006	3_7	0	2	55.6802
0006_17_25-05-17_PE2006	3_7	0	4	109.521
0006_17_25-05-17_PE2006	3_7	0	6	56.6336
0006_17_25-05-17_PE2006	3_7	0	8	27.0993
0006_17_25-05-17_PE2006	3_7	0	10	45.927
0006_17_25-05-17_PE2006	3_7	0	12	53.7229
0006_17_25-05-17_PE2006	3_7	0	14	35.6912
0006_17_25-05-17_PE2006	3_7	0	16	77.2489
0006_17_25-05-17_PE2006	3_7	0	18	36.0453
0006_17_25-05-17_PE2006	3_7	0	20	60.9555
0006_17_25-05-17_PE2006	3_7	0	22	3.27637
0006_17_25-05-17_PE2006	3_7	0	24	1.64505
0006_17_25-05-17_PE2006	3_7	0	26	1.95976
0006_17_25-05-17_PE2006	3_7	0	28	15.2385
0006_17_25-05-17_PE2006	3_7	0	30	25.5725
0006_17_25-05-17_PE2006	3_7	0	32	47.426
0006_17_25-05-17_PE2006	3_7	0	34	13.0688
0006_17_25-05-17_PE2006	3_7	0	36	2.01054
0006_17_25-05-17_PE2006	3_7	0	38	0
0006_17_25-05-17_PE2006	3_7	0	40	16.4785
0006_17_25-05-17_PE2006	3_8	0	2	67.3314
0006_17_25-05-17_PE2006	3_8	0	4	83.1708
0006_17_25-05-17_PE2006	3_8	0	6	1.01998
0006_17_25-05-17_PE2006	3_8	0	8	82.8963
0006_17_25-05-17_PE2006	3_8	0	10	53.7493
0006_17_25-05-17_PE2006	3_8	0	12	74.9366
0006_17_25-05-17_PE2006	3_8	0	14	131.46
0006_17_25-05-17_PE2006	3_8	0	16	112.889
0006_17_25-05-17_PE2006	3_8	0	18	10.182
0006_17_25-05-17_PE2006	3_8	0	20	2.16709
0006_17_25-05-17_PE2006	3_8	0	22	104.25
0006_17_25-05-17_PE2006	3_8	0	24	6.04156
0006_17_25-05-17_PE2006	3_8	0	26	140.858
0006_17_25-05-17_PE2006	3_8	0	28	12.052
0006_17_25-05-17_PE2006	3_8	0	30	50.4527
0006_17_25-05-17_PE2006	3_8	0	32	43.3544
0006_17_25-05-17_PE2006	3_8	0	34	10.2207
0006_17_25-05-17_PE2006	3_8	0	36	32.1198
0006_17_25-05-17_PE2006	3_8	0	38	34.1782
0006_17_25-05-17_PE2006	3_8	0	40	48.4491
0006_17_25-05-17_PE2006	3_9	0	2	228.872
0006_17_25-05-17_PE2006	3_9	0	4	75.4137
0006_17_25-05-17_PE2006	3_9	0	6	10.9142
0006_17_25-05-17_PE2006	3_9	0	8	98.1994
0006_17_25-05-17_PE2006	3_9	0	10	125.918
0006_17_25-05-17_PE2006	3_9	0	12	358.421
0006_17_25-05-17_PE2006	3_9	0	14	300.488
0006_17_25-05-17_PE2006	3_9	0	16	135.023
0006_17_25-05-17_PE2006	3_9	0	18	183.66
0006_17_25-05-17_PE2006	3_9	0	20	104.838
0006_17_25-05-17_PE2006	3_9	0	22	60.9325
0006_17_25-05-17_PE2006	3_9	0	24	20.4106
0006_17_25-05-17_PE2006	3_9	0	26	77.2229
0006_17_25-05-17_PE2006	3_9	0	28	93.1237
0006_17_25-05-17_PE2006	3_9	0	30	128.174
0006_17_25-05-17_PE2006	3_9	0	32	343.467
0006_17_25-05-17_PE2006	3_9	0	34	292.735
0006_17_25-05-17_PE2006	3_9	0	36	290.125
0006_17_25-05-17_PE2006	3_9	0	38	310.961
0006_17_25-05-17_PE2006	3_9	0	40	113.789
0006_17_25-05-17_PE2006	3_10	0	2	313.406
0006_17_25-05-17_PE2006	3_10	0	4	284.983
0006_17_25-05-17_PE2006	3_10	0	6	251.237
0006_17_25-05-17_PE2006	3_10	0	8	144.549
0006_17_25-05-17_PE2006	3_10	0	10	295.874
0006_17_25-05-17_PE2006	3_10	0	12	202.61
0006_17_25-05-17_PE2006	3_10	0	14	162.52
0006_17_25-05-17_PE2006	3_10	0	16	95.5824
0006_17_25-05-17_PE2006	3_10	0	18	152.035
0006_17_25-05-17_PE2006	3_10	0	20	104.553
0006_17_25-05-17_PE2006	3_10	0	22	289.067
0006_17_25-05-17_PE2006	3_10	0	24	258.619
0006_17_25-05-17_PE2006	3_10	0	26	200.428
0006_17_25-05-17_PE2006	3_10	0	28	148.567
0006_17_25-05-17_PE2006	3_10	0	30	333.279
0006_17_25-05-17_PE2006	3_10	0	32	340.371
0006_17_25-05-17_PE2006	3_10	0	34	378.203
0006_17_25-05-17_PE2006	3_10	0	36	348.741
0006_17_25-05-17_PE2006	3_10	0	38	222.809
0006_17_25-05-17_PE2006	3_10	0	40	247.911
0006_17_25-05-17_PE2006	3_11	0	2	526.426
0006_17_25-05-17_PE2006	3_11	0	4	410.39
0006_17_25-05-17_PE2006	3_11	0	6	314.073
0006_17_25-05-17_PE2006	3_11	0	8	396.225
0006_17_25-05-17_PE2006	3_11	0	10	380.491
0006_17_25-05-17_PE2006	3_11	0	12	159.413
0006_17_25-05-17_PE2006	3_11	0	14	345.556
0006_17_25-05-17_PE2006	3_11	0	16	336.536
0006_17_25-05-17_PE2006	3_11	0	18	358.412
0006_17_25-05-17_PE2006	3_11	0	20	215.267
0006_17_25-05-17_PE2006	3_11	0	22	232.392
0006_17_25-05-17_PE2006	3_11	0	24	179.159
0006_17_25-05-17_PE2006	3_11	0	26	180.195
0006_17_25-05-17_PE2006	3_11	0	28	88.2345
0006_17_25-05-17_PE2006	3_11	0	30	114.157
0006_17_25-05-17_PE2006	3_11	0	32	271.609
0006_17_25-05-17_PE2006	3_11	0	34	277.694
0006_17_25-05-17_PE2006	3_11	0	36	237.127
0006_17_25-05-17_PE2006	3_11	0	38	362.326
0006_17_25-05-17_PE2006	3_11	0	40	338.392
0006_17_25-05-17_PE2006	3_12	0	2	189.441
0006_17_25-05-17_PE2006	3_12	0	4	36.7526
0006_17_25-05-17_PE2006	3_12	0	6	85.995
0006_17_25-05-17_PE2006	3_12	0	8	110.932
0006_17_25-05-17_PE2006	3_12	0	10	4.08899
0006_17_25-05-17_PE2006	3_12	0	12	184.845
0006_17_25-05-17_PE2006	3_12	0	14	90.4461
0006_17_25-05-17_PE2006	3_12	0	16	91.8933
0006_17_25-05-17_PE2006	3_12	0	18	66.6238
0006_17_25-05-17_PE2006	3_12	0	20	2.76182
0006_17_25-05-17_PE2006	3_12	0	22	116.67
0006_17_25-05-17_PE2006	3_12	0	24	195.43
0006_17_25-05-17_PE2006	3_12	0	26	69.0769
0006_17_25-05-17_PE2006	3_12	0	28	145.796
0006_17_25-05-17_PE2006	3_12	0	30	126.888
0006_17_25-05-17_PE2006	3_12	0	32	94.2677
0006_17_25-05-17_PE2006	3_12	0	34	141.745
0006_17_25-05-17_PE2006	3_12	0	36	105.157
0006_17_25-05-17_PE2006	3_12	0	38	101.947
0006_17_25-05-17_PE2006	3_12	0	40	53.8789
0006_17_25-05-17_PE2006	4_1	1	2	44.3609
0006_17_25-05-17_PE2006	4_1	1	4	4.09482
0006_17_25-05-17_PE2006	4_1	1	6	18.359
0006_17_25-05-17_PE2006	4_1	1	8	131.615
0006_17_25-05-17_PE2006	4_1	1	10	196.214
0006_17_25-05-17_PE2006	4_1	1	12	224.021
0006_17_25-05-17_PE2006	4_1	1	14	207.27
0006_17_25-05-17_PE2006	4_1	1	16	188.926
0006_17_25-05-17_PE2006	4_1	1	18	192.156
0006_17_25-05-17_PE2006	4_1	1	20	191.611
0006_17_25-05-17_PE2006	4_1	1	22	27.6356
0006_17_25-05-17_PE2006	4_1	1	24	134.273
0006_17_25-05-17_PE2006	4_1	1	26	103.869
0006_17_25-05-17_PE2006	4_1	1	28	135.823
0006_17_25-05-17_PE2006	4_1	1	30	165.649
0006_17_25-05-17_PE2006	4_1	1	32	322.98
0006_17_25-05-17_PE2006	4_1	1	34	268.213
0006_17_25-05-17_PE2006	4_1	1	36	238.81
0006_17_25-05-17_PE2006	4_1	1	38	247.506
0006_17_25-05-17_PE2006	4_1	1	40	244.851
0006_17_25-05-17_PE2006	4_2	1	2	63.2838
0006_17_25-05-17_PE2006	4_2	1	4	71.4895
0006_17_25-05-17_PE2006	4_2	1	6	140.046
0006_17_25-05-17_PE2006	4_2	1	8	253.461
0006_17_25-05-17_PE2006	4_2	1	10	372.246
0006_17_25-05-17_PE2006	4_2	1	12	147.413
0006_17_25-05-17_PE2006	4_2	1	14	149.813
0006_17_25-05-17_PE2006	4_2	1	16	120.666
0006_17_25-05-17_PE2006	4_2	1	18	193.412
0006_17_25-05-17_PE2006	4_2	1	20	245.565
0006_17_25-05-17_PE2006	4_2	1	22	65.2971
0006_17_25-05-17_PE2006	4_2	1	24	76.5924
0006_17_25-05-17_PE2006	4_2	1	26	100.478
0006_17_25-05-17_PE2006	4_2	1	28	157.977
0006_17_25-05-17_PE2006	4_2	1	30	172.042
0006_17_25-05-17_PE2006	4_2	1	32	198.194
0006_17_25-05-17_PE2006	4_2	1	34	176.088
0006_17_25-05-17_PE2006	4_2	1	36	153.716
0006_17_25-05-17_PE2006	4_2	1	38	170.112
0006_17_25-05-17_PE2006	4_2	1	40	165.994
0006_17_25-05-17_PE2006	4_3	0	2	92.2426
0006_17_25-05-17_PE2006	4_3	0	4	197.753
0006_17_25-05-17_PE2006	4_3	0	6	169.779
0006_17_25-05-17_PE2006	4_3	0	8	234.649
0006_17_25-05-17_PE2006	4_3	0	10	294.276
0006_17_25-05-17_PE2006	4_3	0	12	286.402
0006_17_25-05-17_PE2006	4_3	0	14	222.838
0006_17_25-05-17_PE2006	4_3	0	16	283.398
0006_17_25-05-17_PE2006	4_3	0	18	190.214
0006_17_25-05-17_PE2006	4_3	0	20	215.953
0006_17_25-05-17_PE2006	4_3	0	22	49.8752
0006_17_25-05-17_PE2006	4_3	0	24	111.911
0006_17_25-05-17_PE2006	4_3	0	26	194.966
0006_17_25-05-17_PE2006	4_3	0	28	161.18
0006_17_25-05-17_PE2006	4_3	0	30	127.663
0006_17_25-05-17_PE2006	4_3	0	32	300.495
0006_17_25-05-17_PE2006	4_3	0	34	255.906
0006_17_25-05-17_PE2006	4_3	0	36	194.589
0006_17_25-05-17_PE2006	4_3	0	38	165.808
0006_17_25-05-17_PE2006	4_3	0	40	45.756
0006_17_25-05-17_PE2006	4_5	0	2	30.9791
0006_17_25-05-17_PE2006	4_5	0	4	33.954
0006_17_25-05-17_PE2006	4_5	0	6	83.7346
0006_17_25-05-17_PE2006	4_5	0	8	152.107
0006_17_25-05-17_PE2006	4_5	0	10	122.363
0006_17_25-05-17_PE2006	4_5	0	12	197.897
0006_17_25-05-17_PE2006	4_5	0	14	163.695
0006_17_25-05-17_PE2006	4_5	0	16	88.6983
0006_17_25-05-17_PE2006	4_5	0	18	32.6503
0006_17_25-05-17_PE2006	4_5	0	20	30.6676
0006_17_25-05-17_PE2006	4_5	0	22	11.6697
0006_17_25-05-17_PE2006	4_5	0	24	20.2015
0006_17_25-05-17_PE2006	4_5	0	26	81.5599
0006_17_25-05-17_PE2006	4_5	0	28	213.784
0006_17_25-05-17_PE2006	4_5	0	30	204.632
0006_17_25-05-17_PE2006	4_5	0	32	239.445
0006_17_25-05-17_PE2006	4_5	0	34	161.126
0006_17_25-05-17_PE2006	4_5	0	36	56.9804
0006_17_25-05-17_PE2006	4_5	0	38	39.24
0006_17_25-05-17_PE2006	4_5	0	40	32.0111
0006_17_25-05-17_PE2006	4_6	0	2	43.8877
0006_17_25-05-17_PE2006	4_6	0	4	33.2122
0006_17_25-05-17_PE2006	4_6	0	6	76.4609
0006_17_25-05-17_PE2006	4_6	0	8	177.239
0006_17_25-05-17_PE2006	4_6	0	10	105.815
0006_17_25-05-17_PE2006	4_6	0	12	197.712
0006_17_25-05-17_PE2006	4_6	0	14	163.621
0006_17_25-05-17_PE2006	4_6	0	16	115.138
0006_17_25-05-17_PE2006	4_6	0	18	69.3989
0006_17_25-05-17_PE2006	4_6	0	20	52.1402
0006_17_25-05-17_PE2006	4_6	0	22	21.1311
0006_17_25-05-17_PE2006	4_6	0	24	25.7159
0006_17_25-05-17_PE2006	4_6	0	26	44.8126
0006_17_25-05-17_PE2006	4_6	0	28	62.7978
0006_17_25-05-17_PE2006	4_6	0	30	93.0555
0006_17_25-05-17_PE2006	4_6	0	32	251.725
0006_17_25-05-17_PE2006	4_6	0	34	202.637
0006_17_25-05-17_PE2006	4_6	0	36	32.9096
0006_17_25-05-17_PE2006	4_6	0	38	132.643
0006_17_25-05-17_PE2006	4_6	0	40	78.111
0006_17_25-05-17_PE2006	4_7	0	2	73.414
0006_17_25-05-17_PE2006	4_7	0	4	79.4898
0006_17_25-05-17_PE2006	4_7	0	6	158.748
0006_17_25-05-17_PE2006	4_7	0	8	117.341
0006_17_25-05-17_PE2006	4_7	0	10	147.979
0006_17_25-05-17_PE2006	4_7	0	12	176.13
0006_17_25-05-17_PE2006	4_7	0	14	164.713
0006_17_25-05-17_PE2006	4_7	0	16	101.383
0006_17_25-05-17_PE2006	4_7	0	18	178.877
0006_17_25-05-17_PE2006	4_7	0	20	135.358
0006_17_25-05-17_PE2006	4_7	0	22	64.9786
0006_17_25-05-17_PE2006	4_7	0	24	98.884
0006_17_25-05-17_PE2006	4_7	0	26	128.758
0006_17_25-05-17_PE2006	4_7	0	28	144.385
0006_17_25-05-17_PE2006	4_7	0	30	153.162
0006_17_25-05-17_PE2006	4_7	0	32	300.031
0006_17_25-05-17_PE2006	4_7	0	34	230.343
0006_17_25-05-17_PE2006	4_7	0	36	192.166
0006_17_25-05-17_PE2006	4_7	0	38	154.781
0006_17_25-05-17_PE2006	4_7	0	40	190.739
0006_17_25-05-17_PE2006	4_8	0	2	58.6467
0006_17_25-05-17_PE2006	4_8	0	4	70.3315
0006_17_25-05-17_PE2006	4_8	0	6	222.124
0006_17_25-05-17_PE2006	4_8	0	8	66.5139
0006_17_25-05-17_PE2006	4_8	0	10	35.9161
0006_17_25-05-17_PE2006	4_8	0	12	66.0156
0006_17_25-05-17_PE2006	4_8	0	14	31.7957
0006_17_25-05-17_PE2006	4_8	0	16	152.383
0006_17_25-05-17_PE2006	4_8	0	18	81.4265
0006_17_25-05-17_PE2006	4_8	0	20	49.1313
0006_17_25-05-17_PE2006	4_8	0	22	46.1003
0006_17_25-05-17_PE2006	4_8	0	24	60.0527
0006_17_25-05-17_PE2006	4_8	0	26	110.37
0006_17_25-05-17_PE2006	4_8	0	28	307.736
0006_17_25-05-17_PE2006	4_8	0	30	94.9613
0006_17_25-05-17_PE2006	4_8	0	32	27.9495
0006_17_25-05-17_PE2006	4_8	0	34	31.815
0006_17_25-05-17_PE2006	4_8	0	36	13.5857
0006_17_25-05-17_PE2006	4_8	0	38	86.68
0006_17_25-05-17_PE2006	4_8	0	40	166.688
0006_17_25-05-17_PE2006	4_9	0	2	4.67154
0006_17_25-05-17_PE2006	4_9	0	4	3.98165
0006_17_25-05-17_PE2006	4_9	0	6	7.70876
0006_17_25-05-17_PE2006	4_9	0	8	3.08245
0006_17_25-05-17_PE2006	4_9	0	10	2.76397
0006_17_25-05-17_PE2006	4_9	0	12	69.6773
0006_17_25-05-17_PE2006	4_9	0	14	0
0006_17_25-05-17_PE2006	4_9	0	16	0
0006_17_25-05-17_PE2006	4_9	0	18	97.8523
0006_17_25-05-17_PE2006	4_9	0	20	70.2703
0006_17_25-05-17_PE2006	4_9	0	22	49.8154
0006_17_25-05-17_PE2006	4_9	0	24	8.12724
0006_17_25-05-17_PE2006	4_9	0	26	1.51578
0006_17_25-05-17_PE2006	4_9	0	28	0.709808
0006_17_25-05-17_PE2006	4_9	0	30	1.59979
0006_17_25-05-17_PE2006	4_9	0	32	74.7998
0006_17_25-05-17_PE2006	4_9	0	34	60.407
0006_17_25-05-17_PE2006	4_9	0	36	106.815
0006_17_25-05-17_PE2006	4_9	0	38	19.7709
0006_17_25-05-17_PE2006	4_9	0	40	47.0012
0006_17_25-05-17_PE2006	4_10	0	2	19.0471
0006_17_25-05-17_PE2006	4_10	0	4	63.8264
0006_17_25-05-17_PE2006	4_10	0	6	61.5677
0006_17_25-05-17_PE2006	4_10	0	8	130.095
0006_17_25-05-17_PE2006	4_10	0	10	184.499
0006_17_25-05-17_PE2006	4_10	0	12	198.926
0006_17_25-05-17_PE2006	4_10	0	14	168.628
0006_17_25-05-17_PE2006	4_10	0	16	173.259
0006_17_25-05-17_PE2006	4_10	0	18	62.8408
0006_17_25-05-17_PE2006	4_10	0	20	139.181
0006_17_25-05-17_PE2006	4_10	0	22	57.6942
0006_17_25-05-17_PE2006	4_10	0	24	106.356
0006_17_25-05-17_PE2006	4_10	0	26	159.485
0006_17_25-05-17_PE2006	4_10	0	28	112.847
0006_17_25-05-17_PE2006	4_10	0	30	123.766
0006_17_25-05-17_PE2006	4_10	0	32	210.424
0006_17_25-05-17_PE2006	4_10	0	34	173.739
0006_17_25-05-17_PE2006	4_10	0	36	123.598
0006_17_25-05-17_PE2006	4_10	0	38	157.648
0006_17_25-05-17_PE2006	4_10	0	40	129.003
0006_17_25-05-17_PE2006	4_11	0	2	538.852
0006_17_25-05-17_PE2006	4_11	0	4	534.091
0006_17_25-05-17_PE2006	4_11	0	6	526.618
0006_17_25-05-17_PE2006	4_11	0	8	507.51
0006_17_25-05-17_PE2006	4_11	0	10	452.725
0006_17_25-05-17_PE2006	4_11	0	12	341.049
0006_17_25-05-17_PE2006	4_11	0	14	296.829
0006_17_25-05-17_PE2006	4_11	0	16	325.754
0006_17_25-05-17_PE2006	4_11	0	18	345.906
0006_17_25-05-17_PE2006	4_11	0	20	334.522
0006_17_25-05-17_PE2006	4_11	0	22	459.597
0006_17_25-05-17_PE2006	4_11	0	24	569.474
0006_17_25-05-17_PE2006	4_11	0	26	452.764
0006_17_25-05-17_PE2006	4_11	0	28	493.784
0006_17_25-05-17_PE2006	4_11	0	30	445.403
0006_17_25-05-17_PE2006	4_11	0	32	489.583
0006_17_25-05-17_PE2006	4_11	0	34	576.063
0006_17_25-05-17_PE2006	4_11	0	36	396.217
0006_17_25-05-17_PE2006	4_11	0	38	332.881
0006_17_25-05-17_PE2006	4_11	0	40	381.597
0006_17_25-05-17_PE2006	4_12	0	2	1.01701
0006_17_25-05-17_PE2006	4_12	0	4	228.847
0006_17_25-05-17_PE2006	4_12	0	6	199.916
0006_17_25-05-17_PE2006	4_12	0	8	146.095
0006_17_25-05-17_PE2006	4_12	0	10	107.621
0006_17_25-05-17_PE2006	4_12	0	12	64.747
0006_17_25-05-17_PE2006	4_12	0	14	42.214
0006_17_25-05-17_PE2006	4_12	0	16	6.91435
0006_17_25-05-17_PE2006	4_12	0	18	12.2157
0006_17_25-05-17_PE2006	4_12	0	20	141.92
0006_17_25-05-17_PE2006	4_12	0	22	310.92
0006_17_25-05-17_PE2006	4_12	0	24	192.947
0006_17_25-05-17_PE2006	4_12	0	26	170.644
0006_17_25-05-17_PE2006	4_12	0	28	0.257992
0006_17_25-05-17_PE2006	4_12	0	30	253.579
0006_17_25-05-17_PE2006	4_12	0	32	139.705
0006_17_25-05-17_PE2006	4_12	0	34	22.1473
0006_17_25-05-17_PE2006	4_12	0	36	87.1394
0006_17_25-05-17_PE2006	4_12	0	38	150.676
0006_17_25-05-17_PE2006	4_12	0	40	19.6547
0006_17_25-05-17_PE2006	5_1	1	2	11.6118
0006_17_25-05-17_PE2006	5_1	1	4	3.11953
0006_17_25-05-17_PE2006	5_1	1	6	1.81113
0006_17_25-05-17_PE2006	5_1	1	8	6.41031
0006_17_25-05-17_PE2006	5_1	1	10	19.4399
0006_17_25-05-17_PE2006	5_1	1	12	218.494
0006_17_25-05-17_PE2006	5_1	1	14	199.681
0006_17_25-05-17_PE2006	5_1	1	16	212.439
0006_17_25-05-17_PE2006	5_1	1	18	175.302
0006_17_25-05-17_PE2006	5_1	1	20	175.461
0006_17_25-05-17_PE2006	5_1	1	22	74.3041
0006_17_25-05-17_PE2006	5_1	1	24	43.7209
0006_17_25-05-17_PE2006	5_1	1	26	72.4124
0006_17_25-05-17_PE2006	5_1	1	28	3.28609
0006_17_25-05-17_PE2006	5_1	1	30	21.5388
0006_17_25-05-17_PE2006	5_1	1	32	212.301
0006_17_25-05-17_PE2006	5_1	1	34	196.89
0006_17_25-05-17_PE2006	5_1	1	36	186.691
0006_17_25-05-17_PE2006	5_1	1	38	172.87
0006_17_25-05-17_PE2006	5_1	1	40	136.121
0006_17_25-05-17_PE2006	5_2	1	2	10.1931
0006_17_25-05-17_PE2006	5_2	1	4	102.825
0006_17_25-05-17_PE2006	5_2	1	6	9.54634
0006_17_25-05-17_PE2006	5_2	1	8	18.3993
0006_17_25-05-17_PE2006	5_2	1	10	17.1884
0006_17_25-05-17_PE2006	5_2	1	12	232.424
0006_17_25-05-17_PE2006	5_2	1	14	231.501
0006_17_25-05-17_PE2006	5_2	1	16	240.406
0006_17_25-05-17_PE2006	5_2	1	18	235.845
0006_17_25-05-17_PE2006	5_2	1	20	217.811
0006_17_25-05-17_PE2006	5_2	1	22	31.9878
0006_17_25-05-17_PE2006	5_2	1	24	19.5894
0006_17_25-05-17_PE2006	5_2	1	26	24.2473
0006_17_25-05-17_PE2006	5_2	1	28	31.2614
0006_17_25-05-17_PE2006	5_2	1	30	0
0006_17_25-05-17_PE2006	5_2	1	32	187.841
0006_17_25-05-17_PE2006	5_2	1	34	245.705
0006_17_25-05-17_PE2006	5_2	1	36	236.683
0006_17_25-05-17_PE2006	5_2	1	38	230.155
0006_17_25-05-17_PE2006	5_2	1	40	223.63
0006_17_25-05-17_PE2006	5_3	0	2	110.569
0006_17_25-05-17_PE2006	5_3	0	4	121.781
0006_17_25-05-17_PE2006	5_3	0	6	168.629
0006_17_25-05-17_PE2006	5_3	0	8	184.616
0006_17_25-05-17_PE2006	5_3	0	10	163.055
0006_17_25-05-17_PE2006	5_3	0	12	385.255
