	DBC_10-4_A	DBC_10-4_B	DBC_10-4_C	DBC_10-3_A	DBC_10-3_B	DBC_10-3_C	DBC_10-2_A	DBC_10-2_B	DBC_10-2_C	DBC_10-1_A	DBC_10-1_B	DBC_10-1_C	DBC_3uM_A	DBC_3uM_B	DBC_3uM_C
ENSDARG00000096954	5.85686981535068	5.99486398655647	5.94466470566147	6.61107782106138	6.41039949407886	6.78514652426362	6.38111798130357	6.49674742732765	6.46011816130333	6.37134653415713	6.56169604964818	6.38161121470118	6.65792762846767	6.15420493790773	6.52336543089921
ENSDARG00000097008	13.3725902812599	13.4048403505462	13.540459575268	12.9885278196233	12.6202613767815	12.9269702592675	12.7684159840729	12.70759583795	13.0572368803204	13.0545910564578	12.7015412637159	12.9409062323659	13.100384659454	12.9299395466958	13.2333289350359
ENSDARG00000097203	4.18529658355451	4.15337147934754	4.23648974713571	4.13211892019042	4.78363078936195	4.19599422836739	4.86058027393781	4.76645466943754	5.34506858532859	4.97017929936724	4.66991066087719	5.04802997155072	4.53629695789137	5.1365539466123	4.4029570555677
ENSDARG00000097265	2.60179380480712	3.24730480590133	3.50749055238638	4.38377657057343	4.33773677535265	3.9770612079632	3.3930390560067	3.83004008296603	3.65992207246812	3.7709965683627	4.38825085029733	4.26670460245681	3.3930390560067	3.87557964023656	4.7616089438681
ENSDARG00000097653	5.26359973169989	5.00980826062479	4.57203939377406	5.85686981535068	5.85870186444548	5.35634754931247	5.39154439357806	5.38803646373975	5.95372711567704	5.10367847761258	5.93229081103875	6.10678132037436	5.68476667514328	5.82625900685095	5.80187525672913
ENSDARG00000097700	4.42996890872633	5.23029681294161	4.05348511218479	5.17909083386298	5.91948582231592	5.00980826062479	4.4931989454487	5.17419245412231	4.62302219141065	5.1331788750743	5.86104902352791	5.59632423852721	5.68476667514328	5.2450992758959	5.21330887021771
ENSDARG00000098383	3.14752805491249	3.66410643520425	2.81265365377701	3.4246344685622	4.05348511218479	4.08358933720505	4.4931989454487	3.74012596741991	4.05969240581089	3.67449809156647	3.56946459719362	4.05969240581089	4.206758456547	3.78452590560738	4.02435749881499
ENSDARG00000098663	4.73586295496935	4.54388815552859	5.38943046959624	6.01939052629923	5.7918670308654	6.23808265651596	5.69313970248477	5.79351116781435	5.65223766436239	5.69869980337012	5.78856656134859	6.41219168487858	5.52112534196144	6.18983991188121	6.03436016238092
ENSDARG00000098937	5.00149569776694	5.39154439357806	4.62302219141065	4.53629695789137	4.71711067313801	4.90331349998553	4.30605563739973	5.26359973169989	4.94129902123146	4.97017929936724	5.36674427131037	4.91818731882268	4.26670460245681	4.60510439775577	4.02435749881499
ENSDARG00000099538	5.22508903361388	4.54388815552859	5.22758734730846	5.76891901107988	5.69487271638696	5.69791783760932	5.26359973169989	5.32449145750118	5.85686981535068	5.65410528944037	5.54101263873553	5.59632423852721	5.79003498177059	5.54013023169016	5.70864782177449
ENSDARG00000099889	11.3541420433899	11.7341597033616	11.4155816774012	12.0024457889663	12.4242162508993	12.3383275423884	12.1991130661634	12.3934864869139	11.9394706205442	11.9319118131955	12.4122228738695	11.9598299587721	11.7341597033616	12.0336014036409	11.7874976032031
ENSDARG00000100290	4.01468305162434	3.90323412025141	3.60416200066261	3.66829079794038	4.33773677535265	4.54388815552859	3.83773856412736	3.26074030115509	4.14458548784384	4.30605563739973	4.22686375318003	4.44654012091571	4.82479383982129	4.41497781368807	4.82479383982129
ENSDARG00000100484	4.55659471144576	4.15337147934754	4.18529658355451	3.0832964466475	4.50725873094861	3.3930390560067	3.83773856412736	4.217440029897	4.30605563739973	4.30605563739973	4.38825085029733	3.90906497633476	3.24730480590133	1.89444437332903	4.217440029897
ENSDARG00000100607	5.42038724187289	5.62896933806259	5.50203809430725	5.76891901107988	6.15130353247536	5.76575509148046	6.03326095419502	6.34045841055586	6.01939052629923	5.83693366238119	5.86104902352791	5.72430321463485	5.76291592154717	5.65958001936567	5.49592200058718
ENSDARG00000101145	7.02384582177472	7.08315129349778	6.45173099501042	6.28726043212556	6.71213151896032	6.39278188508643	6.15130353247536	6.47017446446334	6.14799564837909	6.05608752018447	6.35383800189054	6.35010935964679	6.35892446034757	6.25655231893925	6.21423482422422
ENSDARG00000101407	5.54504881277464	5.0570342719489	5.50203809430725	6.11098344220371	5.49412419741383	5.59275427397543	5.72106196762017	5.68476667514328	5.87780446478654	5.69869980337012	5.4399447950095	5.54629796962193	6.07530770044829	5.69222367793736	6.21423482422422
ENSDARG00000101434	5.30233446432749	5.65815510931284	4.51604472245231	5.51116450771091	5.2800912970001	5.66189771390972	5.6039197766525	5.70641696222806	5.3038142683061	5.35634754931247	5.99868619822753	5.72430321463485	5.83334643572161	6.30659630614512	5.94784775015129
ENSDARG00000101536	4.67656220318869	4.68006003118164	4.35319362539169	3.92147956358696	4.15337147934754	4.38825085029733	4.05969240581089	4.815742231193	4.8385172834273	4.79787067695332	4.75972282625588	4.74889606312742	3.9516959916817	4.05969240581089	3.55513040446223
ENSDARG00000101703	4.18529658355451	3.90323412025141	3.90323412025141	4.13211892019042	3.55513040446223	4.46560649120085	4.05969240581089	4.13211892019042	4.73586295496935	4.19599422836739	4.38825085029733	4.63451764854751	3.0832964466475	3.52599281742164	3.55513040446223
ENSDARG00000101963	6.17065041999845	6.67972841651697	6.32580383631007	6.88976511794401	7.09503807219523	7.02384582177472	6.81110861798155	6.65872580457874	6.94918103016162	6.70235710943095	6.86862354826374	6.62747268411281	6.63355123404107	6.39900007573221	6.93541766162993
ENSDARG00000102076	7.42273318396808	7.55175578363075	7.40768577332363	7.89443643022394	8.10380739315632	8.03994829680342	7.71402196287335	7.80533449915757	7.88072555028618	7.91527213118164	8.3954175622176	7.86733757648605	7.68873984471046	7.97762556774871	7.70506913106153
ENSDARG00000102139	2.36702044215887	3.3930390560067	3.50749055238638	4.02929087091124	4.24697239658979	4.08358933720505	3.0832964466475	3.92147956358696	4.56734677191463	3.83388932354669	3.94180320235552	4.59780308028087	3.9516959916817	3.87557964023656	4.4931989454487
ENSDARG00000102241	6.27925432726515	6.3448707081372	6.53369648838465	5.51116450771091	6.15130353247536	6.64896312466063	6.18983991188121	5.05439904766979	5.41382993086765	6.02704943549152	6.23687283340194	5.92115855438011	5.52112534196144	4.53629695789137	5.64986273704701
ENSDARG00000102490	9.30801929925531	9.59896938338844	9.60488614278234	10.0255834994799	10.2030971259049	10.505521926198	10.0937881890359	10.2389730963919	10.0488161637345	9.78840297146896	10.0683774571534	10.2146571646005	9.65249955872875	9.98865953473762	9.99143697733072
ENSDARG00000102689	3.92147956358696	3.24730480590133	3.0832964466475	4.80510564073853	4.90602296561868	4.54388815552859	4.14927810970326	4.51604472245231	3.3930390560067	4.13211892019042	5.21330887021771	4.91818731882268	4.86467364358208	4.48146496118848	4.61939233914249
ENSDARG00000102898	6.30104295225121	6.17002989739287	5.76891901107988	5.17909083386298	5.59632423852721	5.55130505030765	5.85686981535068	6.02704943549152	5.65223766436239	5.74407713924065	5.83499057267056	5.59632423852721	5.91948582231592	6.05839708334962	5.89381689182661
ENSDARG00000103019	7.15771598499774	6.17002989739287	6.19265492996582	6.4164028797958	5.62690087835455	5.4399447950095	6.5353930935038	6.32580383631007	5.41382993086765	6.18854889022341	5.4399447950095	6.14224796421553	5.0300068724891	5.54013023169016	5.26054615239235
ENSDARG00000103582	4.611439077251	4.32004179637018	4.62302219141065	4.217440029897	4.33773677535265	3.9770612079632	3.52599281742164	3.65328636089806	3.7709965683627	4.05969240581089	4.45063349055999	4.05969240581089	4.26670460245681	4.35319362539169	4.02435749881499
ENSDARG00000103875	5.1365539466123	5.43570224261614	5.57888051756182	5.38943046959624	5.18107399008925	5.22758734730846	5.39154439357806	5.11031418918264	5.65223766436239	4.79787067695332	4.59286970818462	4.86793428361414	5.00149569776694	4.7697153094696	4.95024846485018
ENSDARG00000104505	3.82340437139597	3.78452590560738	4.13211892019042	4.60847946929377	4.15337147934754	4.38825085029733	5.01916926856944	4.4604063237341	4.89301247890455	4.62869872850094	4.14458548784384	3.38171072257722	4.90602296561868	4.66991066087719	4.6920904091106
ENSDARG00000104727	4.611439077251	4.86058027393781	4.62302219141065	4.4604063237341	5.18107399008925	4.69524412342916	5.10367847761258	5.1365539466123	4.94129902123146	4.54388815552859	5.06622336293557	4.82479383982129	5.76291592154717	5.38664245788327	5.49592200058718
ENSDARG00000104739	4.35319362539169	4.39868169973972	4.4029570555677	3.92147956358696	3.29901533310789	3.86513410419043	3.65328636089806	4.217440029897	3.7709965683627	3.48602867939389	3.18165465748126	3.50749055238638	3.54849469289217	3.87557964023656	3.81056136619981
ENSDARG00000104856	4.01468305162434	3.90323412025141	4.4029570555677	4.217440029897	4.65531391563515	4.611439077251	3.3930390560067	4.62302219141065	3.86513410419043	4.86793428361414	4.51604472245231	4.4931989454487	5.07049447144395	4.41497781368807	5.00428370947991
ENSDARG00000104973	3.60416200066261	3.3930390560067	3.50749055238638	4.30605563739973	4.42384509851527	4.38825085029733	4.14927810970326	3.52909646423469	4.05969240581089	3.67449809156647	3.94180320235552	4.32413516601446	4.26670460245681	4.28615965460206	5.00428370947991
ENSDARG00000105389	5.04802997155072	4.68006003118164	4.86793428361414	4.4604063237341	4.90602296561868	4.75797391225941	4.75194964243496	4.4604063237341	4.30605563739973	4.54388815552859	4.82116398755313	4.4931989454487	4.32776501828262	4.13211892019042	4.32004179637018
ENSDARG00000105391	4.55659471144576	4.90602296561868	4.4029570555677	4.38377657057343	4.78363078936195	4.69524412342916	4.60847946929377	4.00302133945763	4.38377657057343	4.30605563739973	3.35351700640307	4.44654012091571	3.9516959916817	2.7491649372031	3.55513040446223
ENSDARG00000105420	6.62442099175527	6.71084215102862	7.02310880920745	7.03888157242995	7.29127790946613	7.43439018279098	7.29755095884808	7.17199266811389	7.11384048848156	7.1377178661344	7.72116647345236	7.32447921214014	7.04109518367215	7.33309326208543	7.29992270764207
ENSDARG00000105578	4.35319362539169	4.39868169973972	4.73138867524545	5.22758734730846	5.7550440716416	5.59275427397543	4.94761324057107	5.05439904766979	5.26359973169989	4.94129902123146	5.54101263873553	5.23029681294161	4.4029570555677	4.71283531731003	5.49592200058718
ENSDARG00000106158	4.27618012575154	5.0570342719489	4.95024846485018	4.67656220318869	4.90602296561868	5.27157186931267	5.26359973169989	5.00980826062479	5.16077567857521	4.58859435235664	5.06622336293557	5.07887125587715	5.30233446432749	5.31845157477678	5.42038724187289
ENSDARG00000109373	4.85398859059895	4.15337147934754	4.90602296561868	5.6899035456881	5.59632423852721	5.06500583373473	5.54629796962193	4.97017929936724	5.65223766436239	5.30731898222095	5.01601555425088	5.42038724187289	5.94184043526362	5.35634754931247	5.42038724187289
ENSDARG00000111043	4.85398859059895	5.39154439357806	5.26359973169989	4.74889606312742	5.23029681294161	4.69524412342916	4.30605563739973	4.76645466943754	4.38377657057343	4.94129902123146	4.96475606337516	4.78972107132401	4.46560649120085	4.53629695789137	4.7616089438681
ENSDARG00000113087	4.35319362539169	4.05969240581089	4.4029570555677	4.13211892019042	4.71711067313801	4.90331349998553	4.4931989454487	4.217440029897	4.73586295496935	5.51116450771091	4.51604472245231	4.86793428361414	5.23029681294161	5.10367847761258	4.6920904091106
ENSDARG00000113103	5.58405107761895	5.77909553568857	5.6561301993766	4.74889606312742	5.01601555425088	5.51936052787069	5.13942519473843	5.44265426064265	5.83334643572161	5.00684865266756	4.38825085029733	4.82479383982129	5.14963097917042	4.82116398755313	5.34022223678714
ENSDARG00000113804	3.60416200066261	3.9841888882243	3.80219264072755	4.30605563739973	4.05348511218479	4.08358933720505	3.92147956358696	4.13211892019042	4.30605563739973	3.67449809156647	4.22686375318003	3.90906497633476	5.0300068724891	4.28615965460206	4.32004179637018
ENSDARG00000114182	6.06692581490715	5.74941929554203	6.27034873051463	5.6561301993766	5.62690087835455	5.95542945515085	5.87856180066988	5.70641696222806	5.95372711567704	5.48561145093458	4.96475606337516	5.62616666814355	5.46822600809797	5.2800912970001	5.80187525672913
ENSDARG00000115456	3.82340437139597	3.9841888882243	4.23648974713571	4.30605563739973	5.01601555425088	5.00980826062479	4.70195838107904	5.41488689285856	4.44654012091571	4.86793428361414	4.70874194766575	4.39374832764346	5.00149569776694	4.53629695789137	5.53388918488968
ENSDARG00000116259	4.27618012575154	4.47392896532843	4.51604472245231	4.53629695789137	4.50725873094861	4.69524412342916	3.65328636089806	4.51604472245231	4.30605563739973	4.4029570555677	4.59286970818462	3.9841888882243	4.206758456547	3.87557964023656	3.04429894659943
ENSDARG00000117231	4.27618012575154	4.54388815552859	3.90323412025141	3.92147956358696	4.05348511218479	4.08358933720505	4.4931989454487	4.33773677535265	5.07049447144395	4.45826864582011	4.14458548784384	4.74889606312742	5.26922002731909	4.7697153094696	5.16303883403677
ENSDARG00000117448	10.097081839115	10.4196119610697	10.2794455234155	10.7520900873221	10.946102562465	10.8633918261636	10.8979926697196	10.9771632378898	10.6777785119878	10.7068406124558	10.8774680254749	10.7323454367484	10.5052059008135	10.6429798348119	10.5331918541274
ENSDARG00000117626	5.77596021120439	5.50467331858636	5.62896933806259	4.80510564073853	4.90602296561868	5.22758734730846	5.32814885641038	5.05439904766979	4.8385172834273	5.25460442636082	4.96475606337516	4.91818731882268	5.91948582231592	6.03638688463478	5.34022223678714
