gene.id	mod.name	b	c	d	e	f	SDres	AIC.model	lof.p	ctrl	adv.incr	bmd	bmdl	bmdu	bmr	conv.pass	hd.pass	CI.pass	ld.pass	all.pass
ENSDARG00000005595	Exp4	2.57241731952745	1.07877689351987	NA	6.14816028387325	NA	0.223273459915388	2.24	0.28588459510214	5.98558745039794	TRUE	0.0520548098632978	NA	0.174890562798155	6.20886091031333	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000006368	Exp2	-0.0332878955871303	NA	NA	4.44382517804412	NA	0.38126107606564	17.49	0.317832439440477	4.77514223847965	FALSE	0.339540576156326	NA	1.71186518045963	4.39388116241401	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000007366	Exp3	-0.000278661595476414	NA	0.318911866896106	7.61906179537799	NA	0.24169710461984	4.62	0.855207680445826	7.57241463698032	FALSE	0.13250311799579	0.0230615578297761	0.410512983839026	7.33071753236048	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000010317	Poly2	4.49846212115833	-0.651784933857268	0.29122627445007	NA	NA	0.230471107674872	3.19	0.421019811225885	4.39572540183807	TRUE	2.41936160483101	2.2526430003236	2.56698711714142	4.62619650951294	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000010384	Lin	-0.250696466697058	NA	4.38448506160926	NA	NA	0.277853558679523	8	0.911941222781922	4.40348169290775	FALSE	1.03255115833456	0.717841445780514	1.83955618274743	4.12562813422823	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000012060	Exp2	-0.0284620953893611	NA	NA	7.20667043503164	NA	0.301082525890162	10.41	0.590584389437165	7.36809158221303	FALSE	0.687570630771906	NA	1.47610038089981	7.06700905632287	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000014849	Exp4	687.262225593874	1.21072239231593	NA	3.97396388733351	NA	0.183664526036865	-3.62	0.982450477213104	4.12998241305526	TRUE	0.000757014871898207	0.00052660846307115	0.00104345539845497	4.31364693909212	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000016704	Exp2	-0.0131430094876433	NA	NA	7.41791564395937	NA	0.267286039381822	6.84	0.126675053486152	7.72458069318207	FALSE	NA	NA	NA	7.45729465380025	FALSE	NA	NA	NA	FALSE
ENSDARG00000016750	Exp2	0.021309652423819	NA	NA	5.86039668657474	NA	0.296220942109296	9.92	0.387948375663548	5.61018932307859	TRUE	0.367014547890675	NA	1.63104224670659	5.90641026518788	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000018418	Lin	-0.186412466965504	NA	4.99281988892186	NA	NA	0.35814630297056	15.62	0.170797970984649	5.2748643847615	FALSE	0.408244171021932	0.23962878547686	1.69184766473617	4.91671808179094	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000018788	Exp4	50.3502686140738	1.25523838603756	NA	3.72003063888657	NA	0.372531504471618	17.6	0.256060622340086	3.94727076445433	TRUE	0.0198368054654357	0.0114582885091991	0.0368272481684358	4.31980226892595	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000019025	Lin	0.226010448268767	NA	3.85261674064842	NA	NA	0.408994953476585	19.6	0.180001456550274	3.53420601145632	TRUE	0.400796625868834	0.238664213863696	1.40699799030099	3.94320096493291	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000020749	Exp4	221.959389497221	1.29986544481566	NA	3.73139263167183	NA	0.344520101353738	15.25	0.885721134771938	3.8033743059103	TRUE	0.00209764722784583	0.00119880809926763	0.00332695524155268	4.14789440726404	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000022668	Lin	-0.208780502172781	NA	5.36732338189916	NA	NA	0.32379273187803	12.59	0.372700456993047	5.55900547448092	FALSE	0.632772866564758	0.399863506614375	1.63951174256865	5.23521274260289	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000025914	Exp2	0.045088619671586	NA	NA	3.99805076336646	NA	0.585612614756358	30.37	0.147642801076705	3.38965892100146	TRUE	NA	NA	NA	3.97527153575782	FALSE	NA	NA	NA	FALSE
ENSDARG00000035859	Lin	0.152040489842991	NA	11.7812738525142	NA	NA	0.161285286231528	-8.32	0.149218514197546	11.611919957446	TRUE	NA	NA	NA	11.7732052436775	FALSE	NA	NA	NA	FALSE
ENSDARG00000041492	Exp4	643.039498785502	1.09994596039372	NA	6.98060944971311	NA	0.249478656968253	5.57	0.165257854918154	7.10301479876015	TRUE	0.00118419331892808	0.000687881776860497	0.00195074174948334	7.3524934557284	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000041952	Exp2	-0.0330189601344886	NA	NA	5.98671893642847	NA	0.338225105599881	13.9	0.369908142267939	6.29076371360403	FALSE	0.17340673726464	NA	1.09137111407209	5.95253860800415	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000042726	Exp2	0.0165518930444172	NA	NA	5.02325600426257	NA	0.345511021597207	14.54	0.121601820294412	4.67646232468465	TRUE	NA	NA	NA	5.02197334628186	FALSE	NA	NA	NA	FALSE
ENSDARG00000043360	Lin	0.17021223347092	NA	4.58992541436251	NA	NA	0.247872008506319	4.58	0.140350743157943	4.32755213265465	TRUE	NA	NA	NA	4.57542414116097	FALSE	NA	NA	NA	FALSE
ENSDARG00000044685	Exp2	-0.0412179941550641	NA	NA	8.23717517054412	NA	0.230986007791122	2.46	0.260986711841126	8.41781324394398	FALSE	0.148746905475847	NA	0.518251029623713	8.18682723615286	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000045067	Exp2	-0.0345574510995907	NA	NA	4.92890318835878	NA	0.229949181656326	2.32	0.488558951419546	5.06700775502164	FALSE	0.544301857284462	NA	1.27113882195742	4.83705857336531	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000045089	Poly2	6.16489569519647	-3.18335123480434	1.00031939897728	NA	NA	0.371259742267703	17.5	0.171135667178077	6.3368712972608	FALSE	0.0638844578222835	NA	0.12750694564006	5.9656115549931	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000053953	Lin	0.183957558397953	NA	5.05813887416972	NA	NA	0.328161874754588	12.99	0.643825005299807	4.8686541479586	TRUE	0.753854039400443	0.450647120393755	2.55634963577776	5.19681602271319	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000054055	Poly2	4.76765799358926	-1.40775015522164	0.507877693858766	NA	NA	0.322817989209764	13.3	0.110555911712099	4.46820803233577	TRUE	2.78833038901574	2.66687565252343	2.90006252257034	4.79102602154554	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000055798	Exp4	1389.71558523842	1.30808220478533	NA	4.01306205033868	NA	0.340464710048663	14.9	0.997023329767132	4.43456303658961	TRUE	0.000689275644546962	0.00048223601304856	0.00100737141086883	4.77502774663828	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000058219	Exp3	-3.11924445935336e-06	NA	0.166714051335837	5.86732422177305	NA	0.193095391127574	-2.12	0.93747395625728	5.66760508679397	FALSE	0.0356595246760185	0.00683773731757934	0.1429173914109	5.4745096956664	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000059058	Exp4	2.41988327234304	0.889338174178926	NA	5.03896435723042	NA	0.237034716094237	4.03	0.942196494492174	5.07849670800878	FALSE	0.180688883006104	0.0584412048383641	0.344728823461891	4.84146199191454	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000061610	Lin	0.180569173351965	NA	5.78134427455525	NA	NA	0.222005074581735	1.27	0.320964435331702	5.57320453892752	TRUE	0.0767868555646769	0.0516916640562879	0.149610531401614	5.79520961350926	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000062758	Exp2	-0.0466635622350338	NA	NA	4.8426998317358	NA	0.319624286420558	12.2	0.430291933153191	4.88710731689539	FALSE	1.25387097208528	0.463024988785556	2.01656217423859	4.56748303047483	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000069555	Exp4	510.674242398904	1.41439679934498	NA	3.14910291067043	NA	0.467048140126111	24.38	0.788564202193284	3.33446704050047	TRUE	0.00135708717321317	0.000821853927756973	0.00220841173241582	3.80151518062658	TRUE	TRUE	TRUE	TRUE	TRUE
ENSDARG00000070541	Exp2	0.06602264408755	NA	NA	3.74227578350457	NA	0.439503276254752	21.76	0.559850406203609	3.52199202630286	TRUE	0.862244022283457	NA	1.79284109234602	3.96149530255761	FALSE	TRUE	NA	NA	FALSE
ENSDARG00000073695	Exp2	-0.0537440612539768	NA	NA	4.26293084845938	NA	0.42718935290459	20.91	0.489793975781007	4.55676676934794	FALSE	0.591355199876297	NA	1.59143986100943	4.12957741644335	FALSE	TRUE	NA	NA	FALSE
