	dose_0.003.dose_0.0003	dose_0.03.dose_0.0003	dose_0.3.dose_0.0003	dose_3.dose_0.0003	AveExpr	F	P.Value	adj.P.Val
ENSDARG00000090883	-1.33904825278758	-0.514369264483337	-0.878233764504473	-0.59780522502948	4.0081900661317	13.1504103183104	3.05203345425234e-05	0.00307713361747109
ENSDARG00000095065	0.968877128239517	0.875990411307575	0.747869430781083	-0.0104425737844798	4.33047478271174	12.6225179453067	3.99627742528712e-05	0.00307713361747109
ENSDARG00000080718	1.2320388029519	1.05589670772431	0.753904075820741	0.70795593936208	4.28928130991143	11.1017413394717	9.09935713641789e-05	0.00467100333002785
ENSDARG00000044685	-0.342220665654265	-0.121076088258977	-0.382317404473969	-1.12813998496811	8.02306241527291	10.3134542080441	0.000143654441935696	0.0055306960145243
ENSDARG00000091961	1.13105236694749	1.1274634237931	1.00961094283414	0.817451386668353	5.97308820631	8.5767054746753	0.00042783858863405	0.0131774285299287
ENSDARG00000102689	1.33431198191667	0.602093690675494	1.33717809769834	1.23781670925909	4.31964036795518	8.10370981411847	0.000589362193428499	0.0151269629646648
ENSDARG00000074210	1.78270003824731	1.87446206448802	1.20081634968933	0.909819342493187	5.98007891137013	7.71865016298274	0.000771205262890668	0.0164660897163645
ENSDARG00000098663	1.1267195445288	0.823235651522444	1.0767588231677	1.0253812787098	5.70014625295048	7.51207712217892	0.000893716776443996	0.0164660897163645
ENSDARG00000018788	-0.362551464375824	0.607636026511233	0.651665877956724	0.753235974875017	4.27726804744776	7.17938619336855	0.00113875684006731	0.0164660897163645
ENSDARG00000091633	-1.08411393454488	-0.793609997550104	-0.276900150379684	-0.634567111370645	5.47701369725719	7.01198415445298	0.00128943084281806	0.0164660897163645
ENSDARG00000069375	0.864633247036496	0.409870354677903	0.725735829240683	0.814916999185535	9.82181046916469	6.93608865185297	0.00136488410435323	0.0164660897163645
ENSDARG00000070522	-1.093526724025	-0.595620335508383	-0.428837331846203	-0.501445742352109	4.61072190893325	6.8866326325198	0.00141666806819899	0.0164660897163645
ENSDARG00000042492	-0.602643864999543	-0.596259940473582	-0.752545181316869	-0.0964230506731365	6.39143725501243	6.85822066378508	0.00144739527599191	0.0164660897163645
ENSDARG00000003181	0.946798914054237	0.721180766127627	0.734233001860243	0.40887440639297	6.26446016726585	6.69385990567971	0.00164023367047778	0.0164660897163645
ENSDARG00000104739	-0.689734459937942	-0.504369807180449	-0.993219497145859	-0.640065560456855	3.81946626195548	6.61172561660393	0.00174708637816159	0.0164660897163645
ENSDARG00000117626	-0.656962304729223	-0.562845893448624	-0.590685019764893	0.128830691961499	5.3002017840882	6.53666022789471	0.00185148717867205	0.0164660897163645
ENSDARG00000104973	0.871153325718882	0.411125123564384	0.478581616960254	1.01748545249436	4.05723297343281	6.49302138494449	0.001915330301904	0.0164660897163645
ENSDARG00000020749	0.47220675926657	1.03834926375705	1.12565400546741	0.97526528274213	4.52566936815693	6.46618466916529	0.00195579544812324	0.0164660897163645
ENSDARG00000095150	-0.269214572673252	-0.284826498428289	0.0204169357006587	0.738856297849025	3.83241655904091	6.3489422583438	0.00214397847842501	0.0164660897163645
ENSDARG00000117231	-0.221582796184913	0.392709263571253	0.209482598419943	0.826223923097973	4.48246739829136	6.30219188333902	0.00222451162515843	0.0164660897163645
ENSDARG00000103582	-0.340755017272993	-0.868075772783143	-0.328161587616687	-0.303415779456113	4.15008605691816	6.17098911015467	0.00246889918022195	0.0164660897163645
ENSDARG00000045089	-0.506908432564748	-0.099263379278935	-1.05193687560893	-0.719021276776482	5.86144530441499	6.10980896074945	0.0025928546765441	0.0164660897163645
ENSDARG00000052222	-0.0540156431884542	0.5968198733359	0.662008911243783	0.306240927088233	5.07478101681863	6.0677555079509	0.00268203083382605	0.0164660897163645
ENSDARG00000043102	0.700364774552339	0.622959812183705	0.577464999019137	0.391600153541305	10.8822104894052	5.9925918173742	0.00284995869569011	0.0164660897163645
ENSDARG00000104727	0.0805609648843504	0.362163300952293	0.113287938561998	0.850146279139388	4.97957887757409	5.98296642821735	0.0028722874814326	0.0164660897163645
ENSDARG00000101536	-0.41557132217673	0.00137868688972365	0.198891235524867	-0.714432352602399	4.38399186944777	5.9619410889117	0.00292173500307386	0.0164660897163645
ENSDARG00000052565	-0.580108400965705	-0.694715054575353	-0.388524577677702	-0.152512578286806	6.73140604062809	5.92358748266611	0.00301436896567787	0.0164660897163645
ENSDARG00000054352	-0.925568006067696	-0.293617883982136	-0.484492802135833	-0.543882213237746	4.07892400788176	5.91678832465033	0.00303112591827354	0.0164660897163645
ENSDARG00000034667	0.845461838372043	0.430757419783833	0.44723131952316	0.166709016703106	5.46831576832367	5.85963430581643	0.00317611243463711	0.0164660897163645
ENSDARG00000088117	-0.812741971674139	-0.432190189586469	-0.227080687760512	-0.224537932895854	5.65321244821656	5.82186827581199	0.00327610083454933	0.0164660897163645
ENSDARG00000010317	0.246008312003684	0.0372052231812807	-0.06300005718089	0.768386984215797	4.59344549428204	5.80766337651696	0.00331460247537207	0.0164660897163645
ENSDARG00000105391	-0.000974416422534041	-0.290099117769103	-0.586487322637876	-1.20319446642837	4.20570717955914	5.76466406706756	0.00343422010685077	0.0165271842642193
ENSDARG00000057100	-0.744030407851126	-0.801337734243559	-0.876991385622784	-0.39382149786886	5.4377691806251	5.66173690104837	0.00374032197471233	0.0170812357072834
ENSDARG00000101703	0.0536969972653902	0.31196981897111	0.408999301051634	-0.609115051841986	4.03036515444167	5.65187843495014	0.00377118190940023	0.0170812357072834
ENSDARG00000095594	0.789884115355086	0.60477413555224	0.355576424973173	0.770432142734304	5.44178754246543	5.40785857602283	0.00463191988574369	0.020039143772834
ENSDARG00000061636	-0.579596019779978	-0.738077543895888	-0.842653974956045	-0.465798527351289	4.58533375045645	5.39461214367553	0.00468447516767547	0.020039143772834
ENSDARG00000092033	0.750401724368432	0.583468046830763	0.687531759527523	0.549395114946549	9.55976084754628	5.34870277438933	0.00487176126888919	0.0202770604164577
ENSDARG00000103875	-0.117681633265435	0.000986513444279247	-0.630820679346058	-0.476559078234512	5.13889726011641	5.18265071943754	0.00562119114526125	0.0218272220873966
ENSDARG00000092027	0.370286664852171	-0.0957841722223058	0.191776599333034	-0.832415671741417	4.18229214296288	5.16356107803539	0.00571517527783143	0.0218272220873966
ENSDARG00000079901	0.620488298088052	0.712975206717458	0.610931875788835	0.237922203388795	6.15041662854426	5.1152777046002	0.00596069307587884	0.0218272220873966
ENSDARG00000104505	0.470017533914957	0.877512958004774	0.138315247242744	0.842658279470901	4.3790505361246	5.07911644633755	0.00615216501782962	0.0218272220873966
ENSDARG00000014849	0.574844814646324	0.699210814865991	0.672087235046502	0.672855903939881	4.653782166755	5.04334771004597	0.00634823045101235	0.0218272220873966
ENSDARG00000105578	1.03070723084954	0.594116006521296	0.743114824177247	0.376150124362683	5.04323897064111	5.03473703467716	0.00639644879752195	0.0218272220873966
