	dose_3.dose_0	dose_30.dose_0	dose_300.dose_0	dose_30000.dose_0	AveExpr	F	P.Value	adj.P.Val
559480	0.350849449083333	0.33146263875	0.617977625416668	0.363012120916667	4.92237840272222	1.59695173272841	0.217318777617629	0.512095417113684
321314	-0.198313530499999	-0.362385377500002	-0.3183176585	-0.423889125333332	7.06252284127778	1.59688132714674	0.2173364899466	0.512095417113684
567031	0.147226469833335	0.264138665	-0.277018594833333	-0.288541692999999	5.80578971588889	1.59595729553689	0.217569090351822	0.512536454181619
550364	-0.312250621333332	0.0112378109999991	-0.208912974999997	-0.257460595999998	6.30423825261111	1.59469264375401	0.217887844542692	0.513180220793098
100006622	-0.181988163333331	-0.168721542000001	-0.121452469666665	-0.325141633166664	6.86215845577778	1.5942934201343	0.217988567345362	0.513310307580356
568810	0.0296283794166659	0.143421851749999	-0.203806911249999	-0.260781312249999	7.96950752716667	1.5938500869867	0.218100474492058	0.513466671013642
436996	-0.358049956249997	-0.502077911750001	-0.50058506758333	-0.68180709258333	6.08692266844445	1.59321766333098	0.218260213711378	0.513650891488153
558865	-0.0340056595833307	0.159122314249998	-0.253934494916664	-0.30707906858333	7.95160746111111	1.59317986502967	0.218269764683241	0.513650891488153
566597	0.0152184514166676	0.0482507527499987	-0.299976992249999	-0.382677262749998	7.10673656461111	1.59266760581416	0.218399245698809	0.513796137898682
100034579	-0.174212376916665	-0.31792331775	-0.337334031583332	-0.365320630916665	5.78437298477778	1.59254266580446	0.218430837996444	0.513796137898682
415203	-0.307413382416662	-0.215738288749998	-0.362749138749995	-0.340453816583329	8.13196450972222	1.59239538697602	0.21846808486688	0.513796137898682
566686	-0.0604980904999977	-0.0387908370000023	-0.154951882833332	-0.310472961833331	7.92467753733333	1.59174322948363	0.218633093594844	0.514077063580791
101886230	0.0111212785833343	0.219958363749999	-0.212479334083333	-0.296192253583333	5.50599210383333	1.59056565768055	0.218931364511901	0.514575568917863
565799	-0.176514268666663	-0.0848131270000003	-0.239942308666663	-0.287618235666661	8.79457978544444	1.59054615218922	0.218936308611721	0.514575568917863
559852	-0.436941270166666	0.00308155199999938	-0.417743285499999	-0.525500940833332	4.27686112194445	1.59003559114044	0.219065762140212	0.514772607244931
797331	0.137868875833336	0.198879175499998	-0.338454175499999	-0.382762407166664	8.37755975133333	1.58917533107236	0.219284058932969	0.515178288777769
403147	-0.181304130999999	-0.192450148500001	0.00879348066666807	-0.304170227833332	5.42378944216667	1.58880853885487	0.21937720235445	0.51528983167519
81886	-0.127361612000001	-0.359098207500002	-0.25903086	-0.458467377666667	4.64879177361111	1.58817707298246	0.219537651648099	0.515559388386505
30269	-0.175945978333329	0.0929216390000001	-0.241935969666662	-0.374143395666662	7.208901652	1.58698588679094	0.219840646116575	0.516100366199604
751646	-0.323541418666666	-0.324598892500001	-0.109978467333332	-0.451382946666666	3.94514696783333	1.58684538797026	0.219876411999445	0.516100366199604
81885	0.00344150966666756	0.134727143499999	-0.157890550333332	-0.280999118666665	6.60689404294444	1.58673221841673	0.219905225158427	0.516100366199604
447895	-0.119523473750001	-0.119502552250005	0.298413228249999	-0.13570708625	7.37677653105556	1.5862136746134	0.220037296503237	0.5163029431779
798047	-0.0909635095833332	-0.376526177750001	0.0853394417500013	-0.253182000249999	4.74019797555556	1.58576529909636	0.220151561391169	0.516463662939283
327096	-0.200214434249998	-0.556249395249999	-0.313715528583332	-0.286203207749999	6.08174073183333	1.58513547819688	0.220312168305472	0.516656470518664
548335	-0.23460546325	-0.301885416750001	-0.101699936249999	-0.234106156749998	7.84683597966667	1.58508391570753	0.220325322238197	0.516656470518664
793121	0.0703638533333359	0.363091018999999	-0.287978866333333	-0.348344197666664	7.24508802416667	1.58441901043483	0.220495015692242	0.516911443922977
100330290	-0.382517422999998	0.1287356995	-0.401606506333334	-0.400409215166666	4.83508924466667	1.58429894341564	0.220525672726446	0.516911443922977
567161	-0.0166179866666658	0.110128920499999	-0.0805919106666657	-0.370149685333332	5.11916681672222	1.58405180398515	0.220588789171021	0.516952003531839
541343	-0.102639708166666	0.277693242	0.238219460500002	0.256906242000002	4.87272680755556	1.58386669681237	0.220636075376719	0.516955455679174
100034658	-0.0534453980833325	0.0497329437499996	0.485600194916669	0.346174133250002	5.01044520761111	1.58309357140605	0.220833684346833	0.517311043008026
568713	-0.325075811499996	-0.389082057999999	-0.273959330166664	-0.284016035333331	6.51086116866667	1.5826858629146	0.220937966248904	0.517447906009263
571519	-0.0806701167499959	0.0135119167499997	-0.279773271416665	-0.385409687416663	7.405835443	1.5824907833781	0.220987880585814	0.517455190844856
564403	0.236331480000001	-0.107882866500001	-0.599126731666666	-0.568916752499999	4.00315266005556	1.58231529680751	0.22103279155195	0.517455190844856
335573	-0.118251002249999	-0.291724380250002	-0.259912230916667	-0.336589845583333	5.7258138475	1.58169972256375	0.221190404387765	0.517716764802227
103910274	-0.0914962232500001	-0.0863899042500007	-0.557424205916666	-0.490391560416667	4.97183972266667	1.58111693808522	0.221339727163606	0.517958830633373
100003958	-0.0104530023333327	0.184076771499998	-0.28324359	-0.258048472999999	7.18830492088889	1.58070917424	0.221444266680106	0.518077737578604
565032	-0.195339722666667	-0.286531863500001	-0.366747159333334	-0.416408741666666	6.36711490138889	1.58056061796843	0.221482364948527	0.518077737578604
101884217	0.375525360750001	0.41423951425	0.380454716416668	0.457915218250001	4.69514745455556	1.58026497088562	0.221558205521899	0.518138445763204
568912	-0.124104118833332	0.0202627704999978	-0.280779235166665	-0.384225691333333	6.758620651	1.57992509109495	0.221645425527197	0.518138445763204
103911950	-0.0321371086666637	-0.464885807999999	-0.364005487999997	-0.401944558999997	4.67509651455556	1.57992257198988	0.221646072110864	0.518138445763204
567916	0.250509115250003	0.00207192074999885	-0.244322404749999	-0.246556615749999	5.278555619	1.57942107498607	0.22177483059919	0.51833206058021
336529	0.126241694999999	0.200647113999999	-0.163884579666666	-0.186168321999999	4.59483154933333	1.57880134002975	0.221934051708109	0.51854331756366
101882096	-0.239471218333333	-0.252275565000002	-0.282420504333333	-0.243424919333331	6.40367583011111	1.57871156087969	0.221957127244991	0.51854331756366
101883863	-0.140432523749999	0.000719964249999094	-0.398546101083332	-0.090528420416665	4.25435188283333	1.57841916296515	0.222032297921248	0.518611560700344
558525	0.0432835269166674	0.227015967249997	-0.349428512083334	-0.397402331083333	9.63109517422222	1.57768382559758	0.222221455604409	0.518945965447052
57957	-0.227816645916666	-0.0771529412500023	-0.198922815583333	-0.374067703416666	6.65910271216667	1.57707107069945	0.222379205579626	0.519129004452018
100073333	-0.2454096775	-0.306836029500002	-0.301983952833334	-0.383274085333333	5.51133113716667	1.5770219841945	0.222391847529339	0.519129004452018
563259	0.116999935166668	0.0523585385000001	0.317108447166667	0.461649287500001	4.21821404077778	1.57678951673846	0.222451728136531	0.51916138578958
560915	-0.144740502333333	-0.00226775299999993	-0.183631549333332	-0.328915265666665	4.83525359727778	1.57546764296157	0.22279253786595	0.519720651036553
402980	-0.0679153763333327	0.0157360424999986	-0.231118240333333	-0.3100544065	5.91842870422222	1.57533240707833	0.222827434770575	0.519720651036553
793842	0.114246371416669	0.32529891275	0.0139860480833356	-0.101974623083329	8.63978564377778	1.57526797156005	0.222844063972336	0.519720651036553
563644	-0.0265195499166655	0.096574948249998	-0.43754749425	-0.470561385749997	9.07782284144444	1.57491273596169	0.222935764109668	0.519720651036553
445127	-0.0440205118333328	-0.0111378475000006	-0.00675785583333166	-0.281564778833332	6.20358591433333	1.5748028929976	0.22296412662831	0.519720651036553
767774	-0.387023721416667	-0.323937024250001	-0.400235375083333	-0.299783319083334	4.40767953161111	1.57478900526005	0.222967712838351	0.519720651036553
641572	-0.187254899416664	-0.10364269725	-0.157289464416665	-0.267256357749998	6.56854318127778	1.57438124682221	0.223073033871154	0.519858759645209
