	DMSO_A	DMSO_B	DMSO_C	DMSO_D	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
100034406	5.479840188	5.284663006	4.740949634	5.09046958	5.30819998	5.229839893	5.020184483	4.962600065	4.796712151	5.518725844	4.976135224	4.883978772	5.395968206	5.205084779	5.124906804	5.398566277	4.894432258	4.845590844
100034409	2.478490061	2.65095237	3.083174331	2.824535998	2.408239715	2.085904816	2.553889298	2.39399491	2.773897069	2.145816141	2.274996926	2.659728921	1.908509508	2.137557698	2.635051975	2.032691414	2.244250377	2.629554948
100034410	4.080689039	4.363460982	4.211798521	4.261644733	4.298471101	4.332145907	4.233517521	4.377440351	4.418777182	4.118473826	4.486070696	4.601793976	4.161189346	4.270893939	4.419778482	4.145549312	4.524433533	4.329757919
100034417	2.468073004	2.391586501	2.244466169	2.655399419	2.259692625	2.519309271	2.685421477	2.476587048	2.753382919	2.527582999	2.566807386	2.730545042	2.460442425	2.510006813	2.644210748	2.642074472	2.569185657	2.570226948
100034426	2.83529577	2.803967165	2.581110609	2.384791434	2.650247486	2.681033122	2.530752325	2.022052285	2.359954621	2.732136312	2.253978957	2.32415441	2.413835165	2.408007715	2.12187372	2.501636659	1.728854647	2.93408808
100034432	2.325326448	2.222988084	2.477385561	2.450901324	2.350642998	2.056723432	2.61015864	2.156971591	2.439154505	1.969717137	2.496965292	2.391262359	2.295422038	2.442814859	2.271224146	1.895090614	2.204303852	2.243050937
100034434	3.359576836	3.542864315	3.72527018	3.611950007	3.25807879	3.613093933	3.45465997	3.544855762	3.380237145	3.022136311	3.339846588	3.241627583	3.230827915	3.355079186	3.235183049	2.981232084	3.186617541	3.49818135
100034439	1.663283457	0.445163314	1.685483087	1.393323595	1.644740702	0.724762969	1.639782386	1.11054067	1.510031654	1.512813581	1.077216254	1.613748469	0.898861833	1.21813967	1.715643386	1.30959298	0.678306946	1.023596629
100034441	1.266359353	0.758883711	1.076882234	0.992850204	0.963238965	1.112823475	1.094406352	1.139800918	1.355279581	1.048081077	0.72679637	1.128411576	0.815260399	0.921774863	1.19874289	0.355395806	1.014905275	1.052787687
100034442	2.179713931	1.894447312	1.983490339	1.471846313	1.852662112	1.528703298	1.617992856	1.168479497	1.955384586	2.036266536	1.169900091	1.154401164	1.894999125	1.572645495	1.490413006	1.742968619	0.817209929	1.431804802
100034448	1.313669622	0.925145804	1.437814701	1.027926267	1.132283307	0.866035722	1.02986241	1.139800918	1.202235529	0.458751425	1.124302337	1.253916228	0.786280888	0.747115872	1.44920276	0.925775566	1.362142889	1.431804802
100034454	1.588315682	1.156777597	1.896798707	1.889222417	1.283581486	1.418319872	1.896633972	1.941259803	2.207432826	1.863757239	1.416819179	1.822665043	1.338829017	2.019541296	1.469955023	1.552698253	1.415600723	1.949102925
100034462	3.094279778	2.934517805	2.92569358	3.011393393	3.026352972	2.800270477	2.890178784	2.900748639	3.039775768	2.857056774	3.107683382	3.204792696	3.083766582	2.866849578	3.115163434	3.124950218	3.052427387	2.785501071
100034473	2.348227918	2.046555994	2.096721939	2.016925429	1.920210496	2.100277108	2.459028119	2.319231871	2.059316828	2.036266536	2.0373698	2.402149689	1.839655686	1.856996744	2.027033326	2.117635895	2.273500758	2.487125858
100034477	6.612271881	6.656867428	6.718250365	6.678701733	6.564371677	6.696950811	6.576183744	6.633248042	6.570888561	6.482093188	6.658999006	6.493949626	6.439495753	6.531886894	6.556996107	6.294520764	6.52422284	6.535839237
100034485	4.049587384	4.519822598	4.467792953	4.758464651	3.97229051	4.520262483	4.163792895	4.556274794	4.183475421	3.147852168	4.222262999	3.983405193	3.513194232	3.946421713	3.724032841	2.075788745	4.315319734	3.658688361
100034487	5.524509469	5.791596168	5.779338466	5.751093792	5.716188653	5.781253858	5.784132492	5.952527506	5.739205496	5.417810598	5.793117161	5.640222513	5.431496051	5.680167474	5.877476339	5.333466894	5.903448125	5.765286506
100034489	2.22990225	1.8455013	2.096721939	2.501691162	2.206571872	2.223564411	2.383550707	2.128061021	2.570038588	1.769095032	2.28539219	2.265743402	1.796708751	2.38432748	2.054772692	1.552698253	2.302169859	2.191485724
100034498	4.961369808	4.663238092	4.940504555	4.859281988	4.859277444	4.80325301	4.969462859	5.046107225	4.972660909	4.471000501	4.922198524	4.773026989	4.577436178	4.841959798	4.865799553	4.462118349	4.87388907	4.766304783
100034503	2.818993417	2.820946818	2.994107528	2.598202264	2.559951755	2.540544317	2.587913564	2.628811077	2.800803256	3.101982845	2.414126593	2.88598897	2.566515512	2.713755043	2.500321531	2.942948518	2.152763191	2.677196813
100034506	3.721527951	3.357463094	3.360878233	3.207722494	3.633000206	3.530596732	3.60622552	3.401218226	3.458360765	4.163829927	3.412778413	3.636811234	3.631971968	3.548599017	3.474772047	4.072955707	3.139734085	3.487531126
100034507	2.959479105	2.820946818	3.260293549	3.137192623	2.22805545	3.197857861	3.292177585	2.699295082	2.940435315	2.219266838	3.041763826	2.604238079	2.45124065	2.704222879	2.500321531	1.669843386	3.041132974	2.61004878
100034513	5.895851432	5.955294746	6.038179999	6.105291794	5.828570075	6.062040896	6.025665086	6.186971015	6.057741865	5.574373031	6.04865213	5.933588113	5.624976569	5.989679808	6.066473584	5.312599668	6.318003756	6.044955258
100034519	1.568948831	2.309748768	2.758757865	2.398257987	1.866427174	2.236634624	1.595869179	2.053143601	1.634904727	1.171649576	2.0373698	1.516902543	1.560408755	1.749884018	1.510584939	0.611157266	1.784099047	1.109455476
100034520	5.478543376	6.04202609	6.052287298	6.172469787	5.839079587	6.271806639	5.964386494	6.46354865	6.093544568	5.115149395	6.155224874	5.981559007	5.380296869	5.881772145	6.072422777	4.689555179	6.29857102	5.891834342
100034521	1.929376375	1.592172854	2.049278002	2.034279803	1.893569449	1.917569843	1.744051054	1.801772745	1.477048311	1.535997497	1.490550728	1.756331702	1.560408755	1.346233991	1.247635012	0.794331486	1.287637611	1.340063851
100034522	2.768951036	2.402907659	3.225144156	3.184593545	1.781795025	1.67029491	2.383550707	1.990276139	2.725568928	1.709165212	2.549661277	2.289392343	1.508121971	2.259719605	2.653311744	1.490354119	1.248890581	2.243050937
100034531	0.529299643	0.860921492	0.760727056	0.328190219	0.771725374	0.482952744	1.379823048	0.921300662	1.031008273	0.947922334	0.871812395	0.254204736	0.871529456	1.077553995	0.895473457	0.987263404	1.268394172	0.932302932
100034533	3.955777791	3.870987019	4.015934971	3.88493612	3.900517568	3.898603064	4.02580492	3.767398705	3.892823378	3.488129121	3.715342288	3.93174466	3.431326249	3.6563317	3.340356299	3.286542408	3.772482089	3.421923937
100034534	2.254356511	2.61246133	2.285992023	2.655399419	2.742705624	2.519309271	2.434305148	2.926162678	2.413234651	2.722063668	2.712589021	2.604238079	2.616763924	2.206698117	2.012961036	2.613110174	2.718456133	2.08247331
100034535	0.851274797	1.489715394	1.044986522	0.720072077	0.407559926	1.054970408	0.738239957	0.98717758	1.097622394	0.193090368	0.695958154	1.101945194	0.695676892	0.505099856	1.223396057	0.401296712	0.94390599	1.475576467
100034540	1.468011628	1.941787088	2.049278002	2.43791948	1.612431502	2.249587488	2.034611724	2.171212484	1.881689017	0.802548081	1.881650471	1.074984195	1.124017323	1.613956239	1.44920276	0.101040811	1.850306423	1.291908705
100034546	3.153987636	3.229779837	3.448823558	3.39401278	2.950837954	2.902221434	3.162708638	3.007781459	3.028437512	3.022136311	2.787635136	2.997874903	2.624971105	3.005245487	3.06148083	2.966040346	2.537384507	2.88623951
100034575	1.529417287	1.77754459	1.785386321	2.034279803	1.562569126	1.418319872	2.050966811	1.745780269	1.906674829	1.015461379	1.594530686	1.931879928	0.898861833	1.417964258	1.490413006	0.258965919	2.14223036	1.559326468
100034578	2.569006059	2.631835213	2.816576124	2.721170939	2.585143616	2.661781647	2.276349101	2.113385537	2.237286042	2.407016784	2.326240028	2.061147486	1.999697229	2.09442492	1.644403256	1.10289505	1.875961428	2.053882695
100034579	3.087490424	3.068517793	2.82599117	3.079848322	2.712539858	3.115348974	2.695859819	2.669508291	2.725568928	2.752073048	2.765528328	2.516782311	3.10739026	2.713755043	2.417278397	2.144874506	2.767254206	2.750295366
100034580	3.420274131	3.414508885	3.490864243	3.478850785	3.420844903	3.2177683	3.429861382	3.466186919	3.311738459	3.070572513	3.268280939	3.506668946	3.198196817	3.342845148	3.141273783	3.491416184	3.12376147	3.519248795
100034581	3.066928528	3.017875007	3.341314506	3.16108775	2.634244871	2.728067029	2.952445754	2.669508291	2.916032323	2.638845959	2.712589021	2.585256475	2.42327785	2.49902323	2.329161679	2.28613446	2.204303852	2.570226948
100034584	1.663283457	1.894447312	2.201709542	2.315506036	2.058542563	2.34922534	2.446719591	2.213110669	2.368972394	1.535997497	2.025016243	1.806365441	1.610866629	1.486296408	1.800014752	0.987263404	2.224415369	1.869308854
100034610	2.242181194	2.116990571	2.667439063	2.371197994	2.280405101	2.419682783	2.344277642	1.924543826	2.506080295	2.45645878	2.432950619	2.536680221	1.908509508	2.285517076	2.12187372	2.248960174	2.066265428	2.580285927
100034614	4.703892798	4.442388191	4.563768932	4.737427317	4.636399993	4.58811972	4.764074422	4.698258026	4.60966146	4.667501202	4.635754617	4.783473595	4.594253815	4.63679582	4.768641793	4.790025736	4.769966774	4.818227354
100034619	0.488650936	0.258352419	0.760727056	0.585279159	1.038124145	0.482952744	1.02986241	1.11054067	0.887775766	1.015461379	0.925969417	0.90169429	0.598999224	0.819535955	1.148135543	0.611157266	1.188746077	0.693715652
100034631	2.929420952	3.217008822	3.106540409	3.40739393	3.103932941	3.397269162	3.185109825	3.500428714	3.199952698	2.329523884	3.231121262	2.990679832	2.68115012	3.138614229	3.06148083	1.988266897	3.145019233	2.88623951
100034635	1.38184743	1.332829469	1.044986522	0.328190219	0.884252928	0.438395639	0.566858517	-0.119465605	1.031008273	1.312568268	0.695958154	0.476514732	0.815260399	0.854426851	-0.014689962	1.552698253	0.277506417	0.452196556
100034637	0.851274797	0.686614951	0.799476644	0.631623629	1.220671771	1.084186915	1.272333503	1.11054067	1.008102064	0.193090368	0.531029185	0.80656217	0.130602547	0.214136115	0.550512824	-1.145036451	0.790478661	0.656166997
100034640	1.468011628	-0.141241626	0.978998323	0.920031108	1.241947939	1.025149975	0.778083034	0.887198712	0.612056941	1.646637594	0.78656304	0.632583209	1.416532173	1.106788482	0.698531289	1.30959298	0.678306946	0.495362982
100034647	9.01502818	8.556716293	8.964680182	8.200868905	8.961049399	8.759463323	9.122427243	8.874353817	8.89467789	9.544859698	8.416800072	9.169010326	9.344379979	9.152196021	8.892428758	9.603360898	8.572532605	8.872718328
100034658	2.153949484	1.687833976	1.437814701	1.945341834	1.972060642	1.37168787	1.91462029	1.855673042	1.856262843	3.109729725	1.895288632	1.870487224	2.143744513	1.874100464	2.134927382	2.593472456	1.863190952	2.305019025
100036547	1.40387571	1.650327204	1.685483087	1.281501212	1.52834364	1.868033862	1.573400944	2.006251696	1.777179732	0.947922334	1.214100728	1.668881591	1.508121971	1.39444822	2.198480699	0.571556522	2.194141972	1.69511996
100036767	3.583583268	3.578246804	3.674057006	3.576850832	3.268483789	3.269557338	3.132288832	3.054624466	3.278624238	3.070572513	3.21489794	2.878212122	2.965947803	3.095513502	3.185859782	2.846697507	2.774092548	3.387966509
100037309	6.131094544	5.901435915	6.247970842	6.214943884	5.840823754	5.896912799	6.155180524	6.095659752	5.806300564	5.460845841	5.954895944	5.855534113	5.601254028	6.010132157	5.786308681	5.368551724	6.066211151	6.052200791
100037310	3.602755952	3.787069695	3.926860197	3.88493612	3.852911812	3.642853433	3.914016044	3.853811461	3.822353396	3.540653936	3.952332276	3.927982858	3.53077302	3.733332003	3.836176763	3.475411759	3.855423798	3.914645078
100037312	7.947854697	7.982478622	7.82136851	8.03808944	7.589147541	7.605488801	7.503876996	7.107368218	7.255937751	7.465310268	7.760456275	7.235865288	7.658132398	7.401617677	7.470171187	7.426305022	6.743027526	7.24081337
100037314	3.569034673	3.80851106	3.565831254	3.977557431	3.268483789	3.541170578	3.460793581	3.2816106	3.307054137	3.270414283	3.664480663	3.204792696	3.288799621	3.36115752	3.362722284	3.255639571	2.682561321	3.039924792
100037315	2.569006059	2.742913441	2.881226516	3.063036688	2.673923432	2.408176246	2.553889298	2.429972017	2.616212703	2.204872818	2.478963378	2.444895536	2.325948879	2.38432748	2.340475121	2.346039087	2.244250377	2.364434657
100037316	2.457580182	2.724984203	2.758757865	2.655399419	2.585143616	2.65205871	2.40915111	2.576270016	2.464616882	2.67061776	2.478963378	2.52676557	2.830565202	2.584635995	2.588365113	2.273849156	2.561300845	2.590275257
100037317	3.955777791	3.612782259	3.571439765	3.282245925	3.676624315	3.64775421	3.940592966	3.827078224	3.548434634	3.960369601	3.632265927	3.939238962	3.974692522	3.74267438	3.728345562	4.15897191	3.96705876	4.145573529
100037318	1.140815638	0.723201802	0.944836737	0.48786968	1.062246307	0.482952744	1.215428243	1.11054067	0.961168827	0.723971059	0.78656304	0.838974904	0.871529456	0.670867442	1.406780651	0.611157266	1.268394172	1.242090537
100037321	3.7647264	3.930869382	3.642433118	3.744383829	3.383039889	3.637935951	3.497057513	3.382979671	3.466785679	2.97201728	3.440949199	3.235553376	3.241542971	3.324297342	3.35716321	3.230431674	3.290427773	3.256135107
100037324	3.717136103	3.474759047	3.774727526	3.913352163	3.608637273	3.535893342	3.644450379	3.660414031	3.458360765	3.494060541	3.664480663	3.594721538	3.49091519	3.548599017	3.368260019	3.517701897	3.431191867	3.565554965
100037325	1.488771941	1.183281821	1.62204234	1.191551858	1.545557874	1.441082559	1.896633972	1.050177302	1.373317105	1.339172478	1.543477278	1.455512453	1.85369185	1.39444822	1.095688236	1.760685122	1.325371157	1.431804802
100037330	2.087450473	1.878315782	2.049278002	2.424819759	2.094076018	2.249587488	2.175532814	2.532814457	2.31400036	2.444256222	2.295713087	2.412955473	2.037079697	2.38432748	2.198480699	2.298316031	2.320970901	2.2174987
100037331	3.127755394	3.204123744	3.405520925	3.137192623	3.001617899	3.042793118	3.236065009	2.78513419	3.127409989	2.920094261	3.181893518	3.01215828	2.844689655	2.91722497	2.969747726	2.725633693	2.910682939	3.191983146
100037332	4.717149014	4.372126985	3.909251828	4.166478917	4.589449682	4.397615019	3.992321643	3.454589971	4.069165727	5.405275286	4.331633206	4.465709282	5.044755434	4.302823815	4.49763768	5.090690924	3.227049952	3.992035659
100037333	1.114340574	1.284682351	1.336055155	1.310279807	1.062246307	1.27364287	1.094406352	0.622833903	1.181910973	1.171649576	0.925969417	1.229673572	0.664165394	1.191097186	1.19874289	1.074844339	0.735482719	0.766002503
100037336	4.293283255	4.245793189	4.616263135	4.301607869	4.241512756	4.087191901	4.497917549	4.343259568	4.53350532	4.059696862	4.336640096	4.309667772	3.965026942	4.364638676	4.384689203	3.809164748	4.538558489	4.524665406
100037337	2.414828675	1.941787088	2.635668163	2.197225496	1.920210496	1.816736365	2.664315449	2.40608724	2.395692367	1.769095032	2.305960673	2.594778494	1.908509508	2.476801975	2.340475121	2.047200711	2.366928725	2.61004878
100037338	5.338311985	5.141630809	5.270327997	5.318293616	5.331957655	5.142262778	5.128180383	4.966688138	5.180297611	5.215489246	5.36352276	5.031506727	5.181802146	5.287185428	5.030272268	5.294470058	5.237706434	5.063829779
100037341	1.734547308	1.489715394	2.081080013	1.570307407	1.660627954	1.441082559	1.896633972	1.626821436	1.589334488	1.489251008	1.79699781	1.704500223	1.908509508	1.78647903	2.027033326	1.988266897	1.611583435	1.979824502
100037342	3.644984993	3.915142209	3.710096207	3.717778093	3.785683898	4.028280343	3.644450379	3.705143511	3.880264037	3.534911393	3.843982241	3.90137197	3.908997382	3.901250495	3.976938523	3.911837426	4.016915792	4.003294334
100037345	2.936994405	3.223408461	3.225144156	3.237995359	3.329385468	3.269557338	3.326171036	3.695322785	3.568144749	3.206827239	3.247164178	3.141230929	2.919995071	3.166648915	3.490091703	3.003723892	3.511134924	3.39937469
100037349	3.83936646	3.463989971	2.95173047	2.948709241	3.752711539	3.45432692	2.483334549	3.489104844	2.846714396	3.723429561	3.294249524	2.32415441	3.718887375	3.088203178	2.540116751	3.642393237	2.959494926	2.432646895
100037350	2.708286114	2.631835213	2.758757865	2.688659956	2.350642998	2.860613821	2.632065918	2.794364084	2.767091378	2.595364953	2.872822997	2.814440442	2.540719394	2.760493431	2.671343291	2.458865875	2.923041635	2.794169879
100037351	3.353930143	3.693365169	3.637094413	3.640560804	3.676624315	3.58781665	3.660527427	3.695322785	3.58758921	3.364072375	3.590958808	3.64141296	3.236195391	3.537906429	3.82413822	3.172050004	3.651436937	3.387966509
100037354	3.649601708	3.850460851	3.891425888	3.831340278	3.608637273	3.931126768	3.686930673	3.748527795	3.699054227	3.291002052	3.902554574	3.306808538	3.383752976	3.606032334	3.500215171	3.20477548	3.567329264	3.560482624
100037355	2.768951036	2.886934909	3.067384017	3.459710906	2.525663375	2.918534201	3.124582593	2.857371002	2.395692367	2.468558992	2.727913795	2.423680922	2.355843146	2.246645795	2.198480699	1.760685122	2.320970901	2.009905494
100037356	4.242235026	4.15162174	4.10756963	4.250550793	3.988116313	3.986336489	3.927365703	3.813523518	3.673805412	3.899104961	3.885572884	3.739106023	4.067945425	3.810877951	3.544911733	3.459227796	3.369315702	3.653933644
100037357	1.663283457	1.687833976	1.486123623	1.252136842	1.132283307	1.996527886	1.353692107	0.98717758	0.48510021	1.257841216	1.100951384	1.128411576	1.169614739	1.296352588	0.550512824	1.285318218	0.64884625	0.868064332
100037358	4.010640543	3.674805422	4.056493146	3.954953582	3.800099823	3.756108081	3.660527427	3.288159168	3.858018617	4.298716447	3.703763133	3.830601211	3.793599965	3.77945041	3.666761724	4.055119472	3.465393536	3.930458877
100037359	0.488650936	1.016420261	1.076882234	0.676525569	0.248464775	0.724762969	1.244161424	0.742108743	1.242045308	0.947922334	0.871812395	1.128411576	0.843669241	1.047714831	1.013259202	1.380058767	1.03781591	1.538840335
100037360	2.988923765	3.339900033	3.239306843	3.245465351	3.098111137	3.29477098	3.124582593	3.62980487	3.311738459	2.175646644	3.603475599	3.396650957	2.893063886	3.280068648	3.179574097	2.458865875	3.643990212	3.117956389
100037363	3.883148861	3.903233285	4.04040644	4.114395108	3.94660249	3.986336489	4.102345225	4.155461062	4.080189575	3.872030758	4.132987225	4.064454619	3.808089161	4.04032664	3.9139645	3.796338172	4.164741082	4.09735571
100037365	1.359477581	1.402165183	1.600259963	0.38340389	1.283581486	1.67029491	1.573400944	1.819964182	1.373317105	1.512813581	1.643839018	1.434454528	1.435321212	1.508373014	1.469955023	1.490354119	1.549167906	1.819224265
100037367	6.560504927	6.54571479	6.514978699	6.708060057	6.498496302	6.690434511	6.577595582	6.426184467	6.64839007	6.478358014	6.503509795	6.446092769	6.361825558	6.50468917	6.695049426	6.029955125	6.831733482	6.480519553
100037368	2.644957847	2.820946818	2.667439063	2.784074262	2.642268366	2.782555556	2.805957288	2.499341648	2.732572859	2.550532652	2.743077494	2.764690839	2.583460187	2.615474799	2.808014884	2.501636659	2.42890518	2.398943882
100037369	6.099385577	5.965829369	6.115077095	5.997715814	5.913066676	6.050984868	6.354463498	6.122474572	6.217914152	6.039368612	6.140984951	6.308918777	5.993946535	6.080896708	6.207532492	6.204344204	6.224990738	6.180895882
100037370	1.663283457	1.878315782	1.62204234	1.999359753	1.676342157	1.851136552	1.703243363	1.855673042	1.76356725	1.667782678	2.097598994	1.822665043	1.691229097	1.78647903	1.783530602	1.612459499	1.641806954	1.749619729
100037374	4.839378322	4.548140205	4.839533792	4.718764594	4.290835208	4.344272495	4.148674593	3.926971424	4.315278999	4.348672838	4.633722035	3.850610505	4.172432242	4.403443137	4.047669377	4.240146951	3.602331629	4.25637294
100037377	2.626341464	2.490414163	2.797559675	2.854154578	2.618062759	2.764620407	2.632065918	3.031393073	2.616212703	1.709165212	2.780303774	2.465802707	2.177616138	2.246645795	2.395748623	1.402802737	2.760383296	2.178301206
100037378	1.266359353	1.489715394	1.555683031	1.027926267	1.866427174	1.37168787	1.4554907	1.251245579	1.460269482	1.36529496	1.643839018	1.476267429	1.003289882	1.508373014	1.173661108	1.742968619	1.500517747	1.340063851
100037380	4.91226774	5.016396963	4.997860234	5.026870119	5.082085476	5.056413956	5.104870239	5.126871895	5.179016336	4.872646438	4.915521567	4.99960355	4.945032387	5.02729229	5.222912742	4.732832445	5.289932133	5.211897959
100037381	3.847426362	3.858706396	3.90481595	3.831340278	3.876911042	3.652638396	3.816940813	3.634951709	3.899062284	3.728469908	3.915997459	3.834625333	3.68788423	3.72863803	3.840167391	3.939323151	3.744900995	3.63957474
100037383	6.845939221	6.79109317	6.979942881	6.920703521	6.909618421	6.97508801	7.050934472	7.295039966	7.151042346	6.395223798	7.061832451	7.062704204	6.638069979	6.970996242	7.087600144	6.590380128	7.426837943	7.083512515
100037384	1.313669622	1.631201706	1.254729799	1.338495543	1.262914891	1.395192272	1.12562681	1.277811716	1.542277745	1.015461379	1.169900091	1.229673572	1.358650666	0.854426851	1.041262112	1.532214768	1.362142889	1.052787687
100037387	0.97414691	0.53021697	0.63781261	0.537396389	0.856933133	0.648575692	1.215428243	0.580778823	0.345883806	0.763794471	0.531029185	0.632583209	0.45911046	0.548361322	1.271473445	1.35695049	0.238482605	1.081399796
100037388	3.914176247	3.829638424	3.90036639	3.663047812	3.537287203	3.556887442	3.628192152	3.577300655	3.691885257	3.703090211	3.723010414	3.580414269	3.64009333	3.690526086	3.630353506	3.787723326	3.431191867	3.455100439
100037389	2.278403161	1.926179126	2.299572542	1.908172482	2.022111774	1.507291942	2.08313105	2.280345417	2.276153045	2.019914764	2.232650253	2.167069257	1.867592769	2.0348322	1.984397848	1.725031848	2.131620065	2.243050937
100037391	3.743288855	3.833827021	4.060486951	4.106212658	3.767459031	3.765156592	3.905047147	3.767398705	4.066396553	3.56902871	3.726829247	3.834625333	3.354437334	3.621307132	3.828162239	3.298720549	3.586879768	3.866136257
100038765	2.290277835	2.3801758	2.558696485	2.085124465	2.162620467	1.611305798	2.370578111	1.707207014	2.237286042	1.807708406	1.908799074	1.854721976	1.691229097	2.108946269	2.351700535	1.911043917	1.287637611	2.364434657
100038767	6.096852301	6.273192839	5.977163906	6.076263423	6.18501148	6.215981008	5.943732914	6.009118672	5.88305845	6.180303816	6.114993443	5.89171309	6.207794347	6.036009056	5.894846545	6.082848613	5.754946705	5.897879482
100038768	2.777412906	2.820946818	2.768556591	2.920987797	2.490540186	2.81777051	2.756951894	2.857371002	2.827216818	2.261606781	2.720271756	2.713164221	2.325948879	2.348061999	2.559610149	1.552698253	2.584827166	2.580285927
100038771	4.564166709	4.295233518	4.295510372	4.283579918	4.549477986	4.295142301	4.18247067	3.960156663	4.231235825	4.552839411	4.517275705	4.232470048	4.722171425	4.403443137	4.009197196	4.591494186	4.198175691	4.155699542
100038773	3.499131239	3.838003493	3.855099309	4.186020913	3.637020994	3.99789719	3.905047147	3.790645437	3.812471525	3.125099796	3.715342288	3.481225007	3.236195391	3.801968294	3.803848019	2.642074472	3.915416892	3.460556433
100038774	1.488771941	1.332829469	1.600259963	0.803409768	-0.0288592	-0.395868985	0.423482195	0.134209095	0.671577557	0.723971059	0.220279304	0.704711343	0.598999224	0.548361322	0.041846802	0.307986385	-1.561783229	0.361784404
100038776	1.89867766	2.490414163	1.966563755	2.301240524	1.691887039	2.431098272	1.859974311	2.098559235	1.542277745	1.048081077	1.881650471	1.773203152	2.285101176	1.551537893	1.800014752	1.285318218	1.797585823	1.190490365
100038777	4.140950385	4.245793189	4.115269494	4.343977443	3.771122469	3.805186936	3.600681202	3.2816106	3.792502373	3.768171019	4.077242042	3.797997651	3.996996855	3.747322979	3.779116989	3.804901881	2.718456133	3.545157711
100038778	2.929420952	2.562856855	2.778289214	2.357475254	2.21735365	1.868033862	1.967271724	1.745780269	2.048131704	2.355820068	2.608801775	2.391262359	2.460442425	2.179438268	2.027033326	1.957871904	1.209074118	1.36355178
100038780	1.549318456	1.489715394	1.57814366	0.992850204	1.810560921	1.611305798	2.08313105	1.745780269	1.664504358	0.458751425	1.319017619	1.496728048	1.508121971	1.8221687	1.013259202	1.157411464	1.248890581	1.619095233
100038781	6.464204827	5.996045283	6.434173447	6.226313949	6.453036699	6.393504496	6.588840823	7.010204728	6.682698179	6.204018941	6.66746852	6.801042531	6.39279649	6.811457743	6.776959983	6.721682095	7.373521203	7.070190826
100038783	1.446948207	2.032046825	1.785386321	2.166075498	1.220671771	1.441082559	1.661247712	1.584884137	1.280786008	1.465297205	1.339115533	1.434454528	0.925686002	1.047714831	0.895473457	0.355395806	1.147209989	0.932302932
100038786	3.554337869	3.496058999	3.784418747	3.528682773	3.183063615	3.487508897	3.177681344	3.193658421	3.357763687	2.920094261	3.21489794	3.115000819	2.913309259	3.043545829	2.856103537	2.380823143	3.256647581	2.836749389
100038787	1.97423334	1.669202472	1.804562842	1.727932787	1.303956208	1.418319872	2.114593814	1.873201407	1.931235271	0.912928896	1.319017619	1.704500223	1.435321212	1.634176325	1.816312681	0.987263404	1.850306423	1.979824502
100038788	1.468011628	1.183281821	1.168544792	1.027926267	1.382694045	0.608918166	1.12562681	1.11054067	1.649780453	1.769095032	0.952304156	1.434454528	1.0769316	1.296352588	1.294924377	1.447242469	0.869230946	0.9633805
100038795	2.166889221	2.002583256	1.86060887	2.034279803	2.463625003	2.071387904	2.396407692	2.429972017	2.304631206	2.190333738	2.365963092	2.047343272	1.987018009	2.206698117	2.247381559	2.103821277	2.283120565	1.836113059
100038796	2.981618747	2.918830571	2.688237505	3.20005397	2.989089492	2.826441562	2.642896059	2.597516604	2.690029975	3.170251282	2.727913795	2.946739162	2.978812729	3.035966672	2.510373719	2.804617078	2.066265428	2.268158471
100038797	7.584212832	8.23830531	7.747116029	7.94824943	7.480061769	8.10618389	7.701677768	7.754123431	8.14769203	7.881410735	7.930503283	8.093253908	7.266586829	8.056392671	7.790165319	7.561633059	6.80777388	7.937112246
100038799	6.088375779	6.300689083	6.174326592	6.12769699	6.032345257	6.213504109	6.042121333	6.127960781	5.999414018	5.856933347	6.128769515	6.020939932	5.747496324	5.89230396	5.891965996	5.597750367	5.968985465	5.80013264
100048920	1.944484196	1.742326889	1.746251218	1.790548267	2.022111774	2.100277108	1.841289129	2.293424375	1.804025333	1.986644489	2.085752632	2.154246585	1.796708751	2.323368447	2.068444896	2.158303354	2.099312788	2.364434657
100048921	5.383356138	5.346067747	5.194214494	4.971641232	5.214444021	4.94536512	4.883036387	4.77486142	5.034894109	4.771276941	4.63981121	4.93547419	4.855446121	5.087190878	4.873608254	4.42926203	4.628090234	4.940403224
100049158	2.414828675	2.511485903	2.1426552	2.329631868	2.576795111	2.602436135	2.716512626	2.441767738	2.546385256	2.561872013	2.478963378	2.391262359	2.155123644	2.323368447	2.732735963	2.103821277	2.689812085	2.443708509
100049175	1.529417287	1.356313579	1.785386321	1.769976927	1.19907713	1.168445762	0.738239957	0.887198712	1.202235529	0.947922334	0.695958154	0.80656217	0.977882934	1.106788482	1.041262112	0.208221052	0.556672828	0.314360787
100073327	2.031952227	2.184145902	2.428778156	2.384791434	2.389295157	2.612498134	2.495335901	2.900748639	2.421926448	2.204872818	2.514745344	2.301073013	2.295422038	2.360252065	2.824223191	2.425934546	2.739572019	2.639210014
100073328	6.180581931	6.073362344	6.255829469	6.179311235	6.207492211	6.209366471	6.1332664	6.43432566	6.224139426	5.879766161	6.21150087	5.947590331	5.966759542	6.19503815	6.206759973	5.78685913	6.384866098	6.232834235
