	DMSO_A	DMSO_B	DMSO_C	DMSO_D	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
100000009	1.488771941	1.706227929	1.555683031	1.617127566	1.363408779	1.745372917	2.050966811	1.626821436	1.869031943	0.723971059	1.256987326	1.101945194	1.169614739	1.135442314	1.340712738	0.401296712	1.580713181	0.9633805
100000026	3.425667508	3.414508885	3.114245753	3.640560804	3.204897471	3.197857861	3.012136095	2.917740977	3.330325115	3.046557674	3.247164178	2.983448698	3.273218766	2.98963604	3.108561336	3.286542408	2.774092548	2.957430125
100000044	2.348227918	2.679161359	3.091005148	2.742444914	2.836603453	2.843628866	2.726729207	2.951136772	2.780670806	2.368790578	2.765528328	2.954156176	2.325948879	2.704222879	2.607221541	2.310395606	3.012503936	2.785501071
100000073	1.359477581	1.650327204	1.076882234	1.617127566	1.57938213	2.236634624	1.764030053	2.006251696	1.749825103	0.683017101	1.256987326	1.36937125	1.028257127	1.270749869	1.84836638	0.258965919	1.810947687	1.136975956
100000079	6.881207479	6.527081985	5.988737231	5.919322063	7.068406651	6.415222635	6.140926516	6.605332091	6.277194989	7.378595653	6.623078817	6.389088657	7.180809145	6.705560268	6.361926142	7.117665047	6.366319111	6.063001315
100000083	3.359576836	3.322120525	3.496771284	3.237995359	3.562874434	3.58270761	3.712859377	3.738998961	3.713286174	3.476192616	3.624098578	3.695518335	3.749238263	3.52171747	3.680181362	3.721418097	3.655145935	3.644376938
100000085	6.168569374	6.118697268	6.0269981	5.674303076	5.80731855	5.558653497	5.666994379	5.274336448	5.897152855	6.341133439	5.733627057	5.754017582	5.961098053	5.345066744	5.71747087	5.999502464	4.881824952	5.975197928
100000094	3.777437671	3.752086578	3.991041235	4.122531411	4.046719204	4.129848728	4.219116076	4.096986258	3.977804446	3.661530514	4.059181196	4.289286766	3.881858164	4.117760674	4.12166632	3.651918108	4.089983259	4.051091467
100000095	3.621677178	3.707129952	3.62095873	3.65184812	3.845980917	3.796386799	3.905047147	4.155461062	3.716822331	4.019138246	4.092121931	3.968832834	3.981100453	3.970477159	3.99852425	3.830292166	4.169935572	3.906672697
100000101	3.053055962	2.402907659	2.994107528	2.984861542	2.6972171	2.764620407	3.124582593	2.812648588	2.753382919	2.800741862	2.780303774	2.846678617	2.53201716	3.200943132	2.597824134	2.935168369	2.923041635	3.256135107
100000104	1.959435447	1.706227929	1.437814701	2.134238052	1.262914891	1.507291942	1.595869179	1.196599084	1.721941768	1.200956017	1.752732866	1.455512453	1.191884165	1.417964258	1.490413006	1.157411464	0.491780638	0.900541145
100000119	3.425667508	3.693365169	3.694760939	3.690672469	3.471260384	3.448721627	3.479039486	3.67047445	3.602958265	3.324675281	3.53106684	3.565963692	3.499868135	3.548599017	3.706651866	3.178654755	3.871454911	3.682229699
100000122	4.439079049	4.394985018	4.651110368	4.523676492	4.19044421	4.204920538	4.479910328	4.23895608	4.457337943	4.182315387	4.316507425	4.309667772	4.055854505	4.346370718	4.195171555	4.107979967	4.352345282	4.317783394
100000125	4.959511848	5.016396963	5.123437371	5.026870119	5.139898748	5.247703676	5.303936015	5.205085194	5.065725572	4.975860878	5.231318269	5.083159298	4.969408718	5.211827532	5.321834839	4.744008676	5.592291687	5.17420718
100000131	2.381912583	2.862541704	2.899178142	2.574672987	2.666074543	2.835060809	2.736873946	2.757084831	2.660954711	2.316193842	2.743077494	2.556307425	2.404330268	2.487955385	2.689152249	1.942430847	2.569185657	2.340961215
100000132	1.266359353	1.37942153	1.785386321	1.419975535	1.324047188	1.884735554	1.327079122	1.924543826	1.355279581	0.723971059	1.839944944	1.434454528	0.843669241	1.551537893	1.569461731	0.723827405	1.656684546	1.109455476
100000133	3.127755394	3.110554442	3.12953407	3.215350471	2.626176503	2.612498134	3.020465202	2.597516604	2.332558085	2.492459144	3.304507475	2.444895536	2.801894553	2.704222879	2.799841929	2.651601441	2.077365539	2.398943882
100000135	3.342570019	3.547972396	3.448823558	3.851060815	3.199469908	3.498402099	3.485070533	3.454589971	3.311738459	2.829174079	3.289093068	3.108368093	2.816301098	3.234441036	2.962443706	2.357727205	3.391720207	3.13852512
100000140	0.266218177	1.102262091	0.302279025	0.676525569	0.289913352	1.054970408	0.854612715	2.331964538	0.581349709	1.36529496	1.752732866	-0.067579127	0.63195022	2.049962736	0.341187853	0.794331486	1.611583435	0.932302932
100000148	3.107763377	1.489715394	3.577026558	2.902206414	2.976451334	1.347794182	3.236065009	1.474375827	3.83867424	2.920094261	2.189022914	3.341158406	2.712296763	2.372339992	3.648672463	3.076260716	2.402669164	3.898656016
100000151	4.595610067	4.458753674	4.624379836	4.583843563	4.434055743	4.567578444	4.647917445	4.469626808	4.580844409	4.215003813	4.52606884	4.40205205	4.246112917	4.421006825	4.517709546	3.931523374	4.408360008	4.53245782
100000156	2.743263497	2.447324271	1.643500723	2.398257987	1.52834364	1.708322242	0.697265202	0.537460918	0.345883806	1.581276716	2.385421863	0.154710273	1.213815059	1.370542509	0.626419535	0.759510092	-0.118764402	0.107347475
100000160	5.51061901	5.502910994	5.704746851	5.617865244	5.393858868	5.375803704	5.55821206	5.485658987	5.544010188	5.403700686	5.395064049	5.495228905	5.317118507	5.366376109	5.510188876	5.101158767	5.287544497	5.47441354
100000165	4.792139564	5.032886464	4.978993903	5.002829471	4.752138401	5.058255582	4.919121897	5.205085194	4.821558715	4.264424519	4.705148871	4.51167416	4.306040073	4.747669238	4.710970827	3.887854131	5.030584076	4.590841181
100000175	7.945509992	8.777729355	8.461954146	8.942425219	8.231303205	8.75336605	8.14256452	8.158120223	8.25297487	7.295278157	8.954896821	7.652517256	8.099527898	8.254708691	8.548322591	7.537749119	8.135819245	7.937845891
100000190	4.73897557	4.537907088	4.59439266	4.415255829	4.822676959	4.567578444	4.530358133	4.437585494	4.354398525	4.635659928	4.319039427	4.357997879	4.693192328	4.385662987	4.131469027	4.523075169	4.296444418	4.221448698
100000219	2.087450473	1.234872776	2.201709542	1.790548267	1.420508005	1.965461281	2.396407692	2.280345417	1.869031943	1.440938961	2.305960673	1.990766403	1.235417561	2.220137289	2.373892681	1.957871904	2.411467622	1.949102925
100000223	5.023157581	5.074189477	4.883030819	4.832252127	4.914979755	4.957257473	4.971612249	4.777190951	4.499008083	4.932839012	4.733896995	4.587557019	4.748703277	4.833240616	4.758134458	4.249588021	4.270080914	4.632524583
100000230	8.167969655	8.084434324	7.899529984	7.822787015	8.157296581	8.094789514	7.93435931	7.919580312	7.899206153	8.644862481	7.719117406	8.055392489	8.389058444	8.144711212	7.797110616	8.347725534	7.318450608	7.796962647
100000242	6.084118768	6.074247741	5.996054028	5.820256053	6.27677676	6.258251731	6.036998891	6.293334992	6.253652424	6.34277779	6.064582907	6.360068117	6.170432601	6.112768678	6.158037442	6.372205851	6.357240074	6.083479004
100000252	5.801510536	6.139150078	6.14359479	6.092922514	6.122575016	6.277351266	6.154234626	6.298209495	6.238971391	5.558893769	6.289098634	5.991505475	5.853452391	6.155364465	6.248645915	5.382922271	6.417988897	6.073721583
100000256	7.639218798	8.619021089	8.154799084	8.679581323	7.967979851	8.583296833	7.823002032	7.896729709	7.950606873	6.918471966	8.645336766	7.284483101	7.873642902	8.035402846	8.206168086	7.156241702	7.878595746	7.635702511
100000285	2.217517902	1.489715394	1.765951465	1.68462649	1.737541296	1.168445762	1.949933875	1.251245579	2.014046423	1.257841216	1.69151764	1.650736984	1.82548162	1.891003786	1.490413006	1.612459499	1.12598472	1.579525769
100000303	5.483723643	5.335767302	5.355686444	5.264161338	5.163784757	5.206779503	5.216015893	4.996984931	5.225681647	5.263157991	5.177918801	5.079772736	5.056939338	5.142938455	5.184191621	5.188832923	4.792032682	5.12179659
100000319	3.254392097	2.870718685	3.399227353	3.104704063	2.658182718	2.612498134	2.726729207	2.747612534	2.473005446	2.48055856	2.872822997	2.93178975	2.665320952	2.908950277	2.955102518	2.752444826	2.311601007	2.364434657
100000322	3.672466242	3.304119169	3.663592543	3.096466306	3.001617899	3.057599145	2.899240301	2.381800368	2.922171878	3.389751824	2.99185684	3.040307672	3.083766582	2.925452473	3.121735457	3.310796752	2.339530079	2.71420901
100000325	2.266429936	1.894447312	2.1426552	2.574672987	1.997303248	2.114507632	1.967271724	1.541691183	1.830380504	1.512813581	2.06176403	1.650736984	1.525762295	1.940556992	1.44920276	1.447242469	1.837305787	1.676486053
100000326	3.10103733	3.210580668	2.853873171	3.40739393	3.044629888	2.950616598	3.109045513	2.917740977	3.199952698	3.101982845	3.278724532	3.306808538	3.304214002	3.187323113	3.033871384	3.340552281	3.246849018	3.165501725
100000332	2.179713931	2.795401805	2.127506028	2.574672987	2.330921518	2.809047028	2.85335261	2.618454829	2.928285415	2.829174079	2.608801775	2.806267066	2.132274917	2.832261445	2.294679097	2.593472456	2.411467622	2.926222713
100000333	2.0599682	2.3801758	1.387831935	2.343620731	1.984737153	2.071387904	1.639782386	2.240381712	1.979136311	1.935254689	1.895288632	2.241700332	1.908509508	1.98846453	2.362839279	2.00322758	2.204303852	1.917712885
100000342	5.985313403	6.238858692	6.347755535	6.351873734	6.027758739	6.348309649	6.075480825	6.384774786	6.090821839	5.263157991	6.08778286	5.88396712	5.416207951	5.802468351	5.728277455	4.644939449	6.180001316	5.678989058
100000353	4.334007672	4.563355059	4.518031815	4.650069187	4.348369623	4.733509369	4.333838319	4.772528122	4.310606177	3.439778853	4.407352548	4.232470048	3.756727257	4.228299718	4.253189918	2.846697507	4.423662114	3.841256167
100000381	2.447010485	2.309748768	2.096721939	2.301240524	2.21735365	2.156375898	2.175532814	1.687526614	2.103209803	2.45645878	1.96161009	1.870487224	2.315844866	2.285517076	2.147863991	2.512134125	1.432988696	1.869308854
100000389	3.519451643	3.047031046	3.472996603	2.93028759	2.794023993	2.384884138	3.053308937	2.821704668	3.21002447	3.177641033	3.00449637	3.067918318	2.757791099	2.655593821	2.917825565	3.553715416	2.214394655	3.230815599
100000399	3.348261263	3.089689218	3.043369693	3.245465351	2.772253542	2.869031895	3.036980531	3.06228587	3.039775768	3.206827239	3.053975407	2.870393127	2.893063886	3.102786971	3.121735457	3.217660608	2.953482983	3.068790598
100000415	3.024904116	2.950036296	3.121910163	3.237995359	2.877962173	2.791440207	3.028746499	3.228123619	2.976282884	1.969717137	2.765528328	2.641468102	2.505591007	2.88383757	2.329161679	1.532214768	2.847249711	2.476393402
100000433	3.597986615	3.458575138	3.399227353	3.4532741	3.324407378	3.27590218	3.285281711	3.007781459	3.536478002	3.534911393	3.517902852	3.179703025	3.319465429	3.117224814	3.549793606	3.224060273	2.807806343	3.465991871
100000463	4.049587384	3.656003795	3.454904897	3.540876395	3.511237958	3.020295212	2.978330309	2.757084831	3.302354556	3.777927909	3.384046577	3.198561066	3.426638897	3.221135062	3.294556442	3.748306961	2.330280333	3.003010893
100000478	3.676995984	3.795684518	3.931228913	3.950390002	3.856364813	3.826955261	4.021661763	4.039926335	3.983687194	3.634934305	3.925998054	3.870346075	3.619703556	3.934241886	3.921517478	3.409557237	3.909218033	3.906672697
100000492	4.823122297	5.233268128	5.40990949	5.304055778	4.838476714	5.304666987	5.340985858	5.332517042	5.381961981	4.572593789	5.177918801	5.321168869	4.695142483	5.013851247	5.294464444	4.528256029	5.452219822	5.287521267
100000500	4.124462041	3.93866914	4.028222591	4.004222712	3.204897471	3.414624674	3.583919245	3.200617644	3.466785679	3.677256031	3.715342288	3.335489924	3.539482739	3.355079186	3.50525039	3.369706485	2.971444171	3.487531126
100000502	3.694974054	4.107325577	3.850493491	3.9039422	3.760104129	3.848400006	3.410978636	3.550314168	3.8675944	3.899104961	3.723010414	3.64141296	3.737931373	3.72863803	3.544911733	3.431844425	3.261522019	3.565554965
100000517	5.174983816	5.329848145	5.188751344	5.293284424	5.448645027	5.423734266	4.971612249	5.474218129	5.193048161	5.162471894	5.35860846	5.001394578	5.41147114	5.277576508	5.235087185	4.632965481	5.485932338	5.03486354
100000526	7.2683756	7.644123352	7.352350874	7.351167412	7.170066933	7.259900609	6.99919554	6.835680584	6.904348795	7.101038691	7.216845152	6.877149258	7.304126391	6.9936709	6.920505969	6.766762447	6.421259733	6.70569789
100000527	2.914153721	2.436347659	2.778289214	2.371197994	2.650247486	2.34922534	2.587913564	2.40608724	2.753382919	2.79113856	2.295713087	2.496606122	2.712296763	2.165612725	2.147863991	2.593472456	2.357853535	2.292836517
100000537	3.353930143	3.75650614	3.626357368	3.640560804	3.50685032	3.577580412	3.58952823	3.6804652	3.532470336	3.517545328	3.324807124	3.460541743	3.586468397	3.432167489	3.515268413	3.076260716	3.531456519	3.421923937
100000558	2.22990225	2.414140668	2.313026415	2.489160346	2.280405101	2.142554377	2.219605164	1.974121696	2.323309061	2.233518664	2.305960673	2.141308922	2.345947058	2.38432748	2.671343291	2.40355516	1.797585823	2.204550841
100000559	1.699355359	1.129777328	1.600259963	1.366170013	1.177154336	0.89929347	1.299965974	0.622833903	1.52624479	0.305289671	1.560696602	0.632583209	0.871529456	1.135442314	1.041262112	1.046237398	1.082573753	1.163981275
100000570	5.189323348	5.151732175	5.337698177	5.286058582	5.215788804	5.447817965	5.661679168	5.557891644	5.444082309	5.093825419	5.543187918	5.408799402	5.125067562	5.620607642	5.58343655	5.081909325	5.69315054	5.519546064
100000576	3.672466242	3.137913465	3.152167	3.400718869	3.368603639	3.157193181	3.116834968	3.200617644	3.06773758	3.263485884	3.241836337	2.946739162	3.349492951	3.247625409	3.134790364	3.131773636	3.15028509	3.131701408
100000577	5.032024883	4.670282123	4.920867837	4.809753795	4.891610605	4.783349827	5.122388061	5.071004767	4.987375147	4.749127752	5.144047338	4.779304026	4.825491129	5.06873832	4.915816584	4.752887738	5.182234207	5.042159805
100000615	3.802529078	4.236331498	4.2853082	4.368130316	3.913835588	4.417838111	4.211861082	4.285519341	4.052470388	3.162823485	4.147305916	3.942971565	3.273218766	3.719204016	3.84414701	2.480409761	3.92158923	3.620204487
100000629	1.944484196	1.129777328	1.532867186	0.585279159	1.920210496	1.611305798	0.738239957	0.074848441	0.549974645	1.60339433	0.632230823	0.632583209	1.378203666	1.191097186	0.73327905	0.861549994	0.735482719	0.407698618
100000640	1.529417287	2.032046825	2.000220631	2.085124465	2.034357871	2.337140487	2.034611724	2.476587048	1.735950798	1.535997497	2.505882709	1.901510116	1.643550722	2.079755919	2.173394319	0.828332187	2.357853535	2.039372069
100000646	2.0599682	1.687833976	2.187171028	1.963573462	1.906951466	1.781495848	2.001334588	1.83792909	2.059316828	1.535997497	2.365963092	1.838782546	1.543189527	1.712336535	2.185992035	1.829452501	2.055079249	2.151565099
100000647	4.195641742	4.245793189	4.164341187	4.451232476	4.288280902	4.241040601	4.197240717	4.57246055	4.381387265	3.947458706	4.447248445	4.349585836	4.211106418	4.355533611	4.36543542	3.927607616	4.495761848	4.211775324
100000654	4.049587384	4.27072513	4.473795019	4.425156951	4.073668941	4.253954144	4.086565481	4.225371514	4.29649621	3.951775188	4.437959946	4.189125134	4.04059695	4.139142204	4.308964981	3.943207283	4.260373471	4.185658004
100000656	2.425635905	2.602675942	1.91455879	1.769976927	2.320958752	1.46349167	1.405489099	1.354695311	1.52624479	2.550532652	1.737670842	1.822665043	2.45124065	1.98846453	1.607419049	2.018034712	0.967962746	1.052787687
100000660	3.831261277	3.829638424	3.789240054	3.913352163	3.457684501	3.437445279	3.91847967	3.62980487	3.662847738	3.242498784	3.854492846	3.781415339	3.339553058	3.765769022	3.634955098	3.548625341	3.92158923	3.78583063
100000665	3.883148861	4.292192642	4.11910407	4.315869766	3.86324612	4.211555444	4.038163477	4.401800115	3.992466583	3.0626119	4.251718555	3.893677824	3.459134976	3.52171747	3.770778196	2.651601441	4.159527821	3.580665856
100000683	3.875286618	3.096677876	3.34786527	3.088181241	2.891489065	2.800270477	3.132288832	3.352060147	3.406751195	3.994244234	2.765528328	2.90141802	3.170428858	3.01298733	3.334710202	4.033420773	3.382800114	2.987976747
100000685	1.549318456	1.074211861	2.096721939	1.497098698	0.711989366	0.89929347	1.527386671	1.019021298	0.937116951	1.285464227	1.028541396	1.253916228	0.815260399	1.244684571	0.767209545	1.468959324	0.869230946	1.052787687
100000687	2.22990225	2.562856855	2.391216764	2.501691162	1.946368492	2.300266413	2.459028119	2.344585814	2.332558085	1.489251008	2.121003833	2.217249776	1.472180748	1.654116928	2.12187372	0.488936814	2.00944648	1.869308854
100000702	1.699355359	1.77754459	1.197848933	2.068374559	1.644740702	1.816736365	1.723791488	1.745780269	1.67907951	1.079979514	1.454155925	0.704711343	1.525762295	1.530116882	1.247635012	0.44578215	1.850306423	1.453856633
100000709	4.605148673	4.360560708	4.981102387	4.699857282	4.536621743	4.615894763	4.905695381	4.958500374	4.600119589	4.28509733	4.797013468	4.629853213	4.259353969	4.850626601	4.822079446	4.298922766	4.9483295	5.012750697
100000710	3.06000892	3.017875007	2.916909137	2.984861542	3.068644416	2.529965864	2.576661065	2.597516604	2.430566192	2.857056774	2.985495306	2.781465381	2.68115012	2.713755043	2.741296905	3.185229407	2.244250377	2.695821601
100000711	4.631059243	4.982841549	4.813738596	5.163263406	4.867856675	5.001957747	4.869268176	5.251061502	4.978564625	4.260950066	5.119564623	4.961468997	4.536690576	4.761522525	4.919593171	4.195252829	5.054653813	4.710155078
100000715	3.46810369	3.602999056	3.114245753	3.339211417	3.592163706	3.414624674	3.372455126	3.66545301	3.122086071	3.666791422	3.426932565	3.247676323	3.578038583	3.600904584	3.323351282	3.694018546	3.563387169	3.172167789
100000720	4.111134329	4.014431656	3.978431414	3.860820909	3.628968181	3.686372403	3.728195826	3.376848552	3.610581828	3.494060541	3.82272848	3.385721893	3.349492951	3.695345504	3.229109074	2.958384064	3.391720207	3.649163204
100000724	0.97414691	1.706227929	1.462171357	1.338495543	1.19907713	1.591094315	1.661247712	1.707207014	1.181910973	0.597447301	1.560696602	1.347007599	0.977882934	1.346233991	1.385092457	-0.014745678	1.287637611	1.052787687
100000764	1.166813596	0.686614951	0.944836737	1.281501212	1.154893263	0.192286714	1.0624953	0.580778823	1.222277728	1.171649576	0.78656304	0.80656217	0.664165394	0.954305441	1.041262112	1.01705172	0.070888865	1.242090537
100000768	1.336755403	1.862001836	1.785386321	1.68462649	1.241947939	1.418319872	2.0180691	0.921300662	1.919007314	0.877065527	1.378490433	1.36937125	0.977882934	1.634176325	1.44920276	0.687239736	0.707178057	0.868064332
100000769	5.203521755	6.326928337	5.646157934	6.258973817	5.144142765	5.972102487	4.723837111	5.018805071	5.233108766	4.163829927	5.905208158	4.53905948	5.053902995	5.236835851	5.032017771	4.304972657	4.65982076	4.347535388
100000771	4.663377267	4.525012769	4.942670005	4.212942489	4.396599844	4.557197079	5.009763529	4.558985062	5.236808037	4.724112023	4.677790399	4.779304026	4.791259102	4.733681636	5.032017771	5.038997186	4.637495404	4.896797437
100000775	8.907467719	8.996799726	8.925254421	8.958138466	9.140550406	9.187849996	9.016978167	9.299764724	9.282693941	8.857924459	9.227931377	9.170105501	9.046544313	9.129451342	9.169863201	8.990904629	9.492615148	9.100892035
100000787	3.376385507	3.279762542	3.232242879	3.137192623	2.843579436	2.966394162	2.943713327	2.576270016	2.964432389	3.07848944	2.926942798	2.677761491	2.787342695	2.908950277	2.395748623	3.011143908	2.152763191	2.741358045
100000797	1.97423334	2.184145902	2.187171028	2.197225496	2.270086033	2.612498134	1.896633972	2.213110669	1.664504358	1.489251008	1.508409522	1.686800827	1.659619227	1.874100464	2.081988746	0.828332187	2.420212747	1.676486053
100000800	3.425667508	3.414508885	3.418026298	3.679685999	3.434770224	3.71933561	3.305871231	3.6804652	3.699054227	2.946289348	3.768182488	3.565963692	2.823450779	3.247625409	3.554659016	2.603324728	3.655145935	3.262396156
100000808	4.595610067	4.686585668	4.588872843	4.675178	4.658325591	4.721937774	4.631698462	4.617357981	4.663793321	4.35845984	4.607034521	4.501585554	4.416544798	4.455505458	4.492575774	4.135399769	4.534536879	4.537629479
100000823	2.348227918	3.110554442	3.00243559	2.883177301	2.162620467	3.197857861	2.695859819	2.959366313	2.593310366	1.257841216	2.720271756	2.358098546	1.453868693	2.520907406	1.984397848	0.828332187	2.521217139	1.917712885
100000836	3.703879768	3.879116407	3.679260911	3.9039422	3.624924855	3.613093933	3.132288832	3.587955475	3.659176607	3.482173213	3.811983019	3.618256131	3.53077302	3.646411144	3.50525039	3.420743868	3.602331629	3.341409688
100000842	3.883148861	3.729783373	3.803608048	3.685189692	3.684416173	3.426080098	3.868603363	3.442899046	3.83867424	3.723429561	3.656494166	3.622917328	3.631971968	3.616233481	3.766590655	3.838657256	3.713228634	3.995798322
100000844	3.597986615	3.903233285	4.007684694	4.077202997	3.771122469	4.108677965	4.038163477	4.17679219	3.941995136	3.311300155	3.892389565	3.793869907	3.463718093	3.994138075	3.811998375	3.018525957	4.127846343	3.87024154
100000849	2.336822625	2.490414163	2.187171028	2.101682132	2.408239715	2.384884138	2.357487808	2.429972017	2.31400036	3.01390312	2.274996926	2.412955473	2.404330268	2.454233092	2.671343291	2.491062249	2.16321968	2.529274661
100000855	3.134358306	2.669819515	3.018948863	2.911627668	2.720140638	2.860613821	2.871883197	2.934535504	2.86595198	2.584286811	3.125150731	2.976181137	2.879407392	3.066047288	3.128277677	2.958384064	3.035452436	3.017889984
100000859	3.751902136	3.693365169	3.886934774	3.728479337	3.304321449	2.885722104	3.466901225	3.241682416	3.174461285	3.304565802	3.535428279	3.134717975	3.463718093	3.36115752	3.510268097	3.018525957	2.615610448	3.131701408
100000862	5.848448373	5.653870201	5.897912802	5.751093792	5.958758726	5.845583859	5.908265332	5.751585139	6.090140353	6.216628972	5.871968489	6.16612744	5.963527127	5.984767165	6.0082547	6.358454995	5.926649646	5.938523584
100000884	1.488771941	0.445163314	1.387831935	1.252136842	0.884252928	0.438395639	1.841289129	1.224181054	1.097622394	0.683017101	1.416819179	1.04750974	0.4953747	1.321508861	1.490413006	1.285318218	1.611583435	1.36355178
100000886	1.835248187	2.3801758	2.11219609	2.501691162	2.330921518	2.01181387	1.984403684	2.521742922	2.350880126	1.285464227	2.451532192	1.990766403	1.691229097	1.78647903	2.210862183	0.894020148	2.320970901	1.885624643
100000896	2.325326448	1.894447312	2.096721939	2.068374559	1.824731603	2.085904816	1.573400944	2.083578983	1.558134479	1.581276716	1.454155925	1.516902543	1.435321212	1.417964258	1.271473445	0.987263404	1.626774338	1.36355178
100000931	3.937016577	4.348900952	4.275033367	4.378359035	4.209469899	4.420704122	4.470821725	4.550838935	4.333820389	3.703090211	4.344118	4.341124455	3.683961568	4.142675185	4.466996361	3.363922586	4.62620182	4.362184419
100000934	1.359477581	0.723201802	1.387831935	0.882195199	0.617475003	0.687172194	0.697265202	0.191223534	0.612056941	0.640866528	0.084008326	0.669097988	0.45911046	0.888493814	0.248141785	0.925775566	-0.22384157	1.081399796
100000935	3.420274131	3.345778175	3.239306843	3.237995359	3.014038446	2.561471333	2.825102662	2.40608724	2.794123607	3.117435229	3.01077485	2.909071105	2.851700361	2.875368579	3.026885667	3.178654755	2.311601007	2.658328436
100000948	3.254392097	3.420091339	3.448823558	3.20005397	3.032471041	3.43177388	3.436101106	3.454589971	3.199952698	3.117435229	3.314693003	3.2951744	3.334557311	3.420572565	3.282875634	3.097329171	3.360255563	3.281017907
100000949	3.16047184	3.660727223	3.715171952	3.870515418	3.515612293	3.760639431	3.783074509	3.984554064	3.595294204	2.875350287	3.648463211	3.363612209	3.130633332	3.58020936	3.621106054	2.725633693	3.716782318	3.555392386
100000956	7.192607426	6.865593323	7.459205174	7.057658027	6.168990512	6.689628036	6.727993042	5.8440876	6.841346606	6.869250932	6.125994738	6.417045424	5.996188563	6.501284513	6.160847197	6.383696138	4.367909387	6.094155649
100000962	0.7856777	0.758883711	0.837212617	0.882195199	0.742166525	0.482952744	1.272333503	1.329519966	1.510031654	0.250280471	1.472468089	1.179930833	-0.120629249	0.986118651	1.122150208	0.794331486	1.380183158	0.9633805
100000981	2.559224649	2.724984203	2.74889213	2.731847139	2.534312172	2.852146339	2.530752325	3.031393073	2.585594742	2.316193842	2.787635136	2.455386994	2.109058491	2.787826513	2.79162241	2.223634266	2.675273931	2.580285927
100000992	4.792139564	4.578411129	4.873981899	4.680698884	4.64041133	4.665064334	5.022259671	4.914735245	5.000490859	4.741668473	4.795195978	5.052390191	4.741172406	4.86352996	4.889099991	4.996639566	5.030584076	5.248629075
100001008	0.359345229	0.793704364	0.799476644	1.191551858	0.369400513	1.084186915	0.697265202	1.329519966	0.70044164	0.006513156	0.925969417	1.04750974	0.220003746	0.460500917	0.800360337	0.044308841	1.03781591	0.730311776
100001019	1.336755403	1.531575509	1.746251218	1.639979904	1.439049692	1.650898638	1.272333503	2.053143601	1.443293214	0.947922334	2.025016243	1.36937125	0.843669241	1.39444822	1.294924377	-0.278584501	1.685987224	0.9633805
100001029	1.549318456	1.894447312	1.555683031	1.999359753	1.154893263	1.981078204	1.379823048	1.907631895	1.735950798	0.877065527	1.627589441	1.324291816	1.318731234	1.346233991	1.36307324	0.611157266	1.863190952	1.36355178
100001113	2.392968269	2.116990571	2.558696485	2.051427898	2.162620467	1.611305798	2.495335901	1.974121696	2.332558085	2.068424366	1.853981172	2.402149689	1.675510733	2.206698117	2.068444896	1.812565508	0.869230946	1.917712885
100001114	3.87133937	4.029118161	4.048472215	4.013002729	3.554395681	3.765156592	3.816940813	3.858219233	3.406751195	3.242498784	3.187446955	3.241627583	3.136386057	3.207705225	3.294556442	2.734626213	3.469612292	3.124845267
100001116	1.425572697	1.7600432	1.462171357	1.639979904	1.57938213	1.395192272	1.4554907	0.663697706	1.573818824	1.440938961	1.277961831	1.347007599	1.691229097	0.921774863	1.469955023	1.35695049	0.618771385	1.836113059
100001119	4.556812185	4.800113631	4.7922849	4.74535231	4.666216636	4.80544762	4.728928577	4.758448526	4.710656679	4.308847072	4.707083338	4.702114599	4.346307342	4.530237247	4.764448037	4.101042807	4.826979696	4.668329795
100001127	1.588315682	1.552058736	1.413039766	1.706442127	1.510921524	1.745372917	1.430706511	1.224181054	1.60468506	1.863757239	1.298635764	0.932060265	1.508121971	0.819535955	1.095688236	1.552698253	0.763242732	1.316187188
100001129	6.328272487	6.693054388	6.68306458	6.68764068	6.556963209	6.739465205	6.61038216	6.94798177	6.682698179	5.956949972	6.648970795	6.679339839	6.1277522	6.499876402	6.698350763	5.681517043	6.892699151	6.463637238
100001136	3.179751407	3.547972396	3.334733861	3.433789554	2.970090494	2.809047028	2.786554423	2.628811077	2.675565588	3.109729725	2.966240643	2.32415441	2.801894553	2.665451648	2.469737769	2.144874506	2.020990701	2.268158471
100001168	4.699446853	4.827677805	4.916467585	4.980621168	4.466050456	4.618393451	4.436998247	4.362003949	4.446729594	4.288514181	4.479295182	4.318315114	4.200162036	4.293318834	4.28866628	4.040689995	4.203251392	4.275072096
100001171	1.717058636	1.7600432	1.555683031	1.8108304	1.510921524	1.46349167	1.723791488	1.497165056	1.589334488	1.826634329	1.881650471	1.668881591	1.62730123	1.839687817	1.510584939	1.333466044	1.641806954	1.559326468
100001188	2.690474193	2.854318113	2.985731113	2.957832602	2.673923432	3.086763	2.84399729	2.699295082	2.940435315	2.329523884	2.469877479	2.704394651	2.345947058	2.542464576	2.680275249	2.261458337	2.853720023	2.51885234
100001198	5.097692262	5.134857057	5.183267428	5.282432044	4.95579148	5.00578006	5.223250075	5.020772453	5.116137236	4.94804303	5.093180752	5.024477851	4.780278032	4.980677688	5.096828959	4.883952666	4.954362911	5.02569101
